Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt,GHI_Tilt_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power.1,PV_Power_Flag.1,Wind_Speed,Wind_Speed_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_original,GHI_original_Flag,GHI_Tilt_original,GHI_Tilt_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES
2007//1//1,1,07::40:25,16::48:48,12::14:22,3.492,12.901,1.6420000000000001,3.344,2.14,9.334,0.5690000000000001,3.345,1.846,3.343,1.073,3.343,-6.15,0.,26.325,3.479,0.11555555555555556,1.33,-2.29,7.18,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//2,2,07::40:28,16::49:25,12::14:51,3.509,12.9,1.182,3.342,1.317,9.333,0.114,3.33,0.41500000000000004,3.347,1.068,3.343,-3.4210000000000003,-12.652000000000001,14.744,4.946,0.1942361111111111,1.25,2.33,9.25,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//3,3,07::40:30,16::50:08,12::15:18,3.527,12.9,0.398,3.347,0.379,9.323,0.,100,0.,100,0.398,3.347,-5.636,-1.304,2.89,16.955000000000002,0.4262152777777778,2.09,1.43,9.81,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//4,4,07::40:30,16::51:01,12::15:46,3.5460000000000003,12.9,0.76,3.341,0.727,9.326,0.004,3.306,0.012,3.424,0.756,3.341,-5.312,-3.075,3.934,12.040000000000001,0.29437500000000005,2.22,-0.01,3.33,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//5,5,07::40:28,16::52:13,12::16:13,3.567,12.9,2.2680000000000002,3.343,3.359,9.333,1.486,3.344,4.51,3.343,0.781,3.345,5.19,12.746,42.059,2.6790000000000003,0.12385416666666667,0.9500000000000001,-3.11,3.91,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//6,6,07::40:24,16::53:30,12::16:39,3.589,12.901,0.918,3.344,0.891,9.333,0.,100,0.002,3.404,0.918,3.342,-3.79,-11.205,10.141,7.248,0.17704861111111111,1.55,0.2,5.8100000000000005,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//7,7,07::40:18,16::54:15,12::17:05,3.612,13.021,0.91,3.342,0.877,9.335,0.003,2.882,0.011,3.422,0.907,3.343,-3.883,-10.937,9.618,7.472,0.019444444444444445,0.3,2.58,6.91,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//8,8,07::40:10,16::55:02,12::17:31,3.637,13.023,0.719,3.344,0.683,9.329,0.,100,0.003,3.8200000000000003,0.719,3.343,-4.721,-5.7090000000000005,6.6080000000000005,10.134,0.0829513888888889,1.18,2.27,5.61,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//9,9,07::40:00,16::56:02,12::17:56,3.6630000000000003,13.026,0.809,3.342,0.778,9.327,0.,100,0.001,4.1450000000000005,0.809,3.341,-4.311,-7.956,8.13,8.337,0.07784722222222223,1.61,1.46,4.93,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//10,10,07::39:47,16::57:25,12::18:20,3.6910000000000003,13.030000000000001,1.208,3.343,1.364,9.332,0.199,3.346,0.47000000000000003,3.34,1.0090000000000001,3.342,-1.955,-26.735,17.231,4.503,0.1953125,2.14,-1.21,3.18,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//11,11,07::39:32,16::58:43,12::18:44,3.72,13.153,1.889,3.343,2.519,9.333,0.849,3.343,2.856,3.343,1.04,3.343,0.308,172.348,25.313,3.482,0.10843749999999999,1.26,-4.66,2.54,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//12,12,07::39:13,16::59:30,12::19:07,3.75,13.159,2.716,3.519,4.236,9.783,2.297,3.494,6.835,3.72,0.42,3.645,6.876,9.502,50.821,2.4130000000000003,0.15993055555555558,1.18,-8.81,-0.03,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//13,13,07::38:51,17::00:26,12::19:30,3.782,13.167,2.308,3.343,3.222,9.332,1.324,3.343,4.365,3.343,0.984,3.342,3.9410000000000003,16.785,39.876,2.567,0.13,1.32,-10.3,2.27,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//14,14,07::38:23,17::01:40,12::19:52,3.815,13.176,2.702,3.557,4.184,9.917,2.241,3.532,6.557,3.765,0.461,3.681,6.759,9.787,50.917,2.44,0.2564236111111111,2.81,-8.92,2.72,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//15,15,07::37:47,17::03:14,12::20:13,3.849,13.189,2.771,3.343,4.317,9.332,2.343,3.342,6.785,3.343,0.428,3.343,7.2170000000000005,9.166,52.299,2.3890000000000002,0.9272569444444445,4.72,-6.13,6.33,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//16,16,07::37:08,17::04:12,12::20:34,3.884,13.312000000000001,1.069,3.342,1.26,9.329,0.247,3.342,0.963,3.341,0.8220000000000001,3.342,-2.446,-14.691,14.024000000000001,4.154,0.12944444444444445,1.44,-5.73,1.6400000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//17,17,07::36:29,17::05:08,12::20:54,3.9210000000000003,13.31,1.5290000000000001,3.442,1.827,9.462,0.468,3.5780000000000003,1.252,3.61,1.06,3.3850000000000002,-3.594,-12.043000000000001,12.13,5.3100000000000005,0.07423611111111111,0.97,-3.63,2.54,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//18,18,07::36:04,17::06:20,12::21:13,3.959,13.341000000000001,2.325,3.343,3.208,9.331,1.2610000000000001,3.344,3.1350000000000002,3.343,1.064,3.343,4.16,16.490000000000002,41.757,2.723,0.1449652777777778,1.19,-2.89,5.97,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//19,19,07::35:40,17::07:58,12::21:32,3.998,13.349,2.005,3.343,2.669,9.331,0.9520000000000001,3.342,2.181,3.342,1.053,3.344,2.621,22.746000000000002,35.056,3.045,0.0775,0.66,-3.5300000000000002,5.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//20,20,07::35:11,17::09:05,12::21:50,4.038,13.475,2.426,3.343,3.544,9.333,1.679,3.343,4.23,3.343,0.747,3.344,4.7940000000000005,11.754,45.026,2.543,0.21927083333333333,1.58,-2.54,6.18,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//21,21,07::34:37,17::10:02,12::22:07,4.08,13.486,2.453,3.343,3.456,9.331,1.728,3.342,4.689,3.343,0.725,3.345,4.355,15.752,43.545,2.72,0.14930555555555555,1.4000000000000001,-5.16,6.42,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//22,22,07::33:56,17::11:15,12::22:23,4.123,13.5,2.863,3.342,4.231,9.332,2.306,3.344,6.468,3.343,0.556,3.343,7.283,9.531,53.074,2.4050000000000002,0.21381944444444445,1.07,-4.2700000000000005,9.56,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//23,23,07::33:03,17::12:55,12::22:38,4.167,13.518,2.549,3.38,3.694,9.444,1.713,3.386,4.827,3.388,0.836,3.369,5.356,12.961,46.864000000000004,2.588,0.08249999999999999,0.96,-3.85,10.13,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//24,24,07::32:00,17::14:05,12::22:53,4.212,13.645,2.936,3.596,4.354,9.928,2.507,3.569,6.88,3.822,0.429,3.754,7.6690000000000005,9.052,57.902,2.454,0.22239583333333338,1.19,-3.31,12.540000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//25,25,07::31:11,17::15:04,12::23:07,4.258,13.673,2.9330000000000003,3.343,4.335,9.332,2.496,3.342,6.7860000000000005,3.343,0.438,3.341,7.3500000000000005,9.444,58.664,2.39,0.11618055555555554,0.85,-3.59,12.98,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//26,26,07::30:36,17::16:19,12::23:20,4.306,13.684000000000001,2.891,3.343,3.919,9.333,1.681,3.343,4.631,3.343,1.21,3.343,5.699,12.897,52.094,2.552,0.09822916666666666,1.01,-3.5500000000000003,12.370000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//27,27,07::29:55,17::18:02,12::23:33,4.354,13.696,3.007,3.491,4.404,9.594,2.5460000000000003,3.469,6.844,3.669,0.461,3.615,7.507000000000001,9.356,59.385,2.404,0.3690277777777778,3.7800000000000002,-2.8000000000000003,12.290000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//28,28,07::29:04,17::19:10,12::23:44,4.404,13.83,3.091,3.343,4.524,9.333,2.657,3.343,7.087,3.343,0.434,3.344,8.062,8.712,58.207,2.412,1.9002777777777782,4.82,1.37,14.97,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//29,29,07::27:58,17::20:11,12::23:55,4.454,13.853,3.087,3.343,4.469,9.332,2.543,3.343,6.695,3.343,0.544,3.341,7.92,8.971,60.224000000000004,2.398,0.2559722222222222,1.7,-2.02,12.49,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//30,30,07::26:40,17::21:30,12::24:05,4.506,13.86,3.097,3.343,4.513,9.333,2.6510000000000002,3.344,6.971,3.343,0.445,3.345,8.022,8.959,60.516,2.3970000000000002,0.31381944444444443,2.02,-2.57,11.21,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//1//31,31,07::25:53,17::23:15,12::24:14,4.559,13.894,3.17,3.343,4.603,9.331,2.732,3.343,7.109,3.343,0.437,3.347,8.396,8.56,61.414,2.3970000000000002,0.13642361111111112,0.87,-3.7,11.32,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//1,32,07::25:07,17::24:17,12::24:22,4.612,14.025,3.215,3.343,4.656,9.332,2.7520000000000002,3.343,7.088,3.343,0.463,3.344,8.657,8.396,62.198,2.395,0.11607638888888888,0.92,-4.48,11.67,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//2,33,07::24:09,17::25:21,12::24:30,4.667,14.043000000000001,2.676,3.343,3.503,9.333,1.184,3.343,2.997,3.343,1.492,3.343,5.1690000000000005,14.851,46.774,2.488,0.17989583333333334,1.04,-3.75,9.23,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//3,34,07::22:52,17::26:46,12::24:37,4.723,14.069,2.285,3.343,2.731,9.332,0.582,3.343,1.661,3.342,1.703,3.343,3.021,26.492,36.69,3.013,0.13840277777777776,1.41,-1.21,12.18,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//4,35,07::21:24,17::28:31,12::24:42,4.779,14.074,3.087,3.343,4.266,9.331,2.068,3.343,4.958,3.343,1.0190000000000001,3.342,8.057,9.528,57.863,2.5340000000000003,0.20684027777777778,1.32,-0.23,16.05,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//5,36,07::20:38,17::29:26,12::24:47,4.837,14.23,1.362,3.342,1.3780000000000001,9.334,0.016,3.285,0.038,3.346,1.346,3.343,-2.317,-29.96,15.870000000000001,5.352,0.1921875,1.45,3.86,12.58,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//6,37,07::19:41,17::30:33,12::24:52,4.8950000000000005,14.247,3.015,3.343,4.167,9.332,2.301,3.344,5.143,3.343,0.713,3.345,7.3950000000000005,9.829,55.656,2.536,0.8773958333333334,3.99,2.06,18.97,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//7,38,07::18:27,17::32:03,12::24:55,4.954,14.271,1.858,3.343,2.117,9.33,0.363,3.339,0.87,3.345,1.495,3.344,0.153,400.327,25.659,3.504,2.2799305555555556,6.09,3.11,14.68,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//8,39,07::16:49,17::33:40,12::24:58,5.014,14.406,0.897,3.345,0.931,9.334,0.,100,0.,100,0.897,3.345,-4.027,-9.126,9.376,8.1,1.5983680555555555,4.83,0.52,9.68,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//9,40,07::15:48,17::34:36,12::25:00,5.075,14.44,2.646,3.344,3.4050000000000002,9.333,1.145,3.342,2.6550000000000002,3.343,1.502,3.342,4.065,16.876,43.644,2.91,0.5439930555555555,3.43,-0.13,13.58,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//10,41,07::14:49,17::35:44,12::25:01,5.1370000000000005,14.458,1.556,3.343,1.695,9.331,0.139,3.338,0.4,3.346,1.417,3.343,-1.159,-56.370000000000005,20.622,4.015,2.2651388888888886,4.68,8.040000000000001,14.81,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//11,42,07::13:30,17::37:19,12::25:01,5.199,14.483,1.968,3.343,2.299,9.331,0.511,3.344,1.096,3.344,1.457,3.342,1.164,58.935,29.379,3.467,0.2258333333333333,1.62,3.71,11.870000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//12,43,07::11:45,17::38:47,12::25:01,5.2620000000000005,14.618,2.2520000000000002,3.342,2.7600000000000002,9.331,0.871,3.345,1.964,3.343,1.3800000000000001,3.343,3.192,23.794,36.716,3.051,0.7971875,4.09,1.16,11.91,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//13,44,07::10:42,17::39:43,12::24:59,5.3260000000000005,14.654,2.449,3.344,2.7640000000000002,9.331,0.453,3.342,0.924,3.344,1.997,3.342,3.149,24.897000000000002,37.378,3.037,0.1869097222222222,1.25,2.24,10.64,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//14,45,07::09:36,17::40:53,12::24:57,5.39,14.674,1.959,3.343,2.244,9.332,0.522,3.345,1.569,3.344,1.437,3.342,0.919,65.76,28.682000000000002,3.742,0.1840277777777778,1.51,-1.44,7.28,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//15,46,07::08:05,17::42:32,12::24:55,5.456,14.703000000000001,2.088,3.342,2.416,9.332,0.544,3.343,1.154,3.343,1.544,3.342,1.411,52.091,30.814,3.477,0.09899305555555556,0.88,4.62,14.01,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//16,47,07::06:20,17::43:52,12::24:51,5.521,14.855,2.299,3.344,2.841,9.332,0.978,3.345,2.089,3.343,1.321,3.343,2.673,21.692,34.965,2.96,0.12194444444444447,1.04,4.66,16.740000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//17,48,07::05:19,17::44:49,12::24:47,5.588,14.872,3.487,3.343,4.625,9.332,2.41,3.343,4.891,3.343,1.077,3.342,9.317,8.239,60.747,2.616,0.36322916666666666,2.22,1.61,17.37,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//18,49,07::04:02,17::45:59,12::24:42,5.655,14.896,3.523,3.343,4.501,9.331,2.079,3.343,4.515,3.343,1.444,3.343,9.088000000000001,8.986,58.39,2.591,0.5880208333333334,1.85,2.4,9.26,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//19,50,07::02:10,17::47:38,12::24:37,5.722,14.925,2.8810000000000002,3.343,3.428,9.331,1.072,3.342,2.423,3.344,1.809,3.344,5.746,13.36,46.906,2.8000000000000003,0.1597222222222222,0.99,-0.39,8.5,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//20,51,07::00:50,17::48:54,12::24:31,5.79,15.074,2.1390000000000002,3.343,2.327,9.334,0.272,3.339,0.79,3.342,1.867,3.344,1.2730000000000001,57.738,29.908,3.285,0.5536458333333333,2.2,-0.39,13.,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//21,52,06::59:39,17::49:51,12::24:24,5.859,15.095,0.8260000000000001,3.344,0.811,9.334,0.,100,0.009000000000000001,3.424,0.8260000000000001,3.343,-4.202,-8.551,8.522,7.8580000000000005,0.030104166666666668,0.34,-0.18,4.49,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//22,53,06::57:58,17::51:01,12::24:16,5.928,15.127,1.303,3.344,1.367,9.335,0.,100,0.001,2.201,1.303,3.344,-6.156,0.,0.,100,0.012326388888888888,0.66,-1.4000000000000001,2.85,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//23,54,06::56:12,17::52:38,12::24:08,5.997,15.161,3.331,3.343,3.846,9.332,0.934,3.342,2.029,3.342,2.398,3.342,-6.226,0.,0.,100,0.10420138888888891,0.84,-2.06,5.68,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//24,55,06::55:04,17::53:53,12::24:00,6.067,15.296000000000001,2.333,3.344,2.56,9.333,0.4,3.346,0.811,3.345,1.933,3.343,-5.666,-0.14400000000000002,7.1530000000000005,9.362,1.798402777777778,5.14,1.32,7.390000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//25,56,06::53:32,17::54:49,12::23:50,6.1370000000000005,15.325000000000001,2.451,3.343,2.629,9.332,0.34400000000000003,3.343,0.712,3.345,2.107,3.342,2.906,25.011,36.213,3.0660000000000003,0.5047916666666666,3.25,-0.15,6.88,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//26,57,06::51:27,17::55:57,12::23:40,6.208,15.341000000000001,2.061,3.343,2.2920000000000003,9.332,0.34500000000000003,3.339,0.553,3.344,1.716,3.344,1.21,43.196,25.469,3.983,0.304375,3.11,-1.19,6.87,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//27,58,06::50:20,17::57:33,12::23:30,6.279,15.384,1.596,3.343,1.6300000000000001,9.334,0.14200000000000002,3.341,0.253,3.34,1.454,3.344,-3.501,-10.73,11.362,6.317,0.7610763888888888,3.71,-1.83,3.54,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//2//28,59,06::48:53,17::58:50,12::23:19,6.3500000000000005,15.526,2.573,3.343,3.044,9.333,0.502,3.34,0.989,3.343,2.071,3.344,3.8120000000000003,17.353,38.52,2.733,0.3093055555555555,1.96,-1.57,5.46,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//1,60,06::46:47,17::59:43,12::23:08,6.422,15.551,1.5210000000000001,3.343,1.704,9.332,0.004,3.287,0.009000000000000001,3.194,1.5170000000000001,3.343,-1.7870000000000001,-25.135,19.051000000000002,3.9410000000000003,0.04725694444444444,0.92,-0.38,6.92,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//2,61,06::45:31,18::00:49,12::22:56,6.494,15.588000000000001,1.461,3.342,1.408,9.332,0.,100,0.008,3.442,1.461,3.342,-1.8,-40.38,18.107,5.142,0.0390625,0.7000000000000001,2.67,8.52,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//3,62,06::44:05,18::02:19,12::22:43,6.566,15.614,4.025,3.343,5.104,9.332,2.87,3.344,5.43,3.343,1.155,3.342,12.366,6.868,69.598,2.498,1.0762847222222223,4.36,1.56,16.02,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//4,63,06::41:59,18::03:42,12::22:30,6.638,15.758000000000001,3.848,3.343,4.731,9.332,1.932,3.343,3.464,3.343,1.9160000000000001,3.343,10.233,8.38,64.983,2.52,1.0452430555555556,5.23,4.48,17.86,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//5,64,06::40:37,18::04:34,12::22:17,6.71,15.794,3.422,3.343,4.182,9.332,1.575,3.343,2.673,3.343,1.847,3.343,8.184000000000001,9.081,57.651,2.586,0.13857638888888887,1.07,4.67,18.92,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//6,65,06::39:11,18::05:36,12::22:03,6.783,15.819,4.174,3.343,5.151,9.332,2.523,3.343,5.118,3.343,1.651,3.343,11.509,8.231,66.765,2.57,0.9754166666666667,3.98,0.77,18.900000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//7,66,06::37:04,18::06:59,12::21:49,6.856,15.849,1.695,3.343,1.741,9.333,0.084,3.36,0.162,3.339,1.611,3.343,-0.8310000000000001,-83.534,21.813,4.565,0.4670138888888889,3.,1.04,12.92,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//8,67,06::35:38,18::08:33,12::21:34,6.928,15.883000000000001,4.631,3.343,5.687,9.331,2.869,3.343,5.115,3.343,1.7610000000000001,3.343,23.778000000000002,3.7800000000000002,78.893,2.47,0.305625,1.24,-1.98,11.92,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//9,68,06::34:11,18::09:22,12::21:19,7.001,16.024,2.179,3.342,2.293,9.334,0.158,3.341,0.28600000000000003,3.347,2.021,3.342,5.791,13.547,29.808,3.43,0.13979166666666665,1.08,2.66,9.72,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//10,69,06::32:03,18::10:20,12::21:04,7.075,16.054000000000002,3.322,3.343,3.821,9.331,1.195,3.343,1.879,3.343,2.1270000000000002,3.343,13.953,6.497,52.912,2.841,0.1844097222222222,1.36,1.05,13.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//11,70,06::30:37,18::11:35,12::20:48,7.147,16.089,4.864,3.343,6.011,9.332,3.617,3.343,6.431,3.343,1.246,3.344,25.343,3.706,81.114,2.442,0.27097222222222217,1.4000000000000001,3.63,20.52,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//12,71,06::29:08,18::13:10,12::20:33,7.22,16.114,3.846,3.343,4.485,9.332,1.68,3.342,3.0580000000000003,3.343,2.166,3.343,16.981,5.819,60.256,2.606,0.2777777777777778,1.8,7.3500000000000005,20.19,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//13,72,06::26:57,18::14:07,12::20:16,7.293,16.258,4.529,3.343,5.349,9.332,2.449,3.343,4.5520000000000005,3.343,2.079,3.344,21.723,4.587,72.547,2.455,0.4108680555555556,1.7,7.28,18.57,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//14,73,06::25:32,18::15:02,12::20:00,7.3660000000000005,16.294,4.824,3.343,5.92,9.333,3.557,3.343,6.16,3.343,1.268,3.342,24.802,3.688,77.909,2.447,0.4460763888888889,2.12,2.89,16.56,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//15,74,06::24:00,18::16:09,12::19:43,7.439,16.32,5.331,3.343,6.657,9.332,4.456,3.343,8.308,3.343,0.875,3.342,28.227,3.559,86.702,2.414,0.23302083333333334,1.22,-0.24,19.35,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//16,75,06::21:47,18::17:41,12::19:26,7.5120000000000005,16.346,5.429,3.343,6.742,9.332,4.548,3.343,8.487,3.343,0.88,3.344,27.963,3.621,85.507,2.4010000000000002,0.19003472222222223,1.,2.95,23.06,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//17,76,06::20:26,18::18:51,12::19:09,7.5840000000000005,16.499,5.397,3.343,6.707,9.332,4.605,3.343,8.589,3.343,0.792,3.342,27.254,3.746,84.81,2.41,0.3237152777777778,1.4000000000000001,4.92,21.72,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//18,77,06::18:51,18::19:42,12::18:51,7.657,16.526,5.548,3.343,6.833,9.331,4.591,3.343,8.259,3.343,0.9580000000000001,3.342,28.263,3.5540000000000003,87.629,2.398,0.3488541666666667,1.47,5.0600000000000005,20.19,0.,0.,0.,0.,0.,0.,0.,0.,-
2007//3//19,78,06::16:34,18::20:43,12::18:34,7.73,16.548000000000002,3.838,3.343,4.298,9.333,1.483,3.343,2.44,3.343,2.356,3.342,15.653,5.651,55.983000000000004,2.729,0.5229861111111112,1.8,3.8200000000000003,16.91,0.,0.,0.,0.,0.,0.,0.,0.,-
