Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt,GHI_Tilt_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power.1,PV_Power_Flag.1,Wind_Speed,Wind_Speed_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_original,GHI_original_Flag,GHI_Tilt_original,GHI_Tilt_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES
2008//1//31,31,07::26:03,17::22:51,12::24:12,4.546,13.89,0.645,3.1390000000000002,0.64,9.331,0.007,2.991,0.016,3.233,0.639,3.136,-4.1370000000000005,-5.7250000000000005,2.942,10.826,1.5484722222222222,6.140000000000001,-0.49,5.0200000000000005,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//1,32,07::25:19,17::24:04,12::24:20,4.599,14.021,1.741,3.2680000000000002,2.0140000000000002,9.508000000000001,0.342,3.456,1.232,3.854,1.399,3.222,1.735,34.832,18.226,4.5440000000000005,0.08277777777777778,1.1500000000000001,-0.32,4.96,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//2,33,07::24:25,17::25:04,12::24:28,4.6530000000000005,14.038,1.089,3.137,1.147,9.334,0.035,3.097,0.074,3.133,1.054,3.138,-0.705,-70.662,13.713000000000001,4.511,1.9043750000000002,4.96,0.44,5.55,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//3,34,07::23:13,17::26:22,12::24:35,4.7090000000000005,14.061,1.577,3.138,1.689,9.333,0.152,3.13,0.304,3.133,1.426,3.136,2.5300000000000002,24.861,22.545,3.741,0.3240625,1.93,1.07,5.28,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//4,35,07::21:44,17::28:06,12::24:41,4.765,14.074,2.2600000000000002,3.137,2.6590000000000003,9.333,0.462,3.1350000000000002,1.073,3.138,1.798,3.138,8.052,9.838000000000001,37.298,2.989,0.11694444444444442,0.8200000000000001,-1.87,5.16,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//5,36,07::20:50,17::29:12,12::24:46,4.822,14.226,2.237,3.137,2.612,9.33,0.547,3.137,1.206,3.136,1.69,3.137,7.71,10.177,36.278,3.064,0.1802777777777778,1.32,-4.2700000000000005,5.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//6,37,07::19:56,17::30:15,12::24:51,4.88,14.242,2.719,3.137,3.585,9.331,1.359,3.136,2.8040000000000003,3.137,1.361,3.136,12.988,5.596,50.587,2.568,0.1802777777777778,1.3800000000000001,-0.64,9.42,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//7,38,07::18:47,17::31:37,12::24:54,4.939,14.264000000000001,2.003,3.136,2.068,9.333,0.024,3.182,0.057,3.153,1.978,3.137,4.508,17.935,27.892,3.22,0.17517361111111113,1.33,-0.71,10.13,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//8,39,07::17:12,17::33:22,12::24:57,4.999,14.289,1.565,3.136,1.555,9.334,0.004,3.315,0.018000000000000002,3.055,1.561,3.136,1.5190000000000001,51.613,19.612000000000002,4.354,0.029409722222222226,0.55,-2.84,8.700000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//9,40,07::16:01,17::34:21,12::24:59,5.0600000000000005,14.436,3.3200000000000003,3.137,4.448,9.333,2.08,3.136,4.817,3.137,1.241,3.137,16.818,5.147,60.693,2.548,0.10677083333333333,1.32,-2.38,10.88,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//10,41,07::15:04,17::35:26,12::25:00,5.121,14.452,1.855,3.136,1.937,9.334,0.058,3.14,0.159,3.14,1.797,3.136,3.767,20.162,25.952,3.257,0.10482638888888889,1.46,-1.17,9.17,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//11,42,07::13:51,17::36:52,12::25:01,5.184,14.475,2.991,3.137,3.9650000000000003,9.331,1.6580000000000001,3.136,3.656,3.137,1.333,3.137,14.053,5.463,52.744,2.738,0.18652777777777776,1.28,-0.73,11.77,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//12,43,07::12:09,17::38:34,12::25:01,5.246,14.502,3.68,3.137,5.171,9.332,3.057,3.138,7.24,3.137,0.622,3.137,20.573,4.089,67.873,2.388,0.30079861111111117,1.76,-0.66,18.12,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//13,44,07::10:56,17::39:29,12::25:00,5.3100000000000005,14.649000000000001,3.103,3.137,4.017,9.331,1.7810000000000001,3.137,3.718,3.137,1.321,3.138,14.67,5.517,53.762,2.615,0.7057291666666666,2.14,-2.29,7.83,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//14,45,07::09:53,17::40:34,12::24:58,5.3740000000000006,14.668000000000001,3.9330000000000003,3.269,5.554,9.788,3.329,3.253,7.729,3.439,0.604,3.359,22.697,3.742,73.248,2.402,0.22243055555555558,1.49,-5.21,11.75,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//15,46,07::08:30,17::42:04,12::24:55,5.439,14.694,3.8770000000000002,3.137,5.4910000000000005,9.331,3.42,3.137,7.9030000000000005,3.137,0.457,3.137,22.119,3.8770000000000002,71.01,2.376,0.23562499999999995,1.57,-3.6,14.18,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//16,47,07::06:39,17::43:39,12::24:52,5.505,14.829,3.857,3.21,5.364,9.566,3.069,3.201,7.106,3.348,0.788,3.244,21.121,4.0600000000000005,68.795,2.396,0.20576388888888889,1.1,-0.92,15.19,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//17,48,07::05:35,17::44:34,12::24:48,5.571,14.867,4.038,3.287,5.682,9.824,3.523,3.2720000000000002,8.077,3.428,0.515,3.3850000000000002,22.858,3.7800000000000002,72.37,2.4210000000000003,0.299375,1.6,-1.6600000000000001,17.47,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//18,49,07::04:23,17::45:40,12::24:43,5.638,14.889000000000001,4.157,3.137,5.847,9.332,3.672,3.137,8.344,3.137,0.485,3.1350000000000002,23.642,3.696,75.226,2.367,1.1787152777777778,4.32,-0.63,18.26,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//19,50,07::02:38,17::47:11,12::24:38,5.706,14.923,1.8960000000000001,3.137,2.1430000000000002,9.332,0.25,3.14,0.8140000000000001,3.138,1.6460000000000001,3.136,3.964,22.25,25.451,3.9290000000000003,0.27031249999999996,2.33,1.12,13.3,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//20,51,07::01:05,17::48:42,12::24:32,5.773,15.069,2.719,3.137,3.519,9.332,1.225,3.137,2.353,3.137,1.494,3.138,12.181000000000001,6.436,45.851,2.637,0.1832638888888889,1.58,2.72,12.26,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//21,52,06::59:58,17::49:36,12::24:25,5.8420000000000005,15.088000000000001,1.999,3.137,2.29,9.33,0.35100000000000003,3.133,0.923,3.136,1.649,3.136,5.,14.700000000000001,27.61,3.323,2.4029166666666666,6.34,1.7,10.98,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//22,53,06::58:27,17::50:42,12::24:18,5.9110000000000005,15.116,1.623,3.137,1.69,9.33,0.079,3.1430000000000002,0.176,3.1390000000000002,1.544,3.137,2.106,34.513,21.068,4.117,0.29333333333333333,1.7,2.57,6.890000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//23,54,06::56:27,17::52:12,12::24:10,5.98,15.132,1.826,3.137,2.032,9.33,0.28400000000000003,3.1390000000000002,0.803,3.138,1.542,3.137,3.748,17.884,25.240000000000002,3.73,2.052777777777778,6.1000000000000005,-1.54,9.15,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//24,55,06::55:22,17::53:41,12::24:02,6.05,15.290000000000001,1.966,3.137,2.115,9.334,0.19,3.138,0.426,3.137,1.776,3.137,4.571,16.437,27.227,3.214,2.485138888888889,5.45,5.98,12.41,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//25,56,06::53:57,17::54:34,12::23:53,6.12,15.316,3.204,3.137,4.157,9.332,1.837,3.138,3.364,3.137,1.367,3.137,15.506,5.649,56.703,2.722,0.21315972222222224,1.18,2.46,12.52,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//26,57,06::51:56,17::55:39,12::23:43,6.191,15.342,4.022,3.137,5.125,9.333,2.5580000000000003,3.136,5.,3.137,1.464,3.137,20.846,4.231,69.42,2.496,0.25534722222222217,1.16,-0.18,14.6,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//27,58,06::50:38,17::57:06,12::23:33,6.2620000000000005,15.378,3.9530000000000003,3.137,5.003,9.332,2.515,3.137,4.885,3.137,1.438,3.136,20.212,4.525,65.69500000000001,2.565,0.3740972222222222,2.08,1.21,15.76,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//28,59,06::49:17,17::58:38,12::23:22,6.333,15.518,4.757,3.137,6.255,9.332,3.845,3.137,7.924,3.137,0.912,3.137,26.413,3.556,79.31,2.394,0.7381597222222224,3.36,-0.59,20.41,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//2//29,60,06::47:17,17::59:29,12::23:10,6.404,15.552,3.222,3.137,3.8770000000000002,9.331,1.5070000000000001,3.136,2.6350000000000002,3.137,1.715,3.138,13.617,6.658,51.309000000000005,2.859,0.7695138888888888,4.14,3.83,20.26,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//1,61,06::45:48,18::00:31,12::22:59,6.476,15.583,2.062,3.138,2.2880000000000003,9.331,0.317,3.133,0.753,3.1390000000000002,1.746,3.136,5.013,16.291,28.453,3.6430000000000002,0.46965277777777775,1.78,1.94,6.8500000000000005,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//2,62,06::44:28,18::01:53,12::22:46,6.548,15.606,4.768,3.137,6.269,9.332,4.014,3.137,7.98,3.137,0.754,3.138,27.668,3.365,83.513,2.358,0.35857638888888893,1.34,-0.47000000000000003,11.81,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//3,63,06::42:30,18::03:31,12::22:33,6.62,15.644,2.817,3.137,3.219,9.331,0.639,3.137,1.643,3.136,2.178,3.138,10.081,8.521,40.984,2.8770000000000002,0.3305555555555555,1.44,-1.08,11.01,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//4,64,06::40:54,18::04:21,12::22:20,6.6930000000000005,15.788,4.119,3.137,5.204,9.332,2.967,3.137,5.69,3.137,1.1520000000000001,3.138,21.786,3.984,66.427,2.5060000000000002,0.44614583333333335,2.05,-1.02,9.96,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//5,65,06::39:34,18::05:20,12::22:06,6.765000000000001,15.811,5.232,3.137,6.923,9.332,4.642,3.137,9.349,3.137,0.59,3.137,29.874000000000002,3.213,88.97500000000001,2.378,2.1025694444444443,4.72,-3.31,15.58,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//6,66,06::37:36,18::06:36,12::21:52,6.838,15.848,3.61,3.137,4.113,9.331,0.9,3.136,1.705,3.136,2.71,3.137,14.655000000000001,6.854,54.111000000000004,2.709,0.32763888888888887,2.14,-0.64,14.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//7,67,06::35:56,18::08:13,12::21:38,6.9110000000000005,15.878,2.185,3.136,2.338,9.333,0.099,3.125,0.186,3.13,2.086,3.137,5.143,17.150000000000002,29.224,3.743,0.2653125,1.96,-1.86,11.82,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//8,68,06::34:35,18::09:09,12::21:23,6.984,16.016000000000002,5.277,3.137,6.822,9.332,4.59,3.137,8.865,3.137,0.686,3.1390000000000002,29.224,3.326,87.434,2.363,0.49517361111111113,1.9100000000000001,0.01,14.63,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//9,69,06::32:35,18::10:05,12::21:08,7.057,16.054000000000002,4.92,3.137,6.242,9.333,3.857,3.137,7.253,3.137,1.063,3.136,26.531,3.6630000000000003,80.476,2.412,0.2890625,1.19,1.94,18.95,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//10,70,06::30:55,18::11:14,12::20:52,7.13,16.084,3.621,3.137,4.163,9.331,1.173,3.138,1.8860000000000001,3.137,2.448,3.137,15.108,5.417,55.397,2.876,0.5324305555555555,2.65,4.2,18.84,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//11,71,06::29:32,18::12:48,12::20:36,7.202,16.107,5.067,3.137,6.447,9.333,4.014,3.137,7.17,3.137,1.053,3.137,27.091,3.497,82.47,2.398,0.49597222222222215,1.8800000000000001,6.17,14.950000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//12,72,06::27:28,18::13:55,12::20:20,7.276,16.26,3.345,3.137,3.737,9.333,0.581,3.138,0.931,3.136,2.7640000000000002,3.137,12.782,7.0920000000000005,49.698,2.7720000000000002,0.3505902777777778,1.48,1.73,14.65,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//13,73,06::25:51,18::14:47,12::20:04,7.348,16.289,3.978,3.137,4.75,9.331,1.649,3.137,2.932,3.137,2.329,3.137,18.159,5.226,59.846000000000004,2.602,0.5046180555555556,2.3000000000000003,3.33,10.98,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//14,74,06::24:26,18::15:51,12::19:47,7.421,16.313,2.578,3.137,2.823,9.331,0.256,3.137,0.431,3.137,2.322,3.137,8.169,11.297,35.953,3.201,0.4893402777777778,2.23,1.56,8.38,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//15,75,06::22:19,18::17:17,12::19:30,7.494,16.348,2.601,3.136,2.969,9.333,0.643,3.136,1.139,3.137,1.958,3.137,8.797,9.688,37.758,3.349,0.4716319444444444,2.34,1.83,7.99,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//16,76,06::20:45,18::18:39,12::19:13,7.567,16.494,5.323,3.137,6.361,9.332,3.348,3.137,6.165,3.137,1.974,3.137,27.191,3.575,80.96000000000001,2.46,0.4775347222222222,1.7,0.62,9.9,0.,0.,0.,0.,0.,0.,0.,0.,-
2008//3//17,77,06::19:17,18::19:28,12::18:56,7.639,16.518,1.901,3.138,1.907,9.33,0.003,3.228,0.006,2.995,1.8980000000000001,3.137,3.383,23.899,24.664,4.094,0.13374999999999998,1.09,0.62,6.75,0.,0.,0.,0.,0.,0.,0.,0.,-
