Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt,GHI_Tilt_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power.1,PV_Power_Flag.1,Wind_Speed,Wind_Speed_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_original,GHI_original_Flag,GHI_Tilt_original,GHI_Tilt_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES
2001//1//30,30,07::26:16,17::22:20,12::24:10,4.53,13.889000000000001,2.356,3.137,3.161,9.332,1.37,3.137,3.361,3.137,0.986,3.138,10.266,7.08,43.472,2.81,0.19385416666666666,1.1500000000000001,-2.82,5.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//1//31,31,07::25:34,17::23:48,12::24:19,4.583,14.019,3.122,3.137,4.5040000000000004,9.331,2.228,3.137,5.621,3.137,0.894,3.138,18.081,4.472,62.778,2.453,0.263125,1.54,-5.37,9.39,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//1,32,07::24:43,17::24:45,12::24:27,4.638,14.034,1.871,3.137,2.157,9.33,0.374,3.138,0.77,3.138,1.497,3.137,5.206,13.491,29.28,3.334,0.3621875,3.48,-2.18,11.06,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//2,33,07::23:39,17::25:56,12::24:34,4.6930000000000005,14.055,1.715,3.136,1.848,9.334,0.155,3.14,0.337,3.1350000000000002,1.559,3.138,3.403,20.399,24.815,3.705,1.2019097222222224,5.22,5.36,12.59,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//3,34,07::22:11,17::27:37,12::24:40,4.749,14.078000000000001,0.99,3.137,0.841,9.335,0.,100,0.,100,0.99,3.137,-1.6440000000000001,-37.753,11.228,6.9830000000000005,0.07468749999999999,0.9400000000000001,3.54,7.84,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//4,35,07::21:05,17::28:56,12::24:46,4.806,14.224,1.42,3.136,1.2630000000000001,9.335,0.002,2.767,0.004,3.0060000000000002,1.418,3.136,1.172,61.32,18.692,4.453,0.1409375,0.97,3.86,9.22,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//5,36,07::20:14,17::29:55,12::24:50,4.864,14.239,1.844,3.138,2.336,9.331,0.672,3.1390000000000002,1.335,3.138,1.172,3.137,6.492,9.56,32.278,3.291,0.2613888888888889,1.33,3.9,9.36,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//6,37,07::19:11,17::31:10,12::24:54,4.922,14.259,1.437,3.137,1.5190000000000001,9.33,0.137,3.144,0.28,3.14,1.3,3.136,1.5270000000000001,41.716,20.097,4.4110000000000005,0.6806250000000001,2.32,-1.02,4.13,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//7,38,07::17:43,17::32:53,12::24:57,4.982,14.288,3.148,3.137,4.316,9.332,2.253,3.137,4.971,3.137,0.895,3.136,17.205000000000002,4.462,60.219,2.475,0.2863194444444444,1.57,-3.16,4.86,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//8,39,07::16:17,17::34:05,12::24:59,5.042,14.434000000000001,1.487,3.138,1.649,9.334,0.201,3.133,0.801,3.1350000000000002,1.287,3.136,2.08,30.232,20.838,4.075,0.15704861111111112,1.24,-6.42,1.78,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//9,40,07::15:23,17::35:05,12::25:01,5.104,14.450000000000001,1.824,3.137,1.924,9.331,0.17300000000000001,3.144,0.34900000000000003,3.1350000000000002,1.651,3.137,4.011,19.763,26.191,3.638,2.2022569444444446,4.8500000000000005,-1.41,6.390000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//10,41,07::14:17,17::36:23,12::25:02,5.166,14.47,2.13,3.137,2.672,9.333,0.925,3.136,2.044,3.136,1.205,3.138,8.224,9.831,36.753,3.278,0.9658680555555554,5.05,-3.69,6.62,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//11,42,07::12:43,17::38:07,12::25:02,5.228,14.501,2.1670000000000003,3.138,2.426,9.334,0.5760000000000001,3.137,1.06,3.138,1.591,3.138,-3.216,-12.189,6.588,8.184000000000001,0.29006944444444444,1.95,-3.36,4.3100000000000005,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//12,43,07::11:13,17::39:12,12::25:01,5.292,14.648,3.603,3.137,4.936,9.333,2.9090000000000003,3.137,6.168,3.137,0.6940000000000001,3.137,20.546,3.8160000000000003,69.292,2.418,0.1920833333333333,1.1300000000000001,-4.57,6.8100000000000005,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//13,44,07::10:14,17::40:13,12::24:59,5.356,14.665000000000001,3.952,3.137,5.601,9.331,3.438,3.137,8.056000000000001,3.137,0.514,3.1390000000000002,24.315,3.56,77.025,2.321,0.3096875,1.81,-6.72,8.52,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//14,45,07::08:59,17::41:34,12::24:57,5.421,14.688,3.938,3.137,5.566,9.333,3.415,3.137,7.8790000000000004,3.137,0.523,3.14,24.212,3.609,75.411,2.343,0.4242708333333333,1.94,-2.34,12.22,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//15,46,07::07:12,17::43:17,12::24:54,5.486,14.717,3.327,3.137,4.401,9.332,1.762,3.137,4.11,3.137,1.565,3.137,17.835,5.174,60.692,2.488,1.0164930555555556,4.36,-3.0700000000000003,11.74,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//16,47,07::05:54,17::44:17,12::24:50,5.5520000000000005,14.865,2.216,3.138,2.391,9.334,0.212,3.136,0.418,3.1350000000000002,2.004,3.138,6.397,12.511000000000001,32.986000000000004,3.133,3.1937499999999996,6.640000000000001,5.84,11.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//17,48,07::04:47,17::45:19,12::24:46,5.619,14.884,3.723,3.137,4.612,9.333,1.976,3.137,3.977,3.137,1.747,3.138,18.411,4.072,62.205,2.61,3.1537500000000005,7.13,5.62,14.93,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//18,49,07::03:16,17::46:40,12::24:40,5.686,14.913,2.009,3.137,2.049,9.331,0.131,3.138,0.308,3.141,1.8780000000000001,3.137,4.655,16.842,28.344,3.2840000000000003,0.8939930555555556,4.44,1.95,9.83,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//19,50,07::01:23,17::48:23,12::24:35,5.7540000000000004,14.951,2.84,3.137,3.428,9.331,1.2690000000000001,3.136,2.217,3.137,1.572,3.136,12.579,5.96,48.612,2.89,2.647326388888889,5.24,8.02,12.77,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//20,51,07::00:20,17::49:19,12::24:28,5.822,15.085,1.73,3.137,1.856,9.33,0.263,3.142,0.577,3.136,1.466,3.138,3.208,26.475,23.85,4.3420000000000005,3.275034722222222,6.22,6.32,13.15,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//21,52,06::58:59,17::50:21,12::24:21,5.891,15.11,2.865,3.137,3.369,9.331,1.0050000000000001,3.136,2.183,3.137,1.86,3.138,11.768,7.154,45.706,2.699,1.6458680555555556,4.99,3.91,13.21,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//22,53,06::57:02,17::51:41,12::24:13,5.961,15.138,1.063,3.136,1.0170000000000001,9.329,0.,100,0.,100,1.063,3.136,-1.497,-43.643,11.775,6.936,0.924826388888889,3.16,1.57,7.68,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//23,54,06::55:43,17::53:23,12::24:05,6.03,15.172,2.166,3.138,2.205,9.333,0.305,3.134,0.513,3.1350000000000002,1.862,3.137,6.105,12.824,31.606,3.436,0.12368055555555557,1.85,0.76,9.13,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//24,55,06::54:27,17::54:18,12::23:56,6.1000000000000005,15.311,1.6,3.138,1.565,9.332,0.009000000000000001,3.013,0.018000000000000002,3.149,1.592,3.137,1.853,41.428000000000004,20.804000000000002,4.136,1.7882638888888889,4.48,0.2,7.07,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//25,56,06::52:34,17::55:18,12::23:46,6.171,15.347,3.157,3.137,4.088,9.331,2.003,3.137,3.637,3.137,1.154,3.138,16.78,4.759,59.588,2.694,0.9748263888888888,4.98,-0.07,13.18,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//26,57,06::50:59,17::56:37,12::23:36,6.242,15.376,4.684,3.137,6.291,9.332,4.13,3.137,8.821,3.137,0.553,3.138,27.782,3.38,85.21900000000001,2.333,0.4610069444444444,2.8000000000000003,-2.25,15.530000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//27,58,06::49:45,17::58:16,12::23:26,6.313,15.398,4.348,3.137,5.788,9.332,3.396,3.137,7.473,3.137,0.9520000000000001,3.136,24.925,3.7720000000000002,77.8,2.364,0.4354861111111111,2.29,-2.11,15.76,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//2//28,59,06::48:00,17::59:13,12::23:14,6.384,15.547,4.237,3.137,5.372,9.333,2.7880000000000003,3.137,5.745,3.137,1.448,3.138,22.913,3.995,74.33500000000001,2.46,0.2723958333333333,1.86,-3.44,13.83,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//1,60,06::46:09,18::00:12,12::23:03,6.456,15.582,1.3780000000000001,3.138,1.343,9.33,0.012,3.007,0.036000000000000004,3.1470000000000002,1.367,3.136,0.265,314.34000000000003,15.961,5.682,1.0608333333333333,4.92,-0.44,10.790000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//2,61,06::44:56,18::01:26,12::22:51,6.5280000000000005,15.602,2.926,3.137,3.399,9.333,1.133,3.136,2.479,3.137,1.794,3.136,12.794,6.92,48.381,2.873,0.44659722222222226,2.23,-1.47,6.96,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//3,62,06::43:14,18::03:04,12::22:38,6.6000000000000005,15.634,2.263,3.138,2.2840000000000003,9.332,0.097,3.124,0.166,3.1310000000000002,2.1670000000000003,3.137,6.140000000000001,13.567,32.285000000000004,3.424,0.26579861111111114,2.,-3.69,5.55,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//4,63,06::41:15,18::04:05,12::22:25,6.672,15.787,2.362,3.136,2.341,9.332,0.043000000000000003,3.12,0.105,3.134,2.319,3.137,6.627,12.939,33.439,2.927,4.820243055555555,11.63,5.37,11.69,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//5,64,06::40:01,18::05:01,12::22:11,6.745,15.807,1.937,3.137,2.044,9.33,0.358,3.1390000000000002,0.727,3.1350000000000002,1.579,3.137,4.49,20.735,27.224,4.2090000000000005,0.5665625,5.63,2.79,12.02,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//6,65,06::38:20,18::06:11,12::21:57,6.8180000000000005,15.838000000000001,4.909,3.137,6.313,9.332,4.108,3.137,8.228,3.137,0.801,3.137,28.487000000000002,3.444,84.155,2.371,0.21243055555555557,1.17,0.11,19.46,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//7,66,06::36:17,18::07:45,12::21:43,6.891,15.877,4.817,3.224,6.163,9.603,3.976,3.213,7.634,3.373,0.842,3.271,27.059,3.622,83.279,2.4090000000000003,0.2170138888888889,1.22,2.46,19.71,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//8,67,06::35:02,18::08:54,12::21:28,6.963,16.013,2.777,3.137,3.182,9.333,1.317,3.137,2.354,3.138,1.46,3.136,11.187,6.8420000000000005,43.828,2.861,0.4278819444444445,1.55,4.13,11.72,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//9,68,06::33:19,18::09:47,12::21:13,7.0360000000000005,16.044,2.231,3.137,2.2840000000000003,9.333,0.131,3.136,0.214,3.138,2.1,3.137,6.053,13.357000000000001,32.051,3.573,0.3709375,1.3,2.05,8.3,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//10,69,06::31:16,18::10:52,12::20:57,7.109,16.083000000000002,4.275,3.137,4.91,9.333,1.919,3.137,3.189,3.137,2.356,3.137,20.618000000000002,4.731,68.098,2.552,0.34232638888888883,1.74,0.42,11.35,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//11,70,06::30:00,18::12:20,12::20:42,7.182,16.103,4.199,3.137,5.072,9.331,2.822,3.137,4.884,3.137,1.377,3.138,21.55,3.97,70.494,2.593,0.31572916666666667,1.52,1.21,12.120000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//12,71,06::28:14,18::13:41,12::20:25,7.255,16.25,5.299,3.239,6.6240000000000006,9.639,4.457,3.228,8.609,3.391,0.842,3.298,29.266000000000002,3.469,90.785,2.371,0.1922222222222222,1.42,-1.36,16.990000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//13,72,06::26:13,18::14:31,12::20:09,7.328,16.288,5.279,3.137,6.573,9.332,4.331,3.137,7.9270000000000005,3.137,0.9480000000000001,3.138,29.402,3.512,90.635,2.4050000000000002,0.5416666666666666,1.79,0.28,18.19,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//14,73,06::24:54,18::15:30,12::19:52,7.401,16.309,5.09,3.137,6.140000000000001,9.332,3.343,3.137,6.401,3.137,1.747,3.137,26.581,3.842,84.379,2.3770000000000002,0.2991319444444444,1.42,2.46,13.61,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//15,74,06::23:04,18::16:48,12::19:36,7.474,16.342,1.842,3.137,1.7690000000000001,9.332,0.001,3.613,0.002,3.843,1.841,3.136,2.845,27.844,23.385,4.149,0.22458333333333336,2.93,1.21,10.05,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//16,75,06::21:07,18::18:22,12::19:18,7.547000000000001,16.378,3.8120000000000003,3.137,4.269,9.333,1.568,3.138,3.332,3.137,2.244,3.137,16.564,6.015000000000001,58.899,2.722,0.22600694444444447,1.29,-0.08,10.34,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//17,76,06::19:47,18::19:13,12::19:01,7.619,16.514,1.6540000000000001,3.136,1.446,9.33,0.,100,0.009000000000000001,3.057,1.6540000000000001,3.136,2.906,29.789,23.308,4.0840000000000005,0.009756944444444445,0.43,2.63,9.58,0.,0.,0.,0.,0.,0.,0.,0.,-
2001//3//18,77,06::17:51,18::20:08,12::18:44,7.692,16.549,3.11,3.137,3.133,9.332,0.292,3.134,0.40900000000000003,3.138,2.819,3.137,11.809000000000001,8.437,46.651,3.044,0.06746527777777778,0.54,6.29,15.38,0.,0.,0.,0.,0.,0.,0.,0.,-
