Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt,GHI_Tilt_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power.1,PV_Power_Flag.1,Wind_Speed,Wind_Speed_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_original,GHI_original_Flag,GHI_Tilt_original,GHI_Tilt_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES
2004//1//30,30,07::27:01,17::21:06,12::24:03,4.492,13.86,1.512,3.137,1.625,9.333,0.17300000000000001,3.136,0.427,3.1390000000000002,1.339,3.137,2.312,25.433,21.87,4.0280000000000005,0.4666319444444444,2.37,2.17,11.950000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//1//31,31,07::26:05,17::22:48,12::24:12,4.5440000000000005,13.889000000000001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.19670138888888888,1.37,-1.52,8.23,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//1,32,07::25:21,17::24:02,12::24:21,4.597,14.02,2.571,3.137,3.359,9.333,1.189,3.136,2.853,3.137,1.383,3.136,12.029,6.45,47.241,2.657,1.5781944444444445,5.28,1.26,9.88,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//2,33,07::24:27,17::25:02,12::24:28,4.652,14.037,1.302,3.137,1.27,9.335,0.012,3.044,0.057,3.115,1.29,3.138,-0.149,-487.808,14.994,5.828,2.359861111111111,5.83,2.65,7.92,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//3,34,07::23:16,17::26:20,12::24:35,4.707,14.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.17607638888888888,1.6600000000000001,-2.16,8.46,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//4,35,07::21:47,17::28:04,12::24:41,4.763,14.074,2.641,3.136,3.322,9.331,1.22,3.138,2.8770000000000002,3.137,1.42,3.137,11.546,6.578,46.437,2.605,0.26875000000000004,1.3800000000000001,1.19,10.01,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//5,36,07::20:52,17::29:11,12::24:47,4.821,14.225,2.561,3.137,3.201,9.333,0.878,3.137,2.211,3.136,1.683,3.137,11.346,6.55,45.001,2.746,0.8703819444444445,3.2800000000000002,-2.0100000000000002,12.280000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//6,37,07::19:58,17::30:13,12::24:51,4.8790000000000004,14.241,1.282,3.136,1.407,9.332,0.192,3.133,0.534,3.134,1.09,3.137,1.0230000000000001,56.68,17.373,4.841,1.1324999999999998,4.3100000000000005,1.83,11.81,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//7,38,07::18:50,17::31:35,12::24:55,4.938,14.263,2.096,3.137,2.294,9.334,0.327,3.133,0.789,3.136,1.77,3.136,6.265000000000001,12.775,32.365,3.0500000000000003,0.22652777777777777,1.8,-0.04,7.32,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//8,39,07::17:15,17::33:20,12::24:57,4.997,14.289,3.619,3.18,5.189,9.476,3.106,3.169,7.607,3.258,0.513,3.247,21.969,3.829,70.702,2.341,0.27211805555555557,1.3900000000000001,-1.75,7.25,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//9,40,07::16:03,17::34:20,12::25:00,5.058,14.435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8181944444444444,5.05,-4.19,10.16,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//10,41,07::15:06,17::35:24,12::25:01,5.119,14.452,3.819,3.137,5.4750000000000005,9.332,3.4,3.137,8.183,3.137,0.419,3.137,22.611,3.72,73.70700000000001,2.343,2.947951388888889,5.49,2.0100000000000002,15.88,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//11,42,07::13:55,17::36:49,12::25:01,5.182,14.474,3.819,3.137,5.482,9.332,3.388,3.137,8.079,3.137,0.431,3.137,22.916,3.742,72.991,2.344,1.8485763888888889,4.99,-1.79,18.150000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//12,43,07::12:13,17::38:33,12::25:01,5.244,14.502,4.023,3.137,5.774,9.332,3.595,3.137,8.544,3.137,0.428,3.136,24.298000000000002,3.529,75.683,2.328,3.9775694444444443,5.88,8.370000000000001,17.11,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//13,44,07::10:58,17::39:27,12::25:00,5.308,14.649000000000001,1.033,3.136,1.044,9.329,0.012,3.216,0.028,3.1470000000000002,1.0210000000000001,3.1350000000000002,-1.463,-42.424,11.428,6.26,3.3064930555555554,6.47,6.94,13.030000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//14,45,07::09:56,17::40:33,12::24:58,5.372,14.667,2.039,3.138,2.232,9.33,0.226,3.134,0.5740000000000001,3.137,1.814,3.136,5.104,14.88,28.846,3.463,1.6335069444444446,4.16,3.19,12.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//15,46,07::08:34,17::42:01,12::24:56,5.437,14.693,1.963,3.138,2.004,9.333,0.138,3.141,0.291,3.1350000000000002,1.825,3.137,4.614,17.169,27.829,3.644,1.776493055555556,5.38,0.9400000000000001,11.8,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//16,47,07::06:43,17::43:38,12::24:53,5.503,14.829,0.979,3.138,1.046,9.332,0.111,3.144,0.248,3.136,0.868,3.137,-0.9500000000000001,-59.316,12.475,6.639,2.548298611111111,5.46,2.5100000000000002,11.53,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//17,48,07::05:37,17::44:32,12::24:49,5.569,14.866,0.874,3.137,0.838,9.333,0.032,3.16,0.061,3.146,0.842,3.136,-1.972,-22.777,10.301,6.832,1.713298611111111,6.5,2.54,11.43,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//18,49,07::04:26,17::45:38,12::24:44,5.636,14.887,2.0100000000000002,3.138,2.206,9.332,0.438,3.14,1.0050000000000001,3.137,1.572,3.137,5.657,13.466000000000001,29.223,3.644,0.1778125,1.09,4.69,10.16,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//19,50,07::02:43,17::47:08,12::24:39,5.704,14.921000000000001,3.559,3.137,4.692,9.331,2.345,3.137,5.064,3.137,1.214,3.137,19.161,4.524,63.366,2.422,0.2805902777777778,2.57,0.49,13.09,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//20,51,07::01:07,17::48:40,12::24:33,5.771,15.068,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.24024305555555556,1.03,-2.06,11.290000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//21,52,07::00:00,17::49:34,12::24:26,5.84,15.087,1.413,3.137,1.435,9.332,0.037,3.126,0.077,3.134,1.3760000000000001,3.137,0.974,78.816,17.605,5.13,1.1021874999999999,4.42,3.56,11.93,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//22,53,06::58:31,17::50:40,12::24:19,5.909,15.115,2.108,3.137,2.14,9.333,0.021,3.193,0.053,3.115,2.087,3.137,5.074,17.061,29.01,3.301,1.4187500000000002,4.07,5.83,11.43,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//23,54,06::56:29,17::52:09,12::24:11,5.978,15.132,3.887,3.137,5.0920000000000005,9.332,2.899,3.137,5.625,3.137,0.988,3.138,20.536,4.215,69.775,2.535,0.7127430555555556,3.7800000000000002,4.97,14.3,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//24,55,06::55:24,17::53:40,12::24:02,6.048,15.289,3.355,3.137,4.244,9.333,1.971,3.137,3.878,3.137,1.3840000000000001,3.136,16.75,5.12,58.052,2.633,1.7996180555555554,4.82,3.87,13.3,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//25,56,06::54:01,17::54:33,12::23:53,6.118,15.314,2.106,3.136,2.457,9.33,1.0070000000000001,3.136,1.698,3.136,1.099,3.137,7.155,8.628,34.058,3.478,3.347048611111111,8.55,5.28,9.84,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//26,57,06::52:00,17::55:37,12::23:43,6.189,15.342,3.89,3.137,4.562,9.332,1.659,3.138,3.2920000000000003,3.137,2.231,3.137,18.882,4.724,62.789,2.5260000000000002,1.9770138888888888,5.64,4.83,11.5,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//27,58,06::50:40,17::57:03,12::23:33,6.259,15.377,2.759,3.137,3.174,9.333,0.923,3.136,1.827,3.138,1.836,3.138,10.91,7.354,43.562,2.945,0.44131944444444443,2.81,1.77,9.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//28,59,06::49:20,17::58:36,12::23:22,6.33,15.517,3.705,3.137,4.4030000000000005,9.331,1.708,3.138,3.63,3.137,1.997,3.137,17.767,5.118,61.403,2.548,0.3107291666666667,1.5,3.12,10.25,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//2//29,60,06::47:21,17::59:28,12::23:11,6.402,15.552,2.312,3.137,2.574,9.333,0.534,3.134,1.096,3.136,1.778,3.138,7.727,9.301,35.357,3.091,0.2599652777777778,1.57,1.93,11.57,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//1,61,06::45:51,18::00:30,12::22:59,6.474,15.582,1.206,3.136,1.184,9.336,0.099,3.152,0.193,3.129,1.106,3.137,-0.025,-2613.333,14.926,5.9190000000000005,0.35239583333333324,4.2,1.76,6.59,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//2,62,06::44:32,18::01:51,12::22:47,6.546,15.605,4.688,3.137,5.957,9.332,3.58,3.137,6.646,3.137,1.108,3.137,26.124,3.595,82.095,2.439,0.28781249999999997,1.98,1.42,12.370000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//3,63,06::42:35,18::03:29,12::22:34,6.618,15.642,1.479,3.138,1.426,9.329,0.003,3.6550000000000002,0.01,3.118,1.476,3.137,0.931,92.982,17.683,5.594,0.05809027777777778,0.61,-0.42,8.39,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//4,64,06::40:56,18::04:19,12::22:21,6.69,15.787,2.456,3.136,2.586,9.33,0.343,3.133,0.538,3.1350000000000002,2.113,3.137,7.782,10.088000000000001,35.839,3.129,0.6294097222222222,2.22,3.92,11.39,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//5,65,06::39:37,18::05:18,12::22:07,6.763,15.81,1.193,3.137,1.112,9.332,0.,100,0.004,3.4,1.193,3.136,-0.434,-203.226,13.65,7.12,0.08704861111111112,0.9500000000000001,3.87,8.22,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//6,66,06::37:41,18::06:33,12::21:53,6.836,15.846,4.174,3.137,4.968,9.332,2.093,3.136,3.657,3.137,2.081,3.137,20.898,4.416,69.631,2.481,0.48916666666666664,2.72,3.56,15.98,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//7,67,06::35:58,18::08:10,12::21:39,6.908,15.877,4.852,3.137,6.21,9.332,4.114,3.137,7.746,3.137,0.737,3.138,27.019000000000002,3.5060000000000002,82.328,2.44,0.33260416666666676,1.24,2.77,19.82,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//8,68,06::34:38,18::09:08,12::21:24,6.981,16.015,5.141,3.235,6.602,9.633000000000001,4.421,3.224,8.736,3.351,0.721,3.295,28.32,3.476,86.12,2.416,0.6335763888888889,3.44,3.43,25.560000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//9,69,06::32:41,18::10:03,12::21:08,7.054,16.052,4.438,3.137,5.401,9.333,2.693,3.137,5.338,3.137,1.744,3.138,22.315,4.0680000000000005,72.581,2.462,0.4592708333333333,1.55,6.62,20.06,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//10,70,06::30:57,18::11:12,12::20:53,7.127,16.083000000000002,5.297,3.142,6.721,9.351,4.603,3.14,8.958,3.1510000000000002,0.6940000000000001,3.1510000000000002,28.878,3.478,87.218,2.383,0.33208333333333334,1.44,3.64,20.47,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//11,71,06::29:35,18::12:46,12::20:37,7.2,16.105,5.088,3.1430000000000002,6.393,9.356,3.973,3.14,7.589,3.148,1.115,3.152,26.883,3.767,82.3,2.398,0.34454861111111107,1.48,2.1,21.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//12,72,06::27:34,18::13:54,12::20:21,7.273000000000001,16.259,5.333,3.141,6.722,9.353,4.625,3.1390000000000002,8.798,3.146,0.708,3.148,28.64,3.479,87.813,2.376,0.3714236111111111,1.56,2.69,20.63,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//13,73,06::25:53,18::14:46,12::20:04,7.346,16.288,5.389,3.153,6.7700000000000005,9.398,4.686,3.15,8.766,3.1750000000000003,0.7030000000000001,3.174,28.77,3.378,88.509,2.361,0.28951388888888885,1.55,2.43,21.03,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//14,74,06::24:29,18::15:49,12::19:48,7.4190000000000005,16.311,5.263,3.148,6.506,9.387,3.973,3.144,7.6450000000000005,3.158,1.291,3.158,27.297,3.7110000000000003,83.896,2.403,0.40767361111111117,1.4000000000000001,5.2,21.07,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//15,75,06::22:23,18::17:14,12::19:31,7.492,16.348,5.5520000000000005,3.156,6.91,9.421,4.801,3.1510000000000002,8.912,3.174,0.75,3.193,29.421,3.47,90.015,2.384,0.3587152777777778,1.9000000000000001,2.61,21.56,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//16,76,06::20:47,18::18:38,12::19:14,7.564,16.493000000000002,5.635,3.154,7.013,9.426,4.913,3.148,9.139,3.1670000000000003,0.722,3.196,29.505,3.46,90.354,2.3890000000000002,0.305,1.32,2.67,21.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//17,77,06::19:20,18::19:27,12::18:56,7.6370000000000005,16.517,5.25,3.16,6.4350000000000005,9.455,4.066,3.154,7.724,3.184,1.184,3.18,25.925,3.938,82.279,2.412,0.26756944444444447,1.06,3.08,23.44,0.,0.,0.,0.,0.,0.,0.,0.,-
2004//3//18,78,06::17:11,18::20:25,12::18:39,7.71,16.55,5.367,3.149,6.371,9.362,3.934,3.137,6.753,3.137,1.433,3.1830000000000003,26.004,3.7520000000000002,80.543,2.512,0.6244097222222221,4.96,6.11,26.22,0.,0.,0.,0.,0.,0.,0.,0.,-
