Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt,GHI_Tilt_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power.1,PV_Power_Flag.1,Wind_Speed,Wind_Speed_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_original,GHI_original_Flag,GHI_Tilt_original,GHI_Tilt_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES
Station Name:,ASO,-,-,-,-,Element:,1000,-,1160,-,2000,-,2010,-,3000,-,5161,-,5162,-,9210,-,9300,-,1000_original,-,1160_original,-,2010_original,-,3000_original,-,Contact Info: http://solardat.uoregon.edu
Station Location:,Ashland_Oregon_USA,-,-,-,-,Instrument Serial Number:,RSP(PY35965_GHI),-,LICOR(PY35962),-,RSP(PY35965_DNI),-,RSP(PY35965_DNI),-,RSP(PY35965_DHI),-,PV5kw,-,PV15kw,-,WS,-,TEMP,-,RSP(PY35965_GHI),-,LICOR(PY35962),-,RSP(PY35965_DNI),-,RSP(PY35965_DHI),-,Element description at: http://solardat.uoregon.edu/DataElementNumbers.html
Latitude:,42.19441,-,-,-,-,Instrument Shorthand Name:,RSP,-,GHI_TILT,-,,-,RSP,-,RSP,-,PV5kw,-,PV15kw,-,WS,-,TEMP(ASO),-,RSP,-,GHI_TILT,-,RSP,-,RSP,-,Flag description at: http://solardat.uoregon.edu/QualityControlFlags.html
Longitude (+ East):,-122.69814,-,-,-,-,Responsivity:,10.328600000000002,microV/(W/m^2),9.439430000000002,microV/(W/m^2),,-,10.328600000000002,microV/(W/m^2),10.328600000000002,microV/(W/m^2),160.,Varies,2.7777800000000004,Varies,1308.9005200000001,microV?/m/s,1000.0000000000001,microV?/C,10.328600000000002,microV/(W/m^2),9.439430000000002,microV/(W/m^2),10.328600000000002,microV/(W/m^2),10.328600000000002,microV/(W/m^2),Data has been calibrated using the responsivity values listed 
Altitude (m):,594.,-,-,-,-,Estimated Uncertainty (U95%):,3.137,-,9.332,-,3.137,-,3.137,-,3.137,-,1.999,-,2.191,-,4.383,-,2.2,-,5,-,9.332,-,10,-,30,-,The phrase (_original) means the data has not had the nighttime offset subtracted.
Time Zone (+ East):,-8.,-,-,-,-,Sample Method:,Avg,-,Avg,-,-,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Data that has been (computed) was calculated from measured columns.
Time Interval (Minutes):,5,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Watts,-,Watts,-,m/s,-,C,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Date this file was created: 2018-4-6
Year//Month,2009//01,-,-,-,-,Column Notes:,AdjustedColumn,-,AdjustedColumn,-,CalculatedColumn,-,AdjustedColumn,-,AdjustedColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,-
-,-,-,-,-,-,-,After_Adjustments,-,-,-,-,-,After_Adjustments,-,After_Adjustments,-,-,-,-,-,-,-,-,-,Before_Adjustments,-,-,-,Before_Adjustments,-,Before_Adjustments,-,-
YYYY//MM//DD,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Average daily value,Maximum daily value,Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
2009//1//1,1,07::40:27,16::49:06,12::14:37,3.5,12.901,1.4020000000000001,3.138,1.6520000000000001,9.329,0.201,3.136,0.523,3.1350000000000002,1.202,3.136,1.695,38.545,20.989,3.9010000000000002,0.23888888888888887,2.98,3.2,11.53,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//2,2,07::40:29,16::49:46,12::15:05,3.5180000000000002,12.9,0.913,3.136,0.9510000000000001,9.329,0.04,3.162,0.11,3.133,0.872,3.1390000000000002,-1.844,-26.573,11.062,6.018,0.6650347222222224,3.8000000000000003,0.15,14.01,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//3,3,07::40:30,16::50:34,12::15:32,3.536,12.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07836805555555555,1.19,-4.64,4.39,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//4,4,07::40:28,16::51:35,12::15:59,3.556,12.9,1.215,3.138,1.2790000000000001,9.331,0.036000000000000004,3.106,0.101,3.152,1.18,3.136,0.073,861.416,16.102,4.4110000000000005,0.8069097222222223,3.17,-6.640000000000001,3.43,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//5,5,07::40:25,16::52:54,12::16:26,3.5780000000000003,12.901,1.704,3.137,2.245,9.33,0.534,3.137,1.409,3.137,1.17,3.136,4.946,12.549,29.988,2.863,0.1479513888888889,1.23,-0.99,8.88,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//6,6,07::40:21,16::53:54,12::16:52,3.601,13.02,0.651,3.136,0.683,9.333,0.038,3.165,0.109,3.145,0.613,3.1350000000000002,-3.436,-10.458,5.968,9.655,0.008958333333333334,0.31,4.54,10.09,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//7,7,07::40:14,16::54:38,12::17:18,3.625,13.022,2.275,3.137,3.426,9.331,1.474,3.136,4.022,3.137,0.801,3.136,9.462,7.077,45.171,2.512,0.3128472222222222,2.86,1.7,12.450000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//8,8,07::40:05,16::55:31,12::17:43,3.6510000000000002,13.025,1.1400000000000001,3.137,1.421,9.335,0.34600000000000003,3.1350000000000002,0.888,3.138,0.794,3.138,0.265,215.723,16.754,4.886,0.21437500000000004,1.26,0.89,9.91,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//9,9,07::39:54,16::56:41,12::18:08,3.678,13.029,2.336,3.136,3.555,9.333,1.617,3.137,4.638,3.137,0.718,3.1390000000000002,11.568,6.071,47.972,2.564,0.16649305555555557,1.53,-2.21,7.47,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//10,10,07::39:40,16::58:08,12::18:32,3.706,13.034,2.596,3.137,4.09,9.332,2.144,3.138,6.3870000000000005,3.137,0.451,3.14,12.534,5.473,54.177,2.3890000000000002,0.07548611111111111,0.73,-3.95,10.290000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//11,11,07::39:23,16::59:06,12::18:56,3.735,13.157,2.073,3.137,3.105,9.333,1.206,3.136,3.411,3.137,0.867,3.138,7.649,8.648,40.709,2.594,0.08472222222222221,1.81,-3.38,9.65,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//12,12,07::39:02,16::59:57,12::19:19,3.766,13.164,2.556,3.215,4.081,9.492,2.153,3.196,6.299,3.301,0.403,3.314,12.203,5.622,51.956,2.37,0.07166666666666666,0.92,-1.78,12.23,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//13,13,07::38:37,17::01:01,12::19:41,3.799,13.172,1.979,3.137,2.7520000000000002,9.331,0.926,3.138,2.676,3.137,1.053,3.137,4.753,12.887,30.496000000000002,3.105,0.03409722222222222,0.86,-2.32,9.38,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//14,14,07::38:05,17::02:31,12::20:03,3.8320000000000003,13.183,2.193,3.136,3.126,9.333,1.085,3.137,3.153,3.137,1.108,3.136,8.073,8.700000000000001,40.966,2.56,0.0196875,0.35000000000000003,-5.22,6.54,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//15,15,07::37:25,17::03:48,12::20:24,3.867,13.314,2.584,3.137,4.064,9.332,1.838,3.137,5.2330000000000005,3.137,0.746,3.138,12.57,5.782,53.461,2.4290000000000003,0.02972222222222223,0.44,-7.08,6.37,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//16,16,07::36:48,17::04:39,12::20:44,3.903,13.312000000000001,2.7680000000000002,3.5820000000000003,4.406,10.719,2.384,3.551,6.746,3.767,0.383,3.7800000000000002,13.855,5.097,57.319,2.605,0.06854166666666667,0.55,-6.86,8.64,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//17,17,07::36:15,17::05:42,12::21:04,3.9410000000000003,13.339,2.765,3.41,4.369,10.09,2.3810000000000002,3.3850000000000002,6.829,3.618,0.384,3.568,13.726,5.057,56.222,2.468,0.41302083333333334,3.22,-3.87,14.98,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//18,18,07::35:52,17::07:09,12::21:23,3.979,13.346,2.831,3.137,4.497,9.332,2.464,3.137,7.0200000000000005,3.137,0.368,3.134,14.201,4.888,58.99,2.352,3.056840277777778,5.6000000000000005,11.76,18.11,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//19,19,07::35:25,17::08:41,12::21:41,4.019,13.472,2.869,3.137,4.5280000000000005,9.331,2.48,3.138,7.014,3.137,0.389,3.137,14.315,4.906,58.993,2.353,0.6456944444444446,3.81,1.04,14.09,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//20,20,07::34:54,17::09:33,12::21:58,4.0600000000000005,13.482000000000001,2.835,3.137,4.458,9.332,2.446,3.137,6.8660000000000005,3.137,0.389,3.134,13.985,4.964,58.088,2.374,0.08458333333333333,0.77,-2.29,13.370000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//21,21,07::34:17,17::10:37,12::22:15,4.102,13.494,1.069,3.136,1.109,9.329,0.012,3.162,0.031,3.166,1.057,3.136,-1.321,-46.366,12.168000000000001,6.242,0.03940972222222222,1.11,-1.19,7.2700000000000005,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//22,22,07::33:30,17::12:04,12::22:31,4.146,13.51,1.243,3.137,1.359,9.335,0.028,3.134,0.07,3.125,1.215,3.137,0.40800000000000003,126.10300000000001,16.974,4.405,0.06166666666666666,0.86,3.68,9.38,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//23,23,07::32:28,17::13:40,12::22:46,4.19,13.648,2.603,3.137,4.039,9.333,2.044,3.137,5.112,3.137,0.559,3.1390000000000002,13.181000000000001,5.328,53.673,2.515,0.48732638888888885,4.8100000000000005,5.13,14.370000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//24,24,07::31:28,17::14:33,12::23:00,4.236,13.645,0.735,3.137,0.731,9.334,0.,100,0.003,3.5100000000000002,0.735,3.1350000000000002,-3.186,-14.098,7.0600000000000005,9.485,0.24854166666666666,1.6,2.73,8.82,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//25,25,07::30:54,17::15:40,12::23:14,4.283,13.68,1.154,3.136,1.268,9.333,0.041,3.149,0.088,3.129,1.113,3.136,-0.077,-625.758,15.377,4.503,0.13760416666666664,1.79,0.3,4.57,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//26,26,07::30:16,17::17:11,12::23:27,4.331,13.692,2.512,3.137,3.5260000000000002,9.332,1.484,3.138,3.6390000000000002,3.137,1.028,3.137,9.627,7.295,45.291000000000004,2.733,0.19319444444444445,1.16,-2.92,5.99,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//27,27,07::29:30,17::18:44,12::23:39,4.38,13.824,2.361,3.137,3.146,9.333,1.,3.136,2.527,3.137,1.361,3.137,10.174,7.224,43.469,2.731,0.15246527777777777,1.1400000000000001,-4.82,5.13,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//28,28,07::28:32,17::19:39,12::23:50,4.43,13.843,0.976,3.138,0.985,9.334,0.001,1.7670000000000001,0.002,3.245,0.976,3.136,-1.822,-34.513,10.447000000000001,7.0360000000000005,0.04076388888888889,1.12,-0.67,6.96,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//29,29,07::27:15,17::20:48,12::24:00,4.482,13.864,1.8900000000000001,3.137,2.4,9.332,0.757,3.138,2.253,3.137,1.133,3.137,3.5580000000000003,20.887,28.158,3.517,0.036145833333333335,0.61,-3.04,6.11,0.,0.,0.,0.,0.,0.,0.,0.,-
2009//1//30,30,07::26:13,17::22:26,12::24:10,4.534,13.89,3.0500000000000003,3.137,4.554,9.332,2.3890000000000002,3.137,5.7250000000000005,3.137,0.661,3.137,15.006,4.952,60.03,2.398,0.11638888888888888,1.03,-3.08,12.24,0.,0.,0.,0.,0.,0.,0.,0.,-
