Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt,GHI_Tilt_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power.1,PV_Power_Flag.1,Wind_Speed,Wind_Speed_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_original,GHI_original_Flag,GHI_Tilt_original,GHI_Tilt_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES
2010//1//31,31,07::25:41,17::23:38,12::24:16,4.573,14.016,2.705,3.137,3.637,9.331,1.484,3.137,3.759,3.137,1.221,3.138,12.501,6.402,50.103,2.578,0.5024305555555556,3.,-1.22,11.,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//1,32,07::24:52,17::24:33,12::24:24,4.627,14.031,1.047,3.137,1.084,9.331,0.023,3.201,0.091,3.122,1.0230000000000001,3.138,-1.49,-41.655,10.448,6.644,1.06375,3.81,2.17,10.48,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//2,33,07::23:51,17::25:41,12::24:31,4.682,14.051,2.144,3.137,2.582,9.333,0.616,3.138,1.98,3.138,1.528,3.136,6.615,12.84,33.058,3.071,1.4068055555555556,4.47,-0.91,11.82,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//3,34,07::22:25,17::27:15,12::24:38,4.738,14.078000000000001,2.1310000000000002,3.137,2.722,9.333,0.73,3.136,1.848,3.137,1.401,3.137,8.219,9.141,36.787,3.0380000000000003,1.1091666666666666,4.36,2.27,10.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//4,35,07::21:12,17::28:46,12::24:44,4.795,14.221,0.633,3.137,0.631,9.338000000000001,0.,100,0.027,3.079,0.633,3.137,-3.94,-10.778,4.476,16.238,2.9212847222222225,8.25,7.18,10.6,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//5,36,07::20:23,17::29:43,12::24:48,4.853,14.236,3.0260000000000002,3.137,4.361,9.331,2.081,3.138,4.743,3.137,0.9440000000000001,3.138,15.878,4.732,58.92,2.571,2.0702083333333334,6.49,1.3900000000000001,13.66,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//6,37,07::19:23,17::30:54,12::24:52,4.9110000000000005,14.254,1.336,3.138,1.444,9.335,0.01,3.146,0.025,3.161,1.326,3.138,0.803,86.447,17.795,4.378,1.4249305555555556,5.09,5.0200000000000005,11.370000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//7,38,07::18:01,17::32:34,12::24:56,4.971,14.281,2.907,3.137,3.833,9.331,1.44,3.136,3.158,3.137,1.467,3.137,12.892,5.957,50.067,2.686,0.19465277777777779,1.51,4.9,10.88,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//8,39,07::16:25,17::33:54,12::24:58,5.031,14.406,2.684,3.137,3.318,9.332,0.857,3.137,2.1270000000000002,3.137,1.827,3.136,10.625,8.,43.876,2.79,0.15802083333333333,1.56,0.8200000000000001,9.74,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//9,40,07::15:33,17::34:52,12::25:00,5.0920000000000005,14.446,2.994,3.137,4.191,9.332,2.106,3.136,4.255,3.137,0.888,3.137,14.841000000000001,4.567,56.802,2.575,0.40399305555555554,3.95,1.75,11.84,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//10,41,07::14:29,17::36:06,12::25:01,5.154,14.465,1.3,3.137,1.336,9.335,0.006,2.883,0.02,3.201,1.294,3.138,0.114,644.737,15.349,5.2700000000000005,0.10541666666666666,1.45,-1.53,7.3100000000000005,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//11,42,07::13:02,17::37:48,12::25:01,5.2170000000000005,14.494,1.315,3.137,1.484,9.33,0.167,3.138,0.392,3.14,1.1480000000000001,3.137,0.664,98.413,17.139,4.841,1.8015277777777778,5.29,1.81,13.3,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//12,43,07::11:22,17::39:01,12::25:00,5.28,14.644,2.203,3.136,2.75,9.331,0.858,3.136,1.719,3.137,1.345,3.136,7.890000000000001,8.591,36.618,3.2880000000000003,1.7302777777777778,5.23,5.84,13.65,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//13,44,07::10:25,17::40:00,12::24:59,5.344,14.661,1.444,3.138,1.473,9.33,0.019,3.101,0.084,3.145,1.426,3.136,0.632,129.219,16.871,5.375,1.4493055555555554,4.26,4.66,13.84,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//14,45,07::09:14,17::41:16,12::24:56,5.409,14.683,0.8320000000000001,3.138,0.8290000000000001,9.333,0.,100,0.004,3.249,0.8320000000000001,3.138,-2.766,-18.306,8.09,9.994,0.4715277777777778,3.97,5.93,12.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//15,46,07::07:31,17::42:58,12::24:53,5.474,14.717,3.483,3.137,4.644,9.332,2.001,3.137,4.155,3.137,1.482,3.138,18.004,4.7170000000000005,62.902,2.507,0.2755208333333333,2.54,2.32,16.41,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//16,47,07::06:04,17::44:06,12::24:50,5.54,14.861,3.757,3.137,5.289,9.331,2.769,3.137,6.175,3.137,0.988,3.138,20.029,4.404,65.587,2.501,0.31625,1.74,4.58,15.51,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//17,48,07::05:00,17::45:06,12::24:46,5.607,14.88,3.5340000000000003,3.137,4.881,9.333,2.593,3.137,5.872,3.137,0.9410000000000001,3.136,18.019000000000002,4.804,61.232,2.529,0.23916666666666664,1.83,0.38,17.98,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//18,49,07::03:35,17::46:22,12::24:41,5.674,14.906,4.094,3.283,5.8580000000000005,9.777000000000001,3.567,3.262,8.075,3.446,0.527,3.43,23.706,3.686,75.371,2.399,1.1969444444444446,3.99,-0.88,16.32,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//19,50,07::01:39,17::48:04,12::24:35,5.7410000000000005,14.925,4.081,3.137,5.816,9.333,3.464,3.137,7.7620000000000005,3.137,0.618,3.1350000000000002,23.283,3.7880000000000003,73.858,2.384,0.3544097222222222,2.16,-0.36,14.67,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//20,51,07::00:32,17::49:08,12::24:29,5.8100000000000005,15.081,4.15,3.137,5.894,9.332,3.498,3.137,7.711,3.137,0.652,3.136,23.68,3.725,75.155,2.3770000000000002,0.33135416666666667,1.54,-1.44,13.14,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//21,52,06::59:15,17::50:08,12::24:22,5.878,15.104000000000001,4.226,3.137,5.981,9.332,3.54,3.137,7.727,3.137,0.686,3.136,24.150000000000002,3.686,76.161,2.383,0.40513888888888894,1.6,-1.97,11.41,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//22,53,06::57:22,17::51:24,12::24:14,5.948,15.138,3.9450000000000003,3.137,5.396,9.332,2.515,3.138,5.1370000000000005,3.137,1.43,3.137,20.423000000000002,4.479,69.626,2.496,1.723298611111111,5.2700000000000005,-1.29,14.280000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//23,54,06::55:55,17::53:04,12::24:06,6.017,15.167,1.104,3.137,1.177,9.333,0.,100,0.001,1.579,1.104,3.137,-1.203,-55.666000000000004,11.950000000000001,7.517,2.618333333333333,5.86,1.86,10.040000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//24,55,06::54:42,17::54:07,12::23:57,6.087,15.305,2.865,3.137,3.403,9.332,0.734,3.1390000000000002,1.434,3.138,2.13,3.137,11.154,7.547000000000001,44.205,2.759,0.28746527777777775,1.67,2.41,12.950000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//25,56,06::52:58,17::55:06,12::23:47,6.158,15.338000000000001,3.176,3.137,4.051,9.332,1.464,3.136,3.5220000000000002,3.137,1.712,3.137,14.355,5.746,53.003,2.607,2.1039930555555557,5.54,-0.87,13.31,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//26,57,06::51:10,17::56:19,12::23:37,6.228,15.372,1.666,3.136,1.734,9.334,0.007,3.079,0.026000000000000002,3.117,1.659,3.136,2.138,38.962,21.065,4.497,3.3789930555555556,8.98,6.2700000000000005,12.540000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//27,58,06::49:59,17::57:58,12::23:27,6.299,15.392,4.578,3.254,6.322,9.763,4.033,3.236,8.488,3.38,0.545,3.39,26.801000000000002,3.4130000000000003,81.365,2.3890000000000002,0.4013194444444444,1.6300000000000001,-0.67,13.780000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//2//28,59,06::48:22,17::59:03,12::23:16,6.371,15.538,4.242,3.137,5.654,9.332,2.945,3.136,5.942,3.137,1.298,3.136,22.944,4.1290000000000004,73.509,2.483,0.24000000000000002,1.62,-0.92,15.64,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//1,60,06::46:21,18::00:00,12::23:04,6.442,15.577,2.125,3.137,2.318,9.331,0.044,3.123,0.085,3.144,2.081,3.137,5.147,16.026,29.472,3.17,1.9527430555555558,6.08,1.73,16.48,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//2,61,06::45:10,18::01:10,12::22:52,6.514,15.597,2.504,3.137,2.785,9.333,0.396,3.14,0.772,3.1350000000000002,2.108,3.136,7.657,11.306000000000001,35.259,3.213,1.1216666666666666,2.98,5.3100000000000005,13.72,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//3,62,06::43:35,18::02:46,12::22:40,6.586,15.625,1.95,3.136,2.214,9.33,0.459,3.138,1.207,3.137,1.49,3.138,4.611,17.888,24.46,4.009,0.516701388888889,2.68,0.87,7.44,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//4,63,06::41:26,18::03:56,12::22:27,6.659,15.758000000000001,2.403,3.137,2.612,9.331,0.17200000000000001,3.1350000000000002,0.388,3.136,2.231,3.137,6.994,13.078,33.397,3.227,0.19121527777777778,1.36,0.73,9.83,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//5,64,06::40:16,18::04:50,12::22:13,6.731,15.802,2.512,3.137,2.754,9.331,0.193,3.13,0.301,3.138,2.319,3.137,7.8500000000000005,11.028,35.656,3.2800000000000002,0.3516319444444444,3.92,-1.37,11.74,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//6,65,06::38:41,18::05:56,12::21:59,6.804,15.83,3.117,3.137,3.718,9.332,1.06,3.137,2.258,3.137,2.057,3.137,12.905000000000001,7.024,46.225,2.829,0.1773611111111111,1.12,2.89,15.22,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//7,66,06::36:29,18::07:28,12::21:45,6.877,15.849,4.586,3.137,6.094,9.332,3.658,3.137,6.805,3.137,0.928,3.138,24.743000000000002,3.763,79.659,2.487,0.4169791666666667,1.97,-0.36,15.31,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//8,67,06::35:17,18::08:45,12::21:30,6.949,16.007,1.903,3.136,2.165,9.331,0.363,3.133,0.635,3.1390000000000002,1.54,3.137,4.571,17.344,27.363,3.959,0.43899305555555557,2.31,-0.71,6.5600000000000005,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//9,68,06::33:41,18::09:37,12::21:15,7.022,16.036,3.3930000000000002,3.137,3.928,9.332,0.642,3.137,1.409,3.137,2.751,3.137,13.493,7.021,51.39,2.594,0.5251041666666666,4.0600000000000005,-3.75,8.76,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//10,69,06::31:28,18::10:38,12::21:00,7.096,16.054000000000002,3.344,3.137,4.013,9.333,1.129,3.137,1.843,3.137,2.214,3.138,14.345,6.214,51.74,2.824,0.11027777777777777,0.84,0.51,10.17,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//11,70,06::30:15,18::12:00,12::20:44,7.168,16.097,1.9160000000000001,3.137,2.121,9.331,0.112,3.14,0.17500000000000002,3.142,1.804,3.136,3.983,21.119,25.921,4.251,1.946076388888889,5.64,1.6300000000000001,12.13,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//12,71,06::28:37,18::13:33,12::20:28,7.2410000000000005,16.126,1.237,3.136,1.327,9.333,0.056,3.1350000000000002,0.211,3.134,1.181,3.136,-0.659,-97.901,13.541,7.244,1.4287847222222223,5.7700000000000005,0.18,10.120000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//13,72,06::26:25,18::14:21,12::20:12,7.314,16.283,4.865,3.137,6.197,9.333,3.207,3.137,5.567,3.137,1.6580000000000001,3.138,26.134,3.661,82.181,2.462,0.25940972222222225,1.6600000000000001,-0.73,9.52,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//14,73,06::25:10,18::15:18,12::19:55,7.3870000000000005,16.303,4.933,3.137,6.319,9.332,3.237,3.137,5.918,3.137,1.696,3.136,26.558,3.786,83.227,2.432,0.7720833333333333,4.91,-2.79,16.59,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//15,74,06::23:28,18::16:31,12::19:38,7.46,16.333000000000002,5.136,3.137,6.529,9.333,3.648,3.137,6.76,3.137,1.489,3.136,27.353,3.7030000000000003,83.938,2.415,0.8678125,4.19,0.16,21.67,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//16,75,06::21:19,18::18:05,12::19:21,7.533,16.373,4.618,3.137,5.745,9.332,2.44,3.137,4.491,3.137,2.178,3.137,22.580000000000002,4.417,73.85000000000001,2.479,2.025625,4.5,7.72,19.77,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//17,76,06::20:03,18::19:04,12::19:04,7.605,16.508,4.627,3.137,5.714,9.332,2.58,3.137,4.494,3.137,2.047,3.137,22.858,4.432,71.57600000000001,2.56,0.5125347222222223,1.81,3.47,14.77,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//18,77,06::18:16,18::19:57,12::18:47,7.678,16.539,5.604,3.137,7.2330000000000005,9.332,4.441,3.137,7.9590000000000005,3.137,1.162,3.138,30.,3.3810000000000002,90.254,2.411,0.3376736111111111,1.43,1.3900000000000001,18.,0.,0.,0.,0.,0.,0.,0.,0.,-
2010//3//19,78,06::16:13,18::21:02,12::18:29,7.75,16.577,5.666,3.137,7.3340000000000005,9.332,4.65,3.137,8.296,3.137,1.0150000000000001,3.137,29.933,3.41,89.952,2.412,0.39982638888888894,2.79,-0.58,21.67,0.,0.,0.,0.,0.,0.,0.,0.,-
