Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt,GHI_Tilt_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power.1,PV_Power_Flag.1,Wind_Speed,Wind_Speed_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_original,GHI_original_Flag,GHI_Tilt_original,GHI_Tilt_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES
Station Name:,ASO,-,-,-,-,Element:,1000,-,1160,-,2000,-,2010,-,3000,-,5161,-,5162,-,9210,-,9300,-,1000_original,-,1160_original,-,2010_original,-,3000_original,-,Contact Info: http://solardat.uoregon.edu
Station Location:,Ashland_Oregon_USA,-,-,-,-,Instrument Serial Number:,RSP(PY35563_GHI),-,LICOR(PY35962),-,RSP(PY35563_DNI),-,RSP(PY35563_DNI),-,RSP(PY35563_DHI),-,PV5kw,-,PV15kw,-,WS,-,TEMP,-,RSP(PY35563_GHI),-,LICOR(PY35962),-,RSP(PY35563_DNI),-,RSP(PY35563_DHI),-,Element description at: http://solardat.uoregon.edu/DataElementNumbers.html
Latitude:,42.19441,-,-,-,-,Instrument Shorthand Name:,RSP,-,GHI_TILT,-,,-,RSP,-,RSP,-,PV5kw,-,PV15kw,-,WS,-,TEMP(ASO),-,RSP,-,GHI_TILT,-,RSP,-,RSP,-,Flag description at: http://solardat.uoregon.edu/QualityControlFlags.html
Longitude (+ East):,-122.69814,-,-,-,-,Responsivity:,9.792900000000001,microV/(W/m^2),9.439430000000002,microV/(W/m^2),,-,9.792900000000001,microV/(W/m^2),9.792900000000001,microV/(W/m^2),160.,Varies,2.7777800000000004,Varies,1308.9005200000001,microV?/m/s,1000.0000000000001,microV?/C,9.792900000000001,microV/(W/m^2),9.439430000000002,microV/(W/m^2),9.792900000000001,microV/(W/m^2),9.792900000000001,microV/(W/m^2),Data has been calibrated using the responsivity values listed 
Altitude (m):,594.,-,-,-,-,Estimated Uncertainty (U95%):,3.1590000000000003,-,9.332,-,3.1590000000000003,-,3.1590000000000003,-,3.1590000000000003,-,1.999,-,2.191,-,4.383,-,2.2,-,5,-,9.332,-,10,-,30,-,The phrase (_original) means the data has not had the nighttime offset subtracted.
Time Zone (+ East):,-8.,-,-,-,-,Sample Method:,Avg,-,Avg,-,-,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Data that has been (computed) was calculated from measured columns.
Time Interval (Minutes):,5,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Watts,-,Watts,-,m/s,-,C,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Date this file was created: 2018-4-3
Year//Month,2003//01,-,-,-,-,Column Notes:,AdjustedColumn,-,AdjustedColumn,-,CalculatedColumn,-,AdjustedColumn,-,AdjustedColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,-
-,-,-,-,-,-,-,After_Adjustments,-,-,-,-,-,After_Adjustments,-,After_Adjustments,-,-,-,-,-,-,-,-,-,Before_Adjustments,-,-,-,Before_Adjustments,-,Before_Adjustments,-,-
YYYY//MM//DD,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Average daily value,Maximum daily value,Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
2003//1//1,1,07::40:25,16::48:47,12::14:22,3.491,12.901,0.608,3.158,0.588,9.326,0.,100,0.,100,0.608,3.158,-3.6350000000000002,-9.885,5.65,11.13,1.3471180555555557,4.82,1.62,10.49,0.,0.,0.,0.,0.,0.,0.,0.,-
2003//1//2,2,07::40:29,16::49:24,12::14:50,3.508,12.9,1.7710000000000001,3.1590000000000003,2.309,9.33,0.554,3.157,1.508,3.158,1.218,3.158,6.072,11.97,31.745,3.205,3.283541666666667,6.04,7.73,14.27,0.,0.,0.,0.,0.,0.,0.,0.,-
2003//1//3,3,07::40:30,16::50:07,12::15:18,3.5260000000000002,12.899000000000001,1.436,3.158,1.748,9.333,0.274,3.16,0.865,3.16,1.162,3.158,3.088,22.744,23.561,3.624,1.2972222222222223,5.09,4.71,15.47,0.,0.,0.,0.,0.,0.,0.,0.,-
2003//1//4,4,07::40:30,16::51:00,12::15:45,3.545,12.899000000000001,1.327,3.158,1.576,9.334,0.221,3.1550000000000002,0.857,3.158,1.106,3.1590000000000003,1.887,32.026,18.925,3.922,1.6329861111111112,4.73,8.86,16.04,0.,0.,0.,0.,0.,0.,0.,0.,-
2003//1//5,5,07::40:28,16::52:11,12::16:12,3.5660000000000003,12.9,2.5,3.402,4.049,10.132,2.106,3.387,6.485,3.593,0.394,3.483,13.842,5.192,52.675000000000004,2.44,0.4882986111111111,4.14,1.47,12.84,0.,0.,0.,0.,0.,0.,0.,0.,-
2003//1//6,6,07::40:24,16::53:29,12::16:39,3.588,12.901,2.583,3.1590000000000003,4.225,9.331,2.246,3.1590000000000003,6.83,3.1590000000000003,0.337,3.157,14.26,4.982,54.896,2.37,3.5948263888888885,6.16,3.11,17.79,0.,0.,0.,0.,0.,0.,0.,0.,-
2003//1//7,7,07::40:19,16::54:14,12::17:05,3.611,13.021,2.619,3.1590000000000003,4.273,9.332,2.27,3.1590000000000003,6.875,3.1590000000000003,0.34900000000000003,3.161,14.341000000000001,5.0680000000000005,54.5,2.369,0.3758680555555556,2.8000000000000003,0.71,13.73,0.,0.,0.,0.,0.,0.,0.,0.,-
2003//1//8,8,07::40:11,16::55:01,12::17:30,3.636,13.023,2.472,3.1590000000000003,3.932,9.332,2.001,3.1590000000000003,5.892,3.1590000000000003,0.47100000000000003,3.161,13.826,5.257,52.216,2.5180000000000002,0.1264236111111111,0.64,-1.78,9.93,0.,0.,0.,0.,0.,0.,0.,0.,-
