Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt,GHI_Tilt_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power.1,PV_Power_Flag.1,Wind_Speed,Wind_Speed_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_original,GHI_original_Flag,GHI_Tilt_original,GHI_Tilt_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES
Station Name:,ASO,-,-,-,-,Element:,1000,-,1160,-,2000,-,2010,-,3000,-,5161,-,5162,-,9210,-,9300,-,1000_original,-,1160_original,-,2010_original,-,3000_original,-,Contact Info: http://solardat.uoregon.edu
Station Location:,Ashland_Oregon_USA,-,-,-,-,Instrument Serial Number:,RSP(PY35563_GHI),-,LICOR(PY35962),-,RSP(PY35563_DNI),-,RSP(PY35563_DNI),-,RSP(PY35563_DHI),-,PV5kw,-,PV15kw,-,WS,-,TEMP,-,RSP(PY35563_GHI),-,LICOR(PY35962),-,RSP(PY35563_DNI),-,RSP(PY35563_DHI),-,Element description at: http://solardat.uoregon.edu/DataElementNumbers.html
Latitude:,42.19441,-,-,-,-,Instrument Shorthand Name:,RSP,-,GHI_TILT,-,,-,RSP,-,RSP,-,PV5kw,-,PV15kw,-,WS,-,TEMP(ASO),-,RSP,-,GHI_TILT,-,RSP,-,RSP,-,Flag description at: http://solardat.uoregon.edu/QualityControlFlags.html
Longitude (+ East):,-122.69814,-,-,-,-,Responsivity:,9.792900000000001,microV/(W/m^2),9.439430000000002,microV/(W/m^2),,-,9.792900000000001,microV/(W/m^2),9.792900000000001,microV/(W/m^2),160.,Varies,2.7777800000000004,Varies,1308.9005200000001,microV?/m/s,1000.0000000000001,microV?/C,9.792900000000001,microV/(W/m^2),9.439430000000002,microV/(W/m^2),9.792900000000001,microV/(W/m^2),9.792900000000001,microV/(W/m^2),Data has been calibrated using the responsivity values listed 
Altitude (m):,594.,-,-,-,-,Estimated Uncertainty (U95%):,3.1590000000000003,-,9.332,-,3.1590000000000003,-,3.1590000000000003,-,3.1590000000000003,-,1.999,-,2.191,-,4.383,-,2.2,-,5,-,9.332,-,10,-,30,-,The phrase (_original) means the data has not had the nighttime offset subtracted.
Time Zone (+ East):,-8.,-,-,-,-,Sample Method:,Avg,-,Avg,-,-,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Data that has been (computed) was calculated from measured columns.
Time Interval (Minutes):,5,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Watts,-,Watts,-,m/s,-,C,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Date this file was created: 2018-4-3
Year//Month,2002//01,-,-,-,-,Column Notes:,AdjustedColumn,-,AdjustedColumn,-,CalculatedColumn,-,AdjustedColumn,-,AdjustedColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,-
-,-,-,-,-,-,-,After_Adjustments,-,-,-,-,-,After_Adjustments,-,After_Adjustments,-,-,-,-,-,-,-,-,-,Before_Adjustments,-,-,-,Before_Adjustments,-,Before_Adjustments,-,-
YYYY//MM//DD,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Average daily value,Maximum daily value,Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
2002//1//1,1,07::40:26,16::48:56,12::14:29,3.495,12.901,0.43,3.156,0.448,9.333,0.023,3.107,0.074,3.1470000000000002,0.40700000000000003,3.1590000000000003,-4.769,-3.939,3.436,15.925,4.266527777777777,6.84,10.22,12.59,0.,0.,0.,0.,0.,0.,0.,0.,-
2002//1//2,2,07::40:29,16::49:34,12::14:57,3.512,12.9,0.738,3.157,0.683,9.334,0.,100,0.,100,0.738,3.157,-3.283,-13.433,7.123,9.516,0.7934722222222221,5.48,3.17,12.040000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2002//1//3,3,07::40:31,16::50:19,12::15:25,3.5300000000000002,12.899000000000001,1.336,3.16,1.43,9.331,0.16,3.15,0.47900000000000004,3.16,1.177,3.1590000000000003,1.1360000000000001,56.793,18.768,4.505,0.03993055555555555,0.71,-0.8300000000000001,7.0600000000000005,0.,0.,0.,0.,0.,0.,0.,0.,-
2002//1//4,4,07::40:30,16::51:15,12::15:52,3.5500000000000003,12.899000000000001,1.617,3.1590000000000003,2.071,9.331,0.548,3.158,1.473,3.1590000000000003,1.069,3.16,4.768,12.332,28.806,3.253,1.737951388888889,6.4,-0.65,10.98,0.,0.,0.,0.,0.,0.,0.,0.,-
2002//1//5,5,07::40:27,16::52:33,12::16:19,3.571,12.9,0.975,3.16,1.0170000000000001,9.331,0.054,3.1510000000000002,0.136,3.1550000000000002,0.922,3.157,-1.294,-37.867,12.385,5.822,4.106666666666667,8.19,8.47,12.44,0.,0.,0.,0.,0.,0.,0.,0.,-
2002//1//6,6,07::40:23,16::53:43,12::16:45,3.593,13.019,1.102,3.1590000000000003,1.249,9.33,0.167,3.1590000000000003,0.547,3.162,0.935,3.1590000000000003,-0.513,-105.068,15.463000000000001,4.847,3.960138888888889,6.17,8.93,13.86,0.,0.,0.,0.,0.,0.,0.,0.,-
2002//1//7,7,07::40:17,16::54:24,12::17:11,3.617,13.021,1.532,3.1590000000000003,1.748,9.333,0.222,3.156,0.54,3.1590000000000003,1.31,3.16,2.86,23.986,23.514,3.648,3.0931597222222225,5.32,11.01,16.88,0.,0.,0.,0.,0.,0.,0.,0.,-
2002//1//8,8,07::40:09,16::55:15,12::17:37,3.6430000000000002,13.024000000000001,0.995,3.1590000000000003,1.139,9.332,0.169,3.153,0.494,3.1590000000000003,0.8260000000000001,3.161,-0.5710000000000001,-97.256,14.031,5.547,0.23892361111111113,2.88,5.37,11.06,0.,0.,0.,0.,0.,0.,0.,0.,-
