YYYY//MM//DD,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Average daily value,Maximum daily value,Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
2020//2//29,60,06::47:09,17::59:47,12::23:08,6.382000000000001,15.504,2.9090000000000003,3.125,3.298,3.362,0.684,3.123,1.1360000000000001,3.125,2.226,3.126,4.157,17.681,32.421,3.319,0.688076388888889,2.79,1.9100000000000001,9.07,-0.005,0.0079,0.,0.,0.,0.,-0.0165,0.0374,-
2020//3//1,61,06::45:34,18::01:00,12::22:57,6.454,15.564,4.66,3.125,6.197,3.362,3.868,3.125,7.652,3.125,0.792,3.128,13.493,6.597,59.246,2.5140000000000002,0.9010347222222224,3.04,-1.34,9.63,-0.0114,0.0145,0.,0.,0.,0.,-0.025900000000000003,0.0432,-
2020//3//2,62,06::43:56,18::02:12,12::22:44,6.525,15.604000000000001,4.103,3.125,5.264,3.362,2.858,3.125,5.321,3.125,1.245,3.126,11.054,7.61,50.575,2.695,0.5349930555555557,3.22,-2.68,13.34,-0.014,0.015300000000000001,0.,0.,0.,0.,-0.0364,0.056,-
2020//3//3,63,06::42:19,18::03:23,12::22:31,6.597,15.688,4.684,3.125,6.218,3.362,4.0840000000000005,3.313,8.291,3.49,0.6,3.129,12.988,6.8660000000000005,57.641,2.504,0.31620138888888893,2.07,-0.4,17.72,-0.015600000000000001,0.0155,0.,0.,0.,0.,-0.0386,0.049300000000000004,-
2020//3//4,64,06::40:41,18::04:35,12::22:18,6.6690000000000005,15.726,4.747,3.125,6.29,3.362,4.106,3.125,8.216,3.125,0.641,3.1270000000000002,13.167,6.897,58.017,2.536,0.28061111111111114,1.79,-0.87,19.64,-0.0128,0.0119,0.,0.,0.,0.,-0.0313,0.0466,-
2020//3//5,65,06::39:02,18::05:47,12::22:04,6.742,15.787,4.12,3.125,5.28,3.362,2.855,3.125,5.469,3.125,1.2650000000000001,3.1270000000000002,9.778,8.753,50.218,2.669,0.31395833333333334,2.7800000000000002,-0.13,18.59,-0.0083,0.0099,0.,0.,0.,0.,-0.024800000000000003,0.041600000000000005,-
2020//3//6,66,06::37:24,18::06:59,12::21:50,6.814,15.848,3.396,3.126,4.2170000000000005,3.362,1.788,3.125,3.5020000000000002,3.125,1.609,3.1270000000000002,6.482,12.649000000000001,40.582,2.957,0.5749027777777779,2.74,1.3900000000000001,14.02,-0.0026000000000000003,0.0056,0.,0.,0.,0.,-0.012100000000000001,0.0337,-
2020//3//7,67,06::35:43,18::08:10,12::21:36,6.886,15.885,2.432,3.125,2.657,3.363,0.47900000000000004,3.126,0.88,3.126,1.952,3.128,2.122,34.56,24.909,3.851,0.3811180555555555,2.37,1.61,10.040000000000001,-0.0111,0.0119,0.,0.,0.,0.,-0.0708,0.0889,-
2020//3//8,68,06::34:03,18::09:20,12::21:21,6.9590000000000005,15.946,1.873,3.125,1.776,3.362,0.002,2.983,0.003,3.422,1.871,3.128,-0.793,-86.095,15.77,5.532,0.23613888888888895,1.84,0.5700000000000001,6.88,-0.0229,0.0102,0.,0.,0.,0.,-0.20470000000000002,0.1023,-
2020//3//9,69,06::32:23,18::10:30,12::21:06,7.032,16.029,2.734,3.126,3.351,3.362,0.6970000000000001,3.125,1.039,3.125,2.037,3.1270000000000002,4.384,18.554000000000002,32.618,3.257,0.30631250000000004,2.19,2.13,12.23,-0.024,0.011600000000000001,0.,0.,0.,0.,-0.1643,0.13340000000000002,-
2020//3//10,70,06::30:41,18::11:41,12::20:50,7.104,16.066,5.063,3.125,6.593,3.362,4.373,3.125,8.57,3.125,0.6900000000000001,3.1270000000000002,14.639000000000001,6.349,62.167,2.486,0.4103125,2.25,-1.61,16.66,-0.010700000000000001,0.0111,0.,0.,0.,0.,-0.029900000000000003,0.0472,-
2020//3//11,71,06::28:59,18::12:51,12::20:34,7.1770000000000005,16.126,4.659,3.129,5.932,3.362,3.406,3.129,6.639,3.1310000000000002,1.2530000000000001,3.126,12.014000000000001,7.817,56.352000000000004,2.59,0.46849305555555565,2.73,0.52,17.73,-0.0098,0.0125,0.,0.,0.,0.,-0.0245,0.044000000000000004,-
2020//3//12,72,06::27:18,18::14:01,12::20:18,7.25,16.186,5.126,3.125,6.611,3.362,4.4030000000000005,3.125,8.112,3.125,0.723,3.125,14.632,6.251,61.936,2.436,0.3907847222222222,2.48,-0.47000000000000003,17.330000000000002,-0.01,0.0128,0.,0.,0.,0.,-0.0251,0.0422,-
2020//3//13,73,06::25:36,18::15:10,12::20:02,7.322,16.244,4.824,3.125,6.179,3.362,3.648,3.125,6.417,3.125,1.176,3.128,12.84,6.971,60.086,2.562,0.6596527777777778,4.99,-1.68,17.400000000000002,-0.0099,0.0176,0.,0.,0.,0.,-0.024,0.0482,-
2020//3//14,74,06::23:53,18::16:19,12::19:45,7.3950000000000005,16.283,3.849,3.125,4.5280000000000005,3.362,1.625,3.125,2.851,3.125,2.224,3.126,8.005,11.059000000000001,44.076,2.927,0.5583194444444445,4.45,0.07,11.,-0.008,0.0131,0.,0.,0.,0.,-0.0224,0.045000000000000005,-
2020//3//15,75,06::22:10,18::17:27,12::19:28,7.4670000000000005,16.365000000000002,2.068,3.125,2.116,3.361,0.099,3.113,0.156,3.124,1.969,3.126,0.11,669.667,14.602,6.604,0.5766319444444444,3.72,-2.07,7.44,-0.0022,0.0056,0.,0.,0.,0.,-0.0115,0.0352,-
2020//3//16,76,06::20:28,18::18:37,12::19:11,7.54,16.425,3.184,3.125,3.537,3.362,0.8250000000000001,3.126,1.603,3.125,2.359,3.126,5.023,18.145,32.895,3.337,0.4493888888888889,2.32,-1.3,12.19,-0.0074,0.0125,0.,0.,0.,0.,-0.0181,0.040600000000000004,-
2020//3//17,77,06::18:44,18::19:46,12::18:54,7.612,16.461000000000002,1.0190000000000001,3.124,0.982,3.362,0.,100,0.,100,1.0190000000000001,3.129,-3.9170000000000003,-10.174,6.2490000000000006,14.167,0.4248055555555555,1.92,0.,9.07,-0.0016,0.0046,0.,0.,0.,0.,-0.015300000000000001,0.043300000000000005,-
2020//3//18,78,06::17:00,18::20:55,12::18:36,7.684,16.521,4.719,3.125,5.5120000000000005,3.362,2.437,3.125,4.503,3.125,2.283,3.125,10.941,8.659,49.38,2.849,0.53625,2.35,2.9,13.71,-0.0086,0.0145,0.,0.,0.,0.,-0.024900000000000002,0.0482,-
2020//3//19,79,06::15:18,18::22:04,12::18:19,7.756,16.580000000000002,5.722,3.125,7.17,3.362,5.091,3.125,9.429,3.125,0.631,3.125,16.496,5.941,66.77,2.449,0.818638888888889,4.61,-1.93,17.75,-0.0181,0.0189,0.,0.,0.,0.,-0.0385,0.0477,-
2020//3//20,80,06::13:35,18::23:12,12::18:01,7.827,16.637,5.74,3.125,7.19,3.362,4.995,3.125,9.114,3.125,0.745,3.126,16.327,6.002,66.371,2.467,0.6071527777777779,2.7800000000000002,-0.93,19.28,-0.0154,0.0154,0.,0.,0.,0.,-0.0395,0.0522,-
2020//3//21,81,06::11:50,18::24:19,12::17:43,7.899,16.675,5.118,3.125,6.125,3.362,3.38,3.125,5.944,3.125,1.738,3.126,12.875,7.371,57.03,2.7,0.6071249999999999,5.01,1.6,19.01,-0.011600000000000001,0.0132,0.,0.,0.,0.,-0.0315,0.049300000000000004,-
2020//3//22,82,06::10:06,18::25:26,12::17:25,7.97,16.756,5.654,3.125,7.1530000000000005,3.362,4.798,3.125,8.269,3.125,0.856,3.1270000000000002,15.898,5.8660000000000005,65.141,2.473,0.4573541666666666,2.79,0.39,20.04,-0.0045000000000000005,0.0078000000000000005,0.,0.,0.,0.,-0.0161,0.035500000000000004,-
2020//3//23,83,06::08:23,18::26:35,12::17:07,8.041,16.815,4.337,3.125,4.996,3.362,1.961,3.125,3.5180000000000002,3.125,2.376,3.1270000000000002,9.043000000000001,10.620000000000001,46.025,3.027,1.0021111111111112,4.0200000000000005,3.66,12.86,-0.0014,0.0043,0.,0.,0.,0.,-0.0094,0.029300000000000003,-
2020//3//24,84,06::06:39,18::27:43,12::16:49,8.112,16.851,2.356,3.126,2.38,3.361,0.23,3.123,0.467,3.123,2.1270000000000002,3.128,1.1300000000000001,72.127,21.311,4.581,0.4958819444444444,3.5,1.26,9.72,-0.005200000000000001,0.009300000000000001,0.,0.,0.,0.,-0.021500000000000002,0.047400000000000005,-
2020//3//25,85,06::04:55,18::28:51,12::16:31,8.182,16.909,3.278,3.125,3.645,3.362,1.201,3.126,2.221,3.124,2.077,3.126,5.091,15.432,35.597,3.475,0.4458819444444444,3.37,-0.9400000000000001,9.92,-0.027,0.0142,0.,0.,0.,0.,-0.20370000000000002,0.1159,-
2020//3//26,86,06::03:11,18::29:59,12::16:13,8.252,16.968,5.5760000000000005,3.125,6.7090000000000005,3.362,4.309,3.125,7.,3.125,1.2670000000000001,3.129,15.611,6.131,63.818,2.601,0.48963888888888885,2.7800000000000002,-0.01,10.78,-0.0269,0.013600000000000001,0.,0.,0.,0.,-0.19290000000000002,0.1481,-
2020//3//27,87,06::01:29,18::31:06,12::15:54,8.322000000000001,17.026,3.71,3.125,4.1450000000000005,3.362,0.774,3.126,1.23,3.125,2.936,3.126,6.7860000000000005,11.361,41.230000000000004,3.091,0.39931944444444445,2.73,1.24,13.02,-0.0037,0.007500000000000001,0.,0.,0.,0.,-0.013600000000000001,0.0369,-
2020//3//28,88,05::59:44,18::32:13,12::15:36,8.391,17.061,2.857,3.126,2.914,3.362,0.12,3.116,0.166,3.119,2.738,3.126,2.781,30.834,27.855,3.87,0.3538819444444445,4.17,4.36,13.81,-0.0021000000000000003,0.0054,0.,0.,0.,0.,-0.0098,0.0302,-
2020//3//29,89,05::58:01,18::33:20,12::15:18,8.46,17.12,3.977,3.125,4.456,3.362,1.346,3.125,2.088,3.125,2.6310000000000002,3.126,7.848,11.988,43.855000000000004,3.0220000000000002,0.571625,5.29,5.17,15.14,-0.001,0.0035,0.,0.,0.,0.,-0.0102,0.0318,-
2020//3//30,90,05::56:18,18::34:26,12::15:00,8.529,17.2,2.3040000000000003,3.125,2.363,3.363,0.093,3.113,0.2,3.121,2.211,3.1270000000000002,0.733,126.12100000000001,21.018,4.799,0.90775,5.1000000000000005,6.07,13.870000000000001,-0.0021000000000000003,0.0051,0.,0.,0.,0.,-0.011600000000000001,0.0317,-
2020//3//31,91,05::54:36,18::35:34,12::14:43,8.597,17.256,2.0220000000000002,3.125,1.949,3.362,0.107,3.1270000000000002,0.275,3.13,1.915,3.126,-0.433,-185.21200000000002,17.087,6.215,0.8348333333333332,3.68,1.8,11.53,-0.015700000000000002,0.0165,0.,0.,0.,0.,-0.1436,0.1502,-
2020//4//1,92,05::52:52,18::36:42,12::14:25,8.664,17.294,5.007,3.125,5.906,3.362,2.7800000000000002,3.125,4.152,3.125,2.227,3.126,12.73,7.288,58.354,2.7600000000000002,0.5903263888888889,4.57,0.66,10.23,-0.0369,0.008,0.,0.,0.,0.,-0.3275,0.0358,-
2020//4//2,93,05::51:10,18::37:49,12::14:07,8.732,17.352,6.232,3.125,7.492,3.362,5.16,3.125,7.9750000000000005,3.125,1.072,3.124,17.685,5.532,73.563,2.482,0.7303611111111111,3.34,-1.29,11.39,-0.0222,0.0175,0.,0.,0.,0.,-0.18430000000000002,0.1574,-
2020//4//3,94,05::49:30,18::38:56,12::13:50,8.798,17.409,6.578,3.125,7.884,3.362,5.181,3.125,8.666,3.125,1.397,3.125,18.225,5.8340000000000005,73.648,2.501,0.5690208333333332,3.0300000000000002,1.43,12.39,-0.012100000000000001,0.0132,0.,0.,0.,0.,-0.031200000000000002,0.0466,-
2020//4//4,95,05::47:47,18::40:04,12::13:32,8.864,17.444,2.435,3.125,2.476,3.362,0.095,3.13,0.121,3.136,2.34,3.125,1.296,64.527,22.905,4.538,1.4628680555555553,5.87,1.32,11.14,-0.0031000000000000003,0.0071,0.,0.,0.,0.,-0.0123,0.0345,-
2020//4//5,96,05::46:05,18::41:11,12::13:15,8.93,17.502,3.564,3.125,3.823,3.362,0.8280000000000001,3.126,1.5090000000000001,3.124,2.735,3.125,5.654,16.784,36.727000000000004,3.261,2.020736111111111,6.37,5.63,14.48,-0.0011,0.0039000000000000003,0.,0.,0.,0.,-0.0074,0.0273,-
2020//4//6,97,05::44:26,18::42:17,12::12:58,8.995000000000001,17.56,4.074,3.125,4.43,3.362,1.334,3.124,2.19,3.125,2.741,3.125,7.394,11.995000000000001,38.050000000000004,3.41,0.5024305555555556,3.13,4.04,14.51,-0.0024000000000000002,0.0067,0.,0.,0.,0.,-0.0114,0.0345,-
2020//4//7,98,05::42:44,18::43:23,12::12:42,9.06,17.617,6.3020000000000005,3.125,7.371,3.362,5.251,3.125,8.139,3.125,1.05,3.126,17.011,6.011,67.59,2.606,0.6515486111111112,2.85,6.140000000000001,19.27,-0.0034000000000000002,0.0067,0.,0.,0.,0.,-0.017400000000000002,0.0419,-
2020//4//8,99,05::41:04,18::44:30,12::12:25,9.124,17.675,6.666,3.1750000000000003,7.812,3.362,5.827,3.164,9.751,3.2520000000000002,0.839,3.124,17.447,5.9910000000000005,68.566,2.5380000000000003,0.5949375,2.7,2.83,24.22,-0.0011,0.0038,0.,0.,0.,0.,-0.0085,0.0281,-
2020//4//9,100,05::39:26,18::45:38,12::12:09,9.188,17.732,6.804,3.125,7.963,3.362,5.981,3.125,10.027000000000001,3.125,0.8230000000000001,3.124,17.721,5.963,68.19,2.5540000000000003,0.7911944444444445,3.33,4.23,26.44,-0.005200000000000001,0.0095,0.,0.,0.,0.,-0.011300000000000001,0.0274,-
2020//4//10,101,05::37:46,18::46:45,12::11:53,9.251,17.767,6.631,3.125,7.684,3.362,5.501,3.125,9.169,3.125,1.1300000000000001,3.124,17.222,6.0600000000000005,67.208,2.629,0.8223541666666667,3.16,4.3100000000000005,23.44,-0.002,0.0056,0.,0.,0.,0.,-0.0081,0.0287,-
2020//4//11,102,05::36:08,18::47:53,12::11:37,9.313,17.824,6.283,3.125,7.245,3.362,4.695,3.125,7.002,3.125,1.588,3.125,16.17,6.111,65.424,2.6510000000000002,0.780263888888889,3.61,4.82,20.72,-0.0004,0.0022,0.,0.,0.,0.,-0.003,0.016900000000000002,-
2020//4//12,103,05::34:31,18::49:00,12::11:22,9.375,17.881,6.898000000000001,3.125,7.938,3.362,5.832,3.125,8.88,3.125,1.066,3.124,18.141000000000002,5.843,71.998,2.634,0.9287222222222223,3.1,3.77,20.43,-0.0024000000000000002,0.0061,0.,0.,0.,0.,-0.0085,0.0275,-
2020//4//13,104,05::32:52,18::50:07,12::11:07,9.436,17.916,7.136,3.125,8.176,3.362,6.312,3.125,10.428,3.125,0.8240000000000001,3.126,18.635,5.715,71.488,2.544,0.7227986111111113,3.04,0.68,20.51,-0.002,0.0051,0.,0.,0.,0.,-0.0058000000000000005,0.0204,-
2020//4//14,105,05::31:17,18::51:14,12::10:52,9.497,17.974,7.059,3.125,8.076,3.362,6.277,3.125,10.296,3.125,0.782,3.124,21.66,4.984,71.176,2.555,0.7362291666666667,3.24,1.58,22.11,-0.0006000000000000001,0.0029000000000000002,0.,0.,0.,0.,-0.0032,0.0171,-
2020//4//15,106,05::29:41,18::52:20,12::10:38,9.556000000000001,18.008,5.978,3.125,6.63,3.362,3.005,3.125,5.2330000000000005,3.125,2.972,3.126,23.422,4.707,58.477000000000004,2.662,0.8029930555555557,2.9,3.34,20.35,-0.00030000000000000003,0.0021000000000000003,0.,0.,0.,0.,-0.0022,0.0151,-
2020//4//16,107,05::28:05,18::53:27,12::10:24,9.616,18.088,7.2,3.125,8.171,3.362,6.1530000000000005,3.125,9.789,3.125,1.047,3.124,30.404,3.524,73.711,2.503,2.1295069444444445,7.48,3.49,22.5,0.,0.,0.,0.,0.,0.,-0.0016,0.0137,-
2020//4//17,108,05::26:32,18::54:34,12::10:11,9.674,18.144000000000002,7.321,3.125,8.314,3.362,6.381,3.125,10.361,3.125,0.9390000000000001,3.126,29.332,3.809,67.864,2.5580000000000003,1.6279652777777776,6.18,7.71,25.060000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//4//18,109,05::24:57,18::55:42,12::09:57,9.732,18.18,5.715,3.125,6.4590000000000005,3.362,3.102,3.125,4.4750000000000005,3.125,2.613,3.125,22.439,4.9,58.214,2.723,0.9311458333333336,3.29,4.86,18.41,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//4//19,110,05::23:26,18::56:49,12::09:45,9.789,18.237000000000002,7.186,3.125,8.215,3.362,6.157,3.125,9.441,3.125,1.029,3.125,29.358,3.766,68.774,2.593,0.5588680555555555,3.19,5.19,21.22,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//4//20,111,05::21:53,18::57:56,12::09:32,9.845,18.272000000000002,5.674,3.125,6.2330000000000005,3.362,3.234,3.125,5.244,3.125,2.44,3.125,21.312,5.143,57.242000000000004,2.7960000000000003,0.7650972222222222,3.44,4.15,21.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//4//21,112,05::20:23,18::59:04,12::09:20,9.901,18.329,7.017,3.125,7.907,3.362,5.588,3.125,8.603,3.125,1.429,3.125,28.653000000000002,3.9010000000000002,69.265,2.649,0.8059791666666668,3.34,6.09,21.28,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//4//22,113,05::18:52,19::00:10,12::09:09,9.956,18.364,2.912,3.125,2.88,3.362,0.016,3.099,0.035,3.1630000000000003,2.8970000000000002,3.125,7.008,13.821,26.301000000000002,4.205,0.32052083333333337,2.02,7.28,13.98,-0.027,0.030100000000000002,0.,0.,0.,0.,-0.26380000000000003,0.2908,-
2020//4//23,114,05::17:24,19::01:17,12::08:58,10.01,18.421,7.2250000000000005,3.125,8.183,3.362,5.687,3.125,8.758000000000001,3.125,1.538,3.125,30.085,3.692,67.298,2.583,0.6194652777777777,2.86,7.82,20.02,-0.0367,0.035,0.,0.,0.,0.,-0.34550000000000003,0.33,-
2020//4//24,115,05::15:55,19::02:23,12::08:47,10.064,18.456,4.032,3.125,4.065,3.362,0.666,3.126,1.597,3.124,3.365,3.125,11.876,9.545,34.276,3.492,0.27587500000000004,1.92,8.8,20.02,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//4//25,116,05::14:29,19::03:30,12::08:37,10.116,18.535,4.704,3.125,4.961,3.362,0.9550000000000001,3.125,1.314,3.124,3.749,3.125,16.257,7.033,47.335,3.132,0.62125,3.06,8.28,21.22,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//4//26,117,05::13:02,19::04:37,12::08:28,10.168000000000001,18.57,7.2090000000000005,3.125,8.001,3.362,5.79,3.125,8.717,3.125,1.418,3.126,29.183,3.851,69.09100000000001,2.545,0.8212986111111111,2.97,9.9,23.78,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//4//27,118,05::11:37,19::05:44,12::08:19,10.219,18.605,4.3870000000000005,3.125,4.631,3.362,0.9,3.124,1.2650000000000001,3.124,3.487,3.125,14.797,7.308,42.808,3.053,0.6664583333333334,2.38,10.18,21.17,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//4//28,119,05::10:13,19::06:51,12::08:10,10.27,18.662,7.424,3.125,8.187,3.362,6.618,3.125,10.358,3.125,0.806,3.124,30.103,3.831,66.365,2.692,0.7128888888888889,2.91,9.82,26.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//4//29,120,05::08:50,19::07:58,12::08:02,10.319,18.697,5.791,3.125,6.188,3.362,2.469,3.125,3.653,3.125,3.322,3.125,21.268,5.414,49.96,2.932,0.772826388888889,3.2600000000000002,10.94,25.61,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//4//30,121,05::07:30,19::09:04,12::07:55,10.368,18.755,6.705,3.125,7.404,3.362,5.202,3.125,7.119,3.125,1.502,3.126,27.106,4.025,59.34,2.965,1.0023055555555558,3.18,8.290000000000001,20.76,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//5//1,122,05::05:32,19::10:49,12::07:49,10.414,18.789,6.673,3.125,7.275,3.362,4.665,3.125,6.883,3.125,2.008,3.125,26.146,4.457,65.794,2.711,0.7051458333333334,2.81,3.0100000000000002,23.56,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//5//2,123,05::04:12,19::11:56,12::07:42,10.461,18.824,5.408,3.125,5.604,3.362,2.775,3.125,4.469,3.125,2.633,3.126,18.464,5.977,50.696,3.132,0.9570416666666666,5.6000000000000005,3.93,23.78,-0.0012000000000000001,0.004200000000000001,0.,0.,0.,0.,-0.019100000000000002,0.0489,-
2020//5//3,124,05::02:55,19::13:00,12::07:37,10.507,18.859,7.264,3.215,7.68,3.362,5.3020000000000005,3.214,8.969,3.3930000000000002,1.962,3.125,28.306,4.086,66.274,2.6470000000000002,0.7159097222222222,3.04,1.98,17.2,-0.0109,0.0125,0.,0.,0.,0.,-0.09340000000000001,0.11420000000000001,-
2020//5//4,125,05::01:38,19::14:07,12::07:32,10.552,18.916,7.373,3.125,7.863,3.362,4.99,3.125,7.781000000000001,3.125,2.383,3.126,28.643,4.103,66.305,2.6790000000000003,0.6841597222222222,3.02,0.2,24.39,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//5//5,126,05::00:22,19::15:11,12::07:27,10.597,18.952,6.599,3.125,7.171,3.362,4.384,3.125,5.73,3.125,2.215,3.125,25.76,4.4,61.767,2.744,0.9269027777777776,3.5,5.88,25.61,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//5//6,127,04::59:09,19::16:16,12::07:23,10.64,18.987,8.224,3.136,8.775,3.362,7.158,3.137,10.977,3.134,1.065,3.134,32.785000000000004,3.612,72.687,2.633,0.8596041666666667,3.0100000000000002,6.22,19.42,-0.00030000000000000003,0.0017000000000000001,0.,0.,0.,0.,-0.00030000000000000003,0.0017000000000000001,-
2020//5//7,128,04::57:57,19::17:21,12::07:19,10.683,19.045,8.086,3.125,8.628,3.362,6.849,3.125,10.559000000000001,3.125,1.237,3.125,31.124000000000002,3.736,66.673,2.6750000000000003,0.6310763888888888,4.,1.95,28.89,0.,0.0005,0.,0.,0.,0.,-0.0019,0.014400000000000001,-
2020//5//8,129,04::56:45,19::18:25,12::07:15,10.725,19.08,8.074,3.138,8.647,3.362,7.082,3.138,10.929,3.134,0.992,3.124,29.784,3.872,49.313,3.236,0.5041319444444444,2.38,6.63,33.61,-0.0001,0.0009000000000000001,0.,0.,0.,0.,-0.002,0.014400000000000001,-
2020//5//9,130,04::55:36,19::19:30,12::07:12,10.765,19.138,7.502,3.125,7.986,3.362,5.346,3.125,7.498,3.125,2.1550000000000002,3.126,28.054000000000002,4.2620000000000005,65.008,2.685,0.7379097222222223,3.35,10.69,32.5,0.,0.,0.,0.,0.,0.,-0.0005,0.0073,-
2020//5//10,131,04::54:28,19::20:34,12::07:11,10.805,19.173,5.747,3.126,6.005,3.362,2.369,3.125,3.255,3.125,3.379,3.125,19.812,5.276,47.912,2.827,0.5532013888888889,3.0700000000000003,11.870000000000001,29.17,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//5//11,132,04::53:20,19::21:37,12::07:10,10.845,19.209,5.282,3.125,5.55,3.362,2.719,3.125,3.605,3.125,2.563,3.125,18.358,5.922,44.412,3.103,1.9797013888888892,6.140000000000001,10.86,20.37,-0.0001,0.0009000000000000001,0.,0.,0.,0.,-0.0016,0.012700000000000001,-
2020//5//12,133,04::52:16,19::22:40,12::07:09,10.883,19.245,3.8080000000000003,3.125,3.866,3.362,0.706,3.126,0.881,3.124,3.102,3.125,11.061,10.01,33.674,3.6590000000000003,0.8682013888888889,4.03,9.3,17.88,0.,0.0005,0.,0.,0.,0.,-0.002,0.014700000000000001,-
2020//5//13,134,04::51:12,19::23:43,12::07:09,10.92,19.281,2.916,3.125,2.845,3.363,0.151,3.121,0.20700000000000002,3.13,2.766,3.125,6.775,15.598,25.999,4.409,0.5569722222222222,4.3100000000000005,7.73,13.530000000000001,-0.0077,0.0108,0.,0.,0.,0.,-0.0806,0.1129,-
2020//5//14,135,04::50:11,19::24:44,12::07:09,10.957,19.317,3.9,3.125,3.878,3.362,0.8320000000000001,3.124,1.174,3.125,3.068,3.125,11.737,9.516,34.689,3.6670000000000003,0.5453125000000001,3.5100000000000002,7.24,14.89,-0.0275,0.006200000000000001,0.,0.,0.,0.,-0.2777,0.07830000000000001,-
2020//5//15,136,04::49:11,19::25:45,12::07:09,10.992,19.353,7.886,3.125,8.198,3.362,6.16,3.125,9.348,3.125,1.726,3.126,31.107,3.702,72.409,2.623,0.6374791666666667,2.77,3.88,21.11,-0.0184,0.0164,0.,0.,0.,0.,-0.1761,0.1622,-
2020//5//16,137,04::48:12,19::26:46,12::07:12,11.026,19.389,2.458,3.125,2.49,3.362,0.201,3.128,0.23700000000000002,3.125,2.257,3.125,4.501,21.991,15.031,7.811,0.8651875000000002,6.01,10.66,20.7,-0.00030000000000000003,0.0021000000000000003,0.,0.,0.,0.,-0.0009000000000000001,0.0078000000000000005,-
2020//5//17,138,04::47:16,19::27:46,12::07:13,11.06,19.425,5.548,3.125,5.836,3.362,2.775,3.124,3.193,3.125,2.773,3.126,20.104,5.001,53.82,2.761,0.6650486111111111,3.92,7.68,20.32,-0.0188,0.0211,0.,0.,0.,0.,-0.1945,0.2179,-
2020//5//18,139,04::46:20,19::28:46,12::07:17,11.093,19.461,3.71,3.125,3.715,3.362,0.861,3.126,1.016,3.124,2.849,3.125,10.925,8.896,34.324,3.451,0.3282569444444445,3.85,5.53,15.4,-0.050800000000000005,0.0187,0.,0.,0.,0.,-0.4983,0.1602,-
2020//5//19,140,04::45:28,19::29:45,12::07:20,11.124,19.498,4.836,3.125,4.939,3.362,1.874,3.126,2.372,3.125,2.962,3.125,16.634,6.752,43.738,3.172,0.7290208333333333,2.98,7.930000000000001,17.400000000000002,-0.0368,0.0351,0.,0.,0.,0.,-0.3468,0.3301,-
2020//5//20,141,04::44:36,19::30:44,12::07:24,11.155,19.534,6.442,3.125,6.673,3.362,3.295,3.125,4.376,3.125,3.1470000000000002,3.125,24.075,4.658,60.15,2.668,0.9276180555555559,3.19,8.790000000000001,18.8,0.,0.0006000000000000001,0.,0.,0.,0.,-0.0011,0.0109,-
2020//5//21,142,04::43:48,19::31:40,12::07:28,11.185,19.549,5.09,3.125,5.363,3.362,2.096,3.125,2.5260000000000002,3.124,2.995,3.125,18.167,5.678,49.665,2.894,0.9714722222222221,3.68,8.18,18.51,0.,0.0006000000000000001,0.,0.,0.,0.,0.,0.0006000000000000001,-
2020//5//22,143,04::43:00,19::32:36,12::07:32,11.214,19.586,7.784,3.125,7.936,3.362,5.2540000000000004,3.125,7.594,3.125,2.5300000000000002,3.125,29.076,4.045,63.729,2.7560000000000002,0.9278680555555556,2.81,5.95,17.57,0.,0.0006000000000000001,0.,0.,0.,0.,-0.0006000000000000001,0.0078000000000000005,-
