YYYY//MM//DD,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Average daily value,Maximum daily value,Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
2020//5//23,144,04::42:13,19::33:32,12::07:37,11.241,19.623,8.139,3.125,8.347,3.362,6.3660000000000005,3.125,9.4,3.125,1.7730000000000001,3.126,31.272000000000002,3.849,73.981,2.628,0.7140625,3.11,2.5500000000000003,21.89,-0.0001,0.0014,0.,0.,0.,0.,-0.0001,0.0014,-
2020//5//24,145,04::41:29,19::34:28,12::07:44,11.268,19.66,7.917,3.125,8.121,3.362,5.93,3.125,8.723,3.125,1.988,3.124,3.04,13.754,72.402,2.568,0.7400833333333333,3.09,5.33,26.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//5//25,146,04::40:49,19::35:20,12::07:49,11.294,19.653,7.968,3.125,8.22,3.362,6.806,3.125,9.616,3.125,1.162,3.126,-6.061,-0.054,72.748,2.677,0.8165694444444446,3.,9.790000000000001,29.61,0.,0.,0.,0.,0.,0.,-0.0006000000000000001,0.0079,-
2020//5//26,147,04::40:09,19::36:13,12::07:57,11.319,19.69,8.224,3.125,8.457,3.362,7.226,3.125,10.78,3.125,0.997,3.126,-6.023,-0.217,71.223,2.665,0.8054027777777779,2.94,11.94,29.560000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//5//27,148,04::39:30,19::37:05,12::08:05,11.343,19.727,7.659,3.129,7.684,3.362,5.53,3.128,8.781,3.133,2.13,3.129,-6.032,-0.081,65.74,2.689,0.6719652777777778,2.92,12.59,31.330000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//5//28,149,04::38:54,19::37:56,12::08:12,11.366,19.743,8.062,3.125,8.33,3.362,6.803,3.132,9.925,3.133,1.2590000000000001,3.1350000000000002,11.079,5.396,69.286,2.749,0.7892083333333334,2.97,15.09,34.22,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//5//29,150,04::38:21,19::38:44,12::08:20,11.387,19.78,6.140000000000001,3.125,6.142,3.362,2.434,3.125,3.6950000000000003,3.125,3.706,3.125,19.936,6.264,52.242000000000004,3.074,0.5045138888888889,2.73,16.28,32.,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//5//30,151,04::37:49,19::39:33,12::08:28,11.408,19.796,1.409,3.124,1.318,3.362,0.084,3.132,0.243,3.125,1.324,3.126,-1.195,-44.285000000000004,9.079,8.288,0.6544861111111111,2.7600000000000002,10.14,21.39,-0.0328,0.035,0.,0.,0.,0.,-0.30910000000000004,0.3299,-
2020//5//31,152,04::37:18,19::40:20,12::08:37,11.428,19.812,5.63,3.125,5.66,3.362,1.526,3.125,1.85,3.125,4.104,3.125,19.291,6.219,51.757,2.985,0.5077847222222222,2.1,9.24,20.93,-0.037200000000000004,0.035,0.,0.,0.,0.,-0.3511,0.3299,-
2020//6//1,153,04::36:51,19::41:06,12::08:47,11.447,19.828,7.832,3.125,8.156,3.362,6.027,3.125,8.253,3.125,1.805,3.125,29.839000000000002,3.8000000000000003,68.307,2.742,0.5369583333333333,2.77,12.19,26.17,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//2,154,04::36:24,19::41:50,12::08:56,11.465,19.867,8.443,3.125,8.571,3.362,7.465,3.136,11.272,3.134,0.978,3.1350000000000002,31.231,3.802,71.778,2.624,0.720638888888889,3.13,9.23,29.560000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//3,155,04::36:00,19::42:33,12::09:07,11.481,19.883,8.161,3.125,8.278,3.362,6.613,3.125,10.108,3.125,1.548,3.124,29.585,4.003,70.978,2.594,0.7070694444444444,2.75,10.09,28.72,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//4,156,04::35:39,19::43:13,12::09:16,11.497,19.877,8.519,3.125,8.608,3.362,7.455,3.125,11.163,3.125,1.064,3.126,31.377,3.795,72.76,2.622,0.7644652777777778,3.25,10.39,28.060000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//5,157,04::35:19,19::43:53,12::09:28,11.512,19.916,7.386,3.125,7.3660000000000005,3.362,4.401,3.125,6.315,3.125,2.986,3.124,25.973,4.562,68.662,2.715,0.9501319444444445,3.62,9.38,25.22,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//6,158,04::35:02,19::44:33,12::09:39,11.525,19.933,6.285,3.125,6.248,3.362,3.041,3.125,4.238,3.125,3.243,3.125,21.826,5.446,57.744,2.95,1.1499236111111113,3.7600000000000002,6.46,17.21,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//7,159,04::34:46,19::45:09,12::09:50,11.538,19.928,3.918,3.125,3.898,3.362,1.367,3.124,1.556,3.125,2.552,3.125,12.004,8.712,37.162,3.757,0.4467013888888889,3.73,6.21,13.41,-0.012400000000000001,0.0148,0.,0.,0.,0.,-0.1312,0.1578,-
2020//6//8,160,04::34:33,19::45:45,12::10:02,11.55,19.945,7.805000000000001,3.125,7.953,3.362,4.5040000000000004,3.125,5.43,3.125,3.301,3.125,30.392,3.973,73.956,2.645,0.4859513888888889,2.5300000000000002,6.72,19.61,-0.0064,0.0111,0.,0.,0.,0.,-0.063,0.10590000000000001,-
2020//6//9,161,04::34:21,19::46:17,12::10:13,11.56,19.963,8.055,3.125,8.228,3.362,6.615,3.137,8.982,3.136,1.44,3.13,30.75,3.654,68.673,2.729,0.5978402777777778,3.14,8.83,26.39,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//10,162,04::34:13,19::46:49,12::10:25,11.57,19.98,8.536,3.141,8.643,3.362,6.707,3.138,9.755,3.204,1.829,3.125,31.711000000000002,3.9570000000000003,74.624,2.646,0.6666458333333334,3.3000000000000003,10.03,28.560000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//11,163,04::34:05,19::47:21,12::10:37,11.578,19.976,6.335,3.125,6.417,3.362,3.383,3.125,4.874,3.125,2.952,3.125,21.762,5.089,57.832,2.718,0.48701388888888886,2.95,12.86,26.72,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//12,164,04::34:01,19::47:49,12::10:49,11.586,19.994,2.075,3.125,1.97,3.363,0.041,3.126,0.07,3.105,2.0340000000000003,3.125,2.422,35.809,16.31,6.119,0.7379236111111112,2.88,10.11,16.14,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//13,165,04::33:57,19::48:16,12::11:02,11.592,19.99,6.216,3.125,6.306,3.362,2.103,3.125,2.703,3.125,4.113,3.125,22.488,5.29,58.802,2.8000000000000003,0.624013888888889,2.74,8.23,17.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//14,166,04::33:57,19::48:40,12::11:14,11.598,20.008,7.932,3.125,8.204,3.362,5.155,3.125,6.728,3.125,2.777,3.125,29.792,4.134,75.108,2.63,0.4982847222222222,2.44,10.77,23.56,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//15,167,04::33:57,19::49:04,12::11:27,11.602,20.005,2.626,3.125,2.532,3.363,0.001,4.483,0.004,3.166,2.624,3.125,4.9670000000000005,20.782,22.301000000000002,5.255,0.4322361111111111,3.12,9.57,17.51,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//16,168,04::34:01,19::49:25,12::11:40,11.605,20.001,5.526,3.125,5.586,3.362,2.493,3.124,2.831,3.125,3.033,3.125,19.673000000000002,5.66,55.47,3.076,0.3985694444444445,2.96,8.17,17.59,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//17,169,04::34:06,19::49:45,12::11:53,11.608,20.02,8.613,3.125,8.666,3.362,7.6770000000000005,3.137,11.136000000000001,3.134,0.936,3.133,32.674,3.604,75.789,2.574,0.6792222222222223,2.88,6.23,23.61,0.,0.,0.,0.,0.,0.,-0.0007,0.0085,-
2020//6//18,170,04::34:14,19::50:02,12::12:08,11.609,20.017,8.528,3.178,8.53,3.362,7.513,3.17,11.42,3.297,1.014,3.126,31.024,3.827,72.09,2.612,0.6425555555555555,2.8000000000000003,8.73,29.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//19,171,04::34:23,19::50:18,12::12:20,11.609,20.014,8.268,3.125,8.346,3.362,6.659,3.125,9.583,3.125,1.609,3.124,29.692,4.071,70.245,2.658,0.5792361111111112,2.92,11.66,32.5,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//20,172,04::34:35,19::50:33,12::12:33,11.608,20.012,7.566,3.125,7.7010000000000005,3.362,5.841,3.125,8.031,3.125,1.725,3.125,27.076,4.259,66.476,2.724,0.7939583333333334,3.02,15.09,30.44,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//21,173,04::34:48,19::50:44,12::12:46,11.606,20.009,8.46,3.125,8.605,3.362,7.439,3.125,10.569,3.125,1.0210000000000001,3.126,31.045,3.846,70.089,2.625,0.8455069444444446,2.97,15.68,29.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//22,174,04::35:04,19::50:53,12::12:59,11.603,20.007,8.656,3.125,8.676,3.362,7.867,3.125,11.93,3.125,0.789,3.123,30.803,3.855,69.478,2.638,0.6215,2.91,11.26,34.78,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//23,175,04::35:20,19::51:01,12::13:12,11.599,20.005,8.458,3.125,8.517,3.362,7.561,3.125,11.356,3.125,0.897,3.126,29.484,4.022,66.761,2.672,0.7231944444444445,3.37,14.93,36.83,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//24,176,04::35:40,19::51:06,12::13:25,11.594,19.981,6.7250000000000005,3.125,6.481,3.362,3.773,3.125,7.039000000000001,3.125,2.952,3.125,21.005,5.599,49.865,2.9090000000000003,0.746263888888889,2.86,16.16,29.28,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//25,177,04::36:00,19::51:10,12::13:38,11.588,19.98,8.654,3.125,8.68,3.362,7.7170000000000005,3.125,11.672,3.125,0.937,3.126,30.791,3.83,70.011,2.645,0.7207500000000001,2.52,12.51,33.17,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//26,178,04::36:24,19::51:10,12::13:50,11.581,19.978,8.564,3.125,8.614,3.362,7.655,3.125,11.563,3.125,0.909,3.125,29.745,4.009,67.08800000000001,2.665,0.6655069444444445,2.94,13.51,35.22,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//27,179,04::36:48,19::51:10,12::14:03,11.573,19.955,8.249,3.125,8.343,3.362,6.5760000000000005,3.125,9.887,3.125,1.673,3.125,29.476,4.062,69.016,2.666,1.0857708333333334,3.64,13.82,28.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//28,180,04::37:13,19::51:06,12::14:15,11.564,19.954,5.571,3.125,5.69,3.362,2.622,3.125,3.3280000000000003,3.125,2.949,3.125,18.699,5.788,47.399,3.232,1.3636944444444445,3.68,11.73,19.56,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//29,181,04::37:41,19::51:02,12::14:27,11.554,19.931,8.45,3.125,8.593,3.362,6.93,3.125,9.816,3.125,1.52,3.126,31.165,3.821,72.978,2.605,1.071465277777778,3.59,12.,25.17,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//6//30,182,04::38:12,19::50:54,12::14:39,11.543,19.931,8.666,3.125,8.782,3.362,7.634,3.125,11.422,3.125,1.032,3.124,31.655,3.787,72.895,2.633,0.9391874999999998,3.8000000000000003,9.22,25.72,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//1,183,04::38:43,19::50:45,12::14:50,11.53,19.908,8.473,3.125,8.738,3.362,7.465,3.125,10.408,3.125,1.008,3.124,31.766000000000002,3.604,73.181,2.607,0.9242013888888891,3.0100000000000002,9.57,25.11,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//2,184,04::39:15,19::50:33,12::15:02,11.517,19.908,8.697000000000001,3.125,8.843,3.362,7.662,3.125,11.499,3.125,1.035,3.124,31.373,3.801,72.148,2.6390000000000002,0.7470972222222223,2.81,7.46,28.,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//3,185,04::39:50,19::50:20,12::15:13,11.503,19.864,8.416,3.125,8.611,3.362,7.1530000000000005,3.125,10.51,3.125,1.2630000000000001,3.126,29.921,3.969,69.211,2.686,0.7374444444444445,2.81,10.31,29.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//4,186,04::40:26,19::50:04,12::15:22,11.488,19.864,8.55,3.125,8.737,3.362,7.398000000000001,3.125,10.932,3.125,1.1520000000000001,3.126,30.611,3.916,70.785,2.67,0.7384097222222223,2.89,10.66,28.330000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//5,187,04::41:02,19::49:45,12::15:33,11.472,19.842,8.57,3.125,8.751,3.362,7.4990000000000006,3.125,11.255,3.125,1.071,3.126,30.839000000000002,3.856,70.547,2.662,0.8444375000000002,2.88,10.01,29.330000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//6,188,04::41:41,19::49:25,12::15:42,11.454,19.799,8.037,3.125,8.276,3.362,6.497,3.125,9.211,3.125,1.54,3.125,29.650000000000002,3.966,73.019,2.693,1.0873888888888887,3.81,11.02,25.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//7,189,04::42:21,19::49:02,12::15:51,11.436,19.8,8.119,3.125,8.401,3.362,6.291,3.125,8.572000000000001,3.125,1.828,3.125,30.201,3.98,72.821,2.652,0.7853680555555556,3.13,11.08,23.67,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//8,190,04::43:02,19::48:38,12::16:00,11.417,19.779,8.55,3.125,8.72,3.362,7.557,3.125,11.467,3.125,0.992,3.125,30.824,3.863,70.051,2.6590000000000003,0.7790069444444444,3.2600000000000002,9.68,29.39,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//9,191,04::43:46,19::48:11,12::16:09,11.397,19.736,7.882000000000001,3.125,8.192,3.362,6.829,3.125,9.495000000000001,3.125,1.053,3.125,28.727,3.861,67.292,2.722,0.8675138888888889,3.5100000000000002,10.28,29.67,0.,0.0006000000000000001,0.,0.,0.,0.,0.,0.0006000000000000001,-
2020//7//10,192,04::44:29,19::47:43,12::16:17,11.376,19.737,8.434000000000001,3.125,8.635,3.362,7.511,3.125,11.401,3.125,0.923,3.124,29.952,3.9210000000000003,68.55,2.646,0.7595625,2.84,12.96,32.,0.,0.,0.,0.,0.,0.,-0.0006000000000000001,0.0081,-
2020//7//11,193,04::45:14,19::47:12,12::16:25,11.354,19.694,8.388,3.125,8.587,3.362,7.5040000000000004,3.125,11.409,3.125,0.884,3.125,29.773,3.977,67.179,2.67,0.9111111111111111,3.18,12.790000000000001,32.22,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//12,194,04::46:01,19::46:40,12::16:33,11.331,19.674,8.317,3.125,8.502,3.362,7.47,3.125,11.363,3.125,0.847,3.125,30.330000000000002,3.872,68.167,2.6550000000000002,0.8969097222222223,3.85,11.34,29.78,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//13,195,04::46:48,19::46:04,12::16:40,11.307,19.632,8.434000000000001,3.125,8.625,3.362,7.6080000000000005,3.125,11.624,3.125,0.8260000000000001,3.126,30.582,3.845,68.803,2.648,0.8384305555555557,3.31,12.67,31.060000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//14,196,04::47:36,19::45:28,12::16:45,11.282,19.612,8.382,3.125,8.603,3.362,7.487,3.125,11.405,3.125,0.894,3.1270000000000002,29.919,3.936,67.772,2.662,0.7494097222222222,2.82,10.72,32.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//15,197,04::48:27,19::44:49,12::16:52,11.256,19.592,8.366,3.125,8.609,3.362,7.489,3.125,11.401,3.125,0.878,3.124,29.175,4.0200000000000005,65.04,2.717,0.7400763888888889,3.15,12.71,35.67,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//16,198,04::49:16,19::44:09,12::16:57,11.229,19.551,8.283,3.125,8.525,3.362,7.377,3.125,11.267,3.125,0.906,3.125,28.983,4.035,65.803,2.673,0.7662430555555556,2.98,13.93,34.61,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//17,199,04::50:08,19::43:25,12::17:01,11.201,19.531,8.209,3.125,8.447000000000001,3.362,7.346,3.125,11.217,3.125,0.863,3.124,29.139,4.002,66.374,2.668,0.8624375000000001,3.5300000000000002,13.73,32.33,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//18,200,04::51:00,19::42:41,12::17:06,11.172,19.49,8.022,3.125,8.283,3.362,6.7090000000000005,3.125,10.024000000000001,3.125,1.313,3.125,28.18,4.156,65.558,2.704,0.730173611111111,3.0500000000000003,12.84,34.,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//19,201,04::51:55,19::41:54,12::17:10,11.143,19.449,8.026,3.125,8.332,3.362,6.542,3.125,9.725,3.125,1.483,3.126,27.695,4.229,63.491,2.731,0.5834861111111111,3.02,13.59,35.61,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//20,202,04::52:48,19::41:06,12::17:14,11.112,19.408,8.125,3.125,8.427,3.362,6.998,3.125,10.58,3.125,1.127,3.125,28.264,4.126,63.925000000000004,2.702,0.7250555555555555,3.13,14.86,37.,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//21,203,04::53:44,19::40:15,12::17:15,11.081,19.367,7.791,3.125,8.094,3.362,6.375,3.125,9.456,3.125,1.415,3.125,26.854,4.367,61.449,2.777,0.7492500000000001,3.13,16.02,36.44,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//22,204,04::54:40,19::39:23,12::17:18,11.048,19.349,7.859,3.125,8.216,3.362,6.269,3.125,8.993,3.125,1.59,3.125,27.937,4.42,64.07000000000001,2.882,0.8969791666666668,3.12,16.55,34.28,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//23,205,04::55:36,19::38:30,12::17:19,11.015,19.33,7.971,3.125,8.317,3.362,6.6530000000000005,3.125,9.86,3.125,1.318,3.125,28.439,4.095,65.015,2.716,0.8107986111111113,3.43,15.52,31.17,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//24,206,04::56:32,19::37:34,12::17:20,10.981,19.29,8.11,3.125,8.414,3.362,7.202,3.125,11.072000000000001,3.125,0.908,3.124,28.738,4.03,62.89,2.742,0.8232222222222223,3.23,13.25,32.22,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//25,207,04::57:29,19::36:35,12::17:20,10.946,19.25,8.036,3.125,8.356,3.362,7.126,3.125,10.996,3.125,0.91,3.125,28.516000000000002,4.032,65.635,2.6430000000000002,0.6799513888888888,3.04,10.57,32.78,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//26,208,04::58:29,19::35:36,12::17:20,10.91,19.21,7.954,3.125,8.344,3.362,6.697,3.125,10.033,3.125,1.2570000000000001,3.125,27.768,4.347,63.120000000000005,2.88,0.8037361111111112,4.9,12.73,38.61,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//27,209,04::59:26,19::34:36,12::17:20,10.873,19.171,4.461,3.125,4.691,3.362,1.922,3.125,2.1590000000000003,3.124,2.539,3.125,12.700000000000001,7.948,39.399,3.527,0.5349930555555554,2.7600000000000002,22.67,33.72,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//28,210,05::00:26,19::33:32,12::17:17,10.835,19.131,7.13,3.125,7.5600000000000005,3.362,5.077,3.125,7.291,3.125,2.052,3.126,24.169,4.771,57.034,2.786,0.5914583333333334,2.73,17.61,37.06,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//29,211,05::01:26,19::32:28,12::17:16,10.797,19.091,7.6000000000000005,3.13,8.062,3.362,6.165,3.1310000000000002,9.291,3.13,1.435,3.125,25.992,4.468,60.24,2.731,0.6393194444444443,2.84,18.18,37.17,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//30,212,05::02:26,19::31:21,12::17:12,10.757,19.052,7.876,3.125,8.353,3.362,6.8420000000000005,3.125,10.326,3.125,1.034,3.125,26.583000000000002,4.332,60.439,2.733,0.6530555555555555,3.0100000000000002,17.14,38.,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//7//31,213,05::03:26,19::30:14,12::17:09,10.717,18.991,7.793,3.13,8.257,3.362,6.686,3.1310000000000002,10.17,3.13,1.106,3.126,27.388,4.1690000000000005,62.853,2.711,0.841888888888889,3.3200000000000003,15.610000000000001,34.83,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//8//1,214,05::04:27,19::29:05,12::17:05,10.676,18.952,7.698,3.137,8.191,3.362,6.613,3.137,9.849,3.1350000000000002,1.085,3.124,27.57,4.183,62.83,2.719,0.7357361111111113,3.09,15.98,33.06,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//8//2,215,05::05:27,19::27:54,12::17:01,10.634,18.913,7.732,3.125,8.216,3.362,6.761,3.125,10.412,3.125,0.97,3.126,27.577,4.105,62.666000000000004,2.649,0.8085555555555555,3.22,14.44,33.11,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//8//3,216,05::06:28,19::26:42,12::16:56,10.592,18.874,7.773000000000001,3.166,8.267,3.362,6.987,3.1670000000000003,10.925,3.1550000000000002,0.787,3.125,27.815,4.116,63.431000000000004,2.623,0.713375,2.91,14.16,32.5,0.,0.0005,0.,0.,0.,0.,0.,0.0005,-
2020//8//4,217,05::07:29,19::25:29,12::16:49,10.548,18.836,7.532,3.152,8.046,3.362,6.55,3.153,10.096,3.145,0.983,3.124,27.112000000000002,4.187,61.980000000000004,2.678,0.8088819444444444,3.12,14.780000000000001,33.06,0.,0.0005,0.,0.,0.,0.,-0.0005,0.007200000000000001,-
2020//8//5,218,05::08:32,19::24:13,12::16:42,10.504,18.775,7.346,3.125,7.8790000000000004,3.362,5.945,3.125,8.950000000000001,3.125,1.401,3.126,26.656,4.424,62.088,2.805,0.9077361111111113,3.18,15.4,30.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//8//6,219,05::09:33,19::22:57,12::16:35,10.459,18.737,5.8870000000000005,3.125,6.213,3.362,3.728,3.125,5.595,3.125,2.1590000000000003,3.125,20.238,5.377,55.765,2.892,0.8748888888888889,3.68,13.17,24.060000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//8//7,220,05::10:36,19::21:38,12::16:27,10.413,18.699,7.795,3.125,8.325,3.362,6.996,3.125,11.021,3.125,0.8,3.123,28.491,3.979,65.519,2.595,0.7205694444444447,3.23,9.55,29.72,0.,0.,0.,0.,0.,0.,-0.0005,0.0071,-
2020//8//8,221,05::11:39,19::20:19,12::16:19,10.367,18.661,7.537,3.125,8.094,3.362,6.737,3.125,10.572000000000001,3.125,0.799,3.126,27.41,4.106,58.874,2.822,0.7752986111111112,3.06,10.97,31.5,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//8//9,222,05::12:40,19::18:59,12::16:11,10.319,18.601,7.549,3.152,8.133000000000001,3.362,6.815,3.153,10.797,3.145,0.734,3.125,27.249000000000002,4.136,62.328,2.593,0.6791458333333334,2.92,11.93,33.11,0.,0.,0.,0.,0.,0.,-0.0005,0.007,-
2020//8//10,223,05::13:44,19::17:38,12::16:02,10.271,18.541,7.551,3.125,8.179,3.362,6.6530000000000005,3.134,10.552,3.133,0.898,3.134,27.109,4.157,61.192,2.669,0.6910972222222224,3.06,12.82,35.61,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//8//11,224,05::14:47,19::16:14,12::15:51,10.222,18.481,7.508,3.1390000000000002,8.15,3.362,6.67,3.1390000000000002,10.517,3.1350000000000002,0.838,3.125,26.933,4.191,60.866,2.624,0.6627013888888889,3.52,13.870000000000001,33.94,0.,0.,0.,0.,0.,0.,-0.0004,0.007,-
2020//8//12,225,05::15:50,19::14:50,12::15:42,10.173,18.443,6.96,3.125,7.441,3.362,5.235,3.125,8.836,3.125,1.724,3.126,24.129,4.658,55.276,2.71,0.6196388888888889,3.09,11.23,30.5,0.,0.,0.,0.,0.,0.,-0.0004,0.006900000000000001,-
2020//8//13,226,05::16:53,19::13:25,12::15:30,10.122,18.406,7.406000000000001,3.1390000000000002,8.066,3.362,6.4910000000000005,3.1390000000000002,10.382,3.1350000000000002,0.915,3.124,26.838,4.151,61.143,2.618,0.5908402777777777,2.89,10.82,31.94,0.,0.0005,0.,0.,0.,0.,0.,0.0005,-
2020//8//14,227,05::17:56,19::11:58,12::15:18,10.071,18.346,7.219,3.125,7.908,3.362,6.039,3.125,9.378,3.125,1.181,3.124,25.779,4.346,59.399,2.75,0.5005902777777778,2.87,12.,36.,-0.0001,0.0007,0.,0.,0.,0.,-0.0001,0.0007,-
2020//8//15,228,05::18:59,19::10:31,12::15:06,10.019,18.309,6.446,3.125,7.073,3.362,5.17,3.125,7.742,3.125,1.276,3.124,21.127,4.871,54.166000000000004,2.965,0.37941666666666674,2.29,15.280000000000001,40.67,-0.0005,0.0028,0.,0.,0.,0.,-0.0026000000000000003,0.0159,-
2020//8//16,229,05::20:02,19::09:03,12::14:54,9.967,18.25,4.024,3.125,4.199,3.362,1.603,3.126,2.767,3.125,2.4210000000000003,3.125,10.158,9.985,26.559,4.3180000000000005,0.6095694444444444,5.4,18.490000000000002,36.72,-0.0006000000000000001,0.0029000000000000002,0.,0.,0.,0.,-0.0014,0.01,-
2020//8//17,230,05::21:05,19::07:34,12::14:42,9.914,18.213,3.726,3.125,3.863,3.362,1.075,3.124,1.831,3.126,2.6510000000000002,3.125,8.965,11.587,30.938000000000002,4.029,0.28527083333333336,4.03,18.38,35.11,0.,0.,0.,0.,0.,0.,0.,0.,-
2020//8//18,231,05::22:09,19::06:02,12::14:27,9.86,18.153,5.471,3.125,5.8100000000000005,3.362,2.382,3.124,4.195,3.125,3.089,3.125,16.649,6.622,39.782000000000004,3.1510000000000002,0.3864444444444445,2.97,20.04,36.61,0.,0.0005,0.,0.,0.,0.,-0.0004,0.0068000000000000005,-
2020//8//19,232,05::23:12,19::04:31,12::14:14,9.805,18.117,7.194,3.136,7.99,3.362,6.113,3.137,9.306000000000001,3.136,1.081,3.125,26.074,4.197,57.924,2.628,0.5665277777777779,2.87,15.290000000000001,34.17,-0.0009000000000000001,0.004200000000000001,0.,0.,0.,0.,-0.0027,0.015300000000000001,-
2020//8//20,233,05::24:15,19::02:59,12::13:58,9.75,18.058,7.128,3.1390000000000002,7.916,3.362,6.413,3.14,10.447000000000001,3.136,0.715,3.124,26.183,4.229,59.564,2.595,0.6439374999999999,2.7600000000000002,13.49,32.28,-0.0002,0.0015,0.,0.,0.,0.,-0.0014,0.011600000000000001,-
2020//8//21,234,05::25:19,19::01:26,12::13:45,9.695,18.021,7.031000000000001,3.125,7.8500000000000005,3.362,6.274,3.125,10.163,3.125,0.757,3.1270000000000002,25.796,4.249,59.008,2.601,0.7387291666666667,3.24,13.46,31.5,-0.004,0.011000000000000001,0.,0.,0.,0.,-0.012100000000000001,0.0337,-
