Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt,GHI_Tilt_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power.1,PV_Power_Flag.1,Wind_Speed,Wind_Speed_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_original,GHI_original_Flag,GHI_Tilt_original,GHI_Tilt_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES
2011//1//30,30,07::26:37,17::21:33,12::24:05,4.508,13.86,2.469,3.137,3.576,9.331,1.537,3.136,3.7840000000000003,3.137,0.933,3.136,10.07,7.299,44.273,2.653,0.17090277777777776,1.47,0.21,9.06,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//1//31,31,07::25:51,17::23:17,12::24:14,4.5600000000000005,13.894,1.443,3.138,1.717,9.334,0.342,3.141,0.987,3.138,1.101,3.137,0.503,146.123,18.874,4.597,0.023055555555555555,0.47000000000000003,-1.28,9.48,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//1,32,07::25:05,17::24:19,12::24:22,4.614,14.026,2.959,3.137,4.292,9.331,2.2,3.136,5.407,3.137,0.76,3.136,12.984,5.724,54.579,2.585,0.25395833333333334,2.29,-2.6,9.06,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//2,33,07::24:07,17::25:23,12::24:30,4.6690000000000005,14.044,3.121,3.137,4.555,9.331,2.351,3.137,5.861,3.137,0.771,3.136,16.102,4.97,58.367000000000004,2.508,0.14996527777777777,1.18,-3.5100000000000002,12.81,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//3,34,07::22:48,17::26:48,12::24:36,4.724,14.071,3.085,3.137,4.587,9.332,2.285,3.137,5.401,3.137,0.8,3.137,14.823,5.289,58.379,2.5140000000000002,0.12187500000000001,1.25,-2.22,13.73,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//4,35,07::21:23,17::28:33,12::24:42,4.781,14.074,2.891,3.137,4.165,9.331,1.974,3.137,4.662,3.137,0.917,3.136,12.403,6.453,52.033,2.5500000000000003,0.26256944444444447,1.67,-0.33,13.41,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//5,36,07::20:36,17::29:28,12::24:47,4.838,14.231,2.1390000000000002,3.137,2.736,9.332,0.725,3.138,1.6400000000000001,3.138,1.414,3.136,6.384,11.897,31.916,3.177,0.1809722222222222,1.04,4.19,14.69,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//6,37,07::19:39,17::30:34,12::24:51,4.897,14.248000000000001,2.617,3.138,3.62,9.333,1.441,3.138,3.47,3.137,1.176,3.137,9.634,8.053,44.245,2.6790000000000003,0.1387847222222222,0.86,0.77,14.8,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//7,38,07::18:24,17::32:05,12::24:55,4.956,14.272,2.574,3.137,3.504,9.333,1.436,3.138,3.0460000000000003,3.137,1.1380000000000001,3.136,10.581,6.715,44.892,2.762,0.7561458333333333,2.63,2.49,10.03,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//8,39,07::16:46,17::33:41,12::24:57,5.016,14.406,1.5050000000000001,3.136,1.719,9.329,0.132,3.141,0.35000000000000003,3.1390000000000002,1.372,3.138,2.013,36.513,20.502,4.276,0.3520486111111111,1.43,-2.71,5.99,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//9,40,07::15:46,17::34:37,12::24:59,5.077,14.441,3.596,3.439,5.355,10.18,3.158,3.42,7.535,3.636,0.437,3.58,19.368000000000002,4.136,67.84100000000001,2.499,0.1667013888888889,1.27,-5.74,9.34,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//10,41,07::14:46,17::35:46,12::25:00,5.139,14.459,3.571,3.137,5.2410000000000005,9.331,2.972,3.137,7.063,3.137,0.599,3.136,18.782,4.348,65.721,2.485,0.15340277777777775,1.2,-4.07,14.64,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//11,42,07::13:26,17::37:22,12::25:01,5.2010000000000005,14.484,2.605,3.137,3.3120000000000003,9.331,0.976,3.138,2.183,3.138,1.629,3.137,10.547,8.053,42.058,2.823,0.1171875,0.68,-0.26,12.1,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//12,43,07::11:41,17::38:48,12::25:00,5.264,14.618,3.642,3.137,5.3,9.331,2.987,3.137,6.8020000000000005,3.137,0.654,3.1390000000000002,18.834,4.51,65.714,2.436,1.1040277777777778,4.7700000000000005,-0.17,19.82,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//13,44,07::10:40,17::39:45,12::24:59,5.328,14.655000000000001,2.8080000000000003,3.137,3.559,9.331,0.968,3.137,1.996,3.137,1.84,3.137,10.748000000000001,7.525,41.356,2.874,0.6406250000000001,3.66,4.46,17.32,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//14,45,07::09:33,17::40:55,12::24:57,5.392,14.675,2.696,3.138,3.657,9.332,1.348,3.138,2.573,3.137,1.348,3.138,12.206,6.423,47.841,2.846,2.8667708333333333,6.54,5.68,12.67,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//15,46,07::08:01,17::42:34,12::24:54,5.458,14.705,0.926,3.138,0.9580000000000001,9.333,0.,100,0.001,1.77,0.926,3.138,-2.1670000000000003,-29.395,9.493,8.001,0.5243402777777778,2.93,1.68,10.33,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//16,47,07::06:18,17::43:53,12::24:51,5.523,14.856,2.206,3.137,2.5500000000000003,9.331,0.33,3.137,0.742,3.1390000000000002,1.8760000000000001,3.137,6.164,13.249,31.302,3.185,0.32052083333333337,3.43,-0.23,7.07,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//17,48,07::05:17,17::44:50,12::24:47,5.59,14.873000000000001,2.572,3.137,3.228,9.333,0.872,3.138,1.938,3.137,1.7,3.137,10.034,7.739,41.226,2.866,0.8522569444444444,2.82,0.71,6.88,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//18,49,07::03:58,17::46:01,12::24:42,5.657,14.897,3.604,3.137,4.932,9.332,2.1510000000000002,3.138,5.306,3.137,1.453,3.137,17.939,4.93,60.098,2.528,0.39944444444444444,4.17,-0.31,9.16,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//19,50,07::02:06,17::47:40,12::24:36,5.724,14.925,1.447,3.136,1.446,9.33,0.,100,0.002,3.053,1.447,3.136,0.20500000000000002,294.797,15.827,4.595,0.07798611111111112,1.34,-0.13,5.57,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//20,51,07::00:48,17::48:55,12::24:30,5.792,15.074,2.474,3.137,2.987,9.333,0.85,3.137,1.609,3.136,1.624,3.137,9.146,8.967,38.739000000000004,3.165,0.2482638888888889,1.3900000000000001,0.12,6.29,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//21,52,06::59:36,17::49:52,12::24:23,5.861,15.096,3.656,3.156,5.085,9.394,2.848,3.158,5.976,3.172,0.808,3.152,19.639,4.3260000000000005,65.429,2.5540000000000003,0.32295138888888886,2.68,-1.34,10.73,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//22,53,06::57:54,17::51:03,12::24:16,5.93,15.128,2.291,3.137,2.6270000000000002,9.333,0.387,3.133,0.807,3.136,1.9040000000000001,3.137,6.5760000000000005,12.193,32.335,3.1590000000000003,0.5107291666666667,2.3000000000000003,-1.99,6.75,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//23,54,06::56:10,17::52:41,12::24:08,5.9990000000000006,15.161,2.064,3.137,2.261,9.331,0.098,3.128,0.19,3.129,1.966,3.137,4.76,17.672,27.799,3.419,0.28555555555555556,2.06,0.19,7.5,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//24,55,06::55:01,17::53:55,12::23:59,6.069,15.297,1.5050000000000001,3.136,1.582,9.331,0.,100,0.,100,1.5050000000000001,3.136,-6.15,0.,0.,100,0.13409722222222223,1.58,-1.33,1.71,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//25,56,06::53:28,17::54:50,12::23:50,6.140000000000001,15.326,2.56,3.137,2.771,9.331,0.215,3.1390000000000002,0.395,3.14,2.345,3.137,-6.176,0.,0.,100,0.2184027777777778,1.51,-5.63,1.31,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//26,57,06::51:25,17::55:59,12::23:40,6.21,15.366,4.019,3.727,5.337,11.283,2.73,3.879,5.484,4.26,1.288,3.4090000000000003,-5.282,-1.701,2.248,27.246000000000002,0.17020833333333332,1.3800000000000001,-10.33,3.21,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//27,58,06::50:18,17::57:35,12::23:29,6.281,15.385,4.481,3.137,6.091,9.332,3.701,3.137,7.1530000000000005,3.137,0.78,3.137,17.036,5.033,58.628,2.531,0.34680555555555553,1.9000000000000001,-2.74,11.63,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//2//28,59,06::48:49,17::58:51,12::23:18,6.353,15.528,2.963,3.137,3.416,9.331,0.384,3.133,0.655,3.136,2.579,3.138,11.24,8.002,44.741,2.629,2.6298958333333338,4.8,1.26,9.700000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//1,60,06::46:43,17::59:45,12::23:07,6.424,15.551,3.394,3.137,4.293,9.331,1.731,3.137,3.648,3.137,1.663,3.137,15.828000000000001,5.934,53.432,2.545,3.2611458333333334,6.7,6.1000000000000005,13.81,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//2,61,06::45:29,18::00:51,12::22:55,6.496,15.589,2.2760000000000002,3.137,2.726,9.333,0.663,3.1350000000000002,1.855,3.137,1.613,3.138,6.4270000000000005,13.088000000000001,31.871000000000002,3.388,1.2688541666666666,5.07,3.61,11.57,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//3,62,06::44:02,18::02:22,12::22:43,6.5680000000000005,15.615,2.27,3.137,2.591,9.33,0.342,3.141,0.621,3.137,1.927,3.138,6.79,12.634,32.474000000000004,3.3890000000000002,0.18597222222222223,1.45,0.51,10.93,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//4,63,06::41:55,18::03:44,12::22:30,6.640000000000001,15.758000000000001,3.8000000000000003,3.137,4.723,9.331,1.601,3.138,2.816,3.136,2.199,3.136,18.565,5.015,63.741,2.598,1.2380902777777778,5.26,-0.24,15.22,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//5,64,06::40:34,18::04:36,12::22:16,6.713,15.795,1.461,3.138,1.472,9.335,0.,100,0.004,3.422,1.461,3.138,0.748,93.895,17.259,4.758,0.2777083333333333,3.36,6.29,11.27,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//6,65,06::39:07,18::05:38,12::22:02,6.785,15.82,2.336,3.136,2.544,9.331,0.202,3.13,0.327,3.141,2.134,3.137,6.684,10.514,33.157000000000004,3.021,0.2857986111111111,1.71,4.37,12.41,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//7,66,06::37:00,18::07:01,12::21:48,6.8580000000000005,15.849,2.761,3.137,3.245,9.331,0.8130000000000001,3.136,1.301,3.137,1.949,3.136,10.628,7.462,42.866,3.,0.23170138888888886,1.25,1.6400000000000001,8.3,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//8,67,06::35:36,18::08:34,12::21:34,6.931,16.,2.02,3.137,2.119,9.332,0.059000000000000004,3.1350000000000002,0.11800000000000001,3.149,1.961,3.138,4.406,19.833000000000002,26.859,3.74,0.12378472222222221,0.8200000000000001,3.16,10.48,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//9,68,06::34:08,18::09:23,12::21:19,7.0040000000000004,16.025,4.18,3.137,5.304,9.332,2.656,3.137,4.233,3.137,1.524,3.137,21.649,4.0040000000000004,72.047,2.461,0.7869097222222222,3.56,5.,15.11,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//10,69,06::31:58,18::10:22,12::21:03,7.077,16.054000000000002,2.273,3.137,2.561,9.332,0.46900000000000003,3.138,0.72,3.137,1.804,3.137,6.782,10.638,30.529,3.818,1.0172916666666667,4.38,0.87,12.88,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//11,70,06::30:34,18::11:37,12::20:48,7.15,16.09,3.674,3.137,4.48,9.333,1.575,3.138,2.6550000000000002,3.137,2.099,3.136,16.932,5.604,57.641,2.707,0.20750000000000002,1.82,0.68,13.51,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//12,71,06::29:04,18::13:13,12::20:32,7.223,16.116,2.992,3.137,3.432,9.332,0.6940000000000001,3.136,1.249,3.138,2.298,3.137,10.962,9.253,41.63,3.122,1.2890972222222221,4.03,1.31,14.43,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//13,72,06::26:52,18::14:09,12::20:16,7.296,16.258,2.328,3.137,2.658,9.331,0.528,3.136,0.758,3.136,1.8,3.138,7.506,8.728,35.247,3.1430000000000002,2.1204513888888896,5.44,4.01,14.19,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//14,73,06::25:30,18::15:03,12::19:59,7.369,16.295,1.968,3.136,2.027,9.331,0.045,3.1270000000000002,0.124,3.142,1.923,3.137,3.607,24.226,25.106,3.692,1.0107291666666667,4.26,2.86,12.11,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//15,74,06::23:57,18::16:11,12::19:42,7.442,16.322,1.408,3.137,1.45,9.333,0.014,3.185,0.022,3.103,1.3940000000000001,3.137,0.657,108.143,17.192,5.4590000000000005,1.3998958333333333,4.18,4.07,11.99,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//16,75,06::21:42,18::17:43,12::19:25,7.514,16.346,2.863,3.137,3.207,9.332,0.64,3.138,1.3760000000000001,3.137,2.223,3.137,10.36,8.405,39.163000000000004,3.104,0.3030555555555555,2.56,0.24,7.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//17,76,06::20:23,18::18:52,12::19:08,7.587,16.5,3.1,3.137,3.465,9.333,0.578,3.1350000000000002,1.0230000000000001,3.138,2.5220000000000002,3.138,11.322000000000001,8.223,45.841,2.906,1.6090972222222222,4.73,-0.79,10.88,0.,0.,0.,0.,0.,0.,0.,0.,-
2011//3//18,77,06::18:47,18::19:43,12::18:51,7.659,16.528,1.727,3.137,1.871,9.334,0.192,3.132,0.334,3.14,1.5350000000000001,3.137,2.819,25.209,22.242,4.79,0.4223958333333333,2.49,0.54,7.79,0.,0.,0.,0.,0.,0.,0.,0.,-
