Time Zone (+ East):,-8.,-,-,-,-,Sample Method:,Avg,-,Avg,-,-,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Data that has been (computed) was calculated from measured columns.
Time Interval (Minutes):,5,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Watts,-,Watts,-,m/s,-,C,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Date this file was created: 2018-4-3
Year//Month,2005//01,-,-,-,-,Column Notes:,AdjustedColumn,-,AdjustedColumn,-,CalculatedColumn,-,AdjustedColumn,-,AdjustedColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,-
-,-,-,-,-,-,-,After_Adjustments,-,-,-,-,-,After_Adjustments,-,After_Adjustments,-,-,-,-,-,-,-,-,-,Before_Adjustments,-,-,-,Before_Adjustments,-,Before_Adjustments,-,-
YYYY//MM//DD,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Daily Total Energy (kWh),Daily Total Uncertainty (U95%),Average daily value,Maximum daily value,Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
2005//1//30,30,07::26:14,17::22:23,12::24:10,4.532,13.889000000000001,3.121,3.137,4.525,9.332,2.3850000000000002,3.137,6.1160000000000005,3.137,0.736,3.138,16.356,4.793,60.102000000000004,2.455,0.17895833333333336,1.1500000000000001,-2.46,11.34,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//1//31,31,07::25:32,17::23:49,12::24:18,4.585,14.019,2.629,3.137,3.624,9.332,1.689,3.137,4.098,3.137,0.9400000000000001,3.138,11.019,6.746,46.365,2.787,0.2993055555555555,1.31,-0.77,14.41,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//1,32,07::24:41,17::24:47,12::24:26,4.639,14.035,3.206,3.419,4.617,10.117,2.3890000000000002,3.422,6.287,3.6750000000000003,0.8170000000000001,3.4090000000000003,16.794,4.7860000000000005,60.033,2.491,0.171875,1.16,-3.18,11.44,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//2,33,07::23:36,17::25:58,12::24:33,4.695,14.057,3.257,3.137,4.796,9.331,2.778,3.137,6.752,3.137,0.47900000000000004,3.137,18.103,4.376,63.032000000000004,2.395,0.3020833333333333,1.3,-1.86,15.42,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//3,34,07::22:08,17::27:40,12::24:40,4.751,14.078000000000001,3.382,3.137,4.936,9.332,2.871,3.137,7.141,3.137,0.511,3.138,18.632,4.515,63.802,2.458,0.3031944444444445,1.17,0.52,16.97,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//4,35,07::21:03,17::28:58,12::24:45,4.808,14.225,1.991,3.136,2.239,9.334,0.253,3.1350000000000002,0.56,3.138,1.738,3.137,5.048,15.207,29.923000000000002,3.081,0.33677083333333335,1.78,1.46,11.98,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//5,36,07::20:12,17::29:57,12::24:50,4.866,14.24,2.619,3.137,3.19,9.331,0.884,3.137,2.172,3.137,1.735,3.137,10.953,7.083,44.76,2.629,0.3576736111111111,1.29,-0.49,7.63,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//6,37,07::19:09,17::31:12,12::24:54,4.924,14.26,1.508,3.137,1.528,9.332,0.022,3.189,0.098,3.142,1.486,3.136,1.21,63.444,19.295,4.4030000000000005,0.16038194444444442,0.9400000000000001,-2.2600000000000002,6.76,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//7,38,07::17:39,17::32:55,12::24:57,4.984,14.290000000000001,2.838,3.137,3.99,9.332,1.835,3.138,4.293,3.137,1.0030000000000001,3.136,15.433,4.974,48.651,2.615,0.2000347222222222,1.1,-1.33,7.2,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//8,39,07::16:15,17::34:06,12::24:59,5.0440000000000005,14.435,2.62,3.137,3.203,9.331,0.844,3.137,1.933,3.136,1.776,3.137,10.16,7.958,43.337,2.856,0.11180555555555556,0.99,-3.67,7.82,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//9,40,07::15:21,17::35:07,12::25:00,5.106,14.451,3.475,3.137,4.851,9.332,2.604,3.137,6.229,3.137,0.871,3.138,18.927,4.358,63.204,2.379,0.21819444444444444,1.33,-3.0100000000000002,11.290000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//10,41,07::14:14,17::36:25,12::25:01,5.168,14.471,3.827,3.137,5.514,9.333,3.332,3.137,7.929,3.137,0.495,3.137,22.229,3.7840000000000003,70.541,2.361,2.4839930555555556,7.46,-1.76,16.490000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//11,42,07::12:39,17::38:09,12::25:01,5.23,14.503,3.674,3.137,5.2250000000000005,9.331,2.979,3.137,7.0840000000000005,3.137,0.6950000000000001,3.1390000000000002,20.623,4.122,67.617,2.382,0.946701388888889,4.37,1.74,14.950000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//12,43,07::11:11,17::39:13,12::25:00,5.2940000000000005,14.649000000000001,1.7730000000000001,3.138,1.972,9.331,0.244,3.136,0.962,3.137,1.5290000000000001,3.138,3.351,24.371000000000002,24.117,3.955,0.23281249999999998,1.78,-0.18,10.26,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//13,44,07::10:12,17::40:15,12::24:59,5.3580000000000005,14.666,0.732,3.138,0.661,9.334,0.,100,0.002,3.673,0.732,3.137,-3.736,-14.864,6.016,13.168000000000001,0.1225,1.1500000000000001,4.12,7.46,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//14,45,07::08:56,17::41:36,12::24:56,5.423,14.689,3.232,3.137,4.1290000000000004,9.331,1.71,3.136,3.362,3.137,1.5230000000000001,3.136,15.903,5.0840000000000005,55.292,2.638,0.23770833333333335,1.3800000000000001,-0.18,9.36,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//15,46,07::07:09,17::43:20,12::24:53,5.489,14.717,3.536,3.236,4.743,9.665000000000001,2.221,3.249,5.221,3.479,1.315,3.213,19.341,4.602,62.14,2.515,1.7188888888888891,4.99,-3.81,12.5,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//16,47,07::05:52,17::44:18,12::24:50,5.555,14.866,3.831,3.137,5.243,9.332,2.922,3.137,6.298,3.137,0.909,3.137,21.773,4.051,70.438,2.478,2.748784722222222,4.59,6.17,14.6,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//17,48,07::04:45,17::45:21,12::24:45,5.621,14.886000000000001,3.938,3.176,5.488,9.447000000000001,3.333,3.1790000000000003,7.33,3.1710000000000003,0.605,3.1590000000000003,22.753,3.7600000000000002,64.257,2.515,2.2072222222222226,4.76,7.36,17.44,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//18,49,07::03:12,17::46:43,12::24:40,5.689,14.915000000000001,3.302,3.137,4.246,9.331,1.865,3.137,3.585,3.137,1.437,3.136,16.047,5.14,55.012,2.533,0.8117361111111111,3.5100000000000002,4.48,17.25,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//19,50,07::01:21,17::48:25,12::24:34,5.756,14.952,2.637,3.137,3.233,9.331,0.968,3.137,2.497,3.137,1.669,3.138,10.275,8.594,37.243,2.976,0.39260416666666664,1.55,2.69,12.030000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//20,51,07::00:18,17::49:20,12::24:28,5.825,15.086,2.317,3.137,2.604,9.333,0.46,3.134,0.883,3.1390000000000002,1.858,3.136,7.1290000000000004,11.226,32.453,3.3280000000000003,1.060590277777778,3.94,5.42,13.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//21,52,06::58:56,17::50:23,12::24:20,5.894,15.111,4.014,3.137,5.24,9.333,2.545,3.137,5.757000000000001,3.137,1.469,3.137,21.228,4.351,63.446,2.48,0.8025694444444444,4.4,-0.21,17.07,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//22,53,06::56:58,17::51:44,12::24:13,5.963,15.138,4.3100000000000005,3.137,5.914,9.333,3.806,3.137,8.306000000000001,3.137,0.504,3.137,24.731,3.698,76.665,2.37,0.8202083333333333,4.09,0.33,17.740000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//23,54,06::55:41,17::53:25,12::24:04,6.032,15.173,4.366,3.137,5.963,9.332,3.864,3.137,8.333,3.137,0.502,3.1390000000000002,24.636,3.68,76.444,2.38,1.168298611111111,4.14,4.2,19.73,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//24,55,06::54:24,17::54:19,12::23:55,6.103,15.312000000000001,4.413,3.137,6.,9.332,3.84,3.137,8.25,3.137,0.5730000000000001,3.137,24.605,3.7840000000000003,76.515,2.387,0.29309027777777774,2.56,1.06,19.03,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//25,56,06::52:29,17::55:20,12::23:46,6.173,15.349,4.394,3.137,5.924,9.332,3.721,3.137,7.822,3.137,0.673,3.137,24.443,3.742,62.118,2.551,0.27222222222222225,1.41,1.8800000000000001,17.17,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//26,57,06::50:57,17::56:39,12::23:36,6.244,15.377,4.05,3.215,5.332,9.617,3.082,3.206,6.238,3.373,0.968,3.245,21.643,4.113,67.05,2.596,1.5541666666666667,4.58,0.43,16.88,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//27,58,06::49:42,17::58:19,12::23:25,6.315,15.399000000000001,3.236,3.137,3.928,9.332,1.494,3.138,2.7520000000000002,3.138,1.742,3.137,14.246,5.973,52.851,2.873,3.0972916666666666,6.78,7.66,15.82,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//2//28,59,06::47:55,17::59:15,12::23:14,6.3870000000000005,15.549,2.864,3.137,3.209,9.332,0.582,3.1350000000000002,1.147,3.137,2.282,3.138,10.089,8.582,39.352000000000004,3.0660000000000003,1.0918055555555555,3.5,4.3100000000000005,14.52,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//1,60,06::46:07,18::00:13,12::23:02,6.458,15.582,4.183,3.137,5.121,9.332,2.173,3.136,3.978,3.137,2.011,3.137,20.636,4.405,44.748,2.951,2.8323958333333334,6.49,3.42,15.02,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//2,61,06::44:53,18::01:28,12::22:50,6.53,15.603,4.4510000000000005,3.137,5.78,9.331,3.283,3.137,6.041,3.137,1.168,3.136,23.788,3.782,73.741,2.437,0.44517361111111114,2.66,2.61,15.64,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//3,62,06::43:09,18::03:06,12::22:37,6.602,15.635,4.382,3.137,5.479,9.333,2.672,3.137,4.968,3.137,1.71,3.137,22.568,4.275,62.087,2.593,0.8744097222222221,4.3,-0.14,16.54,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//4,63,06::41:13,18::04:07,12::22:24,6.675,15.788,3.774,3.137,4.391,9.332,1.266,3.138,2.25,3.137,2.508,3.137,16.906,4.652,41.335,2.836,0.4495833333333334,1.42,6.94,14.1,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//5,64,06::39:58,18::05:03,12::22:10,6.747,15.808,3.955,3.137,4.791,9.333,2.101,3.137,3.9450000000000003,3.137,1.855,3.137,18.243000000000002,5.282,63.216,2.686,0.25256944444444446,1.5,1.02,16.96,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//6,65,06::38:15,18::06:13,12::21:56,6.82,15.84,4.821,3.137,6.238,9.332,3.89,3.137,7.8740000000000006,3.137,0.931,3.136,26.098,3.755,81.405,2.4010000000000002,0.24052083333333338,1.3,1.53,19.150000000000002,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//7,66,06::36:15,18::07:48,12::21:42,6.893,15.878,4.922,3.137,6.3420000000000005,9.332,4.083,3.137,7.864,3.137,0.839,3.138,26.55,3.6910000000000003,75.788,2.465,0.33729166666666666,1.49,3.79,21.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//8,67,06::35:00,18::08:56,12::21:27,6.966,16.014,5.051,3.169,6.537,9.447000000000001,4.402,3.1630000000000003,8.732,3.221,0.65,3.204,26.84,3.682,81.21900000000001,2.404,0.31312500000000004,1.24,3.77,22.44,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//9,68,06::33:15,18::09:49,12::21:12,7.039000000000001,16.046,4.319,3.137,5.264,9.333,2.634,3.137,5.542,3.137,1.685,3.137,20.264,4.877,66.11,2.473,0.26670138888888884,1.51,4.2700000000000005,21.61,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//10,69,06::31:14,18::10:54,12::20:57,7.112,16.084,5.013,3.137,6.331,9.332,3.689,3.137,7.538,3.137,1.324,3.138,26.081,3.853,73.736,2.447,0.27357638888888886,1.1300000000000001,3.42,21.61,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//11,70,06::29:57,18::12:23,12::20:41,7.1850000000000005,16.104,5.378,3.172,6.893,9.48,4.766,3.162,9.212,3.225,0.612,3.2520000000000002,27.974,3.591,84.541,2.388,0.4520833333333333,2.16,5.18,25.11,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//12,71,06::28:10,18::13:42,12::20:25,7.258,16.252,5.198,3.157,6.537,9.397,4.268,3.14,8.035,3.146,0.93,3.238,26.768,3.6,83.133,2.391,0.48097222222222213,2.35,4.12,22.56,0.,0.,0.,0.,0.,0.,0.,0.,-
2005//3//13,72,06::26:10,18::14:32,12::20:08,7.331,16.289,5.65,3.177,7.255,9.491,4.89,3.1630000000000003,9.33,3.229,0.761,3.267,29.224,3.465,88.779,2.39,1.6289930555555556,4.86,6.25,22.17,0.,0.,0.,0.,0.,0.,0.,0.,-
