Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt,GHI_Tilt_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power.1,PV_Power_Flag.1,Wind_Speed,Wind_Speed_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_original,GHI_original_Flag,GHI_Tilt_original,GHI_Tilt_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES
2006//1//30,30,07::26:23,17::21:55,12::24:07,4.519,13.86,1.0190000000000001,3.138,1.083,9.329,0.093,3.152,0.249,3.136,0.926,3.137,-1.06,-45.456,13.24,5.34,1.015138888888889,4.5,2.05,10.26,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//1//31,31,07::25:43,17::23:37,12::24:16,4.572,13.898,0.443,3.136,0.42,9.328,0.,100,0.003,3.642,0.443,3.136,-5.059,-3.551,2.49,25.91,0.6529166666666667,6.98,-0.8200000000000001,7.36,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//1,32,07::24:54,17::24:32,12::24:24,4.626,14.030000000000001,1.173,3.137,1.1340000000000001,9.331,0.008,3.202,0.023,3.176,1.165,3.136,-0.628,-104.034,14.15,5.543,0.33111111111111113,2.77,3.94,10.35,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//2,33,07::23:53,17::25:39,12::24:32,4.681,14.05,2.428,3.138,3.0220000000000002,9.333,0.804,3.136,1.764,3.138,1.625,3.136,9.413,7.548,40.709,2.744,0.07263888888888889,0.88,5.61,12.09,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//3,34,07::22:28,17::27:12,12::24:38,4.737,14.078000000000001,2.938,3.137,3.876,9.333,1.447,3.137,3.325,3.137,1.491,3.138,13.746,5.882000000000001,51.027,2.597,1.9329513888888892,5.4,4.42,17.47,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//4,35,07::21:14,17::28:45,12::24:44,4.793,14.22,2.059,3.137,2.384,9.332,0.531,3.136,1.149,3.137,1.528,3.137,6.781000000000001,10.133000000000001,33.725,2.94,0.42357638888888893,2.06,-0.54,12.5,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//5,36,07::20:25,17::29:41,12::24:49,4.851,14.235,3.0020000000000002,3.2720000000000002,3.964,9.66,1.776,3.299,4.599,3.576,1.226,3.232,15.439,5.448,53.084,2.612,1.2679513888888887,4.96,-1.94,10.16,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//6,37,07::19:25,17::30:52,12::24:53,4.91,14.253,2.719,3.137,3.607,9.332,1.244,3.137,3.201,3.137,1.475,3.137,13.417,6.148,36.33,2.436,0.13729166666666665,0.89,-0.9400000000000001,12.39,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//7,38,07::18:05,17::32:31,12::24:56,4.969,14.280000000000001,3.616,3.343,5.182,9.895,3.095,3.319,7.567,3.537,0.521,3.484,21.654,3.809,19.482,2.517,0.13600694444444444,0.87,-1.78,15.23,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//8,39,07::16:27,17::33:53,12::24:58,5.029,14.406,3.549,3.137,5.033,9.332,2.882,3.137,6.912,3.137,0.667,3.137,20.354,4.093,59.023,2.29,0.2392361111111111,2.02,-0.41000000000000003,15.870000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//9,40,07::15:35,17::34:51,12::25:00,5.09,14.445,3.684,3.2840000000000003,5.291,9.76,3.235,3.261,7.777,3.444,0.45,3.4370000000000003,21.755,3.829,63.016,2.257,2.6310416666666665,6.5600000000000005,-0.03,18.84,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//10,41,07::14:32,17::36:04,12::25:01,5.152,14.464,3.799,3.137,5.438,9.333,3.361,3.137,8.046,3.137,0.438,3.136,22.029,3.818,69.374,2.359,2.7265625,4.97,10.33,18.31,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//11,42,07::13:06,17::37:45,12::25:01,5.215,14.493,3.136,3.137,4.127,9.332,1.7810000000000001,3.137,4.0120000000000005,3.137,1.355,3.137,-6.181,0.,52.753,2.47,0.32479166666666665,1.5,3.45,15.26,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//12,43,07::11:23,17::39:00,12::25:00,5.2780000000000005,14.644,3.692,3.282,5.184,9.768,3.009,3.263,7.144,3.448,0.682,3.372,-6.195,0.,66.134,2.3970000000000002,0.21107638888888888,1.5,0.87,14.55,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//13,44,07::10:27,17::39:59,12::24:59,5.3420000000000005,14.66,3.731,3.137,5.204,9.332,3.148,3.137,7.017,3.137,0.582,3.1390000000000002,8.858,5.163,68.027,2.376,0.5128472222222222,1.87,-0.4,13.5,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//14,45,07::09:17,17::41:14,12::24:57,5.407,14.681000000000001,3.634,3.137,4.923,9.332,2.618,3.137,5.785,3.137,1.016,3.137,19.545,4.1,62.653,2.509,0.5716666666666667,1.85,-0.97,7.23,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//15,46,07::07:35,17::42:56,12::24:54,5.472,14.715,4.086,3.137,5.69,9.332,3.44,3.137,7.556,3.137,0.646,3.136,23.647000000000002,3.626,73.968,2.371,0.2594097222222222,1.44,-3.65,5.72,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//16,47,07::06:06,17::44:05,12::24:50,5.538,14.86,3.125,3.137,4.125,9.331,2.082,3.137,4.728,3.137,1.043,3.136,15.472,5.66,53.712,2.7640000000000002,0.25604166666666667,1.17,-7.32,4.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//17,48,07::05:03,17::45:04,12::24:46,5.604,14.879,2.574,3.137,3.019,9.331,0.666,3.138,1.764,3.138,1.9080000000000001,3.137,8.463000000000001,9.939,37.302,2.979,1.227986111111111,4.95,-3.71,5.49,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//18,49,07::03:38,17::46:20,12::24:41,5.672,14.905000000000001,3.637,3.137,4.901,9.332,2.6430000000000002,3.137,5.204,3.137,0.994,3.138,19.827,4.119,65.938,2.587,2.358611111111111,4.32,-1.3800000000000001,5.75,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//19,50,07::01:43,17::48:02,12::24:35,5.739,14.925,4.329,3.137,6.033,9.332,3.798,3.137,8.491,3.137,0.531,3.137,25.297,3.551,76.804,2.367,0.8383680555555555,2.8000000000000003,-5.4,8.42,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//20,51,07::00:34,17::49:07,12::24:29,5.807,15.08,4.352,3.137,5.97,9.332,3.67,3.137,8.101,3.137,0.682,3.1390000000000002,25.292,3.584,77.135,2.4090000000000003,0.42413194444444446,1.51,-6.34,8.790000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//21,52,06::59:18,17::50:06,12::24:22,5.876,15.103,4.292,3.137,5.863,9.332,3.607,3.137,7.883,3.137,0.685,3.138,24.503,3.7,75.273,2.387,0.35576388888888894,1.6,-4.67,10.89,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//22,53,06::57:26,17::51:21,12::24:15,5.945,15.138,4.29,3.137,5.857,9.332,3.644,3.137,7.9350000000000005,3.137,0.645,3.1390000000000002,24.363,3.721,74.684,2.372,0.2657638888888889,1.4000000000000001,-3.73,13.19,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//23,54,06::55:57,17::53:02,12::24:06,6.015000000000001,15.167,4.374,3.2,5.958,9.564,3.745,3.186,8.126,3.305,0.629,3.286,24.619,3.682,75.101,2.383,0.27048611111111115,1.36,-2.15,15.23,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//24,55,06::54:44,17::54:06,12::23:57,6.085,15.304,4.437,3.178,6.014,9.51,3.729,3.165,7.848,3.244,0.709,3.243,24.895,3.641,76.549,2.443,0.29857638888888893,1.4000000000000001,-2.19,13.06,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//25,56,06::53:03,17::55:04,12::23:48,6.155,15.336,3.373,3.137,4.139,9.332,1.5210000000000001,3.136,2.835,3.137,1.852,3.137,14.949,5.75,53.766,2.759,1.1857638888888888,4.66,-1.49,18.54,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//26,57,06::51:13,17::56:17,12::23:38,6.226,15.371,3.384,3.137,4.0680000000000005,9.331,1.307,3.137,2.232,3.137,2.077,3.137,14.622,5.418,53.885,2.7720000000000002,4.039722222222222,6.04,5.53,18.26,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//27,58,06::50:02,17::57:56,12::23:28,6.297,15.391,2.162,3.138,2.307,9.332,0.112,3.128,0.194,3.137,2.051,3.137,5.908,12.855,31.563000000000002,3.007,2.0455208333333337,4.45,6.84,13.56,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//2//28,59,06::48:26,17::59:02,12::23:16,6.368,15.537,3.467,3.137,3.96,9.332,1.2650000000000001,3.137,2.432,3.137,2.202,3.137,14.827,5.298,52.176,2.711,0.6098611111111112,3.33,4.01,14.76,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//1,60,06::46:23,17::59:58,12::23:05,6.44,15.576,4.758,3.137,6.304,9.332,3.851,3.137,7.582,3.137,0.908,3.136,27.928,3.168,84.434,2.342,3.285138888888889,9.61,2.91,11.78,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//2,61,06::45:13,18::01:08,12::22:53,6.5120000000000005,15.596,3.3000000000000003,3.137,3.919,9.331,1.087,3.137,2.719,3.137,2.213,3.138,13.985,6.68,48.115,2.6790000000000003,2.0246875,5.29,1.78,10.13,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//3,62,06::43:39,18::02:44,12::22:40,6.5840000000000005,15.624,1.944,3.136,1.973,9.334,0.01,3.16,0.017,3.123,1.933,3.138,3.161,24.802,24.173000000000002,4.176,0.7371875,3.64,1.93,7.19,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//4,63,06::41:28,18::03:54,12::22:27,6.656000000000001,15.758000000000001,3.142,3.137,3.698,9.331,0.964,3.1390000000000002,2.203,3.137,2.178,3.136,13.004,7.222,48.509,2.668,3.280138888888889,7.140000000000001,-0.7000000000000001,8.56,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//5,64,06::40:18,18::04:48,12::22:14,6.729,15.801,1.828,3.136,1.798,9.333,0.,100,0.,100,1.828,3.136,2.813,30.774,23.103,4.356,2.9789236111111115,5.34,5.15,6.94,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//6,65,06::38:45,18::05:54,12::22:00,6.8020000000000005,15.829,2.5140000000000002,3.136,2.718,9.333,0.302,3.137,0.63,3.136,2.212,3.136,8.013,11.313,36.231,3.041,0.8506944444444444,3.2600000000000002,4.2700000000000005,10.540000000000001,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//7,66,06::36:33,18::07:25,12::21:46,6.8740000000000006,15.849,3.434,3.137,4.023,9.333,1.681,3.137,3.081,3.137,1.7530000000000001,3.137,15.573,5.457,54.627,2.677,0.35715277777777776,2.2800000000000002,1.51,8.98,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//8,67,06::35:20,18::08:44,12::21:31,6.947,16.006,1.3820000000000001,3.137,1.353,9.335,0.001,3.2,0.023,3.137,1.381,3.137,0.447,169.911,16.766000000000002,5.6610000000000005,0.2656597222222222,2.11,0.43,7.66,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//9,68,06::33:45,18::09:35,12::21:16,7.0200000000000005,16.034,1.593,3.136,1.363,9.332,0.002,3.38,0.005,2.846,1.591,3.136,1.6340000000000001,54.978,19.587,4.93,0.11947916666666665,1.37,-1.26,4.16,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//10,69,06::31:31,18::10:36,12::21:00,7.093,16.054000000000002,2.062,3.137,1.947,9.333,0.155,3.1390000000000002,0.354,3.1390000000000002,1.907,3.137,1.73,35.408,20.334,4.315,0.17902777777777779,2.61,-1.68,3.85,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//11,70,06::30:17,18::11:57,12::20:45,7.166,16.096,5.025,3.137,6.313,9.332,4.05,3.137,7.234,3.137,0.975,3.136,25.702,3.383,84.08,2.449,0.2937152777777778,3.27,-2.5300000000000002,8.03,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//12,71,06::28:41,18::13:31,12::20:29,7.239,16.125,3.21,3.137,3.572,9.332,0.886,3.136,2.0460000000000003,3.138,2.324,3.137,12.734,7.968,47.726,2.766,0.19284722222222225,1.86,-5.04,7.25,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//13,72,06::26:27,18::14:20,12::20:12,7.312,16.258,3.235,3.137,3.555,9.333,0.715,3.137,1.304,3.136,2.52,3.137,12.988,7.17,48.57,2.838,1.9282986111111116,5.71,-2.95,8.07,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//14,73,06::25:13,18::15:17,12::19:56,7.385,16.302,2.758,3.137,2.573,9.332,0.677,3.138,1.537,3.136,2.08,3.138,9.338000000000001,9.022,39.226,2.906,0.38763888888888887,3.22,-0.61,8.91,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//15,74,06::23:32,18::16:29,12::19:39,7.458,16.331,3.2,3.137,3.383,9.333,0.47900000000000004,3.136,0.739,3.137,2.721,3.137,12.149000000000001,7.602,48.773,2.822,0.8938194444444445,5.1000000000000005,-0.78,12.15,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//16,75,06::21:22,18::18:03,12::19:22,7.531000000000001,16.372,3.172,3.137,3.315,9.332,0.337,3.141,0.81,3.138,2.835,3.137,11.816,7.7410000000000005,46.410000000000004,2.882,1.405625,3.8200000000000003,3.54,9.85,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//17,76,06::20:05,18::19:02,12::19:05,7.603,16.507,3.943,3.137,4.525,9.332,1.78,3.137,3.1790000000000003,3.137,2.1630000000000003,3.137,17.990000000000002,5.498,60.585,2.603,0.5725347222222221,2.66,-0.31,10.02,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//18,77,06::18:21,18::19:55,12::18:47,7.676,16.538,4.1690000000000005,3.137,4.586,9.332,1.175,3.137,2.38,3.137,2.994,3.136,18.234,5.676,61.526,2.584,0.5454166666666667,1.92,-0.06,8.31,0.,0.,0.,0.,0.,0.,0.,0.,-
2006//3//19,78,06::16:15,18::21:00,12::18:30,7.748,16.576,5.944,3.137,7.344,9.333,5.112,3.137,9.191,3.137,0.833,3.137,32.584,3.184,97.325,2.357,0.6439583333333333,3.83,-3.47,12.11,0.,0.,0.,0.,0.,0.,0.,0.,-
