Station ID Number:,94170,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,NOTES
2000.3307528840317,122.05555555555554,2000-05-01--01:20:00,118.15523,23.19302,0,0.,0.71,12,-0.43,72,-0.43,12,0.71,72,9.49,11,-8.09,11,-0.89,11,-
2000.3307623709777,122.05902777777777,2000-05-01--01:25:00,117.78762,24.494030000000002,0,0.,1.1,12,0.47000000000000003,72,0.47000000000000003,12,1.1,72,10.22,11,-7.7,11,0.01,11,-
2000.3307718579238,122.0625,2000-05-01--01:30:00,117.40135000000001,25.783610000000003,0,0.,1.76,12,0.24,72,0.24,12,1.76,72,10.02,11,-7.04,11,-0.22,11,-
2000.3307813448696,122.06597222222221,2000-05-01--01:35:00,116.99679,27.06145,0,0.,1.7,12,0.35000000000000003,72,0.35000000000000003,12,1.7,72,9.950000000000001,11,-7.1000000000000005,11,-0.11,11,-
2000.3307908318156,122.06944444444444,2000-05-01--01:40:00,116.57430000000001,28.327280000000002,0,0.,1.6300000000000001,12,0.37,72,0.37,12,1.6300000000000001,72,9.8,11,-7.17,11,-0.09,11,-
2000.3308003187615,122.07291666666666,2000-05-01--01:45:00,116.13425000000001,29.58085,0,0.,2.52,12,-0.15,72,-0.15,12,2.52,72,9.55,11,-6.28,11,-0.61,11,-
2000.3308098057075,122.07638888888889,2000-05-01--01:50:00,115.67704,30.821970000000004,0,0.,1.86,12,0.,72,0.,12,1.86,72,9.41,11,-6.94,11,-0.46,11,-
2000.3308192926536,122.0798611111111,2000-05-01--01:55:00,115.20303000000001,32.05048,0,0.,2.52,12,0.11,72,0.11,12,2.52,72,9.450000000000001,11,-6.28,11,-0.35000000000000003,11,-
2000.3308287795994,122.08333333333333,2000-05-01--02:00:00,114.71263,33.26624,0,0.,2.74,12,0.,72,0.,12,2.74,72,9.370000000000001,11,-6.0600000000000005,11,-0.46,11,-
2000.3308382665455,122.08680555555554,2000-05-01--02:05:00,114.20621000000001,34.46918,0,0.,2.15,12,-0.63,72,-0.63,12,2.15,72,8.8,11,-6.65,11,-1.09,11,-
2000.3308477534913,122.09027777777777,2000-05-01--02:10:00,113.68417000000001,35.65923,0,0.,0.87,12,-0.42,72,-0.42,12,0.87,72,8.08,11,-7.930000000000001,11,-0.88,11,-
2000.3308572404374,122.09375,2000-05-01--02:15:00,113.1469,36.83635,0,0.,0.67,12,-0.86,72,-0.86,12,0.67,72,7.58,11,-8.13,11,-1.32,11,-
2000.3308667273834,122.09722222222221,2000-05-01--02:20:00,112.59479,38.00057,0,0.,1.18,12,-1.37,72,-1.37,12,1.18,72,7.12,11,-7.62,11,-1.83,11,-
2000.3308762143292,122.10069444444444,2000-05-01--02:25:00,112.02822,39.151900000000005,0,0.,1.1,12,-0.7000000000000001,72,-0.7000000000000001,12,1.1,72,6.8,11,-7.7,11,-1.16,11,-
2000.3308857012753,122.10416666666666,2000-05-01--02:30:00,111.44758,40.290400000000005,0,0.,2.27,12,-0.76,72,-0.76,12,2.27,72,6.7,11,-6.53,11,-1.22,11,-
2000.3308951882211,122.10763888888889,2000-05-01--02:35:00,110.85325,41.416160000000005,0,0.,2.06,12,-0.28,72,-0.28,12,2.06,72,6.78,11,-6.74,11,-0.74,11,-
2000.3309046751672,122.1111111111111,2000-05-01--02:40:00,110.24561000000001,42.52928,0,0.,2.23,12,0.15,72,0.15,12,2.23,72,7.16,11,-6.57,11,-0.31,11,-
2000.330914162113,122.11458333333333,2000-05-01--02:45:00,109.62503000000001,43.629900000000006,0,0.,2.27,12,0.54,72,0.54,12,2.27,72,7.42,11,-6.53,11,0.08,11,-
2000.330923649059,122.11805555555554,2000-05-01--02:50:00,108.99188000000001,44.718160000000005,0,0.,2.35,12,0.58,72,0.58,12,2.35,72,7.57,11,-6.45,11,0.12,11,-
2000.3309331360051,122.12152777777777,2000-05-01--02:55:00,108.34652000000001,45.794230000000006,0,0.,2.66,12,0.98,72,0.98,12,2.66,72,7.7700000000000005,11,-6.140000000000001,11,0.52,11,-
2000.330942622951,122.125,2000-05-01--03:00:00,107.68931,46.858290000000004,0,0.,2.14,12,1.78,72,1.78,12,2.14,72,8.34,11,-6.66,11,1.32,11,-
2000.330952109897,122.12847222222221,2000-05-01--03:05:00,107.02059000000001,47.91055,0,0.,1.3,12,1.23,72,1.23,12,1.3,72,8.28,11,-7.5,11,0.77,11,-
2000.3309615968428,122.13194444444444,2000-05-01--03:10:00,106.34071000000002,48.951220000000006,0,0.,1.33,12,0.41000000000000003,72,0.41000000000000003,12,1.33,72,8.03,11,-7.47,11,-0.05,11,-
2000.3309710837889,122.13541666666666,2000-05-01--03:15:00,105.65,49.980540000000005,0,0.,0.97,12,0.09,72,0.09,12,0.97,72,7.84,11,-7.83,11,-0.37,11,-
2000.330980570735,122.13888888888889,2000-05-01--03:20:00,104.94878000000001,50.99875,0,0.,0.8300000000000001,12,0.39,72,0.39,12,0.8300000000000001,72,7.8500000000000005,11,-7.97,11,-0.07,11,-
2000.3309900576808,122.1423611111111,2000-05-01--03:25:00,104.23737000000001,52.00609000000001,0,0.,0.6900000000000001,12,1.53,72,1.53,12,0.6900000000000001,72,8.39,11,-8.11,11,1.07,11,-
2000.3309995446268,122.14583333333333,2000-05-01--03:30:00,103.51608,53.002840000000006,0,0.,0.5700000000000001,12,1.78,72,1.78,12,0.5700000000000001,72,8.98,11,-8.23,11,1.32,11,-
2000.3310090315726,122.14930555555554,2000-05-01--03:35:00,102.7852,53.98926,0,0.,0.72,12,1.08,72,1.08,12,0.72,72,9.09,11,-8.08,11,0.62,11,-
2000.3310185185187,122.15277777777777,2000-05-01--03:40:00,102.04501,54.96564000000001,0,0.,0.47000000000000003,12,0.2,72,0.2,12,0.47000000000000003,72,8.82,11,-8.33,11,-0.26,11,-
2000.3310280054648,122.15625,2000-05-01--03:45:00,101.29577,55.93226000000001,0,0.,-0.17,12,0.24,72,0.24,12,-0.17,72,8.73,11,-8.97,11,-0.22,11,-
2000.3310374924106,122.15972222222221,2000-05-01--03:50:00,100.53775,56.889430000000004,0,0.,-0.34,12,0.38,72,0.38,12,-0.34,72,8.71,11,-9.14,11,-0.08,11,-
2000.3310469793566,122.16319444444444,2000-05-01--03:55:00,99.77115,57.837430000000005,0,0.,-0.18,12,0.33,72,0.33,12,-0.18,72,8.67,11,-8.98,11,-0.13,11,-
2000.3310564663025,122.16666666666666,2000-05-01--04:00:00,98.99617,58.776590000000006,0,0.,0.84,12,-0.02,72,-0.02,12,0.84,72,8.41,11,-7.96,11,-0.48,11,-
2000.3310659532485,122.17013888888889,2000-05-01--04:05:00,98.21296000000001,59.70720000000001,0,0.,1.4000000000000001,12,0.04,72,0.04,12,1.4000000000000001,72,8.18,11,-7.4,11,-0.42,11,-
2000.3310754401946,122.1736111111111,2000-05-01--04:10:00,97.42161,60.62959000000001,0,0.,1.16,12,-1.6300000000000001,72,-1.6300000000000001,12,1.16,72,6.95,11,-7.640000000000001,11,-2.09,11,-
2000.3310849271404,122.17708333333333,2000-05-01--04:15:00,96.62211,61.54408000000001,0,0.,0.53,12,-1.35,72,-1.35,12,0.53,72,6.2,11,-8.27,11,-1.81,11,-
2000.3310944140865,122.18055555555554,2000-05-01--04:20:00,95.81429000000001,62.45098000000001,0,0.,1.98,12,-0.4,72,-0.4,12,1.98,72,6.55,11,-6.82,11,-0.86,11,-
2000.3311039010323,122.18402777777777,2000-05-01--04:25:00,94.99767000000001,63.35063,0,0.,2.2800000000000002,12,0.16,72,0.16,12,2.2800000000000002,72,7.07,11,-6.5200000000000005,11,-0.3,11,-
2000.3311133879783,122.1875,2000-05-01--04:30:00,94.17123000000001,64.24334,0,0.,3.16,12,0.12,72,0.12,12,3.16,72,7.11,11,-5.64,11,-0.34,11,-
2000.3311228749242,122.19097222222221,2000-05-01--04:35:00,93.33268000000001,65.12947000000001,0,0.,4.21,12,0.17,72,0.17,12,4.21,72,7.,11,-4.59,11,-0.29,11,-
2000.3311323618702,122.19444444444444,2000-05-01--04:40:00,92.47646,66.00933,0,0.,5.99,12,0.07,72,0.07,12,5.99,72,6.9,11,-2.81,11,-0.39,11,-
2000.3311418488163,122.19791666666666,2000-05-01--04:45:00,91.58600000000001,66.88327000000001,0,0.,8.02,12,0.29,72,0.29,12,8.02,72,6.87,11,-0.78,11,-0.17,11,-
2000.3311513357621,122.20138888888889,2000-05-01--04:50:00,90.58399000000001,67.75163,0,0.,7.32,12,0.73,72,0.73,12,7.32,72,6.76,11,-1.48,11,0.27,11,-
2000.3311608227082,122.2048611111111,2000-05-01--04:55:00,89.60354000000001,68.61474000000001,6.3,910.3100000000001,6.7700000000000005,12,0.06,72,8.43,12,6.71,72,6.68,11,-2.0300000000000002,11,7.97,11,-
2000.331170309654,122.20833333333333,2000-05-01--05:00:00,88.86161000000001,69.47296,26.73,1345.24,7.72,12,0.15,72,7.61,12,7.57,72,6.25,11,-1.08,11,7.15,11,-
2000.3311797966,122.21180555555554,2000-05-01--05:05:00,88.08499,70.32662,44.95,1345.23,9.57,12,0.36,72,10.84,12,9.21,72,6.03,11,0.77,11,10.38,11,-
2000.331189283546,122.21527777777777,2000-05-01--05:10:00,87.28299000000001,71.17609,63.77,1345.23,12.55,12,0.26,72,5.46,12,12.290000000000001,72,6.15,11,3.75,11,5.,11,-
2000.331198770492,122.21875,2000-05-01--05:15:00,86.46274000000001,72.02170000000001,83.,1345.23,14.27,12,0.27,72,4.4,12,14.,72,6.09,11,5.47,11,3.94,11,-
2000.331208257438,122.22222222222221,2000-05-01--05:20:00,85.62899,72.86382,102.53,1345.23,15.88,12,0.14,72,1.87,12,15.74,72,5.89,11,7.08,11,1.41,11,-
2000.3312177443838,122.22569444444444,2000-05-01--05:25:00,84.78281000000001,73.70280000000001,122.32000000000001,1345.23,17.96,12,0.07,72,0.8,12,17.89,72,6.01,11,9.16,11,0.34,11,-
2000.3312272313299,122.22916666666666,2000-05-01--05:30:00,83.92932,74.53901,142.26,1345.22,20.07,12,0.04,72,0.41000000000000003,12,20.03,72,5.72,11,11.27,11,-0.05,11,-
2000.331236718276,122.23263888888889,2000-05-01--05:35:00,83.06814000000001,75.37281,162.35,1345.22,23.48,12,0.06,72,0.47000000000000003,12,23.42,72,5.95,11,14.68,11,0.01,11,-
2000.3312462052218,122.2361111111111,2000-05-01--05:40:00,82.20100000000001,76.20457,182.54,1345.22,28.650000000000002,12,0.11,72,0.8200000000000001,12,28.54,72,6.12,11,19.85,11,0.36,11,-
2000.3312556921678,122.23958333333333,2000-05-01--05:45:00,81.32869000000001,77.03467,202.81,1345.22,38.24,12,2.48,72,16.42,12,35.76,72,6.09,11,29.44,11,15.96,11,-
2000.3312651791136,122.24305555555554,2000-05-01--05:50:00,80.45183,77.86348000000001,223.14000000000001,1345.21,76.67,12,33.980000000000004,72,204.88,12,42.69,72,6.34,11,67.87,11,204.42000000000002,11,-
2000.3312746660597,122.24652777777777,2000-05-01--05:55:00,79.57094000000001,78.69139000000001,243.51,1345.21,122.24000000000001,12,75.55,72,417.38,12,46.69,72,6.83,11,113.44,11,416.92,11,-
2000.3312841530058,122.25,2000-05-01--06:00:00,78.68647,79.51879000000001,263.9,1345.21,154.95000000000002,12,105.35000000000001,72,536.99,12,49.6,72,7.96,11,146.15,11,536.53,11,-
2000.3312936399516,122.25347222222221,2000-05-01--06:05:00,77.79878000000001,80.34607000000001,284.3,1345.21,170.14000000000001,12,118.39,72,560.16,12,51.75,72,8.24,11,161.34,11,559.7,11,-
2000.3313031268976,122.25694444444444,2000-05-01--06:10:00,76.90822,81.17363,304.7,1345.2,183.87,12,130.49,72,576.09,12,53.38,72,8.38,11,175.07,11,575.63,11,-
2000.3313126138435,122.26041666666666,2000-05-01--06:15:00,76.01509,82.0019,325.09000000000003,1345.2,190.35,12,136.79,72,566.03,12,53.56,72,8.4,11,181.55,11,565.57,11,-
2000.3313221007895,122.26388888888889,2000-05-01--06:20:00,75.11966000000001,82.83128,345.45,1345.2,188.79,12,134.53,72,523.88,12,54.26,72,8.6,11,179.99,11,523.42,11,-
2000.3313315877353,122.2673611111111,2000-05-01--06:25:00,74.22219000000001,83.66220000000001,365.77,1345.2,213.01,12,156.24,72,574.62,12,56.77,72,8.84,11,204.21,11,574.16,11,-
2000.3313410746814,122.27083333333333,2000-05-01--06:30:00,73.32292000000001,84.49510000000001,386.04,1345.19,246.06,12,187.29,72,652.62,12,58.77,72,8.96,11,237.26,11,652.16,11,-
2000.3313505616275,122.27430555555554,2000-05-01--06:35:00,72.42211,85.33043,406.25,1345.19,255.55,12,194.85,72,645.1800000000001,12,60.7,72,9.18,11,246.75,11,644.72,11,-
2000.3313600485733,122.27777777777777,2000-05-01--06:40:00,71.51996000000001,86.16864000000001,426.39,1345.19,261.36,12,198.65,72,626.72,12,62.71,72,9.06,11,252.56,11,626.26,11,-
2000.3313695355193,122.28125,2000-05-01--06:45:00,70.61670000000001,87.01020000000001,446.45,1345.19,286.71,12,221.57,72,667.61,12,65.14,72,9.15,11,277.91,11,667.15,11,-
2000.3313790224652,122.28472222222221,2000-05-01--06:50:00,69.71256000000001,87.85559,466.42,1345.18,301.44,12,235.84,72,680.19,12,65.6,72,9.68,11,292.64,11,679.73,11,-
2000.3313885094112,122.28819444444444,2000-05-01--06:55:00,68.80775,88.70531000000001,486.28000000000003,1345.18,319.76,12,253.39000000000001,72,700.95,12,66.37,72,10.27,11,310.96,11,700.49,11,-
2000.3313979963573,122.29166666666666,2000-05-01--07:00:00,67.90248000000001,89.55987,506.04,1345.18,335.39,12,268.97,72,714.99,12,66.42,72,10.61,11,326.59000000000003,11,714.53,11,-
2000.331407483303,122.29513888888889,2000-05-01--07:05:00,66.99698000000001,90.41979,525.67,1345.18,355.6,12,287.76,72,736.38,12,67.84,72,10.65,11,346.8,11,735.92,11,-
2000.3314169702492,122.2986111111111,2000-05-01--07:10:00,66.09146000000001,91.28562000000001,545.17,1345.18,378.6,12,309.06,72,762.59,12,69.54,72,10.48,11,369.8,11,762.13,11,-
2000.331426457195,122.30208333333333,2000-05-01--07:15:00,65.18614000000001,92.15790000000001,564.53,1345.17,405.51,12,333.67,72,795.08,12,71.84,72,11.040000000000001,11,396.71000000000004,11,794.62,11,-
2000.331435944141,122.30555555555554,2000-05-01--07:20:00,64.28125,93.03724000000001,583.74,1345.17,419.91,12,349.58,72,805.57,12,70.33,72,11.09,11,411.11,11,805.11,11,-
2000.331445431087,122.30902777777777,2000-05-01--07:25:00,63.37702,93.92421,602.79,1345.17,435.76,12,365.69,72,816.0500000000001,12,70.07000000000001,72,11.25,11,426.96000000000004,11,815.59,11,-
2000.331454918033,122.3125,2000-05-01--07:30:00,62.473670000000006,94.81944000000001,621.6800000000001,1345.17,454.08,12,381.99,72,826.53,12,72.09,72,12.38,11,445.28000000000003,11,826.07,11,-
2000.331464404979,122.31597222222221,2000-05-01--07:35:00,61.57144,95.72358000000001,640.38,1345.16,469.71000000000004,12,397.47,72,834.9200000000001,12,72.24,72,13.38,11,460.91,11,834.46,11,-
