Station ID Number:,94170,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,NOTES
2000.248785670917,92.05555555555556,2000-04-01--01:20:00,128.66658,25.08942,0,0.,1.61,12,-0.43,72,-0.43,12,1.61,72,6.17,11,-5.82,11,-0.7000000000000001,11,-
2000.248795157863,92.05902777777777,2000-04-01--01:25:00,128.26999,26.598290000000002,0,0.,0.78,12,-0.43,72,-0.43,12,0.78,72,5.98,11,-6.65,11,-0.7000000000000001,11,-
2000.2488046448088,92.0625,2000-04-01--01:30:00,127.85217000000002,28.08941,0,0.,0.8200000000000001,12,-0.87,72,-0.87,12,0.8200000000000001,72,5.48,11,-6.61,11,-1.1400000000000001,11,-
2000.248814131755,92.06597222222221,2000-04-01--01:35:00,127.41367000000001,29.562330000000003,0,0.,0.74,12,-0.55,72,-0.55,12,0.74,72,5.5600000000000005,11,-6.69,11,-0.8200000000000001,11,-
2000.248823618701,92.06944444444444,2000-04-01--01:40:00,126.95502,31.016710000000003,0,0.,0.98,12,-0.48,72,-0.48,12,0.98,72,5.63,11,-6.45,11,-0.75,11,-
2000.2488331056468,92.07291666666666,2000-04-01--01:45:00,126.47678,32.45225,0,0.,0.39,12,-0.26,72,-0.26,12,0.39,72,5.75,11,-7.04,11,-0.53,11,-
2000.2488425925928,92.07638888888889,2000-04-01--01:50:00,125.97950000000002,33.868750000000006,0,0.,0.26,12,-0.37,72,-0.37,12,0.26,72,5.83,11,-7.17,11,-0.64,11,-
2000.2488520795387,92.0798611111111,2000-04-01--01:55:00,125.46373000000001,35.266070000000006,0,0.,0.03,12,-0.54,72,-0.54,12,0.03,72,5.87,11,-7.4,11,-0.81,11,-
2000.2488615664847,92.08333333333333,2000-04-01--02:00:00,124.93003000000002,36.644110000000005,0,0.,-0.7000000000000001,12,-0.28,72,-0.28,12,-0.7000000000000001,72,5.8500000000000005,11,-8.13,11,-0.55,11,-
2000.2488710534308,92.08680555555556,2000-04-01--02:05:00,124.37896,38.00287,0,0.,-0.97,12,-0.13,72,-0.13,12,-0.97,72,5.76,11,-8.4,11,-0.4,11,-
2000.2488805403766,92.09027777777777,2000-04-01--02:10:00,123.81107000000002,39.34237,0,0.,-1.21,12,0.2,72,0.2,12,-1.21,72,5.83,11,-8.64,11,-0.07,11,-
2000.2488900273227,92.09375,2000-04-01--02:15:00,123.22690000000001,40.66272,0,0.,-0.56,12,-0.22,72,-0.22,12,-0.56,72,6.08,11,-7.99,11,-0.49,11,-
2000.2488995142685,92.09722222222221,2000-04-01--02:20:00,122.62699,41.964040000000004,0,0.,-0.62,12,-1.17,72,-1.17,12,-0.62,72,5.5,11,-8.05,11,-1.44,11,-
2000.2489090012145,92.10069444444444,2000-04-01--02:25:00,122.01188,43.24653000000001,0,0.,-0.42,12,-1.1,72,-1.1,12,-0.42,72,4.87,11,-7.8500000000000005,11,-1.37,11,-
2000.2489184881604,92.10416666666666,2000-04-01--02:30:00,121.38209,44.51039,0,0.,-0.3,12,-2.33,72,-2.33,12,-0.3,72,3.39,11,-7.73,11,-2.6,11,-
2000.2489279751064,92.10763888888889,2000-04-01--02:35:00,120.73814000000002,45.75589,0,0.,-0.27,12,-1.33,72,-1.33,12,-0.27,72,3.64,11,-7.7,11,-1.6,11,-
2000.2489374620525,92.1111111111111,2000-04-01--02:40:00,120.08053000000001,46.983320000000006,0,0.,0.91,12,-0.44,72,-0.44,12,0.91,72,4.23,11,-6.5200000000000005,11,-0.71,11,-
2000.2489469489983,92.11458333333333,2000-04-01--02:45:00,119.40976,48.19299,0,0.,0.11,12,-0.21,72,-0.21,12,0.11,72,4.11,11,-7.32,11,-0.48,11,-
2000.2489564359444,92.11805555555556,2000-04-01--02:50:00,118.72631000000001,49.38526,0,0.,0.58,12,-0.07,72,-0.07,12,0.58,72,4.26,11,-6.8500000000000005,11,-0.34,11,-
2000.2489659228902,92.12152777777777,2000-04-01--02:55:00,118.03066000000001,50.56049,0,0.,1.1500000000000001,12,0.64,72,0.64,12,1.1500000000000001,72,4.87,11,-6.28,11,0.37,11,-
2000.2489754098362,92.125,2000-04-01--03:00:00,117.32327000000001,51.71907,0,0.,1.49,12,0.56,72,0.56,12,1.49,72,5.2,11,-5.94,11,0.29,11,-
2000.2489848967823,92.12847222222221,2000-04-01--03:05:00,116.60459000000002,52.8614,0,0.,1.8800000000000001,12,0.33,72,0.33,12,1.8800000000000001,72,5.04,11,-5.55,11,0.06,11,-
2000.2489943837281,92.13194444444444,2000-04-01--03:10:00,115.87505000000002,53.98791000000001,0,0.,1.68,12,-0.08,72,-0.08,12,1.68,72,4.87,11,-5.75,11,-0.35000000000000003,11,-
2000.2490038706742,92.13541666666666,2000-04-01--03:15:00,115.13509,55.09901000000001,0,0.,1.02,12,0.12,72,0.12,12,1.02,72,4.74,11,-6.41,11,-0.15,11,-
2000.24901335762,92.13888888888889,2000-04-01--03:20:00,114.38512000000001,56.19516,0,0.,0.65,12,-0.3,72,-0.3,12,0.65,72,4.44,11,-6.78,11,-0.5700000000000001,11,-
2000.249022844566,92.1423611111111,2000-04-01--03:25:00,113.62554000000002,57.276810000000005,0,0.,-0.42,12,-1.86,72,-1.86,12,-0.42,72,2.87,11,-7.8500000000000005,11,-2.13,11,-
2000.2490323315121,92.14583333333333,2000-04-01--03:30:00,112.85673000000001,58.34440000000001,0,0.,0.84,12,-0.52,72,-0.52,12,0.84,72,3.4,11,-6.59,11,-0.79,11,-
2000.249041818458,92.14930555555556,2000-04-01--03:35:00,112.07909000000001,59.3984,0,0.,0.66,12,0.29,72,0.29,12,0.66,72,3.84,11,-6.7700000000000005,11,0.02,11,-
2000.249051305404,92.15277777777777,2000-04-01--03:40:00,111.29298000000001,60.439280000000004,0,0.,0.76,12,-0.19,72,-0.19,12,0.76,72,3.62,11,-6.67,11,-0.46,11,-
2000.2490607923498,92.15625,2000-04-01--03:45:00,110.49874000000001,61.46750000000001,0,0.,0.84,12,-0.26,72,-0.26,12,0.84,72,3.02,11,-6.59,11,-0.53,11,-
2000.249070279296,92.15972222222221,2000-04-01--03:50:00,109.69674,62.483520000000006,0,0.,1.2,12,0.2,72,0.2,12,1.2,72,3.7800000000000002,11,-6.23,11,-0.07,11,-
2000.249079766242,92.16319444444444,2000-04-01--03:55:00,108.88729000000001,63.487820000000006,0,0.,1.28,12,0.35000000000000003,72,0.35000000000000003,12,1.28,72,4.16,11,-6.15,11,0.08,11,-
2000.2490892531878,92.16666666666666,2000-04-01--04:00:00,108.07073000000001,64.48087000000001,0,0.,2.21,12,-0.01,72,-0.01,12,2.21,72,4.29,11,-5.22,11,-0.28,11,-
2000.2490987401338,92.17013888888889,2000-04-01--04:05:00,107.24736000000001,65.46312,0,0.,1.37,12,0.15,72,0.15,12,1.37,72,4.23,11,-6.0600000000000005,11,-0.12,11,-
2000.2491082270797,92.1736111111111,2000-04-01--04:10:00,106.41748000000001,66.43505,0,0.,1.46,12,-0.15,72,-0.15,12,1.46,72,4.0200000000000005,11,-5.97,11,-0.42,11,-
2000.2491177140257,92.17708333333333,2000-04-01--04:15:00,105.58138000000001,67.39712,0,0.,1.52,12,-0.42,72,-0.42,12,1.52,72,3.58,11,-5.91,11,-0.6900000000000001,11,-
2000.2491272009715,92.18055555555556,2000-04-01--04:20:00,104.73934000000001,68.34979,0,0.,1.8,12,-0.37,72,-0.37,12,1.8,72,3.42,11,-5.63,11,-0.64,11,-
2000.2491366879176,92.18402777777777,2000-04-01--04:25:00,103.89161000000001,69.29352,0,0.,1.6,12,0.5700000000000001,72,0.5700000000000001,12,1.6,72,4.09,11,-5.83,11,0.3,11,-
2000.2491461748637,92.1875,2000-04-01--04:30:00,103.03845000000001,70.22875,0,0.,1.08,12,0.84,72,0.84,12,1.08,72,4.48,11,-6.3500000000000005,11,0.5700000000000001,11,-
2000.2491556618095,92.19097222222221,2000-04-01--04:35:00,102.18008,71.15595,0,0.,0.7000000000000001,12,-1.51,72,-1.51,12,0.7000000000000001,72,3.27,11,-6.73,11,-1.78,11,-
2000.2491651487555,92.19444444444444,2000-04-01--04:40:00,101.31673,72.07556000000001,0,0.,-1.22,12,-1.95,72,-1.95,12,-1.22,72,2.06,11,-8.65,11,-2.22,11,-
2000.2491746357014,92.19791666666666,2000-04-01--04:45:00,100.44857,72.98802,0,0.,-1.27,12,-2.,72,-2.,12,-1.27,72,1.47,11,-8.700000000000001,11,-2.27,11,-
2000.2491841226474,92.20138888888889,2000-04-01--04:50:00,99.57577,73.89378,0,0.,-1.04,12,-0.32,72,-0.32,12,-1.04,72,1.93,11,-8.47,11,-0.59,11,-
2000.2491936095935,92.2048611111111,2000-04-01--04:55:00,98.69843,74.79328000000001,0,0.,-0.62,12,-0.7000000000000001,72,-0.7000000000000001,12,-0.62,72,1.44,11,-8.05,11,-0.97,11,-
2000.2492030965393,92.20833333333333,2000-04-01--05:00:00,97.81660000000001,75.68696,0,0.,-0.25,12,0.34,72,0.34,12,-0.25,72,1.85,11,-7.68,11,0.07,11,-
2000.2492125834854,92.21180555555556,2000-04-01--05:05:00,96.93023000000001,76.57524000000001,0,0.,0.37,12,0.68,72,0.68,12,0.37,72,2.43,11,-7.0600000000000005,11,0.41000000000000003,11,-
2000.2492220704312,92.21527777777777,2000-04-01--05:10:00,96.03906,77.45856,0,0.,0.59,12,0.62,72,0.62,12,0.59,72,2.15,11,-6.84,11,0.35000000000000003,11,-
2000.2492315573772,92.21875,2000-04-01--05:15:00,95.14254000000001,78.33734000000001,0,0.,1.48,12,1.96,72,1.96,12,1.48,72,3.33,11,-5.95,11,1.69,11,-
2000.2492410443233,92.22222222222221,2000-04-01--05:20:00,94.23943000000001,79.21202000000001,0,0.,1.28,12,-0.11,72,-0.11,12,1.28,72,2.64,11,-6.15,11,-0.38,11,-
2000.2492505312691,92.22569444444444,2000-04-01--05:25:00,93.32697,80.08302,0,0.,0.86,12,-1.33,72,-1.33,12,0.86,72,1.49,11,-6.57,11,-1.6,11,-
2000.2492600182152,92.22916666666666,2000-04-01--05:30:00,92.39816,80.95076,0,0.,0.35000000000000003,12,0.14,72,0.14,12,0.35000000000000003,72,1.96,11,-7.08,11,-0.13,11,-
2000.249269505161,92.23263888888889,2000-04-01--05:35:00,91.43001000000001,81.81567000000001,0,0.,2.86,12,-0.23,72,-0.23,12,2.86,72,1.42,11,-4.57,11,-0.5,11,-
2000.249278992107,92.2361111111111,2000-04-01--05:40:00,90.28514000000001,82.67817000000001,0,0.,5.3500000000000005,12,2.25,72,2.25,12,5.3500000000000005,72,1.1,11,-2.08,11,1.98,11,-
2000.2492884790531,92.23958333333333,2000-04-01--05:45:00,89.37891,83.53868000000001,14.530000000000001,1340.74,9.22,12,0.42,72,39.09,12,8.8,72,1.72,11,1.79,11,38.82,11,-
2000.249297965999,92.24305555555556,2000-04-01--05:50:00,88.5764,84.39762,33.99,1368.13,15.51,12,3.34,72,134.56,12,12.17,72,2.31,11,8.08,11,134.29,11,-
2000.249307452945,92.24652777777777,2000-04-01--05:55:00,87.74255000000001,85.25541000000001,53.89,1368.1200000000001,27.84,12,5.92,72,150.39000000000001,12,21.92,72,2.54,11,20.41,11,150.12,11,-
2000.2493169398908,92.25,2000-04-01--06:00:00,86.88766000000001,86.11249000000001,74.28,1368.1200000000001,41.67,12,13.21,72,243.27,12,28.46,72,3.0300000000000002,11,34.24,11,243.,11,-
2000.249326426837,92.25347222222221,2000-04-01--06:05:00,86.01898000000001,86.96927000000001,94.98,1368.1200000000001,55.45,12,21.14,72,304.49,12,34.31,72,2.7,11,48.02,11,304.22,11,-
2000.2493359137827,92.25694444444444,2000-04-01--06:10:00,85.13996,87.82619000000001,115.91,1368.1100000000001,65.01,12,26.92,72,317.7,12,38.09,72,2.44,11,57.58,11,317.43,11,-
2000.2493454007288,92.26041666666666,2000-04-01--06:15:00,84.25423,88.68367,136.97,1368.1100000000001,69.17,12,24.57,72,245.37,12,44.6,72,2.83,11,61.74,11,245.1,11,-
2000.2493548876748,92.26388888888889,2000-04-01--06:20:00,83.36349000000001,89.54214,158.11,1368.1100000000001,97.31,12,45.33,72,392.24,12,51.980000000000004,72,3.12,11,89.88,11,391.97,11,-
2000.2493643746207,92.2673611111111,2000-04-01--06:25:00,82.46952,90.40205,179.3,1368.1100000000001,120.2,12,60.79,72,463.84000000000003,12,59.410000000000004,72,3.86,11,112.77,11,463.57,11,-
2000.2493738615667,92.27083333333333,2000-04-01--06:30:00,81.57324000000001,91.26383000000001,200.49,1368.1000000000001,121.54,12,56.99,72,388.88,12,64.55,72,4.73,11,114.11,11,388.61,11,-
2000.2493833485125,92.27430555555556,2000-04-01--06:35:00,80.67542,92.12793,221.67000000000002,1368.1000000000001,133.6,12,67.61,72,417.29,12,65.99,72,5.1000000000000005,11,126.17,11,417.02,11,-
2000.2493928354586,92.27777777777777,2000-04-01--06:40:00,79.77666,92.99480000000001,242.82,1368.1000000000001,132.37,12,66.77,72,376.2,12,65.6,72,5.45,11,124.94,11,375.93,11,-
2000.2494023224046,92.28125,2000-04-01--06:45:00,78.87746000000001,93.8649,263.92,1368.1000000000001,148.56,12,80.16,72,415.51,12,68.4,72,5.74,11,141.13,11,415.24,11,-
2000.2494118093505,92.28472222222221,2000-04-01--06:50:00,77.97828000000001,94.73868,284.95,1368.09,170.33,12,105.45,72,506.29,12,64.88,72,6.09,11,162.9,11,506.02000000000004,11,-
2000.2494212962965,92.28819444444444,2000-04-01--06:55:00,77.07949,95.61662000000001,305.90000000000003,1368.09,191.1,12,129.24,72,578.,12,61.86,72,6.5,11,183.67000000000002,11,577.73,11,-
2000.2494307832424,92.29166666666666,2000-04-01--07:00:00,76.18145000000001,96.4992,326.76,1368.09,213.43,12,153.95000000000002,72,644.57,12,59.480000000000004,72,6.8,11,206.,11,644.3000000000001,11,-
2000.2494402701884,92.29513888888889,2000-04-01--07:05:00,75.28449,97.38689000000001,347.52,1368.08,226.72,12,165.62,72,652.01,12,61.1,72,7.33,11,219.29,11,651.74,11,-
2000.2494497571345,92.2986111111111,2000-04-01--07:10:00,74.3889,98.28018,368.16,1368.08,242.46,12,178.99,72,665.11,12,63.47,72,7.73,11,235.03,11,664.84,11,-
2000.2494592440803,92.30208333333333,2000-04-01--07:15:00,73.495,99.17959,388.67,1368.08,242.01,12,171.98,72,605.36,12,70.03,72,7.930000000000001,11,234.58,11,605.09,11,-
2000.2494687310264,92.30555555555556,2000-04-01--07:20:00,72.60306,100.08562,409.04,1368.08,283.33,12,210.3,72,703.38,12,73.03,72,8.24,11,275.90000000000003,11,703.11,11,-
2000.2494782179722,92.30902777777777,2000-04-01--07:25:00,71.71338,100.99879000000001,429.26,1368.07,312.58,12,237.9,72,758.2,12,74.68,72,8.790000000000001,11,305.15000000000003,11,757.9300000000001,11,-
2000.2494877049182,92.3125,2000-04-01--07:30:00,70.82623000000001,101.91964000000002,449.32,1368.07,310.68,12,240.28,72,731.58,12,70.4,72,9.1,11,303.25,11,731.3100000000001,11,-
