Station ID Number:,94170,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,NOTES
2000.0263167880998,10.631944444444445,2000-01-10--15:10:00,77.80336000000001,223.01701000000003,298.85,1414.54,59.88,12,-0.1,72,-0.46,12,59.88,72,3.0100000000000002,11,52.45,11,-0.47000000000000003,11,-
2000.0263262750457,10.635416666666666,2000-01-10--15:15:00,78.42309,224.01526,283.88,1414.54,55.53,12,-0.09,72,-0.45,12,55.53,72,2.95,11,48.11,11,-0.46,11,-
2000.0263357619917,10.638888888888888,2000-01-10--15:20:00,79.05364,225.00384000000003,268.61,1414.54,47.39,12,-0.02,72,-0.13,12,47.39,72,3.0300000000000002,11,39.97,11,-0.14,11,-
2000.0263452489376,10.64236111111111,2000-01-10--15:25:00,79.69465000000001,225.98289000000003,253.05,1414.54,48.88,12,0.,72,0.,12,48.88,72,3.1,11,41.45,11,-0.01,11,-
2000.0263547358836,10.645833333333332,2000-01-10--15:30:00,80.34571000000001,226.95256,237.22,1414.54,46.22,12,0.,72,0.01,12,46.22,72,3.2,11,38.79,11,0.,11,-
2000.0263642228297,10.649305555555555,2000-01-10--15:35:00,81.00639000000001,227.913,221.13,1414.54,38.78,12,0.,72,0.02,12,38.78,72,3.21,11,31.35,11,0.01,11,-
2000.0263737097755,10.652777777777777,2000-01-10--15:40:00,81.67625000000001,228.86439000000001,204.78,1414.54,38.5,12,0.08,72,0.56,12,38.42,72,3.66,11,31.07,11,0.55,11,-
2000.0263831967216,10.65625,2000-01-10--15:45:00,82.35477,229.80692000000002,188.19,1414.54,29.88,12,0.,72,-0.02,12,29.88,72,3.47,11,22.45,11,-0.03,11,-
2000.0263926836674,10.659722222222221,2000-01-10--15:50:00,83.04141000000001,230.74077000000003,171.37,1414.54,23.7,12,-0.05,72,-0.39,12,23.7,72,3.25,11,16.27,11,-0.4,11,-
2000.0264021706134,10.663194444444445,2000-01-10--15:55:00,83.73551,231.66613,154.35,1414.54,22.44,12,0.,72,0.01,12,22.44,72,3.44,11,15.01,11,0.,11,-
2000.0264116575595,10.666666666666666,2000-01-10--16:00:00,84.43611000000001,232.58323000000001,137.15,1414.54,21.46,12,0.,72,0.01,12,21.46,72,3.42,11,14.030000000000001,11,0.,11,-
2000.0264211445053,10.670138888888888,2000-01-10--16:05:00,85.14246000000001,233.49227000000002,119.78,1414.54,18.68,12,0.01,72,0.06,12,18.67,72,3.5,11,11.25,11,0.05,11,-
2000.0264306314514,10.67361111111111,2000-01-10--16:10:00,85.85311,234.39347,102.29,1414.54,12.44,12,0.,72,0.02,12,12.44,72,3.5700000000000003,11,5.01,11,0.01,11,-
2000.0264401183972,10.677083333333332,2000-01-10--16:15:00,86.56544000000001,235.28706000000003,84.74,1414.54,9.17,12,-0.02,72,-0.36,12,9.17,72,3.46,11,1.74,11,-0.37,11,-
2000.0264496053433,10.680555555555555,2000-01-10--16:20:00,87.27803,236.17328,67.18,1414.54,5.28,12,-0.01,72,-0.17,12,5.28,72,3.46,11,-2.14,11,-0.18,11,-
2000.026459092289,10.684027777777777,2000-01-10--16:25:00,87.98713000000001,237.05237000000002,49.68,1414.54,3.68,12,-0.02,72,-0.68,12,3.68,72,3.47,11,-3.75,11,-0.6900000000000001,11,-
2000.0264685792351,10.6875,2000-01-10--16:30:00,88.68725,237.92457000000002,32.410000000000004,1414.54,1.53,12,-0.02,72,-0.6900000000000001,12,1.53,72,3.44,11,-5.9,11,-0.7000000000000001,11,-
2000.0264780661812,10.690972222222221,2000-01-10--16:35:00,89.37104000000001,238.79013000000003,15.530000000000001,1414.54,0.23,12,0.,72,-0.08,12,0.23,72,3.5700000000000003,11,-7.2,11,-0.09,11,-
2000.026487553127,10.694444444444445,2000-01-10--16:40:00,90.05511000000001,239.64931,0,0.,-0.9,12,-0.26,72,-0.26,12,-0.9,72,3.65,11,-8.33,11,-0.27,11,-
2000.026497040073,10.697916666666666,2000-01-10--16:45:00,91.14835000000001,240.50237,0,0.,-1.62,12,-0.98,72,-0.98,12,-1.62,72,3.52,11,-9.040000000000001,11,-0.99,11,-
2000.026506527019,10.701388888888888,2000-01-10--16:50:00,92.02547000000001,241.34957000000003,0,0.,-2.5100000000000002,12,-1.16,72,-1.16,12,-2.5100000000000002,72,3.42,11,-9.94,11,-1.17,11,-
2000.026516013965,10.70486111111111,2000-01-10--16:55:00,92.86361000000001,242.19119,0,0.,-2.94,12,-1.11,72,-1.11,12,-2.94,72,3.36,11,-10.370000000000001,11,-1.12,11,-
2000.026525500911,10.708333333333332,2000-01-10--17:00:00,93.69112000000001,243.02749000000003,0,0.,-2.8000000000000003,12,-0.54,72,-0.54,12,-2.8000000000000003,72,3.42,11,-10.22,11,-0.55,11,-
2000.0265349878568,10.711805555555555,2000-01-10--17:05:00,94.51652000000001,243.85876000000002,0,0.,-2.7,12,-0.62,72,-0.62,12,-2.7,72,3.4,11,-10.120000000000001,11,-0.63,11,-
2000.026544474803,10.715277777777777,2000-01-10--17:10:00,95.34321000000001,244.68527000000003,0,0.,-2.38,12,-0.05,72,-0.05,12,-2.38,72,3.5100000000000002,11,-9.8,11,-0.06,11,-
2000.0265539617487,10.71875,2000-01-10--17:15:00,96.17272000000001,245.50731000000002,0,0.,-1.78,12,-0.22,72,-0.22,12,-1.78,72,3.5,11,-9.200000000000001,11,-0.23,11,-
2000.0265634486948,10.722222222222221,2000-01-10--17:20:00,97.00579,246.32517,0,0.,-1.56,12,-0.04,72,-0.04,12,-1.56,72,3.54,11,-8.99,11,-0.05,11,-
2000.0265729356408,10.725694444444445,2000-01-10--17:25:00,97.84279000000001,247.13915000000003,0,0.,-1.3800000000000001,12,0.19,72,0.19,12,-1.3800000000000001,72,3.7,11,-8.81,11,0.18,11,-
2000.0265824225867,10.729166666666666,2000-01-10--17:30:00,98.68387000000001,247.94954,0,0.,-1.32,12,0.1,72,0.1,12,-1.32,72,3.79,11,-8.75,11,0.09,11,-
2000.0265919095327,10.732638888888888,2000-01-10--17:35:00,99.52908000000001,248.75666,0,0.,-1.17,12,0.2,72,0.2,12,-1.17,72,3.91,11,-8.6,11,0.19,11,-
2000.0266013964786,10.73611111111111,2000-01-10--17:40:00,100.37840000000001,249.56080000000003,0,0.,-1.31,12,0.08,72,0.08,12,-1.31,72,4.1,11,-8.74,11,0.07,11,-
2000.0266108834246,10.739583333333332,2000-01-10--17:45:00,101.23174,250.36229000000003,0,0.,-1.28,12,-0.37,72,-0.37,12,-1.28,72,3.89,11,-8.71,11,-0.38,11,-
2000.0266203703707,10.743055555555555,2000-01-10--17:50:00,102.08902,251.16144000000003,0,0.,-1.22,12,-0.33,72,-0.33,12,-1.22,72,3.8000000000000003,11,-8.65,11,-0.34,11,-
2000.0266298573165,10.746527777777777,2000-01-10--17:55:00,102.95012000000001,251.95858,0,0.,-1.33,12,-0.13,72,-0.13,12,-1.33,72,3.7600000000000002,11,-8.76,11,-0.14,11,-
2000.0266393442625,10.75,2000-01-10--18:00:00,103.81490000000001,252.75404000000003,0,0.,-1.2,12,0.14,72,0.14,12,-1.2,72,3.9,11,-8.63,11,0.13,11,-
2000.0266488312084,10.753472222222221,2000-01-10--18:05:00,104.68324000000001,253.54815000000002,0,0.,-1.26,12,0.06,72,0.06,12,-1.26,72,3.93,11,-8.69,11,0.05,11,-
2000.0266583181544,10.756944444444445,2000-01-10--18:10:00,105.55498000000001,254.34127,0,0.,-1.12,12,-0.07,72,-0.07,12,-1.12,72,3.85,11,-8.540000000000001,11,-0.08,11,-
2000.0266678051003,10.760416666666666,2000-01-10--18:15:00,106.42998000000001,255.13375000000002,0,0.,-1.2,12,0.05,72,0.05,12,-1.2,72,3.9,11,-8.620000000000001,11,0.04,11,-
2000.0266772920463,10.763888888888888,2000-01-10--18:20:00,107.30809,255.92594000000003,0,0.,-1.3900000000000001,12,-0.06,72,-0.06,12,-1.3900000000000001,72,3.81,11,-8.82,11,-0.07,11,-
2000.0266867789924,10.76736111111111,2000-01-10--18:25:00,108.18916000000002,256.71823,0,0.,-0.93,12,0.38,72,0.38,12,-0.93,72,4.0600000000000005,11,-8.36,11,0.37,11,-
2000.0266962659382,10.770833333333332,2000-01-10--18:30:00,109.07303,257.51097000000004,0,0.,-1.2,12,-0.08,72,-0.08,12,-1.2,72,3.91,11,-8.620000000000001,11,-0.09,11,-
2000.0267057528843,10.774305555555555,2000-01-10--18:35:00,109.95953000000002,258.30458000000004,0,0.,-0.79,12,0.04,72,0.04,12,-0.79,72,3.9,11,-8.21,11,0.03,11,-
2000.02671523983,10.777777777777777,2000-01-10--18:40:00,110.84853000000001,259.09944,0,0.,-0.99,12,-0.07,72,-0.07,12,-0.99,72,3.83,11,-8.42,11,-0.08,11,-
2000.0267247267761,10.78125,2000-01-10--18:45:00,111.73985,259.89597000000003,0,0.,-1.1,12,-0.13,72,-0.13,12,-1.1,72,3.7600000000000002,11,-8.53,11,-0.14,11,-
2000.0267342137222,10.784722222222221,2000-01-10--18:50:00,112.63334,260.69459,0,0.,-1.32,12,-0.14,72,-0.14,12,-1.32,72,3.67,11,-8.75,11,-0.15,11,-
2000.026743700668,10.788194444444445,2000-01-10--18:55:00,113.52883000000001,261.49574,0,0.,-0.91,12,-0.06,72,-0.06,12,-0.91,72,3.62,11,-8.34,11,-0.07,11,-
2000.026753187614,10.791666666666666,2000-01-10--19:00:00,114.42615,262.29987,0,0.,-1.3,12,0.29,72,0.29,12,-1.3,72,3.86,11,-8.73,11,0.28,11,-
2000.02676267456,10.795138888888888,2000-01-10--19:05:00,115.32516000000001,263.10744,0,0.,-0.9500000000000001,12,0.07,72,0.07,12,-0.9500000000000001,72,3.71,11,-8.370000000000001,11,0.06,11,-
2000.026772161506,10.79861111111111,2000-01-10--19:10:00,116.22566,263.91896,0,0.,-0.62,12,0.1,72,0.1,12,-0.62,72,3.83,11,-8.040000000000001,11,0.09,11,-
2000.026781648452,10.802083333333332,2000-01-10--19:15:00,117.12751000000002,264.73491,0,0.,-1.04,12,0.3,72,0.3,12,-1.04,72,3.91,11,-8.46,11,0.29,11,-
2000.0267911353978,10.805555555555555,2000-01-10--19:20:00,118.03051,265.55582000000004,0,0.,-1.2,12,0.17,72,0.17,12,-1.2,72,3.97,11,-8.620000000000001,11,0.16,11,-
2000.026800622344,10.809027777777777,2000-01-10--19:25:00,118.93450000000001,266.38223000000005,0,0.,-1.04,12,0.14,72,0.14,12,-1.04,72,4.04,11,-8.47,11,0.13,11,-
2000.0268101092897,10.8125,2000-01-10--19:30:00,119.83930000000001,267.21471,0,0.,-1.09,12,0.07,72,0.07,12,-1.09,72,4.05,11,-8.52,11,0.06,11,-
2000.0268195962358,10.815972222222221,2000-01-10--19:35:00,120.74472000000002,268.05385,0,0.,-0.91,12,0.41000000000000003,72,0.41000000000000003,12,-0.91,72,4.3100000000000005,11,-8.34,11,0.4,11,-
2000.0268290831818,10.819444444444445,2000-01-10--19:40:00,121.65057000000002,268.90026,0,0.,-1.3,12,-0.23,72,-0.23,12,-1.3,72,4.01,11,-8.72,11,-0.24,11,-
2000.0268385701277,10.822916666666666,2000-01-10--19:45:00,122.55667000000001,269.75460000000004,0,0.,-1.1500000000000001,12,0.01,72,0.01,12,-1.1500000000000001,72,4.0200000000000005,11,-8.58,11,0.,11,-
2000.0268480570737,10.826388888888888,2000-01-10--19:50:00,123.46281,270.61752,0,0.,-1.5,12,-0.14,72,-0.14,12,-1.5,72,4.1,11,-8.93,11,-0.15,11,-
2000.0268575440195,10.82986111111111,2000-01-10--19:55:00,124.36878000000002,271.48975,0,0.,-2.05,12,-0.04,72,-0.04,12,-2.05,72,4.25,11,-9.48,11,-0.05,11,-
2000.0268670309656,10.833333333333332,2000-01-10--20:00:00,125.27438000000001,272.37202,0,0.,-1.92,12,0.39,72,0.39,12,-1.92,72,4.28,11,-9.35,11,0.38,11,-
2000.0268765179114,10.836805555555555,2000-01-10--20:05:00,126.17939000000001,273.26511000000005,0,0.,-1.55,12,-0.13,72,-0.13,12,-1.55,72,4.18,11,-8.98,11,-0.14,11,-
2000.0268860048575,10.840277777777777,2000-01-10--20:10:00,127.08357000000001,274.16984,0,0.,-2.4,12,-0.65,72,-0.65,12,-2.4,72,4.23,11,-9.83,11,-0.66,11,-
2000.0268954918035,10.84375,2000-01-10--20:15:00,127.98670000000001,275.08707000000004,0,0.,-2.38,12,0.36,72,0.36,12,-2.38,72,4.46,11,-9.8,11,0.35000000000000003,11,-
2000.0269049787494,10.847222222222221,2000-01-10--20:20:00,128.88852,276.01772,0,0.,-1.37,12,0.11,72,0.11,12,-1.37,72,4.3500000000000005,11,-8.790000000000001,11,0.1,11,-
2000.0269144656954,10.850694444444445,2000-01-10--20:25:00,129.78877,276.96275,0,0.,-1.09,12,0.25,72,0.25,12,-1.09,72,4.43,11,-8.52,11,0.24,11,-
2000.0269239526413,10.854166666666666,2000-01-10--20:30:00,130.68718,277.92316,0,0.,-1.57,12,-0.15,72,-0.15,12,-1.57,72,4.21,11,-9.,11,-0.16,11,-
2000.0269334395873,10.857638888888888,2000-01-10--20:35:00,131.58348,278.90004000000005,0,0.,-1.2,12,0.,72,0.,12,-1.2,72,4.17,11,-8.620000000000001,11,-0.01,11,-
2000.0269429265334,10.86111111111111,2000-01-10--20:40:00,132.47735,279.89450000000005,0,0.,-1.12,12,0.28,72,0.28,12,-1.12,72,4.3100000000000005,11,-8.540000000000001,11,0.27,11,-
2000.0269524134792,10.864583333333332,2000-01-10--20:45:00,133.36848,280.90776,0,0.,-1.12,12,-0.07,72,-0.07,12,-1.12,72,4.2700000000000005,11,-8.540000000000001,11,-0.08,11,-
2000.0269619004252,10.868055555555555,2000-01-10--20:50:00,134.25654,281.94108,0,0.,-1.46,12,0.04,72,0.04,12,-1.46,72,4.36,11,-8.89,11,0.03,11,-
2000.026971387371,10.871527777777777,2000-01-10--20:55:00,135.14118000000002,282.99581,0,0.,-1.28,12,0.29,72,0.29,12,-1.28,72,4.44,11,-8.71,11,0.28,11,-
2000.0269808743171,10.875,2000-01-10--21:00:00,136.02201000000002,284.07338000000004,0,0.,-0.9,12,0.19,72,0.19,12,-0.9,72,4.43,11,-8.33,11,0.18,11,-
2000.0269903612632,10.878472222222221,2000-01-10--21:05:00,136.89865,285.17529,0,0.,-0.71,12,-0.01,72,-0.01,12,-0.71,72,4.36,11,-8.14,11,-0.02,11,-
2000.026999848209,10.881944444444445,2000-01-10--21:10:00,137.77066000000002,286.30315,0,0.,-1.04,12,-0.02,72,-0.02,12,-1.04,72,4.34,11,-8.46,11,-0.03,11,-
2000.027009335155,10.885416666666666,2000-01-10--21:15:00,138.63759000000002,287.45867000000004,0,0.,-1.21,12,0.12,72,0.12,12,-1.21,72,4.44,11,-8.64,11,0.11,11,-
2000.027018822101,10.888888888888888,2000-01-10--21:20:00,139.49896,288.64365000000004,0,0.,-1.35,12,-0.07,72,-0.07,12,-1.35,72,4.33,11,-8.78,11,-0.08,11,-
2000.027028309047,10.89236111111111,2000-01-10--21:25:00,140.35425,289.85999000000004,0,0.,-1.3,12,0.27,72,0.27,12,-1.3,72,4.48,11,-8.73,11,0.26,11,-
2000.027037795993,10.895833333333332,2000-01-10--21:30:00,141.2029,291.10973,0,0.,-1.3,12,0.24,72,0.24,12,-1.3,72,4.61,11,-8.73,11,0.23,11,-
2000.0270472829388,10.899305555555555,2000-01-10--21:35:00,142.04433,292.39501,0,0.,-1.06,12,-0.13,72,-0.13,12,-1.06,72,4.5,11,-8.49,11,-0.14,11,-
2000.027056769885,10.902777777777777,2000-01-10--21:40:00,142.87788,293.71809,0,0.,-1.28,12,-0.06,72,-0.06,12,-1.28,72,4.43,11,-8.71,11,-0.07,11,-
2000.0270662568307,10.90625,2000-01-10--21:45:00,143.70289000000002,295.08137000000005,0,0.,-1.22,12,0.08,72,0.08,12,-1.22,72,4.59,11,-8.65,11,0.07,11,-
2000.0270757437768,10.909722222222221,2000-01-10--21:50:00,144.51860000000002,296.48736,0,0.,-1.6400000000000001,12,0.05,72,0.05,12,-1.6400000000000001,72,4.61,11,-9.07,11,0.04,11,-
2000.0270852307226,10.913194444444445,2000-01-10--21:55:00,145.32422000000003,297.93872000000005,0,0.,-1.56,12,0.18,72,0.18,12,-1.56,72,4.66,11,-8.99,11,0.17,11,-
2000.0270947176687,10.916666666666666,2000-01-10--22:00:00,146.11889000000002,299.43820000000005,0,0.,-2.54,12,-0.5700000000000001,72,-0.5700000000000001,12,-2.54,72,4.5200000000000005,11,-9.96,11,-0.58,11,-
2000.0271042046147,10.920138888888888,2000-01-10--22:05:00,146.90171,300.98870000000005,0,0.,-2.64,12,0.06,72,0.06,12,-2.64,72,4.47,11,-10.06,11,0.05,11,-
2000.0271136915605,10.92361111111111,2000-01-10--22:10:00,147.67166,302.59323,0,0.,-2.,12,0.51,72,0.51,12,-2.,72,4.62,11,-9.43,11,0.5,11,-
2000.0271231785066,10.927083333333332,2000-01-10--22:15:00,148.42769,304.25488,0,0.,-1.55,12,0.02,72,0.02,12,-1.55,72,4.5600000000000005,11,-8.98,11,0.01,11,-
2000.0271326654524,10.930555555555555,2000-01-10--22:20:00,149.16865,305.97683,0,0.,-2.23,12,-0.08,72,-0.08,12,-2.23,72,4.43,11,-9.66,11,-0.09,11,-
2000.0271421523985,10.934027777777777,2000-01-10--22:25:00,149.8933,307.76232000000005,0,0.,-1.7,12,0.2,72,0.2,12,-1.7,72,4.5,11,-9.120000000000001,11,0.19,11,-
2000.0271516393445,10.9375,2000-01-10--22:30:00,150.60033,309.61457,0,0.,-1.06,12,0.39,72,0.39,12,-1.06,72,4.64,11,-8.49,11,0.38,11,-
2000.0271611262904,10.940972222222221,2000-01-10--22:35:00,151.28831000000002,311.53683,0,0.,-1.06,12,0.22,72,0.22,12,-1.06,72,4.67,11,-8.49,11,0.21,11,-
2000.0271706132364,10.944444444444445,2000-01-10--22:40:00,151.95573000000002,313.53220000000005,0,0.,-1.28,12,0.07,72,0.07,12,-1.28,72,4.74,11,-8.71,11,0.06,11,-
2000.0271801001822,10.947916666666666,2000-01-10--22:45:00,152.60099000000002,315.60367,0,0.,-2.25,12,-0.4,72,-0.4,12,-2.25,72,4.43,11,-9.68,11,-0.41000000000000003,11,-
2000.0271895871283,10.951388888888888,2000-01-10--22:50:00,153.22237,317.75398,0,0.,-1.71,12,0.05,72,0.05,12,-1.71,72,4.45,11,-9.14,11,0.04,11,-
2000.0271990740744,10.95486111111111,2000-01-10--22:55:00,153.81810000000002,319.98552,0,0.,-1.45,12,0.14,72,0.14,12,-1.45,72,4.55,11,-8.870000000000001,11,0.13,11,-
2000.0272085610202,10.958333333333332,2000-01-10--23:00:00,154.38627000000002,322.30024000000003,0,0.,-1.53,12,0.03,72,0.03,12,-1.53,72,4.62,11,-8.950000000000001,11,0.02,11,-
2000.0272180479662,10.961805555555555,2000-01-10--23:05:00,154.92494000000002,324.69952,0,0.,-2.07,12,-0.14,72,-0.14,12,-2.07,72,4.62,11,-9.5,11,-0.15,11,-
2000.027227534912,10.965277777777777,2000-01-10--23:10:00,155.43207,327.18402000000003,0,0.,-1.85,12,0.03,72,0.03,12,-1.85,72,4.65,11,-9.28,11,0.02,11,-
2000.0272370218581,10.96875,2000-01-10--23:15:00,155.90560000000002,329.75352000000004,0,0.,-1.4000000000000001,12,-0.07,72,-0.07,12,-1.4000000000000001,72,4.6000000000000005,11,-8.83,11,-0.08,11,-
2000.0272465088042,10.972222222222221,2000-01-10--23:20:00,156.34343,332.40681,0,0.,-2.2,12,-0.56,72,-0.56,12,-2.2,72,4.47,11,-9.620000000000001,11,-0.5700000000000001,11,-
2000.02725599575,10.975694444444445,2000-01-10--23:25:00,156.74349,335.14153000000005,0,0.,-2.33,12,-0.14,72,-0.14,12,-2.33,72,4.39,11,-9.76,11,-0.15,11,-
2000.027265482696,10.979166666666666,2000-01-10--23:30:00,157.10373,337.95405000000005,0,0.,-1.97,12,0.04,72,0.04,12,-1.97,72,4.44,11,-9.4,11,0.03,11,-
2000.027274969642,10.982638888888888,2000-01-10--23:35:00,157.42219,340.83937000000003,0,0.,-1.28,12,0.38,72,0.38,12,-1.28,72,4.43,11,-8.700000000000001,11,0.37,11,-
2000.027284456588,10.98611111111111,2000-01-10--23:40:00,157.69703,343.79107000000005,0,0.,-1.04,12,0.3,72,0.3,12,-1.04,72,4.51,11,-8.47,11,0.29,11,-
2000.0272939435338,10.989583333333332,2000-01-10--23:45:00,157.92659,346.80134000000004,0,0.,-0.96,12,0.54,72,0.54,12,-0.96,72,4.68,11,-8.39,11,0.53,11,-
2000.0273034304798,10.993055555555555,2000-01-10--23:50:00,158.10941000000003,349.86100000000005,0,0.,-1.8,12,-0.86,72,-0.86,12,-1.8,72,4.5200000000000005,11,-9.23,11,-0.87,11,-
2000.027312917426,10.996527777777777,2000-01-10--23:55:00,158.24427,352.95969,0,0.,-3.7,12,-1.28,72,-1.28,12,-3.7,72,4.28,11,-11.13,11,-1.29,11,-
2000.0273224043717,11.,2000-01-10--24:00:00,158.33026,356.08602,0,0.,-3.8200000000000003,12,0.,72,0.,12,-3.8200000000000003,72,4.0200000000000005,11,-11.25,11,-0.01,11,-
2000.0273318913178,11.003472222222221,2000-01-11--00:05:00,158.36679,359.22786,0,0.,-2.43,12,0.4,72,0.4,12,-2.43,72,4.,11,-10.540000000000001,11,0.36,11,-
2000.0273413782636,11.006944444444445,2000-01-11--00:10:00,158.3536,2.3727,0,0.,-1.56,12,1.31,72,1.31,12,-1.56,72,4.19,11,-9.67,11,1.27,11,-
2000.0273508652097,11.010416666666666,2000-01-11--00:15:00,158.29078,5.507890000000001,0,0.,-0.91,12,1.1300000000000001,72,1.1300000000000001,12,-0.91,72,4.28,11,-9.02,11,1.09,11,-
2000.0273603521557,11.013888888888888,2000-01-11--00:20:00,158.17877000000001,8.621070000000001,0,0.,-1.7,12,-0.28,72,-0.28,12,-1.7,72,4.24,11,-9.81,11,-0.32,11,-
2000.0273698391015,11.01736111111111,2000-01-11--00:25:00,158.01834000000002,11.70049,0,0.,-1.7,12,0.23,72,0.23,12,-1.7,72,4.09,11,-9.81,11,0.19,11,-
2000.0273793260476,11.020833333333332,2000-01-11--00:30:00,157.81055,14.735270000000002,0,0.,-1.8,12,0.09,72,0.09,12,-1.8,72,3.85,11,-9.91,11,0.05,11,-
2000.0273888129934,11.024305555555555,2000-01-11--00:35:00,157.55676000000003,17.71564,0,0.,-1.84,12,0.43,72,0.43,12,-1.84,72,3.93,11,-9.950000000000001,11,0.39,11,-
2000.0273982999395,11.027777777777777,2000-01-11--00:40:00,157.25853,20.63314,0,0.,-1.6500000000000001,12,0.21,72,0.21,12,-1.6500000000000001,72,3.7,11,-9.76,11,0.17,11,-
2000.0274077868855,11.03125,2000-01-11--00:45:00,156.91764,23.480690000000003,0,0.,-1.75,12,0.4,72,0.4,12,-1.75,72,3.7600000000000002,11,-9.86,11,0.36,11,-
2000.0274172738314,11.034722222222221,2000-01-11--00:50:00,156.53598000000002,26.252620000000004,0,0.,-1.68,12,0.7000000000000001,72,0.7000000000000001,12,-1.68,72,3.94,11,-9.790000000000001,11,0.66,11,-
2000.0274267607774,11.038194444444445,2000-01-11--00:55:00,156.11558000000002,28.944660000000002,0,0.,-1.5,12,0.41000000000000003,72,0.41000000000000003,12,-1.5,72,3.93,11,-9.61,11,0.37,11,-
2000.0274362477232,11.041666666666666,2000-01-11--01:00:00,155.65848000000003,31.553860000000004,0,0.,-1.46,12,0.45,72,0.45,12,-1.46,72,3.95,11,-9.57,11,0.41000000000000003,11,-
2000.0274457346693,11.045138888888888,2000-01-11--01:05:00,155.16679000000002,34.078500000000005,0,0.,-1.69,12,0.09,72,0.09,12,-1.69,72,3.72,11,-9.8,11,0.05,11,-
2000.0274552216154,11.04861111111111,2000-01-11--01:10:00,154.64258,36.51789,0,0.,-1.69,12,0.22,72,0.22,12,-1.69,72,3.66,11,-9.8,11,0.18,11,-
2000.0274647085612,11.052083333333332,2000-01-11--01:15:00,154.08791000000002,38.87232,0,0.,-1.53,12,0.31,72,0.31,12,-1.53,72,3.72,11,-9.64,11,0.27,11,-
2000.0274741955072,11.055555555555555,2000-01-11--01:20:00,153.50476,41.142830000000004,0,0.,-1.12,12,0.97,72,0.97,12,-1.12,72,3.87,11,-9.23,11,0.93,11,-
2000.027483682453,11.059027777777777,2000-01-11--01:25:00,152.89506,43.33111,0,0.,-1.43,12,0.11,72,0.11,12,-1.43,72,3.77,11,-9.540000000000001,11,0.07,11,-
2000.0274931693991,11.0625,2000-01-11--01:30:00,152.26065,45.439370000000004,0,0.,-1.8900000000000001,12,0.18,72,0.18,12,-1.8900000000000001,72,3.66,11,-10.,11,0.14,11,-
2000.027502656345,11.065972222222221,2000-01-11--01:35:00,151.60327,47.470200000000006,0,0.,-1.6600000000000001,12,0.36,72,0.36,12,-1.6600000000000001,72,3.75,11,-9.77,11,0.32,11,-
2000.027512143291,11.069444444444445,2000-01-11--01:40:00,150.92457000000002,49.426480000000005,0,0.,-1.82,12,0.17,72,0.17,12,-1.82,72,3.68,11,-9.93,11,0.13,11,-
2000.027521630237,11.072916666666666,2000-01-11--01:45:00,150.22612,51.31127000000001,0,0.,-1.68,12,0.39,72,0.39,12,-1.68,72,3.77,11,-9.790000000000001,11,0.35000000000000003,11,-
2000.027531117183,11.076388888888888,2000-01-11--01:50:00,149.50938000000002,53.127750000000006,0,0.,-1.3800000000000001,12,0.34,72,0.34,12,-1.3800000000000001,72,3.7800000000000002,11,-9.49,11,0.3,11,-
2000.027540604129,11.07986111111111,2000-01-11--01:55:00,148.7757,54.879160000000006,0,0.,-1.3900000000000001,12,0.09,72,0.09,12,-1.3900000000000001,72,3.62,11,-9.5,11,0.05,11,-
2000.0275500910748,11.083333333333332,2000-01-11--02:00:00,148.02637000000001,56.568740000000005,0,0.,-1.48,12,0.22,72,0.22,12,-1.48,72,3.58,11,-9.59,11,0.18,11,-
2000.0275595780208,11.086805555555555,2000-01-11--02:05:00,147.26257,58.19971,0,0.,-1.37,12,0.29,72,0.29,12,-1.37,72,3.64,11,-9.48,11,0.25,11,-
2000.0275690649669,11.090277777777777,2000-01-11--02:10:00,146.48541,59.77519,0,0.,-1.24,12,0.19,72,0.19,12,-1.24,72,3.6,11,-9.35,11,0.15,11,-
2000.0275785519127,11.09375,2000-01-11--02:15:00,145.69592,61.29824000000001,0,0.,-1.12,12,0.37,72,0.37,12,-1.12,72,3.59,11,-9.23,11,0.33,11,-
2000.0275880388588,11.097222222222221,2000-01-11--02:20:00,144.89504000000002,62.771800000000006,0,0.,-1.02,12,0.25,72,0.25,12,-1.02,72,3.58,11,-9.13,11,0.21,11,-
2000.0275975258046,11.100694444444445,2000-01-11--02:25:00,144.08367,64.19871,0,0.,-0.91,12,-0.18,72,-0.18,12,-0.91,72,3.24,11,-9.02,11,-0.22,11,-
2000.0276070127507,11.104166666666666,2000-01-11--02:30:00,143.26262,65.58166,0,0.,-2.4,12,-2.32,72,-2.32,12,-2.4,72,1.83,11,-10.51,11,-2.36,11,-
2000.0276164996967,11.107638888888888,2000-01-11--02:35:00,142.43267,66.92324,0,0.,-3.66,12,-0.26,72,-0.26,12,-3.66,72,1.32,11,-11.77,11,-0.3,11,-
2000.0276259866425,11.11111111111111,2000-01-11--02:40:00,141.59452000000002,68.22590000000001,0,0.,-2.36,12,0.03,72,0.03,12,-2.36,72,1.41,11,-10.47,11,-0.01,11,-
