Station ID Number:,94170,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,NOTES
2000.5021061020038,184.77083333333331,2000-07-02--18:30:00,79.00719000000001,291.36949000000004,251.96,1321.34,175.09,12,97.74000000000001,72,512.58,12,77.35000000000001,72,21.45,11,165.92000000000002,11,512.21,11,-
2000.50211558895,184.77430555555554,2000-07-02--18:35:00,79.84272,292.16769000000005,233.02,1321.34,154.21,12,88.49,72,501.78000000000003,12,65.72,72,21.42,11,145.04,11,501.41,11,-
2000.5021250758957,184.77777777777777,2000-07-02--18:40:00,80.67253000000001,292.96897,214.16,1321.34,123.39,12,76.5,72,472.01,12,46.89,72,21.03,11,114.22,11,471.64,11,-
2000.5021345628418,184.78125,2000-07-02--18:45:00,81.49621,293.77364,195.39000000000001,1321.34,97.49000000000001,12,58.08,72,392.76,12,39.410000000000004,72,21.02,11,88.32000000000001,11,392.39,11,-
2000.5021440497876,184.7847222222222,2000-07-02--18:50:00,82.31330000000001,294.58200000000005,176.74,1321.34,66.23,12,34.28,72,256.26,12,31.95,72,20.830000000000002,11,57.06,11,255.89000000000001,11,-
2000.5021535367337,184.78819444444443,2000-07-02--18:55:00,83.12324000000001,295.39433,158.21,1321.34,48.480000000000004,12,21.13,72,176.49,12,27.35,72,20.01,11,39.31,11,176.12,11,-
2000.5021630236797,184.79166666666666,2000-07-02--19:00:00,83.92538,296.21091,139.83,1321.34,24.68,12,1.07,72,10.07,12,23.61,72,19.5,11,15.51,11,9.700000000000001,11,-
2000.5021725106255,184.79513888888889,2000-07-02--19:05:00,84.71818,297.03203,121.64,1321.34,19.42,12,-0.01,72,-0.09,12,19.42,72,19.07,11,10.25,11,-0.46,11,-
2000.5021819975716,184.79861111111111,2000-07-02--19:10:00,85.50244,297.85796000000005,103.61,1321.34,15.18,12,-0.11,72,-1.3800000000000001,12,15.18,72,18.67,11,6.01,11,-1.75,11,-
2000.5021914845174,184.80208333333331,2000-07-02--19:15:00,86.27337000000001,298.68898,85.88,1321.34,13.450000000000001,12,-0.11,72,-1.72,12,13.450000000000001,72,18.47,11,4.28,11,-2.09,11,-
2000.5022009714635,184.80555555555554,2000-07-02--19:20:00,87.03077,299.52535,68.44,1321.34,11.83,12,-0.06,72,-1.2,12,11.83,72,18.32,11,2.66,11,-1.57,11,-
2000.5022104584093,184.80902777777777,2000-07-02--19:25:00,87.77148000000001,300.36733000000004,51.38,1321.34,9.3,12,0.67,72,17.29,12,8.63,72,18.03,11,0.13,11,16.92,11,-
2000.5022199453554,184.8125,2000-07-02--19:30:00,88.49078,301.21518000000003,34.800000000000004,1321.34,8.34,12,1.01,72,38.51,12,7.33,72,17.32,11,-0.8300000000000001,11,38.14,11,-
2000.5022294323014,184.8159722222222,2000-07-02--19:35:00,89.18247000000001,302.06916,18.85,1321.34,5.57,12,-0.01,72,-0.6900000000000001,12,5.57,72,16.740000000000002,11,-3.6,11,-1.06,11,-
2000.5022389192472,184.81944444444443,2000-07-02--19:40:00,89.83911,302.92951000000005,3.71,1321.34,4.37,12,0.,72,-0.33,12,4.37,72,17.02,11,-4.8,11,-0.7000000000000001,11,-
2000.5022484061933,184.82291666666666,2000-07-02--19:45:00,90.83756000000001,303.79648000000003,0,0.,0.23,12,-0.39,72,-0.39,12,0.23,72,16.75,11,-8.94,11,-0.76,11,-
2000.5022578931391,184.82638888888889,2000-07-02--19:50:00,91.70240000000001,304.67031000000003,0,0.,-0.41000000000000003,12,0.27,72,0.27,12,-0.41000000000000003,72,16.990000000000002,11,-9.58,11,-0.1,11,-
2000.5022673800852,184.82986111111111,2000-07-02--19:55:00,92.49313000000001,305.55122,0,0.,-0.47000000000000003,12,0.08,72,0.08,12,-0.47000000000000003,72,16.94,11,-9.64,11,-0.29,11,-
2000.5022768670312,184.83333333333331,2000-07-02--20:00:00,93.25381,306.43946,0,0.,-0.98,12,-0.49,72,-0.49,12,-0.98,72,16.52,11,-10.15,11,-0.86,11,-
2000.502286353977,184.83680555555554,2000-07-02--20:05:00,93.9962,307.33524,0,0.,-1.62,12,-0.74,72,-0.74,12,-1.62,72,16.07,11,-10.790000000000001,11,-1.11,11,-
2000.5022958409231,184.84027777777777,2000-07-02--20:10:00,94.72461000000001,308.23878,0,0.,-1.19,12,-0.14,72,-0.14,12,-1.19,72,16.23,11,-10.36,11,-0.51,11,-
2000.502305327869,184.84375,2000-07-02--20:15:00,95.44095,309.15029000000004,0,0.,-0.6900000000000001,12,-0.06,72,-0.06,12,-0.6900000000000001,72,16.21,11,-9.86,11,-0.43,11,-
2000.502314814815,184.8472222222222,2000-07-02--20:20:00,96.14609,310.06997,0,0.,-0.18,12,0.1,72,0.1,12,-0.18,72,16.240000000000002,11,-9.35,11,-0.27,11,-
2000.502324301761,184.85069444444443,2000-07-02--20:25:00,96.8404,310.99800000000005,0,0.,-0.26,12,-0.32,72,-0.32,12,-0.26,72,15.88,11,-9.43,11,-0.6900000000000001,11,-
2000.502333788707,184.85416666666666,2000-07-02--20:30:00,97.52403000000001,311.93459,0,0.,-0.32,12,0.05,72,0.05,12,-0.32,72,15.950000000000001,11,-9.49,11,-0.32,11,-
2000.502343275653,184.85763888888889,2000-07-02--20:35:00,98.19697000000001,312.87991000000005,0,0.,0.23,12,0.17,72,0.17,12,0.23,72,16.06,11,-8.94,11,-0.2,11,-
2000.5023527625988,184.86111111111111,2000-07-02--20:40:00,98.85912,313.83412000000004,0,0.,0.38,12,0.28,72,0.28,12,0.38,72,16.1,11,-8.790000000000001,11,-0.09,11,-
2000.5023622495448,184.86458333333331,2000-07-02--20:45:00,99.51033000000001,314.79739,0,0.,0.54,12,0.01,72,0.01,12,0.54,72,15.91,11,-8.63,11,-0.36,11,-
2000.5023717364909,184.86805555555554,2000-07-02--20:50:00,100.15041000000001,315.76986000000005,0,0.,0.48,12,0.06,72,0.06,12,0.48,72,15.74,11,-8.69,11,-0.31,11,-
2000.5023812234367,184.87152777777777,2000-07-02--20:55:00,100.77913000000001,316.75166,0,0.,0.34,12,0.06,72,0.06,12,0.34,72,15.72,11,-8.83,11,-0.31,11,-
2000.5023907103828,184.875,2000-07-02--21:00:00,101.39625000000001,317.74293,0,0.,0.26,12,-0.04,72,-0.04,12,0.26,72,15.56,11,-8.91,11,-0.41000000000000003,11,-
2000.5024001973286,184.8784722222222,2000-07-02--21:05:00,102.00152000000001,318.74377000000004,0,0.,0.35000000000000003,12,-0.13,72,-0.13,12,0.35000000000000003,72,15.290000000000001,11,-8.82,11,-0.5,11,-
2000.5024096842747,184.88194444444443,2000-07-02--21:10:00,102.59467000000001,319.75428000000005,0,0.,0.36,12,-0.05,72,-0.05,12,0.36,72,15.17,11,-8.81,11,-0.42,11,-
2000.5024191712205,184.88541666666666,2000-07-02--21:15:00,103.17543,320.77454,0,0.,1.11,12,0.12,72,0.12,12,1.11,72,15.22,11,-8.06,11,-0.25,11,-
2000.5024286581665,184.88888888888889,2000-07-02--21:20:00,103.74351000000001,321.80461,0,0.,1.67,12,0.29,72,0.29,12,1.67,72,15.3,11,-7.5,11,-0.08,11,-
2000.5024381451126,184.89236111111111,2000-07-02--21:25:00,104.29863,322.84456,0,0.,1.3800000000000001,12,0.11,72,0.11,12,1.3800000000000001,72,15.3,11,-7.79,11,-0.26,11,-
2000.5024476320584,184.89583333333331,2000-07-02--21:30:00,104.84048000000001,323.89442,0,0.,1.1,12,-0.07,72,-0.07,12,1.1,72,14.99,11,-8.07,11,-0.44,11,-
2000.5024571190045,184.89930555555554,2000-07-02--21:35:00,105.36878000000002,324.95419000000004,0,0.,1.55,12,-0.03,72,-0.03,12,1.55,72,14.84,11,-7.62,11,-0.4,11,-
2000.5024666059503,184.90277777777777,2000-07-02--21:40:00,105.88323000000001,326.02388,0,0.,1.53,12,-0.12,72,-0.12,12,1.53,72,14.67,11,-7.640000000000001,11,-0.49,11,-
2000.5024760928964,184.90625,2000-07-02--21:45:00,106.38352,327.10347,0,0.,1.68,12,-0.04,72,-0.04,12,1.68,72,14.56,11,-7.49,11,-0.41000000000000003,11,-
2000.5024855798424,184.9097222222222,2000-07-02--21:50:00,106.86935000000001,328.1929,0,0.,1.1300000000000001,12,-0.03,72,-0.03,12,1.1300000000000001,72,14.46,11,-8.040000000000001,11,-0.4,11,-
2000.5024950667882,184.91319444444443,2000-07-02--21:55:00,107.34043000000001,329.29213000000004,0,0.,1.33,12,-0.73,72,-0.73,12,1.33,72,13.98,11,-7.84,11,-1.1,11,-
2000.5025045537343,184.91666666666666,2000-07-02--22:00:00,107.79645000000001,330.40106000000003,0,0.,0.68,12,-0.8200000000000001,72,-0.8200000000000001,12,0.68,72,13.6,11,-8.49,11,-1.19,11,-
2000.5025140406801,184.92013888888889,2000-07-02--22:05:00,108.23711000000002,331.51959000000005,0,0.,0.85,12,-0.33,72,-0.33,12,0.85,72,13.530000000000001,11,-8.32,11,-0.7000000000000001,11,-
2000.5025235276262,184.92361111111111,2000-07-02--22:10:00,108.66212000000002,332.64758,0,0.,1.87,12,0.31,72,0.31,12,1.87,72,13.85,11,-7.3,11,-0.06,11,-
2000.5025330145722,184.92708333333331,2000-07-02--22:15:00,109.07119000000002,333.78487,0,0.,1.97,12,0.73,72,0.73,12,1.97,72,14.31,11,-7.2,11,0.36,11,-
2000.502542501518,184.93055555555554,2000-07-02--22:20:00,109.46402,334.9313,0,0.,3.21,12,0.67,72,0.67,12,3.21,72,14.43,11,-5.96,11,0.3,11,-
2000.5025519884641,184.93402777777777,2000-07-02--22:25:00,109.84034000000001,336.08665,0,0.,3.48,12,0.5,72,0.5,12,3.48,72,14.39,11,-5.69,11,0.13,11,-
2000.50256147541,184.9375,2000-07-02--22:30:00,110.19987,337.25070000000005,0,0.,2.54,12,0.25,72,0.25,12,2.54,72,14.1,11,-6.63,11,-0.12,11,-
2000.502570962356,184.9409722222222,2000-07-02--22:35:00,110.54233,338.42319000000003,0,0.,2.7,12,0.12,72,0.12,12,2.7,72,13.84,11,-6.47,11,-0.25,11,-
2000.502580449302,184.94444444444443,2000-07-02--22:40:00,110.86746000000001,339.60385,0,0.,2.0100000000000002,12,-0.04,72,-0.04,12,2.0100000000000002,72,13.55,11,-7.16,11,-0.41000000000000003,11,-
2000.502589936248,184.94791666666666,2000-07-02--22:45:00,111.17501000000001,340.79237,0,0.,2.58,12,0.14,72,0.14,12,2.58,72,13.66,11,-6.59,11,-0.23,11,-
2000.502599423194,184.95138888888889,2000-07-02--22:50:00,111.46473,341.98843000000005,0,0.,2.,12,0.22,72,0.22,12,2.,72,13.71,11,-7.17,11,-0.15,11,-
2000.5026089101398,184.95486111111111,2000-07-02--22:55:00,111.73639000000001,343.19167000000004,0,0.,0.44,12,0.15,72,0.15,12,0.44,72,13.5,11,-8.73,11,-0.22,11,-
2000.5026183970858,184.95833333333331,2000-07-02--23:00:00,111.98976,344.40173000000004,0,0.,-0.29,12,0.14,72,0.14,12,-0.29,72,13.530000000000001,11,-9.46,11,-0.23,11,-
2000.5026278840317,184.96180555555554,2000-07-02--23:05:00,112.22463,345.61819,0,0.,-0.62,12,0.13,72,0.13,12,-0.62,72,13.47,11,-9.790000000000001,11,-0.24,11,-
2000.5026373709777,184.96527777777777,2000-07-02--23:10:00,112.44080000000001,346.84065000000004,0,0.,-1.09,12,0.11,72,0.11,12,-1.09,72,13.4,11,-10.26,11,-0.26,11,-
2000.5026468579238,184.96875,2000-07-02--23:15:00,112.63808,348.06867000000005,0,0.,-1.01,12,0.06,72,0.06,12,-1.01,72,13.31,11,-10.18,11,-0.31,11,-
2000.5026563448696,184.9722222222222,2000-07-02--23:20:00,112.81631000000002,349.30177000000003,0,0.,-1.5,12,0.21,72,0.21,12,-1.5,72,13.26,11,-10.67,11,-0.16,11,-
2000.5026658318156,184.97569444444443,2000-07-02--23:25:00,112.97531000000001,350.53949,0,0.,-1.46,12,0.26,72,0.26,12,-1.46,72,13.31,11,-10.63,11,-0.11,11,-
2000.5026753187615,184.97916666666666,2000-07-02--23:30:00,113.11497000000001,351.78133,0,0.,-1.98,12,-0.23,72,-0.23,12,-1.98,72,13.07,11,-11.15,11,-0.6,11,-
2000.5026848057075,184.98263888888889,2000-07-02--23:35:00,113.23513000000001,353.02678000000003,0,0.,-1.87,12,-0.2,72,-0.2,12,-1.87,72,12.73,11,-11.040000000000001,11,-0.5700000000000001,11,-
2000.5026942926536,184.98611111111111,2000-07-02--23:40:00,113.33571,354.27532,0,0.,-1.6400000000000001,12,-0.59,72,-0.59,12,-1.6400000000000001,72,12.34,11,-10.81,11,-0.96,11,-
2000.5027037795994,184.98958333333331,2000-07-02--23:45:00,113.41661,355.5264,0,0.,-1.37,12,-0.34,72,-0.34,12,-1.37,72,12.1,11,-10.540000000000001,11,-0.71,11,-
2000.5027132665455,184.99305555555554,2000-07-02--23:50:00,113.47774000000001,356.77949,0,0.,-1.53,12,-0.23,72,-0.23,12,-1.53,72,11.9,11,-10.700000000000001,11,-0.6,11,-
2000.5027227534913,184.99652777777777,2000-07-02--23:55:00,113.51906000000001,358.03403000000003,0,0.,-1.69,12,-0.05,72,-0.05,12,-1.69,72,11.81,11,-10.86,11,-0.42,11,-
2000.5027322404374,185.,2000-07-02--24:00:00,113.54053,359.28946,0,0.,-1.6500000000000001,12,-0.07,72,-0.07,12,-1.6500000000000001,72,11.700000000000001,11,-10.82,11,-0.44,11,-
2000.5027417273834,185.0034722222222,2000-07-03--00:05:00,113.54213000000001,0.54522,0,0.,-3.66,12,-0.04,72,-0.04,12,-3.66,72,11.59,11,-11.51,11,-0.36,11,-
2000.5027512143292,185.00694444444443,2000-07-03--00:10:00,113.52386000000001,1.8007400000000002,0,0.,-3.16,12,-0.18,72,-0.18,12,-3.16,72,11.41,11,-11.01,11,-0.5,11,-
2000.5027607012753,185.01041666666666,2000-07-03--00:15:00,113.48573,3.05547,0,0.,-3.0500000000000003,12,-0.38,72,-0.38,12,-3.0500000000000003,72,11.040000000000001,11,-10.9,11,-0.7000000000000001,11,-
2000.5027701882211,185.01388888888889,2000-07-03--00:20:00,113.42777000000001,4.3088500000000005,0,0.,-3.1,12,-0.21,72,-0.21,12,-3.1,72,10.84,11,-10.950000000000001,11,-0.53,11,-
2000.5027796751672,185.01736111111111,2000-07-03--00:25:00,113.35005000000001,5.56031,0,0.,-2.95,12,0.24,72,0.24,12,-2.95,72,10.99,11,-10.8,11,-0.08,11,-
2000.502789162113,185.02083333333331,2000-07-03--00:30:00,113.25264000000001,6.8093200000000005,0,0.,-2.39,12,0.07,72,0.07,12,-2.39,72,10.98,11,-10.24,11,-0.25,11,-
2000.502798649059,185.02430555555554,2000-07-03--00:35:00,113.13561000000001,8.055330000000001,0,0.,-2.18,12,0.01,72,0.01,12,-2.18,72,10.9,11,-10.03,11,-0.31,11,-
2000.5028081360051,185.02777777777777,2000-07-03--00:40:00,112.99909000000001,9.297830000000001,0,0.,-2.47,12,0.1,72,0.1,12,-2.47,72,10.84,11,-10.32,11,-0.22,11,-
2000.502817622951,185.03125,2000-07-03--00:45:00,112.84318,10.536290000000001,0,0.,-2.12,12,0.06,72,0.06,12,-2.12,72,10.82,11,-9.97,11,-0.26,11,-
2000.502827109897,185.0347222222222,2000-07-03--00:50:00,112.66804,11.77022,0,0.,-2.23,12,0.2,72,0.2,12,-2.23,72,10.8,11,-10.08,11,-0.12,11,-
2000.5028365968428,185.03819444444443,2000-07-03--00:55:00,112.47381000000001,12.999130000000001,0,0.,-1.82,12,0.28,72,0.28,12,-1.82,72,10.75,11,-9.67,11,-0.04,11,-
2000.5028460837889,185.04166666666666,2000-07-03--01:00:00,112.26067,14.22258,0,0.,-1.1400000000000001,12,0.27,72,0.27,12,-1.1400000000000001,72,10.8,11,-8.99,11,-0.05,11,-
2000.502855570735,185.04513888888889,2000-07-03--01:05:00,112.0288,15.440100000000001,0,0.,-1.19,12,0.28,72,0.28,12,-1.19,72,10.81,11,-9.040000000000001,11,-0.04,11,-
2000.5028650576808,185.04861111111111,2000-07-03--01:10:00,111.77839000000002,16.651290000000003,0,0.,-1.46,12,0.42,72,0.42,12,-1.46,72,10.85,11,-9.31,11,0.1,11,-
2000.5028745446268,185.05208333333331,2000-07-03--01:15:00,111.50966000000001,17.85573,0,0.,-1.05,12,0.43,72,0.43,12,-1.05,72,10.93,11,-8.9,11,0.11,11,-
2000.5028840315726,185.05555555555554,2000-07-03--01:20:00,111.22283000000002,19.053050000000002,0,0.,-0.79,12,0.21,72,0.21,12,-0.79,72,10.92,11,-8.64,11,-0.11,11,-
2000.5028935185187,185.05902777777777,2000-07-03--01:25:00,110.91814000000001,20.242890000000003,0,0.,-0.84,12,0.2,72,0.2,12,-0.84,72,10.77,11,-8.69,11,-0.12,11,-
2000.5029030054648,185.0625,2000-07-03--01:30:00,110.59582,21.424930000000003,0,0.,-1.07,12,-0.04,72,-0.04,12,-1.07,72,10.700000000000001,11,-8.92,11,-0.36,11,-
2000.5029124924106,185.0659722222222,2000-07-03--01:35:00,110.25613000000001,22.598860000000002,0,0.,-1.6600000000000001,12,0.28,72,0.28,12,-1.6600000000000001,72,10.68,11,-9.51,11,-0.04,11,-
2000.5029219793566,185.06944444444443,2000-07-03--01:40:00,109.89934000000001,23.764390000000002,0,0.,-1.3800000000000001,12,-0.04,72,-0.04,12,-1.3800000000000001,72,10.51,11,-9.23,11,-0.36,11,-
2000.5029314663025,185.07291666666666,2000-07-03--01:45:00,109.52571,24.921270000000003,0,0.,-1.06,12,-0.34,72,-0.34,12,-1.06,72,10.25,11,-8.91,11,-0.66,11,-
2000.5029409532485,185.07638888888889,2000-07-03--01:50:00,109.13551000000001,26.069260000000003,0,0.,-1.17,12,-0.51,72,-0.51,12,-1.17,72,10.02,11,-9.02,11,-0.8300000000000001,11,-
2000.5029504401946,185.07986111111111,2000-07-03--01:55:00,108.72904000000001,27.208170000000003,0,0.,-1.67,12,-0.15,72,-0.15,12,-1.67,72,9.92,11,-9.52,11,-0.47000000000000003,11,-
2000.5029599271404,185.08333333333331,2000-07-03--02:00:00,108.30658000000001,28.337790000000002,0,0.,-0.74,12,-0.23,72,-0.23,12,-0.74,72,9.82,11,-8.59,11,-0.55,11,-
2000.5029694140865,185.08680555555554,2000-07-03--02:05:00,107.86842000000001,29.457990000000002,0,0.,-1.1500000000000001,12,-0.02,72,-0.02,12,-1.1500000000000001,72,9.700000000000001,11,-9.,11,-0.34,11,-
2000.5029789010323,185.09027777777777,2000-07-03--02:10:00,107.41486,30.568610000000003,0,0.,-1.37,12,-0.25,72,-0.25,12,-1.37,72,9.43,11,-9.22,11,-0.5700000000000001,11,-
2000.5029883879783,185.09375,2000-07-03--02:15:00,106.94619000000002,31.669560000000004,0,0.,-1.83,12,-0.19,72,-0.19,12,-1.83,72,9.17,11,-9.68,11,-0.51,11,-
2000.5029978749242,185.0972222222222,2000-07-03--02:20:00,106.46272,32.76073,0,0.,-1.1300000000000001,12,-0.48,72,-0.48,12,-1.1300000000000001,72,8.8,11,-8.98,11,-0.8,11,-
2000.5030073618702,185.10069444444443,2000-07-03--02:25:00,105.96474,33.84207,0,0.,-0.6900000000000001,12,-0.1,72,-0.1,12,-0.6900000000000001,72,8.950000000000001,11,-8.540000000000001,11,-0.42,11,-
2000.5030168488163,185.10416666666666,2000-07-03--02:30:00,105.45256,34.91353,0,0.,-0.8,12,0.04,72,0.04,12,-0.8,72,8.92,11,-8.65,11,-0.28,11,-
2000.5030263357621,185.10763888888889,2000-07-03--02:35:00,104.92648000000001,35.975080000000005,0,0.,-0.41000000000000003,12,0.39,72,0.39,12,-0.41000000000000003,72,9.,11,-8.26,11,0.07,11,-
2000.5030358227082,185.11111111111111,2000-07-03--02:40:00,104.38680000000001,37.02671,0,0.,0.05,12,0.23,72,0.23,12,0.05,72,9.15,11,-7.8,11,-0.09,11,-
2000.503045309654,185.11458333333331,2000-07-03--02:45:00,103.83381000000001,38.06844,0,0.,0.01,12,0.76,72,0.76,12,0.01,72,9.28,11,-7.84,11,0.44,11,-
2000.5030547966,185.11805555555554,2000-07-03--02:50:00,103.26781000000001,39.10031,0,0.,0.1,12,0.84,72,0.84,12,0.1,72,9.48,11,-7.75,11,0.52,11,-
2000.503064283546,185.12152777777777,2000-07-03--02:55:00,102.68908,40.122350000000004,0,0.,0.98,12,-0.07,72,-0.07,12,0.98,72,9.31,11,-6.87,11,-0.39,11,-
2000.503073770492,185.125,2000-07-03--03:00:00,102.09792,41.134640000000005,0,0.,1.1400000000000001,12,-0.2,72,-0.2,12,1.1400000000000001,72,9.,11,-6.71,11,-0.52,11,-
2000.503083257438,185.1284722222222,2000-07-03--03:05:00,101.4946,42.13725,0,0.,1.1300000000000001,12,-0.32,72,-0.32,12,1.1300000000000001,72,8.73,11,-6.72,11,-0.64,11,-
2000.5030927443838,185.13194444444443,2000-07-03--03:10:00,100.87938000000001,43.130280000000006,0,0.,0.71,12,-0.63,72,-0.63,12,0.71,72,8.52,11,-7.140000000000001,11,-0.9500000000000001,11,-
2000.5031022313299,185.13541666666666,2000-07-03--03:15:00,100.25253000000001,44.11384,0,0.,0.14,12,-0.09,72,-0.09,12,0.14,72,8.47,11,-7.71,11,-0.41000000000000003,11,-
2000.503111718276,185.13888888888889,2000-07-03--03:20:00,99.61428000000001,45.08805,0,0.,0.15,12,-0.18,72,-0.18,12,0.15,72,8.36,11,-7.7,11,-0.5,11,-
2000.5031212052218,185.14236111111111,2000-07-03--03:25:00,98.96487,46.05304,0,0.,0.46,12,-0.07,72,-0.07,12,0.46,72,8.27,11,-7.390000000000001,11,-0.39,11,-
2000.5031306921678,185.14583333333331,2000-07-03--03:30:00,98.30449,47.008970000000005,0,0.,0.6,12,-0.12,72,-0.12,12,0.6,72,8.07,11,-7.25,11,-0.44,11,-
2000.5031401791136,185.14930555555554,2000-07-03--03:35:00,97.6333,47.955980000000004,0,0.,0.24,12,-0.18,72,-0.18,12,0.24,72,8.,11,-7.61,11,-0.5,11,-
2000.5031496660597,185.15277777777777,2000-07-03--03:40:00,96.95141000000001,48.89425000000001,0,0.,-0.09,12,-0.17,72,-0.17,12,-0.09,72,7.76,11,-7.94,11,-0.49,11,-
2000.5031591530058,185.15625,2000-07-03--03:45:00,96.25885000000001,49.82394000000001,0,0.,-0.8,12,-0.9400000000000001,72,-0.9400000000000001,12,-0.8,72,7.07,11,-8.65,11,-1.26,11,-
2000.5031686399516,185.1597222222222,2000-07-03--03:50:00,95.55550000000001,50.745250000000006,0,0.,-1.09,12,-0.8300000000000001,72,-0.8300000000000001,12,-1.09,72,6.78,11,-8.94,11,-1.1500000000000001,11,-
2000.5031781268976,185.16319444444443,2000-07-03--03:55:00,94.84104,51.658370000000005,0,0.,-0.73,12,-0.5,72,-0.5,12,-0.73,72,6.66,11,-8.58,11,-0.8200000000000001,11,-
2000.5031876138435,185.16666666666666,2000-07-03--04:00:00,94.11469000000001,52.563500000000005,0,0.,0.14,12,0.09,72,0.09,12,0.14,72,6.93,11,-7.71,11,-0.23,11,-
2000.5031971007895,185.17013888888889,2000-07-03--04:05:00,93.37479,53.46085000000001,0,0.,0.9400000000000001,12,-0.33,72,-0.33,12,0.9400000000000001,72,6.62,11,-6.91,11,-0.65,11,-
2000.5032065877353,185.17361111111111,2000-07-03--04:10:00,92.61758,54.35063,0,0.,0.9400000000000001,12,0.33,72,0.33,12,0.9400000000000001,72,6.7700000000000005,11,-6.91,11,0.01,11,-
2000.5032160746814,185.17708333333331,2000-07-03--04:15:00,91.83323000000001,55.233070000000005,0,0.,1.71,12,-0.54,72,-0.54,12,1.71,72,6.33,11,-6.140000000000001,11,-0.86,11,-
2000.5032255616275,185.18055555555554,2000-07-03--04:20:00,90.98738,56.10839000000001,0,0.,2.24,12,-0.45,72,-0.45,12,2.24,72,6.0200000000000005,11,-5.61,11,-0.77,11,-
2000.5032350485733,185.18402777777777,2000-07-03--04:25:00,89.94141,56.97683000000001,0.42,411.3,3.43,12,0.,72,-0.12,12,3.43,72,6.0200000000000005,11,-4.42,11,-0.44,11,-
2000.5032445355193,185.1875,2000-07-03--04:30:00,89.29126000000001,57.838620000000006,16.34,1321.33,5.76,12,0.,72,-0.11,12,5.76,72,5.99,11,-2.09,11,-0.43,11,-
2000.5032540224652,185.1909722222222,2000-07-03--04:35:00,88.60474,58.694,32.17,1321.33,7.9,12,0.01,72,0.24,12,7.890000000000001,72,5.86,11,0.05,11,-0.08,11,-
2000.5032635094112,185.19444444444443,2000-07-03--04:40:00,87.88949000000001,59.543240000000004,48.660000000000004,1321.33,10.88,12,0.76,72,20.53,12,10.120000000000001,72,6.34,11,3.0300000000000002,11,20.21,11,-
2000.5032729963573,185.19791666666666,2000-07-03--04:45:00,87.15193000000001,60.38658,65.65,1321.33,23.34,12,11.96,72,240.70000000000002,12,11.38,72,6.3500000000000005,11,15.49,11,240.38,11,-
2000.503282483303,185.20138888888889,2000-07-03--04:50:00,86.39702000000001,61.224270000000004,83.04,1321.33,32.68,12,19.16,72,304.86,12,13.52,72,6.42,11,24.830000000000002,11,304.54,11,-
2000.5032919702492,185.20486111111111,2000-07-03--04:55:00,85.62819,62.056580000000004,100.72,1321.33,23.31,12,5.45,72,71.52,12,17.86,72,6.33,11,15.46,11,71.2,11,-
2000.503301457195,185.20833333333331,2000-07-03--05:00:00,84.84587,62.88378000000001,118.7,1321.33,51.88,12,33.02,72,367.55,12,18.86,72,6.11,11,44.03,11,367.23,11,-
2000.503310944141,185.21180555555554,2000-07-03--05:05:00,84.05467,63.706140000000005,136.86,1321.33,46.14,12,27.28,72,263.34000000000003,12,18.86,72,6.01,11,38.29,11,263.02,11,-
2000.503320431087,185.21527777777777,2000-07-03--05:10:00,83.25393000000001,64.52393000000001,155.22,1321.33,59.230000000000004,12,36.78,72,313.14,12,22.45,72,6.15,11,51.38,11,312.82,11,-
2000.503329918033,185.21875,2000-07-03--05:15:00,82.44527000000001,65.33744,173.72,1321.33,91.59,12,70.07000000000001,72,532.97,12,21.52,72,6.3,11,83.74,11,532.65,11,-
2000.503339404979,185.2222222222222,2000-07-03--05:20:00,81.62937000000001,66.14694,192.35,1321.33,105.44,12,82.96000000000001,72,569.87,12,22.48,72,6.09,11,97.59,11,569.5500000000001,11,-
2000.5033488919248,185.22569444444443,2000-07-03--05:25:00,80.80680000000001,66.95274,211.1,1321.33,119.28,12,96.57000000000001,72,604.47,12,22.71,72,6.7,11,111.43,11,604.15,11,-
2000.5033583788709,185.22916666666666,2000-07-03--05:30:00,79.97804000000001,67.75511,229.95000000000002,1321.33,132.57,12,108.99000000000001,72,626.27,12,23.580000000000002,72,7.11,11,124.72,11,625.95,11,-
2000.503367865817,185.23263888888889,2000-07-03--05:35:00,79.14349,68.55436,248.87,1321.33,147.86,12,122.18,72,648.7,12,25.68,72,7.16,11,140.01,11,648.38,11,-
2000.5033773527628,185.23611111111111,2000-07-03--05:40:00,78.30352,69.35079,267.87,1321.33,161.6,12,135.63,72,669.04,12,25.97,72,7.55,11,153.75,11,668.72,11,-
2000.5033868397088,185.23958333333331,2000-07-03--05:45:00,77.45843,70.14472,286.92,1321.33,175.33,12,149.47,72,688.33,12,25.86,72,7.8100000000000005,11,167.48,11,688.01,11,-
2000.5033963266546,185.24305555555554,2000-07-03--05:50:00,76.60853,70.93646000000001,306.02,1321.33,189.85,12,163.55,72,706.15,12,26.3,72,8.01,11,182.,11,705.83,11,-
2000.5034058136007,185.24652777777777,2000-07-03--05:55:00,75.75406000000001,71.72633,325.16,1321.33,204.25,12,177.23,72,720.2,12,27.02,72,8.23,11,196.4,11,719.88,11,-
