Station ID Number:,94170,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,NOTES
2000.5821095173044,214.05208333333331,2000-08-01--01:15:00,116.50459000000001,18.682370000000002,0,0.,1.94,12,0.5,72,0.5,12,1.94,72,19.39,11,-7.3500000000000005,11,0.08,11,-
2000.5821190042504,214.05555555555554,2000-08-01--01:20:00,116.20531000000001,19.96743,0,0.,2.84,12,0.49,72,0.49,12,2.84,72,19.56,11,-6.45,11,0.07,11,-
2000.5821284911963,214.05902777777777,2000-08-01--01:25:00,115.88698000000001,21.24339,0,0.,3.,12,0.59,72,0.59,12,3.,72,19.5,11,-6.29,11,0.17,11,-
2000.5821379781423,214.0625,2000-08-01--01:30:00,115.54989,22.509860000000003,0,0.,2.86,12,0.51,72,0.51,12,2.86,72,19.43,11,-6.43,11,0.09,11,-
2000.5821474650882,214.0659722222222,2000-08-01--01:35:00,115.19433000000001,23.76648,0,0.,2.41,12,0.89,72,0.89,12,2.41,72,19.85,11,-6.88,11,0.47000000000000003,11,-
2000.5821569520342,214.06944444444443,2000-08-01--01:40:00,114.82064000000001,25.01291,0,0.,2.24,12,0.86,72,0.86,12,2.24,72,20.02,11,-7.05,11,0.44,11,-
2000.58216643898,214.07291666666666,2000-08-01--01:45:00,114.42913000000001,26.24886,0,0.,1.97,12,0.42,72,0.42,12,1.97,72,20.02,11,-7.32,11,0.,11,-
2000.582175925926,214.07638888888889,2000-08-01--01:50:00,114.02014000000001,27.47406,0,0.,1.78,12,0.2,72,0.2,12,1.78,72,19.84,11,-7.51,11,-0.22,11,-
2000.5821854128721,214.07986111111111,2000-08-01--01:55:00,113.59400000000001,28.688290000000002,0,0.,1.31,12,-0.04,72,-0.04,12,1.31,72,19.77,11,-7.98,11,-0.46,11,-
2000.582194899818,214.08333333333331,2000-08-01--02:00:00,113.15107,29.891340000000003,0,0.,0.48,12,-0.08,72,-0.08,12,0.48,72,19.46,11,-8.81,11,-0.5,11,-
2000.582204386764,214.08680555555554,2000-08-01--02:05:00,112.69169000000001,31.083040000000004,0,0.,0.18,12,0.27,72,0.27,12,0.18,72,19.57,11,-9.11,11,-0.15,11,-
2000.5822138737099,214.09027777777777,2000-08-01--02:10:00,112.21620000000001,32.263270000000006,0,0.,-0.2,12,0.13,72,0.13,12,-0.2,72,19.54,11,-9.49,11,-0.29,11,-
2000.582223360656,214.09375,2000-08-01--02:15:00,111.72498,33.431920000000005,0,0.,-0.76,12,-0.29,72,-0.29,12,-0.76,72,19.29,11,-10.05,11,-0.71,11,-
2000.582232847602,214.0972222222222,2000-08-01--02:20:00,111.21837000000001,34.588910000000006,0,0.,-1.32,12,-0.99,72,-0.99,12,-1.32,72,18.67,11,-10.61,11,-1.41,11,-
2000.5822423345478,214.10069444444443,2000-08-01--02:25:00,110.69674,35.734190000000005,0,0.,-2.05,12,-0.32,72,-0.32,12,-2.05,72,18.48,11,-11.34,11,-0.74,11,-
2000.5822518214939,214.10416666666666,2000-08-01--02:30:00,110.16043,36.867740000000005,0,0.,-1.6,12,-0.29,72,-0.29,12,-1.6,72,18.21,11,-10.89,11,-0.71,11,-
2000.5822613084397,214.10763888888889,2000-08-01--02:35:00,109.60981000000001,37.98957,0,0.,-1.22,12,-0.14,72,-0.14,12,-1.22,72,18.13,11,-10.51,11,-0.56,11,-
2000.5822707953857,214.11111111111111,2000-08-01--02:40:00,109.04523,39.09971,0,0.,-0.66,12,1.3,72,1.3,12,-0.66,72,18.57,11,-9.950000000000001,11,0.88,11,-
2000.5822802823318,214.11458333333331,2000-08-01--02:45:00,108.46705000000001,40.19821,0,0.,-0.17,12,0.18,72,0.18,12,-0.17,72,18.71,11,-9.46,11,-0.24,11,-
2000.5822897692776,214.11805555555554,2000-08-01--02:50:00,107.8756,41.28513,0,0.,-0.68,12,-0.74,72,-0.74,12,-0.68,72,18.06,11,-9.97,11,-1.16,11,-
2000.5822992562237,214.12152777777777,2000-08-01--02:55:00,107.27124,42.360580000000006,0,0.,-0.98,12,-0.81,72,-0.81,12,-0.98,72,17.63,11,-10.27,11,-1.23,11,-
2000.5823087431695,214.125,2000-08-01--03:00:00,106.65431000000001,43.424670000000006,0,0.,-0.42,12,-0.61,72,-0.61,12,-0.42,72,17.240000000000002,11,-9.71,11,-1.03,11,-
2000.5823182301156,214.1284722222222,2000-08-01--03:05:00,106.02515000000001,44.477520000000005,0,0.,0.44,12,-0.32,72,-0.32,12,0.44,72,17.2,11,-8.85,11,-0.74,11,-
2000.5823277170616,214.13194444444443,2000-08-01--03:10:00,105.38407000000001,45.5193,0,0.,0.03,12,0.05,72,0.05,12,0.03,72,17.3,11,-9.26,11,-0.37,11,-
2000.5823372040074,214.13541666666666,2000-08-01--03:15:00,104.73141000000001,46.55015,0,0.,0.09,12,-0.03,72,-0.03,12,0.09,72,17.14,11,-9.200000000000001,11,-0.45,11,-
2000.5823466909535,214.13888888888889,2000-08-01--03:20:00,104.06749,47.57027,0,0.,0.39,12,0.35000000000000003,72,0.35000000000000003,12,0.39,72,17.240000000000002,11,-8.9,11,-0.07,11,-
2000.5823561778993,214.14236111111111,2000-08-01--03:25:00,103.3926,48.57983,0,0.,0.5,12,-0.3,72,-0.3,12,0.5,72,16.8,11,-8.790000000000001,11,-0.72,11,-
2000.5823656648454,214.14583333333331,2000-08-01--03:30:00,102.70705000000001,49.57905,0,0.,0.3,12,0.4,72,0.4,12,0.3,72,16.85,11,-8.99,11,-0.02,11,-
2000.5823751517912,214.14930555555554,2000-08-01--03:35:00,102.01113000000001,50.568130000000004,0,0.,0.46,12,0.22,72,0.22,12,0.46,72,16.86,11,-8.83,11,-0.2,11,-
2000.5823846387373,214.15277777777777,2000-08-01--03:40:00,101.30511000000001,51.54731,0,0.,0.29,12,0.13,72,0.13,12,0.29,72,16.62,11,-9.,11,-0.29,11,-
2000.5823941256833,214.15625,2000-08-01--03:45:00,100.58924,52.51682,0,0.,0.39,12,0.6900000000000001,72,0.6900000000000001,12,0.39,72,16.96,11,-8.9,11,0.27,11,-
2000.5824036126292,214.1597222222222,2000-08-01--03:50:00,99.86377,53.476910000000004,0,0.,0.3,12,1.06,72,1.06,12,0.3,72,17.2,11,-8.99,11,0.64,11,-
2000.5824130995752,214.16319444444443,2000-08-01--03:55:00,99.12892000000001,54.427820000000004,0,0.,0.3,12,0.,72,0.,12,0.3,72,16.97,11,-8.99,11,-0.42,11,-
2000.582422586521,214.16666666666666,2000-08-01--04:00:00,98.38485000000001,55.36981,0,0.,-0.04,12,-0.08,72,-0.08,12,-0.04,72,16.7,11,-9.33,11,-0.5,11,-
2000.582432073467,214.17013888888889,2000-08-01--04:05:00,97.63170000000001,56.303160000000005,0,0.,-0.11,12,0.01,72,0.01,12,-0.11,72,16.490000000000002,11,-9.4,11,-0.41000000000000003,11,-
2000.5824415604131,214.17361111111111,2000-08-01--04:10:00,96.86951,57.22813000000001,0,0.,0.46,12,-0.38,72,-0.38,12,0.46,72,16.07,11,-8.83,11,-0.8,11,-
2000.582451047359,214.17708333333331,2000-08-01--04:15:00,96.09823,58.145010000000006,0,0.,0.7000000000000001,12,0.2,72,0.2,12,0.7000000000000001,72,16.28,11,-8.59,11,-0.22,11,-
2000.582460534305,214.18055555555554,2000-08-01--04:20:00,95.31757,59.05406000000001,0,0.,-0.16,12,1.12,72,1.12,12,-0.16,72,16.63,11,-9.450000000000001,11,0.7000000000000001,11,-
2000.5824700212509,214.18402777777777,2000-08-01--04:25:00,94.52688,59.955600000000004,0,0.,0.21,12,0.73,72,0.73,12,0.21,72,16.68,11,-9.08,11,0.31,11,-
2000.582479508197,214.1875,2000-08-01--04:30:00,93.72471,60.849900000000005,0,0.,0.27,12,0.8200000000000001,72,0.8200000000000001,12,0.27,72,16.92,11,-9.02,11,0.4,11,-
2000.582488995143,214.1909722222222,2000-08-01--04:35:00,92.90782,61.737260000000006,0,0.,0.35000000000000003,12,0.34,72,0.34,12,0.35000000000000003,72,16.76,11,-8.94,11,-0.08,11,-
2000.5824984820888,214.19444444444443,2000-08-01--04:40:00,92.0678,62.61798,0,0.,0.73,12,0.78,72,0.78,12,0.73,72,16.9,11,-8.56,11,0.36,11,-
2000.5825079690349,214.19791666666666,2000-08-01--04:45:00,91.17617000000001,63.49237000000001,0,0.,2.56,12,1.3800000000000001,72,1.3800000000000001,12,2.56,72,17.14,11,-6.73,11,0.96,11,-
2000.5825174559807,214.20138888888889,2000-08-01--04:50:00,90.04602000000001,64.36074,0,0.,5.42,12,4.32,72,4.32,12,5.42,72,17.28,11,-3.87,11,3.9,11,-
2000.5825269429267,214.20486111111111,2000-08-01--04:55:00,89.33095,65.22339000000001,15.49,1326.24,8.15,12,0.43,72,37.13,12,7.72,72,17.16,11,-1.1400000000000001,11,36.71,11,-
2000.5825364298728,214.20833333333331,2000-08-01--05:00:00,88.59649,66.08064,32.480000000000004,1326.24,12.31,12,1.68,72,68.61,12,10.63,72,17.02,11,3.02,11,68.19,11,-
2000.5825459168186,214.21180555555554,2000-08-01--05:05:00,87.83154,66.93281,50.18,1326.24,18.35,12,3.87,72,102.32000000000001,12,14.48,72,16.9,11,9.06,11,101.9,11,-
2000.5825554037647,214.21527777777777,2000-08-01--05:10:00,87.04396000000001,67.78022,68.39,1326.25,25.22,12,7.71,72,149.6,12,17.51,72,16.86,11,15.93,11,149.18,11,-
2000.5825648907105,214.21875,2000-08-01--05:15:00,86.23964000000001,68.62320000000001,86.98,1326.25,32.15,12,12.97,72,197.71,12,19.18,72,16.65,11,22.86,11,197.29,11,-
2000.5825743776566,214.2222222222222,2000-08-01--05:20:00,85.42235000000001,69.46207000000001,105.85000000000001,1326.25,40.51,12,20.240000000000002,72,253.59,12,20.27,72,16.59,11,31.220000000000002,11,253.17000000000002,11,-
2000.5825838646024,214.22569444444443,2000-08-01--05:25:00,84.59267000000001,70.29716,124.98,1326.25,51.06,12,28.32,72,300.55,12,22.740000000000002,72,16.54,11,41.77,11,300.13,11,-
2000.5825933515484,214.22916666666666,2000-08-01--05:30:00,83.75544000000001,71.12881,144.26,1326.25,61.38,12,37.32,72,343.11,12,24.060000000000002,72,16.59,11,52.09,11,342.69,11,-
2000.5826028384945,214.23263888888889,2000-08-01--05:35:00,82.91032000000001,71.95736000000001,163.69,1326.25,72.29,12,45.92,72,372.05,12,26.37,72,16.77,11,63.,11,371.63,11,-
2000.5826123254403,214.23611111111111,2000-08-01--05:40:00,82.05875,72.78315,183.23,1326.25,84.43,12,55.95,72,404.97,12,28.48,72,16.91,11,75.14,11,404.55,11,-
2000.5826218123864,214.23958333333331,2000-08-01--05:45:00,81.20144,73.60653,202.87,1326.25,97.72,12,67.04,72,438.3,12,30.68,72,17.17,11,88.43,11,437.88,11,-
2000.5826312993322,214.24305555555554,2000-08-01--05:50:00,80.33896,74.42785,222.57,1326.26,114.24000000000001,12,80.84,72,481.7,12,33.4,72,17.37,11,104.95,11,481.28000000000003,11,-
2000.5826407862783,214.24652777777777,2000-08-01--05:55:00,79.47181,75.24748000000001,242.33,1326.26,128.2,12,93.72,72,512.94,12,34.480000000000004,72,17.66,11,118.91,11,512.52,11,-
2000.5826502732243,214.25,2000-08-01--06:00:00,78.60039,76.06577,262.14,1326.26,142.38,12,106.,72,536.32,12,36.38,72,18.13,11,133.09,11,535.9,11,-
2000.5826597601701,214.2534722222222,2000-08-01--06:05:00,77.72506000000001,76.88309000000001,281.97,1326.26,157.57,12,119.39,72,561.58,12,38.18,72,18.54,11,148.28,11,561.16,11,-
2000.5826692471162,214.25694444444443,2000-08-01--06:10:00,76.84615000000001,77.69983,301.81,1326.26,173.87,12,134.41,72,590.62,12,39.46,72,18.95,11,164.58,11,590.2,11,-
2000.582678734062,214.26041666666666,2000-08-01--06:15:00,75.96395000000001,78.51637000000001,321.66,1326.26,188.05,12,148.35,72,611.69,12,39.7,72,19.21,11,178.76,11,611.27,11,-
2000.582688221008,214.26388888888889,2000-08-01--06:20:00,75.07872,79.33309000000001,341.5,1326.26,203.23000000000002,12,162.36,72,630.5600000000001,12,40.87,72,19.38,11,193.94,11,630.14,11,-
2000.5826977079541,214.26736111111111,2000-08-01--06:25:00,74.19071000000001,80.15039,361.32,1326.26,219.53,12,176.47,72,647.76,12,43.06,72,19.68,11,210.24,11,647.34,11,-
2000.5827071949,214.27083333333331,2000-08-01--06:30:00,73.30015,80.96869000000001,381.11,1326.27,237.4,12,190.99,72,664.63,12,46.410000000000004,72,19.97,11,228.11,11,664.21,11,-
2000.582716681846,214.27430555555554,2000-08-01--06:35:00,72.40727000000001,81.78840000000001,400.86,1326.27,252.70000000000002,12,203.29,72,672.6,12,49.410000000000004,72,20.2,11,243.41,11,672.1800000000001,11,-
2000.5827261687919,214.27777777777777,2000-08-01--06:40:00,71.51230000000001,82.60995000000001,420.56,1326.27,252.47,12,197.99,72,624.38,12,54.480000000000004,72,20.39,11,243.18,11,623.96,11,-
2000.582735655738,214.28125,2000-08-01--06:45:00,70.61543,83.43378000000001,440.2,1326.27,283.51,12,222.09,72,669.14,12,61.42,72,20.54,11,274.22,11,668.72,11,-
2000.582745142684,214.2847222222222,2000-08-01--06:50:00,69.71688,84.26034000000001,459.76,1326.27,306.18,12,241.38,72,696.29,12,64.8,72,20.84,11,296.89,11,695.87,11,-
2000.5827546296298,214.28819444444443,2000-08-01--06:55:00,68.81686,85.09009,479.25,1326.27,325.94,12,257.14,72,711.6,12,68.8,72,21.01,11,316.65000000000003,11,711.1800000000001,11,-
2000.5827641165758,214.29166666666666,2000-08-01--07:00:00,67.91556,85.92351000000001,498.64,1326.27,349.28000000000003,12,276.84000000000003,72,736.34,12,72.44,72,21.26,11,339.99,11,735.92,11,-
2000.5827736035217,214.29513888888889,2000-08-01--07:05:00,67.01319000000001,86.76109000000001,517.94,1326.27,359.1,12,284.89,72,729.52,12,74.21000000000001,72,21.44,11,349.81,11,729.1,11,-
2000.5827830904677,214.29861111111111,2000-08-01--07:10:00,66.10996,87.60335,537.12,1326.27,380.32,12,308.39,72,761.5,12,71.93,72,21.580000000000002,11,371.03000000000003,11,761.08,11,-
2000.5827925774136,214.30208333333331,2000-08-01--07:15:00,65.20606000000001,88.4508,556.1800000000001,1326.28,387.13,12,318.90000000000003,72,760.45,12,68.23,72,21.75,11,377.84000000000003,11,760.03,11,-
2000.5828020643596,214.30555555555554,2000-08-01--07:20:00,64.30171,89.30399000000001,575.12,1326.28,398.63,12,335.21,72,773.03,12,63.42,72,21.75,11,389.34000000000003,11,772.61,11,-
2000.5828115513057,214.30902777777777,2000-08-01--07:25:00,63.3971,90.16348,593.91,1326.28,412.81,12,351.8,72,785.61,12,61.01,72,22.01,11,403.52,11,785.19,11,-
2000.5828210382515,214.3125,2000-08-01--07:30:00,62.49246000000001,91.02986000000001,612.5600000000001,1326.28,423.08,12,362.85,72,785.61,12,60.230000000000004,72,22.2,11,413.79,11,785.19,11,-
2000.5828305251976,214.3159722222222,2000-08-01--07:35:00,61.587990000000005,91.90373000000001,631.0600000000001,1326.28,441.39,12,382.28000000000003,72,803.4300000000001,12,59.11,72,22.54,11,432.1,11,803.01,11,-
