Station ID Number:,94170,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,NOTES
Station Name:,BUO,-,-,-,-,Element:,1000,-,2000,-,2010,-,3000,-,9300,-,1000_withNO,-,2010_withNO,-,Contact Info: http://solardat.uoregon.edu
Station Location:,Burns_Oregon_USA,-,-,-,-,Instrument Serial Number:,PSP(17846F3),-,NIP(17829E6),-,NIP(17829E6),-,Computed from GHI and DNI,-,T10,-,PSP(17846F3),-,NIP(17829E6),-,Element description at: http://solardat.uoregon.edu/DataElementNumbers.html
Latitude:,43.519197,-,-,-,-,Instrument Shorthand Name:,P4,-,NA,-,N3,-,NA,-,T10,-,P4,-,N3,-,Flag description at: http://solardat.uoregon.edu/QualityControlFlags.html
Longitude (+ East):,-119.021623,-,-,-,-,Responsivity:,7.2904,microV/(W/m^2),NA,-,8.2511,microV/(W/m^2),NA,-,1000.,microV?/C,7.2904,microV/(W/m^2),8.2511,microV/(W/m^2),Data has been calibrated using the responsivity values listed 
Altitude (m):,1260.,-,-,-,-,Estimated Uncertainty (U95%):,2.895,-,2.737,-,2.737,-,3.984,-,2.2,-,2.895,-,2.737,-,The phrase (_withNO) means the data has not had the nighttime offset subtracted.
Time Zone (+ East):,-8.,-,-,-,-,Sample Method:,Avg,-,-,-,Avg,-,-,-,Avg,-,Avg,-,Avg,-,Data that has been (computed) was calculated from measured columns.
Time Interval (Minutes):,5,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,C,-,W/m^2,-,W/m^2,-,Date file was created: 2017-3-30
Year//Month,2000//03,-,-,-,-,Column Notes:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,This file was created using code: Check data (2017-03-27).nb
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Day of month,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
1,61,06::32:17,17::44:42,12::08:18,6.274,15.544,4.535,3.97,4.106,2.765,8.606,2.746,0.429,37.22,-5.93,9.71,-6.3901,1.1959,-0.3106,0.3231,-
2,62,06::30:45,17::45:52,12::08:05,6.347,15.577,1.5030000000000001,10.855,0.016,48.702,0.081,11.307,1.487,10.971,-1.31,5.28,-4.8528,1.4723000000000002,0.0079,0.24380000000000002,-
3,63,06::29:19,17::47:29,12::07:53,6.42,15.602,4.376,4.139,3.285,2.77,7.087,2.744,1.091,14.65,-2.39,12.65,-6.6233,0.9041,-0.3553,0.39390000000000003,-
4,64,06::27:12,17::48:50,12::07:39,6.494,15.752,3.137,5.131,1.372,2.9090000000000003,3.0260000000000002,2.9050000000000002,1.7650000000000001,8.73,-4.29,13.790000000000001,-6.7348,1.6104,-0.0211,0.3801,-
5,65,06::25:40,17::49:46,12::07:26,6.5680000000000005,15.785,1.562,10.593,0.029,16.091,0.081,7.405,1.534,10.786,-0.6,4.11,-8.2781,0.5786,0.0728,0.10310000000000001,-
6,66,06::24:11,17::50:55,12::07:12,6.643,15.811,3.289,5.197,0.167,6.684,0.33,5.007,3.122,5.992,-2.1,2.34,-6.7555000000000005,1.0586,-0.0267,0.0961,-
7,67,06::21:59,17::52:31,12::06:57,6.7170000000000005,15.842,4.023,4.547,2.532,2.848,4.892,2.794,1.49,11.19,-6.12,4.92,-5.8721000000000005,1.6343,-0.0835,0.3352,-
8,68,06::20:32,17::53:50,12::06:42,6.792,15.995000000000001,2.509,6.7540000000000004,0.36,3.7640000000000002,0.654,3.213,2.148,7.851,-3.7,6.61,-7.067200000000001,1.1131,-0.0037,0.34990000000000004,-
9,69,06::18:58,17::54:45,12::06:27,6.8660000000000005,16.022000000000002,3.702,4.988,2.303,2.798,4.618,2.7560000000000002,1.4000000000000001,12.028,-6.1000000000000005,5.11,-6.1067,1.0688,0.2641,0.5819,-
10,70,06::16:41,17::55:53,12::06:11,6.941,16.047,3.223,5.3870000000000005,0.777,3.341,1.309,3.035,2.445,6.996,-5.7700000000000005,7.87,-6.484100000000001,1.1520000000000001,0.023200000000000002,0.3366,-
11,71,06::15:20,17::57:28,12::05:56,7.016,16.088,4.673,4.143,3.124,2.8000000000000003,5.78,2.759,1.549,10.906,-2.93,6.390000000000001,-7.625,1.5519,-0.2813,0.6678000000000001,-
12,72,06::13:39,17::58:48,12::05:39,7.09,16.233,4.263,4.312,2.129,2.82,4.3180000000000005,2.757,2.133,7.853,-6.34,11.24,-6.222700000000001,0.8806,-0.47940000000000005,0.37370000000000003,-
13,73,06::11:23,17::59:42,12::05:23,7.165,16.277,4.3340000000000005,4.346,2.371,2.842,4.271,2.785,1.963,8.951,-4.37,14.93,-6.726500000000001,2.222,-0.2131,0.6043000000000001,-
14,74,06::10:05,18::00:48,12::05:06,7.24,16.298000000000002,4.746,4.065,3.099,2.798,5.243,2.757,1.647,10.116,0.,11.05,-8.0655,1.3629,-0.0083,0.30160000000000003,-
15,75,06::08:15,18::02:18,12::04:49,7.315,16.330000000000002,5.361,3.789,4.752,2.759,9.145,2.745,0.609,27.739,-2.99,10.42,-6.1875,1.2093,-0.1164,0.2454,-
16,76,06::06:09,18::03:43,12::04:32,7.389,16.485,1.62,10.562,0.391,4.488,1.107,3.406,1.229,13.845,-1.61,6.3500000000000005,-6.6599,2.0695,-0.046,0.2548,-
17,77,06::04:46,18::04:36,12::04:15,7.464,16.507,4.798,4.268,3.387,2.843,5.7,2.7840000000000003,1.411,12.057,-4.76,9.51,-6.9824,0.9991000000000001,-0.1847,0.4181,-
18,78,06::02:44,18::05:39,12::03:57,7.538,16.544,2.729,6.385,0.355,4.128,0.922,3.185,2.373,7.524,-4.66,9.74,-7.4344,1.6714,-0.12510000000000002,0.41290000000000004,-
19,79,06::00:54,18::07:05,12::03:40,7.612,16.577,4.766,4.162,3.051,2.781,5.63,2.762,1.715,9.944,-3.24,6.46,-6.947500000000001,1.8762,-0.064,0.2768,-
20,80,05::59:25,18::08:37,12::03:22,7.686,16.716,5.628,3.732,-,-,-,-,-,-,-6.13,7.96,-6.9116,0.868,-0.3255,0.32430000000000003,-
21,81,05::57:12,18::09:28,12::03:04,7.76,16.751,5.748,3.623,-,-,-,-,-,-,-4.62,15.56,-6.4524,1.2587000000000002,-0.41550000000000004,0.5094000000000001,-
22,82,05::55:37,18::10:29,12::02:46,7.8340000000000005,16.784,4.8260000000000005,4.249,3.467,2.806,6.226,2.77,1.358,12.613,-3.72,17.37,-7.551,2.6525000000000003,-0.3612,0.3658,-
23,83,05::54:01,18::11:49,12::02:28,7.907,16.811,6.003,3.6950000000000003,5.386,2.7520000000000002,10.200000000000001,2.742,0.618,28.646,-4.63,8.,-7.7938,1.2713,-0.4378,0.5870000000000001,-
24,84,05::51:42,18::13:26,12::02:10,7.98,16.836000000000002,5.805,3.673,4.893,2.755,8.925,2.741,0.912,18.904,-7.5,12.91,-7.2111,1.8947,-0.3013,0.26380000000000003,-
25,85,05::50:18,18::14:18,12::01:52,8.053,16.991,4.941,3.9490000000000003,2.295,2.779,4.847,2.747,2.646,7.039000000000001,-2.74,16.18,-7.402,1.7519,-0.40800000000000003,0.5058,-
26,86,05::48:35,18::15:16,12::01:33,8.126,17.02,5.989,3.8200000000000003,-,-,-,-,-,-,-3.3000000000000003,19.36,-6.9206,1.2098,-0.6615,0.6478,-
27,87,05::46:19,18::16:31,12::01:15,8.198,17.062,3.463,5.345,0.664,3.374,1.514,3.035,2.8000000000000003,6.619,-1.98,13.620000000000001,-7.311,1.7060000000000002,-0.2713,0.33680000000000004,-
28,88,05::44:59,18::18:08,12::00:57,8.27,17.082,5.849,3.875,3.891,2.778,7.306,2.747,1.959,9.266,-4.0200000000000005,7.72,-8.0715,1.05,-0.3302,0.4088,-
29,89,05::43:06,18::19:08,12::00:39,8.342,17.229,5.746,3.802,4.381,2.775,8.191,2.749,1.365,13.097,-4.64,6.22,-7.3565000000000005,0.8634000000000001,-0.307,0.5206000000000001,-
30,90,05::41:05,18::20:04,12::00:21,8.413,17.266000000000002,6.417,3.557,5.6370000000000005,2.748,10.282,2.74,0.781,22.667,-6.58,12.39,-7.453,1.1474,-0.4173,0.5338,-
31,91,05::39:40,18::21:14,12::00:03,8.483,17.287,6.3500000000000005,3.604,5.639,2.7520000000000002,10.048,2.74,0.711,25.061,-3.5700000000000003,17.150000000000002,-7.3386000000000005,1.0229000000000001,-0.4038,0.4964,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR (W/m^2),ETRn (W/m^2),GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,Data_Begins_Next_Row
2000.1639439131757,61.00347222222222,2000-03-01--00:05:00,143.87405,357.51722,0,0.,-1.06,12,0.11,72,0.11,12,-1.06,72,-1.84,11,-7.45,11,-0.2,11,-
2000.1639534001217,61.00694444444444,2000-03-01--00:10:00,143.89538000000002,359.62048000000004,0,0.,-0.87,12,-0.05,72,-0.05,12,-0.87,72,-1.97,11,-7.26,11,-0.36,11,-
2000.1639628870676,61.010416666666664,2000-03-01--00:15:00,143.88342,1.7242000000000002,0,0.,-1.1400000000000001,12,0.17,72,0.17,12,-1.1400000000000001,72,-2.,11,-7.53,11,-0.14,11,-
2000.1639723740136,61.013888888888886,2000-03-01--00:20:00,143.8382,3.8251800000000005,0,0.,-0.46,12,0.14,72,0.14,12,-0.46,72,-1.98,11,-6.8500000000000005,11,-0.17,11,-
2000.1639818609594,61.01736111111111,2000-03-01--00:25:00,143.75986,5.920280000000001,0,0.,-0.96,12,0.19,72,0.19,12,-0.96,72,-2.02,11,-7.3500000000000005,11,-0.12,11,-
2000.1639913479055,61.02083333333333,2000-03-01--00:30:00,143.64861000000002,8.006400000000001,0,0.,-1.23,12,0.23,72,0.23,12,-1.23,72,-2.05,11,-7.62,11,-0.08,11,-
2000.1640008348513,61.02430555555555,2000-03-01--00:35:00,143.50477,10.08055,0,0.,-0.43,12,0.2,72,0.2,12,-0.43,72,-2.,11,-6.82,11,-0.11,11,-
2000.1640103217974,61.02777777777777,2000-03-01--00:40:00,143.32873,12.13987,0,0.,-0.77,12,0.32,72,0.32,12,-0.77,72,-1.93,11,-7.16,11,0.01,11,-
2000.1640198087434,61.03125,2000-03-01--00:45:00,143.12098,14.181650000000001,0,0.,-1.05,12,-0.04,72,-0.04,12,-1.05,72,-2.24,11,-7.44,11,-0.35000000000000003,11,-
2000.1640292956893,61.03472222222222,2000-03-01--00:50:00,142.88205000000002,16.203390000000002,0,0.,-0.9500000000000001,12,-0.09,72,-0.09,12,-0.9500000000000001,72,-2.45,11,-7.34,11,-0.4,11,-
2000.1640387826353,61.03819444444444,2000-03-01--00:55:00,142.61258,18.202740000000002,0,0.,-1.07,12,-0.27,72,-0.27,12,-1.07,72,-2.62,11,-7.46,11,-0.58,11,-
2000.1640482695811,61.041666666666664,2000-03-01--01:00:00,142.31324,20.17761,0,0.,-1.4000000000000001,12,-0.12,72,-0.12,12,-1.4000000000000001,72,-2.71,11,-7.79,11,-0.43,11,-
2000.1640577565272,61.045138888888886,2000-03-01--01:05:00,141.98478,22.1261,0,0.,-1.5,12,0.06,72,0.06,12,-1.5,72,-2.81,11,-7.890000000000001,11,-0.25,11,-
2000.1640672434733,61.04861111111111,2000-03-01--01:10:00,141.62796,24.046580000000002,0,0.,-1.41,12,0.07,72,0.07,12,-1.41,72,-2.8000000000000003,11,-7.8,11,-0.24,11,-
