Station ID Number:,94170,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,NOTES
Station Name:,BUO,-,-,-,-,Element:,1000,-,2000,-,2010,-,3000,-,9300,-,1000_withNO,-,2010_withNO,-,Contact Info: http://solardat.uoregon.edu
Station Location:,Burns_Oregon_USA,-,-,-,-,Instrument Serial Number:,PSP(17846F3),-,NIP(17829E6),-,NIP(17829E6),-,Computed from GHI and DNI,-,T10,-,PSP(17846F3),-,NIP(17829E6),-,Element description at: http://solardat.uoregon.edu/DataElementNumbers.html
Latitude:,43.519197,-,-,-,-,Instrument Shorthand Name:,P4,-,NA,-,N3,-,NA,-,T10,-,P4,-,N3,-,Flag description at: http://solardat.uoregon.edu/QualityControlFlags.html
Longitude (+ East):,-119.021623,-,-,-,-,Responsivity:,7.2904,microV/(W/m^2),NA,-,8.2511,microV/(W/m^2),NA,-,1000.,microV?/C,7.2904,microV/(W/m^2),8.2511,microV/(W/m^2),Data has been calibrated using the responsivity values listed 
Altitude (m):,1260.,-,-,-,-,Estimated Uncertainty (U95%):,2.895,-,2.737,-,2.737,-,3.984,-,2.2,-,2.895,-,2.737,-,The phrase (_withNO) means the data has not had the nighttime offset subtracted.
Time Zone (+ East):,-8.,-,-,-,-,Sample Method:,Avg,-,-,-,Avg,-,-,-,Avg,-,Avg,-,Avg,-,Data that has been (computed) was calculated from measured columns.
Time Interval (Minutes):,5,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,C,-,W/m^2,-,W/m^2,-,Date file was created: 2017-3-30
Year//Month,2000//10,-,-,-,-,Column Notes:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,This file was created using code: Check data (2017-03-27).nb
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Day of month,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
1,275,05::55:02,17::35:15,11::45:31,6.8740000000000006,15.860000000000001,4.819,3.863,3.692,2.791,7.186,2.746,1.127,14.233,7.04,21.41,-8.7531,1.1845,-0.19920000000000002,0.5884,-
2,276,05::55:56,17::33:51,11::45:12,6.8020000000000005,15.849,4.089,4.251,2.372,2.9090000000000003,5.266,2.7920000000000003,1.717,9.464,-0.35000000000000003,18.68,-8.190900000000001,1.0998,-0.3946,0.8313,-
3,277,05::56:56,17::31:47,11::44:54,6.73,15.709,4.916,3.794,4.558,2.767,9.569,2.741,0.358,44.492000000000004,-2.34,18.87,-8.6579,1.5668,-0.5185000000000001,0.7022,-
4,278,05::58:32,17::29:57,11::44:35,6.658,15.695,4.833,3.818,4.518,2.7760000000000002,9.406,2.743,0.315,49.848,-2.13,20.44,-8.1508,1.4772,-0.6028,0.6957,-
5,279,05::59:44,17::28:38,11::44:17,6.586,15.676,4.763,3.814,4.432,2.7680000000000002,9.465,2.742,0.332,45.254,-3.56,17.87,-7.807600000000001,1.2187000000000001,-0.6448,0.6696000000000001,-
6,280,06::00:42,17::26:25,11::44:00,6.514,15.55,4.617,3.876,4.314,2.771,9.239,2.742,0.304,49.051,-3.08,20.75,-6.9779,1.4913,-0.4999,0.5584,-
7,281,06::01:33,17::24:43,11::43:43,6.4430000000000005,15.518,4.519,3.8770000000000002,4.165,2.767,8.905,2.74,0.355,42.64,-0.87,22.73,-6.3532,1.1765,-0.5066,0.7060000000000001,-
8,282,06::03:10,17::23:26,11::43:26,6.371,15.397,4.441,3.93,3.91,2.7720000000000002,8.442,2.741,0.532,28.454,-0.97,23.81,-6.73,1.0907,-0.4178,0.9408000000000001,-
9,283,06::04:30,17::21:10,11::43:10,6.3,15.376,1.77,8.552,0.027,42.991,0.098,12.618,1.743,8.687,3.25,18.69,-7.192,1.403,-0.24180000000000001,0.6916,-
10,284,06::05:31,17::19:35,11::42:54,6.229,15.362,0.78,20.131,0.,100,0.,100,0.78,20.131,4.3,6.71,-7.832000000000001,0.7077,0.08510000000000001,0.1991,-
11,285,06::06:22,17::18:14,11::42:39,6.158,15.237,2.884,5.473,0.981,3.475,1.786,3.121,1.903,8.035,2.99,11.81,-7.177700000000001,1.4334,0.19360000000000002,0.2099,-
12,286,06::07:53,17::16:02,11::42:24,6.088,15.211,1.737,8.811,0.152,9.374,0.271,6.295,1.585,9.633000000000001,4.53,12.31,-5.9327000000000005,2.0226,0.0952,0.34500000000000003,-
13,287,06::09:19,17::14:31,11::42:10,6.017,15.187000000000001,2.324,6.674,0.5750000000000001,4.358,1.098,3.616,1.749,8.72,2.2600000000000002,12.97,-7.2438,1.1238000000000001,-0.1567,0.5094000000000001,-
14,288,06::10:23,17::13:10,11::41:56,5.948,15.057,3.1,5.1930000000000005,1.083,3.388,1.983,3.037,2.017,7.579,1.37,15.46,-5.6776,1.737,-0.2162,0.5581,-
15,289,06::11:16,17::11:01,11::41:43,5.878,15.046000000000001,3.767,4.301,2.732,2.856,5.916,2.767,1.043,14.405000000000001,-1.07,17.04,-6.0819,1.0823,-0.24250000000000002,0.7358,-
16,290,06::12:43,17::09:32,11::41:30,5.809,15.021,3.967,4.104,3.388,2.806,7.414000000000001,2.751,0.581,24.887,-2.18,18.45,-5.945200000000001,0.8805000000000001,-0.3704,0.6008,-
17,291,06::14:13,17::08:16,11::41:18,5.74,14.881,4.03,4.055,3.7110000000000003,2.786,8.273,2.749,0.319,46.744,-1.03,22.86,-6.771800000000001,2.1797,-0.32130000000000003,1.3512,-
18,292,06::15:19,17::06:09,11::41:07,5.672,14.864,3.275,4.928,1.809,2.98,3.652,2.839,1.465,10.347,0.12,18.95,-6.6231,1.2431,-0.37970000000000004,0.8282,-
19,293,06::16:14,17::04:40,11::40:56,5.604,14.852,3.621,4.327,2.73,2.814,6.251,2.749,0.891,16.609,2.61,17.06,-6.2666,0.9430000000000001,-0.4441,0.6099,-
20,294,06::17:39,17::03:32,11::40:46,5.537,14.712,0.8210000000000001,18.438,0.003,311.133,0.013000000000000001,72.72,0.8180000000000001,18.505,1.05,11.93,-6.4987,1.7710000000000001,-0.1521,0.3116,-
21,295,06::19:12,17::01:27,11::40:36,5.47,14.685,3.6550000000000002,4.42,3.028,2.807,7.085,2.755,0.628,22.485,-2.84,9.1,-7.0781,1.1879,-0.3481,0.4985,-
22,296,06::20:20,16::59:55,11::40:28,5.404,14.667,3.871,4.1,3.656,2.821,8.949,2.82,0.217,62.469,-5.08,11.83,-7.071700000000001,1.2007,-0.7183,0.7349,-
23,297,06::21:15,16::58:47,11::40:20,5.338,14.655000000000001,3.666,4.204,3.452,2.775,8.477,2.741,0.214,64.929,-6.91,14.07,-6.0717,0.7745000000000001,-0.4596,0.5621,-
24,298,06::22:44,16::56:59,11::40:12,5.273,14.513,3.581,4.296,3.3240000000000003,2.8000000000000003,7.896,2.7640000000000002,0.258,56.483000000000004,-3.44,16.72,-5.674300000000001,1.264,-0.42660000000000003,0.6974,-
25,299,06::24:16,16::55:19,11::40:05,5.208,14.486,1.26,10.938,0.007,148.728,0.016,65.069,1.2530000000000001,10.999,-0.62,13.35,-6.1702,1.6114000000000002,-0.042800000000000005,0.35960000000000003,-
26,300,06::25:24,16::54:09,11::39:59,5.144,14.468,1.405,10.464,0.035,23.638,0.113,8.399000000000001,1.37,10.789,1.58,8.91,-6.1399,1.2236,-1.8042,2.153,-
27,301,06::26:18,16::52:48,11::39:54,5.081,14.34,2.993,5.043,2.174,3.005,4.715,2.852,0.8190000000000001,17.519000000000002,-2.35,11.8,-6.4214,1.3983,-0.0826,0.5624,-
28,302,06::27:54,16::50:58,11::39:50,5.019,14.311,0.652,22.004,0.002,275.233,0.01,55.237,0.651,22.038,0.47000000000000003,8.49,-6.807300000000001,1.2228,-0.0854,0.48660000000000003,-
29,303,06::29:24,16::49:41,11::39:46,4.956,14.284,2.126,6.8420000000000005,1.149,3.197,3.172,2.87,0.977,14.684000000000001,-2.7600000000000002,8.51,-5.6115,0.9879,0.0699,0.6542,-
30,304,06::30:30,16::48:41,11::39:43,4.8950000000000005,14.266,2.895,5.072,2.418,2.839,6.34,2.7560000000000002,0.47800000000000004,29.069,-3.54,10.86,-6.7641,1.5513000000000001,0.1056,0.5504,-
31,305,06::31:25,16::46:59,11::39:41,4.835,14.112,2.963,4.968,2.019,2.939,4.7170000000000005,2.79,0.9460000000000001,15.046000000000001,-2.24,11.35,-7.743600000000001,0.7917000000000001,-0.21860000000000002,0.7841,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR (W/m^2),ETRn (W/m^2),GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,Data_Begins_Next_Row
2000.7486433667275,275.00347222222223,2000-10-01--00:05:00,139.65625,6.49162,0,0.,1.34,12,0.32,72,0.32,12,1.34,72,13.26,11,-7.41,11,0.12,11,-
2000.7486528536735,275.00694444444446,2000-10-01--00:10:00,139.54000000000002,8.40921,0,0.,1.81,12,0.22,72,0.22,12,1.81,72,13.22,11,-6.94,11,0.02,11,-
2000.7486623406196,275.01041666666663,2000-10-01--00:15:00,139.39381,10.316780000000001,0,0.,1.8,12,0.34,72,0.34,12,1.8,72,13.33,11,-6.95,11,0.14,11,-
2000.7486718275654,275.01388888888886,2000-10-01--00:20:00,139.21800000000002,12.212200000000001,0,0.,1.97,12,0.04,72,0.04,12,1.97,72,13.23,11,-6.78,11,-0.16,11,-
2000.7486813145115,275.0173611111111,2000-10-01--00:25:00,139.01298,14.093440000000001,0,0.,0.41000000000000003,12,-1.77,72,-1.77,12,0.41000000000000003,72,11.74,11,-8.34,11,-1.97,11,-
2000.7486908014573,275.0208333333333,2000-10-01--00:30:00,138.7792,15.9586,0,0.,0.16,12,-1.33,72,-1.33,12,0.16,72,11.18,11,-8.59,11,-1.53,11,-
2000.7487002884034,275.02430555555554,2000-10-01--00:35:00,138.51717000000002,17.8059,0,0.,0.48,12,-0.85,72,-0.85,12,0.48,72,11.18,11,-8.27,11,-1.05,11,-
2000.7487097753492,275.02777777777777,2000-10-01--00:40:00,138.22744,19.63373,0,0.,0.44,12,-0.62,72,-0.62,12,0.44,72,11.39,11,-8.31,11,-0.8200000000000001,11,-
2000.7487192622953,275.03125,2000-10-01--00:45:00,137.91061000000002,21.440600000000003,0,0.,0.7000000000000001,12,-0.17,72,-0.17,12,0.7000000000000001,72,11.23,11,-8.05,11,-0.37,11,-
2000.7487287492413,275.03472222222223,2000-10-01--00:50:00,137.56732000000002,23.22519,0,0.,1.79,12,0.23,72,0.23,12,1.79,72,11.68,11,-6.96,11,0.03,11,-
2000.7487382361871,275.03819444444446,2000-10-01--00:55:00,137.19823000000002,24.98635,0,0.,2.5,12,0.17,72,0.17,12,2.5,72,11.64,11,-6.25,11,-0.03,11,-
2000.7487477231332,275.04166666666663,2000-10-01--01:00:00,136.80405000000002,26.723070000000003,0,0.,2.81,12,0.31,72,0.31,12,2.81,72,11.64,11,-5.94,11,0.11,11,-
2000.748757210079,275.04513888888886,2000-10-01--01:05:00,136.38548,28.434510000000003,0,0.,2.43,12,0.55,72,0.55,12,2.43,72,11.91,11,-6.32,11,0.35000000000000003,11,-
2000.748766697025,275.0486111111111,2000-10-01--01:10:00,135.94326,30.119960000000003,0,0.,1.98,12,0.67,72,0.67,12,1.98,72,12.030000000000001,11,-6.7700000000000005,11,0.47000000000000003,11,-
2000.7487761839711,275.0520833333333,2000-10-01--01:15:00,135.47814000000002,31.778890000000004,0,0.,1.36,12,1.11,72,1.11,12,1.36,72,12.36,11,-7.390000000000001,11,0.91,11,-
