Station ID Number:,94170,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,NOTES
2000.0848512446876,32.05555555555556,2000-02-01--01:20:00,150.05002000000002,33.964330000000004,0,0.,-1.24,12,0.02,72,0.02,12,-1.24,72,0.12,11,-6.54,11,0.01,11,-
2000.0848607316334,32.05902777777778,2000-02-01--01:25:00,149.52877,36.098960000000005,0,0.,-1.18,12,0.01,72,0.01,12,-1.18,72,0.13,11,-6.48,11,0.,11,-
2000.0848702185795,32.0625,2000-02-01--01:30:00,148.98062000000002,38.173660000000005,0,0.,-1.21,12,0.02,72,0.02,12,-1.21,72,0.16,11,-6.51,11,0.01,11,-
2000.0848797055253,32.06597222222222,2000-02-01--01:35:00,148.40705,40.188840000000006,0,0.,-0.73,12,0.01,72,0.01,12,-0.73,72,0.17,11,-6.03,11,0.,11,-
2000.0848891924713,32.06944444444444,2000-02-01--01:40:00,147.80949,42.14526,0,0.,-0.46,12,0.04,72,0.04,12,-0.46,72,0.18,11,-5.76,11,0.03,11,-
2000.0848986794174,32.072916666666664,2000-02-01--01:45:00,147.18932,44.04402,0,0.,-0.56,12,0.06,72,0.06,12,-0.56,72,0.18,11,-5.86,11,0.05,11,-
2000.0849081663632,32.076388888888886,2000-02-01--01:50:00,146.54789000000002,45.88642,0,0.,-0.39,12,0.1,72,0.1,12,-0.39,72,0.19,11,-5.69,11,0.09,11,-
2000.0849176533093,32.07986111111111,2000-02-01--01:55:00,145.88648,47.674020000000006,0,0.,-0.62,12,0.15,72,0.15,12,-0.62,72,0.16,11,-5.92,11,0.14,11,-
2000.084927140255,32.08333333333333,2000-02-01--02:00:00,145.20631,49.408480000000004,0,0.,-0.28,12,0.08,72,0.08,12,-0.28,72,0.15,11,-5.58,11,0.07,11,-
2000.0849366272012,32.08680555555556,2000-02-01--02:05:00,144.50856000000002,51.091620000000006,0,0.,-0.53,12,0.13,72,0.13,12,-0.53,72,0.16,11,-5.83,11,0.12,11,-
2000.0849461141472,32.09027777777778,2000-02-01--02:10:00,143.79434,52.72532,0,0.,0.07,12,0.1,72,0.1,12,0.07,72,0.16,11,-5.23,11,0.09,11,-
2000.084955601093,32.09375,2000-02-01--02:15:00,143.06470000000002,54.3115,0,0.,0.11,12,0.07,72,0.07,12,0.11,72,0.16,11,-5.19,11,0.06,11,-
2000.084965088039,32.09722222222222,2000-02-01--02:20:00,142.32063000000002,55.85213,0,0.,0.1,12,0.04,72,0.04,12,0.1,72,0.19,11,-5.2,11,0.03,11,-
2000.084974574985,32.10069444444444,2000-02-01--02:25:00,141.56308,57.349160000000005,0,0.,-0.05,12,0.06,72,0.06,12,-0.05,72,0.2,11,-5.3500000000000005,11,0.05,11,-
2000.084984061931,32.104166666666664,2000-02-01--02:30:00,140.79293,58.804550000000006,0,0.,-0.02,12,0.08,72,0.08,12,-0.02,72,0.18,11,-5.32,11,0.07,11,-
2000.084993548877,32.107638888888886,2000-02-01--02:35:00,140.01103,60.22021,0,0.,-0.63,12,0.15,72,0.15,12,-0.63,72,0.2,11,-5.93,11,0.14,11,-
2000.0850030358229,32.11111111111111,2000-02-01--02:40:00,139.21815,61.598020000000005,0,0.,-0.06,12,0.04,72,0.04,12,-0.06,72,0.21,11,-5.36,11,0.03,11,-
2000.085012522769,32.11458333333333,2000-02-01--02:45:00,138.41504,62.939820000000005,0,0.,-0.79,12,0.27,72,0.27,12,-0.79,72,0.22,11,-6.09,11,0.26,11,-
2000.0850220097147,32.11805555555556,2000-02-01--02:50:00,137.60240000000002,64.2474,0,0.,-0.15,12,0.19,72,0.19,12,-0.15,72,0.22,11,-5.45,11,0.18,11,-
2000.0850314966608,32.12152777777778,2000-02-01--02:55:00,136.78088000000002,65.52247,0,0.,-0.49,12,0.16,72,0.16,12,-0.49,72,0.23,11,-5.79,11,0.15,11,-
2000.0850409836066,32.125,2000-02-01--03:00:00,135.95111,66.7667,0,0.,-0.52,12,0.13,72,0.13,12,-0.52,72,0.23,11,-5.82,11,0.12,11,-
2000.0850504705527,32.12847222222222,2000-02-01--03:05:00,135.11366,67.9817,0,0.,-0.22,12,0.12,72,0.12,12,-0.22,72,0.26,11,-5.5200000000000005,11,0.11,11,-
2000.0850599574987,32.13194444444444,2000-02-01--03:10:00,134.26909,69.16899000000001,0,0.,-0.48,12,0.27,72,0.27,12,-0.48,72,0.29,11,-5.78,11,0.26,11,-
2000.0850694444446,32.135416666666664,2000-02-01--03:15:00,133.41791,70.33006,0,0.,-0.25,12,0.28,72,0.28,12,-0.25,72,0.34,11,-5.55,11,0.27,11,-
2000.0850789313906,32.138888888888886,2000-02-01--03:20:00,132.56061,71.46632000000001,0,0.,0.11,12,0.39,72,0.39,12,0.11,72,0.36,11,-5.19,11,0.38,11,-
2000.0850884183365,32.14236111111111,2000-02-01--03:25:00,131.69766,72.57912,0,0.,0.22,12,0.41000000000000003,72,0.41000000000000003,12,0.22,72,0.36,11,-5.08,11,0.4,11,-
2000.0850979052825,32.14583333333333,2000-02-01--03:30:00,130.82948000000002,73.66976000000001,0,0.,0.47000000000000003,12,0.43,72,0.43,12,0.47000000000000003,72,0.37,11,-4.83,11,0.42,11,-
2000.0851073922286,32.14930555555556,2000-02-01--03:35:00,129.95649,74.73946000000001,0,0.,0.3,12,0.5700000000000001,72,0.5700000000000001,12,0.3,72,0.37,11,-5.,11,0.56,11,-
2000.0851168791744,32.15277777777778,2000-02-01--03:40:00,129.07908,75.78942,0,0.,0.1,12,0.48,72,0.48,12,0.1,72,0.36,11,-5.2,11,0.47000000000000003,11,-
2000.0851263661204,32.15625,2000-02-01--03:45:00,128.19763,76.82075,0,0.,0.58,12,0.33,72,0.33,12,0.58,72,0.37,11,-4.72,11,0.32,11,-
2000.0851358530663,32.15972222222222,2000-02-01--03:50:00,127.31248000000001,77.83453,0,0.,0.06,12,0.27,72,0.27,12,0.06,72,0.4,11,-5.24,11,0.26,11,-
2000.0851453400123,32.16319444444444,2000-02-01--03:55:00,126.42397000000001,78.8318,0,0.,0.46,12,0.22,72,0.22,12,0.46,72,0.46,11,-4.84,11,0.21,11,-
2000.0851548269584,32.166666666666664,2000-02-01--04:00:00,125.53242000000002,79.81352000000001,0,0.,0.32,12,0.21,72,0.21,12,0.32,72,0.46,11,-4.98,11,0.2,11,-
2000.0851643139042,32.170138888888886,2000-02-01--04:05:00,124.63813,80.78063,0,0.,0.37,12,0.48,72,0.48,12,0.37,72,0.44,11,-4.93,11,0.47000000000000003,11,-
2000.0851738008503,32.17361111111111,2000-02-01--04:10:00,123.74140000000001,81.73404000000001,0,0.,0.21,12,0.54,72,0.54,12,0.21,72,0.45,11,-5.09,11,0.53,11,-
2000.085183287796,32.17708333333333,2000-02-01--04:15:00,122.84250000000002,82.67460000000001,0,0.,0.8200000000000001,12,0.21,72,0.21,12,0.8200000000000001,72,0.46,11,-4.48,11,0.2,11,-
2000.0851927747422,32.18055555555556,2000-02-01--04:20:00,121.94171000000001,83.60312,0,0.,0.78,12,0.15,72,0.15,12,0.78,72,0.46,11,-4.5200000000000005,11,0.14,11,-
2000.0852022616882,32.18402777777778,2000-02-01--04:25:00,121.03927000000002,84.52039,0,0.,0.17,12,0.19,72,0.19,12,0.17,72,0.46,11,-5.13,11,0.18,11,-
2000.085211748634,32.1875,2000-02-01--04:30:00,120.13543000000001,85.42717,0,0.,0.43,12,0.09,72,0.09,12,0.43,72,0.52,11,-4.87,11,0.08,11,-
2000.08522123558,32.19097222222222,2000-02-01--04:35:00,119.23044000000002,86.32416,0,0.,1.1400000000000001,12,0.14,72,0.14,12,1.1400000000000001,72,0.5,11,-4.16,11,0.13,11,-
2000.085230722526,32.19444444444444,2000-02-01--04:40:00,118.32452,87.21207000000001,0,0.,0.59,12,0.17,72,0.17,12,0.59,72,0.51,11,-4.71,11,0.16,11,-
2000.085240209472,32.197916666666664,2000-02-01--04:45:00,117.4179,88.09156,0,0.,0.33,12,0.07,72,0.07,12,0.33,72,0.5,11,-4.97,11,0.06,11,-
2000.0852496964178,32.201388888888886,2000-02-01--04:50:00,116.51079000000001,88.96326,0,0.,0.21,12,0.09,72,0.09,12,0.21,72,0.52,11,-5.09,11,0.08,11,-
2000.0852591833639,32.20486111111111,2000-02-01--04:55:00,115.60340000000001,89.82779000000001,0,0.,0.41000000000000003,12,0.21,72,0.21,12,0.41000000000000003,72,0.6,11,-4.89,11,0.2,11,-
2000.08526867031,32.20833333333333,2000-02-01--05:00:00,114.69594000000001,90.68574000000001,0,0.,0.51,12,0.2,72,0.2,12,0.51,72,0.67,11,-4.79,11,0.19,11,-
2000.0852781572557,32.21180555555556,2000-02-01--05:05:00,113.78861,91.53768000000001,0,0.,0.41000000000000003,12,0.17,72,0.17,12,0.41000000000000003,72,0.73,11,-4.89,11,0.16,11,-
2000.0852876442018,32.21527777777778,2000-02-01--05:10:00,112.8816,92.38416000000001,0,0.,0.49,12,0.17,72,0.17,12,0.49,72,0.72,11,-4.8100000000000005,11,0.16,11,-
2000.0852971311476,32.21875,2000-02-01--05:15:00,111.97509000000001,93.22572000000001,0,0.,0.21,12,0.22,72,0.22,12,0.21,72,0.76,11,-5.09,11,0.21,11,-
2000.0853066180937,32.22222222222222,2000-02-01--05:20:00,111.06929000000001,94.06287,0,0.,0.59,12,0.22,72,0.22,12,0.59,72,0.86,11,-4.71,11,0.21,11,-
2000.0853161050397,32.22569444444444,2000-02-01--05:25:00,110.16436,94.8961,0,0.,0.99,12,0.14,72,0.14,12,0.99,72,0.9,11,-4.3100000000000005,11,0.13,11,-
2000.0853255919856,32.229166666666664,2000-02-01--05:30:00,109.26049,95.72591000000001,0,0.,1.84,12,0.1,72,0.1,12,1.84,72,0.89,11,-3.46,11,0.09,11,-
2000.0853350789316,32.232638888888886,2000-02-01--05:35:00,108.35785000000001,96.55276,0,0.,1.27,12,0.1,72,0.1,12,1.27,72,0.85,11,-4.03,11,0.09,11,-
2000.0853445658774,32.23611111111111,2000-02-01--05:40:00,107.45662000000002,97.37711,0,0.,0.6,12,0.04,72,0.04,12,0.6,72,0.84,11,-4.7,11,0.03,11,-
2000.0853540528235,32.23958333333333,2000-02-01--05:45:00,106.55696,98.19941000000001,0,0.,0.85,12,0.1,72,0.1,12,0.85,72,0.88,11,-4.45,11,0.09,11,-
2000.0853635397696,32.24305555555556,2000-02-01--05:50:00,105.65904,99.02009000000001,0,0.,1.01,12,0.35000000000000003,72,0.35000000000000003,12,1.01,72,1.1,11,-4.29,11,0.34,11,-
2000.0853730267154,32.24652777777778,2000-02-01--05:55:00,104.76302000000001,99.83958000000001,0,0.,1.59,12,0.28,72,0.28,12,1.59,72,1.16,11,-3.71,11,0.27,11,-
2000.0853825136614,32.25,2000-02-01--06:00:00,103.86905,100.65828,0,0.,1.34,12,0.15,72,0.15,12,1.34,72,1.06,11,-3.96,11,0.14,11,-
2000.0853920006073,32.25347222222222,2000-02-01--06:05:00,102.97728000000001,101.47661000000001,0,0.,0.72,12,0.01,72,0.01,12,0.72,72,0.9400000000000001,11,-4.58,11,0.,11,-
2000.0854014875533,32.25694444444444,2000-02-01--06:10:00,102.08786,102.29496,0,0.,0.97,12,0.01,72,0.01,12,0.97,72,0.9500000000000001,11,-4.33,11,0.,11,-
2000.0854109744994,32.260416666666664,2000-02-01--06:15:00,101.20092000000001,103.11373,0,0.,0.34,12,0.01,72,0.01,12,0.34,72,0.9,11,-4.96,11,0.,11,-
2000.0854204614452,32.263888888888886,2000-02-01--06:20:00,100.31655,103.93328000000001,0,0.,-0.42,12,0.01,72,0.01,12,-0.42,72,0.8300000000000001,11,-5.72,11,0.,11,-
2000.0854299483913,32.26736111111111,2000-02-01--06:25:00,99.43486000000001,104.75401000000001,0,0.,0.6,12,0.1,72,0.1,12,0.6,72,0.85,11,-4.7,11,0.09,11,-
2000.085439435337,32.27083333333333,2000-02-01--06:30:00,98.55590000000001,105.57628000000001,0,0.,1.03,12,0.85,72,0.85,12,1.03,72,1.33,11,-4.2700000000000005,11,0.84,11,-
2000.0854489222831,32.27430555555556,2000-02-01--06:35:00,97.67965000000001,106.40045,0,0.,1.51,12,1.19,72,1.19,12,1.51,72,1.8800000000000001,11,-3.79,11,1.18,11,-
2000.085458409229,32.27777777777778,2000-02-01--06:40:00,96.80602,107.22689000000001,0,0.,1.73,12,0.91,72,0.91,12,1.73,72,2.02,11,-3.5700000000000003,11,0.9,11,-
2000.085467896175,32.28125,2000-02-01--06:45:00,95.93476000000001,108.05594,0,0.,1.44,12,0.25,72,0.25,12,1.44,72,1.84,11,-3.86,11,0.24,11,-
2000.085477383121,32.28472222222222,2000-02-01--06:50:00,95.06531000000001,108.88796,0,0.,0.98,12,0.12,72,0.12,12,0.98,72,1.6500000000000001,11,-4.32,11,0.11,11,-
2000.085486870067,32.28819444444444,2000-02-01--06:55:00,94.19653000000001,109.72330000000001,0,0.,1.4000000000000001,12,0.64,72,0.64,12,1.4000000000000001,72,2.15,11,-3.9,11,0.63,11,-
2000.085496357013,32.291666666666664,2000-02-01--07:00:00,93.32598,110.56230000000001,0,0.,1.08,12,0.05,72,0.05,12,1.08,72,1.79,11,-4.22,11,0.04,11,-
2000.0855058439588,32.295138888888886,2000-02-01--07:05:00,92.44778000000001,111.40529000000001,0,0.,1.58,12,0.09,72,0.09,12,1.58,72,1.8,11,-3.72,11,0.08,11,-
2000.0855153309049,32.29861111111111,2000-02-01--07:10:00,91.54433,112.25260000000002,0,0.,2.04,12,0.74,72,0.74,12,2.04,72,2.24,11,-3.2600000000000002,11,0.73,11,-
2000.085524817851,32.30208333333333,2000-02-01--07:15:00,90.53190000000001,113.10459000000002,0,0.,2.14,12,0.78,72,0.78,12,2.14,72,2.54,11,-3.16,11,0.77,11,-
2000.0855343047967,32.30555555555556,2000-02-01--07:20:00,89.58061000000001,113.96156,7.44,1016.49,3.17,12,0.01,72,0.8300000000000001,12,3.16,72,2.7600000000000002,11,-2.13,11,0.8200000000000001,11,-
2000.0855437917428,32.30902777777778,2000-02-01--07:25:00,88.85649000000001,114.82385000000001,28.11,1408.79,5.54,12,0.01,72,0.65,12,5.53,72,2.79,11,0.24,11,0.64,11,-
2000.0855532786886,32.3125,2000-02-01--07:30:00,88.10895000000001,115.69177,46.49,1408.79,7.65,12,0.01,72,0.38,12,7.640000000000001,72,2.77,11,2.35,11,0.37,11,-
2000.0855627656347,32.31597222222222,2000-02-01--07:35:00,87.34728000000001,116.56566000000001,65.2,1408.79,10.22,12,0.,72,0.02,12,10.22,72,2.5100000000000002,11,4.92,11,0.01,11,-
2000.0855722525807,32.31944444444444,2000-02-01--07:40:00,86.57836,117.44582000000001,84.08,1408.79,16.35,12,0.01,72,0.19,12,16.34,72,2.48,11,11.05,11,0.18,11,-
2000.0855817395266,32.322916666666664,2000-02-01--07:45:00,85.80686,118.33256000000002,103.01,1408.79,23.32,12,0.05,72,0.74,12,23.27,72,2.75,11,18.02,11,0.73,11,-
2000.0855912264726,32.326388888888886,2000-02-01--07:50:00,85.03429000000001,119.2262,121.94,1408.78,31.16,12,0.07,72,0.81,12,31.09,72,3.1,11,25.86,11,0.8,11,-
