Station ID Number:,94170,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,NOTES
2000.9154618245295,336.05902777777777,2000-12-01--01:25:00,150.42970000000003,50.760160000000006,0,0.,-1.37,12,0.01,72,0.01,12,-1.37,72,-1.27,11,-7.71,11,-0.27,11,-
2000.9154713114756,336.0625,2000-12-01--01:30:00,149.71905,52.597660000000005,0,0.,-1.44,12,-0.02,72,-0.02,12,-1.44,72,-1.4000000000000001,11,-7.78,11,-0.3,11,-
2000.9154807984216,336.06597222222223,2000-12-01--01:35:00,148.99105,54.36916000000001,0,0.,-1.57,12,0.01,72,0.01,12,-1.57,72,-1.51,11,-7.91,11,-0.27,11,-
2000.9154902853675,336.0694444444444,2000-12-01--01:40:00,148.247,56.07788000000001,0,0.,-1.51,12,0.12,72,0.12,12,-1.51,72,-1.52,11,-7.8500000000000005,11,-0.16,11,-
2000.9154997723135,336.07291666666663,2000-12-01--01:45:00,147.48813,57.727050000000006,0,0.,-1.3900000000000001,12,0.19,72,0.19,12,-1.3900000000000001,72,-1.52,11,-7.73,11,-0.09,11,-
2000.9155092592594,336.07638888888886,2000-12-01--01:50:00,146.71555,59.319810000000004,0,0.,-1.46,12,0.17,72,0.17,12,-1.46,72,-1.58,11,-7.8,11,-0.11,11,-
2000.9155187462054,336.0798611111111,2000-12-01--01:55:00,145.93032000000002,60.85924000000001,0,0.,-1.49,12,0.12,72,0.12,12,-1.49,72,-1.6600000000000001,11,-7.83,11,-0.16,11,-
2000.9155282331515,336.0833333333333,2000-12-01--02:00:00,145.13343,62.348310000000005,0,0.,-1.1,12,0.01,72,0.01,12,-1.1,72,-1.81,11,-7.44,11,-0.27,11,-
2000.9155377200973,336.08680555555554,2000-12-01--02:05:00,144.32576,63.78989000000001,0,0.,-0.8200000000000001,12,0.21,72,0.21,12,-0.8200000000000001,72,-1.78,11,-7.16,11,-0.07,11,-
2000.9155472070433,336.09027777777777,2000-12-01--02:10:00,143.50817,65.1867,0,0.,-0.55,12,0.15,72,0.15,12,-0.55,72,-1.79,11,-6.890000000000001,11,-0.13,11,-
2000.9155566939892,336.09375,2000-12-01--02:15:00,142.68144,66.54138,0,0.,-0.42,12,0.,72,0.,12,-0.42,72,-1.98,11,-6.76,11,-0.28,11,-
2000.9155661809352,336.09722222222223,2000-12-01--02:20:00,141.84629,67.85640000000001,0,0.,-0.26,12,0.08,72,0.08,12,-0.26,72,-2.06,11,-6.6000000000000005,11,-0.2,11,-
2000.9155756678813,336.1006944444444,2000-12-01--02:25:00,141.00341,69.13412000000001,0,0.,0.27,12,0.07,72,0.07,12,0.27,72,-2.06,11,-6.07,11,-0.21,11,-
2000.915585154827,336.10416666666663,2000-12-01--02:30:00,140.15342,70.37679,0,0.,0.39,12,0.09,72,0.09,12,0.39,72,-2.07,11,-5.95,11,-0.19,11,-
2000.9155946417732,336.10763888888886,2000-12-01--02:35:00,139.29690000000002,71.58651,0,0.,-0.27,12,0.22,72,0.22,12,-0.27,72,-2.07,11,-6.61,11,-0.06,11,-
2000.915604128719,336.1111111111111,2000-12-01--02:40:00,138.43441,72.76529000000001,0,0.,-0.67,12,0.36,72,0.36,12,-0.67,72,-2.0300000000000002,11,-7.01,11,0.08,11,-
2000.915613615665,336.1145833333333,2000-12-01--02:45:00,137.56646,73.91501000000001,0,0.,-1.03,12,0.35000000000000003,72,0.35000000000000003,12,-1.03,72,-2.,11,-7.37,11,0.07,11,-
2000.9156231026109,336.11805555555554,2000-12-01--02:50:00,136.69351,75.03745,0,0.,-1.1300000000000001,12,0.49,72,0.49,12,-1.1300000000000001,72,-1.9000000000000001,11,-7.47,11,0.21,11,-
2000.915632589557,336.12152777777777,2000-12-01--02:55:00,135.81603,76.13430000000001,0,0.,-0.91,12,0.43,72,0.43,12,-0.91,72,-1.8800000000000001,11,-7.25,11,0.15,11,-
2000.915642076503,336.125,2000-12-01--03:00:00,134.93443000000002,77.20713,0,0.,-0.8,12,0.55,72,0.55,12,-0.8,72,-1.79,11,-7.140000000000001,11,0.27,11,-
2000.9156515634488,336.12847222222223,2000-12-01--03:05:00,134.0491,78.25743,0,0.,-0.68,12,0.45,72,0.45,12,-0.68,72,-1.87,11,-7.0200000000000005,11,0.17,11,-
2000.9156610503949,336.1319444444444,2000-12-01--03:10:00,133.16041,79.28662000000001,0,0.,0.01,12,0.11,72,0.11,12,0.01,72,-2.0100000000000002,11,-6.33,11,-0.17,11,-
2000.9156705373407,336.13541666666663,2000-12-01--03:15:00,132.26872,80.29602000000001,0,0.,1.33,12,-0.08,72,-0.08,12,1.33,72,-2.33,11,-5.01,11,-0.36,11,-
2000.9156800242868,336.13888888888886,2000-12-01--03:20:00,131.37435000000002,81.2869,0,0.,1.3900000000000001,12,-0.17,72,-0.17,12,1.3900000000000001,72,-2.49,11,-4.95,11,-0.45,11,-
2000.9156895112328,336.1423611111111,2000-12-01--03:25:00,130.47761,82.26042000000001,0,0.,1.21,12,-0.32,72,-0.32,12,1.21,72,-2.71,11,-5.13,11,-0.6,11,-
2000.9156989981786,336.1458333333333,2000-12-01--03:30:00,129.57881,83.21771000000001,0,0.,0.86,12,-0.37,72,-0.37,12,0.86,72,-2.7800000000000002,11,-5.48,11,-0.65,11,-
2000.9157084851247,336.14930555555554,2000-12-01--03:35:00,128.67823,84.15984,0,0.,0.58,12,-0.45,72,-0.45,12,0.58,72,-2.97,11,-5.76,11,-0.73,11,-
2000.9157179720705,336.15277777777777,2000-12-01--03:40:00,127.77613000000001,85.0878,0,0.,0.81,12,-0.34,72,-0.34,12,0.81,72,-3.2,11,-5.53,11,-0.62,11,-
2000.9157274590166,336.15625,2000-12-01--03:45:00,126.87277000000002,86.00253000000001,0,0.,1.3,12,-0.08,72,-0.08,12,1.3,72,-3.04,11,-5.04,11,-0.36,11,-
2000.9157369459626,336.15972222222223,2000-12-01--03:50:00,125.96840000000002,86.90495000000001,0,0.,1.12,12,0.05,72,0.05,12,1.12,72,-2.9,11,-5.22,11,-0.23,11,-
2000.9157464329085,336.1631944444444,2000-12-01--03:55:00,125.06325000000001,87.7959,0,0.,1.6400000000000001,12,0.07,72,0.07,12,1.6400000000000001,72,-2.72,11,-4.7,11,-0.21,11,-
2000.9157559198545,336.16666666666663,2000-12-01--04:00:00,124.15755000000001,88.67619,0,0.,1.67,12,0.32,72,0.32,12,1.67,72,-2.52,11,-4.67,11,0.04,11,-
2000.9157654068003,336.17013888888886,2000-12-01--04:05:00,123.25151000000001,89.54660000000001,0,0.,1.56,12,0.51,72,0.51,12,1.56,72,-2.31,11,-4.78,11,0.23,11,-
2000.9157748937464,336.1736111111111,2000-12-01--04:10:00,122.34535000000001,90.40786000000001,0,0.,1.56,12,1.03,72,1.03,12,1.56,72,-2.19,11,-4.78,11,0.75,11,-
2000.9157843806925,336.1770833333333,2000-12-01--04:15:00,121.43927000000001,91.26067,0,0.,1.06,12,1.05,72,1.05,12,1.06,72,-2.2600000000000002,11,-5.28,11,0.77,11,-
2000.9157938676383,336.18055555555554,2000-12-01--04:20:00,120.53347000000001,92.10570000000001,0,0.,0.65,12,0.8200000000000001,72,0.8200000000000001,12,0.65,72,-2.17,11,-5.69,11,0.54,11,-
2000.9158033545843,336.18402777777777,2000-12-01--04:25:00,119.62814000000002,92.94358000000001,0,0.,0.64,12,0.76,72,0.76,12,0.64,72,-2.23,11,-5.7,11,0.48,11,-
2000.9158128415302,336.1875,2000-12-01--04:30:00,118.72346,93.77493000000001,0,0.,0.14,12,0.6,72,0.6,12,0.14,72,-2.4,11,-6.2,11,0.32,11,-
2000.9158223284762,336.19097222222223,2000-12-01--04:35:00,117.81963,94.60033000000001,0,0.,-0.17,12,0.17,72,0.17,12,-0.17,72,-2.62,11,-6.51,11,-0.11,11,-
2000.915831815422,336.1944444444444,2000-12-01--04:40:00,116.91682000000002,95.42034000000001,0,0.,-0.46,12,-0.04,72,-0.04,12,-0.46,72,-2.83,11,-6.8,11,-0.32,11,-
2000.915841302368,336.19791666666663,2000-12-01--04:45:00,116.01520000000001,96.2355,0,0.,-0.45,12,-0.1,72,-0.1,12,-0.45,72,-2.93,11,-6.79,11,-0.38,11,-
2000.9158507893142,336.20138888888886,2000-12-01--04:50:00,115.11495000000001,97.04633000000001,0,0.,0.15,12,-0.37,72,-0.37,12,0.15,72,-3.24,11,-6.19,11,-0.65,11,-
2000.91586027626,336.2048611111111,2000-12-01--04:55:00,114.21624000000001,97.85333000000001,0,0.,0.64,12,-1.1400000000000001,72,-1.1400000000000001,12,0.64,72,-3.95,11,-5.7,11,-1.42,11,-
2000.915869763206,336.2083333333333,2000-12-01--05:00:00,113.31923,98.65698,0,0.,0.14,12,-0.9500000000000001,72,-0.9500000000000001,12,0.14,72,-4.3500000000000005,11,-6.2,11,-1.23,11,-
2000.9158792501519,336.21180555555554,2000-12-01--05:05:00,112.42410000000001,99.45774,0,0.,0.28,12,-0.78,72,-0.78,12,0.28,72,-4.4,11,-6.0600000000000005,11,-1.06,11,-
2000.915888737098,336.21527777777777,2000-12-01--05:10:00,111.53099,100.25606,0,0.,0.13,12,-0.27,72,-0.27,12,0.13,72,-4.17,11,-6.21,11,-0.55,11,-
2000.915898224044,336.21875,2000-12-01--05:15:00,110.64009000000001,101.05238000000001,0,0.,0.9,12,0.08,72,0.08,12,0.9,72,-4.05,11,-5.44,11,-0.2,11,-
2000.9159077109898,336.22222222222223,2000-12-01--05:20:00,109.75154,101.84712,0,0.,1.18,12,0.28,72,0.28,12,1.18,72,-3.91,11,-5.16,11,0.,11,-
2000.9159171979359,336.2256944444444,2000-12-01--05:25:00,108.86551000000001,102.64069,0,0.,2.2800000000000002,12,0.41000000000000003,72,0.41000000000000003,12,2.2800000000000002,72,-3.66,11,-4.0600000000000005,11,0.13,11,-
2000.9159266848817,336.22916666666663,2000-12-01--05:30:00,107.98215,103.43349,0,0.,2.47,12,0.78,72,0.78,12,2.47,72,-3.33,11,-3.87,11,0.5,11,-
2000.9159361718278,336.23263888888886,2000-12-01--05:35:00,107.10162000000001,104.22590000000001,0,0.,1.44,12,0.88,72,0.88,12,1.44,72,-3.35,11,-4.9,11,0.6,11,-
2000.9159456587738,336.2361111111111,2000-12-01--05:40:00,106.22407000000001,105.01829000000001,0,0.,0.99,12,0.55,72,0.55,12,0.99,72,-3.56,11,-5.3500000000000005,11,0.27,11,-
2000.9159551457196,336.2395833333333,2000-12-01--05:45:00,105.34967,105.81105000000001,0,0.,0.59,12,0.23,72,0.23,12,0.59,72,-3.96,11,-5.75,11,-0.05,11,-
2000.9159646326657,336.24305555555554,2000-12-01--05:50:00,104.47855000000001,106.60453000000001,0,0.,0.3,12,0.24,72,0.24,12,0.3,72,-3.93,11,-6.04,11,-0.04,11,-
2000.9159741196115,336.24652777777777,2000-12-01--05:55:00,103.61086,107.39907000000001,0,0.,0.79,12,0.19,72,0.19,12,0.79,72,-3.86,11,-5.55,11,-0.09,11,-
2000.9159836065576,336.25,2000-12-01--06:00:00,102.74676000000001,108.19503,0,0.,0.8,12,-0.14,72,-0.14,12,0.8,72,-4.3100000000000005,11,-5.54,11,-0.42,11,-
2000.9159930935036,336.25347222222223,2000-12-01--06:05:00,101.88636000000001,108.99274000000001,0,0.,0.3,12,-0.42,72,-0.42,12,0.3,72,-4.72,11,-6.04,11,-0.7000000000000001,11,-
2000.9160025804495,336.2569444444444,2000-12-01--06:10:00,101.02981000000001,109.79253000000001,0,0.,1.02,12,-0.63,72,-0.63,12,1.02,72,-5.03,11,-5.32,11,-0.91,11,-
2000.9160120673955,336.26041666666663,2000-12-01--06:15:00,100.17721,110.59473000000001,0,0.,0.31,12,-1.11,72,-1.11,12,0.31,72,-5.66,11,-6.03,11,-1.3900000000000001,11,-
2000.9160215543413,336.26388888888886,2000-12-01--06:20:00,99.32865000000001,111.39965000000001,0,0.,0.58,12,0.16,72,0.16,12,0.58,72,-4.94,11,-5.76,11,-0.12,11,-
2000.9160310412874,336.2673611111111,2000-12-01--06:25:00,98.4842,112.20761,0,0.,1.67,12,0.46,72,0.46,12,1.67,72,-4.2700000000000005,11,-4.67,11,0.18,11,-
2000.9160405282332,336.2708333333333,2000-12-01--06:30:00,97.64387,113.01891,0,0.,1.83,12,0.11,72,0.11,12,1.83,72,-4.51,11,-4.51,11,-0.17,11,-
2000.9160500151793,336.27430555555554,2000-12-01--06:35:00,96.80759,113.83386000000002,0,0.,1.55,12,-0.01,72,-0.01,12,1.55,72,-4.7700000000000005,11,-4.79,11,-0.29,11,-
2000.9160595021253,336.27777777777777,2000-12-01--06:40:00,95.97517,114.65276000000001,0,0.,1.35,12,0.05,72,0.05,12,1.35,72,-5.09,11,-4.99,11,-0.23,11,-
2000.9160689890712,336.28125,2000-12-01--06:45:00,95.14617000000001,115.47591000000001,0,0.,1.29,12,0.61,72,0.61,12,1.29,72,-4.5,11,-5.05,11,0.33,11,-
2000.9160784760172,336.28472222222223,2000-12-01--06:50:00,94.31971000000001,116.30358000000001,0,0.,1.41,12,0.31,72,0.31,12,1.41,72,-4.45,11,-4.93,11,0.03,11,-
2000.916087962963,336.2881944444444,2000-12-01--06:55:00,93.49395000000001,117.13607,0,0.,1.97,12,0.38,72,0.38,12,1.97,72,-4.54,11,-4.37,11,0.1,11,-
2000.916097449909,336.29166666666663,2000-12-01--07:00:00,92.66473,117.97366000000001,0,0.,2.37,12,0.73,72,0.73,12,2.37,72,-4.1,11,-3.97,11,0.45,11,-
2000.9161069368552,336.29513888888886,2000-12-01--07:05:00,91.82103000000001,118.81662000000001,0,0.,3.5100000000000002,12,0.67,72,0.67,12,3.5100000000000002,72,-3.89,11,-2.83,11,0.39,11,-
2000.916116423801,336.2986111111111,2000-12-01--07:10:00,90.92235000000001,119.66523000000001,0,0.,5.5200000000000005,12,0.19,72,0.19,12,5.5200000000000005,72,-4.13,11,-0.8200000000000001,11,-0.09,11,-
2000.916125910747,336.3020833333333,2000-12-01--07:15:00,89.87400000000001,120.51976,1.16,527.49,7.57,12,0.,72,1.79,12,7.57,72,-4.32,11,1.23,11,1.51,11,-
2000.9161353976929,336.30555555555554,2000-12-01--07:20:00,89.20849000000001,121.38046000000001,19.44,1407.1000000000001,11.35,12,0.43,72,31.220000000000002,12,10.92,72,-4.09,11,5.01,11,30.94,11,-
2000.916144884639,336.30902777777777,2000-12-01--07:25:00,88.5197,122.24761000000001,36.35,1407.1000000000001,15.030000000000001,12,2.57,72,99.66,12,12.46,72,-5.41,11,8.69,11,99.38,11,-
2000.916154371585,336.3125,2000-12-01--07:30:00,87.81651000000001,123.12145000000001,53.61,1407.1000000000001,22.19,12,4.6000000000000005,72,120.63,12,17.59,72,-5.14,11,15.85,11,120.35000000000001,11,-
2000.9161638585308,336.31597222222223,2000-12-01--07:35:00,87.10581,124.00224000000001,71.05,1407.1000000000001,28.7,12,15.85,72,313.83,12,12.85,72,-5.19,11,22.36,11,313.55,11,-
