Station ID Number:,94170,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_withNO,GHI_withNO_Flag,DNI_withNO,DNI_withNO_Flag,NOTES
2000.9220647389195,338.4756944444444,2000-12-03--11:25:00,65.93055000000001,174.00319000000002,574.27,1408.07,363.63,12,201.89000000000001,72,495.03000000000003,12,161.74,72,3.09,11,358.63,11,494.91,11,-
2000.9220742258653,338.47916666666663,2000-12-03--11:30:00,65.84643000000001,175.26689000000002,576.16,1408.07,353.58,12,189.39000000000001,72,462.85,12,164.19,72,2.07,11,348.58,11,462.73,11,-
2000.9220837128114,338.48263888888886,2000-12-03--11:35:00,65.78221,176.53272,577.6,1408.07,321.65000000000003,12,146.6,72,357.39,12,175.05,72,2.25,11,316.65000000000003,11,357.27,11,-
2000.9220931997572,338.4861111111111,2000-12-03--11:40:00,65.73795000000001,177.80011000000002,578.59,1408.07,277.44,12,95.55,72,232.53,12,181.89000000000001,72,1.8900000000000001,11,272.44,11,232.41,11,-
2000.9221026867033,338.4895833333333,2000-12-03--11:45:00,65.7137,179.06850000000003,579.14,1408.08,316.63,12,138.02,72,335.58,12,178.61,72,1.92,11,311.63,11,335.46,11,-
2000.9221121736493,338.49305555555554,2000-12-03--11:50:00,65.70948,180.33729000000002,579.23,1408.08,312.61,12,145.68,72,354.14,12,166.93,72,1.99,11,307.61,11,354.02,11,-
2000.9221216605952,338.49652777777777,2000-12-03--11:55:00,65.72528000000001,181.60592000000003,578.88,1408.08,316.74,12,166.11,72,404.04,12,150.63,72,2.47,11,311.74,11,403.92,11,-
2000.9221311475412,338.5,2000-12-03--12:00:00,65.76111,182.87378,578.08,1408.08,276.77,12,134.76,72,328.24,12,142.01,72,2.45,11,271.77,11,328.12,11,-
2000.922140634487,338.50347222222223,2000-12-03--12:05:00,65.81692000000001,184.14032,576.83,1408.08,333.82,12,196.31,72,479.2,12,137.51,72,2.8000000000000003,11,328.82,11,479.08,11,-
2000.922150121433,338.5069444444444,2000-12-03--12:10:00,65.89266,185.40495,575.13,1408.08,398.58,12,266.94,72,653.54,12,131.64000000000001,72,3.45,11,393.58,11,653.42,11,-
2000.9221596083792,338.51041666666663,2000-12-03--12:15:00,65.98826000000001,186.66712,572.98,1408.08,385.74,12,267.69,72,657.83,12,118.05,72,4.3,11,380.74,11,657.71,11,-
2000.922169095325,338.51388888888886,2000-12-03--12:20:00,66.10363000000001,187.92625,570.39,1408.09,400.7,12,301.13,72,743.38,12,99.57000000000001,72,4.2700000000000005,11,395.7,11,743.26,11,-
2000.922178582271,338.5173611111111,2000-12-03--12:25:00,66.23866000000001,189.18182000000002,567.36,1408.09,401.37,12,296.57,72,736.04,12,104.8,72,4.37,11,396.37,11,735.92,11,-
2000.9221880692169,338.5208333333333,2000-12-03--12:30:00,66.39322,190.43329000000003,563.88,1408.09,401.26,12,275.06,72,686.87,12,126.2,72,3.54,11,396.26,11,686.75,11,-
2000.922197556163,338.52430555555554,2000-12-03--12:35:00,66.56717,191.68014000000002,559.96,1408.09,357.49,12,205.20000000000002,72,516.,12,152.29,72,3.2600000000000002,11,352.49,11,515.88,11,-
2000.9222070431088,338.52777777777777,2000-12-03--12:40:00,66.76036,192.92188000000002,555.6,1408.09,328.24,12,162.07,72,410.75,12,166.17000000000002,72,2.89,11,323.24,11,410.63,11,-
2000.9222165300548,338.53125,2000-12-03--12:45:00,66.97261,194.15802000000002,550.8100000000001,1408.09,339.07,12,175.8,72,449.43,12,163.27,72,2.91,11,334.07,11,449.31,11,-
2000.9222260170009,338.53472222222223,2000-12-03--12:50:00,67.20372,195.38812000000001,545.57,1408.1000000000001,386.86,12,224.42000000000002,72,579.21,12,162.44,72,3.09,11,381.86,11,579.09,11,-
2000.9222355039467,338.5381944444444,2000-12-03--12:55:00,67.4535,196.61174000000003,539.91,1408.1000000000001,338.40000000000003,12,169.47,72,441.99,12,168.93,72,3.33,11,333.40000000000003,11,441.87,11,-
2000.9222449908928,338.54166666666663,2000-12-03--13:00:00,67.72172,197.82845,533.82,1408.1000000000001,249.3,12,72.45,72,191.12,12,176.85,72,3.37,11,244.3,11,191.,11,-
2000.9222544778386,338.54513888888886,2000-12-03--13:05:00,68.00816,199.03787000000003,527.3,1408.1000000000001,215.69,12,42.480000000000004,72,113.44,12,173.21,72,3.48,11,210.69,11,113.32000000000001,11,-
2000.9222639647846,338.5486111111111,2000-12-03--13:10:00,68.31257000000001,200.23963,520.35,1408.1000000000001,224.4,12,58.81,72,159.15,12,165.59,72,3.56,11,219.4,11,159.03,11,-
2000.9222734517307,338.5520833333333,2000-12-03--13:15:00,68.63470000000001,201.43339,512.99,1408.1000000000001,290.72,12,143.26,72,393.24,12,147.46,72,3.7600000000000002,11,285.72,11,393.12,11,-
2000.9222829386765,338.55555555555554,2000-12-03--13:20:00,68.97429000000001,202.61884,505.21000000000004,1408.1000000000001,256.33,12,123.86,72,345.23,12,132.47,72,4.14,11,251.33,11,345.11,11,-
2000.9222924256226,338.55902777777777,2000-12-03--13:25:00,69.33106000000001,203.79568,497.02000000000004,1408.1100000000001,267.83,12,141.24,72,400.16,12,126.59,72,4.71,11,262.83,11,400.04,11,-
2000.9223019125684,338.5625,2000-12-03--13:30:00,69.70473000000001,204.96366,488.41,1408.1100000000001,293.96,12,172.29,72,496.71000000000004,12,121.67,72,5.8500000000000005,11,288.96,11,496.59000000000003,11,-
2000.9223113995145,338.56597222222223,2000-12-03--13:35:00,70.09501,206.12253,479.41,1408.1100000000001,267.83,12,147.52,72,433.28000000000003,12,120.31,72,5.41,11,262.83,11,433.16,11,-
2000.9223208864605,338.5694444444444,2000-12-03--13:40:00,70.50160000000001,207.27207,470.,1408.1100000000001,277.99,12,157.25,72,471.13,12,120.74000000000001,72,4.47,11,272.99,11,471.01,11,-
2000.9223303734063,338.57291666666663,2000-12-03--13:45:00,70.92421,208.41212000000002,460.2,1408.1100000000001,278.44,12,167.06,72,511.17,12,111.38,72,4.15,11,273.44,11,511.05,11,-
2000.9223398603524,338.57638888888886,2000-12-03--13:50:00,71.36252,209.54249000000002,450.,1408.1100000000001,296.53000000000003,12,200.25,72,626.59,12,96.28,72,4.21,11,291.53000000000003,11,626.47,11,-
2000.9223493472982,338.5798611111111,2000-12-03--13:55:00,71.81622,210.66305000000003,439.42,1408.1200000000001,191.8,12,91.51,72,293.23,12,100.29,72,4.39,11,186.8,11,293.11,11,-
2000.9223588342443,338.5833333333333,2000-12-03--14:00:00,72.28499000000001,211.77370000000002,428.47,1408.1200000000001,178.51,12,77.14,72,253.5,12,101.37,72,4.12,11,173.51,11,253.38,11,-
2000.9223683211903,338.58680555555554,2000-12-03--14:05:00,72.76851,212.87434000000002,417.13,1408.1200000000001,232.33,12,141.8,72,478.68,12,90.53,72,4.4,11,227.33,11,478.56,11,-
2000.9223778081362,338.59027777777777,2000-12-03--14:10:00,73.26646000000001,213.96490000000003,405.43,1408.1200000000001,213.9,12,132.48,72,460.12,12,81.42,72,4.8,11,208.9,11,460.,11,-
2000.9223872950822,338.59375,2000-12-03--14:15:00,73.77851000000001,215.04534,393.36,1408.1200000000001,106.16,12,17.8,72,63.72,12,88.36,72,4.59,11,101.16,11,63.6,11,-
2000.922396782028,338.59722222222223,2000-12-03--14:20:00,74.30432,216.11563,380.94,1408.1200000000001,93.09,12,0.59,72,2.19,12,92.5,72,4.05,11,88.09,11,2.07,11,-
2000.922406268974,338.6006944444444,2000-12-03--14:25:00,74.84356000000001,217.17578000000003,368.16,1408.1200000000001,95.10000000000001,12,0.34,72,1.31,12,94.76,72,3.85,11,90.10000000000001,11,1.19,11,-
2000.92241575592,338.60416666666663,2000-12-03--14:30:00,75.39591,218.22579000000002,355.04,1408.13,101.69,12,0.36,72,1.43,12,101.33,72,3.85,11,96.69,11,1.31,11,-
2000.922425242866,338.60763888888886,2000-12-03--14:35:00,75.96101,219.26571,341.59000000000003,1408.13,104.04,12,0.22,72,0.91,12,103.82000000000001,72,3.85,11,99.04,11,0.79,11,-
2000.922434729812,338.6111111111111,2000-12-03--14:40:00,76.53853000000001,220.29558000000003,327.8,1408.13,99.57000000000001,12,0.14,72,0.6,12,99.43,72,3.7800000000000002,11,94.57000000000001,11,0.48,11,-
2000.9224442167579,338.6145833333333,2000-12-03--14:45:00,77.12812000000001,221.31548,313.69,1408.13,102.03,12,-0.03,72,-0.13,12,102.03,72,3.74,11,97.03,11,-0.25,11,-
2000.922453703704,338.61805555555554,2000-12-03--14:50:00,77.72944000000001,222.32549000000003,299.27,1408.13,99.57000000000001,12,-0.07,72,-0.35000000000000003,12,99.57000000000001,72,3.66,11,94.57000000000001,11,-0.47000000000000003,11,-
2000.9224631906498,338.62152777777777,2000-12-03--14:55:00,78.34212000000001,223.32571000000002,284.54,1408.13,92.42,12,-0.03,72,-0.15,12,92.42,72,3.6,11,87.42,11,-0.27,11,-
2000.9224726775958,338.625,2000-12-03--15:00:00,78.96579000000001,224.31625000000003,269.51,1408.13,80.99,12,-0.04,72,-0.22,12,80.99,72,3.54,11,75.99,11,-0.34,11,-
2000.9224821645419,338.62847222222223,2000-12-03--15:05:00,79.60008,225.29724000000002,254.19,1408.14,71.18,12,-0.05,72,-0.26,12,71.18,72,3.44,11,66.18,11,-0.38,11,-
2000.9224916514877,338.6319444444444,2000-12-03--15:10:00,80.2446,226.26883,238.6,1408.14,63.550000000000004,12,0.06,72,0.37,12,63.49,72,3.41,11,58.550000000000004,11,0.25,11,-
2000.9225011384337,338.63541666666663,2000-12-03--15:15:00,80.89892,227.23116000000002,222.73000000000002,1408.14,58.92,12,0.09,72,0.54,12,58.83,72,3.47,11,53.92,11,0.42,11,-
2000.9225106253796,338.63888888888886,2000-12-03--15:20:00,81.5626,228.18439,206.61,1408.14,61.7,12,0.09,72,0.64,12,61.61,72,3.5300000000000002,11,56.7,11,0.52,11,-
2000.9225201123256,338.6423611111111,2000-12-03--15:25:00,82.23515,229.12871,190.25,1408.14,58.29,12,0.31,72,2.32,12,57.980000000000004,72,3.45,11,53.29,11,2.2,11,-
2000.9225295992717,338.6458333333333,2000-12-03--15:30:00,82.91603,230.06429000000003,173.66,1408.14,48.61,12,1.29,72,10.44,12,47.32,72,3.38,11,43.61,11,10.32,11,-
2000.9225390862175,338.64930555555554,2000-12-03--15:35:00,83.60461000000001,230.99133,156.85,1408.15,42.37,12,3.7,72,33.19,12,38.67,72,3.23,11,37.37,11,33.07,11,-
2000.9225485731636,338.65277777777777,2000-12-03--15:40:00,84.30019,231.91001000000003,139.85,1408.15,35.63,12,3.2600000000000002,72,32.83,12,32.37,72,3.2,11,30.63,11,32.71,11,-
2000.9225580601094,338.65625,2000-12-03--15:45:00,85.00116000000001,232.82057000000003,122.7,1408.15,30.650000000000002,12,4.1,72,47.04,12,26.55,72,3.2,11,25.650000000000002,11,46.92,11,-
2000.9225675470555,338.65972222222223,2000-12-03--15:50:00,85.70782000000001,233.72320000000002,105.39,1408.15,24.86,12,3.84,72,51.26,12,21.02,72,3.,11,19.86,11,51.14,11,-
2000.9225770340015,338.6631944444444,2000-12-03--15:55:00,86.41621,234.61812000000003,88.02,1408.15,18.28,12,1.22,72,19.45,12,17.06,72,2.67,11,13.280000000000001,11,19.330000000000002,11,-
2000.9225865209473,338.66666666666663,2000-12-03--16:00:00,87.12559,235.50558,70.61,1408.15,15.790000000000001,12,0.23,72,4.66,12,15.56,72,2.5500000000000003,11,10.790000000000001,11,4.54,11,-
2000.9225960078934,338.67013888888886,2000-12-03--16:05:00,87.83260000000001,236.38579000000001,53.26,1408.15,13.24,12,0.09,72,2.5,12,13.15,72,2.6,11,8.24,11,2.38,11,-
2000.9226054948392,338.6736111111111,2000-12-03--16:10:00,88.5322,237.25901000000002,36.07,1408.16,10.09,12,0.02,72,0.68,12,10.07,72,2.58,11,5.09,11,0.56,11,-
2000.9226149817853,338.6770833333333,2000-12-03--16:15:00,89.21755,238.12547,19.23,1408.16,6.23,12,0.01,72,0.72,12,6.22,72,2.5,11,1.23,11,0.6,11,-
2000.922624468731,338.68055555555554,2000-12-03--16:20:00,89.87982000000001,238.98543,2.95,1408.16,2.83,12,0.,72,-0.32,12,2.83,72,2.38,11,-2.17,11,-0.44,11,-
2000.9226339556772,338.68402777777777,2000-12-03--16:25:00,90.92695,239.83914000000001,0,0.,0.98,12,-0.7000000000000001,72,-0.7000000000000001,12,0.98,72,2.2800000000000002,11,-4.0200000000000005,11,-0.8200000000000001,11,-
2000.9226434426232,338.6875,2000-12-03--16:30:00,91.82168,240.68686000000002,0,0.,0.67,12,-0.65,72,-0.65,12,0.67,72,2.29,11,-4.33,11,-0.77,11,-
2000.922652929569,338.69097222222223,2000-12-03--16:35:00,92.66216000000001,241.52885,0,0.,0.85,12,-0.51,72,-0.51,12,0.85,72,2.18,11,-4.15,11,-0.63,11,-
2000.922662416515,338.6944444444444,2000-12-03--16:40:00,93.48837,242.36538000000002,0,0.,0.88,12,-0.33,72,-0.33,12,0.88,72,2.3000000000000003,11,-4.12,11,-0.45,11,-
2000.922671903461,338.69791666666663,2000-12-03--16:45:00,94.31124000000001,243.19673000000003,0,0.,0.5,12,-0.37,72,-0.37,12,0.5,72,2.11,11,-4.5,11,-0.49,11,-
2000.922681390407,338.70138888888886,2000-12-03--16:50:00,95.13491,244.02316000000002,0,0.,0.49,12,-0.28,72,-0.28,12,0.49,72,2.13,11,-4.51,11,-0.4,11,-
2000.922690877353,338.7048611111111,2000-12-03--16:55:00,95.96121000000001,244.84497000000002,0,0.,0.11,12,-0.36,72,-0.36,12,0.11,72,1.97,11,-4.89,11,-0.48,11,-
2000.9227003642989,338.7083333333333,2000-12-03--17:00:00,96.79102,245.66244000000003,0,0.,-0.5700000000000001,12,-0.68,72,-0.68,12,-0.5700000000000001,72,1.52,11,-5.57,11,-0.8,11,-
2000.922709851245,338.71180555555554,2000-12-03--17:05:00,97.62478,246.47585,0,0.,-0.53,12,-0.39,72,-0.39,12,-0.53,72,1.44,11,-5.53,11,-0.51,11,-
2000.9227193381907,338.71527777777777,2000-12-03--17:10:00,98.46268,247.2855,0,0.,-0.79,12,-0.28,72,-0.28,12,-0.79,72,1.67,11,-5.79,11,-0.4,11,-
2000.9227288251368,338.71875,2000-12-03--17:15:00,99.30478000000001,248.09168000000003,0,0.,-1.19,12,-0.29,72,-0.29,12,-1.19,72,1.51,11,-6.19,11,-0.41000000000000003,11,-
2000.9227383120829,338.72222222222223,2000-12-03--17:20:00,100.15109000000001,248.89471000000003,0,0.,-1.54,12,-0.3,72,-0.3,12,-1.54,72,1.24,11,-6.54,11,-0.42,11,-
2000.9227477990287,338.7256944444444,2000-12-03--17:25:00,101.00152000000001,249.69489000000002,0,0.,-1.72,12,-0.45,72,-0.45,12,-1.72,72,1.05,11,-6.72,11,-0.5700000000000001,11,-
2000.9227572859747,338.72916666666663,2000-12-03--17:30:00,101.85600000000001,250.49254000000002,0,0.,-1.19,12,-0.28,72,-0.28,12,-1.19,72,1.21,11,-6.19,11,-0.4,11,-
2000.9227667729206,338.73263888888886,2000-12-03--17:35:00,102.71441000000002,251.28797000000003,0,0.,-0.37,12,-0.28,72,-0.28,12,-0.37,72,1.3,11,-5.37,11,-0.4,11,-
2000.9227762598666,338.7361111111111,2000-12-03--17:40:00,103.57663000000001,252.08150000000003,0,0.,-0.17,12,-0.24,72,-0.24,12,-0.17,72,1.27,11,-5.17,11,-0.36,11,-
2000.9227857468127,338.7395833333333,2000-12-03--17:45:00,104.44251000000001,252.87348000000003,0,0.,-0.52,12,-0.28,72,-0.28,12,-0.52,72,1.12,11,-5.5200000000000005,11,-0.4,11,-
2000.9227952337585,338.74305555555554,2000-12-03--17:50:00,105.31193,253.66424,0,0.,-0.66,12,-0.28,72,-0.28,12,-0.66,72,0.88,11,-5.66,11,-0.4,11,-
2000.9228047207046,338.74652777777777,2000-12-03--17:55:00,106.18472000000001,254.45412000000002,0,0.,-0.48,12,-0.2,72,-0.2,12,-0.48,72,0.88,11,-5.48,11,-0.32,11,-
2000.9228142076504,338.75,2000-12-03--18:00:00,107.06075000000001,255.24349,0,0.,-0.59,12,-0.37,72,-0.37,12,-0.59,72,0.64,11,-5.59,11,-0.49,11,-
2000.9228236945964,338.75347222222223,2000-12-03--18:05:00,107.93986000000001,256.03269,0,0.,-0.19,12,-0.52,72,-0.52,12,-0.19,72,0.32,11,-5.19,11,-0.64,11,-
2000.9228331815423,338.7569444444444,2000-12-03--18:10:00,108.82189000000001,256.82211,0,0.,-0.22,12,-0.35000000000000003,72,-0.35000000000000003,12,-0.22,72,0.2,11,-5.22,11,-0.47000000000000003,11,-
2000.9228426684883,338.76041666666663,2000-12-03--18:15:00,109.70670000000001,257.61212,0,0.,-0.43,12,-0.56,72,-0.56,12,-0.43,72,0.2,11,-5.43,11,-0.68,11,-
2000.9228521554344,338.76388888888886,2000-12-03--18:20:00,110.59413,258.40312,0,0.,-0.4,12,-0.43,72,-0.43,12,-0.4,72,0.12,11,-5.4,11,-0.55,11,-
2000.9228616423802,338.7673611111111,2000-12-03--18:25:00,111.48401000000001,259.19550000000004,0,0.,-0.49,12,-0.38,72,-0.38,12,-0.49,72,0.08,11,-5.49,11,-0.5,11,-
2000.9228711293263,338.7708333333333,2000-12-03--18:30:00,112.37620000000001,259.98969,0,0.,-1.07,12,-0.88,72,-0.88,12,-1.07,72,-0.24,11,-6.07,11,-1.,11,-
2000.922880616272,338.77430555555554,2000-12-03--18:35:00,113.27053000000001,260.78610000000003,0,0.,-1.61,12,-0.77,72,-0.77,12,-1.61,72,-0.8200000000000001,11,-6.61,11,-0.89,11,-
2000.9228901032182,338.77777777777777,2000-12-03--18:40:00,114.16683,261.58519,0,0.,-0.91,12,-0.17,72,-0.17,12,-0.91,72,-0.21,11,-5.91,11,-0.29,11,-
2000.9228995901642,338.78125,2000-12-03--18:45:00,115.06495000000001,262.38741000000005,0,0.,-0.37,12,-0.18,72,-0.18,12,-0.37,72,0.1,11,-5.37,11,-0.3,11,-
2000.92290907711,338.78472222222223,2000-12-03--18:50:00,115.96472000000001,263.19322,0,0.,-0.02,12,-0.48,72,-0.48,12,-0.02,72,-0.23,11,-5.0200000000000005,11,-0.6,11,-
2000.922918564056,338.7881944444444,2000-12-03--18:55:00,116.86598000000001,264.00313,0,0.,-0.28,12,-0.26,72,-0.26,12,-0.28,72,-0.3,11,-5.28,11,-0.38,11,-
2000.922928051002,338.79166666666663,2000-12-03--19:00:00,117.76855,264.81763,0,0.,-0.19,12,-0.28,72,-0.28,12,-0.19,72,-0.31,11,-5.19,11,-0.4,11,-
2000.922937537948,338.79513888888886,2000-12-03--19:05:00,118.67226000000001,265.63727,0,0.,-0.01,12,-0.28,72,-0.28,12,-0.01,72,-0.35000000000000003,11,-5.01,11,-0.4,11,-
2000.922947024894,338.7986111111111,2000-12-03--19:10:00,119.57694000000001,266.46258,0,0.,-0.2,12,-0.28,72,-0.28,12,-0.2,72,-0.5,11,-5.2,11,-0.4,11,-
2000.9229565118399,338.8020833333333,2000-12-03--19:15:00,120.48240000000001,267.29415,0,0.,-0.88,12,-0.02,72,-0.02,12,-0.88,72,-0.41000000000000003,11,-5.88,11,-0.14,11,-
2000.922965998786,338.80555555555554,2000-12-03--19:20:00,121.38847000000001,268.13258,0,0.,-0.5700000000000001,12,0.51,72,0.51,12,-0.5700000000000001,72,-0.11,11,-5.57,11,0.39,11,-
2000.9229754857317,338.80902777777777,2000-12-03--19:25:00,122.29496,268.97849,0,0.,-0.19,12,0.52,72,0.52,12,-0.19,72,0.,11,-5.19,11,0.4,11,-
2000.9229849726778,338.8125,2000-12-03--19:30:00,123.20167000000001,269.83253,0,0.,0.73,12,0.03,72,0.03,12,0.73,72,-0.17,11,-4.2700000000000005,11,-0.09,11,-
2000.9229944596239,338.81597222222223,2000-12-03--19:35:00,124.10841,270.6954,0,0.,0.62,12,0.25,72,0.25,12,0.62,72,-0.16,11,-4.38,11,0.13,11,-
2000.9230039465697,338.8194444444444,2000-12-03--19:40:00,125.01496000000002,271.56782000000004,0,0.,-0.09,12,-0.07,72,-0.07,12,-0.09,72,-0.22,11,-5.09,11,-0.19,11,-
2000.9230134335157,338.82291666666663,2000-12-03--19:45:00,125.92112000000002,272.45054000000005,0,0.,0.08,12,-0.27,72,-0.27,12,0.08,72,-0.44,11,-4.92,11,-0.39,11,-
2000.9230229204616,338.82638888888886,2000-12-03--19:50:00,126.82667000000001,273.34436,0,0.,-0.47000000000000003,12,-0.4,72,-0.4,12,-0.47000000000000003,72,-0.74,11,-5.47,11,-0.52,11,-
2000.9230324074076,338.8298611111111,2000-12-03--19:55:00,127.73138000000002,274.25013,0,0.,-0.75,12,-0.38,72,-0.38,12,-0.75,72,-0.8300000000000001,11,-5.75,11,-0.5,11,-
2000.9230418943534,338.8333333333333,2000-12-03--20:00:00,128.63501000000002,275.16872,0,0.,-0.08,12,0.15,72,0.15,12,-0.08,72,-0.39,11,-5.08,11,0.03,11,-
2000.9230513812995,338.83680555555554,2000-12-03--20:05:00,129.53731000000002,276.10107000000005,0,0.,-0.7000000000000001,12,-0.26,72,-0.26,12,-0.7000000000000001,72,-0.8300000000000001,11,-5.7,11,-0.38,11,-
2000.9230608682456,338.84027777777777,2000-12-03--20:10:00,130.43802000000002,277.04817,0,0.,-0.05,12,-0.29,72,-0.29,12,-0.05,72,-1.02,11,-5.05,11,-0.41000000000000003,11,-
2000.9230703551914,338.84375,2000-12-03--20:15:00,131.33687,278.01106000000004,0,0.,-0.39,12,-0.36,72,-0.36,12,-0.39,72,-1.25,11,-5.39,11,-0.48,11,-
2000.9230798421374,338.84722222222223,2000-12-03--20:20:00,132.23357000000001,278.99084000000005,0,0.,0.28,12,-0.43,72,-0.43,12,0.28,72,-1.47,11,-4.72,11,-0.55,11,-
2000.9230893290833,338.8506944444444,2000-12-03--20:25:00,133.12782,279.98868000000004,0,0.,-0.04,12,-0.8200000000000001,72,-0.8200000000000001,12,-0.04,72,-1.87,11,-5.04,11,-0.9400000000000001,11,-
2000.9230988160293,338.85416666666663,2000-12-03--20:30:00,134.01930000000002,281.00582,0,0.,0.22,12,-1.08,72,-1.08,12,0.22,72,-2.46,11,-4.78,11,-1.2,11,-
2000.9231083029754,338.85763888888886,2000-12-03--20:35:00,134.90767000000002,282.04357000000005,0,0.,-0.05,12,-1.05,72,-1.05,12,-0.05,72,-2.65,11,-5.05,11,-1.17,11,-
2000.9231177899212,338.8611111111111,2000-12-03--20:40:00,135.79257,283.10333,0,0.,0.33,12,-0.65,72,-0.65,12,0.33,72,-2.54,11,-4.67,11,-0.77,11,-
2000.9231272768673,338.8645833333333,2000-12-03--20:45:00,136.67363,284.18657,0,0.,0.26,12,-0.38,72,-0.38,12,0.26,72,-2.36,11,-4.74,11,-0.5,11,-
2000.923136763813,338.86805555555554,2000-12-03--20:50:00,137.55044,285.29486,0,0.,0.,12,-0.06,72,-0.06,12,0.,72,-2.2,11,-5.,11,-0.18,11,-
2000.9231462507591,338.87152777777777,2000-12-03--20:55:00,138.42256,286.42986,0,0.,0.25,12,0.45,72,0.45,12,0.25,72,-1.6500000000000001,11,-4.75,11,0.33,11,-
2000.9231557377052,338.875,2000-12-03--21:00:00,139.28954000000002,287.59336,0,0.,0.1,12,0.19,72,0.19,12,0.1,72,-1.85,11,-4.9,11,0.07,11,-
2000.923165224651,338.87847222222223,2000-12-03--21:05:00,140.15087,288.78721,0,0.,-0.03,12,-0.13,72,-0.13,12,-0.03,72,-2.16,11,-5.03,11,-0.25,11,-
2000.923174711597,338.8819444444444,2000-12-03--21:10:00,141.00605000000002,290.01343,0,0.,0.03,12,0.16,72,0.16,12,0.03,72,-1.9100000000000001,11,-4.97,11,0.04,11,-
2000.923184198543,338.88541666666663,2000-12-03--21:15:00,141.85448000000002,291.27412000000004,0,0.,0.72,12,0.54,72,0.54,12,0.72,72,-1.18,11,-4.28,11,0.42,11,-
2000.923193685489,338.88888888888886,2000-12-03--21:20:00,142.69558,292.57152,0,0.,0.39,12,0.15,72,0.15,12,0.39,72,-1.6600000000000001,11,-4.61,11,0.03,11,-
2000.923203172435,338.8923611111111,2000-12-03--21:25:00,143.52868,293.90801000000005,0,0.,0.,12,-0.28,72,-0.28,12,0.,72,-2.37,11,-5.,11,-0.4,11,-
2000.9232126593809,338.8958333333333,2000-12-03--21:30:00,144.35307,295.28608,0,0.,-0.56,12,-0.64,72,-0.64,12,-0.56,72,-2.88,11,-5.5600000000000005,11,-0.76,11,-
2000.923222146327,338.89930555555554,2000-12-03--21:35:00,145.16801,296.70838000000003,0,0.,-0.72,12,-0.28,72,-0.28,12,-0.72,72,-2.93,11,-5.72,11,-0.4,11,-
2000.9232316332727,338.90277777777777,2000-12-03--21:40:00,145.97266000000002,298.17769000000004,0,0.,0.14,12,-0.24,72,-0.24,12,0.14,72,-2.43,11,-4.86,11,-0.36,11,-
2000.9232411202188,338.90625,2000-12-03--21:45:00,146.76616,299.69691,0,0.,0.44,12,-0.18,72,-0.18,12,0.44,72,-2.21,11,-4.5600000000000005,11,-0.3,11,-
2000.9232506071646,338.90972222222223,2000-12-03--21:50:00,147.54754,301.26909,0,0.,0.47000000000000003,12,-0.22,72,-0.22,12,0.47000000000000003,72,-2.21,11,-4.53,11,-0.34,11,-
2000.9232600941107,338.9131944444444,2000-12-03--21:55:00,148.31578000000002,302.89738,0,0.,0.19,12,-0.16,72,-0.16,12,0.19,72,-2.29,11,-4.8100000000000005,11,-0.28,11,-
2000.9232695810567,338.91666666666663,2000-12-03--22:00:00,149.06978,304.58505,0,0.,0.29,12,-0.16,72,-0.16,12,0.29,72,-2.35,11,-4.71,11,-0.28,11,-
2000.9232790680026,338.92013888888886,2000-12-03--22:05:00,149.80835000000002,306.33544,0,0.,0.03,12,-0.02,72,-0.02,12,0.03,72,-2.41,11,-4.97,11,-0.14,11,-
2000.9232885549486,338.9236111111111,2000-12-03--22:10:00,150.5302,308.15195,0,0.,-0.14,12,-0.22,72,-0.22,12,-0.14,72,-2.64,11,-5.14,11,-0.34,11,-
2000.9232980418944,338.9270833333333,2000-12-03--22:15:00,151.23397,310.03798,0,0.,-0.33,12,-0.33,72,-0.33,12,-0.33,72,-3.1,11,-5.33,11,-0.45,11,-
2000.9233075288405,338.93055555555554,2000-12-03--22:20:00,151.91817,311.99690000000004,0,0.,-0.17,12,-0.53,72,-0.53,12,-0.17,72,-3.2,11,-5.17,11,-0.65,11,-
2000.9233170157866,338.93402777777777,2000-12-03--22:25:00,152.58124,314.03199,0,0.,0.24,12,-0.3,72,-0.3,12,0.24,72,-3.3000000000000003,11,-4.76,11,-0.42,11,-
2000.9233265027324,338.9375,2000-12-03--22:30:00,153.22151000000002,316.14633000000003,0,0.,0.54,12,0.04,72,0.04,12,0.54,72,-2.94,11,-4.46,11,-0.08,11,-
2000.9233359896784,338.94097222222223,2000-12-03--22:35:00,153.83719000000002,318.34274000000005,0,0.,0.61,12,0.34,72,0.34,12,0.61,72,-2.5,11,-4.39,11,0.22,11,-
2000.9233454766243,338.9444444444444,2000-12-03--22:40:00,154.42642,320.62367,0,0.,0.58,12,0.65,72,0.65,12,0.58,72,-2.17,11,-4.42,11,0.53,11,-
2000.9233549635703,338.94791666666663,2000-12-03--22:45:00,154.98723,322.99104,0,0.,0.8200000000000001,12,0.92,72,0.92,12,0.8200000000000001,72,-1.8,11,-4.18,11,0.8,11,-
2000.9233644505164,338.95138888888886,2000-12-03--22:50:00,155.51759,325.44614,0,0.,0.65,12,0.45,72,0.45,12,0.65,72,-2.04,11,-4.3500000000000005,11,0.33,11,-
