YYYY//MM//DD,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
2000//8//17,230,05::04:39,18::54:39,11::59:59,9.884,18.396,7.413,4.049,6.621,2.859,10.828,2.835,0.792,33.412,10.09,30.29,-10.1845,1.1238000000000001,-0.42310000000000003,0.6469,-
2000//8//18,231,05::05:35,18::53:31,11::59:45,9.828,18.272000000000002,7.424,3.9490000000000003,6.759,2.766,11.26,2.743,0.665,38.867,7.79,25.87,-10.1952,1.354,-0.4752,0.5162,-
2000//8//19,232,05::06:21,18::51:25,11::59:31,9.771,18.262,6.791,4.157,5.345,2.7760000000000002,9.409,2.744,1.446,17.768,3.94,23.64,-9.2074,1.4380000000000002,-0.316,0.4565,-
2000//8//20,233,05::07:46,18::49:51,11::59:17,9.714,18.238,7.293,3.97,6.565,2.761,11.071,2.738,0.729,34.4,5.69,22.68,-9.135,1.1683000000000001,-0.43710000000000004,0.4204,-
2000//8//21,234,05::09:08,18::48:40,11::59:02,9.655,18.215,7.162,4.034,6.415,5.494,10.798,5.478,0.747,34.601,6.2,27.05,-8.9564,1.0553000000000001,-0.47750000000000004,0.6588,-
2000//8//22,235,05::10:10,18::46:36,11::58:46,9.596,18.089,7.061,4.077,6.259,3.553,10.213000000000001,3.721,0.802,31.844,5.64,32.54,-8.025400000000001,1.2702,-0.6045,0.892,-
2000//8//23,236,05::11:00,18::44:56,11::58:31,9.537,18.078,6.67,4.275,5.487,2.799,8.463000000000001,2.761,1.182,21.737000000000002,7.29,33.18,-9.689300000000001,2.5819,-0.20900000000000002,1.5822,-
2000//8//24,237,05::12:02,18::43:43,11::58:14,9.476,18.052,6.779,4.216,5.397,2.864,8.756,2.813,1.3820000000000001,18.48,10.41,29.810000000000002,-8.982700000000001,1.7772000000000001,-0.3629,1.3772,-
2000//8//25,238,05::13:33,18::41:38,11::57:58,9.416,17.925,6.765000000000001,4.134,5.47,2.785,8.978,2.745,1.296,19.587,5.0600000000000005,31.04,-8.8719,1.6133000000000002,-0.6711,1.0585,-
2000//8//26,239,05::14:42,18::39:55,11::57:41,9.354000000000001,17.908,6.936,4.0360000000000005,6.353,2.766,10.769,2.746,0.583,43.279,7.890000000000001,28.02,-9.660400000000001,1.5490000000000002,-0.4888,0.8552000000000001,-
2000//8//27,240,05::15:37,18::38:40,11::57:23,9.292,17.895,6.8790000000000004,4.037,6.259,2.766,10.714,2.741,0.62,38.959,5.17,27.68,-9.251100000000001,1.7726000000000002,-0.5469,0.7864,-
2000//8//28,241,05::16:23,18::36:31,11::57:05,9.23,17.775000000000002,6.817,3.993,5.977,2.7760000000000002,10.313,2.7600000000000002,0.841,28.172,5.13,29.98,-8.9722,1.6112000000000002,-0.47800000000000004,0.7915000000000001,-
2000//8//29,242,05::17:50,18::34:49,11::56:47,9.166,17.751,6.648000000000001,4.148,5.265,2.799,8.869,2.766,1.383,18.244,6.51,28.310000000000002,-9.1351,1.495,-0.5125000000000001,0.6082000000000001,-
2000//8//30,243,05::19:11,18::33:34,11::56:29,9.103,17.617,6.188,4.347,4.562,2.787,7.779,2.746,1.6260000000000001,15.517,6.65,26.490000000000002,-8.8103,1.2976,-0.5476,1.2378,-
2000//8//31,244,05::20:11,18::31:18,11::56:10,9.038,17.603,5.7620000000000005,4.672,3.309,2.88,5.1530000000000005,2.766,2.452,10.165000000000001,5.7700000000000005,24.7,-8.2845,1.3027,-0.2777,0.8355,-
2000//9//1,245,05::21:01,18::29:39,11::55:51,8.974,17.593,1.0190000000000001,19.118000000000002,0.003,356.88100000000003,0.005,219.288,1.016,19.174,6.38,13.200000000000001,-6.3552,1.8928,0.09000000000000001,0.391,-
2000//9//2,246,05::22:04,18::28:17,11::55:31,8.909,17.457,4.2170000000000005,5.305,2.027,3.119,3.331,2.952,2.191,9.306000000000001,0.08,11.89,-7.489000000000001,1.7561,0.13440000000000002,0.36210000000000003,-
2000//9//3,247,05::23:34,18::26:00,11::55:12,8.843,17.441,4.934,4.551,2.565,3.011,4.889,2.855,2.369,8.649000000000001,-0.28,13.89,-6.839,2.0921000000000003,-0.0373,0.6241,-
2000//9//4,248,05::24:43,18::24:25,11::54:52,8.777000000000001,17.424,5.817,4.157,4.371,2.821,7.25,2.797,1.446,13.831,2.73,18.41,-7.2552,0.8638,-0.17120000000000002,0.2861,-
2000//9//5,249,05::25:37,18::22:52,11::54:32,8.71,17.301000000000002,3.556,6.151,1.436,3.499,2.138,3.245,2.12,9.622,4.5200000000000005,16.37,-7.1387,0.8288000000000001,-0.32170000000000004,0.375,-
2000//9//6,250,05::26:24,18::20:39,11::54:11,8.643,17.292,4.647,4.656,1.349,3.442,3.229,2.98,3.298,6.735,1.84,19.51,-6.7822000000000005,1.3715000000000002,-0.45430000000000004,0.5685,-
2000//9//7,251,05::27:50,18::19:09,11::53:51,8.576,17.269000000000002,6.371,3.778,5.884,2.765,10.422,2.744,0.487,41.042,0.96,24.16,-7.3737,1.3960000000000001,-0.4667,0.8648,-
2000//9//8,252,05::29:11,18::17:22,11::53:30,8.508000000000001,17.135,5.258,4.171,2.903,2.891,5.2010000000000005,2.778,2.354,8.413,0.16,21.740000000000002,-8.6164,1.4468,-0.2748,0.6287,-
2000//9//9,253,05::30:11,18::15:16,11::53:09,8.439,17.122,5.9510000000000005,3.867,4.609,2.7800000000000002,8.237,2.745,1.342,14.611,0.7000000000000001,19.14,-8.0387,1.6241,-0.6311,0.7743,-
2000//9//10,254,05::31:02,18::13:52,11::52:48,8.371,17.112000000000002,4.9110000000000005,4.377,2.138,3.0180000000000002,4.329,2.834,2.773,7.297,1.57,23.56,-6.8966,1.3809,-0.3602,0.6707000000000001,-
2000//9//11,255,05::32:04,18::11:45,11::52:27,8.302,16.976,6.017,3.801,5.522,2.7720000000000002,10.177,2.758,0.496,39.277,5.01,26.1,-7.4369000000000005,1.0831,-0.5991000000000001,0.667,-
2000//9//12,256,05::33:34,18::09:53,11::52:06,8.232,16.961000000000002,5.93,3.845,5.356,2.766,9.933,2.742,0.5740000000000001,34.160000000000004,7.55,29.73,-8.0604,2.0089,-0.4273,0.7326,-
2000//9//13,257,05::34:43,18::08:33,11::51:45,8.163,16.831,5.471,4.007,3.85,2.822,7.014,2.778,1.621,12.018,8.73,31.63,-8.053,1.4761,-0.3774,0.667,-
2000//9//14,258,05::35:38,18::06:11,11::51:23,8.093,16.82,5.71,3.984,5.143,2.7960000000000003,8.979000000000001,2.761,0.5670000000000001,34.582,12.42,33.67,-9.526,1.7461,-0.46480000000000005,1.0243,-
2000//9//15,259,05::36:24,18::04:31,11::51:02,8.023,16.812,5.711,3.97,4.944,2.7720000000000002,9.012,2.748,0.767,25.564,13.14,27.91,-10.3446,0.9917,-0.2645,0.4076,-
2000//9//16,260,05::37:51,18::02:58,11::50:41,7.952,16.676000000000002,4.349,4.817,1.807,3.063,2.995,2.8810000000000002,2.543,7.8420000000000005,10.73,26.72,-9.5495,1.5614000000000001,-0.20770000000000002,0.6404000000000001,-
2000//9//17,261,05::39:12,18::00:41,11::50:19,7.881,16.654,5.579,3.911,4.985,2.775,9.332,2.746,0.594,32.158,9.950000000000001,29.55,-9.6278,1.4585000000000001,-0.4572,0.8517,-
2000//9//18,262,05::40:13,17::59:09,11::49:58,7.8100000000000005,16.641000000000002,5.275,4.032,3.967,2.793,7.352,2.762,1.308,14.507,7.07,29.29,-8.0585,1.3409,-0.35450000000000004,1.0195,-
2000//9//19,263,05::41:03,17::57:19,11::49:37,7.739,16.518,5.464,3.9010000000000002,4.736,2.766,9.03,2.74,0.728,24.849,9.200000000000001,23.91,-8.9135,1.1476,-0.4657,0.5322,-
2000//9//20,264,05::42:08,17::55:13,11::49:15,7.668,16.495,5.573,3.899,5.093,2.771,9.803,2.744,0.47900000000000004,39.614000000000004,2.7,24.85,-9.166400000000001,1.5459,-0.4575,0.805,-
2000//9//21,265,05::43:39,17::53:48,11::48:54,7.596,16.478,4.793,4.446,3.535,2.845,6.686,2.7920000000000003,1.258,14.983,5.41,19.06,-9.1729,1.4052,-0.2434,0.34890000000000004,-
2000//9//22,266,05::44:47,17::51:38,11::48:33,7.524,16.349,4.396,4.745,2.67,2.969,5.1080000000000005,2.853,1.727,10.503,-1.5,13.33,-9.1995,0.8034,-0.28140000000000004,0.36710000000000004,-
2000//9//23,267,05::45:42,17::49:48,11::48:12,7.452,16.338,5.577,3.843,5.2860000000000005,2.762,10.486,2.74,0.292,61.518,-4.57,16.3,-7.3406,1.3699000000000001,-0.457,0.792,-
2000//9//24,268,05::46:30,17::48:28,11::47:51,7.38,16.193,5.282,3.9490000000000003,4.474,2.786,8.789,2.745,0.809,22.839000000000002,-3.98,19.3,-6.4444,1.4139000000000002,-0.5958,0.8866,-
2000//9//25,269,05::48:03,17::46:05,11::47:31,7.308,16.19,5.41,3.9170000000000003,5.091,2.7880000000000003,10.161,2.7600000000000002,0.32,55.345,-2.98,23.6,-7.314500000000001,1.3256000000000001,-0.5967,0.7219,-
2000//9//26,270,05::49:21,17::44:26,11::47:10,7.236,16.17,5.328,3.876,4.97,2.7640000000000002,9.982000000000001,2.739,0.359,49.332,-0.1,26.18,-7.324000000000001,1.2704,-0.42700000000000005,0.6920000000000001,-
2000//9//27,271,05::50:21,17::42:53,11::46:50,7.163,16.043,5.24,3.936,4.7780000000000005,2.7760000000000002,9.482,2.744,0.462,39.703,1.,27.35,-7.1267000000000005,1.6098000000000001,-0.4213,1.0054,-
2000//9//28,272,05::51:11,17::40:37,11::46:30,7.091,16.033,4.3180000000000005,4.604,3.0060000000000002,2.8970000000000002,5.551,2.7960000000000003,1.312,13.981,3.71,25.11,-8.5653,1.9034,-0.39230000000000004,0.8215,-
2000//9//29,273,05::52:25,17::39:07,11::46:10,7.019,16.013,4.2170000000000005,4.5,2.166,2.93,4.5,2.782,2.051,8.76,1.19,23.06,-7.704700000000001,1.2019,-0.37410000000000004,0.8527,-
2000//9//30,274,05::53:56,17::37:18,11::45:50,6.947,15.876,4.349,4.428,2.993,2.849,5.75,2.766,1.356,13.247,3.08,24.42,-7.546,1.2292,-0.3111,0.5583,-
2000//10//1,275,05::55:02,17::35:15,11::45:31,6.8740000000000006,15.860000000000001,4.819,3.863,3.692,2.791,7.186,2.746,1.127,14.233,7.04,21.41,-8.7531,1.1845,-0.19920000000000002,0.5884,-
2000//10//2,276,05::55:56,17::33:51,11::45:12,6.8020000000000005,15.849,4.089,4.251,2.372,2.9090000000000003,5.266,2.7920000000000003,1.717,9.464,-0.35000000000000003,18.68,-8.190900000000001,1.0998,-0.3946,0.8313,-
2000//10//3,277,05::56:56,17::31:47,11::44:54,6.73,15.709,4.916,3.794,4.558,2.767,9.569,2.741,0.358,44.492000000000004,-2.34,18.87,-8.6579,1.5668,-0.5185000000000001,0.7022,-
2000//10//4,278,05::58:32,17::29:57,11::44:35,6.658,15.695,4.833,3.818,4.518,2.7760000000000002,9.406,2.743,0.315,49.848,-2.13,20.44,-8.1508,1.4772,-0.6028,0.6957,-
2000//10//5,279,05::59:44,17::28:38,11::44:17,6.586,15.676,4.763,3.814,4.432,2.7680000000000002,9.465,2.742,0.332,45.254,-3.56,17.87,-7.807600000000001,1.2187000000000001,-0.6448,0.6696000000000001,-
2000//10//6,280,06::00:42,17::26:25,11::44:00,6.514,15.55,4.617,3.876,4.314,2.771,9.239,2.742,0.304,49.051,-3.08,20.75,-6.9779,1.4913,-0.4999,0.5584,-
2000//10//7,281,06::01:33,17::24:43,11::43:43,6.4430000000000005,15.518,4.519,3.8770000000000002,4.165,2.767,8.905,2.74,0.355,42.64,-0.87,22.73,-6.3532,1.1765,-0.5066,0.7060000000000001,-
2000//10//8,282,06::03:10,17::23:26,11::43:26,6.371,15.397,4.441,3.93,3.91,2.7720000000000002,8.442,2.741,0.532,28.454,-0.97,23.81,-6.73,1.0907,-0.4178,0.9408000000000001,-
2000//10//9,283,06::04:30,17::21:10,11::43:10,6.3,15.376,1.77,8.552,0.027,42.991,0.098,12.618,1.743,8.687,3.25,18.69,-7.192,1.403,-0.24180000000000001,0.6916,-
2000//10//10,284,06::05:31,17::19:35,11::42:54,6.229,15.362,0.78,20.131,0.,100,0.,100,0.78,20.131,4.3,6.71,-7.832000000000001,0.7077,0.08510000000000001,0.1991,-
2000//10//11,285,06::06:22,17::18:14,11::42:39,6.158,15.237,2.884,5.473,0.981,3.475,1.786,3.121,1.903,8.035,2.99,11.81,-7.177700000000001,1.4334,0.19360000000000002,0.2099,-
2000//10//12,286,06::07:53,17::16:02,11::42:24,6.088,15.211,1.737,8.811,0.152,9.374,0.271,6.295,1.585,9.633000000000001,4.53,12.31,-5.9327000000000005,2.0226,0.0952,0.34500000000000003,-
2000//10//13,287,06::09:19,17::14:31,11::42:10,6.017,15.187000000000001,2.324,6.674,0.5750000000000001,4.358,1.098,3.616,1.749,8.72,2.2600000000000002,12.97,-7.2438,1.1238000000000001,-0.1567,0.5094000000000001,-
2000//10//14,288,06::10:23,17::13:10,11::41:56,5.948,15.057,3.1,5.1930000000000005,1.083,3.388,1.983,3.037,2.017,7.579,1.37,15.46,-5.6776,1.737,-0.2162,0.5581,-
2000//10//15,289,06::11:16,17::11:01,11::41:43,5.878,15.046000000000001,3.767,4.301,2.732,2.856,5.916,2.767,1.043,14.405000000000001,-1.07,17.04,-6.0819,1.0823,-0.24250000000000002,0.7358,-
2000//10//16,290,06::12:43,17::09:32,11::41:30,5.809,15.021,3.967,4.104,3.388,2.806,7.414000000000001,2.751,0.581,24.887,-2.18,18.45,-5.945200000000001,0.8805000000000001,-0.3704,0.6008,-
2000//10//17,291,06::14:13,17::08:16,11::41:18,5.74,14.881,4.03,4.055,3.7110000000000003,2.786,8.273,2.749,0.319,46.744,-1.03,22.86,-6.771800000000001,2.1797,-0.32130000000000003,1.3512,-
2000//10//18,292,06::15:19,17::06:09,11::41:07,5.672,14.864,3.275,4.928,1.809,2.98,3.652,2.839,1.465,10.347,0.12,18.95,-6.6231,1.2431,-0.37970000000000004,0.8282,-
2000//10//19,293,06::16:14,17::04:40,11::40:56,5.604,14.852,3.621,4.327,2.73,2.814,6.251,2.749,0.891,16.609,2.61,17.06,-6.2666,0.9430000000000001,-0.4441,0.6099,-
2000//10//20,294,06::17:39,17::03:32,11::40:46,5.537,14.712,0.8210000000000001,18.438,0.003,311.133,0.013000000000000001,72.72,0.8180000000000001,18.505,1.05,11.93,-6.4987,1.7710000000000001,-0.1521,0.3116,-
2000//10//21,295,06::19:12,17::01:27,11::40:36,5.47,14.685,3.6550000000000002,4.42,3.028,2.807,7.085,2.755,0.628,22.485,-2.84,9.1,-7.0781,1.1879,-0.3481,0.4985,-
2000//10//22,296,06::20:20,16::59:55,11::40:28,5.404,14.667,3.871,4.1,3.656,2.821,8.949,2.82,0.217,62.469,-5.08,11.83,-7.071700000000001,1.2007,-0.7183,0.7349,-
2000//10//23,297,06::21:15,16::58:47,11::40:20,5.338,14.655000000000001,3.666,4.204,3.452,2.775,8.477,2.741,0.214,64.929,-6.91,14.07,-6.0717,0.7745000000000001,-0.4596,0.5621,-
2000//10//24,298,06::22:44,16::56:59,11::40:12,5.273,14.513,3.581,4.296,3.3240000000000003,2.8000000000000003,7.896,2.7640000000000002,0.258,56.483000000000004,-3.44,16.72,-5.674300000000001,1.264,-0.42660000000000003,0.6974,-
2000//10//25,299,06::24:16,16::55:19,11::40:05,5.208,14.486,1.26,10.938,0.007,148.728,0.016,65.069,1.2530000000000001,10.999,-0.62,13.35,-6.1702,1.6114000000000002,-0.042800000000000005,0.35960000000000003,-
2000//10//26,300,06::25:24,16::54:09,11::39:59,5.144,14.468,1.405,10.464,0.035,23.638,0.113,8.399000000000001,1.37,10.789,1.58,8.91,-6.1399,1.2236,-1.8042,2.153,-
2000//10//27,301,06::26:18,16::52:48,11::39:54,5.081,14.34,2.993,5.043,2.174,3.005,4.715,2.852,0.8190000000000001,17.519000000000002,-2.35,11.8,-6.4214,1.3983,-0.0826,0.5624,-
2000//10//28,302,06::27:54,16::50:58,11::39:50,5.019,14.311,0.652,22.004,0.002,275.233,0.01,55.237,0.651,22.038,0.47000000000000003,8.49,-6.807300000000001,1.2228,-0.0854,0.48660000000000003,-
2000//10//29,303,06::29:24,16::49:41,11::39:46,4.956,14.284,2.126,6.8420000000000005,1.149,3.197,3.172,2.87,0.977,14.684000000000001,-2.7600000000000002,8.51,-5.6115,0.9879,0.0699,0.6542,-
2000//10//30,304,06::30:30,16::48:41,11::39:43,4.8950000000000005,14.266,2.895,5.072,2.418,2.839,6.34,2.7560000000000002,0.47800000000000004,29.069,-3.54,10.86,-6.7641,1.5513000000000001,0.1056,0.5504,-
2000//10//31,305,06::31:25,16::46:59,11::39:41,4.835,14.112,2.963,4.968,2.019,2.939,4.7170000000000005,2.79,0.9460000000000001,15.046000000000001,-2.24,11.35,-7.743600000000001,0.7917000000000001,-0.21860000000000002,0.7841,-
2000//11//1,306,06::33:09,16::45:28,11::39:40,4.775,14.104000000000001,2.6430000000000002,4.634,1.313,2.887,3.499,2.77,1.33,8.894,-1.98,9.05,-5.952100000000001,1.2149,-0.08370000000000001,0.3907,-
2000//11//2,307,06::34:35,16::44:23,11::39:39,4.716,14.078000000000001,1.065,11.445,0.003,269.379,0.008,102.941,1.061,11.488,-2.38,6.11,-5.542000000000001,1.4386,-0.0187,0.5087,-
2000//11//3,308,06::35:39,16::43:25,11::39:39,4.658,13.945,0.8180000000000001,14.784,0.003,241.159,0.006,124.428,0.8150000000000001,14.839,-3.9,5.24,-5.8209,1.0432000000000001,0.0507,0.6617000000000001,-
2000//11//4,309,06::36:41,16::41:43,11::39:41,4.601,13.91,2.357,5.264,1.31,3.0380000000000003,3.517,2.834,1.047,11.016,-4.2,13.75,-6.0612,2.2004,0.08410000000000001,0.4839,-
2000//11//5,310,06::38:26,16::40:23,11::39:42,4.5440000000000005,13.895,2.088,5.917,0.264,4.553,0.545,3.5140000000000002,1.824,6.896,-4.09,6.44,-5.8872,0.8494,-0.1726,0.4404,-
2000//11//6,311,06::39:47,16::39:23,11::39:45,4.488,13.871,1.589,7.265000000000001,0.434,3.354,1.683,2.874,1.156,9.886000000000001,-4.19,6.640000000000001,-6.2823,1.5223,-0.1904,0.48960000000000004,-
2000//11//7,312,06::40:49,16::38:34,11::39:49,4.434,13.738,2.0220000000000002,5.955,0.501,3.458,1.502,2.914,1.5210000000000001,7.929,-7.17,3.99,-5.2765,1.2094,0.0436,0.45680000000000004,-
2000//11//8,313,06::41:59,16::37:02,11::39:53,4.38,13.706,2.179,5.611,1.116,3.1590000000000003,2.87,2.891,1.063,11.124,-2.42,4.91,-7.1702,1.4086,-0.026600000000000002,0.23650000000000002,-
2000//11//9,314,06::43:43,16::35:42,11::39:59,4.327,13.684000000000001,1.713,6.913,0.443,3.8160000000000003,1.083,3.1470000000000002,1.27,9.248,-4.25,3.93,-6.0048,1.3888,-0.1095,0.31470000000000004,-
2000//11//10,315,06::44:59,16::34:44,11::40:05,4.275,13.661,2.036,5.884,-,-,-,-,-,-,-4.68,0.48,-6.2598,0.7623000000000001,-0.0431,0.18080000000000002,-
2000//11//11,316,06::45:59,16::33:57,11::40:12,4.224,13.644,2.884,4.287,-,-,-,-,-,-,-8.84,1.8800000000000001,-6.618200000000001,1.2165000000000001,-0.2795,0.3808,-
2000//11//12,317,06::47:16,16::32:58,11::40:20,4.175,13.499,2.865,4.478,-,-,-,-,-,-,-9.06,2.77,-4.5831,1.1774,-0.1322,0.4229,-
2000//11//13,318,06::48:57,16::31:37,11::40:28,4.126,13.472,1.391,8.146,-,-,-,-,-,-,-8.36,-0.58,-6.4653,1.6178000000000001,-0.2952,0.2584,-
2000//11//14,319,06::50:09,16::30:34,11::40:38,4.078,13.450000000000001,1.198,9.697000000000001,-,-,-,-,-,-,-4.54,-0.7000000000000001,-5.4412,1.2970000000000002,-0.13620000000000002,0.2932,-
2000//11//15,320,06::51:06,16::29:45,11::40:48,4.031,13.434000000000001,1.473,7.945,-,-,-,-,-,-,-5.13,1.97,-5.4067,1.4029,-0.3774,0.4169,-
2000//11//16,321,06::52:28,16::29:04,11::40:59,3.986,13.407,2.6630000000000003,4.4270000000000005,2.434,2.847,7.195,2.859,0.23,49.268,-10.18,2.94,-5.6357,1.026,-0.4539,0.5671,-
2000//11//17,322,06::54:06,16::28:24,11::41:11,3.9410000000000003,13.259,2.66,4.436,2.378,2.789,6.956,2.778,0.28300000000000003,40.041000000000004,-11.98,4.14,-5.2799000000000005,0.9275,-0.3617,0.6197,-
2000//11//18,323,06::55:15,16::27:18,11::41:24,3.898,13.238,2.664,4.4030000000000005,2.476,2.777,7.449,2.774,0.189,56.933,-11.55,6.140000000000001,-5.106800000000001,0.8573000000000001,-0.157,0.46780000000000005,-
2000//11//19,324,06::56:10,16::26:16,11::41:38,3.855,13.222,0.999,11.343,0.001,677.296,0.004,171.248,0.998,11.354000000000001,-10.63,-4.54,-4.5341000000000005,1.1562000000000001,0.0926,0.2431,-
2000//11//20,325,06::57:35,16::25:29,11::41:53,3.814,13.195,2.368,4.74,1.59,2.839,4.51,2.88,0.778,14.198,-9.8,-0.97,-6.0357,1.1396,0.0475,0.3382,-
2000//11//21,326,06::59:08,16::24:51,11::42:08,3.774,13.164,2.2600000000000002,4.981,1.432,2.851,3.899,2.762,0.8280000000000001,13.341000000000001,-12.32,3.33,-5.3289,1.1345,-0.1506,0.7218,-
2000//11//22,327,07::00:15,16::24:19,11::42:24,3.735,13.143,2.363,4.75,2.027,5.511,6.096,5.478,0.336,32.875,-10.02,8.2,-5.5373,0.9451,-0.3022,0.7007,-
2000//11//23,328,07::01:08,16::23:52,11::42:41,3.698,13.128,1.197,9.142,0.12,9.689,0.318,6.871,1.077,11.599,-11.61,2.62,-5.300400000000001,0.9792000000000001,0.26880000000000004,0.5736,-
2000//11//24,329,07::02:27,16::23:19,11::42:59,3.661,12.984,2.079,5.4110000000000005,1.568,3.732,4.716,3.986,0.511,21.616,-5.11,7.1000000000000005,-5.5804,1.1341,-0.0577,0.675,-
2000//11//25,330,07::04:00,16::22:35,11::43:17,3.626,12.954,1.4000000000000001,7.822,0.15,6.135,0.431,3.5820000000000003,1.2510000000000001,8.754,-6.8,4.01,-5.5402000000000005,1.5258,0.0061,0.36560000000000004,-
2000//11//26,331,07::05:06,16::21:50,11::43:36,3.592,12.933,1.137,9.799,0.004,188.565,0.013000000000000001,59.204,1.1320000000000001,9.842,-2.47,1.35,-4.3645000000000005,0.8665,0.1605,0.1636,-
2000//11//27,332,07::05:58,16::21:13,11::43:56,3.559,12.917,1.923,5.938,0.755,3.109,2.351,2.829,1.168,9.568,-6.43,6.3500000000000005,-6.1593,1.0564,-0.2087,0.4212,-
2000//11//28,333,07::07:05,16::20:45,11::44:17,3.528,12.886000000000001,1.5010000000000001,7.423,0.20700000000000002,5.509,0.605,3.517,1.294,8.61,-6.74,1.74,-7.185300000000001,1.2201,-0.0733,0.1925,-
2000//11//29,334,07::08:36,16::20:21,11::44:38,3.498,12.865,0.487,22.486,0.004,136.614,0.08600000000000001,8.433,0.483,22.672,-2.09,2.14,-6.902,1.8162,0.021500000000000002,0.30060000000000003,-
2000//11//30,335,07::09:44,16::20:01,11::45:00,3.469,12.842,2.262,4.8180000000000005,1.75,2.7800000000000002,5.4750000000000005,2.746,0.513,20.975,-8.33,5.11,-6.1737,1.3800000000000001,-0.15380000000000002,0.4797,-
2000//12//1,336,07::10:37,16::19:45,11::45:23,3.4410000000000003,12.826,1.991,4.916,1.296,2.837,4.172,2.754,0.6950000000000001,14.037,-5.66,3.2800000000000002,-6.3375,1.1731,-0.2843,0.34450000000000003,-
2000//12//2,337,07::11:22,16::19:32,11::45:46,3.415,12.786,1.847,5.447,0.855,2.949,2.968,2.751,0.993,10.091000000000001,-8.13,6.37,-5.4107,0.9172,-0.07010000000000001,0.44470000000000004,-
2000//12//3,338,07::12:45,16::19:20,11::46:10,3.39,12.784,1.891,5.303,0.896,3.008,2.672,2.786,0.995,9.978,-8.06,5.8500000000000005,-4.9983,0.5584,-0.1242,0.4022,-
2000//12//4,339,07::14:02,16::19:11,11::46:34,3.367,12.758000000000001,2.063,4.763,1.733,2.828,5.3950000000000005,2.748,0.33,29.302,-6.44,7.71,-5.2353000000000005,0.7291000000000001,0.0853,0.648,-
2000//12//5,340,07::14:59,16::19:05,11::46:59,3.344,12.739,2.057,4.767,1.679,2.799,5.442,2.743,0.378,25.352,-6.16,9.3,-4.966600000000001,0.7468,0.0959,0.6227,-
2000//12//6,341,07::15:44,16::18:59,11::47:25,3.323,12.725,1.846,5.264,1.586,2.817,5.205,2.743,0.26,37.191,-5.98,7.05,-5.2247,0.8721,-0.1315,0.5336000000000001,-
2000//12//7,342,07::16:26,16::18:56,11::47:51,3.3040000000000003,12.687,1.941,5.165,1.19,2.821,3.863,2.744,0.752,12.973,-8.86,5.72,-5.2686,0.7101000000000001,0.6043000000000001,0.3945,-
2000//12//8,343,07::17:39,16::18:55,11::48:17,3.286,12.687,1.7650000000000001,5.525,1.068,2.948,3.0060000000000002,2.778,0.6970000000000001,13.873000000000001,-7.54,4.9,-4.0894,0.7951,0.2039,0.33480000000000004,-
2000//12//9,344,07::18:49,16::18:55,11::48:44,3.269,12.663,0.482,20.42,0.,100,0.002,265.46500000000003,0.482,20.42,-6.21,3.59,-5.3933,1.3831,-0.14020000000000002,0.6475000000000001,-
2000//12//10,345,07::19:42,16::18:57,11::49:11,3.254,12.645,1.7570000000000001,5.696,1.154,2.99,3.717,2.801,0.602,16.062,-7.43,1.23,-5.7386,1.4578,-0.0244,0.44920000000000004,-
2000//12//11,346,07::20:24,16::19:00,11::49:39,3.24,12.632,0.879,10.804,0.01,72.613,0.027,28.667,0.869,10.929,-7.94,-2.3000000000000003,-6.626200000000001,1.6878000000000002,-0.052700000000000004,0.2466,-
2000//12//12,347,07::20:59,16::19:05,11::50:07,3.227,12.621,1.272,7.534,0.013000000000000001,47.447,0.065,10.435,1.2590000000000001,7.633,-7.63,-3.72,-5.083,1.3989,0.08170000000000001,0.1194,-
2000//12//13,348,07::21:41,16::19:13,11::50:36,3.216,12.588000000000001,0.894,10.913,0.001,718.318,0.004,191.291,0.893,10.925,-6.66,1.67,-5.5708,1.8871,-0.083,0.3647,-
2000//12//14,349,07::22:40,16::19:22,11::51:04,3.206,12.587,1.044,9.427,0.005,85.886,0.017,25.72,1.04,9.483,-2.52,3.52,-8.027800000000001,1.2697,-0.0429,0.4761,-
2000//12//15,350,07::23:37,16::19:33,11::51:33,3.198,12.567,2.016,4.888,1.688,2.805,5.904,2.744,0.328,28.427,-8.84,3.2,-6.9421,2.1018,-0.09090000000000001,0.5588000000000001,-
2000//12//16,351,07::24:21,16::19:47,11::52:03,3.1910000000000003,12.552,1.215,8.03,0.024,22.929000000000002,0.109,6.66,1.19,8.246,-6.8500000000000005,5.25,-4.9688,2.4707000000000003,0.18380000000000002,0.8083,-
2000//12//17,352,07::24:57,16::20:04,11::52:32,3.185,12.540000000000001,2.14,4.616,1.984,2.775,6.9590000000000005,2.742,0.156,61.984,-13.94,1.8,-7.336,1.8776000000000002,-0.325,0.6954,-
