Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
1980.774362,284.4166667,1980-10-10--10:00:00,57.81373,148.28771,727.29,1365.36,507.43,12,392.56,72,736.96,12,114.87,72,17.42,11,507.64,11,739,11,-
1980.774372,284.4201389,1980-10-10--10:05:00,57.36626,149.65845,736.3,1365.37,NA,99,NA,99,NA,99,NA,99,17.91,99,516.59,99,749.05,99,-
1980.774381,284.4236111,1980-10-10--10:10:00,56.93686,151.04406,744.89,1365.37,522.51,12,409.95,72,751.43,12,112.56,72,18.59,11,522.72,11,753.47,11,-
1980.774391,284.4270833,1980-10-10--10:15:00,56.52597,152.44427,753.08,1365.37,529.1,12,417.12,72,756.26,12,111.98,72,18.98,11,529.31,11,758.3,11,-
1980.7744,284.4305556,1980-10-10--10:20:00,56.13404,153.85878,760.86,1365.37,538.05,12,426.81,72,765.92,12,111.24,72,19.47,11,538.26,11,767.96,11,-
1980.77441,284.4340278,1980-10-10--10:25:00,55.7615,155.28723,768.21,1365.38,545.12,12,431.84,72,767.53,12,113.28,72,19.86,11,545.33,11,769.57,11,-
1980.774419,284.4375,1980-10-10--10:30:00,55.40877,156.72918,775.15,1365.38,552.19,12,437.11,72,769.94,12,115.08,72,19.47,11,552.4,11,771.98,11,-
1980.774429,284.4409722,1980-10-10--10:35:00,55.07625,158.18417,781.66,1365.38,557.36,12,442.39,72,772.76,12,114.97,72,20.16,11,557.57,11,774.8,11,-
1980.774438,284.4444444,1980-10-10--10:40:00,54.76436,159.65166,787.75,1365.39,565.84,12,447.46,72,775.58,12,118.38,72,19.47,11,566.05,11,777.62,11,-
1980.774448,284.4479167,1980-10-10--10:45:00,54.47345,161.13107,793.4,1365.39,541.82,12,420.98,72,724.48,12,120.84,72,19.37,11,542.03,11,726.52,11,-
1980.774457,284.4513889,1980-10-10--10:50:00,54.20391,162.62174,798.62,1365.39,586.1,12,454.81,72,777.59,12,131.29,72,19.37,11,586.31,11,779.63,11,-
1980.774467,284.4548611,1980-10-10--10:55:00,53.95605,164.12299,803.41,1365.39,595.51,12,460.14,72,782.02,12,135.37,72,19.67,11,595.72,11,784.06,11,-
1980.774476,284.4583333,1980-10-10--11:00:00,53.73022,165.63407,807.75,1365.4,597.88,12,463.34,72,783.22,12,134.54,72,19.96,11,598.09,11,785.26,11,-
1980.774486,284.4618056,1980-10-10--11:05:00,53.52669,167.15417,811.66,1365.4,NA,99,NA,99,NA,99,NA,99,20.26,99,594.79,99,787.27,99,-
1980.774495,284.4652778,1980-10-10--11:10:00,53.34575,168.68246,815.12,1365.4,593.64,12,469.25,72,786.04,12,124.39,72,20.35,11,593.85,11,788.08,11,-
1980.774505,284.46875,1980-10-10--11:15:00,53.18764,170.21805,818.15,1365.4,586.1,12,462.31,72,771.55,12,123.79,72,20.35,11,586.31,11,773.59,11,-
1980.774514,284.4722222,1980-10-10--11:20:00,53.05258,171.76,820.72,1365.41,597.88,12,469.33,72,780.81,12,128.55,72,20.45,11,598.09,11,782.85,11,-
1980.774524,284.4756944,1980-10-10--11:25:00,52.94074,173.30736,822.85,1365.41,580.92,12,448.24,72,743.79,12,132.68,72,20.35,11,581.13,11,745.83,11,-
1980.774533,284.4791667,1980-10-10--11:30:00,52.85229,174.85914,824.53,1365.41,606.36,12,473.21,72,783.63,12,133.15,72,21.23,11,606.57,11,785.67,11,-
1980.774543,284.4826389,1980-10-10--11:35:00,52.78736,176.41432,825.77,1365.42,603.99,12,471.48,72,779.6,12,132.51,72,21.23,11,604.2,11,781.64,11,-
1980.774552,284.4861111,1980-10-10--11:40:00,52.74603,177.97186,826.55,1365.42,589.86,12,458.29,72,757.07,12,131.57,72,21.33,11,590.07,11,759.11,11,-
1980.774562,284.4895833,1980-10-10--11:45:00,52.72837,179.53071,826.89,1365.42,460.79,12,338.36,72,558.72,12,122.43,72,21.33,11,461,11,560.76,11,-
1980.774571,284.4930556,1980-10-10--11:50:00,52.73439,181.08982,826.78,1365.42,605.41,12,471.08,72,777.99,12,134.33,72,21.33,11,605.62,11,780.03,11,-
1980.774581,284.4965278,1980-10-10--11:55:00,52.7641,182.64813,826.22,1365.43,599.29,12,467.6,72,772.76,12,131.69,72,21.63,11,599.5,11,774.8,11,-
1980.77459,284.5,1980-10-10--12:00:00,52.81745,184.20458,825.21,1365.43,591.27,12,464.35,72,768.33,12,126.92,72,21.82,11,591.48,11,770.37,11,-
1980.7746,284.5034722,1980-10-10--12:05:00,52.89436,185.75813,823.75,1365.43,NA,99,NA,99,NA,99,NA,99,22.02,99,591.48,99,771.98,99,-
1980.774609,284.5069444,1980-10-10--12:10:00,52.99473,187.30775,821.84,1365.44,599.29,12,472.87,72,785.64,12,126.42,72,22.31,11,599.5,11,787.68,11,-
1980.774619,284.5104167,1980-10-10--12:15:00,53.11841,188.85243,819.49,1365.44,587.51,12,462.34,72,770.35,12,125.17,72,22.21,11,587.72,11,772.39,11,-
1980.774628,284.5138889,1980-10-10--12:20:00,53.26524,190.39121,816.69,1365.44,595.05,12,472.3,72,789.66,12,122.75,72,22.61,11,595.26,11,791.7,11,-
1980.774638,284.5173611,1980-10-10--12:25:00,53.43501,191.92313,813.44,1365.44,582.8,12,460.12,72,772.36,12,122.68,72,22.31,11,583.01,11,774.4,11,-
1980.774647,284.5208333,1980-10-10--12:30:00,53.6275,193.44728,809.75,1365.45,569.14,12,442.05,72,745.4,12,127.09,72,22.21,11,569.35,11,747.44,11,-
1980.774657,284.5243056,1980-10-10--12:35:00,53.84245,194.96281,805.63,1365.45,575.74,12,445.01,72,754.25,12,130.73,72,22.31,11,575.95,11,756.29,11,-
1980.774666,284.5277778,1980-10-10--12:40:00,54.07956,196.46888,801.06,1365.45,566.31,12,434.23,72,740.18,12,132.08,72,22.51,11,566.52,11,742.22,11,-
1980.774676,284.53125,1980-10-10--12:45:00,54.33854,197.96473,796.05,1365.45,572.91,12,439.26,72,753.45,12,133.65,72,22.61,11,573.12,11,755.49,11,-
1980.774685,284.5347222,1980-10-10--12:50:00,54.61906,199.44962,790.61,1365.46,549.82,12,419.95,72,725.29,12,129.87,72,22.41,11,550.03,11,727.33,11,-
1980.774695,284.5381944,1980-10-10--12:55:00,54.92076,200.9229,784.74,1365.46,559.72,12,429.08,72,746.61,12,130.64,72,22.61,11,559.93,11,748.65,11,-
1980.774704,284.5416667,1980-10-10--13:00:00,55.24327,202.38394,778.44,1365.46,567.72,12,436.65,72,765.92,12,131.07,72,22.8,11,567.93,11,767.96,11,-
1980.774713,284.5451389,1980-10-10--13:05:00,55.58621,203.83219,771.71,1365.47,NA,99,NA,99,NA,99,NA,99,23.39,99,560.4,99,764.74,99,-
1980.774723,284.5486111,1980-10-10--13:10:00,55.94918,205.26714,764.56,1365.47,504.61,12,379.75,72,678.21,12,124.86,72,23.58,11,504.82,11,680.25,11,-
1980.774732,284.5520833,1980-10-10--13:15:00,56.33175,206.68833,756.99,1365.47,503.19,12,374.42,72,675.39,12,128.77,72,23.29,11,503.4,11,677.43,11,-
1980.774742,284.5555556,1980-10-10--13:20:00,56.73351,208.09539,749.01,1365.47,533.81,12,400.27,72,729.71,12,133.54,72,23.88,11,534.02,11,731.75,11,-
1980.774751,284.5590278,1980-10-10--13:25:00,57.15401,209.48796,740.61,1365.48,528.16,12,390.55,72,720.06,12,137.61,72,24.17,11,528.37,11,722.1,11,-
1980.774761,284.5625,1980-10-10--13:30:00,57.59282,210.86577,731.81,1365.48,481.05,12,342.34,72,638.78,12,138.71,72,23.68,11,481.26,11,640.82,11,-
1980.77477,284.5659722,1980-10-10--13:35:00,58.04948,212.22857,722.6,1365.48,541.34,12,393.4,72,743.4,12,147.94,72,23.39,11,541.55,11,745.44,11,-
1980.77478,284.5694444,1980-10-10--13:40:00,58.52353,213.5762,712.99,1365.49,529.57,12,388.17,72,743.4,12,141.4,72,23.68,11,529.78,11,745.44,11,-
1980.774789,284.5729167,1980-10-10--13:45:00,59.01453,214.9085,702.98,1365.49,514.96,12,377.12,72,732.53,12,137.84,72,23.78,11,515.17,11,734.57,11,-
1980.774799,284.5763889,1980-10-10--13:50:00,59.52201,216.2254,692.59,1365.49,508.85,12,370.53,72,730.52,12,138.32,72,22.7,11,509.06,11,732.56,11,-
1980.774808,284.5798611,1980-10-10--13:55:00,60.0455,217.52685,681.81,1365.49,415.1,12,285.4,72,571.59,12,129.7,72,22.51,11,415.31,11,573.63,11,-
1980.774818,284.5833333,1980-10-10--14:00:00,60.58456,218.81285,670.65,1365.5,468.33,12,327.17,72,666.14,12,141.16,72,22.51,11,468.54,11,668.18,11,-
1980.774827,284.5868056,1980-10-10--14:05:00,61.13872,220.08343,659.11,1365.5,NA,99,NA,99,NA,99,NA,99,24.27,99,389.87,99,510.46,99,-
1980.774837,284.5902778,1980-10-10--14:10:00,61.70752,221.33867,647.21,1365.5,224.32,12,99.67,72,210.29,12,124.65,72,22.31,11,224.53,11,212.33,11,-
1980.774846,284.59375,1980-10-10--14:15:00,62.29052,222.57867,634.94,1365.5,455.61,12,278.88,72,599.75,12,176.73,72,22.51,11,455.82,11,601.79,11,-
1980.774856,284.5972222,1980-10-10--14:20:00,62.88726,223.80358,622.32,1365.51,387.78,12,207.14,72,454.51,12,180.64,72,23.88,11,387.99,11,456.55,11,-
1980.774865,284.6006944,1980-10-10--14:25:00,63.49731,225.01356,609.35,1365.51,423.58,12,231,72,517.67,12,192.58,72,24.07,11,423.79,11,519.71,11,-
1980.774875,284.6041667,1980-10-10--14:30:00,64.12023,226.2088,596.02,1365.51,441.48,12,248.61,72,569.58,12,192.87,72,24.66,11,441.69,11,571.62,11,-
1980.774884,284.6076389,1980-10-10--14:35:00,64.75558,227.38953,582.37,1365.52,405.68,12,214.43,72,502.8,12,191.25,72,23.49,11,405.89,11,504.84,11,-
1980.774894,284.6111111,1980-10-10--14:40:00,65.40295,228.55599,568.38,1365.52,384.01,12,192.87,72,463.36,12,191.14,72,23,11,384.22,11,465.4,11,-
1980.774903,284.6145833,1980-10-10--14:45:00,66.06191,229.70844,554.06,1365.52,377.42,12,198.13,72,488.31,12,179.29,72,22.9,11,377.63,11,490.35,11,-
1980.774913,284.6180556,1980-10-10--14:50:00,66.73205,230.84716,539.43,1365.52,333.61,12,181.3,72,458.94,12,152.31,72,22.61,11,333.82,11,460.98,11,-
1980.774922,284.6215278,1980-10-10--14:55:00,67.41297,231.97244,524.48,1365.53,377.42,12,236.69,72,616.25,12,140.73,72,22.31,11,377.63,11,618.29,11,-
1980.774932,284.625,1980-10-10--15:00:00,68.10428,233.08461,509.23,1365.53,359.99,12,231.31,72,620.27,12,128.68,72,22.9,11,360.2,11,622.31,11,-
1980.774941,284.6284722,1980-10-10--15:05:00,68.80558,234.18397,493.69,1365.53,NA,99,NA,99,NA,99,NA,99,24.07,99,339.48,99,613.46,99,-
1980.774951,284.6319444,1980-10-10--15:10:00,69.51648,235.27088,477.85,1365.54,311.47,12,206.64,72,590.5,12,104.83,72,23.49,11,311.68,11,592.54,11,-
1980.77496,284.6354167,1980-10-10--15:15:00,70.23662,236.34566,461.74,1365.54,281.32,12,185.52,72,548.66,12,95.8,72,23.68,11,281.53,11,550.7,11,-
1980.77497,284.6388889,1980-10-10--15:20:00,70.96563,237.40869,445.35,1365.54,251.18,12,158.07,72,484.69,12,93.11,72,23.29,11,251.39,11,486.73,11,-
1980.774979,284.6423611,1980-10-10--15:25:00,71.70313,238.46031,428.7,1365.54,185.22,12,99.37,72,316.51,12,85.85,72,22.41,11,185.43,11,318.55,11,-
1980.774989,284.6458333,1980-10-10--15:30:00,72.44877,239.50089,411.79,1365.55,166.86,12,83.92,72,278.28,12,82.94,72,21.72,11,167.07,11,280.32,11,-
1980.774998,284.6493056,1980-10-10--15:35:00,73.20219,240.53082,394.64,1365.55,120.22,12,40.77,72,141.09,12,79.45,72,20.94,11,120.43,11,143.13,11,-
1980.775008,284.6527778,1980-10-10--15:40:00,73.96304,241.55045,377.24,1365.55,148.01,12,58.2,72,210.69,12,89.81,72,20.35,11,148.22,11,212.73,11,-
1980.775017,284.65625,1980-10-10--15:45:00,74.73097,242.56019,359.62,1365.55,131.05,12,32.49,72,123.38,12,98.56,72,19.67,11,131.26,11,125.42,11,-
1980.775027,284.6597222,1980-10-10--15:50:00,75.50564,243.56041,341.78,1365.56,118.81,12,15.48,72,61.83,12,103.33,72,19.28,11,119.02,11,63.87,11,-
1980.775036,284.6631944,1980-10-10--15:55:00,76.28668,244.55149,323.73,1365.56,121.16,12,15.32,72,64.64,12,105.84,72,18.89,11,121.37,11,66.68,11,-
1980.775046,284.6666667,1980-10-10--16:00:00,77.07374,245.53382,305.47,1365.56,152.25,12,39.39,72,176.09,12,112.86,72,19.18,11,152.46,11,178.13,11,-
1980.775055,284.6701389,1980-10-10--16:05:00,77.86645,246.5078,287.03,1365.57,NA,99,NA,99,NA,99,NA,99,19.57,99,150.57,99,166.87,99,-
1980.775065,284.6736111,1980-10-10--16:10:00,78.66444,247.47382,268.41,1365.57,132,12,24.17,72,122.98,12,107.83,72,19.08,11,132.21,11,125.02,11,-
1980.775074,284.6770833,1980-10-10--16:15:00,79.46731,248.43226,249.62,1365.57,148.49,12,47.71,72,260.99,12,100.78,72,19.37,11,148.7,11,263.03,11,-
1980.775083,284.6805556,1980-10-10--16:20:00,80.27462,249.38351,230.68,1365.57,125.87,12,35.18,72,208.28,12,90.69,72,19.47,11,126.08,11,210.32,11,-
1980.775093,284.6840278,1980-10-10--16:25:00,81.08591,250.32798,211.6,1365.58,91.49,12,11.76,72,75.91,12,79.73,72,19.57,11,91.7,11,77.95,11,-
1980.775102,284.6875,1980-10-10--16:30:00,81.90064,251.26604,192.4,1365.58,83.95,12,13.87,72,98.44,12,70.08,72,19.28,11,84.16,11,100.48,11,-
1980.775112,284.6909722,1980-10-10--16:35:00,82.7182,252.1981,173.09,1365.58,77.36,12,13.55,72,106.89,12,63.81,72,19.08,11,77.57,11,108.93,11,-
1980.775121,284.6944444,1980-10-10--16:40:00,83.53786,253.12453,153.69,1365.59,56.63,12,3.93,72,34.88,12,52.7,72,18.59,11,56.84,11,36.92,11,-
1980.775131,284.6979167,1980-10-10--16:45:00,84.35871,254.04575,134.24,1365.59,46.26,12,1.45,72,14.76,12,44.81,72,18.59,11,46.47,11,16.8,11,-
1980.77514,284.7013889,1980-10-10--16:50:00,85.17921,254.96213,114.76,1365.59,38.26,12,0.29,72,3.49,12,37.97,72,18.2,11,38.47,11,5.53,11,-
1980.77515,284.7048611,1980-10-10--16:55:00,85.99761,255.87406,95.32,1365.59,31.19,12,0.02,72,0.27,12,31.17,72,18,11,31.4,11,2.31,11,-
1980.775159,284.7083333,1980-10-10--17:00:00,86.81094,256.78195,75.97,1365.6,23.66,12,-0.05,72,-0.94,12,23.66,72,17.71,11,23.87,11,1.1,11,-
1980.775169,284.7118056,1980-10-10--17:05:00,87.61638,257.68618,56.8,1365.6,NA,99,NA,99,NA,99,NA,99,17.71,99,18.68,99,1.91,99,-
1980.775178,284.7152778,1980-10-10--17:10:00,88.40793,258.58715,37.94,1365.6,11.4,12,-0.05,72,-1.74,12,11.4,72,17.12,11,11.61,11,0.3,11,-
1980.775188,284.71875,1980-10-10--17:15:00,89.17705,259.48524,19.61,1365.6,5.75,92,-0.02,92,-1.34,92,5.75,92,16.63,11,5.96,91,0.7,91,-
1980.775197,284.7222222,1980-10-10--17:20:00,89.91251,260.38086,2.09,1365.61,2.46,92,0,92,-1.74,92,2.46,92,16.34,11,2.67,91,0.3,91,-
1980.775207,284.7256944,1980-10-10--17:25:00,91.07164,261.2744,0,0,1.05,12,-1.34,72,-1.34,12,1.05,72,16.05,11,1.26,11,0.7,11,-
1980.775216,284.7291667,1980-10-10--17:30:00,92.03238,262.16625,0,0,-0.37,12,-1.34,72,-1.34,12,-0.37,72,15.75,11,-0.16,11,0.7,11,-
1980.775226,284.7326389,1980-10-10--17:35:00,92.93973,263.05682,0,0,-0.37,12,-1.34,72,-1.34,12,-0.37,72,15.46,11,-0.16,11,0.7,11,-
1980.775235,284.7361111,1980-10-10--17:40:00,93.83003,263.9465,0,0,-0.84,12,-0.94,72,-0.94,12,-0.84,72,15.26,11,-0.63,11,1.1,11,-
1980.775245,284.7395833,1980-10-10--17:45:00,94.71322,264.83571,0,0,-0.84,12,-0.94,72,-0.94,12,-0.84,72,15.07,11,-0.63,11,1.1,11,-
1980.775254,284.7430556,1980-10-10--17:50:00,95.593,265.72484,0,0,-0.37,12,-0.94,72,-0.94,12,-0.37,72,14.87,11,-0.16,11,1.1,11,-
1980.775264,284.7465278,1980-10-10--17:55:00,96.471,266.6143,0,0,0.1,12,-0.54,72,-0.54,12,0.1,72,14.87,11,0.31,11,1.5,11,-
1980.775273,284.75,1980-10-10--18:00:00,97.348,267.50452,0,0,0.1,12,-0.54,72,-0.54,12,0.1,72,14.77,11,0.31,11,1.5,11,-
1980.775283,284.7534722,1980-10-10--18:05:00,98.22436,268.39591,0,0,NA,99,NA,99,NA,99,NA,99,14.68,99,0.78,99,1.91,99,-
1980.775292,284.7569444,1980-10-10--18:10:00,99.10021,269.28888,0,0,0.1,12,-0.94,72,-0.94,12,0.1,72,14.28,11,0.31,11,1.1,11,-
1980.775302,284.7604167,1980-10-10--18:15:00,99.97558,270.18387,0,0,0.57,12,-0.13,72,-0.13,12,0.57,72,14.28,11,0.78,11,1.91,11,-
1980.775311,284.7638889,1980-10-10--18:20:00,100.8504,271.0813,0,0,0.57,12,-0.54,72,-0.54,12,0.57,72,14.19,11,0.78,11,1.5,11,-
1980.775321,284.7673611,1980-10-10--18:25:00,101.72459,271.98162,0,0,1.05,12,-0.54,72,-0.54,12,1.05,72,14.09,11,1.26,11,1.5,11,-
1980.77533,284.7708333,1980-10-10--18:30:00,102.59799,272.88526,0,0,1.05,12,-0.13,72,-0.13,12,1.05,72,13.99,11,1.26,11,1.91,11,-
1980.77534,284.7743056,1980-10-10--18:35:00,103.47044,273.79269,0,0,1.51,12,-0.13,72,-0.13,12,1.51,72,13.99,11,1.72,11,1.91,11,-
1980.775349,284.7777778,1980-10-10--18:40:00,104.34179,274.70435,0,0,1.05,12,-0.13,72,-0.13,12,1.05,72,13.89,11,1.26,11,1.91,11,-
1980.775359,284.78125,1980-10-10--18:45:00,105.21182,275.62071,0,0,1.05,12,-0.13,72,-0.13,12,1.05,72,13.79,11,1.26,11,1.91,11,-
1980.775368,284.7847222,1980-10-10--18:50:00,106.08035,276.54225,0,0,0.57,12,-0.94,72,-0.94,12,0.57,72,13.6,11,0.78,11,1.1,11,-
1980.775378,284.7881944,1980-10-10--18:55:00,106.94716,277.46944,0,0,1.05,12,-0.13,72,-0.13,12,1.05,72,13.5,11,1.26,11,1.91,11,-
1980.775387,284.7916667,1980-10-10--19:00:00,107.81202,278.40277,0,0,1.05,12,-0.94,72,-0.94,12,1.05,72,13.21,11,1.26,11,1.1,11,-
1980.775397,284.7951389,1980-10-10--19:05:00,108.67473,279.34276,0,0,NA,99,NA,99,NA,99,NA,99,12.33,99,-0.63,99,-0.51,99,-
1980.775406,284.7986111,1980-10-10--19:10:00,109.53502,280.2899,0,0,-1.32,12,-1.74,72,-1.74,12,-1.32,72,11.84,11,-1.11,11,0.3,11,-
1980.775416,284.8020833,1980-10-10--19:15:00,110.39267,281.24471,0,0,-0.84,12,-1.34,72,-1.34,12,-0.84,72,11.35,11,-0.63,11,0.7,11,-
1980.775425,284.8055556,1980-10-10--19:20:00,111.24742,282.20774,0,0,-1.32,12,-1.34,72,-1.34,12,-1.32,72,11.15,11,-1.11,11,0.7,11,-
1980.775435,284.8090278,1980-10-10--19:25:00,112.09901,283.17951,0,0,-0.37,12,-0.94,72,-0.94,12,-0.37,72,10.86,11,-0.16,11,1.1,11,-
1980.775444,284.8125,1980-10-10--19:30:00,112.94718,284.16059,0,0,-0.84,12,-0.94,72,-0.94,12,-0.84,72,10.66,11,-0.63,11,1.1,11,-
1980.775453,284.8159722,1980-10-10--19:35:00,113.79163,285.15154,0,0,-0.84,12,-0.94,72,-0.94,12,-0.84,72,10.47,11,-0.63,11,1.1,11,-
1980.775463,284.8194444,1980-10-10--19:40:00,114.6321,286.15294,0,0,-0.37,12,-0.54,72,-0.54,12,-0.37,72,10.37,11,-0.16,11,1.5,11,-
1980.775472,284.8229167,1980-10-10--19:45:00,115.46827,287.16537,0,0,-0.37,12,-0.54,72,-0.54,12,-0.37,72,10.27,11,-0.16,11,1.5,11,-
1980.775482,284.8263889,1980-10-10--19:50:00,116.29985,288.18945,0,0,-0.37,12,0.27,72,0.27,12,-0.37,72,10.17,11,-0.16,11,2.31,11,-
1980.775491,284.8298611,1980-10-10--19:55:00,117.12651,289.22577,0,0,-0.37,12,-0.54,72,-0.54,12,-0.37,72,10.07,11,-0.16,11,1.5,11,-
1980.775501,284.8333333,1980-10-10--20:00:00,117.94794,290.27499,0,0,-0.37,12,-0.94,72,-0.94,12,-0.37,72,9.78,11,-0.16,11,1.1,11,-
1980.77551,284.8368056,1980-10-10--20:05:00,118.76378,291.33772,0,0,NA,99,NA,99,NA,99,NA,99,9.58,99,-0.16,99,1.5,99,-
1980.77552,284.8402778,1980-10-10--20:10:00,119.57368,292.41463,0,0,-0.37,12,0.27,72,0.27,12,-0.37,72,9.58,11,-0.16,11,2.31,11,-
1980.775529,284.84375,1980-10-10--20:15:00,120.37729,293.50637,0,0,0.1,12,-0.54,72,-0.54,12,0.1,72,9.49,11,0.31,11,1.5,11,-
1980.775539,284.8472222,1980-10-10--20:20:00,121.17421,294.61363,0,0,-0.84,12,-2.55,72,-2.55,12,-0.84,72,8.7,11,-0.63,11,-0.51,11,-
1980.775548,284.8506944,1980-10-10--20:25:00,121.96406,295.73709,0,0,-0.84,12,-1.34,72,-1.34,12,-0.84,72,8.21,11,-0.63,11,0.7,11,-
1980.775558,284.8541667,1980-10-10--20:30:00,122.74643,296.87743,0,0,0.1,12,-0.54,72,-0.54,12,0.1,72,8.51,11,0.31,11,1.5,11,-
1980.775567,284.8576389,1980-10-10--20:35:00,123.52088,298.03537,0,0,0.57,12,0.67,72,0.67,12,0.57,72,8.7,11,0.78,11,2.71,11,-
1980.775577,284.8611111,1980-10-10--20:40:00,124.28699,299.21162,0,0,0.57,12,0.67,72,0.67,12,0.57,72,9,11,0.78,11,2.71,11,-
1980.775586,284.8645833,1980-10-10--20:45:00,125.04429,300.40688,0,0,0.57,12,0.67,72,0.67,12,0.57,72,8.9,11,0.78,11,2.71,11,-
1980.775596,284.8680556,1980-10-10--20:50:00,125.79231,301.62187,0,0,0.1,12,-0.13,72,-0.13,12,0.1,72,8.8,11,0.31,11,1.91,11,-
1980.775605,284.8715278,1980-10-10--20:55:00,126.53056,302.85732,0,0,0.1,12,-0.13,72,-0.13,12,0.1,72,8.61,11,0.31,11,1.91,11,-
1980.775615,284.875,1980-10-10--21:00:00,127.25853,304.11393,0,0,0.57,12,0.27,72,0.27,12,0.57,72,8.61,11,0.78,11,2.31,11,-
1980.775624,284.8784722,1980-10-10--21:05:00,127.97568,305.39242,0,0,NA,99,NA,99,NA,99,NA,99,9,99,1.26,99,3.11,99,-
1980.775634,284.8819444,1980-10-10--21:10:00,128.68147,306.69348,0,0,1.05,12,0.27,72,0.27,12,1.05,72,8.9,11,1.26,11,2.31,11,-
1980.775643,284.8854167,1980-10-10--21:15:00,129.37534,308.0178,0,0,0.57,12,-0.13,72,-0.13,12,0.57,72,8.8,11,0.78,11,1.91,11,-
1980.775653,284.8888889,1980-10-10--21:20:00,130.05669,309.36605,0,0,1.05,12,-0.13,72,-0.13,12,1.05,72,8.7,11,1.26,11,1.91,11,-
1980.775662,284.8923611,1980-10-10--21:25:00,130.72491,310.73887,0,0,1.05,12,0.27,72,0.27,12,1.05,72,8.9,11,1.26,11,2.31,11,-
1980.775672,284.8958333,1980-10-10--21:30:00,131.37939,312.13686,0,0,0.57,12,-0.94,72,-0.94,12,0.57,72,8.41,11,0.78,11,1.1,11,-
1980.775681,284.8993056,1980-10-10--21:35:00,132.01947,313.56062,0,0,-0.37,12,-1.74,72,-1.74,12,-0.37,72,7.92,11,-0.16,11,0.3,11,-
1980.775691,284.9027778,1980-10-10--21:40:00,132.6445,315.01067,0,0,-0.37,12,-1.34,72,-1.34,12,-0.37,72,7.63,11,-0.16,11,0.7,11,-
1980.7757,284.90625,1980-10-10--21:45:00,133.25379,316.48748,0,0,0.1,12,-0.94,72,-0.94,12,0.1,72,7.23,11,0.31,11,1.1,11,-
1980.77571,284.9097222,1980-10-10--21:50:00,133.84664,317.99149,0,0,-0.37,12,-0.54,72,-0.54,12,-0.37,72,7.23,11,-0.16,11,1.5,11,-
1980.775719,284.9131944,1980-10-10--21:55:00,134.42235,319.52305,0,0,0.1,12,-0.54,72,-0.54,12,0.1,72,7.23,11,0.31,11,1.5,11,-
1980.775729,284.9166667,1980-10-10--22:00:00,134.98018,321.08243,0,0,0.57,12,-0.13,72,-0.13,12,0.57,72,7.14,11,0.78,11,1.91,11,-
1980.775738,284.9201389,1980-10-10--22:05:00,135.5194,322.66982,0,0,NA,99,NA,99,NA,99,NA,99,7.23,99,0.78,99,2.71,99,-
1980.775748,284.9236111,1980-10-10--22:10:00,136.03926,324.28531,0,0,1.05,12,1.07,72,1.07,12,1.05,72,7.53,11,1.26,11,3.11,11,-
1980.775757,284.9270833,1980-10-10--22:15:00,136.539,325.92888,0,0,1.51,12,0.67,72,0.67,12,1.51,72,7.82,11,1.72,11,2.71,11,-
1980.775767,284.9305556,1980-10-10--22:20:00,137.01786,327.6004,0,0,1.51,12,1.07,72,1.07,12,1.51,72,7.92,11,1.72,11,3.11,11,-
1980.775776,284.9340278,1980-10-10--22:25:00,137.47509,329.29961,0,0,1.05,12,-0.54,72,-0.54,12,1.05,72,7.72,11,1.26,11,1.5,11,-
1980.775786,284.9375,1980-10-10--22:30:00,137.90992,331.02611,0,0,0.57,12,0.27,72,0.27,12,0.57,72,7.72,11,0.78,11,2.31,11,-
1980.775795,284.9409722,1980-10-10--22:35:00,138.32161,332.77936,0,0,1.05,12,0.27,72,0.27,12,1.05,72,7.72,11,1.26,11,2.31,11,-
1980.775804,284.9444444,1980-10-10--22:40:00,138.70942,334.55867,0,0,1.05,12,0.27,72,0.27,12,1.05,72,7.82,11,1.26,11,2.31,11,-
1980.775814,284.9479167,1980-10-10--22:45:00,139.07262,336.36317,0,0,1.05,12,0.27,72,0.27,12,1.05,72,7.72,11,1.26,11,2.31,11,-
1980.775823,284.9513889,1980-10-10--22:50:00,139.41051,338.19186,0,0,1.05,12,0.27,72,0.27,12,1.05,72,7.92,11,1.26,11,2.31,11,-
1980.775833,284.9548611,1980-10-10--22:55:00,139.72243,340.04355,0,0,1.05,12,0.67,72,0.67,12,1.05,72,8.02,11,1.26,11,2.71,11,-
1980.775842,284.9583333,1980-10-10--23:00:00,140.00772,341.9169,0,0,1.51,12,0.67,72,0.67,12,1.51,72,8.12,11,1.72,11,2.71,11,-
1980.775852,284.9618056,1980-10-10--23:05:00,140.26579,343.81039,0,0,NA,99,NA,99,NA,99,NA,99,8.31,99,1.72,99,3.11,99,-
1980.775861,284.9652778,1980-10-10--23:10:00,140.49607,345.72235,0,0,1.98,12,1.07,72,1.07,12,1.98,72,8.41,11,2.19,11,3.11,11,-
1980.775871,284.96875,1980-10-10--23:15:00,140.69805,347.65095,0,0,1.51,12,0.27,72,0.27,12,1.51,72,8.61,11,1.72,11,2.31,11,-
