Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
1980.940346,345.1666667,1980-12-10--04:00:00,125.60889,87.20087,0,0,-1.03,12,0.19,72,0.19,12,-1.03,72,-5.79,11,-0.63,11,3.11,11,-
1980.940356,345.1701389,1980-12-10--04:05:00,124.73868,88.12235,0,0,NA,99,NA,99,NA,99,NA,99,-4.71,99,6.91,99,8.35,99,-
1980.940365,345.1736111,1980-12-10--04:10:00,123.86799,89.03352,0,0,-0.56,12,0.19,72,0.19,12,-0.56,72,-5.59,11,-0.16,11,3.11,11,-
1980.940375,345.1770833,1980-12-10--04:15:00,122.99705,89.93512,0,0,-0.56,12,1,72,1,12,-0.56,72,-5.59,11,-0.16,11,3.92,11,-
1980.940384,345.1805556,1980-12-10--04:20:00,122.12609,90.82784,0,0,-0.56,12,1.4,72,1.4,12,-0.56,72,-5.49,11,-0.16,11,4.32,11,-
1980.940394,345.1840278,1980-12-10--04:25:00,121.2553,91.71234,0,0,-1.03,12,1,72,1,12,-1.03,72,-5.39,11,-0.63,11,3.92,11,-
1980.940403,345.1875,1980-12-10--04:30:00,120.3849,92.58925,0,0,-0.56,12,1,72,1,12,-0.56,72,-5.39,11,-0.16,11,3.92,11,-
1980.940412,345.1909722,1980-12-10--04:35:00,119.51508,93.45918,0,0,-1.03,12,0.6,72,0.6,12,-1.03,72,-5.3,11,-0.63,11,3.52,11,-
1980.940422,345.1944444,1980-12-10--04:40:00,118.64604,94.32271,0,0,-0.56,12,-0.21,72,-0.21,12,-0.56,72,-5.39,11,-0.16,11,2.71,11,-
1980.940431,345.1979167,1980-12-10--04:45:00,117.77797,95.1804,0,0,-1.51,12,0.6,72,0.6,12,-1.51,72,-5.39,11,-1.11,11,3.52,11,-
1980.940441,345.2013889,1980-12-10--04:50:00,116.91104,96.03279,0,0,-1.51,12,0.19,72,0.19,12,-1.51,72,-5.39,11,-1.11,11,3.11,11,-
1980.94045,345.2048611,1980-12-10--04:55:00,116.04545,96.88039,0,0,-1.03,12,0.6,72,0.6,12,-1.03,72,-5.49,11,-0.63,11,3.52,11,-
1980.94046,345.2083333,1980-12-10--05:00:00,115.18137,97.72369,0,0,-1.51,12,0.19,72,0.19,12,-1.51,72,-5.49,11,-1.11,11,3.11,11,-
1980.940469,345.2118056,1980-12-10--05:05:00,114.31898,98.56319,0,0,NA,99,NA,99,NA,99,NA,99,-3.34,99,11.15,99,12.77,99,-
1980.940479,345.2152778,1980-12-10--05:10:00,113.45846,99.39933,0,0,-1.03,12,0.19,72,0.19,12,-1.03,72,-5.39,11,-0.63,11,3.11,11,-
1980.940488,345.21875,1980-12-10--05:15:00,112.59997,100.23258,0,0,-1.03,12,0.6,72,0.6,12,-1.03,72,-5.39,11,-0.63,11,3.52,11,-
1980.940498,345.2222222,1980-12-10--05:20:00,111.74369,101.06334,0,0,-0.56,12,0.6,72,0.6,12,-0.56,72,-5.3,11,-0.16,11,3.52,11,-
1980.940507,345.2256944,1980-12-10--05:25:00,110.88978,101.89206,0,0,-1.03,12,0.19,72,0.19,12,-1.03,72,-5.3,11,-0.63,11,3.11,11,-
1980.940517,345.2291667,1980-12-10--05:30:00,110.03842,102.71913,0,0,-1.03,12,0.6,72,0.6,12,-1.03,72,-5.1,11,-0.63,11,3.52,11,-
1980.940526,345.2326389,1980-12-10--05:35:00,109.18977,103.54494,0,0,-0.56,12,-0.21,72,-0.21,12,-0.56,72,-5,11,-0.16,11,2.71,11,-
1980.940536,345.2361111,1980-12-10--05:40:00,108.34399,104.36988,0,0,-1.03,12,0.6,72,0.6,12,-1.03,72,-5.1,11,-0.63,11,3.52,11,-
1980.940545,345.2395833,1980-12-10--05:45:00,107.50126,105.19432,0,0,-1.03,12,0.19,72,0.19,12,-1.03,72,-4.9,11,-0.63,11,3.11,11,-
1980.940555,345.2430556,1980-12-10--05:50:00,106.66173,106.01862,0,0,-1.03,12,0.19,72,0.19,12,-1.03,72,-4.9,11,-0.63,11,3.11,11,-
1980.940564,345.2465278,1980-12-10--05:55:00,105.82556,106.84314,0,0,-0.09,12,0.6,72,0.6,12,-0.09,72,-4.71,11,0.31,11,3.52,11,-
1980.940574,345.25,1980-12-10--06:00:00,104.99292,107.66821,0,0,-0.56,12,0.19,72,0.19,12,-0.56,72,-4.61,11,-0.16,11,3.11,11,-
1980.940583,345.2534722,1980-12-10--06:05:00,104.16396,108.49418,0,0,NA,99,NA,99,NA,99,NA,99,-2.75,99,9.74,99,10.76,99,-
1980.940593,345.2569444,1980-12-10--06:10:00,103.33883,109.32136,0,0,-0.56,12,0.6,72,0.6,12,-0.56,72,-4.22,11,-0.16,11,3.52,11,-
1980.940602,345.2604167,1980-12-10--06:15:00,102.5177,110.15009,0,0,-0.09,12,-0.21,72,-0.21,12,-0.09,72,-4.32,11,0.31,11,2.71,11,-
1980.940612,345.2638889,1980-12-10--06:20:00,101.7007,110.98068,0,0,-0.56,12,0.19,72,0.19,12,-0.56,72,-4.22,11,-0.16,11,3.11,11,-
1980.940621,345.2673611,1980-12-10--06:25:00,100.88797,111.81342,0,0,-0.09,12,0.19,72,0.19,12,-0.09,72,-4.02,11,0.31,11,3.11,11,-
1980.940631,345.2708333,1980-12-10--06:30:00,100.07963,112.64863,0,0,-0.56,12,-0.21,72,-0.21,12,-0.56,72,-4.02,11,-0.16,11,2.71,11,-
1980.94064,345.2743056,1980-12-10--06:35:00,99.2758,113.4866,0,0,-0.09,12,0.19,72,0.19,12,-0.09,72,-4.02,11,0.31,11,3.11,11,-
1980.94065,345.2777778,1980-12-10--06:40:00,98.47657,114.32761,0,0,-0.09,12,0.19,72,0.19,12,-0.09,72,-3.83,11,0.31,11,3.11,11,-
1980.940659,345.28125,1980-12-10--06:45:00,97.68196,115.17196,0,0,-0.56,12,0.19,72,0.19,12,-0.56,72,-3.73,11,-0.16,11,3.11,11,-
1980.940669,345.2847222,1980-12-10--06:50:00,96.89197,116.01991,0,0,-0.09,12,-0.21,72,-0.21,12,-0.09,72,-3.63,11,0.31,11,2.71,11,-
1980.940678,345.2881944,1980-12-10--06:55:00,96.10649,116.87174,0,0,0.38,12,0.19,72,0.19,12,0.38,72,-3.63,11,0.78,11,3.11,11,-
1980.940688,345.2916667,1980-12-10--07:00:00,95.32522,117.72771,0,0,-0.09,12,-0.21,72,-0.21,12,-0.09,72,-3.44,11,0.31,11,2.71,11,-
1980.940697,345.2951389,1980-12-10--07:05:00,94.54757,118.5881,0,0,NA,99,NA,99,NA,99,NA,99,-1.28,99,12.09,99,12.37,99,-
1980.940707,345.2986111,1980-12-10--07:10:00,93.77234,119.45314,0,0,0.38,12,-0.21,72,-0.21,12,0.38,72,-3.44,11,0.78,11,2.71,11,-
1980.940716,345.3020833,1980-12-10--07:15:00,92.99697,120.32311,0,0,-0.09,12,0.19,72,0.19,12,-0.09,72,-3.53,11,0.31,11,3.11,11,-
1980.940726,345.3055556,1980-12-10--07:20:00,92.21551,121.19823,0,0,-0.09,12,-0.61,72,-0.61,12,-0.09,72,-3.73,11,0.31,11,2.31,11,-
1980.940735,345.3090278,1980-12-10--07:25:00,91.4108,122.07876,0,0,-0.09,12,-0.61,72,-0.61,12,-0.09,72,-3.73,11,0.31,11,2.31,11,-
1980.940745,345.3125,1980-12-10--07:30:00,90.50824,122.96492,0,0,0.86,12,-0.21,72,-0.21,12,0.86,72,-3.73,11,1.26,11,2.71,11,-
1980.940754,345.3159722,1980-12-10--07:35:00,89.65578,123.85695,6.05,1006.92,1.79,92,0,92,-0.61,92,1.79,92,-3.73,11,2.19,91,2.31,91,-
1980.940764,345.3194444,1980-12-10--07:40:00,89.03052,124.75507,23.76,1404.34,3.21,92,0,92,-0.21,92,3.21,92,-3.73,11,3.61,91,2.71,91,-
1980.940773,345.3229167,1980-12-10--07:45:00,88.38889,125.6595,39.48,1404.35,5.56,92,-0.01,92,-0.21,92,5.56,92,-3.63,11,5.96,91,2.71,91,-
1980.940782,345.3263889,1980-12-10--07:50:00,87.73774,126.57045,55.43,1404.35,8.39,12,0.01,72,0.19,12,8.38,72,-3.53,11,8.79,11,3.11,11,-
1980.940792,345.3298611,1980-12-10--07:55:00,87.08246,127.48812,71.48,1404.35,11.69,12,0.11,72,2.21,12,11.58,72,-3.53,11,12.09,11,5.13,11,-
1980.940801,345.3333333,1980-12-10--08:00:00,86.42702,128.41271,87.52,1404.35,14.51,12,0.09,72,1.4,12,14.42,72,-3.34,11,14.91,11,4.32,11,-
1980.940811,345.3368056,1980-12-10--08:05:00,85.77416,129.34441,103.48,1404.35,NA,99,NA,99,NA,99,NA,99,-1.77,99,23.87,99,9.15,99,-
1980.94082,345.3402778,1980-12-10--08:10:00,85.12466,130.28341,119.35,1404.35,20.17,12,0.05,72,0.6,12,20.12,72,-3.24,11,20.57,11,3.52,11,-
1980.94083,345.34375,1980-12-10--08:15:00,84.48099,131.22987,135.06,1404.35,25.35,12,0.02,72,0.19,12,25.33,72,-3.04,11,25.75,11,3.11,11,-
1980.940839,345.3472222,1980-12-10--08:20:00,83.84441,132.18397,150.59,1404.35,26.29,12,0.06,72,0.6,12,26.23,72,-2.95,11,26.69,11,3.52,11,-
1980.940849,345.3506944,1980-12-10--08:25:00,83.21527,133.14587,165.91,1404.35,26.29,12,0.02,72,0.19,12,26.27,72,-2.85,11,26.69,11,3.11,11,-
1980.940858,345.3541667,1980-12-10--08:30:00,82.59453,134.1157,181.01,1404.36,30.53,12,0.08,72,0.6,12,30.45,72,-2.75,11,30.93,11,3.52,11,-
1980.940868,345.3576389,1980-12-10--08:35:00,81.98279,135.09361,195.87,1404.36,42.31,12,0.03,72,0.19,12,42.28,72,-2.75,11,42.71,11,3.11,11,-
1980.940877,345.3611111,1980-12-10--08:40:00,81.38054,136.07972,210.47,1404.36,63.97,12,0.03,72,0.19,12,63.94,72,-2.56,11,64.37,11,3.11,11,-
1980.940887,345.3645833,1980-12-10--08:45:00,80.78824,137.07416,224.82,1404.36,79.99,12,0.16,72,1,12,79.83,72,-2.36,11,80.39,11,3.92,11,-
1980.940896,345.3680556,1980-12-10--08:50:00,80.20632,138.07701,238.88,1404.36,83.76,12,0.17,72,1,12,83.59,72,-2.16,11,84.16,11,3.92,11,-
1980.940906,345.3715278,1980-12-10--08:55:00,79.63517,139.08839,252.67,1404.36,76.23,12,1.12,72,6.23,12,75.11,72,-1.97,11,76.63,11,9.15,11,-
1980.940915,345.375,1980-12-10--09:00:00,79.07516,140.10835,266.16,1404.36,77.64,12,1.87,72,9.85,12,75.77,72,-1.77,11,78.04,11,12.77,11,-
1980.940925,345.3784722,1980-12-10--09:05:00,78.52665,141.13698,279.35,1404.36,NA,99,NA,99,NA,99,NA,99,-0.79,99,88.87,99,9.55,99,-
1980.940934,345.3819444,1980-12-10--09:10:00,77.98999,142.17431,292.22,1404.37,86.11,12,0.21,72,1,12,85.9,72,-1.18,11,86.51,11,3.92,11,-
1980.940944,345.3854167,1980-12-10--09:15:00,77.46549,143.22039,304.79,1404.37,85.17,12,0.39,72,1.8,12,84.78,72,-1.28,11,85.57,11,4.72,11,-
1980.940953,345.3888889,1980-12-10--09:20:00,76.9535,144.27523,317.02,1404.37,81.41,12,0.23,72,1,12,81.18,72,-1.18,11,81.81,11,3.92,11,-
1980.940963,345.3923611,1980-12-10--09:25:00,76.45433,145.33884,328.93,1404.37,79.05,12,0.04,72,0.19,12,79.01,72,-1.09,11,79.45,11,3.11,11,-
1980.940972,345.3958333,1980-12-10--09:30:00,75.96829,146.4112,340.5,1404.37,79.05,12,0.05,72,0.19,12,79,72,-1.09,11,79.45,11,3.11,11,-
1980.940982,345.3993056,1980-12-10--09:35:00,75.49568,147.49228,351.73,1404.37,74.81,12,0.05,72,0.19,12,74.76,72,-0.89,11,75.21,11,3.11,11,-
1980.940991,345.4027778,1980-12-10--09:40:00,75.03681,148.58203,362.61,1404.37,79.52,12,0.15,72,0.6,12,79.37,72,-0.7,11,79.92,11,3.52,11,-
1980.941001,345.40625,1980-12-10--09:45:00,74.59198,149.68039,373.13,1404.37,96.95,12,0.27,72,1,12,96.68,72,-0.3,11,97.35,11,3.92,11,-
1980.94101,345.4097222,1980-12-10--09:50:00,74.16147,150.78727,383.29,1404.37,114.38,12,0.27,72,1,12,114.11,72,-0.11,11,114.78,11,3.92,11,-
1980.94102,345.4131944,1980-12-10--09:55:00,73.74558,151.90256,393.09,1404.38,120.5,12,0.28,72,1,12,120.22,72,-0.01,11,120.9,11,3.92,11,-
1980.941029,345.4166667,1980-12-10--10:00:00,73.34458,153.02613,402.52,1404.38,130.4,12,0.29,72,1,12,130.11,72,-0.01,11,130.8,11,3.92,11,-
1980.941039,345.4201389,1980-12-10--10:05:00,72.95875,154.15783,411.57,1404.38,NA,99,NA,99,NA,99,NA,99,1.36,99,141.16,99,8.75,99,-
1980.941048,345.4236111,1980-12-10--10:10:00,72.58836,155.2975,420.24,1404.38,139.34,12,-0.06,72,-0.21,12,139.34,72,0.38,11,139.74,11,2.71,11,-
1980.941058,345.4270833,1980-12-10--10:15:00,72.23367,156.44495,428.53,1404.38,145.47,12,0.55,72,1.8,12,144.92,72,0.38,11,145.87,11,4.72,11,-
1980.941067,345.4305556,1980-12-10--10:20:00,71.89494,157.59997,436.43,1404.38,144.06,12,-0.07,72,-0.21,12,144.06,72,0.77,11,144.46,11,2.71,11,-
1980.941077,345.4340278,1980-12-10--10:25:00,71.57242,158.76232,443.93,1404.38,140.76,12,0.06,72,0.19,12,140.7,72,1.07,11,141.16,11,3.11,11,-
1980.941086,345.4375,1980-12-10--10:30:00,71.26634,159.93176,451.05,1404.38,127.1,12,0.32,72,1,12,126.78,72,1.46,11,127.5,11,3.92,11,-
1980.941096,345.4409722,1980-12-10--10:35:00,70.97695,161.10802,457.76,1404.39,115.79,12,0.06,72,0.19,12,115.73,72,1.65,11,116.19,11,3.11,11,-
1980.941105,345.4444444,1980-12-10--10:40:00,70.70446,162.29079,464.07,1404.39,108.26,12,0.06,72,0.19,12,108.2,72,1.56,11,108.66,11,3.11,11,-
1980.941115,345.4479167,1980-12-10--10:45:00,70.44907,163.47977,469.97,1404.39,107.78,12,-0.2,72,-0.61,12,107.78,72,1.56,11,108.18,11,2.31,11,-
1980.941124,345.4513889,1980-12-10--10:50:00,70.21101,164.67463,475.47,1404.39,114.85,12,-0.21,72,-0.61,12,114.85,72,1.65,11,115.25,11,2.31,11,-
1980.941134,345.4548611,1980-12-10--10:55:00,69.99044,165.87501,480.55,1404.39,106.85,12,0.07,72,0.19,12,106.78,72,1.65,11,107.25,11,3.11,11,-
1980.941143,345.4583333,1980-12-10--11:00:00,69.78756,167.08055,485.22,1404.39,106.85,12,0.76,72,2.21,12,106.09,72,1.85,11,107.25,11,5.13,11,-
1980.941152,345.4618056,1980-12-10--11:05:00,69.60253,168.29086,489.47,1404.39,NA,99,NA,99,NA,99,NA,99,2.54,99,127.5,99,7.54,99,-
1980.941162,345.4652778,1980-12-10--11:10:00,69.43549,169.50554,493.31,1404.39,151.12,12,0.78,72,2.21,12,150.34,72,2.63,11,151.52,11,5.13,11,-
1980.941171,345.46875,1980-12-10--11:15:00,69.2866,170.72417,496.73,1404.4,143.11,12,1.06,72,3.01,12,142.05,72,3.32,11,143.51,11,5.93,11,-
1980.941181,345.4722222,1980-12-10--11:20:00,69.15597,171.94633,499.72,1404.4,116.73,12,0.93,72,2.61,12,115.8,72,3.32,11,117.13,11,5.53,11,-
1980.94119,345.4756944,1980-12-10--11:25:00,69.04371,173.17156,502.29,1404.4,103.54,12,0.64,72,1.8,12,102.9,72,3.61,11,103.94,11,4.72,11,-
1980.9412,345.4791667,1980-12-10--11:30:00,68.94993,174.39942,504.44,1404.4,101.19,12,0.5,72,1.4,12,100.69,72,3.71,11,101.59,11,4.32,11,-
1980.941209,345.4826389,1980-12-10--11:35:00,68.87469,175.62945,506.16,1404.4,97.42,12,0.36,72,1,12,97.06,72,3.42,11,97.82,11,3.92,11,-
1980.941219,345.4861111,1980-12-10--11:40:00,68.81807,176.86117,507.45,1404.4,114.38,12,0.07,72,0.19,12,114.31,72,3.22,11,114.78,11,3.11,11,-
1980.941228,345.4895833,1980-12-10--11:45:00,68.78012,178.09411,508.32,1404.4,128.04,12,-0.22,72,-0.61,12,128.04,72,3.12,11,128.44,11,2.31,11,-
1980.941238,345.4930556,1980-12-10--11:50:00,68.76086,179.32779,508.76,1404.4,149.24,12,-0.51,72,-1.42,12,149.24,72,2.83,11,149.64,11,1.5,11,-
1980.941247,345.4965278,1980-12-10--11:55:00,68.76031,180.56172,508.77,1404.4,150.65,12,-0.66,72,-1.82,12,150.65,72,2.73,11,151.05,11,1.1,11,-
1980.941257,345.5,1980-12-10--12:00:00,68.77848,181.79542,508.36,1404.41,161.96,12,-0.08,72,-0.21,12,161.96,72,2.93,11,162.36,11,2.71,11,-
1980.941266,345.5034722,1980-12-10--12:05:00,68.81535,183.0284,507.52,1404.41,NA,99,NA,99,NA,99,NA,99,2.93,99,172.25,99,7.14,99,-
1980.941276,345.5069444,1980-12-10--12:10:00,68.87088,184.26019,506.25,1404.41,168.08,12,2.1,72,5.83,12,165.98,72,3.32,11,168.48,11,8.75,11,-
1980.941285,345.5104167,1980-12-10--12:15:00,68.94503,185.49031,504.55,1404.41,180.79,12,2.24,72,6.23,12,178.55,72,3.81,11,181.19,11,9.15,11,-
1980.941295,345.5138889,1980-12-10--12:20:00,69.03774,186.71828,502.43,1404.41,178.92,12,1.51,72,4.22,12,177.41,72,4.2,11,179.32,11,7.14,11,-
1980.941304,345.5173611,1980-12-10--12:25:00,69.14892,187.94365,499.89,1404.41,131.81,12,0.64,72,1.8,12,131.17,72,4.3,11,132.21,11,4.72,11,-
1980.941314,345.5208333,1980-12-10--12:30:00,69.27848,189.16596,496.92,1404.41,94.59,12,0.35,72,1,12,94.24,72,4.2,11,94.99,11,3.92,11,-
1980.941323,345.5243056,1980-12-10--12:35:00,69.42631,190.38477,493.53,1404.41,71.99,12,-0.07,72,-0.21,12,71.99,72,3.91,11,72.39,11,2.71,11,-
1980.941333,345.5277778,1980-12-10--12:40:00,69.59229,191.59964,489.72,1404.42,61.14,12,-0.35,72,-1.01,12,61.14,72,3.71,11,61.54,11,1.91,11,-
1980.941342,345.53125,1980-12-10--12:45:00,69.77628,192.81016,485.49,1404.42,58.32,12,-0.49,72,-1.42,12,58.32,72,3.51,11,58.72,11,1.5,11,-
1980.941352,345.5347222,1980-12-10--12:50:00,69.97813,194.01593,480.84,1404.42,59.27,12,-0.62,72,-1.82,12,59.27,72,3.61,11,59.67,11,1.1,11,-
1980.941361,345.5381944,1980-12-10--12:55:00,70.19767,195.21656,475.78,1404.42,55.03,12,-0.48,72,-1.42,12,55.03,72,3.51,11,55.43,11,1.5,11,-
1980.941371,345.5416667,1980-12-10--13:00:00,70.43472,196.41167,470.31,1404.42,51.73,12,-0.48,72,-1.42,12,51.73,72,3.61,11,52.13,11,1.5,11,-
1980.94138,345.5451389,1980-12-10--13:05:00,70.6891,197.60093,464.43,1404.42,NA,99,NA,99,NA,99,NA,99,3.61,99,58.25,99,2.71,99,-
1980.94139,345.5486111,1980-12-10--13:10:00,70.96061,198.78399,458.15,1404.42,56.9,12,-0.07,72,-0.21,12,56.9,72,3.51,11,57.3,11,2.71,11,-
1980.941399,345.5520833,1980-12-10--13:15:00,71.24903,199.96054,451.46,1404.42,56.44,12,-0.2,72,-0.61,12,56.44,72,3.61,11,56.84,11,2.31,11,-
1980.941409,345.5555556,1980-12-10--13:20:00,71.55414,201.13029,444.37,1404.42,49.37,12,-0.32,72,-1.01,12,49.37,72,3.51,11,49.77,11,1.91,11,-
1980.941418,345.5590278,1980-12-10--13:25:00,71.87572,202.29297,436.89,1404.43,45.61,12,-0.19,72,-0.61,12,45.61,72,3.51,11,46.01,11,2.31,11,-
1980.941428,345.5625,1980-12-10--13:30:00,72.21351,203.44831,429.01,1404.43,43.72,12,-0.19,72,-0.61,12,43.72,72,3.32,11,44.12,11,2.31,11,-
1980.941437,345.5659722,1980-12-10--13:35:00,72.56728,204.5961,420.75,1404.43,43.72,12,-0.18,72,-0.61,12,43.72,72,3.03,11,44.12,11,2.31,11,-
1980.941447,345.5694444,1980-12-10--13:40:00,72.93677,205.73611,412.1,1404.43,43.25,12,-0.06,72,-0.21,12,43.25,72,3.03,11,43.65,11,2.71,11,-
1980.941456,345.5729167,1980-12-10--13:45:00,73.32172,206.86816,403.07,1404.43,41.83,12,-0.06,72,-0.21,12,41.83,72,3.03,11,42.23,11,2.71,11,-
1980.941466,345.5763889,1980-12-10--13:50:00,73.72185,207.99207,393.66,1404.43,41.37,12,-0.4,72,-1.42,12,41.37,72,2.83,11,41.77,11,1.5,11,-
1980.941475,345.5798611,1980-12-10--13:55:00,74.13689,209.10771,383.89,1404.43,42.31,12,-0.17,72,-0.61,12,42.31,72,2.93,11,42.71,11,2.31,11,-
1980.941485,345.5833333,1980-12-10--14:00:00,74.56656,210.21493,373.75,1404.43,42.78,12,-0.06,72,-0.21,12,42.78,72,3.12,11,43.18,11,2.71,11,-
1980.941494,345.5868056,1980-12-10--14:05:00,75.01058,211.31364,363.24,1404.44,NA,99,NA,99,NA,99,NA,99,3.71,99,48.83,99,4.32,99,-
1980.941503,345.5902778,1980-12-10--14:10:00,75.46865,212.40374,352.39,1404.44,52.2,12,0.15,72,0.6,12,52.05,72,3.81,11,52.6,11,3.52,11,-
1980.941513,345.59375,1980-12-10--14:15:00,75.94048,213.48516,341.18,1404.44,47.02,12,0.05,72,0.19,12,46.97,72,4.1,11,47.42,11,3.11,11,-
1980.941522,345.5972222,1980-12-10--14:20:00,76.42576,214.55786,329.63,1404.44,43.72,12,-0.05,72,-0.21,12,43.72,72,3.91,11,44.12,11,2.71,11,-
1980.941532,345.6006944,1980-12-10--14:25:00,76.92419,215.6218,317.74,1404.44,39.01,12,-0.05,72,-0.21,12,39.01,72,3.51,11,39.41,11,2.71,11,-
1980.941541,345.6041667,1980-12-10--14:30:00,77.43546,216.67696,305.52,1404.44,42.78,12,-0.05,72,-0.21,12,42.78,72,3.42,11,43.18,11,2.71,11,-
1980.941551,345.6076389,1980-12-10--14:35:00,77.95925,217.72336,292.98,1404.44,42.31,12,-0.04,72,-0.21,12,42.31,72,3.32,11,42.71,11,2.71,11,-
1980.94156,345.6111111,1980-12-10--14:40:00,78.49524,218.761,280.12,1404.44,39.95,12,-0.12,72,-0.61,12,39.95,72,3.42,11,40.35,11,2.31,11,-
1980.94157,345.6145833,1980-12-10--14:45:00,79.04309,219.78992,266.94,1404.44,41.83,12,-0.19,72,-1.01,12,41.83,72,3.03,11,42.23,11,1.91,11,-
1980.941579,345.6180556,1980-12-10--14:50:00,79.60246,220.81017,253.47,1404.45,39.95,12,-0.18,72,-1.01,12,39.95,72,3.12,11,40.35,11,1.91,11,-
1980.941589,345.6215278,1980-12-10--14:55:00,80.17299,221.82181,239.7,1404.45,34.77,12,-0.1,72,-0.61,12,34.77,72,2.93,11,35.17,11,2.31,11,-
1980.941598,345.625,1980-12-10--15:00:00,80.75432,222.82493,225.65,1404.45,28.17,12,-0.1,72,-0.61,12,28.17,72,3.03,11,28.57,11,2.31,11,-
1980.941608,345.6284722,1980-12-10--15:05:00,81.34605,223.81961,211.32,1404.45,NA,99,NA,99,NA,99,NA,99,3.12,99,24.33,99,2.71,99,-
1980.941617,345.6319444,1980-12-10--15:10:00,81.94776,224.80595,196.73,1404.45,20.17,12,-0.2,72,-1.42,12,20.17,72,2.93,11,20.57,11,1.5,11,-
1980.941627,345.6354167,1980-12-10--15:15:00,82.55899,225.78407,181.88,1404.45,19.69,12,-0.13,72,-1.01,12,19.69,72,2.93,11,20.09,11,1.91,11,-
1980.941636,345.6388889,1980-12-10--15:20:00,83.17924,226.7541,166.8,1404.45,19.23,12,-0.07,72,-0.61,12,19.23,72,2.93,11,19.63,11,2.31,11,-
1980.941646,345.6423611,1980-12-10--15:25:00,83.80795,227.71618,151.49,1404.45,20.64,12,-0.11,72,-1.01,12,20.64,72,2.93,11,21.04,11,1.91,11,-
1980.941655,345.6458333,1980-12-10--15:30:00,84.44421,228.67044,135.97,1404.46,19.23,12,-0.02,72,-0.21,12,19.23,72,3.03,11,19.63,11,2.71,11,-
1980.941665,345.6493056,1980-12-10--15:35:00,85.08738,229.61705,120.27,1404.46,16.4,12,-0.05,72,-0.61,12,16.4,72,3.03,11,16.8,11,2.31,11,-
1980.941674,345.6527778,1980-12-10--15:40:00,85.73675,230.55617,104.41,1404.46,13.1,12,-0.05,72,-0.61,12,13.1,72,2.93,11,13.5,11,2.31,11,-
1980.941684,345.65625,1980-12-10--15:45:00,86.38944,231.48797,88.45,1404.46,10.75,12,-0.04,72,-0.61,12,10.75,72,2.93,11,11.15,11,2.31,11,-
1980.941693,345.6597222,1980-12-10--15:50:00,87.04483,232.41265,72.41,1404.46,9.8,12,-0.01,72,-0.21,12,9.8,72,3.22,11,10.2,11,2.71,11,-
1980.941703,345.6631944,1980-12-10--15:55:00,87.70025,233.33038,56.36,1404.46,7.92,12,-0.01,72,-0.21,12,7.92,72,3.12,11,8.32,11,2.71,11,-
1980.941712,345.6666667,1980-12-10--16:00:00,88.3518,234.24136,40.4,1404.46,5.56,12,-0.03,72,-1.01,12,5.56,72,2.93,11,5.96,11,1.91,11,-
1980.941722,345.6701389,1980-12-10--16:05:00,88.9942,235.1458,24.65,1404.46,NA,99,NA,99,NA,99,NA,99,2.93,99,4.08,99,2.31,99,-
1980.941731,345.6736111,1980-12-10--16:10:00,89.62064,236.04391,9.3,1404.46,3.21,92,0,92,0.19,92,3.21,92,3.03,11,3.61,91,3.11,91,-
1980.941741,345.6770833,1980-12-10--16:15:00,90.44814,236.93591,0,0,2.73,12,0.6,72,0.6,12,2.73,72,3.61,11,3.13,11,3.52,11,-
1980.94175,345.6805556,1980-12-10--16:20:00,91.36338,237.82201,0,0,1.79,12,0.19,72,0.19,12,1.79,72,3.61,11,2.19,11,3.11,11,-
1980.94176,345.6840278,1980-12-10--16:25:00,92.17061,238.70245,0,0,1.32,12,-0.21,72,-0.21,12,1.32,72,3.61,11,1.72,11,2.71,11,-
1980.941769,345.6875,1980-12-10--16:30:00,92.9528,239.57747,0,0,0.86,12,-0.21,72,-0.21,12,0.86,72,3.71,11,1.26,11,2.71,11,-
1980.941779,345.6909722,1980-12-10--16:35:00,93.72836,240.44729,0,0,0.38,12,0.19,72,0.19,12,0.38,72,3.81,11,0.78,11,3.11,11,-
1980.941788,345.6944444,1980-12-10--16:40:00,94.50358,241.31217,0,0,0.38,12,-1.01,72,-1.01,12,0.38,72,3.61,11,0.78,11,1.91,11,-
1980.941798,345.6979167,1980-12-10--16:45:00,95.28112,242.17236,0,0,-0.09,12,-0.61,72,-0.61,12,-0.09,72,3.61,11,0.31,11,2.31,11,-
1980.941807,345.7013889,1980-12-10--16:50:00,96.06224,243.02811,0,0,-0.09,12,-0.61,72,-0.61,12,-0.09,72,3.61,11,0.31,11,2.31,11,-
1980.941817,345.7048611,1980-12-10--16:55:00,96.84755,243.87968,0,0,-0.09,12,-0.61,72,-0.61,12,-0.09,72,3.51,11,0.31,11,2.31,11,-
1980.941826,345.7083333,1980-12-10--17:00:00,97.63736,244.72735,0,0,0.86,12,-0.21,72,-0.21,12,0.86,72,3.81,11,1.26,11,2.71,11,-
1980.941836,345.7118056,1980-12-10--17:05:00,98.43179,245.57137,0,0,NA,99,NA,99,NA,99,NA,99,3.91,99,1.26,99,3.11,99,-
