Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
29,364,07::39:24,16::19:49,11::59:29,2.823,12.161,0.997,3.326,0.062,55.889,0.222,15.797,0.934,5.852,-0.79,8.51,0.3969,1.091,2.6276,0.4215,-
30,365,07::39:31,16::20:33,11::59:58,2.836,12.159,0.894,3.413,0.024,128.725,0.069,46.072,0.87,6.178,6.35,11.25,1.1699,0.2822,2.5246,0.2742,-
31,366,07::39:36,16::21:29,12::00:27,2.85,12.157,0.324,6.537,0.001,1544.694,0.002,793.221,0.324,15.609,7.33,9.58,1.275,0.1979,2.4957,0.2168,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR (W/m^2),ETRn (W/m^2),GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,Data_Begins_Next_Row
1980.91531,336.0034722,1980-12-01--00:05:00,155.7969,9.2406,0,0,NA,99,NA,99,NA,99,NA,99,1.56,99,-1.57,99,2.71,99,-
1980.91532,336.0069444,1980-12-01--00:10:00,155.63662,12.03456,0,0,-2.16,12,-1.11,72,-1.11,12,-2.16,72,1.17,11,-2.05,11,1.5,11,-
1980.915329,336.0104167,1980-12-01--00:15:00,155.43504,14.79336,0,0,-2.16,12,-1.11,72,-1.11,12,-2.16,72,1.07,11,-2.05,11,1.5,11,-
1980.915338,336.0138889,1980-12-01--00:20:00,155.19322,17.51014,0,0,-1.68,12,-0.3,72,-0.3,12,-1.68,72,1.07,11,-1.57,11,2.31,11,-
1980.915348,336.0173611,1980-12-01--00:25:00,154.91236,20.17884,0,0,-0.27,12,0.5,72,0.5,12,-0.27,72,1.56,11,-0.16,11,3.11,11,-
1980.915357,336.0208333,1980-12-01--00:30:00,154.59378,22.79423,0,0,1.61,12,1.71,72,1.71,12,1.61,72,2.14,11,1.72,11,4.32,11,-
1980.915367,336.0243056,1980-12-01--00:35:00,154.23895,25.352,0,0,1.15,12,0.5,72,0.5,12,1.15,72,2.34,11,1.26,11,3.11,11,-
1980.915376,336.0277778,1980-12-01--00:40:00,153.84939,27.84868,0,0,0.67,12,0.1,72,0.1,12,0.67,72,2.34,11,0.78,11,2.71,11,-
1980.915386,336.03125,1980-12-01--00:45:00,153.42668,30.28168,0,0,0.2,12,-0.3,72,-0.3,12,0.2,72,2.24,11,0.31,11,2.31,11,-
1980.915395,336.0347222,1980-12-01--00:50:00,152.97246,32.64919,0,0,0.2,12,-0.3,72,-0.3,12,0.2,72,2.24,11,0.31,11,2.31,11,-
1980.915405,336.0381944,1980-12-01--00:55:00,152.48835,34.95015,0,0,0.67,12,0.1,72,0.1,12,0.67,72,2.44,11,0.78,11,2.71,11,-
1980.915414,336.0416667,1980-12-01--01:00:00,151.97598,37.18415,0,0,0.67,12,0.5,72,0.5,12,0.67,72,2.63,11,0.78,11,3.11,11,-
1980.915424,336.0451389,1980-12-01--01:05:00,151.43694,39.35137,0,0,NA,99,NA,99,NA,99,NA,99,2.63,99,0.31,99,2.31,99,-
1980.915433,336.0486111,1980-12-01--01:10:00,150.8728,41.45247,0,0,0.67,12,-0.3,72,-0.3,12,0.67,72,2.54,11,0.78,11,2.31,11,-
1980.915443,336.0520833,1980-12-01--01:15:00,150.28509,43.48854,0,0,-0.27,12,-0.7,72,-0.7,12,-0.27,72,2.24,11,-0.16,11,1.91,11,-
1980.915452,336.0555556,1980-12-01--01:20:00,149.67526,45.46102,0,0,0.2,12,-0.3,72,-0.3,12,0.2,72,2.24,11,0.31,11,2.31,11,-
1980.915462,336.0590278,1980-12-01--01:25:00,149.04472,47.37162,0,0,1.15,12,0.1,72,0.1,12,1.15,72,2.54,11,1.26,11,2.71,11,-
1980.915471,336.0625,1980-12-01--01:30:00,148.3948,49.22225,0,0,1.15,12,0.5,72,0.5,12,1.15,72,2.93,11,1.26,11,3.11,11,-
1980.915481,336.0659722,1980-12-01--01:35:00,147.72679,51.01499,0,0,0.67,12,0.1,72,0.1,12,0.67,72,2.93,11,0.78,11,2.71,11,-
1980.91549,336.0694444,1980-12-01--01:40:00,147.04189,52.75202,0,0,0.67,12,0.1,72,0.1,12,0.67,72,2.93,11,0.78,11,2.71,11,-
1980.9155,336.0729167,1980-12-01--01:45:00,146.34124,54.43559,0,0,0.67,12,-0.7,72,-0.7,12,0.67,72,2.93,11,0.78,11,1.91,11,-
1980.915509,336.0763889,1980-12-01--01:50:00,145.62592,56.068,0,0,0.2,12,-0.3,72,-0.3,12,0.2,72,2.73,11,0.31,11,2.31,11,-
1980.915519,336.0798611,1980-12-01--01:55:00,144.89695,57.65154,0,0,-0.27,12,-0.7,72,-0.7,12,-0.27,72,2.54,11,-0.16,11,1.91,11,-
1980.915528,336.0833333,1980-12-01--02:00:00,144.15528,59.18848,0,0,-1.22,12,-1.51,72,-1.51,12,-1.22,72,2.05,11,-1.11,11,1.1,11,-
1980.915538,336.0868056,1980-12-01--02:05:00,143.4018,60.68106,0,0,NA,99,NA,99,NA,99,NA,99,1.56,99,-1.11,99,1.5,99,-
1980.915547,336.0902778,1980-12-01--02:10:00,142.63736,62.13148,0,0,-1.22,12,-1.11,72,-1.11,12,-1.22,72,1.36,11,-1.11,11,1.5,11,-
1980.915557,336.09375,1980-12-01--02:15:00,141.86275,63.54187,0,0,-0.74,12,-1.11,72,-1.11,12,-0.74,72,1.46,11,-0.63,11,1.5,11,-
1980.915566,336.0972222,1980-12-01--02:20:00,141.0787,64.91429,0,0,-0.27,12,-0.7,72,-0.7,12,-0.27,72,1.46,11,-0.16,11,1.91,11,-
1980.915576,336.1006944,1980-12-01--02:25:00,140.28592,66.25074,0,0,-0.27,12,-0.7,72,-0.7,12,-0.27,72,1.65,11,-0.16,11,1.91,11,-
1980.915585,336.1041667,1980-12-01--02:30:00,139.48505,67.55313,0,0,-0.27,12,-0.7,72,-0.7,12,-0.27,72,1.46,11,-0.16,11,1.91,11,-
1980.915595,336.1076389,1980-12-01--02:35:00,138.6767,68.82329,0,0,-1.22,12,-0.7,72,-0.7,12,-1.22,72,1.17,11,-1.11,11,1.91,11,-
1980.915604,336.1111111,1980-12-01--02:40:00,137.86145,70.06299,0,0,-0.27,12,-0.3,72,-0.3,12,-0.27,72,1.46,11,-0.16,11,2.31,11,-
1980.915614,336.1145833,1980-12-01--02:45:00,137.03985,71.2739,0,0,-0.27,12,-0.3,72,-0.3,12,-0.27,72,1.56,11,-0.16,11,2.31,11,-
1980.915623,336.1180556,1980-12-01--02:50:00,136.21239,72.45762,0,0,-0.74,12,-0.7,72,-0.7,12,-0.74,72,1.26,11,-0.63,11,1.91,11,-
1980.915633,336.1215278,1980-12-01--02:55:00,135.37955,73.61569,0,0,-0.74,12,-1.11,72,-1.11,12,-0.74,72,0.97,11,-0.63,11,1.5,11,-
1980.915642,336.125,1980-12-01--03:00:00,134.5418,74.74955,0,0,-0.74,12,-0.7,72,-0.7,12,-0.74,72,0.87,11,-0.63,11,1.91,11,-
1980.915652,336.1284722,1980-12-01--03:05:00,133.69955,75.86059,0,0,NA,99,NA,99,NA,99,NA,99,0.77,99,0.31,99,2.31,99,-
1980.915661,336.1319444,1980-12-01--03:10:00,132.8532,76.95012,0,0,-1.22,12,-0.7,72,-0.7,12,-1.22,72,0.58,11,-1.11,11,1.91,11,-
1980.915671,336.1354167,1980-12-01--03:15:00,132.00314,78.01939,0,0,-1.22,12,-0.3,72,-0.3,12,-1.22,72,0.77,11,-1.11,11,2.31,11,-
1980.91568,336.1388889,1980-12-01--03:20:00,131.14972,79.0696,0,0,-1.22,12,0.1,72,0.1,12,-1.22,72,0.97,11,-1.11,11,2.71,11,-
1980.91569,336.1423611,1980-12-01--03:25:00,130.29329,80.10186,0,0,-0.74,12,0.5,72,0.5,12,-0.74,72,1.17,11,-0.63,11,3.11,11,-
1980.915699,336.1458333,1980-12-01--03:30:00,129.43418,81.11727,0,0,-0.74,12,-0.3,72,-0.3,12,-0.74,72,1.07,11,-0.63,11,2.31,11,-
1980.915708,336.1493056,1980-12-01--03:35:00,128.5727,82.11684,0,0,-1.68,12,-1.11,72,-1.11,12,-1.68,72,0.58,11,-1.57,11,1.5,11,-
1980.915718,336.1527778,1980-12-01--03:40:00,127.70913,83.10154,0,0,-1.22,12,0.1,72,0.1,12,-1.22,72,0.58,11,-1.11,11,2.71,11,-
1980.915727,336.15625,1980-12-01--03:45:00,126.84377,84.0723,0,0,-1.68,12,-1.11,72,-1.11,12,-1.68,72,0.48,11,-1.57,11,1.5,11,-
1980.915737,336.1597222,1980-12-01--03:50:00,125.97688,85.03001,0,0,-1.68,12,-1.11,72,-1.11,12,-1.68,72,0.09,11,-1.57,11,1.5,11,-
1980.915746,336.1631944,1980-12-01--03:55:00,125.10873,85.9755,0,0,-2.63,12,-2.31,72,-2.31,12,-2.63,72,-0.4,11,-2.52,11,0.3,11,-
1980.915756,336.1666667,1980-12-01--04:00:00,124.23956,86.90958,0,0,-2.63,12,-1.91,72,-1.91,12,-2.63,72,-0.89,11,-2.52,11,0.7,11,-
1980.915765,336.1701389,1980-12-01--04:05:00,123.36962,87.83301,0,0,NA,99,NA,99,NA,99,NA,99,-0.99,99,-2.52,99,0.7,99,-
1980.915775,336.1736111,1980-12-01--04:10:00,122.49914,88.74653,0,0,-2.63,12,-1.11,72,-1.11,12,-2.63,72,-1.38,11,-2.52,11,1.5,11,-
1980.915784,336.1770833,1980-12-01--04:15:00,121.62833,89.65083,0,0,-2.16,12,-0.7,72,-0.7,12,-2.16,72,-1.18,11,-2.05,11,1.91,11,-
1980.915794,336.1805556,1980-12-01--04:20:00,120.75743,90.54659,0,0,-1.22,12,-0.3,72,-0.3,12,-1.22,72,-1.09,11,-1.11,11,2.31,11,-
1980.915803,336.1840278,1980-12-01--04:25:00,119.88664,91.43444,0,0,-1.68,12,-0.3,72,-0.3,12,-1.68,72,-0.99,11,-1.57,11,2.31,11,-
1980.915813,336.1875,1980-12-01--04:30:00,119.01617,92.315,0,0,-1.68,12,-0.7,72,-0.7,12,-1.68,72,-1.28,11,-1.57,11,1.91,11,-
1980.915822,336.1909722,1980-12-01--04:35:00,118.14622,93.18887,0,0,-2.16,12,-0.7,72,-0.7,12,-2.16,72,-1.38,11,-2.05,11,1.91,11,-
1980.915832,336.1944444,1980-12-01--04:40:00,117.27698,94.0566,0,0,-0.74,12,0.5,72,0.5,12,-0.74,72,-0.89,11,-0.63,11,3.11,11,-
1980.915841,336.1979167,1980-12-01--04:45:00,116.40865,94.91874,0,0,-0.27,12,1.71,72,1.71,12,-0.27,72,-0.4,11,-0.16,11,4.32,11,-
1980.915851,336.2013889,1980-12-01--04:50:00,115.54142,95.77581,0,0,-0.27,12,1.71,72,1.71,12,-0.27,72,-0.3,11,-0.16,11,4.32,11,-
1980.91586,336.2048611,1980-12-01--04:55:00,114.67546,96.62833,0,0,-0.74,12,0.1,72,0.1,12,-0.74,72,-0.4,11,-0.63,11,2.71,11,-
1980.91587,336.2083333,1980-12-01--05:00:00,113.81096,97.47678,0,0,-1.22,12,0.1,72,0.1,12,-1.22,72,-0.5,11,-1.11,11,2.71,11,-
1980.915879,336.2118056,1980-12-01--05:05:00,112.94811,98.32163,0,0,NA,99,NA,99,NA,99,NA,99,-0.4,99,-1.11,99,2.31,99,-
1980.915889,336.2152778,1980-12-01--05:10:00,112.08707,99.16334,0,0,-1.68,12,-0.7,72,-0.7,12,-1.68,72,-0.7,11,-1.57,11,1.91,11,-
1980.915898,336.21875,1980-12-01--05:15:00,111.22803,100.00234,0,0,-2.16,12,-0.3,72,-0.3,12,-2.16,72,-0.79,11,-2.05,11,2.31,11,-
1980.915908,336.2222222,1980-12-01--05:20:00,110.37114,100.83908,0,0,-1.68,12,-0.7,72,-0.7,12,-1.68,72,-0.79,11,-1.57,11,1.91,11,-
1980.915917,336.2256944,1980-12-01--05:25:00,109.5166,101.67395,0,0,-1.68,12,-0.3,72,-0.3,12,-1.68,72,-0.79,11,-1.57,11,2.31,11,-
1980.915927,336.2291667,1980-12-01--05:30:00,108.66456,102.50736,0,0,-2.16,12,-1.11,72,-1.11,12,-2.16,72,-1.18,11,-2.05,11,1.5,11,-
1980.915936,336.2326389,1980-12-01--05:35:00,107.81519,103.33971,0,0,-2.63,12,-0.3,72,-0.3,12,-2.63,72,-1.28,11,-2.52,11,2.31,11,-
1980.915946,336.2361111,1980-12-01--05:40:00,106.96867,104.17138,0,0,-2.16,12,-0.7,72,-0.7,12,-2.16,72,-1.28,11,-2.05,11,1.91,11,-
1980.915955,336.2395833,1980-12-01--05:45:00,106.12514,105.00273,0,0,-2.16,12,-1.51,72,-1.51,12,-2.16,72,-1.67,11,-2.05,11,1.1,11,-
1980.915965,336.2430556,1980-12-01--05:50:00,105.28479,105.83413,0,0,-1.68,12,-0.7,72,-0.7,12,-1.68,72,-1.48,11,-1.57,11,1.91,11,-
1980.915974,336.2465278,1980-12-01--05:55:00,104.44776,106.66593,0,0,-2.16,12,-1.11,72,-1.11,12,-2.16,72,-1.87,11,-2.05,11,1.5,11,-
1980.915984,336.25,1980-12-01--06:00:00,103.61422,107.49848,0,0,-2.16,12,-1.11,72,-1.11,12,-2.16,72,-2.07,11,-2.05,11,1.5,11,-
1980.915993,336.2534722,1980-12-01--06:05:00,102.78432,108.33211,0,0,NA,99,NA,99,NA,99,NA,99,-2.16,99,-2.05,99,1.91,99,-
1980.916003,336.2569444,1980-12-01--06:10:00,101.95821,109.16716,0,0,-2.16,12,-0.7,72,-0.7,12,-2.16,72,-2.46,11,-2.05,11,1.91,11,-
1980.916012,336.2604167,1980-12-01--06:15:00,101.13602,110.00395,0,0,-1.22,12,-0.3,72,-0.3,12,-1.22,72,-2.46,11,-1.11,11,2.31,11,-
1980.916022,336.2638889,1980-12-01--06:20:00,100.31789,110.84279,0,0,-1.68,12,-0.7,72,-0.7,12,-1.68,72,-2.26,11,-1.57,11,1.91,11,-
1980.916031,336.2673611,1980-12-01--06:25:00,99.50393,111.68399,0,0,-2.63,12,-1.11,72,-1.11,12,-2.63,72,-2.56,11,-2.52,11,1.5,11,-
1980.916041,336.2708333,1980-12-01--06:30:00,98.69422,112.52786,0,0,-3.09,12,-1.51,72,-1.51,12,-3.09,72,-2.75,11,-2.98,11,1.1,11,-
1980.91605,336.2743056,1980-12-01--06:35:00,97.88883,113.3747,0,0,-2.16,12,-0.7,72,-0.7,12,-2.16,72,-2.65,11,-2.05,11,1.91,11,-
1980.91606,336.2777778,1980-12-01--06:40:00,97.08774,114.2248,0,0,-1.68,12,-0.7,72,-0.7,12,-1.68,72,-2.56,11,-1.57,11,1.91,11,-
1980.916069,336.28125,1980-12-01--06:45:00,96.29086,115.07845,0,0,-2.16,12,-0.7,72,-0.7,12,-2.16,72,-2.65,11,-2.05,11,1.91,11,-
1980.916078,336.2847222,1980-12-01--06:50:00,95.49793,115.93592,0,0,-2.16,12,-0.7,72,-0.7,12,-2.16,72,-2.95,11,-2.05,11,1.91,11,-
1980.916088,336.2881944,1980-12-01--06:55:00,94.70842,116.79751,0,0,-2.16,12,-1.11,72,-1.11,12,-2.16,72,-3.14,11,-2.05,11,1.5,11,-
1980.916097,336.2916667,1980-12-01--07:00:00,93.92122,117.66347,0,0,-1.22,12,-0.7,72,-0.7,12,-1.22,72,-2.85,11,-1.11,11,1.91,11,-
1980.916107,336.2951389,1980-12-01--07:05:00,93.13403,118.53408,0,0,NA,99,NA,99,NA,99,NA,99,-2.85,99,-0.16,99,2.31,99,-
1980.916116,336.2986111,1980-12-01--07:10:00,92.34153,119.4096,0,0,0.67,12,0.1,72,0.1,12,0.67,72,-2.56,11,0.78,11,2.71,11,-
1980.916126,336.3020833,1980-12-01--07:15:00,91.52877,120.29028,0,0,1.61,12,-0.3,72,-0.3,12,1.61,72,-2.85,11,1.72,11,2.31,11,-
1980.916135,336.3055556,1980-12-01--07:20:00,90.63459,121.17638,0,0,3.02,12,-0.3,72,-0.3,12,3.02,72,-2.95,11,3.13,11,2.31,11,-
1980.916145,336.3090278,1980-12-01--07:25:00,89.72101,122.06814,4.08,837.12,6.8,92,0.03,92,6.94,92,6.77,92,-2.46,11,6.91,91,9.55,91,-
1980.916154,336.3125,1980-12-01--07:30:00,89.08557,122.96581,22.35,1400.72,19.52,92,2.35,92,147.36,92,17.17,92,-1.87,11,19.63,91,149.97,91,-
1980.916164,336.3159722,1980-12-01--07:35:00,88.43181,123.86961,38.33,1400.72,28.94,92,6.15,92,224.61,92,22.79,92,-0.89,11,29.05,91,227.22,91,-
1980.916173,336.3194444,1980-12-01--07:40:00,87.76709,124.77978,54.57,1400.72,37.42,12,10.84,72,278.11,12,26.58,72,-1.28,11,37.53,11,280.72,11,-
1980.916183,336.3229167,1980-12-01--07:45:00,87.09715,125.69654,70.94,1400.72,48.72,12,16.75,72,330.83,12,31.97,72,-1.28,11,48.83,11,333.44,11,-
1980.916192,336.3263889,1980-12-01--07:50:00,86.42625,126.62011,87.31,1400.73,53.9,12,19.82,72,317.95,12,34.08,72,-1.18,11,54.01,11,320.56,11,-
1980.916202,336.3298611,1980-12-01--07:55:00,85.7573,127.5507,103.63,1400.73,51.55,12,18.28,72,247.14,12,33.27,72,-1.18,11,51.66,11,249.75,11,-
1980.916211,336.3333333,1980-12-01--08:00:00,85.09107,128.48851,119.86,1400.73,21.4,12,0.7,72,8.15,12,20.7,72,-1.87,11,21.51,11,10.76,11,-
1980.916221,336.3368056,1980-12-01--08:05:00,84.43047,129.43373,135.95,1400.73,NA,99,NA,99,NA,99,NA,99,-2.26,99,22.92,99,6.74,99,-
1980.91623,336.3402778,1980-12-01--08:10:00,83.77623,130.38655,151.86,1400.73,25.64,12,0.1,72,0.91,12,25.54,72,-2.46,11,25.75,11,3.52,11,-
1980.91624,336.34375,1980-12-01--08:15:00,83.12914,131.34716,167.57,1400.73,27.05,12,0.01,72,0.1,12,27.04,72,-2.36,11,27.16,11,2.71,11,-
1980.916249,336.3472222,1980-12-01--08:20:00,82.49007,132.31571,183.07,1400.74,31.76,12,0.07,72,0.5,12,31.69,72,-2.36,11,31.87,11,3.11,11,-
1980.916259,336.3506944,1980-12-01--08:25:00,81.85962,133.29238,198.34,1400.74,36.47,12,0.01,72,0.1,12,36.46,72,-2.36,11,36.58,11,2.71,11,-
1980.916268,336.3541667,1980-12-01--08:30:00,81.23829,134.2773,213.37,1400.74,48.25,12,0.08,72,0.5,12,48.17,72,-2.26,11,48.36,11,3.11,11,-
1980.916278,336.3576389,1980-12-01--08:35:00,80.62657,135.27063,228.14,1400.74,57.19,12,0.28,72,1.71,12,56.91,72,-2.07,11,57.3,11,4.32,11,-
1980.916287,336.3611111,1980-12-01--08:40:00,80.02487,136.27249,242.64,1400.74,65.21,12,0.3,72,1.71,12,64.91,72,-1.58,11,65.32,11,4.32,11,-
1980.916297,336.3645833,1980-12-01--08:45:00,79.4336,137.28299,256.86,1400.74,81.22,12,0.39,72,2.11,12,80.83,72,-1.28,11,81.33,11,4.72,11,-
1980.916306,336.3680556,1980-12-01--08:50:00,78.85314,138.30224,270.8,1400.75,86.4,12,0.41,72,2.11,12,85.99,72,-0.89,11,86.51,11,4.72,11,-
1980.916316,336.3715278,1980-12-01--08:55:00,78.28385,139.33034,284.44,1400.75,71.33,12,0.51,72,2.52,12,70.82,72,-0.5,11,71.44,11,5.13,11,-
