Day of month,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),-,-,-,-,Assorted Daily Values (Rows 12 - 42)
1980.1746357012753,64.91666666666666,1980-03-04--22:00:00,127.45927,306.87802000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1747495446268,64.95833333333333,1980-03-04--23:00:00,134.78130000000002,324.20553,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1748633879783,65.,1980-03-04--24:00:00,139.25796000000003,345.17255,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1749772313299,65.04166666666666,1980-03-05--01:00:00,139.84604000000002,8.24802,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1750910746814,65.08333333333333,1980-03-05--02:00:00,136.37816,30.076520000000002,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.175204918033,65.125,1980-03-05--03:00:00,129.73026000000002,48.43639,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1753187613845,65.16666666666666,1980-03-05--04:00:00,121.05502000000001,63.38468,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.175432604736,65.20833333333333,1980-03-05--05:00:00,111.24351000000001,75.94861,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1755464480875,65.25,1980-03-05--06:00:00,100.88915000000001,87.16887000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1756602914393,65.29166666666666,1980-03-05--07:00:00,89.92903000000001,97.89998000000001,0.05,42.65,3.,92,0.,92,0.,92,3.,92,NA,91,NA,91,-
1980.1757741347908,65.33333333333333,1980-03-05--08:00:00,80.21770000000001,108.87296,234.97,1382.96,31.,12,0.,72,0.,12,31.,72,NA,11,NA,11,-
1980.1758879781423,65.375,1980-03-05--09:00:00,70.76886,120.78297,455.51,1382.93,89.,12,0.,72,0.,12,89.,72,NA,11,NA,11,-
1980.1760018214939,65.41666666666666,1980-03-05--10:00:00,62.48189000000001,134.31482,638.94,1382.9,167.,12,0.,72,0.,12,167.,72,NA,11,NA,11,-
1980.1761156648454,65.45833333333333,1980-03-05--11:00:00,56.05261,150.00722000000002,772.24,1382.8700000000001,196.,12,0.,72,0.,12,196.,72,NA,11,NA,11,-
1980.176229508197,65.5,1980-03-05--12:00:00,52.26975,167.84535000000002,846.22,1382.84,218.,12,0.,72,0.,12,218.,72,NA,11,NA,11,-
1980.1763433515484,65.54166666666666,1980-03-05--13:00:00,51.763600000000004,186.79995000000002,855.83,1382.81,153.,12,0.,72,0.,12,153.,72,NA,11,NA,11,-
1980.1764571949,65.58333333333333,1980-03-05--14:00:00,54.63004,205.12304,800.4300000000001,1382.78,119.,12,0.,72,0.,12,119.,72,NA,11,NA,11,-
1980.1765710382515,65.625,1980-03-05--15:00:00,60.360490000000006,221.49099,683.83,1382.75,104.,12,0.,72,0.,12,104.,72,NA,11,NA,11,-
1980.176684881603,65.66666666666666,1980-03-05--16:00:00,68.1742,235.62422,514.07,1382.72,74.,12,0.,72,0.,12,74.,72,NA,11,NA,11,-
1980.1767987249546,65.70833333333333,1980-03-05--17:00:00,77.33816,247.95433000000003,303.08,1382.69,37.,12,0.,72,0.,12,37.,72,NA,11,NA,11,-
1980.1769125683063,65.75,1980-03-05--18:00:00,87.1661,259.14899,68.36,1382.66,8.,12,0.,72,0.,12,8.,72,NA,11,NA,11,-
1980.1770264116578,65.79166666666666,1980-03-05--19:00:00,97.75067000000001,269.90355,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1771402550094,65.83333333333333,1980-03-05--20:00:00,108.15714000000001,280.93168000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.177254098361,65.875,1980-03-05--21:00:00,118.13962000000001,293.04063,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1773679417124,65.91666666666666,1980-03-05--22:00:00,127.17016000000001,307.21004000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.177481785064,65.95833333333333,1980-03-05--23:00:00,134.45108000000002,324.50126,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1775956284155,66.,1980-03-05--24:00:00,138.88696000000002,345.36418000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.177709471767,66.04166666666666,1980-03-06--01:00:00,139.45473,8.27618,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1778233151185,66.08333333333333,1980-03-06--02:00:00,135.995,29.95831,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.17793715847,66.125,1980-03-06--03:00:00,129.36975,48.237120000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1780510018216,66.16666666666666,1980-03-06--04:00:00,120.71639,63.15464000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1781648451731,66.20833333333333,1980-03-06--05:00:00,110.91945000000001,75.71196,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1782786885249,66.25,1980-03-06--06:00:00,100.57068000000001,86.93497,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1783925318764,66.29166666666666,1980-03-06--07:00:00,89.66087,97.67267000000001,0.45,76.8,2.,92,0.,92,0.,92,2.,92,NA,91,NA,91,-
1980.178506375228,66.33333333333333,1980-03-06--08:00:00,79.8917,108.65605000000001,242.59,1382.23,29.,12,0.,72,0.,12,29.,72,NA,11,NA,11,-
1980.1786202185795,66.375,1980-03-06--09:00:00,70.42509000000001,120.58456000000001,463.09000000000003,1382.2,75.,12,0.34,72,1.,12,74.66,72,NA,11,NA,11,-
1980.178734061931,66.41666666666666,1980-03-06--10:00:00,62.11762,134.15188,646.38,1382.17,138.,12,24.32,72,52.,12,113.68,72,NA,11,NA,11,-
1980.1788479052825,66.45833333333333,1980-03-06--11:00:00,55.66919000000001,149.90883000000002,779.48,1382.14,167.,12,0.56,72,1.,12,166.44,72,NA,11,NA,11,-
1980.178961748634,66.5,1980-03-06--12:00:00,51.87767,167.84596000000002,853.23,1382.1100000000001,209.,12,11.73,72,19.,12,197.27,72,NA,11,NA,11,-
1980.1790755919856,66.54166666666666,1980-03-06--13:00:00,51.38206,186.91561000000002,862.59,1382.08,354.,12,31.830000000000002,72,51.,12,322.17,72,NA,11,NA,11,-
1980.179189435337,66.58333333333333,1980-03-06--14:00:00,54.277350000000006,205.33392,806.9200000000001,1382.04,544.,12,328.71,72,563.,12,215.29,72,NA,11,NA,11,-
1980.1793032786886,66.625,1980-03-06--15:00:00,60.044450000000005,221.75867000000002,690.08,1382.01,449.,12,304.09000000000003,72,609.,12,144.91,72,NA,11,NA,11,-
1980.1794171220401,66.66666666666666,1980-03-06--16:00:00,67.89213000000001,235.91799000000003,520.11,1381.98,270.,12,119.3,72,317.,12,150.70000000000002,72,NA,11,NA,11,-
1980.179530965392,66.70833333333333,1980-03-06--17:00:00,77.08248,248.25864,308.93,1381.95,131.,12,26.6,72,119.,12,104.4,72,NA,11,NA,11,-
1980.1796448087434,66.75,1980-03-06--18:00:00,86.93676,259.45912000000004,73.85000000000001,1381.92,29.,12,4.7,72,88.,12,24.3,72,NA,11,NA,11,-
1980.179758652095,66.79166666666666,1980-03-06--19:00:00,97.51323000000001,270.22029000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1798724954465,66.83333333333333,1980-03-06--20:00:00,107.91511000000001,281.25734,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.179986338798,66.875,1980-03-06--21:00:00,117.88007,293.3749,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1801001821495,66.91666666666666,1980-03-06--22:00:00,126.88008,307.54223,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.180214025501,66.95833333333333,1980-03-06--23:00:00,134.11969000000002,324.79662,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1803278688526,67.,1980-03-06--24:00:00,138.51473000000001,345.55595000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1804417122041,67.04166666666666,1980-03-07--01:00:00,139.06201000000001,8.30639,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1805555555557,67.08333333333333,1980-03-07--02:00:00,135.60994000000002,29.843480000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1806693989072,67.125,1980-03-07--03:00:00,129.00695000000002,48.04101000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.180783242259,67.16666666666666,1980-03-07--04:00:00,120.37530000000001,62.92692,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1808970856105,67.20833333333333,1980-03-07--05:00:00,110.59297000000001,75.47682,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.181010928962,67.25,1980-03-07--06:00:00,100.24988,86.70196000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1811247723135,67.29166666666666,1980-03-07--07:00:00,89.38481,97.44578000000001,1.2,112.17,4.,92,0.,92,0.,92,4.,92,NA,91,NA,91,-
1980.181238615665,67.33333333333333,1980-03-07--08:00:00,79.56364,108.43922,250.25,1381.49,79.,12,3.08,72,17.,12,75.92,72,NA,11,NA,11,-
1980.1813524590166,67.375,1980-03-07--09:00:00,70.07951,120.38600000000001,470.69,1381.46,145.,12,0.,72,0.,12,145.,72,NA,11,NA,11,-
1980.181466302368,67.41666666666666,1980-03-07--10:00:00,61.75164,133.98886000000002,653.82,1381.43,211.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1815801457196,67.45833333333333,1980-03-07--11:00:00,55.284130000000005,149.81101,786.72,1381.4,595.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1816939890712,67.5,1980-03-07--12:00:00,51.48416,167.84854,860.22,1381.3700000000001,638.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1818078324227,67.54166666666666,1980-03-07--13:00:00,50.999590000000005,187.03486,869.3100000000001,1381.34,742.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1819216757742,67.58333333333333,1980-03-07--14:00:00,53.92443,205.54915000000003,813.38,1381.3,607.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.182035519126,67.625,1980-03-07--15:00:00,59.72871000000001,222.03045000000003,696.29,1381.27,340.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1821493624775,67.66666666666666,1980-03-07--16:00:00,67.61061000000001,236.21519,526.11,1381.24,258.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.182263205829,67.70833333333333,1980-03-07--17:00:00,76.82733,248.56569000000002,314.76,1381.21,93.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1823770491806,67.75,1980-03-07--18:00:00,86.7069,259.77142000000003,79.34,1381.18,20.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.182490892532,67.79166666666666,1980-03-07--19:00:00,97.27585,270.53872,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1826047358836,67.83333333333333,1980-03-07--20:00:00,107.67286000000001,281.58426000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1827185792351,67.875,1980-03-07--21:00:00,117.61992000000001,293.70987,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1828324225867,67.91666666666666,1980-03-07--22:00:00,126.58906,307.87446,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1829462659382,67.95833333333333,1980-03-07--23:00:00,133.78718,325.09147,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1830601092897,68.,1980-03-07--24:00:00,138.14136000000002,345.7477,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1831739526413,68.04166666666666,1980-03-08--01:00:00,138.66798,8.33849,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.183287795993,68.08333333333333,1980-03-08--02:00:00,135.22314,29.731900000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1834016393445,68.125,1980-03-08--03:00:00,128.64198000000002,47.848000000000006,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.183515482696,68.16666666666666,1980-03-08--04:00:00,120.03190000000001,62.7015,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1836293260476,68.20833333333333,1980-03-08--05:00:00,110.26421,75.24321,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1837431693991,68.25,1980-03-08--06:00:00,99.92689000000001,86.46986000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1838570127507,68.29166666666666,1980-03-08--07:00:00,89.10153000000001,97.21932000000001,2.33,148.66,6.,92,0.,92,0.,92,6.,92,NA,91,NA,91,-
1980.1839708561022,68.33333333333333,1980-03-08--08:00:00,79.23367,108.22245000000001,257.93,1380.75,46.,12,0.19,72,1.,12,45.81,72,NA,11,NA,11,-
1980.1840846994537,68.375,1980-03-08--09:00:00,69.73225000000001,120.18728000000002,478.29,1380.72,156.,12,5.89,72,17.,12,150.11,72,NA,11,NA,11,-
1980.1841985428052,68.41666666666666,1980-03-08--10:00:00,61.384060000000005,133.82572000000002,661.26,1380.68,277.,12,85.73,72,179.,12,191.27,72,NA,11,NA,11,-
1980.1843123861568,68.45833333333333,1980-03-08--11:00:00,54.897540000000006,149.71369,793.9300000000001,1380.65,581.,12,493.38,72,858.,12,87.62,72,NA,11,NA,11,-
1980.1844262295083,68.5,1980-03-08--12:00:00,51.08934000000001,167.85304000000002,867.1800000000001,1380.6200000000001,658.,12,526.98,72,839.,12,131.02,72,NA,11,NA,11,-
1980.1845400728598,68.54166666666666,1980-03-08--13:00:00,50.61632,187.15763,876.,1380.59,466.,12,333.75,72,526.,12,132.25,72,NA,11,NA,11,-
1980.1846539162116,68.58333333333333,1980-03-08--14:00:00,53.57137,205.76866,819.8100000000001,1380.56,584.,12,476.24,72,802.,12,107.76,72,NA,11,NA,11,-
1980.184767759563,68.625,1980-03-08--15:00:00,59.41335000000001,222.30624000000003,702.47,1380.53,503.,12,434.04,72,853.,12,68.96000000000001,72,NA,11,NA,11,-
1980.1848816029146,68.66666666666666,1980-03-08--16:00:00,67.32972000000001,236.5157,532.08,1380.5,280.,12,176.53,72,458.,12,103.47,72,NA,11,NA,11,-
1980.1849954462662,68.70833333333333,1980-03-08--17:00:00,76.57275,248.87536000000003,320.56,1380.47,161.,12,104.73,72,451.,12,56.27,72,NA,11,NA,11,-
1980.1851092896177,68.75,1980-03-08--18:00:00,86.47665,260.08577,84.84,1380.43,22.,12,5.65,72,92.,12,16.35,72,NA,11,NA,11,-
1980.1852231329692,68.79166666666666,1980-03-08--19:00:00,97.03854000000001,270.85872,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1853369763207,68.83333333333333,1980-03-08--20:00:00,107.43041000000001,281.91227000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1854508196723,68.875,1980-03-08--21:00:00,117.35920000000002,294.04539,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1855646630238,68.91666666666666,1980-03-08--22:00:00,126.29714000000001,308.20656,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1856785063753,68.95833333333333,1980-03-08--23:00:00,133.45360000000002,325.38564,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1857923497269,69.,1980-03-08--24:00:00,137.76693,345.9393,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1859061930786,69.04166666666666,1980-03-09--01:00:00,138.27276,8.37233,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1860200364301,69.08333333333333,1980-03-09--02:00:00,134.83471,29.623450000000002,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1861338797817,69.125,1980-03-09--03:00:00,128.27501,47.65802,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1862477231332,69.16666666666666,1980-03-09--04:00:00,119.68633000000001,62.478350000000006,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1863615664847,69.20833333333333,1980-03-09--05:00:00,109.93332000000001,75.01110000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1864754098362,69.25,1980-03-09--06:00:00,99.60185000000001,86.23865,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1865892531878,69.29166666666666,1980-03-09--07:00:00,88.81173000000001,96.99329,3.86,186.13,13.,92,0.93,92,45.,92,12.07,92,NA,91,NA,91,-
1980.1867030965393,69.33333333333333,1980-03-09--08:00:00,78.90195,108.00573000000001,265.63,1380.,134.,12,72.95,72,379.,12,61.050000000000004,72,NA,11,NA,11,-
1980.1868169398908,69.375,1980-03-09--09:00:00,69.38345000000001,119.98836000000001,485.90000000000003,1379.97,368.,12,195.77,72,556.,12,172.23,72,NA,11,NA,11,-
1980.1869307832424,69.41666666666666,1980-03-09--10:00:00,61.01502000000001,133.66242,668.69,1379.93,286.,12,36.34,72,75.,12,249.66,72,NA,11,NA,11,-
1980.187044626594,69.45833333333333,1980-03-09--11:00:00,54.509550000000004,149.61682000000002,801.13,1379.9,492.,12,179.98,72,310.,12,312.02,72,NA,11,NA,11,-
1980.1871584699456,69.5,1980-03-09--12:00:00,50.69332000000001,167.85939000000002,874.11,1379.8700000000001,532.,12,123.53,72,195.,12,408.47,72,NA,11,NA,11,-
1980.1872723132972,69.54166666666666,1980-03-09--13:00:00,50.232350000000004,187.28390000000002,882.65,1379.84,427.,12,25.59,72,40.,12,401.41,72,NA,11,NA,11,-
1980.1873861566487,69.58333333333333,1980-03-09--14:00:00,53.218270000000004,205.9924,826.19,1379.81,199.,12,0.,72,0.,12,199.,72,NA,11,NA,11,-
1980.1875000000002,69.625,1980-03-09--15:00:00,59.09846,222.58596000000003,708.6,1379.78,119.,12,0.,72,0.,12,119.,72,NA,11,NA,11,-
1980.1876138433518,69.66666666666666,1980-03-09--16:00:00,67.04950000000001,236.81941000000003,538.01,1379.75,74.,12,0.39,72,1.,12,73.61,72,NA,11,NA,11,-
1980.1877276867033,69.70833333333333,1980-03-09--17:00:00,76.31879,249.18753,326.33,1379.71,67.,12,1.8900000000000001,72,8.,12,65.11,72,NA,11,NA,11,-
1980.1878415300548,69.75,1980-03-09--18:00:00,86.24612,260.40204,90.33,1379.68,17.,12,0.72,72,11.,12,16.28,72,NA,11,NA,11,-
1980.1879553734063,69.79166666666666,1980-03-09--19:00:00,96.80131,271.18017000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1880692167579,69.83333333333333,1980-03-09--20:00:00,107.18777000000001,282.24126,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1881830601094,69.875,1980-03-09--21:00:00,117.09793,294.38133000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.188296903461,69.91666666666666,1980-03-09--22:00:00,126.00437000000001,308.5384,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1884107468127,69.95833333333333,1980-03-09--23:00:00,133.11903,325.67901,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1885245901642,70.,1980-03-09--24:00:00,137.39153000000002,346.1306,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1886384335157,70.04166666666666,1980-03-10--01:00:00,137.87646,8.407760000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1887522768673,70.08333333333333,1980-03-10--02:00:00,134.44481000000002,29.51799,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1888661202188,70.125,1980-03-10--03:00:00,127.90618,47.47099,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1889799635703,70.16666666666666,1980-03-10--04:00:00,119.33875,62.25744,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1890938069218,70.20833333333333,1980-03-10--05:00:00,109.60045000000001,74.7805,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1892076502734,70.25,1980-03-10--06:00:00,99.27488000000001,86.00835000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.189321493625,70.29166666666666,1980-03-10--07:00:00,88.51608,96.76767000000001,5.8100000000000005,224.47,16.,92,NA,99,NA,92,NA,99,NA,91,NA,91,-
1980.1894353369764,70.33333333333333,1980-03-10--08:00:00,78.5686,107.78905,273.36,1379.24,167.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.189549180328,70.375,1980-03-10--09:00:00,69.03326000000001,119.78922000000001,493.52000000000004,1379.21,269.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1896630236795,70.41666666666666,1980-03-10--10:00:00,60.644670000000005,133.49890000000002,676.11,1379.18,481.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1897768670312,70.45833333333333,1980-03-10--11:00:00,54.120290000000004,149.52033,808.3000000000001,1379.15,624.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1898907103828,70.5,1980-03-10--12:00:00,50.29621,167.86755000000002,881.01,1379.1200000000001,697.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1900045537343,70.54166666666666,1980-03-10--13:00:00,49.84778000000001,187.4136,889.26,1379.09,568.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1901183970858,70.58333333333333,1980-03-10--14:00:00,52.86522000000001,206.22029,832.52,1379.05,347.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1902322404374,70.625,1980-03-10--15:00:00,58.78412,222.86950000000002,714.7,1379.02,273.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1903460837889,70.66666666666666,1980-03-10--16:00:00,66.77002,237.12621000000001,543.91,1378.99,158.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1904599271404,70.70833333333333,1980-03-10--17:00:00,76.06549000000001,249.50208,332.07,1378.96,63.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.190573770492,70.75,1980-03-10--18:00:00,86.01541,260.72012,95.82000000000001,1378.93,15.,12,NA,99,NA,99,NA,99,NA,11,NA,99,-
1980.1906876138435,70.79166666666666,1980-03-10--19:00:00,96.56416,271.50293000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.190801457195,70.83333333333333,1980-03-10--20:00:00,106.94497000000001,282.5711,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1909153005465,70.875,1980-03-10--21:00:00,116.83614000000001,294.71755,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1910291438983,70.91666666666666,1980-03-10--22:00:00,125.71077000000001,308.86981000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1911429872498,70.95833333333333,1980-03-10--23:00:00,132.78353,325.97142,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1912568306013,71.,1980-03-10--24:00:00,137.01525,346.32147000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1913706739529,71.04166666666666,1980-03-11--01:00:00,137.47919000000002,8.44463,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1914845173044,71.08333333333333,1980-03-11--02:00:00,134.05356,29.41542,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.191598360656,71.125,1980-03-11--03:00:00,127.53563000000001,47.286860000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1917122040074,71.16666666666666,1980-03-11--04:00:00,118.98929000000001,62.03876,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.191826047359,71.20833333333333,1980-03-11--05:00:00,109.26573,74.5514,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1919398907105,71.25,1980-03-11--06:00:00,98.94612000000001,85.77894,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.192053734062,71.29166666666666,1980-03-11--07:00:00,88.21521000000001,96.54248000000001,8.21,263.58,6.,92,0.,92,0.,92,6.,92,NA,91,NA,91,-
1980.1921675774136,71.33333333333333,1980-03-11--08:00:00,78.23379000000001,107.57241,281.1,1378.48,82.,12,0.2,72,1.,12,81.8,72,NA,11,NA,11,-
1980.1922814207653,71.375,1980-03-11--09:00:00,68.68181,119.58984000000001,501.13,1378.45,153.,12,5.09,72,14.,12,147.91,72,NA,11,NA,11,-
1980.1923952641168,71.41666666666666,1980-03-11--10:00:00,60.27313,133.33512000000002,683.51,1378.42,355.,12,117.52,72,237.,12,237.48000000000002,72,NA,11,NA,11,-
1980.1925091074684,71.45833333333333,1980-03-11--11:00:00,53.72990000000001,149.42417,815.44,1378.39,343.,12,42.,72,71.,12,301.,72,NA,11,NA,11,-
1980.19262295082,71.5,1980-03-11--12:00:00,49.89815,167.87746,887.87,1378.3600000000001,479.,12,101.78,72,158.,12,377.22,72,NA,11,NA,11,-
1980.1927367941714,71.54166666666666,1980-03-11--13:00:00,49.46273,187.54669,895.83,1378.32,406.,12,50.050000000000004,72,77.,12,355.95,72,NA,11,NA,11,-
1980.192850637523,71.58333333333333,1980-03-11--14:00:00,52.51232,206.45226000000002,838.82,1378.29,343.,12,34.69,72,57.,12,308.31,72,NA,11,NA,11,-
1980.1929644808745,71.625,1980-03-11--15:00:00,58.47039,223.15677000000002,720.75,1378.26,359.,12,123.94,72,237.,12,235.06,72,NA,11,NA,11,-
1980.193078324226,71.66666666666666,1980-03-11--16:00:00,66.49133,237.43599000000003,549.76,1378.23,311.,12,183.89000000000001,72,461.,12,127.11,72,NA,11,NA,11,-
1980.1931921675775,71.70833333333333,1980-03-11--17:00:00,75.81289000000001,249.81889,337.78000000000003,1378.2,154.,12,99.02,72,404.,12,54.980000000000004,72,NA,11,NA,11,-
1980.193306010929,71.75,1980-03-11--18:00:00,85.78461,261.03988000000004,101.3,1378.17,18.,12,4.8500000000000005,72,66.,12,13.15,72,NA,11,NA,11,-
1980.1934198542806,71.79166666666666,1980-03-11--19:00:00,96.32712000000001,271.82689000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1935336976323,71.83333333333333,1980-03-11--20:00:00,106.70203000000001,282.90163,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1936475409839,71.875,1980-03-11--21:00:00,116.57384,295.0539,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
