Day of month,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),-,-,-,-,Assorted Daily Values (Rows 12 - 42)
1980.1937613843354,71.91666666666666,1980-03-11--22:00:00,125.41640000000001,309.20067,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.193875227687,71.95833333333333,1980-03-11--23:00:00,132.44715000000002,326.26273000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1939890710385,72.,1980-03-11--24:00:00,136.63818,346.51176000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.19410291439,72.04166666666666,1980-03-12--01:00:00,137.08107,8.482800000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1942167577415,72.08333333333333,1980-03-12--02:00:00,133.6611,29.315590000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.194330601093,72.125,1980-03-12--03:00:00,127.16352,47.10553,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1944444444446,72.16666666666666,1980-03-12--04:00:00,118.63812000000001,61.822250000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.194558287796,72.20833333333333,1980-03-12--05:00:00,108.92931000000002,74.32377000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1946721311476,72.25,1980-03-12--06:00:00,98.6157,85.55043,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1947859744994,72.29166666666666,1980-03-12--07:00:00,87.90973000000001,96.31769000000001,11.06,303.36,9.,12,0.,72,0.,12,9.,72,NA,11,NA,11,-
1980.194899817851,72.33333333333333,1980-03-12--08:00:00,77.89766,107.35577,288.85,1377.72,54.,12,0.,72,0.,12,54.,72,NA,11,NA,11,-
1980.1950136612024,72.375,1980-03-12--09:00:00,68.32925,119.39018000000002,508.74,1377.69,104.,12,0.,72,0.,12,104.,72,NA,11,NA,11,-
1980.195127504554,72.41666666666666,1980-03-12--10:00:00,59.90055,133.17103,690.9,1377.66,251.,12,16.05,72,32.,12,234.95000000000002,72,NA,11,NA,11,-
1980.1952413479055,72.45833333333333,1980-03-12--11:00:00,53.33849000000001,149.32827,822.5600000000001,1377.6200000000001,411.,12,89.56,72,150.,12,321.44,72,NA,11,NA,11,-
1980.195355191257,72.5,1980-03-12--12:00:00,49.49924000000001,167.88905000000003,894.69,1377.59,329.,12,32.47,72,50.,12,296.53000000000003,72,NA,11,NA,11,-
1980.1954690346085,72.54166666666666,1980-03-12--13:00:00,49.077290000000005,187.68310000000002,902.36,1377.56,262.,12,0.,72,0.,12,262.,72,NA,11,NA,11,-
1980.19558287796,72.58333333333333,1980-03-12--14:00:00,52.15966,206.68826,845.0600000000001,1377.53,137.,12,0.,72,0.,12,137.,72,NA,11,NA,11,-
1980.1956967213116,72.625,1980-03-12--15:00:00,58.15735000000001,223.44767000000002,726.75,1377.5,118.,12,0.,72,0.,12,118.,72,NA,11,NA,11,-
1980.1958105646631,72.66666666666666,1980-03-12--16:00:00,66.21349000000001,237.74863000000002,555.57,1377.46,115.,12,0.,72,0.,12,115.,72,NA,11,NA,11,-
1980.1959244080147,72.70833333333333,1980-03-12--17:00:00,75.56103,250.13784,343.46,1377.43,108.,12,0.5,72,2.,12,107.5,72,NA,11,NA,11,-
1980.1960382513662,72.75,1980-03-12--18:00:00,85.55378,261.36119,106.78,1377.4,26.,12,0.,72,0.,12,26.,72,NA,11,NA,11,-
1980.196152094718,72.79166666666666,1980-03-12--19:00:00,96.09017000000001,272.15191000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1962659380695,72.83333333333333,1980-03-12--20:00:00,106.45896,283.23275,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.196379781421,72.875,1980-03-12--21:00:00,116.31108,295.39025000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1964936247725,72.91666666666666,1980-03-12--22:00:00,125.12129000000002,309.53082,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.196607468124,72.95833333333333,1980-03-12--23:00:00,132.10995,326.55282000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1967213114756,73.,1980-03-12--24:00:00,136.26039,346.70135000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.196835154827,73.04166666666666,1980-03-13--01:00:00,136.68221,8.52213,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1969489981786,73.08333333333333,1980-03-13--02:00:00,133.26757,29.218400000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1970628415302,73.125,1980-03-13--03:00:00,126.78998000000001,46.92694,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1971766848817,73.16666666666666,1980-03-13--04:00:00,118.28537000000001,61.607890000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1972905282332,73.20833333333333,1980-03-13--05:00:00,108.59134,74.09762,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.197404371585,73.25,1980-03-13--06:00:00,98.28375000000001,85.3228,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1975182149365,73.29166666666666,1980-03-13--07:00:00,87.60023000000001,96.09331,14.39,343.72,5.,12,0.,72,0.,12,5.,72,NA,11,NA,11,-
1980.197632058288,73.33333333333333,1980-03-13--08:00:00,77.56036,107.13914000000001,296.61,1376.95,44.,12,0.,72,0.,12,44.,72,NA,11,NA,11,-
1980.1977459016396,73.375,1980-03-13--09:00:00,67.9757,119.19022000000001,516.34,1376.92,83.,12,0.,72,0.,12,83.,72,NA,11,NA,11,-
1980.197859744991,73.41666666666666,1980-03-13--10:00:00,59.527060000000006,133.00658,698.26,1376.89,176.,12,0.,72,0.,12,176.,72,NA,11,NA,11,-
1980.1979735883426,73.45833333333333,1980-03-13--11:00:00,52.946200000000005,149.23255,829.64,1376.8600000000001,428.,12,104.24000000000001,72,173.,12,323.76,72,NA,11,NA,11,-
1980.1980874316941,73.5,1980-03-13--12:00:00,49.0996,167.90225,901.47,1376.82,408.,12,70.06,72,107.,12,337.94,72,NA,11,NA,11,-
1980.1982012750457,73.54166666666666,1980-03-13--13:00:00,48.69158,187.82278000000002,908.84,1376.79,240.,12,2.64,72,4.,12,237.36,72,NA,11,NA,11,-
1980.1983151183972,73.58333333333333,1980-03-13--14:00:00,51.80733000000001,206.92819000000003,851.26,1376.76,429.,12,110.68,72,179.,12,318.32,72,NA,11,NA,11,-
1980.1984289617487,73.625,1980-03-13--15:00:00,57.84508,223.74211000000003,732.71,1376.73,303.,12,39.38,72,74.,12,263.62,72,NA,11,NA,11,-
1980.1985428051003,73.66666666666666,1980-03-13--16:00:00,65.93653,238.06402000000003,561.35,1376.69,295.,12,91.74,72,225.,12,203.26,72,NA,11,NA,11,-
1980.198656648452,73.70833333333333,1980-03-13--17:00:00,75.30993000000001,250.45881000000003,349.11,1376.66,59.,12,0.25,72,1.,12,58.75,72,NA,11,NA,11,-
1980.1987704918035,73.75,1980-03-13--18:00:00,85.32292000000001,261.68393000000003,112.25,1376.63,9.,12,0.08,72,1.,12,8.92,72,NA,11,NA,11,-
1980.198884335155,73.79166666666666,1980-03-13--19:00:00,95.85332000000001,272.47787,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1989981785066,73.83333333333333,1980-03-13--20:00:00,106.21578000000001,283.5643,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1991120218581,73.875,1980-03-13--21:00:00,116.04787,295.72646000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1992258652097,73.91666666666666,1980-03-13--22:00:00,124.82549000000002,309.86013,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1993397085612,73.95833333333333,1980-03-13--23:00:00,131.77201000000002,326.84154,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1994535519127,74.,1980-03-13--24:00:00,135.88198,346.89012,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1995673952642,74.04166666666666,1980-03-14--01:00:00,136.28271,8.56249,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1996812386158,74.08333333333333,1980-03-14--02:00:00,132.87309000000002,29.123710000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.1997950819673,74.125,1980-03-14--03:00:00,126.41516000000001,46.75101,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.199908925319,74.16666666666666,1980-03-14--04:00:00,117.9312,61.39564000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2000227686706,74.20833333333333,1980-03-14--05:00:00,108.25195000000001,73.87292000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.200136612022,74.25,1980-03-14--06:00:00,97.95041,85.09605,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2002504553736,74.29166666666666,1980-03-14--07:00:00,87.28722,95.86933,18.2,384.58,17.,12,0.,72,0.,12,17.,72,NA,11,NA,11,-
1980.2003642987252,74.33333333333333,1980-03-14--08:00:00,77.22202,106.92249000000001,304.37,1376.18,115.,12,18.580000000000002,72,84.,12,96.42,72,NA,11,NA,11,-
1980.2004781420767,74.375,1980-03-14--09:00:00,67.62133,118.98992000000001,523.94,1376.15,297.,12,135.92000000000002,72,357.,12,161.08,72,NA,11,NA,11,-
1980.2005919854282,74.41666666666666,1980-03-14--10:00:00,59.15279,132.84172,705.6,1376.1100000000001,445.,12,241.51,72,471.,12,203.49,72,NA,11,NA,11,-
1980.2007058287797,74.45833333333333,1980-03-14--11:00:00,52.55315,149.13696000000002,836.69,1376.08,481.,12,214.02,72,352.,12,266.98,72,NA,11,NA,11,-
1980.2008196721313,74.5,1980-03-14--12:00:00,48.69934000000001,167.91701,908.21,1376.05,702.,12,524.71,72,795.,12,177.29,72,NA,11,NA,11,-
1980.2009335154828,74.54166666666666,1980-03-14--13:00:00,48.3057,187.96568000000002,915.27,1376.02,701.,12,496.21000000000004,72,746.,12,204.79,72,NA,11,NA,11,-
1980.2010473588343,74.58333333333333,1980-03-14--14:00:00,51.455420000000004,207.17198000000002,857.41,1375.99,554.,12,234.92000000000002,72,377.,12,319.08,72,NA,11,NA,11,-
1980.201161202186,74.625,1980-03-14--15:00:00,57.533640000000005,224.03997,738.62,1375.95,592.,12,243.71,72,454.,12,348.29,72,NA,11,NA,11,-
1980.2012750455376,74.66666666666666,1980-03-14--16:00:00,65.66053000000001,238.38203000000001,567.08,1375.92,413.,12,246.05,72,597.,12,166.95000000000002,72,NA,11,NA,11,-
1980.2013888888891,74.70833333333333,1980-03-14--17:00:00,75.05964,250.78166000000002,354.72,1375.89,182.,12,44.86,72,174.,12,137.14000000000001,72,NA,11,NA,11,-
1980.2015027322407,74.75,1980-03-14--18:00:00,85.09128000000001,262.00798000000003,117.73,1375.8600000000001,54.,12,5.82,72,68.,12,48.18,72,NA,11,NA,11,-
1980.2016165755922,74.79166666666666,1980-03-14--19:00:00,95.61657000000001,272.80463000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2017304189437,74.83333333333333,1980-03-14--20:00:00,105.97250000000001,283.89617000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2018442622953,74.875,1980-03-14--21:00:00,115.78424000000001,296.06238,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2019581056468,74.91666666666666,1980-03-14--22:00:00,124.52904000000001,310.18845000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2020719489983,74.95833333333333,1980-03-14--23:00:00,131.43339,327.12878,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2021857923498,75.,1980-03-14--24:00:00,135.50303000000002,347.07794,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2022996357014,75.04166666666666,1980-03-15--01:00:00,135.8827,8.60373,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.202413479053,75.08333333333333,1980-03-15--02:00:00,132.4778,29.03142,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2025273224046,75.125,1980-03-15--03:00:00,126.03922000000001,46.577670000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2026411657562,75.16666666666666,1980-03-15--04:00:00,117.57574000000001,61.18547,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2027550091077,75.20833333333333,1980-03-15--05:00:00,107.91131000000001,73.64965000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2028688524592,75.25,1980-03-15--06:00:00,97.61579,84.87018,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2029826958108,75.29166666666666,1980-03-15--07:00:00,86.97119,95.64574,22.5,425.87,18.,12,0.48,72,9.,12,17.52,72,NA,11,NA,11,-
1980.2030965391623,75.33333333333333,1980-03-15--08:00:00,76.88281,106.70581000000001,312.14,1375.4,179.,12,108.48,72,478.,12,70.52,72,NA,11,NA,11,-
1980.2032103825138,75.375,1980-03-15--09:00:00,67.26626,118.78925000000001,531.51,1375.3700000000001,368.,12,297.95,72,771.,12,70.05,72,NA,11,NA,11,-
1980.2033242258653,75.41666666666666,1980-03-15--10:00:00,58.777890000000006,132.6764,712.92,1375.34,434.,12,273.69,72,528.,12,160.31,72,NA,11,NA,11,-
1980.2034380692169,75.45833333333333,1980-03-15--11:00:00,52.159470000000006,149.04143000000002,843.7,1375.31,472.,12,244.16,72,398.,12,227.84,72,NA,11,NA,11,-
1980.2035519125684,75.5,1980-03-15--12:00:00,48.298590000000004,167.93324,914.9,1375.27,710.,12,611.36,72,919.,12,98.64,72,NA,11,NA,11,-
1980.20366575592,75.54166666666666,1980-03-15--13:00:00,47.91975,188.11172000000002,921.65,1375.24,544.,12,310.29,72,463.,12,233.71,72,NA,11,NA,11,-
1980.2037795992717,75.58333333333333,1980-03-15--14:00:00,51.10403,207.41956000000002,863.51,1375.21,640.,12,501.07,72,798.,12,138.93,72,NA,11,NA,11,-
1980.2038934426232,75.625,1980-03-15--15:00:00,57.2231,224.34115000000003,744.48,1375.18,586.,12,329.69,72,609.,12,256.31,72,NA,11,NA,11,-
1980.2040072859747,75.66666666666666,1980-03-15--16:00:00,65.38551000000001,238.70254000000003,572.76,1375.14,518.,12,314.47,72,755.,12,203.53,72,NA,11,NA,11,-
1980.2041211293263,75.70833333333333,1980-03-15--17:00:00,74.81020000000001,251.10628000000003,360.3,1375.1100000000001,189.,12,71.01,72,271.,12,117.99000000000001,72,NA,11,NA,11,-
1980.2042349726778,75.75,1980-03-15--18:00:00,84.86023,262.33321,123.19,1375.08,41.,12,3.0500000000000003,72,34.,12,37.95,72,NA,11,NA,11,-
1980.2043488160293,75.79166666666666,1980-03-15--19:00:00,95.37992000000001,273.13208000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2044626593809,75.83333333333333,1980-03-15--20:00:00,105.72916000000001,284.22823,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2045765027324,75.875,1980-03-15--21:00:00,115.52023000000001,296.39790000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.204690346084,75.91666666666666,1980-03-15--22:00:00,124.23198000000001,310.51566,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2048041894354,75.95833333333333,1980-03-15--23:00:00,131.09415,327.41439,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.204918032787,76.,1980-03-15--24:00:00,135.12363000000002,347.2647,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2050318761387,76.04166666666666,1980-03-16--01:00:00,135.48227,8.64574,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2051457194902,76.08333333333333,1980-03-16--02:00:00,132.08184,28.941390000000002,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2052595628418,76.125,1980-03-16--03:00:00,125.66228000000001,46.40683000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2053734061933,76.16666666666666,1980-03-16--04:00:00,117.21915000000001,60.977320000000006,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2054872495448,76.20833333333333,1980-03-16--05:00:00,107.56954,73.42781000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2056010928964,76.25,1980-03-16--06:00:00,97.28003000000001,84.64516,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.205714936248,76.29166666666666,1980-03-16--07:00:00,86.6526,95.42252,27.3,467.52,26.,12,10.51,72,180.,12,15.49,72,NA,11,NA,11,-
1980.2058287795994,76.33333333333333,1980-03-16--08:00:00,76.54287000000001,106.48908000000002,319.90000000000003,1374.6200000000001,176.,12,141.26,72,607.,12,34.74,72,NA,11,NA,11,-
1980.205942622951,76.375,1980-03-16--09:00:00,66.91063000000001,118.58818000000001,539.07,1374.59,360.,12,306.67,72,782.,12,53.33,72,NA,11,NA,11,-
1980.2060564663025,76.41666666666666,1980-03-16--10:00:00,58.402480000000004,132.51057,720.2,1374.56,521.,12,456.36,72,871.,12,64.64,72,NA,11,NA,11,-
1980.206170309654,76.45833333333333,1980-03-16--11:00:00,51.76529000000001,148.94588000000002,850.6700000000001,1374.53,532.,12,394.85,72,638.,12,137.15,72,NA,11,NA,11,-
1980.2062841530058,76.5,1980-03-16--12:00:00,47.89746,167.95089000000002,921.54,1374.49,637.,12,507.54,72,757.,12,129.46,72,NA,11,NA,11,-
1980.2063979963573,76.54166666666666,1980-03-16--13:00:00,47.533840000000005,188.26085,927.97,1374.46,561.,12,405.09000000000003,72,600.,12,155.91,72,NA,11,NA,11,-
1980.2065118397088,76.58333333333333,1980-03-16--14:00:00,50.75323,207.67083000000002,869.5500000000001,1374.43,660.,12,587.11,72,928.,12,72.89,72,NA,11,NA,11,-
1980.2066256830603,76.625,1980-03-16--15:00:00,56.913540000000005,224.64554,750.29,1374.4,545.,12,475.48,72,871.,12,69.52,72,NA,11,NA,11,-
1980.2067395264119,76.66666666666666,1980-03-16--16:00:00,65.11154,239.02543000000003,578.41,1374.3600000000001,226.,12,67.34,72,160.,12,158.66,72,NA,11,NA,11,-
1980.2068533697634,76.70833333333333,1980-03-16--17:00:00,74.56162,251.43254000000002,365.85,1374.33,115.,12,7.99,72,30.,12,107.01,72,NA,11,NA,11,-
1980.206967213115,76.75,1980-03-16--18:00:00,84.62981,262.65949,128.62,1374.3,23.,12,0.,72,0.,12,23.,72,NA,11,NA,11,-
1980.2070810564664,76.79166666666666,1980-03-16--19:00:00,95.14335000000001,273.46009000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.207194899818,76.83333333333333,1980-03-16--20:00:00,105.48576000000001,284.56033,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2073087431695,76.875,1980-03-16--21:00:00,115.25585000000001,296.73286,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.207422586521,76.91666666666666,1980-03-16--22:00:00,123.93436000000001,310.84162000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2075364298728,76.95833333333333,1980-03-16--23:00:00,130.75436000000002,327.69828,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2076502732243,77.,1980-03-16--24:00:00,134.74388000000002,347.45028,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2077641165758,77.04166666666666,1980-03-17--01:00:00,135.08154000000002,8.68837,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2078779599274,77.08333333333333,1980-03-17--02:00:00,131.68533000000002,28.853510000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.207991803279,77.125,1980-03-17--03:00:00,125.28450000000001,46.238420000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2081056466304,77.16666666666666,1980-03-17--04:00:00,116.86157000000001,60.771170000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.208219489982,77.20833333333333,1980-03-17--05:00:00,107.22679000000001,73.20736000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2083333333335,77.25,1980-03-17--06:00:00,96.94323000000001,84.421,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.208447176685,77.29166666666666,1980-03-17--07:00:00,86.33182000000001,95.19968,32.6,509.49,21.,12,0.,72,0.,12,21.,72,NA,11,NA,11,-
1980.2085610200365,77.33333333333333,1980-03-17--08:00:00,76.20233,106.27228000000001,327.65000000000003,1373.84,88.,12,0.,72,0.,12,88.,72,NA,11,NA,11,-
1980.208674863388,77.375,1980-03-17--09:00:00,66.55459,118.38668000000001,546.6,1373.81,122.,12,0.,72,0.,12,122.,72,NA,11,NA,11,-
1980.2087887067396,77.41666666666666,1980-03-17--10:00:00,58.02671,132.34417000000002,727.45,1373.78,97.,12,0.,72,0.,12,97.,72,NA,11,NA,11,-
1980.2089025500914,77.45833333333333,1980-03-17--11:00:00,51.370740000000005,148.85023,857.6,1373.74,134.,12,0.,72,0.,12,134.,72,NA,11,NA,11,-
1980.2090163934429,77.5,1980-03-17--12:00:00,47.496050000000004,167.96987000000001,928.13,1373.71,171.,12,0.,72,0.,12,171.,72,NA,11,NA,11,-
1980.2091302367944,77.54166666666666,1980-03-17--13:00:00,47.14806,188.413,934.25,1373.68,129.,12,0.,72,0.,12,129.,72,NA,11,NA,11,-
1980.209244080146,77.58333333333333,1980-03-17--14:00:00,50.403130000000004,207.92573000000002,875.54,1373.64,216.,12,1.27,72,2.,12,214.73000000000002,72,NA,11,NA,11,-
1980.2093579234975,77.625,1980-03-17--15:00:00,56.60501000000001,224.95303,756.0500000000001,1373.6100000000001,194.,12,0.,72,0.,12,194.,72,NA,11,NA,11,-
1980.209471766849,77.66666666666666,1980-03-17--16:00:00,64.83864000000001,239.35058,584.,1373.58,119.,12,0.,72,0.,12,119.,72,NA,11,NA,11,-
1980.2095856102005,77.70833333333333,1980-03-17--17:00:00,74.31395,251.76032,371.36,1373.55,59.,12,0.,72,0.,12,59.,72,NA,11,NA,11,-
1980.209699453552,77.75,1980-03-17--18:00:00,84.40002000000001,262.98670000000004,134.03,1373.51,14.,12,0.,72,0.,12,14.,72,NA,11,NA,11,-
1980.2098132969036,77.79166666666666,1980-03-17--19:00:00,94.90685,273.78852,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.209927140255,77.83333333333333,1980-03-17--20:00:00,105.24233000000001,284.89236,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2100409836066,77.875,1980-03-17--21:00:00,114.99113000000001,297.06715,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2101548269584,77.91666666666666,1980-03-17--22:00:00,123.63622000000001,311.1662,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.21026867031,77.95833333333333,1980-03-17--23:00:00,130.41409000000002,327.9803,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2103825136614,78.,1980-03-17--24:00:00,134.36386000000002,347.63456,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.210496357013,78.04166666666666,1980-03-18--01:00:00,134.68062,8.731530000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2106102003645,78.08333333333333,1980-03-18--02:00:00,131.28840000000002,28.767670000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.210724043716,78.125,1980-03-18--03:00:00,124.90602000000001,46.07236,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2108378870676,78.16666666666666,1980-03-18--04:00:00,116.50315,60.56696,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.210951730419,78.20833333333333,1980-03-18--05:00:00,106.88322000000001,72.98829,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2110655737706,78.25,1980-03-18--06:00:00,96.60552000000001,84.19767,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2111794171221,78.29166666666666,1980-03-18--07:00:00,86.0092,94.97719000000001,38.4,551.73,22.,12,0.14,72,2.,12,21.86,72,NA,11,NA,11,-
1980.2112932604737,78.33333333333333,1980-03-18--08:00:00,75.86135,106.0554,335.39,1373.05,172.,12,125.07000000000001,72,512.,12,46.93,72,NA,11,NA,11,-
1980.2114071038254,78.375,1980-03-18--09:00:00,66.19827000000001,118.18472000000001,554.11,1373.02,369.,12,290.17,72,719.,12,78.83,72,NA,11,NA,11,-
1980.211520947177,78.41666666666666,1980-03-18--10:00:00,57.650710000000004,132.17714,734.66,1372.99,530.,12,419.5,72,784.,12,110.5,72,NA,11,NA,11,-
1980.2116347905285,78.45833333333333,1980-03-18--11:00:00,50.97594,148.75442,864.48,1372.96,638.,12,533.94,72,848.,12,104.06,72,NA,11,NA,11,-
1980.21174863388,78.5,1980-03-18--12:00:00,47.094500000000004,167.99012000000002,934.6700000000001,1372.92,678.,12,539.87,72,793.,12,138.13,72,NA,11,NA,11,-
1980.2118624772315,78.54166666666666,1980-03-18--13:00:00,46.762530000000005,188.56809,940.46,1372.89,734.,12,598.71,72,874.,12,135.29,72,NA,11,NA,11,-
1980.211976320583,78.58333333333333,1980-03-18--14:00:00,50.053790000000006,208.18415000000002,881.47,1372.8600000000001,625.,12,471.92,72,735.,12,153.08,72,NA,11,NA,11,-
1980.2120901639346,78.625,1980-03-18--15:00:00,56.29758,225.26351000000003,761.75,1372.82,585.,12,443.90000000000003,72,800.,12,141.1,72,NA,11,NA,11,-
1980.2122040072861,78.66666666666666,1980-03-18--16:00:00,64.56688000000001,239.67786,589.5600000000001,1372.79,341.,12,92.76,72,216.,12,248.24,72,NA,11,NA,11,-
1980.2123178506376,78.70833333333333,1980-03-18--17:00:00,74.0672,252.08948,376.84000000000003,1372.76,128.,12,5.49,72,20.,12,122.51,72,NA,11,NA,11,-
1980.2124316939892,78.75,1980-03-18--18:00:00,84.17025000000001,263.31472,139.43,1372.73,66.,12,9.040000000000001,72,89.,12,56.96,72,NA,11,NA,11,-
1980.2125455373407,78.79166666666666,1980-03-18--19:00:00,94.67041,274.11726000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.2126593806925,78.83333333333333,1980-03-18--20:00:00,104.99888000000001,285.22418000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
