Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
21,21,07::32:29,16::43:46,12::08:21,3.406,12.596,2.098,2.8000000000000003,1.329,2.529,4.296,2.5300000000000002,0.794,3.7760000000000002,-,-,-,-,-
22,22,07::31:14,16::45:02,12::08:37,3.452,12.623000000000001,0.654,2.8000000000000003,0.016,2.473,0.04,2.5300000000000002,0.638,3.7760000000000002,-,-,-,-,-
23,23,07::29:48,16::46:19,12::08:53,3.5,12.65,0.41500000000000004,2.8000000000000003,0.,100,0.,100,0.41500000000000004,3.774,-,-,-,-,-
24,24,07::28:25,16::47:37,12::09:08,3.544,12.684000000000001,1.618,2.8000000000000003,0.261,2.533,0.722,2.5300000000000002,1.357,3.773,-,-,-,-,-
25,25,07::27:42,16::48:57,12::09:22,3.589,12.698,0.882,2.8000000000000003,0.02,2.473,0.047,2.5300000000000002,0.862,3.7760000000000002,-,-,-,-,-
26,26,07::26:57,16::50:18,12::09:36,3.6350000000000002,12.712,2.039,2.8000000000000003,1.022,2.5300000000000002,2.995,2.5300000000000002,1.0170000000000001,3.773,-,-,-,-,-
27,27,07::26:09,16::51:40,12::09:49,3.6830000000000003,12.728,2.545,2.8000000000000003,2.1390000000000002,2.5300000000000002,6.678,2.5300000000000002,0.406,3.77,-,-,-,-,-
28,28,07::25:19,16::53:03,12::10:00,3.731,12.744,-,-,1.741,2.5300000000000002,5.245,2.5300000000000002,-,-,-,-,-,-,-
29,29,07::24:26,16::54:27,12::10:11,3.7800000000000002,12.761000000000001,2.95,3.0460000000000003,2.041,2.5300000000000002,6.157,2.5300000000000002,0.867,4.1850000000000005,-,-,-,-,-
30,30,07::23:31,16::55:52,12::10:22,3.831,12.779,2.361,3.029,1.29,2.5300000000000002,3.8000000000000003,2.5300000000000002,1.044,4.049,-,-,-,-,-
31,31,07::22:33,16::57:18,12::10:31,3.882,12.798,1.119,2.8000000000000003,0.026000000000000002,2.531,0.068,2.5300000000000002,1.093,3.774,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR (W/m^2),ETRn (W/m^2),GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,Data_Begins_Next_Row
1980.0001138433518,1.0416666666666665,1980-01-01--01:00:00,156.45696,17.29182,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0002276867033,1.0833333333333333,1980-01-01--02:00:00,150.88766,46.138250000000006,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0003415300548,1.125,1980-01-01--03:00:00,142.20289000000002,65.79185000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0004553734063,1.1666666666666665,1980-01-01--04:00:00,132.22105000000002,79.90652,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0005692167579,1.2083333333333333,1980-01-01--05:00:00,121.81127000000001,91.29233,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0006830601094,1.25,1980-01-01--06:00:00,111.43298000000001,101.48880000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.000796903461,1.2916666666666665,1980-01-01--07:00:00,101.40615000000001,111.39563000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0009107468127,1.3333333333333333,1980-01-01--08:00:00,91.93296000000001,121.62297000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0010245901642,1.375,1980-01-01--09:00:00,83.62568,132.63337,125.02,1126.04,67.,12,28.53,72,257.,12,38.47,72,NA,11,NA,11,-
1980.0011384335157,1.4166666666666665,1980-01-01--10:00:00,76.78915,144.7578,321.89,1408.51,163.,12,137.81,72,603.,12,25.19,72,NA,11,NA,11,-
1980.0012522768673,1.4583333333333333,1980-01-01--11:00:00,71.80322000000001,158.1142,439.85,1408.51,250.,12,190.49,72,610.,12,59.51,72,NA,11,NA,11,-
1980.0013661202188,1.5,1980-01-01--12:00:00,69.14946,172.47747,501.33,1408.51,220.,12,198.97,72,559.,12,21.03,72,NA,11,NA,11,-
1980.0014799635703,1.5416666666666665,1980-01-01--13:00:00,69.12046000000001,187.2415,502.,1408.51,308.,12,258.39,72,725.,12,49.61,72,NA,11,NA,11,-
1980.0015938069218,1.5833333333333333,1980-01-01--14:00:00,71.7196,201.62181,441.8,1408.51,258.,12,153.07,72,488.,12,104.93,72,NA,11,NA,11,-
1980.0017076502734,1.625,1980-01-01--15:00:00,76.65953,215.00542000000002,325.,1408.51,113.,12,62.99,72,273.,12,50.01,72,NA,11,NA,11,-
1980.001821493625,1.6666666666666665,1980-01-01--16:00:00,83.46201,227.15888,160.38,1408.51,67.,12,12.41,72,109.,12,54.59,72,NA,11,NA,11,-
1980.0019353369764,1.7083333333333333,1980-01-01--17:00:00,91.72371000000001,238.19434,0,0.,3.,12,1.,72,1.,12,3.,72,NA,11,NA,11,-
1980.002049180328,1.75,1980-01-01--18:00:00,101.19317000000001,248.43981000000002,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0021630236795,1.7916666666666665,1980-01-01--19:00:00,111.20749,258.35589000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0022768670312,1.8333333333333333,1980-01-01--20:00:00,121.57824000000001,268.54975,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0023907103828,1.875,1980-01-01--21:00:00,131.98592000000002,279.91382000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0025045537343,1.9166666666666665,1980-01-01--22:00:00,141.97409000000002,293.96955,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0026183970858,1.9583333333333333,1980-01-01--23:00:00,150.68388000000002,313.48844,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0027322404374,2.,1980-01-01--24:00:00,156.32116000000002,342.11076,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0028460837889,2.0416666666666665,1980-01-02--01:00:00,156.40233,16.98122,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0029599271404,2.083333333333333,1980-01-02--02:00:00,150.87877,45.85969,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.003073770492,2.125,1980-01-02--03:00:00,142.21889000000002,65.57146,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0031876138435,2.1666666666666665,1980-01-02--04:00:00,132.24746000000002,79.72613000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.003301457195,2.208333333333333,1980-01-02--05:00:00,121.83982,91.13547000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0034153005465,2.25,1980-01-02--06:00:00,111.45829,101.34474,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0035291438983,2.2916666666666665,1980-01-02--07:00:00,101.42403,111.25746000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0036429872498,2.333333333333333,1980-01-02--08:00:00,91.93990000000001,121.48629000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0037568306013,2.375,1980-01-02--09:00:00,83.61701000000001,132.49594000000002,125.12,1125.41,13.,12,0.,72,0.,12,13.,72,NA,11,NA,11,-
1980.0038706739529,2.4166666666666665,1980-01-02--10:00:00,76.76137,144.62,322.56,1408.53,51.,12,0.,72,0.,12,51.,72,NA,11,NA,11,-
1980.0039845173044,2.458333333333333,1980-01-02--11:00:00,71.75333,157.97973000000002,441.02,1408.53,67.,12,0.,72,0.,12,67.,72,NA,11,NA,11,-
1980.004098360656,2.5,1980-01-02--12:00:00,69.07641000000001,172.35309,503.02000000000004,1408.53,62.,12,0.,72,0.,12,62.,72,NA,11,NA,11,-
1980.0042122040074,2.5416666666666665,1980-01-02--13:00:00,69.02601,187.13471,504.17,1408.53,54.,12,0.,72,0.,12,54.,72,NA,11,NA,11,-
1980.004326047359,2.583333333333333,1980-01-02--14:00:00,71.60803,201.53727,444.41,1408.53,51.,12,0.,72,0.,12,51.,72,NA,11,NA,11,-
1980.0044398907105,2.625,1980-01-02--15:00:00,76.53623,214.94334,327.95,1408.53,29.,12,0.,72,0.,12,29.,72,NA,11,NA,11,-
1980.004553734062,2.6666666666666665,1980-01-02--16:00:00,83.33286000000001,227.11620000000002,163.53,1408.53,16.,12,0.,72,0.,12,16.,72,NA,11,NA,11,-
1980.0046675774136,2.708333333333333,1980-01-02--17:00:00,91.5751,238.16691000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0047814207653,2.75,1980-01-02--18:00:00,101.05541000000001,248.42355000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0048952641168,2.7916666666666665,1980-01-02--19:00:00,111.06915000000001,258.34707000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0050091074684,2.833333333333333,1980-01-02--20:00:00,121.43963000000001,268.54418000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.00512295082,2.875,1980-01-02--21:00:00,131.84725,279.90469,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0052367941714,2.9166666666666665,1980-01-02--22:00:00,141.83619000000002,293.94156000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.005350637523,2.958333333333333,1980-01-02--23:00:00,150.55115,313.40338,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0054644808745,3.,1980-01-02--24:00:00,156.21013000000002,341.90177000000006,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.005578324226,3.0416666666666665,1980-01-03--01:00:00,156.33947,16.670650000000002,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0056921675775,3.083333333333333,1980-01-03--02:00:00,150.86234000000002,45.574870000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.005806010929,3.125,1980-01-03--03:00:00,142.22822000000002,65.34379,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0059198542806,3.1666666666666665,1980-01-03--04:00:00,132.26770000000002,79.53905,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0060336976323,3.208333333333333,1980-01-03--05:00:00,121.86237000000001,90.97268000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0061475409839,3.25,1980-01-03--06:00:00,111.47756000000001,101.19545000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0062613843354,3.2916666666666665,1980-01-03--07:00:00,101.43567,111.11468,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.006375227687,3.333333333333333,1980-01-03--08:00:00,91.93984,121.34561000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0064890710385,3.375,1980-01-03--09:00:00,83.60159,132.35524,125.48,1125.95,13.,12,0.,72,0.,12,13.,72,NA,11,NA,11,-
1980.00660291439,3.4166666666666665,1980-01-03--10:00:00,76.72641,144.47984000000002,323.40000000000003,1408.53,43.,12,0.,72,0.,12,43.,72,NA,11,NA,11,-
1980.0067167577415,3.458333333333333,1980-01-03--11:00:00,71.69600000000001,157.84409000000002,442.36,1408.53,67.,12,0.,72,0.,12,67.,72,NA,11,NA,11,-
1980.006830601093,3.5,1980-01-03--12:00:00,68.99584,172.22902000000002,504.87,1408.53,96.,12,0.,72,0.,12,96.,72,NA,11,NA,11,-
1980.0069444444446,3.5416666666666665,1980-01-03--13:00:00,68.92425,187.02980000000002,506.51,1408.53,188.,12,2.16,72,6.,12,185.84,72,NA,11,NA,11,-
1980.007058287796,3.583333333333333,1980-01-03--14:00:00,71.48962,201.45602000000002,447.18,1408.53,201.,12,4.13,72,13.,12,196.87,72,NA,11,NA,11,-
1980.0071721311476,3.625,1980-01-03--15:00:00,76.4067,214.88564000000002,331.05,1408.53,153.,12,23.97,72,102.,12,129.03,72,NA,11,NA,11,-
1980.0072859744994,3.6666666666666665,1980-01-03--16:00:00,83.19815000000001,227.07871000000003,166.82,1408.53,59.,12,1.78,72,15.,12,57.22,72,NA,11,NA,11,-
1980.007399817851,3.708333333333333,1980-01-03--17:00:00,91.41868000000001,238.14523000000003,0,0.,5.,12,0.,72,0.,12,5.,72,NA,11,NA,11,-
1980.0075136612024,3.75,1980-01-03--18:00:00,100.91313000000001,248.41358000000002,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.007627504554,3.7916666666666665,1980-01-03--19:00:00,110.92665000000001,258.34511000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0077413479055,3.833333333333333,1980-01-03--20:00:00,121.29702,268.54621000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.007855191257,3.875,1980-01-03--21:00:00,131.70448000000002,279.90418,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0079690346085,3.9166666666666665,1980-01-03--22:00:00,141.6937,293.92354,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.00808287796,3.958333333333333,1980-01-03--23:00:00,150.41277000000002,313.32947,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0081967213116,4.,1980-01-03--24:00:00,156.09182,341.70197,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0083105646631,4.041666666666666,1980-01-04--01:00:00,156.2684,16.360660000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0084244080147,4.083333333333333,1980-01-04--02:00:00,150.83831,45.284220000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0085382513662,4.125,1980-01-04--03:00:00,142.23079,65.10910000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.008652094718,4.166666666666666,1980-01-04--04:00:00,132.28168000000002,79.34544000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0087659380695,4.208333333333333,1980-01-04--05:00:00,121.87884000000001,90.8041,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.008879781421,4.25,1980-01-04--06:00:00,111.49073000000001,101.04104000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0089936247725,4.291666666666666,1980-01-04--07:00:00,101.44101,110.96740000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.009107468124,4.333333333333333,1980-01-04--08:00:00,91.93274000000001,121.20106000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0092213114756,4.375,1980-01-04--09:00:00,83.57941000000001,132.21137000000002,126.10000000000001,1127.65,5.,12,0.,72,0.,12,5.,72,NA,11,NA,11,-
1980.009335154827,4.416666666666666,1980-01-04--10:00:00,76.68428,144.33744000000002,324.41,1408.52,24.,12,0.,72,0.,12,24.,72,NA,11,NA,11,-
1980.0094489981786,4.458333333333333,1980-01-04--11:00:00,71.63124,157.7074,443.87,1408.52,49.,12,0.,72,0.,12,49.,72,NA,11,NA,11,-
1980.0095628415302,4.5,1980-01-04--12:00:00,68.90780000000001,172.10536000000002,506.88,1408.52,54.,12,0.,72,0.,12,54.,72,NA,11,NA,11,-
1980.0096766848817,4.541666666666666,1980-01-04--13:00:00,68.81523,186.92685,509.01,1408.52,62.,12,0.,72,0.,12,62.,72,NA,11,NA,11,-
1980.0097905282332,4.583333333333333,1980-01-04--14:00:00,71.36441,201.37815,450.09000000000003,1408.52,62.,12,0.,72,0.,12,62.,72,NA,11,NA,11,-
1980.009904371585,4.625,1980-01-04--15:00:00,76.27101,214.83241,334.28000000000003,1408.52,38.,12,0.,72,0.,12,38.,72,NA,11,NA,11,-
1980.0100182149365,4.666666666666666,1980-01-04--16:00:00,83.05794,227.04645000000002,170.24,1408.52,10.,12,0.,72,0.,12,10.,72,NA,11,NA,11,-
1980.010132058288,4.708333333333333,1980-01-04--17:00:00,91.25359,238.12936000000002,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0102459016396,4.75,1980-01-04--18:00:00,100.76643000000001,248.40991000000002,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.010359744991,4.791666666666666,1980-01-04--19:00:00,110.78009000000002,258.35001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0104735883426,4.833333333333333,1980-01-04--20:00:00,121.15051000000001,268.55584000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0105874316941,4.875,1980-01-04--21:00:00,131.55771000000001,279.91228,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0107012750457,4.916666666666666,1980-01-04--22:00:00,141.54672000000002,293.91548,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0108151183972,4.958333333333333,1980-01-04--23:00:00,150.26884,313.26672,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0109289617487,5.,1980-01-04--24:00:00,155.96633,341.51161,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0110428051003,5.041666666666666,1980-01-05--01:00:00,156.18912,16.051820000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.011156648452,5.083333333333333,1980-01-05--02:00:00,150.80663,44.98818000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0112704918035,5.125,1980-01-05--03:00:00,142.22653000000003,64.86768000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.011384335155,5.166666666666666,1980-01-05--04:00:00,132.28933,79.14550000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0114981785066,5.208333333333333,1980-01-05--05:00:00,121.88918000000001,90.62989,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0116120218581,5.25,1980-01-05--06:00:00,111.49775000000001,100.88165000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0117258652097,5.291666666666666,1980-01-05--07:00:00,101.44003000000001,110.81574,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0118397085612,5.333333333333333,1980-01-05--08:00:00,91.91857,121.05274000000001,0,0.,0.,12,1.,72,1.,12,0.,72,NA,11,NA,11,-
1980.0119535519127,5.375,1980-01-05--09:00:00,83.55044000000001,132.06443000000002,126.99000000000001,1130.51,3.,12,0.11,72,1.,12,2.89,72,NA,11,NA,11,-
1980.0120673952642,5.416666666666666,1980-01-05--10:00:00,76.63497000000001,144.19287,325.58,1408.5,26.,12,0.23,72,1.,12,25.77,72,NA,11,NA,11,-
1980.0121812386158,5.458333333333333,1980-01-05--11:00:00,71.55907,157.56975,445.55,1408.5,64.,12,0.,72,0.,12,64.,72,NA,11,NA,11,-
1980.0122950819673,5.5,1980-01-05--12:00:00,68.81232,171.9822,509.06,1408.5,300.,12,204.93,72,567.,12,95.07000000000001,72,NA,11,NA,11,-
1980.012408925319,5.541666666666666,1980-01-05--13:00:00,68.69900000000001,186.82596,511.66,1408.5,137.,12,50.13,72,138.,12,86.87,72,NA,11,NA,11,-
1980.0125227686706,5.583333333333333,1980-01-05--14:00:00,71.23249000000001,201.30374,453.15000000000003,1408.49,145.,12,28.63,72,89.,12,116.37,72,NA,11,NA,11,-
1980.012636612022,5.625,1980-01-05--15:00:00,76.12925000000001,214.78372000000002,337.66,1408.49,62.,12,0.72,72,3.,12,61.28,72,NA,11,NA,11,-
1980.0127504553736,5.666666666666666,1980-01-05--16:00:00,82.91233000000001,227.01949000000002,173.79,1408.49,38.,12,4.44,72,36.,12,33.56,72,NA,11,NA,11,-
1980.0128642987252,5.708333333333333,1980-01-05--17:00:00,91.0785,238.11934000000002,0,0.,10.,12,0.,72,0.,12,10.,72,NA,11,NA,11,-
1980.0129781420767,5.75,1980-01-05--18:00:00,100.61540000000001,248.41257000000002,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0130919854282,5.791666666666666,1980-01-05--19:00:00,110.62958,258.36179000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0132058287797,5.833333333333333,1980-01-05--20:00:00,121.0002,268.57307000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0133196721313,5.875,1980-01-05--21:00:00,131.40704000000002,279.92899,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0134335154828,5.916666666666666,1980-01-05--22:00:00,141.39536,293.91734,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0135473588343,5.958333333333333,1980-01-05--23:00:00,150.11949,313.21512,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
