Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
1980.84005,308.4583333,1980-11-03--11:00:00,61.85631,168.16503,652.78,1383.93,137.93,12,NA,99,NA,99,NA,99,13.5,11,139.28,11,4.32,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.84006,308.4618056,1980-11-03--11:05:00,61.689,169.51988,656.34,1383.93,NA,99,NA,99,NA,99,NA,99,13.3,99,99.23,99,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840069,308.4652778,1980-11-03--11:10:00,61.54195,170.87976,659.47,1383.94,70.09,12,NA,99,NA,99,NA,99,13.01,11,71.44,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840079,308.46875,1980-11-03--11:15:00,61.41534,172.24405,662.16,1383.94,58.78,12,NA,99,NA,99,NA,99,12.91,11,60.13,11,1.5,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840088,308.4722222,1980-11-03--11:20:00,61.30928,173.61213,664.4,1383.94,63.5,12,NA,99,NA,99,NA,99,12.72,11,64.85,11,1.5,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840098,308.4756944,1980-11-03--11:25:00,61.22389,174.98333,666.21,1383.94,71.98,12,NA,99,NA,99,NA,99,12.72,11,73.33,11,1.5,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840107,308.4791667,1980-11-03--11:30:00,61.15927,176.35699,667.58,1383.95,91.76,12,NA,99,NA,99,NA,99,12.72,11,93.11,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840116,308.4826389,1980-11-03--11:35:00,61.11548,177.73243,668.51,1383.95,112.01,12,NA,99,NA,99,NA,99,12.72,11,113.36,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840126,308.4861111,1980-11-03--11:40:00,61.09257,179.10896,669,1383.95,138.87,12,NA,99,NA,99,NA,99,12.91,11,140.22,11,3.11,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840135,308.4895833,1980-11-03--11:45:00,61.09057,180.48591,669.04,1383.95,154.88,12,NA,99,NA,99,NA,99,12.91,11,156.23,11,3.52,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840145,308.4930556,1980-11-03--11:50:00,61.10947,181.86256,668.64,1383.96,153.46,12,NA,99,NA,99,NA,99,13.11,11,154.81,11,3.11,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840154,308.4965278,1980-11-03--11:55:00,61.14926,183.23824,667.8,1383.96,137.45,12,NA,99,NA,99,NA,99,13.01,11,138.8,11,3.11,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840164,308.5,1980-11-03--12:00:00,61.2099,184.61225,666.52,1383.96,130.86,12,NA,99,NA,99,NA,99,12.91,11,132.21,11,1.5,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840173,308.5034722,1980-11-03--12:05:00,61.29132,185.98392,664.8,1383.96,NA,99,NA,99,NA,99,NA,99,13.11,99,122.32,99,1.1,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840183,308.5069444,1980-11-03--12:10:00,61.39343,187.35257,662.63,1383.97,112.01,12,NA,99,NA,99,NA,99,12.91,11,113.36,11,1.5,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840192,308.5104167,1980-11-03--12:15:00,61.51612,188.71756,660.03,1383.97,106.83,12,NA,99,NA,99,NA,99,12.91,11,108.18,11,1.5,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840202,308.5138889,1980-11-03--12:20:00,61.65927,190.07823,656.99,1383.97,104.95,12,NA,99,NA,99,NA,99,12.82,11,106.3,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840211,308.5173611,1980-11-03--12:25:00,61.82272,191.43398,653.51,1383.97,98.83,12,NA,99,NA,99,NA,99,12.82,11,100.18,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840221,308.5208333,1980-11-03--12:30:00,62.0063,192.78419,649.6,1383.98,87.05,12,NA,99,NA,99,NA,99,12.82,11,88.4,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.84023,308.5243056,1980-11-03--12:35:00,62.20983,194.1283,645.26,1383.98,91.29,12,NA,99,NA,99,NA,99,12.82,11,92.64,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.84024,308.5277778,1980-11-03--12:40:00,62.4331,195.46575,640.48,1383.98,97.88,12,NA,99,NA,99,NA,99,12.82,11,99.23,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840249,308.53125,1980-11-03--12:45:00,62.67587,196.796,635.28,1383.98,98.35,12,NA,99,NA,99,NA,99,12.82,11,99.7,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840259,308.5347222,1980-11-03--12:50:00,62.93793,198.11858,629.65,1383.99,125.67,12,NA,99,NA,99,NA,99,12.72,11,127.02,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840268,308.5381944,1980-11-03--12:55:00,63.219,199.43301,623.6,1383.99,128.03,12,NA,99,NA,99,NA,99,12.82,11,129.38,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840278,308.5416667,1980-11-03--13:00:00,63.51881,200.73885,617.13,1383.99,110.14,12,NA,99,NA,99,NA,99,12.72,11,111.49,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840287,308.5451389,1980-11-03--13:05:00,63.83709,202.0357,610.24,1383.99,NA,99,NA,99,NA,99,NA,99,12.62,99,122.32,99,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840297,308.5486111,1980-11-03--13:10:00,64.17355,203.32318,602.93,1384,129.45,12,NA,99,NA,99,NA,99,12.52,11,130.8,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840306,308.5520833,1980-11-03--13:15:00,64.52787,204.60097,595.22,1384,111.55,12,NA,99,NA,99,NA,99,12.62,11,112.9,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840316,308.5555556,1980-11-03--13:20:00,64.89974,205.86874,587.1,1384,98.83,12,NA,99,NA,99,NA,99,12.62,11,100.18,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840325,308.5590278,1980-11-03--13:25:00,65.28883,207.12622,578.57,1384,105.9,12,NA,99,NA,99,NA,99,12.52,11,107.25,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840335,308.5625,1980-11-03--13:30:00,65.69482,208.37318,569.65,1384.01,110.14,12,NA,99,NA,99,NA,99,12.52,11,111.49,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840344,308.5659722,1980-11-03--13:35:00,66.11737,209.6094,560.34,1384.01,107.77,12,NA,99,NA,99,NA,99,12.52,11,109.12,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840354,308.5694444,1980-11-03--13:40:00,66.55613,210.8347,550.63,1384.01,104.01,12,NA,99,NA,99,NA,99,12.52,11,105.36,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840363,308.5729167,1980-11-03--13:45:00,67.01076,212.04894,540.54,1384.01,92.7,12,NA,99,NA,99,NA,99,12.42,11,94.05,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840373,308.5763889,1980-11-03--13:50:00,67.48089,213.25199,530.07,1384.02,92.7,12,NA,99,NA,99,NA,99,12.42,11,94.05,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840382,308.5798611,1980-11-03--13:55:00,67.96619,214.44378,519.22,1384.02,97.88,12,NA,99,NA,99,NA,99,12.42,11,99.23,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840392,308.5833333,1980-11-03--14:00:00,68.46628,215.62423,508,1384.02,98.35,12,NA,99,NA,99,NA,99,12.42,11,99.7,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840401,308.5868056,1980-11-03--14:05:00,68.98081,216.79332,496.42,1384.02,NA,99,NA,99,NA,99,NA,99,12.52,99,104.88,99,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840411,308.5902778,1980-11-03--14:10:00,69.50942,217.95104,484.48,1384.03,104.01,12,NA,99,NA,99,NA,99,12.62,11,105.36,11,3.11,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.84042,308.59375,1980-11-03--14:15:00,70.05175,219.09741,472.19,1384.03,93.18,12,NA,99,NA,99,NA,99,12.72,11,94.53,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.84043,308.5972222,1980-11-03--14:20:00,70.60743,220.23245,459.55,1384.03,83.75,12,NA,99,NA,99,NA,99,12.72,11,85.1,11,3.11,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840439,308.6006944,1980-11-03--14:25:00,71.17611,221.35625,446.57,1384.03,83.28,12,NA,99,NA,99,NA,99,12.72,11,84.63,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840449,308.6041667,1980-11-03--14:30:00,71.75743,222.46887,433.26,1384.04,79.04,12,NA,99,NA,99,NA,99,12.72,11,80.39,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840458,308.6076389,1980-11-03--14:35:00,72.35103,223.57044,419.62,1384.04,78.1,12,NA,99,NA,99,NA,99,12.62,11,79.45,11,3.11,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840468,308.6111111,1980-11-03--14:40:00,72.95654,224.66105,405.66,1384.04,83.75,12,NA,99,NA,99,NA,99,12.72,11,85.1,11,3.52,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840477,308.6145833,1980-11-03--14:45:00,73.57363,225.74087,391.38,1384.04,88.94,12,NA,99,NA,99,NA,99,12.82,11,90.29,11,3.11,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840486,308.6180556,1980-11-03--14:50:00,74.20192,226.81004,376.8,1384.05,98.35,12,NA,99,NA,99,NA,99,12.82,11,99.7,11,3.52,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840496,308.6215278,1980-11-03--14:55:00,74.84107,227.86873,361.93,1384.05,95.05,12,NA,99,NA,99,NA,99,12.82,11,96.4,11,3.52,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840505,308.625,1980-11-03--15:00:00,75.49071,228.91712,346.76,1384.05,83.75,12,NA,99,NA,99,NA,99,12.82,11,85.1,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840515,308.6284722,1980-11-03--15:05:00,76.1505,229.95543,331.3,1384.05,NA,99,NA,99,NA,99,NA,99,12.82,99,74.26,99,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840524,308.6319444,1980-11-03--15:10:00,76.82007,230.98385,315.58,1384.06,57.37,12,NA,99,NA,99,NA,99,12.62,11,58.72,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840534,308.6354167,1980-11-03--15:15:00,77.49906,232.00261,299.59,1384.06,51.72,12,NA,99,NA,99,NA,99,12.62,11,53.07,11,1.5,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840543,308.6388889,1980-11-03--15:20:00,78.1871,233.01193,283.34,1384.06,47.95,12,NA,99,NA,99,NA,99,12.62,11,49.3,11,1.5,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840553,308.6423611,1980-11-03--15:25:00,78.8838,234.01207,266.85,1384.06,42.3,12,NA,99,NA,99,NA,99,12.42,11,43.65,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840562,308.6458333,1980-11-03--15:30:00,79.58878,235.00326,250.12,1384.07,39.94,12,NA,99,NA,99,NA,99,12.42,11,41.29,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840572,308.6493056,1980-11-03--15:35:00,80.30162,235.98578,233.16,1384.07,40.88,12,NA,99,NA,99,NA,99,12.42,11,42.23,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840581,308.6527778,1980-11-03--15:40:00,81.02187,236.95987,215.99,1384.07,45.12,12,NA,99,NA,99,NA,99,12.42,11,46.47,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840591,308.65625,1980-11-03--15:45:00,81.74905,237.92582,198.63,1384.07,44.66,12,NA,99,NA,99,NA,99,12.42,11,46.01,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.8406,308.6597222,1980-11-03--15:50:00,82.48261,238.8839,181.07,1384.08,40.88,12,NA,99,NA,99,NA,99,12.33,11,42.23,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.84061,308.6631944,1980-11-03--15:55:00,83.22194,239.8344,163.35,1384.08,43.24,12,NA,99,NA,99,NA,99,12.33,11,44.59,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840619,308.6666667,1980-11-03--16:00:00,83.96631,240.77759,145.49,1384.08,38.53,12,NA,99,NA,99,NA,99,12.33,11,39.88,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840629,308.6701389,1980-11-03--16:05:00,84.71414,241.71379,127.51,1384.08,NA,99,NA,99,NA,99,NA,99,12.23,99,28.1,99,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840638,308.6736111,1980-11-03--16:10:00,85.46619,242.64328,109.41,1384.09,20.63,12,NA,99,NA,99,NA,99,12.13,11,21.98,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840648,308.6770833,1980-11-03--16:15:00,86.21757,243.56637,91.31,1384.09,15.45,12,NA,99,NA,99,NA,99,12.23,11,16.8,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840657,308.6805556,1980-11-03--16:20:00,86.96789,244.48337,73.21,1384.09,12.15,12,NA,99,NA,99,NA,99,12.13,11,13.5,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840667,308.6840278,1980-11-03--16:25:00,87.7138,245.39458,55.21,1384.09,9.8,12,NA,99,NA,99,NA,99,12.13,11,11.15,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840676,308.6875,1980-11-03--16:30:00,88.44995,246.30032,37.44,1384.1,5.08,12,NA,99,NA,99,NA,99,12.13,11,6.43,11,1.5,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840686,308.6909722,1980-11-03--16:35:00,89.16898,247.20091,20.07,1384.1,2.73,92,NA,99,NA,99,NA,99,11.93,11,4.08,91,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840695,308.6944444,1980-11-03--16:40:00,89.86131,248.09667,3.35,1384.1,1.78,92,NA,99,NA,99,NA,99,11.93,11,3.13,91,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840705,308.6979167,1980-11-03--16:45:00,90.93789,248.98792,0,0,1.32,12,NA,99,NA,99,NA,99,11.74,11,2.67,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840714,308.7013889,1980-11-03--16:50:00,91.86293,249.87499,0,0,0.37,12,NA,99,NA,99,NA,99,11.84,11,1.72,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840724,308.7048611,1980-11-03--16:55:00,92.73034,250.75822,0,0,-0.09,12,NA,99,NA,99,NA,99,11.64,11,1.26,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840733,308.7083333,1980-11-03--17:00:00,93.5815,251.63793,0,0,-0.09,12,NA,99,NA,99,NA,99,11.54,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840743,308.7118056,1980-11-03--17:05:00,94.4275,252.51447,0,0,NA,99,NA,99,NA,99,NA,99,11.64,99,1.72,99,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840752,308.7152778,1980-11-03--17:10:00,95.27246,253.38819,0,0,0.37,12,NA,99,NA,99,NA,99,11.54,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840762,308.71875,1980-11-03--17:15:00,96.11819,254.25942,0,0,-0.09,12,NA,99,NA,99,NA,99,11.64,11,1.26,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840771,308.7222222,1980-11-03--17:20:00,96.96555,255.12853,0,0,0.37,12,NA,99,NA,99,NA,99,11.44,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840781,308.7256944,1980-11-03--17:25:00,97.81497,255.99586,0,0,0.37,12,NA,99,NA,99,NA,99,11.44,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.84079,308.7291667,1980-11-03--17:30:00,98.66661,256.86178,0,0,0.37,12,NA,99,NA,99,NA,99,11.44,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.8408,308.7326389,1980-11-03--17:35:00,99.52054,257.72665,0,0,0.37,12,NA,99,NA,99,NA,99,11.54,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840809,308.7361111,1980-11-03--17:40:00,100.37673,258.59085,0,0,0.37,12,NA,99,NA,99,NA,99,11.44,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840819,308.7395833,1980-11-03--17:45:00,101.23509,259.45475,0,0,0.37,12,NA,99,NA,99,NA,99,11.44,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840828,308.7430556,1980-11-03--17:50:00,102.09553,260.31874,0,0,0.37,12,NA,99,NA,99,NA,99,11.35,11,1.72,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840838,308.7465278,1980-11-03--17:55:00,102.95791,261.18321,0,0,0.37,12,NA,99,NA,99,NA,99,11.35,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840847,308.75,1980-11-03--18:00:00,103.82209,262.04856,0,0,0.37,12,NA,99,NA,99,NA,99,11.35,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840856,308.7534722,1980-11-03--18:05:00,104.68791,262.91519,0,0,NA,99,NA,99,NA,99,NA,99,11.35,99,1.26,99,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840866,308.7569444,1980-11-03--18:10:00,105.5552,263.78352,0,0,0.37,12,NA,99,NA,99,NA,99,11.25,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840875,308.7604167,1980-11-03--18:15:00,106.42379,264.65397,0,0,0.37,12,NA,99,NA,99,NA,99,11.25,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840885,308.7638889,1980-11-03--18:20:00,107.29351,265.52697,0,0,0.37,12,NA,99,NA,99,NA,99,11.25,11,1.72,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840894,308.7673611,1980-11-03--18:25:00,108.16417,266.40297,0,0,-0.09,12,NA,99,NA,99,NA,99,11.05,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840904,308.7708333,1980-11-03--18:30:00,109.03558,267.28242,0,0,-0.09,12,NA,99,NA,99,NA,99,10.96,11,1.26,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840913,308.7743056,1980-11-03--18:35:00,109.90756,268.16578,0,0,-0.09,12,NA,99,NA,99,NA,99,10.86,11,1.26,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840923,308.7777778,1980-11-03--18:40:00,110.77991,269.05354,0,0,0.37,12,NA,99,NA,99,NA,99,10.76,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840932,308.78125,1980-11-03--18:45:00,111.65242,269.94618,0,0,-0.09,12,NA,99,NA,99,NA,99,10.76,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840942,308.7847222,1980-11-03--18:50:00,112.5249,270.84422,0,0,-0.09,12,NA,99,NA,99,NA,99,10.76,11,1.26,11,1.91,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840951,308.7881944,1980-11-03--18:55:00,113.39713,271.74816,0,0,0.37,12,NA,99,NA,99,NA,99,10.76,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840961,308.7916667,1980-11-03--19:00:00,114.26891,272.65855,0,0,0.37,12,NA,99,NA,99,NA,99,10.66,11,1.72,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.84097,308.7951389,1980-11-03--19:05:00,115.14,273.57593,0,0,NA,99,NA,99,NA,99,NA,99,11.15,99,2.19,99,3.52,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.84098,308.7986111,1980-11-03--19:10:00,116.01019,274.50088,0,0,0.37,12,NA,99,NA,99,NA,99,10.86,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840989,308.8020833,1980-11-03--19:15:00,116.87925,275.43398,0,0,0.37,12,NA,99,NA,99,NA,99,10.76,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.840999,308.8055556,1980-11-03--19:20:00,117.74693,276.37585,0,0,0.37,12,NA,99,NA,99,NA,99,10.76,11,1.72,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.841008,308.8090278,1980-11-03--19:25:00,118.61298,277.32711,0,0,0.37,12,NA,99,NA,99,NA,99,10.76,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.841018,308.8125,1980-11-03--19:30:00,119.47717,278.28841,0,0,-0.09,12,NA,99,NA,99,NA,99,10.76,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.841027,308.8159722,1980-11-03--19:35:00,120.33921,279.26043,0,0,0.37,12,NA,99,NA,99,NA,99,10.76,11,1.72,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.841037,308.8194444,1980-11-03--19:40:00,121.19885,280.24386,0,0,-0.09,12,NA,99,NA,99,NA,99,10.76,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.841046,308.8229167,1980-11-03--19:45:00,122.0558,281.23943,0,0,-0.09,12,NA,99,NA,99,NA,99,10.66,11,1.26,11,2.31,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
1980.841056,308.8263889,1980-11-03--19:50:00,122.90976,282.24788,0,0,0.37,12,NA,99,NA,99,NA,99,10.66,11,1.72,11,2.71,99,BadData(DNI_original)_BadData(DNI)_BadData(DHI_Calc)_BadData(DrHI_Calc)_
