Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
1980.523442,192.5798611,1980-07-10--13:55:00,32.55143,232.61754,1108.93,1315.6,872.28,12,745.18,72,884.06,12,127.1,72,27.99,11,873.66,11,886.25,11,-
1980.523452,192.5833333,1980-07-10--14:00:00,33.25145,234.3146,1100.2,1315.6,863.8,12,738.98,72,883.66,12,124.82,72,28.09,11,865.18,11,885.85,11,-
1980.523461,192.5868056,1980-07-10--14:05:00,33.96629,235.95935,1091.11,1315.6,NA,99,NA,99,NA,99,NA,99,28.19,99,856.7,99,883.03,99,-
1980.523471,192.5902778,1980-07-10--14:10:00,34.69489,237.55414,1081.68,1315.6,845.9,12,722.9,72,879.23,12,123,72,28.38,11,847.28,11,881.42,11,-
1980.52348,192.59375,1980-07-10--14:15:00,35.43629,239.10133,1071.9,1315.6,836.47,12,714.72,72,877.22,12,121.75,72,28.77,11,837.85,11,879.41,11,-
1980.52349,192.5972222,1980-07-10--14:20:00,36.18959,240.60323,1061.78,1315.6,827.52,12,706.68,72,875.61,12,120.84,72,28.48,11,828.9,11,877.8,11,-
1980.523499,192.6006944,1980-07-10--14:25:00,36.95392,242.06209,1051.32,1315.6,817.16,12,697.47,72,872.8,12,119.69,72,28.58,11,818.54,11,874.99,11,-
1980.523509,192.6041667,1980-07-10--14:30:00,37.72848,243.48013,1040.53,1315.6,806.32,12,688.72,72,870.78,12,117.6,72,28.77,11,807.7,11,872.97,11,-
1980.523518,192.6076389,1980-07-10--14:35:00,38.51252,244.85945,1029.42,1315.6,796.91,12,680.1,72,869.17,12,116.81,72,28.77,11,798.29,11,871.36,11,-
1980.523528,192.6111111,1980-07-10--14:40:00,39.30534,246.20211,1017.99,1315.6,786.07,12,670.68,72,866.76,12,115.39,72,28.48,11,787.45,11,868.95,11,-
1980.523537,192.6145833,1980-07-10--14:45:00,40.10628,247.51009,1006.24,1315.6,774.77,12,660.79,72,863.94,12,113.98,72,28.38,11,776.15,11,866.13,11,-
1980.523547,192.6180556,1980-07-10--14:50:00,40.91472,248.78526,994.18,1315.6,765.34,12,654.08,72,865.55,12,111.26,72,28.77,11,766.72,11,867.74,11,-
1980.523556,192.6215278,1980-07-10--14:55:00,41.73007,250.02942,981.82,1315.6,753.57,12,642.95,72,861.53,12,110.62,72,28.87,11,754.95,11,863.72,11,-
1980.523566,192.625,1980-07-10--15:00:00,42.55179,251.24431,969.16,1315.6,742.73,12,633.77,72,860.32,12,108.96,72,28.68,11,744.11,11,862.51,11,-
1980.523575,192.6284722,1980-07-10--15:05:00,43.37937,252.43155,956.21,1315.6,NA,99,NA,99,NA,99,NA,99,28.77,99,730.46,99,857.68,99,-
1980.523585,192.6319444,1980-07-10--15:10:00,44.21232,253.59272,942.97,1315.6,718.23,12,612.89,72,855.09,12,105.34,72,28.77,11,719.61,11,857.28,11,-
1980.523594,192.6354167,1980-07-10--15:15:00,45.05018,254.72931,929.46,1315.6,705.99,12,602.69,72,853.08,12,103.3,72,28.48,11,707.37,11,855.27,11,-
1980.523604,192.6388889,1980-07-10--15:20:00,45.89254,255.84271,915.67,1315.6,693.27,12,592.91,72,851.87,12,100.36,72,28.77,11,694.65,11,854.06,11,-
1980.523613,192.6423611,1980-07-10--15:25:00,46.73898,256.93428,901.61,1315.6,680.08,12,579.95,72,846.24,12,100.13,72,28.68,11,681.46,11,848.43,11,-
1980.523622,192.6458333,1980-07-10--15:30:00,47.58911,258.00529,887.3,1315.6,666.89,12,567.75,72,841.81,12,99.14,72,28.68,11,668.27,11,844,11,-
1980.523632,192.6493056,1980-07-10--15:35:00,48.44258,259.05696,872.73,1315.6,653.7,12,555.5,72,837.39,12,98.2,72,28.87,11,655.08,11,839.58,11,-
1980.523641,192.6527778,1980-07-10--15:40:00,49.29904,260.09043,857.92,1315.6,639.57,12,543.44,72,833.36,12,96.13,72,28.68,11,640.95,11,835.55,11,-
1980.523651,192.65625,1980-07-10--15:45:00,50.15816,261.10681,842.87,1315.6,627.33,12,532.62,72,831.35,12,94.71,72,28.58,11,628.71,11,833.54,11,-
1980.52366,192.6597222,1980-07-10--15:50:00,51.01962,262.10713,827.59,1315.6,613.19,12,521.19,72,828.53,12,92,72,28.58,11,614.57,11,830.72,11,-
1980.52367,192.6631944,1980-07-10--15:55:00,51.88314,263.09238,812.08,1315.6,598.12,12,506.96,72,821.3,12,91.16,72,28.48,11,599.5,11,823.49,11,-
1980.523679,192.6666667,1980-07-10--16:00:00,52.74842,264.06351,796.36,1315.6,583.51,12,494.71,72,817.28,12,88.8,72,28.68,11,584.89,11,819.47,11,-
1980.523689,192.6701389,1980-07-10--16:05:00,53.61519,265.0214,780.42,1315.6,NA,99,NA,99,NA,99,NA,99,28.97,99,571.23,99,812.22,99,-
1980.523698,192.6736111,1980-07-10--16:10:00,54.48318,265.96692,764.29,1315.6,554.31,12,467.31,72,804.4,12,87,72,28.68,11,555.69,11,806.59,11,-
1980.523708,192.6770833,1980-07-10--16:15:00,55.35215,266.90087,747.96,1315.6,538.76,12,454.13,72,798.77,12,84.63,72,28.97,11,540.14,11,800.96,11,-
1980.523717,192.6805556,1980-07-10--16:20:00,56.22185,267.82404,731.45,1315.61,526.51,12,443.65,72,797.96,12,82.86,72,28.97,11,527.89,11,800.15,11,-
1980.523727,192.6840278,1980-07-10--16:25:00,57.09205,268.73716,714.76,1315.61,511.44,12,430.68,72,792.73,12,80.76,72,29.07,11,512.82,11,794.92,11,-
1980.523736,192.6875,1980-07-10--16:30:00,57.96251,269.64094,697.89,1315.61,496.37,12,417.11,72,786.29,12,79.26,72,28.77,11,497.75,11,788.48,11,-
1980.523746,192.6909722,1980-07-10--16:35:00,58.83302,270.53606,680.87,1315.61,481.76,12,403.18,72,779.05,12,78.58,72,28.68,11,483.14,11,781.24,11,-
1980.523755,192.6944444,1980-07-10--16:40:00,59.70336,271.42316,663.69,1315.61,468.1,12,390.98,72,775.02,12,77.12,72,28.77,11,469.48,11,777.21,11,-
1980.523765,192.6979167,1980-07-10--16:45:00,60.57331,272.30288,646.37,1315.61,453.03,12,377.62,72,768.59,12,75.41,72,28.58,11,454.41,11,770.78,11,-
1980.523774,192.7013889,1980-07-10--16:50:00,61.44268,273.17579,628.91,1315.61,437.01,12,362.03,72,757.32,12,74.98,72,28.48,11,438.39,11,759.51,11,-
1980.523784,192.7048611,1980-07-10--16:55:00,62.31127,274.04248,611.32,1315.61,421,12,346.11,72,744.85,12,74.89,72,28.58,11,422.38,11,747.04,11,-
1980.523793,192.7083333,1980-07-10--17:00:00,63.17886,274.90349,593.61,1315.61,407.8,12,334.09,72,740.43,12,73.71,72,28.48,11,409.18,11,742.62,11,-
1980.523803,192.7118056,1980-07-10--17:05:00,64.04527,275.75936,575.79,1315.61,NA,99,NA,99,NA,99,NA,99,29.26,99,398.83,99,740.61,99,-
1980.523812,192.7152778,1980-07-10--17:10:00,64.91031,276.61059,557.87,1315.61,378.6,12,309.7,72,730.37,12,68.9,72,28.48,11,379.98,11,732.56,11,-
1980.523822,192.71875,1980-07-10--17:15:00,65.77378,277.45767,539.85,1315.61,363.06,12,295.74,72,720.71,12,67.32,72,28.38,11,364.44,11,722.9,11,-
1980.523831,192.7222222,1980-07-10--17:20:00,66.6355,278.30108,521.74,1315.61,348.45,12,282.95,72,713.47,12,65.5,72,28.09,11,349.83,11,715.66,11,-
1980.523841,192.7256944,1980-07-10--17:25:00,67.49527,279.14127,503.56,1315.61,330.56,12,269.24,72,703.41,12,61.32,72,28.28,11,331.94,11,705.6,11,-
1980.52385,192.7291667,1980-07-10--17:30:00,68.35291,279.9787,485.31,1315.61,314.07,12,255.32,72,692.14,12,58.75,72,28.28,11,315.45,11,694.33,11,-
1980.52386,192.7326389,1980-07-10--17:35:00,69.20822,280.81378,467.01,1315.61,297.11,12,241.41,72,680.07,12,55.7,72,27.99,11,298.49,11,682.26,11,-
1980.523869,192.7361111,1980-07-10--17:40:00,70.06102,281.64694,448.65,1315.61,282.04,12,229.17,72,672.02,12,52.87,72,28.09,11,283.42,11,674.21,11,-
1980.523879,192.7395833,1980-07-10--17:45:00,70.91111,282.47857,430.25,1315.61,267.9,12,217.41,72,664.79,12,50.49,72,27.89,11,269.28,11,666.98,11,-
1980.523888,192.7430556,1980-07-10--17:50:00,71.75831,283.30908,411.82,1315.61,249.53,12,203.06,72,648.69,12,46.47,72,27.99,11,250.91,11,650.88,11,-
1980.523898,192.7465278,1980-07-10--17:55:00,72.6024,284.13885,393.37,1315.61,236.35,12,189.39,72,633.4,12,46.96,72,27.89,11,237.73,11,635.59,11,-
1980.523907,192.75,1980-07-10--18:00:00,73.44319,284.96824,374.9,1315.61,221.74,12,179.58,72,630.18,12,42.16,72,27.79,11,223.12,11,632.37,11,-
1980.523917,192.7534722,1980-07-10--18:05:00,74.28048,285.79761,356.44,1315.61,NA,99,NA,99,NA,99,NA,99,28.68,99,211.35,99,622.31,99,-
1980.523926,192.7569444,1980-07-10--18:10:00,75.11405,286.62734,337.98,1315.61,191.12,12,152.79,72,594.77,12,38.33,72,27.6,11,192.5,11,596.96,11,-
1980.523936,192.7604167,1980-07-10--18:15:00,75.94367,287.45775,319.53,1315.61,177.94,12,139.77,72,575.47,12,38.17,72,27.5,11,179.32,11,577.66,11,-
1980.523945,192.7638889,1980-07-10--18:20:00,76.76911,288.28918,301.11,1315.61,165.69,12,129.87,72,567.42,12,35.82,72,27.4,11,167.07,11,569.61,11,-
1980.523955,192.7673611,1980-07-10--18:25:00,77.59013,289.12197,282.73,1315.61,151.08,12,117.36,72,546.09,12,33.72,72,27.21,11,152.46,11,548.28,11,-
1980.523964,192.7708333,1980-07-10--18:30:00,78.40645,289.95644,264.4,1315.61,136.01,12,104,72,517.52,12,32.01,72,27.11,11,137.39,11,519.71,11,-
1980.523974,192.7743056,1980-07-10--18:35:00,79.21781,290.79291,246.12,1315.61,123.29,12,93.13,72,497.82,12,30.16,72,27.01,11,124.67,11,500.01,11,-
1980.523983,192.7777778,1980-07-10--18:40:00,80.02387,291.63169,227.91,1315.61,109.63,12,81.85,72,472.47,12,27.78,72,26.91,11,111.01,11,474.66,11,-
1980.523992,192.78125,1980-07-10--18:45:00,80.8243,292.47307,209.79,1315.61,97.39,12,71.68,72,449.53,12,25.71,72,26.72,11,98.77,11,451.72,11,-
1980.524002,192.7847222,1980-07-10--18:50:00,81.6187,293.31737,191.76,1315.61,86.08,12,62.01,72,425.4,12,24.07,72,26.33,11,87.46,11,427.59,11,-
1980.524011,192.7881944,1980-07-10--18:55:00,82.40662,294.16486,173.85,1315.61,73.36,12,52.07,72,394.01,12,21.29,72,26.13,11,74.74,11,396.2,11,-
1980.524021,192.7916667,1980-07-10--19:00:00,83.18752,295.01585,156.06,1315.61,62.99,12,43.4,72,365.84,12,19.59,72,25.84,11,64.37,11,368.03,11,-
1980.52403,192.7951389,1980-07-10--19:05:00,83.96079,295.8706,138.41,1315.61,NA,99,NA,99,NA,99,NA,99,25.93,99,54.48,99,334.64,99,-
1980.52404,192.7986111,1980-07-10--19:10:00,84.72494,296.72941,120.95,1315.62,42.74,12,27.53,72,299.46,12,15.21,72,25.15,11,44.12,11,301.65,11,-
1980.524049,192.8020833,1980-07-10--19:15:00,85.48089,297.59253,103.66,1315.62,33.79,12,20.62,72,261.64,12,13.17,72,24.86,11,35.17,11,263.83,11,-
1980.524059,192.8055556,1980-07-10--19:20:00,86.224,298.46025,86.64,1315.62,25.78,12,13.71,72,208.13,12,12.07,72,24.56,11,27.16,11,210.32,11,-
1980.524068,192.8090278,1980-07-10--19:25:00,86.95428,299.33281,69.9,1315.62,19.19,12,7.89,72,148.58,12,11.3,72,24.37,11,20.57,11,150.77,11,-
1980.524078,192.8125,1980-07-10--19:30:00,87.66903,300.21047,53.51,1315.62,13.53,12,3.92,72,96.28,12,9.61,72,23.88,11,14.91,11,98.47,11,-
1980.524087,192.8159722,1980-07-10--19:35:00,88.3642,301.09349,37.56,1315.62,9.29,12,1.58,72,55.24,12,7.71,72,23.39,11,10.67,11,57.43,11,-
1980.524097,192.8194444,1980-07-10--19:40:00,89.03449,301.98211,22.17,1315.62,6.94,92,0.35,92,20.64,92,6.59,92,22.9,11,8.32,91,22.83,91,-
1980.524106,192.8229167,1980-07-10--19:45:00,89.67353,302.87658,7.5,1315.62,4.12,92,0,92,0.12,92,4.12,92,22.41,11,5.5,91,2.31,91,-
1980.524116,192.8263889,1980-07-10--19:50:00,90.53979,303.77712,0,0,2.23,12,-0.69,72,-0.69,12,2.23,72,22.21,11,3.61,11,1.5,11,-
1980.524125,192.8298611,1980-07-10--19:55:00,91.42073,304.68397,0,0,0.81,12,-1.09,72,-1.09,12,0.81,72,22.02,11,2.19,11,1.1,11,-
1980.524135,192.8333333,1980-07-10--20:00:00,92.19464,305.59735,0,0,-0.12,12,-1.09,72,-1.09,12,-0.12,72,21.63,11,1.26,11,1.1,11,-
1980.524144,192.8368056,1980-07-10--20:05:00,92.93153,306.51748,0,0,NA,99,NA,99,NA,99,NA,99,22.61,99,0.78,99,2.31,99,-
1980.524154,192.8402778,1980-07-10--20:10:00,93.64771,307.44456,0,0,-1.07,12,-0.69,72,-0.69,12,-1.07,72,21.43,11,0.31,11,1.5,11,-
1980.524163,192.84375,1980-07-10--20:15:00,94.34888,308.3788,0,0,-0.6,12,-0.28,72,-0.28,12,-0.6,72,21.33,11,0.78,11,1.91,11,-
1980.524173,192.8472222,1980-07-10--20:20:00,95.03745,309.32039,0,0,-1.54,12,-0.69,72,-0.69,12,-1.54,72,21.04,11,-0.16,11,1.5,11,-
1980.524182,192.8506944,1980-07-10--20:25:00,95.71453,310.26953,0,0,-1.54,12,-1.09,72,-1.09,12,-1.54,72,20.94,11,-0.16,11,1.1,11,-
1980.524192,192.8541667,1980-07-10--20:30:00,96.38064,311.22639,0,0,-1.54,12,-0.28,72,-0.28,12,-1.54,72,20.75,11,-0.16,11,1.91,11,-
1980.524201,192.8576389,1980-07-10--20:35:00,97.03598,312.19115,0,0,-1.07,12,-0.69,72,-0.69,12,-1.07,72,20.55,11,0.31,11,1.5,11,-
1980.524211,192.8611111,1980-07-10--20:40:00,97.6806,313.16395,0,0,-1.54,12,-0.69,72,-0.69,12,-1.54,72,20.45,11,-0.16,11,1.5,11,-
1980.52422,192.8645833,1980-07-10--20:45:00,98.31443,314.14497,0,0,-1.07,12,0.12,72,0.12,12,-1.07,72,20.55,11,0.31,11,2.31,11,-
1980.52423,192.8680556,1980-07-10--20:50:00,98.93735,315.13432,0,0,-2.01,12,-2.29,72,-2.29,12,-2.01,72,19.86,11,-0.63,11,-0.1,11,-
1980.524239,192.8715278,1980-07-10--20:55:00,99.54917,316.13216,0,0,-2.49,12,-1.09,72,-1.09,12,-2.49,72,19.47,11,-1.11,11,1.1,11,-
1980.524249,192.875,1980-07-10--21:00:00,100.1497,317.13859,0,0,-0.6,12,-0.28,72,-0.28,12,-0.6,72,19.57,11,0.78,11,1.91,11,-
1980.524258,192.8784722,1980-07-10--21:05:00,100.73872,318.15372,0,0,NA,99,NA,99,NA,99,NA,99,20.35,99,1.72,99,3.11,99,-
1980.524268,192.8819444,1980-07-10--21:10:00,101.31599,319.17765,0,0,-1.07,12,-1.49,72,-1.49,12,-1.07,72,19.18,11,0.31,11,0.7,11,-
1980.524277,192.8854167,1980-07-10--21:15:00,101.88125,320.21045,0,0,-1.07,12,-1.09,72,-1.09,12,-1.07,72,18.98,11,0.31,11,1.1,11,-
1980.524287,192.8888889,1980-07-10--21:20:00,102.43424,321.25219,0,0,-0.12,12,0.12,72,0.12,12,-0.12,72,18.98,11,1.26,11,2.31,11,-
1980.524296,192.8923611,1980-07-10--21:25:00,102.97471,322.30292,0,0,-0.12,12,0.52,72,0.52,12,-0.12,72,19.28,11,1.26,11,2.71,11,-
1980.524306,192.8958333,1980-07-10--21:30:00,103.50238,323.36266,0,0,0.81,12,0.92,72,0.92,12,0.81,72,19.57,11,2.19,11,3.11,11,-
1980.524315,192.8993056,1980-07-10--21:35:00,104.01697,324.43145,0,0,-0.12,12,0.12,72,0.12,12,-0.12,72,19.57,11,1.26,11,2.31,11,-
1980.524325,192.9027778,1980-07-10--21:40:00,104.51821,325.50928,0,0,-0.12,12,-0.28,72,-0.28,12,-0.12,72,19.37,11,1.26,11,1.91,11,-
1980.524334,192.90625,1980-07-10--21:45:00,105.00581,326.59614,0,0,-0.6,12,-1.09,72,-1.09,12,-0.6,72,19.08,11,0.78,11,1.1,11,-
1980.524344,192.9097222,1980-07-10--21:50:00,105.47951,327.69198,0,0,-1.07,12,-1.09,72,-1.09,12,-1.07,72,18.89,11,0.31,11,1.1,11,-
1980.524353,192.9131944,1980-07-10--21:55:00,105.939,328.79675,0,0,-1.07,12,-0.69,72,-0.69,12,-1.07,72,18.69,11,0.31,11,1.5,11,-
1980.524362,192.9166667,1980-07-10--22:00:00,106.38403,329.91038,0,0,-0.6,12,-0.28,72,-0.28,12,-0.6,72,18.69,11,0.78,11,1.91,11,-
1980.524372,192.9201389,1980-07-10--22:05:00,106.8143,331.03277,0,0,NA,99,NA,99,NA,99,NA,99,18.98,99,0.78,99,3.52,99,-
1980.524381,192.9236111,1980-07-10--22:10:00,107.22955,332.1638,0,0,-0.6,12,-0.69,72,-0.69,12,-0.6,72,18.4,11,0.78,11,1.5,11,-
1980.524391,192.9270833,1980-07-10--22:15:00,107.6295,333.30335,0,0,-0.6,12,0.12,72,0.12,12,-0.6,72,18.49,11,0.78,11,2.31,11,-
1980.5244,192.9305556,1980-07-10--22:20:00,108.01388,334.45124,0,0,0.34,12,0.52,72,0.52,12,0.34,72,18.69,11,1.72,11,2.71,11,-
1980.52441,192.9340278,1980-07-10--22:25:00,108.38243,335.6073,0,0,0.34,12,0.12,72,0.12,12,0.34,72,18.79,11,1.72,11,2.31,11,-
1980.524419,192.9375,1980-07-10--22:30:00,108.7349,336.77133,0,0,-0.12,12,-0.28,72,-0.28,12,-0.12,72,18.59,11,1.26,11,1.91,11,-
1980.524429,192.9409722,1980-07-10--22:35:00,109.07102,337.9431,0,0,-0.12,12,-0.28,72,-0.28,12,-0.12,72,18.69,11,1.26,11,1.91,11,-
1980.524438,192.9444444,1980-07-10--22:40:00,109.39055,339.12237,0,0,-0.6,12,-0.28,72,-0.28,12,-0.6,72,18.49,11,0.78,11,1.91,11,-
1980.524448,192.9479167,1980-07-10--22:45:00,109.69326,340.30887,0,0,-0.12,12,0.12,72,0.12,12,-0.12,72,18.49,11,1.26,11,2.31,11,-
1980.524457,192.9513889,1980-07-10--22:50:00,109.97891,341.5023,0,0,-0.12,12,0.52,72,0.52,12,-0.12,72,18.79,11,1.26,11,2.71,11,-
1980.524467,192.9548611,1980-07-10--22:55:00,110.24729,342.70235,0,0,0.34,12,1.33,72,1.33,12,0.34,72,19.08,11,1.72,11,3.52,11,-
1980.524476,192.9583333,1980-07-10--23:00:00,110.49819,343.9087,0,0,0.34,12,0.52,72,0.52,12,0.34,72,19.28,11,1.72,11,2.71,11,-
1980.524486,192.9618056,1980-07-10--23:05:00,110.7314,345.121,0,0,NA,99,NA,99,NA,99,NA,99,20.45,99,6.91,99,7.94,99,-
1980.524495,192.9652778,1980-07-10--23:10:00,110.94675,346.33885,0,0,-0.12,12,-0.69,72,-0.69,12,-0.12,72,19.28,11,1.26,11,1.5,11,-
1980.524505,192.96875,1980-07-10--23:15:00,111.14405,347.56189,0,0,-1.07,12,-0.69,72,-0.69,12,-1.07,72,19.08,11,0.31,11,1.5,11,-
1980.524514,192.9722222,1980-07-10--23:20:00,111.32314,348.7897,0,0,-1.07,12,-1.09,72,-1.09,12,-1.07,72,18.79,11,0.31,11,1.1,11,-
1980.524524,192.9756944,1980-07-10--23:25:00,111.48388,350.02185,0,0,-1.54,12,-1.49,72,-1.49,12,-1.54,72,18.4,11,-0.16,11,0.7,11,-
1980.524533,192.9791667,1980-07-10--23:30:00,111.62612,351.25791,0,0,-2.01,12,-1.09,72,-1.09,12,-2.01,72,18.1,11,-0.63,11,1.1,11,-
1980.524543,192.9826389,1980-07-10--23:35:00,111.74974,352.49743,0,0,-1.07,12,-0.28,72,-0.28,12,-1.07,72,18.2,11,0.31,11,1.91,11,-
1980.524552,192.9861111,1980-07-10--23:40:00,111.85465,353.73993,0,0,-0.6,12,-0.69,72,-0.69,12,-0.6,72,18.2,11,0.78,11,1.5,11,-
1980.524562,192.9895833,1980-07-10--23:45:00,111.94075,354.98493,0,0,-2.01,12,-1.09,72,-1.09,12,-2.01,72,17.61,11,-0.63,11,1.1,11,-
1980.524571,192.9930556,1980-07-10--23:50:00,112.00797,356.23197,0,0,-1.54,12,-1.09,72,-1.09,12,-1.54,72,17.42,11,-0.16,11,1.1,11,-
1980.524581,192.9965278,1980-07-10--23:55:00,112.05624,357.48053,0,0,-1.07,12,-0.69,72,-0.69,12,-1.07,72,17.42,11,0.31,11,1.5,11,-
1980.52459,193,1980-07-10--24:00:00,112.08553,358.73013,0,0,-0.12,12,0.92,72,0.92,12,-0.12,72,17.91,11,1.26,11,3.11,11,-
1980.5246,193.0034722,1980-07-11--00:05:00,112.0958,359.98025,0,0,NA,99,NA,99,NA,99,NA,99,18.98,99,5.96,99,7.54,99,-
1980.524609,193.0069444,1980-07-11--00:10:00,112.08706,1.2304,0,0,-0.2,12,-0.74,72,-0.74,12,-0.2,72,17.81,11,0.78,11,1.1,11,-
1980.524619,193.0104167,1980-07-11--00:15:00,112.05931,2.48007,0,0,-2.55,12,-1.94,72,-1.94,12,-2.55,72,16.83,11,-1.57,11,-0.1,11,-
1980.524628,193.0138889,1980-07-11--00:20:00,112.01257,3.72876,0,0,-1.61,12,-0.74,72,-0.74,12,-1.61,72,16.83,11,-0.63,11,1.1,11,-
1980.524638,193.0173611,1980-07-11--00:25:00,111.94688,4.97596,0,0,-0.67,12,-0.34,72,-0.34,12,-0.67,72,16.93,11,0.31,11,1.5,11,-
1980.524647,193.0208333,1980-07-11--00:30:00,111.8623,6.22119,0,0,-0.2,12,-0.34,72,-0.34,12,-0.2,72,16.83,11,0.78,11,1.5,11,-
1980.524657,193.0243056,1980-07-11--00:35:00,111.75891,7.46395,0,0,-0.67,12,0.47,72,0.47,12,-0.67,72,16.83,11,0.31,11,2.31,11,-
1980.524666,193.0277778,1980-07-11--00:40:00,111.63679,8.70378,0,0,0.28,12,0.87,72,0.87,12,0.28,72,17.22,11,1.26,11,2.71,11,-
1980.524676,193.03125,1980-07-11--00:45:00,111.49605,9.94019,0,0,0.28,12,0.87,72,0.87,12,0.28,72,17.32,11,1.26,11,2.71,11,-
1980.524685,193.0347222,1980-07-11--00:50:00,111.3368,11.17275,0,0,-0.2,12,0.47,72,0.47,12,-0.2,72,17.22,11,0.78,11,2.31,11,-
1980.524695,193.0381944,1980-07-11--00:55:00,111.15919,12.401,0,0,-0.2,12,0.07,72,0.07,12,-0.2,72,17.22,11,0.78,11,1.91,11,-
1980.524704,193.0416667,1980-07-11--01:00:00,110.96336,13.62453,0,0,-0.67,12,0.07,72,0.07,12,-0.67,72,17.12,11,0.31,11,1.91,11,-
1980.524713,193.0451389,1980-07-11--01:05:00,110.74947,14.84292,0,0,NA,99,NA,99,NA,99,NA,99,17.32,99,2.19,99,2.31,99,-
1980.524723,193.0486111,1980-07-11--01:10:00,110.51769,16.05578,0,0,-2.09,12,-2.35,72,-2.35,12,-2.09,72,16.05,11,-1.11,11,-0.51,11,-
1980.524732,193.0520833,1980-07-11--01:15:00,110.26822,17.26274,0,0,-2.55,12,-1.54,72,-1.54,12,-2.55,72,15.56,11,-1.57,11,0.3,11,-
1980.524742,193.0555556,1980-07-11--01:20:00,110.00125,18.46344,0,0,-1.61,12,-0.74,72,-0.74,12,-1.61,72,15.36,11,-0.63,11,1.1,11,-
1980.524751,193.0590278,1980-07-11--01:25:00,109.71699,19.65755,0,0,-1.61,12,-0.34,72,-0.34,12,-1.61,72,15.26,11,-0.63,11,1.5,11,-
1980.524761,193.0625,1980-07-11--01:30:00,109.41566,20.84476,0,0,-1.14,12,0.07,72,0.07,12,-1.14,72,15.36,11,-0.16,11,1.91,11,-
1980.52477,193.0659722,1980-07-11--01:35:00,109.09748,22.02477,0,0,-0.2,12,0.47,72,0.47,12,-0.2,72,15.75,11,0.78,11,2.31,11,-
1980.52478,193.0694444,1980-07-11--01:40:00,108.7627,23.19732,0,0,0.28,12,0.47,72,0.47,12,0.28,72,15.75,11,1.26,11,2.31,11,-
1980.524789,193.0729167,1980-07-11--01:45:00,108.41156,24.36215,0,0,0.74,12,0.47,72,0.47,12,0.74,72,16.05,11,1.72,11,2.31,11,-
1980.524799,193.0763889,1980-07-11--01:50:00,108.04432,25.51904,0,0,0.74,12,0.47,72,0.47,12,0.74,72,16.14,11,1.72,11,2.31,11,-
1980.524808,193.0798611,1980-07-11--01:55:00,107.66122,26.66779,0,0,0.74,12,0.47,72,0.47,12,0.74,72,16.24,11,1.72,11,2.31,11,-
1980.524818,193.0833333,1980-07-11--02:00:00,107.26253,27.80822,0,0,-0.2,12,-0.34,72,-0.34,12,-0.2,72,16.05,11,0.78,11,1.5,11,-
1980.524827,193.0868056,1980-07-11--02:05:00,106.84852,28.94016,0,0,NA,99,NA,99,NA,99,NA,99,16.63,99,5.02,99,5.53,99,-
1980.524837,193.0902778,1980-07-11--02:10:00,106.41947,30.06347,0,0,-1.14,12,-1.14,72,-1.14,12,-1.14,72,15.36,11,-0.16,11,0.7,11,-
1980.524846,193.09375,1980-07-11--02:15:00,105.97565,31.17804,0,0,-1.61,12,-1.54,72,-1.54,12,-1.61,72,14.77,11,-0.63,11,0.3,11,-
1980.524856,193.0972222,1980-07-11--02:20:00,105.51733,32.28377,0,0,-1.61,12,-1.54,72,-1.54,12,-1.61,72,14.38,11,-0.63,11,0.3,11,-
1980.524865,193.1006944,1980-07-11--02:25:00,105.0448,33.38058,0,0,-1.14,12,-1.94,72,-1.94,12,-1.14,72,13.99,11,-0.16,11,-0.1,11,-
1980.524875,193.1041667,1980-07-11--02:30:00,104.55833,34.46843,0,0,-1.14,12,-0.74,72,-0.74,12,-1.14,72,13.89,11,-0.16,11,1.1,11,-
1980.524884,193.1076389,1980-07-11--02:35:00,104.05821,35.54726,0,0,-1.14,12,0.47,72,0.47,12,-1.14,72,14.09,11,-0.16,11,2.31,11,-
1980.524894,193.1111111,1980-07-11--02:40:00,103.54472,36.61707,0,0,0.28,12,0.07,72,0.07,12,0.28,72,14.48,11,1.26,11,1.91,11,-
1980.524903,193.1145833,1980-07-11--02:45:00,103.01813,37.67784,0,0,-0.2,12,-0.74,72,-0.74,12,-0.2,72,13.89,11,0.78,11,1.1,11,-
1980.524913,193.1180556,1980-07-11--02:50:00,102.47872,38.72961,0,0,-0.2,12,-0.34,72,-0.34,12,-0.2,72,13.89,11,0.78,11,1.5,11,-
1980.524922,193.1215278,1980-07-11--02:55:00,101.92676,39.77239,0,0,-0.67,12,0.07,72,0.07,12,-0.67,72,13.6,11,0.31,11,1.91,11,-
1980.524932,193.125,1980-07-11--03:00:00,101.36252,40.80625,0,0,-0.2,12,0.07,72,0.07,12,-0.2,72,13.6,11,0.78,11,1.91,11,-
1980.524941,193.1284722,1980-07-11--03:05:00,100.78626,41.83123,0,0,NA,99,NA,99,NA,99,NA,99,14.48,99,5.5,99,5.93,99,-
1980.524951,193.1319444,1980-07-11--03:10:00,100.19823,42.84743,0,0,-0.2,12,-0.34,72,-0.34,12,-0.2,72,13.3,11,0.78,11,1.5,11,-
