Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
1980.439435,161.8333333,1980-06-09--20:00:00,92.31765,307.27657,0,0,1.66,12,-0.47,72,-0.47,12,1.66,72,19.37,11,2.67,11,1.1,11,-
1980.439445,161.8368056,1980-06-09--20:05:00,93.03539,308.19906,0,0,NA,99,NA,99,NA,99,NA,99,19.96,99,3.61,99,4.32,99,-
1980.439454,161.8402778,1980-06-09--20:10:00,93.73377,309.12861,0,0,0.25,12,-0.87,72,-0.87,12,0.25,72,18.98,11,1.26,11,0.7,11,-
1980.439464,161.84375,1980-06-09--20:15:00,94.41747,310.0654,0,0,-0.23,12,-1.27,72,-1.27,12,-0.23,72,18.89,11,0.78,11,0.3,11,-
1980.439473,161.8472222,1980-06-09--20:20:00,95.08855,311.00961,0,0,-0.23,12,-1.27,72,-1.27,12,-0.23,72,18.69,11,0.78,11,0.3,11,-
1980.439483,161.8506944,1980-06-09--20:25:00,95.74796,311.96141,0,0,-0.7,12,-0.87,72,-0.87,12,-0.7,72,18.59,11,0.31,11,0.7,11,-
1980.439492,161.8541667,1980-06-09--20:30:00,96.39615,312.92095,0,0,-0.23,12,-1.27,72,-1.27,12,-0.23,72,18.3,11,0.78,11,0.3,11,-
1980.439502,161.8576389,1980-06-09--20:35:00,97.03329,313.88838,0,0,-0.23,12,-1.27,72,-1.27,12,-0.23,72,18.1,11,0.78,11,0.3,11,-
1980.439511,161.8611111,1980-06-09--20:40:00,97.65939,314.86385,0,0,-0.7,12,-0.87,72,-0.87,12,-0.7,72,18,11,0.31,11,0.7,11,-
1980.439521,161.8645833,1980-06-09--20:45:00,98.27438,315.84748,0,0,-0.23,12,-1.27,72,-1.27,12,-0.23,72,17.81,11,0.78,11,0.3,11,-
1980.43953,161.8680556,1980-06-09--20:50:00,98.87813,316.83939,0,0,-0.7,12,-0.87,72,-0.87,12,-0.7,72,17.71,11,0.31,11,0.7,11,-
1980.43954,161.8715278,1980-06-09--20:55:00,99.47045,317.8397,0,0,-0.7,12,-0.87,72,-0.87,12,-0.7,72,17.51,11,0.31,11,0.7,11,-
1980.439549,161.875,1980-06-09--21:00:00,100.05116,318.84848,0,0,-0.7,12,-0.87,72,-0.87,12,-0.7,72,17.42,11,0.31,11,0.7,11,-
1980.439559,161.8784722,1980-06-09--21:05:00,100.62001,319.86583,0,0,NA,99,NA,99,NA,99,NA,99,18.4,99,2.19,99,2.31,99,-
1980.439568,161.8819444,1980-06-09--21:10:00,101.17679,320.89182,0,0,-0.7,12,-0.87,72,-0.87,12,-0.7,72,17.12,11,0.31,11,0.7,11,-
1980.439578,161.8854167,1980-06-09--21:15:00,101.72124,321.92649,0,0,-0.23,12,-0.87,72,-0.87,12,-0.23,72,17.03,11,0.78,11,0.7,11,-
1980.439587,161.8888889,1980-06-09--21:20:00,102.2531,322.96988,0,0,-0.7,12,-0.47,72,-0.47,12,-0.7,72,17.03,11,0.31,11,1.1,11,-
1980.439597,161.8923611,1980-06-09--21:25:00,102.77213,324.02203,0,0,-0.7,12,-0.47,72,-0.47,12,-0.7,72,16.93,11,0.31,11,1.1,11,-
1980.439606,161.8958333,1980-06-09--21:30:00,103.27804,325.08293,0,0,-0.7,12,-0.87,72,-0.87,12,-0.7,72,16.93,11,0.31,11,0.7,11,-
1980.439616,161.8993056,1980-06-09--21:35:00,103.77059,326.15258,0,0,-0.23,12,-0.87,72,-0.87,12,-0.23,72,16.83,11,0.78,11,0.7,11,-
1980.439625,161.9027778,1980-06-09--21:40:00,104.24949,327.23095,0,0,-0.7,12,-1.27,72,-1.27,12,-0.7,72,16.63,11,0.31,11,0.3,11,-
1980.439635,161.90625,1980-06-09--21:45:00,104.71447,328.31799,0,0,-0.7,12,-0.47,72,-0.47,12,-0.7,72,16.44,11,0.31,11,1.1,11,-
1980.439644,161.9097222,1980-06-09--21:50:00,105.16527,329.41364,0,0,-1.17,12,-0.07,72,-0.07,12,-1.17,72,16.24,11,-0.16,11,1.5,11,-
1980.439654,161.9131944,1980-06-09--21:55:00,105.60162,330.51783,0,0,-0.7,12,-0.47,72,-0.47,12,-0.7,72,16.14,11,0.31,11,1.1,11,-
1980.439663,161.9166667,1980-06-09--22:00:00,106.02324,331.63044,0,0,-1.17,12,-0.87,72,-0.87,12,-1.17,72,15.95,11,-0.16,11,0.7,11,-
1980.439673,161.9201389,1980-06-09--22:05:00,106.42988,332.75136,0,0,NA,99,NA,99,NA,99,NA,99,16.83,99,2.19,99,4.72,99,-
1980.439682,161.9236111,1980-06-09--22:10:00,106.82127,333.88044,0,0,-1.17,12,-1.27,72,-1.27,12,-1.17,72,15.56,11,-0.16,11,0.3,11,-
1980.439691,161.9270833,1980-06-09--22:15:00,107.19716,335.01752,0,0,-1.64,12,-1.27,72,-1.27,12,-1.64,72,15.36,11,-0.63,11,0.3,11,-
1980.439701,161.9305556,1980-06-09--22:20:00,107.55728,336.16242,0,0,-1.17,12,-0.87,72,-0.87,12,-1.17,72,15.16,11,-0.16,11,0.7,11,-
1980.43971,161.9340278,1980-06-09--22:25:00,107.9014,337.31493,0,0,-1.17,12,-0.87,72,-0.87,12,-1.17,72,15.07,11,-0.16,11,0.7,11,-
1980.43972,161.9375,1980-06-09--22:30:00,108.22927,338.47482,0,0,-1.64,12,-0.87,72,-0.87,12,-1.64,72,15.07,11,-0.63,11,0.7,11,-
1980.439729,161.9409722,1980-06-09--22:35:00,108.54066,339.64186,0,0,-0.7,12,-0.47,72,-0.47,12,-0.7,72,15.07,11,0.31,11,1.1,11,-
1980.439739,161.9444444,1980-06-09--22:40:00,108.83534,340.81578,0,0,-1.17,12,-0.07,72,-0.07,12,-1.17,72,15.07,11,-0.16,11,1.5,11,-
1980.439748,161.9479167,1980-06-09--22:45:00,109.11309,341.99628,0,0,-0.7,12,-0.47,72,-0.47,12,-0.7,72,15.07,11,0.31,11,1.1,11,-
1980.439758,161.9513889,1980-06-09--22:50:00,109.3737,343.18306,0,0,-0.7,12,-0.47,72,-0.47,12,-0.7,72,15.07,11,0.31,11,1.1,11,-
1980.439767,161.9548611,1980-06-09--22:55:00,109.61698,344.37579,0,0,-0.7,12,-0.47,72,-0.47,12,-0.7,72,15.07,11,0.31,11,1.1,11,-
1980.439777,161.9583333,1980-06-09--23:00:00,109.84274,345.57414,0,0,-0.7,12,-0.47,72,-0.47,12,-0.7,72,15.07,11,0.31,11,1.1,11,-
1980.439786,161.9618056,1980-06-09--23:05:00,110.05079,346.77773,0,0,NA,99,NA,99,NA,99,NA,99,16.44,99,3.13,99,5.13,99,-
1980.439796,161.9652778,1980-06-09--23:10:00,110.24097,347.98618,0,0,-0.7,12,-0.87,72,-0.87,12,-0.7,72,15.07,11,0.31,11,0.7,11,-
1980.439805,161.96875,1980-06-09--23:15:00,110.41314,349.1991,0,0,-0.23,12,-0.87,72,-0.87,12,-0.23,72,15.07,11,0.78,11,0.7,11,-
1980.439815,161.9722222,1980-06-09--23:20:00,110.56714,350.41607,0,0,-0.7,12,1.95,72,1.95,12,-0.7,72,15.07,11,0.31,11,3.52,11,-
1980.439824,161.9756944,1980-06-09--23:25:00,110.70286,351.63667,0,0,0.25,12,1.95,72,1.95,12,0.25,72,15.26,11,1.26,11,3.52,11,-
1980.439834,161.9791667,1980-06-09--23:30:00,110.82018,352.86047,0,0,-0.23,12,1.95,72,1.95,12,-0.23,72,15.46,11,0.78,11,3.52,11,-
1980.439843,161.9826389,1980-06-09--23:35:00,110.919,354.087,0,0,-0.7,12,1.14,72,1.14,12,-0.7,72,15.26,11,0.31,11,2.71,11,-
1980.439853,161.9861111,1980-06-09--23:40:00,110.99924,355.31582,0,0,-0.23,12,0.34,72,0.34,12,-0.23,72,15.36,11,0.78,11,1.91,11,-
1980.439862,161.9895833,1980-06-09--23:45:00,111.06083,356.54645,0,0,-0.23,12,-0.07,72,-0.07,12,-0.23,72,15.46,11,0.78,11,1.5,11,-
1980.439872,161.9930556,1980-06-09--23:50:00,111.10373,357.77842,0,0,-0.7,12,-1.27,72,-1.27,12,-0.7,72,15.16,11,0.31,11,0.3,11,-
1980.439881,161.9965278,1980-06-09--23:55:00,111.12789,359.01125,0,0,-0.7,12,-0.07,72,-0.07,12,-0.7,72,15.07,11,0.31,11,1.5,11,-
1980.439891,162,1980-06-09--24:00:00,111.13329,0.24446,0,0,-0.7,12,0.34,72,0.34,12,-0.7,72,15.07,11,0.31,11,1.91,11,-
1980.4399,162.0034722,1980-06-10--00:05:00,111.11993,1.47756,0,0,NA,99,NA,99,NA,99,NA,99,16.14,99,2.67,99,5.93,99,-
1980.43991,162.0069444,1980-06-10--00:10:00,111.08782,2.71008,0,0,-0.34,12,-0.15,72,-0.15,12,-0.34,72,14.77,11,0.31,11,1.1,11,-
1980.439919,162.0104167,1980-06-10--00:15:00,111.03699,3.94153,0,0,-0.81,12,-0.15,72,-0.15,12,-0.81,72,14.68,11,-0.16,11,1.1,11,-
1980.439929,162.0138889,1980-06-10--00:20:00,110.96748,5.17143,0,0,-0.34,12,-0.15,72,-0.15,12,-0.34,72,14.58,11,0.31,11,1.1,11,-
1980.439938,162.0173611,1980-06-10--00:25:00,110.87935,6.39931,0,0,-0.34,12,-0.55,72,-0.55,12,-0.34,72,14.28,11,0.31,11,0.7,11,-
1980.439948,162.0208333,1980-06-10--00:30:00,110.77267,7.62471,0,0,-0.34,12,-0.15,72,-0.15,12,-0.34,72,14.38,11,0.31,11,1.1,11,-
1980.439957,162.0243056,1980-06-10--00:35:00,110.64754,8.84717,0,0,-0.34,12,-0.15,72,-0.15,12,-0.34,72,14.28,11,0.31,11,1.1,11,-
1980.439967,162.0277778,1980-06-10--00:40:00,110.50405,10.06625,0,0,-0.34,12,0.25,72,0.25,12,-0.34,72,14.38,11,0.31,11,1.5,11,-
1980.439976,162.03125,1980-06-10--00:45:00,110.34233,11.28152,0,0,0.13,12,-0.15,72,-0.15,12,0.13,72,14.28,11,0.78,11,1.1,11,-
1980.439986,162.0347222,1980-06-10--00:50:00,110.1625,12.49255,0,0,-0.34,12,-0.15,72,-0.15,12,-0.34,72,14.38,11,0.31,11,1.1,11,-
1980.439995,162.0381944,1980-06-10--00:55:00,109.96472,13.69893,0,0,-0.34,12,-0.15,72,-0.15,12,-0.34,72,14.38,11,0.31,11,1.1,11,-
1980.440005,162.0416667,1980-06-10--01:00:00,109.74913,14.90028,0,0,0.13,12,0.25,72,0.25,12,0.13,72,14.48,11,0.78,11,1.5,11,-
1980.440014,162.0451389,1980-06-10--01:05:00,109.51592,16.09623,0,0,NA,99,NA,99,NA,99,NA,99,14.77,99,2.19,99,2.71,99,-
1980.440024,162.0486111,1980-06-10--01:10:00,109.26526,17.28641,0,0,-0.34,12,-0.15,72,-0.15,12,-0.34,72,14.38,11,0.31,11,1.1,11,-
1980.440033,162.0520833,1980-06-10--01:15:00,108.99735,18.4705,0,0,-0.34,12,-0.15,72,-0.15,12,-0.34,72,14.38,11,0.31,11,1.1,11,-
1980.440043,162.0555556,1980-06-10--01:20:00,108.71239,19.64816,0,0,0.13,12,-0.15,72,-0.15,12,0.13,72,14.38,11,0.78,11,1.1,11,-
1980.440052,162.0590278,1980-06-10--01:25:00,108.4106,20.81911,0,0,-0.34,12,-0.15,72,-0.15,12,-0.34,72,14.48,11,0.31,11,1.1,11,-
1980.440061,162.0625,1980-06-10--01:30:00,108.09219,21.98307,0,0,0.13,12,-0.15,72,-0.15,12,0.13,72,14.38,11,0.78,11,1.1,11,-
1980.440071,162.0659722,1980-06-10--01:35:00,107.75739,23.13977,0,0,-0.81,12,-0.55,72,-0.55,12,-0.81,72,14.38,11,-0.16,11,0.7,11,-
1980.44008,162.0694444,1980-06-10--01:40:00,107.40645,24.28898,0,0,0.13,12,-0.15,72,-0.15,12,0.13,72,14.28,11,0.78,11,1.1,11,-
1980.44009,162.0729167,1980-06-10--01:45:00,107.0396,25.43048,0,0,-0.81,12,-0.55,72,-0.55,12,-0.81,72,14.28,11,-0.16,11,0.7,11,-
1980.440099,162.0763889,1980-06-10--01:50:00,106.6571,26.56408,0,0,-0.34,12,-0.55,72,-0.55,12,-0.34,72,14.19,11,0.31,11,0.7,11,-
1980.440109,162.0798611,1980-06-10--01:55:00,106.2592,27.6896,0,0,-0.34,12,-0.15,72,-0.15,12,-0.34,72,14.09,11,0.31,11,1.1,11,-
1980.440118,162.0833333,1980-06-10--02:00:00,105.84617,28.80689,0,0,-0.81,12,-0.55,72,-0.55,12,-0.81,72,14.09,11,-0.16,11,0.7,11,-
1980.440128,162.0868056,1980-06-10--02:05:00,105.41825,29.91581,0,0,NA,99,NA,99,NA,99,NA,99,14.28,99,2.19,99,2.71,99,-
1980.440137,162.0902778,1980-06-10--02:10:00,104.97574,31.01626,0,0,-0.34,12,-0.55,72,-0.55,12,-0.34,72,13.99,11,0.31,11,0.7,11,-
1980.440147,162.09375,1980-06-10--02:15:00,104.51888,32.10813,0,0,-0.34,12,-0.15,72,-0.15,12,-0.34,72,13.89,11,0.31,11,1.1,11,-
1980.440156,162.0972222,1980-06-10--02:20:00,104.04794,33.19135,0,0,-0.34,12,-0.55,72,-0.55,12,-0.34,72,13.79,11,0.31,11,0.7,11,-
1980.440166,162.1006944,1980-06-10--02:25:00,103.56321,34.26588,0,0,-1.28,12,-0.95,72,-0.95,12,-1.28,72,13.6,11,-0.63,11,0.3,11,-
1980.440175,162.1041667,1980-06-10--02:30:00,103.06495,35.33166,0,0,-1.28,12,-1.35,72,-1.35,12,-1.28,72,13.4,11,-0.63,11,-0.1,11,-
1980.440185,162.1076389,1980-06-10--02:35:00,102.55343,36.38868,0,0,-0.81,12,-0.55,72,-0.55,12,-0.81,72,13.11,11,-0.16,11,0.7,11,-
1980.440194,162.1111111,1980-06-10--02:40:00,102.02891,37.43694,0,0,0.61,12,-0.55,72,-0.55,12,0.61,72,13.01,11,1.26,11,0.7,11,-
1980.440204,162.1145833,1980-06-10--02:45:00,101.49166,38.47646,0,0,0.61,12,-0.15,72,-0.15,12,0.61,72,12.72,11,1.26,11,1.1,11,-
1980.440213,162.1180556,1980-06-10--02:50:00,100.94193,39.50725,0,0,0.61,12,-0.15,72,-0.15,12,0.61,72,12.72,11,1.26,11,1.1,11,-
1980.440223,162.1215278,1980-06-10--02:55:00,100.37998,40.52938,0,0,1.54,12,0.25,72,0.25,12,1.54,72,13.01,11,2.19,11,1.5,11,-
1980.440232,162.125,1980-06-10--03:00:00,99.80605,41.54289,0,0,1.54,12,0.66,72,0.66,12,1.54,72,13.01,11,2.19,11,1.91,11,-
1980.440242,162.1284722,1980-06-10--03:05:00,99.22037,42.54786,0,0,NA,99,NA,99,NA,99,NA,99,13.89,99,4.55,99,4.72,99,-
1980.440251,162.1319444,1980-06-10--03:10:00,98.62316,43.54438,0,0,2.48,12,2.27,72,2.27,12,2.48,72,13.79,11,3.13,11,3.52,11,-
1980.440261,162.1354167,1980-06-10--03:15:00,98.0146,44.53254,0,0,2.02,12,1.46,72,1.46,12,2.02,72,14.09,11,2.67,11,2.71,11,-
1980.44027,162.1388889,1980-06-10--03:20:00,97.39486,45.51247,0,0,2.02,12,1.06,72,1.06,12,2.02,72,14.09,11,2.67,11,2.31,11,-
1980.44028,162.1423611,1980-06-10--03:25:00,96.76404,46.48428,0,0,1.07,12,0.66,72,0.66,12,1.07,72,14.19,11,1.72,11,1.91,11,-
1980.440289,162.1458333,1980-06-10--03:30:00,96.12219,47.4481,0,0,1.07,12,0.66,72,0.66,12,1.07,72,14.19,11,1.72,11,1.91,11,-
1980.440299,162.1493056,1980-06-10--03:35:00,95.46924,48.40408,0,0,0.13,12,-0.15,72,-0.15,12,0.13,72,14.28,11,0.78,11,1.1,11,-
1980.440308,162.1527778,1980-06-10--03:40:00,94.80492,49.35238,0,0,-0.34,12,0.66,72,0.66,12,-0.34,72,14.19,11,0.31,11,1.91,11,-
1980.440318,162.15625,1980-06-10--03:45:00,94.12861,50.29315,0,0,-0.34,12,-0.15,72,-0.15,12,-0.34,72,13.99,11,0.31,11,1.1,11,-
1980.440327,162.1597222,1980-06-10--03:50:00,93.43899,51.22657,0,0,0.13,12,-0.55,72,-0.55,12,0.13,72,13.89,11,0.78,11,0.7,11,-
1980.440337,162.1631944,1980-06-10--03:55:00,92.73319,52.15281,0,0,0.13,12,-0.55,72,-0.55,12,0.13,72,13.79,11,0.78,11,0.7,11,-
1980.440346,162.1666667,1980-06-10--04:00:00,92.00422,53.07207,0,0,1.07,12,-0.95,72,-0.95,12,1.07,72,13.5,11,1.72,11,0.3,11,-
1980.440356,162.1701389,1980-06-10--04:05:00,91.23091,53.98454,0,0,NA,99,NA,99,NA,99,NA,99,14.19,99,6.91,99,5.53,99,-
1980.440365,162.1736111,1980-06-10--04:10:00,90.3097,54.89042,0,0,2.02,12,-0.15,72,-0.15,12,2.02,72,13.3,11,2.67,11,1.1,11,-
1980.440375,162.1770833,1980-06-10--04:15:00,89.55114,55.78992,9.75,1244.65,3.9,92,0,92,-0.55,92,3.9,92,13.01,11,4.55,91,0.7,91,-
1980.440384,162.1805556,1980-06-10--04:20:00,88.91676,56.68325,24.93,1318.89,6.26,92,-0.01,92,-0.55,92,6.26,92,13.01,11,6.91,91,0.7,91,-
1980.440394,162.1840278,1980-06-10--04:25:00,88.25288,57.57064,40.21,1318.89,9.55,92,-0.03,92,-0.95,92,9.55,92,12.82,11,10.2,91,0.3,91,-
1980.440403,162.1875,1980-06-10--04:30:00,87.56535,58.45232,56.03,1318.89,12.38,12,-0.04,72,-0.95,12,12.38,72,12.72,11,13.03,11,0.3,11,-
1980.440412,162.1909722,1980-06-10--04:35:00,86.85903,59.3285,72.27,1318.89,14.74,12,-0.01,72,-0.15,12,14.74,72,12.62,11,15.39,11,1.1,11,-
1980.440422,162.1944444,1980-06-10--04:40:00,86.13761,60.19944,88.84,1318.89,18.98,12,-0.01,72,-0.15,12,18.98,72,12.62,11,19.63,11,1.1,11,-
1980.440431,162.1979167,1980-06-10--04:45:00,85.40349,61.06538,105.69,1318.89,28.4,12,0.02,72,0.25,12,28.38,72,12.62,11,29.05,11,1.5,11,-
1980.440441,162.2013889,1980-06-10--04:50:00,84.65655,61.92656,122.82,1318.89,34.99,12,0.1,72,1.06,12,34.89,72,12.72,11,35.64,11,2.31,11,-
1980.44045,162.2048611,1980-06-10--04:55:00,83.90134,62.78325,140.12,1318.89,38.29,12,0.07,72,0.66,12,38.22,72,13.01,11,38.94,11,1.91,11,-
1980.44046,162.2083333,1980-06-10--05:00:00,83.13694,63.63569,157.6,1318.89,43.47,12,0.17,72,1.46,12,43.3,72,13.3,11,44.12,11,2.71,11,-
1980.440469,162.2118056,1980-06-10--05:05:00,82.36473,64.48416,175.24,1318.88,NA,99,NA,99,NA,99,NA,99,13.79,99,54.48,99,5.13,99,-
1980.440479,162.2152778,1980-06-10--05:10:00,81.58532,65.32892,193,1318.88,55.24,12,0.16,72,1.06,12,55.08,72,13.6,11,55.89,11,2.31,11,-
1980.440488,162.21875,1980-06-10--05:15:00,80.79921,66.17025,210.88,1318.88,58.07,12,0.17,72,1.06,12,57.9,72,13.6,11,58.72,11,2.31,11,-
1980.440498,162.2222222,1980-06-10--05:20:00,80.00684,67.00843,228.87,1318.88,59.48,12,0.25,72,1.46,12,59.23,72,13.7,11,60.13,11,2.71,11,-
1980.440507,162.2256944,1980-06-10--05:25:00,79.2086,67.84374,246.94,1318.88,65.61,12,0.2,72,1.06,12,65.41,72,13.89,11,66.26,11,2.31,11,-
1980.440517,162.2291667,1980-06-10--05:30:00,78.40484,68.67649,265.09,1318.88,63.72,12,0.29,72,1.46,12,63.43,72,13.79,11,64.37,11,2.71,11,-
1980.440526,162.2326389,1980-06-10--05:35:00,77.59584,69.50696,283.3,1318.88,65.13,12,0.4,72,1.86,12,64.73,72,13.79,11,65.78,11,3.11,11,-
1980.440536,162.2361111,1980-06-10--05:40:00,76.78191,70.33546,301.57,1318.88,80.68,12,0.33,72,1.46,12,80.35,72,13.89,11,81.33,11,2.71,11,-
1980.440545,162.2395833,1980-06-10--05:45:00,75.96329,71.1623,319.88,1318.88,77.85,12,0.55,72,2.27,12,77.3,72,13.89,11,78.5,11,3.52,11,-
1980.440555,162.2430556,1980-06-10--05:50:00,75.14024,71.9878,338.23,1318.88,78.33,12,0.37,72,1.46,12,77.96,72,14.09,11,78.98,11,2.71,11,-
1980.440564,162.2465278,1980-06-10--05:55:00,74.31298,72.81228,356.6,1318.87,98.12,12,0.39,72,1.46,12,97.73,72,14.19,11,98.77,11,2.71,11,-
1980.440574,162.25,1980-06-10--06:00:00,73.48173,73.63608,374.98,1318.87,101.41,12,0.42,72,1.46,12,100.99,72,14.28,11,102.06,11,2.71,11,-
1980.440583,162.2534722,1980-06-10--06:05:00,72.6467,74.45954,393.37,1318.87,NA,99,NA,99,NA,99,NA,99,14.58,99,97.82,99,3.52,99,-
1980.440593,162.2569444,1980-06-10--06:10:00,71.8081,75.283,411.75,1318.87,108.01,12,1.96,72,6.29,12,106.05,72,14.58,11,108.66,11,7.54,11,-
1980.440602,162.2604167,1980-06-10--06:15:00,70.96613,76.10682,430.12,1318.87,214.46,12,87.87,72,269.42,12,126.59,72,15.07,11,215.11,11,270.67,11,-
1980.440612,162.2638889,1980-06-10--06:20:00,70.12099,76.93138,448.46,1318.87,212.11,12,66.98,72,196.99,12,145.13,72,15.56,11,212.76,11,198.24,11,-
1980.440621,162.2673611,1980-06-10--06:25:00,69.27285,77.75705,466.77,1318.87,222,12,49.36,72,139.46,12,172.64,72,15.75,11,222.65,11,140.71,11,-
1980.440631,162.2708333,1980-06-10--06:30:00,68.42192,78.58421,485.04,1318.87,215.4,12,14.59,72,39.68,12,200.81,72,15.85,11,216.05,11,40.93,11,-
1980.44064,162.2743056,1980-06-10--06:35:00,67.56837,79.41328,503.25,1318.87,219.64,12,4.24,72,11.12,12,215.4,72,15.75,11,220.29,11,12.37,11,-
1980.44065,162.2777778,1980-06-10--06:40:00,66.7124,80.24465,521.41,1318.86,201.27,12,12.03,72,30.43,12,189.24,72,15.95,11,201.92,11,31.68,11,-
1980.440659,162.28125,1980-06-10--06:45:00,65.85419,81.07877,539.49,1318.86,183.84,12,1.26,72,3.07,12,182.58,72,15.75,11,184.49,11,4.32,11,-
1980.440669,162.2847222,1980-06-10--06:50:00,64.99391,81.91607,557.5,1318.86,209.75,12,7.08,72,16.75,12,202.67,72,15.85,11,210.4,11,18,11,-
1980.440678,162.2881944,1980-06-10--06:55:00,64.13177,82.757,575.42,1318.86,248.85,12,14.51,72,33.25,12,234.34,72,16.05,11,249.5,11,34.5,11,-
1980.440688,162.2916667,1980-06-10--07:00:00,63.26793,83.60205,593.25,1318.86,170.66,12,0.66,72,1.46,12,170,72,15.95,11,171.31,11,2.71,11,-
1980.440697,162.2951389,1980-06-10--07:05:00,62.40259,84.45169,610.97,1318.86,NA,99,NA,99,NA,99,NA,99,16.05,99,223.12,99,13.98,99,-
1980.440707,162.2986111,1980-06-10--07:10:00,61.53594,85.30645,628.58,1318.86,242.26,12,1.85,72,3.88,12,240.41,72,16.24,11,242.91,11,5.13,11,-
1980.440716,162.3020833,1980-06-10--07:15:00,60.66817,86.16684,646.06,1318.86,284.66,12,3.28,72,6.69,12,281.38,72,16.54,11,285.31,11,7.94,11,-
1980.440726,162.3055556,1980-06-10--07:20:00,59.79947,87.03342,663.42,1318.86,334.59,12,22.59,72,44.91,12,312,72,16.93,11,335.24,11,46.16,11,-
1980.440735,162.3090278,1980-06-10--07:25:00,58.93003,87.90676,680.64,1318.86,314.33,12,9.06,72,17.56,12,305.27,72,17.22,11,314.98,11,18.81,11,-
1980.440745,162.3125,1980-06-10--07:30:00,58.06007,88.78747,697.71,1318.85,322.33,12,15.89,72,30.03,12,306.44,72,17.32,11,322.98,11,31.28,11,-
1980.440754,162.3159722,1980-06-10--07:35:00,57.18978,89.67615,714.63,1318.85,352.01,12,33.06,72,61.01,12,318.95,72,17.42,11,352.66,11,62.26,11,-
1980.440764,162.3194444,1980-06-10--07:40:00,56.31938,90.57348,731.39,1318.85,345.42,12,38.52,72,69.46,12,306.9,72,17.71,11,346.07,11,70.71,11,-
1980.440773,162.3229167,1980-06-10--07:45:00,55.44908,91.48013,747.97,1318.85,295.95,12,25.24,72,44.51,12,270.71,72,17.61,11,296.6,11,45.76,11,-
1980.440782,162.3263889,1980-06-10--07:50:00,54.5791,92.39681,764.38,1318.85,465.54,12,148.46,72,256.15,12,317.08,72,17.91,11,466.19,11,257.4,11,-
1980.440792,162.3298611,1980-06-10--07:55:00,53.70968,93.32427,780.6,1318.85,368.97,12,101.36,72,171.25,12,267.61,72,18.1,11,369.62,11,172.5,11,-
1980.440801,162.3333333,1980-06-10--08:00:00,52.84106,94.26331,796.62,1318.85,352.49,12,80.11,72,132.62,12,272.38,72,18,11,353.14,11,133.87,11,-
1980.440811,162.3368056,1980-06-10--08:05:00,51.97348,95.21475,812.44,1318.85,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,-
1980.44082,162.3402778,1980-06-10--08:10:00,51.10719,96.17945,828.06,1318.85,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,-
1980.44083,162.34375,1980-06-10--08:15:00,50.24248,97.15833,843.45,1318.85,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,-
1980.440839,162.3472222,1980-06-10--08:20:00,49.37961,98.15235,858.63,1318.84,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,-
1980.440849,162.3506944,1980-06-10--08:25:00,48.51888,99.16252,873.57,1318.84,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,-
1980.440858,162.3541667,1980-06-10--08:30:00,47.6606,100.1899,888.27,1318.84,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,-
1980.440868,162.3576389,1980-06-10--08:35:00,46.80508,101.23563,902.72,1318.84,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,-
1980.440877,162.3611111,1980-06-10--08:40:00,45.95268,102.30089,916.93,1318.84,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,NA,99,-
1980.440887,162.3645833,1980-06-10--08:45:00,45.10374,103.38693,930.87,1318.84,560.69,12,143.59,72,203.43,12,417.1,72,19.57,11,561.34,11,204.68,11,-
1980.440896,162.3680556,1980-06-10--08:50:00,44.25865,104.49507,944.55,1318.84,368.03,12,24.97,72,34.86,12,343.06,72,19.37,11,368.68,11,36.11,11,-
1980.440906,162.3715278,1980-06-10--08:55:00,43.41781,105.6267,957.95,1318.84,379.8,12,20.06,72,27.62,12,359.74,72,19.18,11,380.45,11,28.87,11,-
1980.440915,162.375,1980-06-10--09:00:00,42.58163,106.78329,971.08,1318.84,562.1,12,128.76,72,174.87,12,433.34,72,19.47,11,562.75,11,176.12,11,-
1980.440925,162.3784722,1980-06-10--09:05:00,41.75058,107.9664,983.92,1318.84,NA,99,NA,99,NA,99,NA,99,20.06,99,433.21,99,50.59,99,-
1980.440934,162.3819444,1980-06-10--09:10:00,40.92513,109.17765,996.47,1318.83,316.21,12,5.05,72,6.69,12,311.16,72,19.47,11,316.86,11,7.94,11,-
1980.440944,162.3854167,1980-06-10--09:15:00,40.10579,110.41877,1008.72,1318.83,261.57,12,10.66,72,13.94,12,250.91,72,19.18,11,262.22,11,15.19,11,-
1980.440953,162.3888889,1980-06-10--09:20:00,39.2931,111.69158,1020.67,1318.83,241.78,12,1.76,72,2.27,12,240.02,72,18.98,11,242.43,11,3.52,11,-
