Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
30,243,05::16:24,18::37:40,11::57:33,8.868,17.686,4.275,2.994,1.382,4.173,2.307,3.37,2.893,4.393,11.44,26.42,1.7346,0.6427,2.5964,0.4161,-
31,244,05::18:03,18::35:26,11::57:15,8.801,17.682,5.863,2.906,3.095,3.083,5.271,2.78,2.768,4.429,13.99,27.3,0.9313,0.5452,2.3999,0.4225,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR (W/m^2),ETRn (W/m^2),GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,Data_Begins_Next_Row
1980.581977,214.0034722,1980-08-01--00:05:00,116.21861,359.75918,0,0,NA,99,NA,99,NA,99,NA,99,23.78,99,1.26,99,2.31,99,-
1980.581986,214.0069444,1980-08-01--00:10:00,116.21307,1.08486,0,0,-0.08,12,-0.41,72,-0.41,12,-0.08,72,23.58,11,1.26,11,1.91,11,-
1980.581996,214.0104167,1980-08-01--00:15:00,116.18736,2.41007,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,23.58,11,0.78,11,1.91,11,-
1980.582005,214.0138889,1980-08-01--00:20:00,116.14153,3.73421,0,0,-0.56,12,-0.01,72,-0.01,12,-0.56,72,23.49,11,0.78,11,2.31,11,-
1980.582015,214.0173611,1980-08-01--00:25:00,116.0756,5.05666,0,0,-0.08,12,0.39,72,0.39,12,-0.08,72,23.68,11,1.26,11,2.71,11,-
1980.582024,214.0208333,1980-08-01--00:30:00,115.98965,6.37685,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,23.49,11,0.78,11,1.91,11,-
1980.582034,214.0243056,1980-08-01--00:35:00,115.88376,7.69417,0,0,-0.08,12,-0.82,72,-0.82,12,-0.08,72,23.29,11,1.26,11,1.5,11,-
1980.582043,214.0277778,1980-08-01--00:40:00,115.75803,9.00805,0,0,-0.56,12,-0.01,72,-0.01,12,-0.56,72,23.29,11,0.78,11,2.31,11,-
1980.582053,214.03125,1980-08-01--00:45:00,115.61259,10.31793,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,23.19,11,0.78,11,1.91,11,-
1980.582062,214.0347222,1980-08-01--00:50:00,115.44758,11.62326,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,23.09,11,0.78,11,1.91,11,-
1980.582072,214.0381944,1980-08-01--00:55:00,115.26315,12.92352,0,0,-0.08,12,0.39,72,0.39,12,-0.08,72,23.09,11,1.26,11,2.71,11,-
1980.582081,214.0416667,1980-08-01--01:00:00,115.05947,14.2182,0,0,-0.56,12,-0.01,72,-0.01,12,-0.56,72,23.09,11,0.78,11,2.31,11,-
1980.582091,214.0451389,1980-08-01--01:05:00,114.83674,15.50681,0,0,NA,99,NA,99,NA,99,NA,99,23.58,99,4.08,99,5.13,99,-
1980.5821,214.0486111,1980-08-01--01:10:00,114.59517,16.78889,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,23,11,0.78,11,1.91,11,-
1980.58211,214.0520833,1980-08-01--01:15:00,114.33496,18.064,0,0,-0.08,12,-0.41,72,-0.41,12,-0.08,72,22.9,11,1.26,11,1.91,11,-
1980.582119,214.0555556,1980-08-01--01:20:00,114.05636,19.33172,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,22.9,11,0.78,11,1.91,11,-
1980.582128,214.0590278,1980-08-01--01:25:00,113.75961,20.59166,0,0,-0.56,12,-0.82,72,-0.82,12,-0.56,72,22.61,11,0.78,11,1.5,11,-
1980.582138,214.0625,1980-08-01--01:30:00,113.44496,21.84347,0,0,-1.03,12,-0.41,72,-0.41,12,-1.03,72,22.51,11,0.31,11,1.91,11,-
1980.582147,214.0659722,1980-08-01--01:35:00,113.11268,23.08681,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,22.51,11,0.78,11,1.91,11,-
1980.582157,214.0694444,1980-08-01--01:40:00,112.76306,24.32138,0,0,-0.56,12,-0.01,72,-0.01,12,-0.56,72,22.41,11,0.78,11,2.31,11,-
1980.582166,214.0729167,1980-08-01--01:45:00,112.39636,25.54689,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,22.31,11,0.78,11,1.91,11,-
1980.582176,214.0763889,1980-08-01--01:50:00,112.0129,26.7631,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,22.21,11,0.78,11,1.91,11,-
1980.582185,214.0798611,1980-08-01--01:55:00,111.61296,27.96978,0,0,-0.08,12,-0.01,72,-0.01,12,-0.08,72,22.12,11,1.26,11,2.31,11,-
1980.582195,214.0833333,1980-08-01--02:00:00,111.19686,29.16674,0,0,-0.56,12,-0.01,72,-0.01,12,-0.56,72,22.12,11,0.78,11,2.31,11,-
1980.582204,214.0868056,1980-08-01--02:05:00,110.7649,30.35381,0,0,NA,99,NA,99,NA,99,NA,99,23.09,99,5.02,99,5.53,99,-
1980.582214,214.0902778,1980-08-01--02:10:00,110.3174,31.53086,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,22.21,11,0.78,11,1.91,11,-
1980.582223,214.09375,1980-08-01--02:15:00,109.85468,32.69776,0,0,-1.03,12,-0.82,72,-0.82,12,-1.03,72,21.92,11,0.31,11,1.5,11,-
1980.582233,214.0972222,1980-08-01--02:20:00,109.37705,33.85442,0,0,-0.56,12,0.39,72,0.39,12,-0.56,72,22.02,11,0.78,11,2.71,11,-
1980.582242,214.1006944,1980-08-01--02:25:00,108.88485,35.00079,0,0,-0.08,12,-0.01,72,-0.01,12,-0.08,72,22.21,11,1.26,11,2.31,11,-
1980.582252,214.1041667,1980-08-01--02:30:00,108.37839,36.13682,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,22.02,11,0.78,11,1.91,11,-
1980.582261,214.1076389,1980-08-01--02:35:00,107.858,37.26249,0,0,-0.08,12,-0.01,72,-0.01,12,-0.08,72,22.02,11,1.26,11,2.31,11,-
1980.582271,214.1111111,1980-08-01--02:40:00,107.324,38.37781,0,0,-0.08,12,-0.01,72,-0.01,12,-0.08,72,22.02,11,1.26,11,2.31,11,-
1980.58228,214.1145833,1980-08-01--02:45:00,106.7767,39.48281,0,0,-0.56,12,-0.82,72,-0.82,12,-0.56,72,21.82,11,0.78,11,1.5,11,-
1980.58229,214.1180556,1980-08-01--02:50:00,106.21644,40.57752,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,21.82,11,0.78,11,1.91,11,-
1980.582299,214.1215278,1980-08-01--02:55:00,105.64353,41.66201,0,0,-0.08,12,-0.01,72,-0.01,12,-0.08,72,21.82,11,1.26,11,2.31,11,-
1980.582309,214.125,1980-08-01--03:00:00,105.05827,42.73636,0,0,-0.56,12,-0.01,72,-0.01,12,-0.56,72,21.92,11,0.78,11,2.31,11,-
1980.582318,214.1284722,1980-08-01--03:05:00,104.46098,43.80068,0,0,NA,99,NA,99,NA,99,NA,99,22.31,99,5.5,99,5.93,99,-
1980.582328,214.1319444,1980-08-01--03:10:00,103.85197,44.85508,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,21.82,11,0.78,11,1.91,11,-
1980.582337,214.1354167,1980-08-01--03:15:00,103.23152,45.89968,0,0,-0.56,12,-0.01,72,-0.01,12,-0.56,72,21.72,11,0.78,11,2.31,11,-
1980.582347,214.1388889,1980-08-01--03:20:00,102.59994,46.93464,0,0,-0.08,12,-0.41,72,-0.41,12,-0.08,72,21.92,11,1.26,11,1.91,11,-
1980.582356,214.1423611,1980-08-01--03:25:00,101.95751,47.96012,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,21.63,11,0.78,11,1.91,11,-
1980.582366,214.1458333,1980-08-01--03:30:00,101.30449,48.97628,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,21.72,11,0.78,11,1.91,11,-
1980.582375,214.1493056,1980-08-01--03:35:00,100.64115,49.9833,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,21.53,11,0.78,11,1.91,11,-
1980.582385,214.1527778,1980-08-01--03:40:00,99.96774,50.98138,0,0,-0.56,12,-0.82,72,-0.82,12,-0.56,72,21.33,11,0.78,11,1.5,11,-
1980.582394,214.15625,1980-08-01--03:45:00,99.28448,51.97073,0,0,-1.03,12,-0.82,72,-0.82,12,-1.03,72,21.14,11,0.31,11,1.5,11,-
1980.582404,214.1597222,1980-08-01--03:50:00,98.59157,52.95155,0,0,-1.03,12,-1.22,72,-1.22,12,-1.03,72,21.04,11,0.31,11,1.1,11,-
1980.582413,214.1631944,1980-08-01--03:55:00,97.88918,53.92407,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,20.75,11,0.78,11,1.91,11,-
1980.582423,214.1666667,1980-08-01--04:00:00,97.17742,54.88852,0,0,-1.03,12,-0.82,72,-0.82,12,-1.03,72,20.84,11,0.31,11,1.5,11,-
1980.582432,214.1701389,1980-08-01--04:05:00,96.45632,55.84513,0,0,NA,99,NA,99,NA,99,NA,99,21.82,99,2.19,99,5.53,99,-
1980.582442,214.1736111,1980-08-01--04:10:00,95.72577,56.79416,0,0,-1.03,12,-0.41,72,-0.41,12,-1.03,72,20.55,11,0.31,11,1.91,11,-
1980.582451,214.1770833,1980-08-01--04:15:00,94.98545,57.73584,0,0,-0.56,12,-0.41,72,-0.41,12,-0.56,72,20.45,11,0.78,11,1.91,11,-
1980.582461,214.1805556,1980-08-01--04:20:00,94.23462,58.67045,0,0,-0.56,12,-0.01,72,-0.01,12,-0.56,72,20.65,11,0.78,11,2.31,11,-
1980.58247,214.1840278,1980-08-01--04:25:00,93.47166,59.59823,0,0,-0.08,12,-0.01,72,-0.01,12,-0.08,72,20.65,11,1.26,11,2.31,11,-
1980.58248,214.1875,1980-08-01--04:30:00,92.69289,60.51947,0,0,0.38,12,-0.82,72,-0.82,12,0.38,72,20.45,11,1.72,11,1.5,11,-
1980.582489,214.1909722,1980-08-01--04:35:00,91.88874,61.43443,0,0,0.85,12,-0.82,72,-0.82,12,0.85,72,20.26,11,2.19,11,1.5,11,-
1980.582498,214.1944444,1980-08-01--04:40:00,91.02574,62.3434,0,0,1.79,12,-0.82,72,-0.82,12,1.79,72,19.96,11,3.13,11,1.5,11,-
1980.582508,214.1979167,1980-08-01--04:45:00,89.9527,63.24666,0.32,386.7,4.16,92,0,92,-0.82,92,4.16,92,19.86,11,5.5,91,1.5,91,-
1980.582517,214.2013889,1980-08-01--04:50:00,89.28836,64.14449,16.4,1320.23,6.51,92,-0.01,92,-0.41,92,6.51,92,19.67,11,7.85,91,1.91,91,-
1980.582527,214.2048611,1980-08-01--04:55:00,88.58751,65.03719,32.54,1320.23,11.22,92,0.6,92,24.54,92,10.62,92,19.86,11,12.56,91,26.86,91,-
1980.582536,214.2083333,1980-08-01--05:00:00,87.85841,65.92506,49.34,1320.23,16.88,12,4.01,72,107.42,12,12.87,72,20.16,11,18.22,11,109.74,11,-
1980.582546,214.2118056,1980-08-01--05:05:00,87.10787,66.80839,66.61,1320.23,NA,99,NA,99,NA,99,NA,99,20.84,99,24.33,99,148.76,99,-
1980.582555,214.2152778,1980-08-01--05:10:00,86.3411,67.6875,84.25,1320.23,30.06,12,11.22,72,175.81,12,18.84,72,20.65,11,31.4,11,178.13,11,-
1980.582565,214.21875,1980-08-01--05:15:00,85.56161,68.56269,102.17,1320.23,38.07,12,16.44,72,212.42,12,21.63,72,20.94,11,39.41,11,214.74,11,-
1980.582574,214.2222222,1980-08-01--05:20:00,84.76979,69.43428,120.35,1320.23,47.96,12,22.7,72,249.04,12,25.26,72,21.23,11,49.3,11,251.36,11,-
1980.582584,214.2256944,1980-08-01--05:25:00,83.97048,70.30258,138.68,1320.23,57.38,12,29.12,72,277.2,12,28.26,72,21.23,11,58.72,11,279.52,11,-
1980.582593,214.2291667,1980-08-01--05:30:00,83.16295,71.16793,157.17,1320.24,66.81,12,36.78,72,308.99,12,30.03,72,21.53,11,68.15,11,311.31,11,-
1980.582603,214.2326389,1980-08-01--05:35:00,82.34882,72.03064,175.78,1320.24,78.11,12,44.89,72,337.15,12,33.22,72,21.82,11,79.45,11,339.47,11,-
1980.582612,214.2361111,1980-08-01--05:40:00,81.52878,72.89106,194.49,1320.24,89.41,12,55,72,373.36,12,34.41,72,21.82,11,90.75,11,375.68,11,-
1980.582622,214.2395833,1980-08-01--05:45:00,80.7034,73.74951,213.28,1320.24,100.72,12,46.01,72,284.84,12,54.71,72,21.92,11,102.06,11,287.16,11,-
1980.582631,214.2430556,1980-08-01--05:50:00,79.87318,74.60635,232.13,1320.24,108.73,12,65.65,72,373.36,12,43.08,72,22.02,11,110.07,11,375.68,11,-
1980.582641,214.2465278,1980-08-01--05:55:00,79.03852,75.46192,251.04,1320.24,125.22,12,87.21,72,458.66,12,38.01,72,22.12,11,126.56,11,460.98,11,-
1980.58265,214.25,1980-08-01--06:00:00,78.19979,76.31658,269.99,1320.24,139.35,12,100.87,72,493.26,12,38.48,72,22.41,11,140.69,11,495.58,11,-
1980.58266,214.2534722,1980-08-01--06:05:00,77.35733,77.17069,288.96,1320.24,NA,99,NA,99,NA,99,NA,99,23.49,99,157.64,99,537.42,99,-
1980.582669,214.2569444,1980-08-01--06:10:00,76.51143,78.02462,307.95,1320.25,174.2,12,135.33,72,580.17,12,38.87,72,22.7,11,175.54,11,582.49,11,-
1980.582679,214.2604167,1980-08-01--06:15:00,75.66237,78.87875,326.94,1320.25,190.7,12,150.54,72,607.92,12,40.16,72,22.9,11,192.04,11,610.24,11,-
1980.582688,214.2638889,1980-08-01--06:20:00,74.8104,79.73346,345.92,1320.25,207.18,12,164.66,72,628.44,12,42.52,72,23,11,208.52,11,630.76,11,-
1980.582698,214.2673611,1980-08-01--06:25:00,73.95578,80.58914,364.89,1320.25,220.37,12,176.47,72,638.5,12,43.9,72,23.09,11,221.71,11,640.82,11,-
1980.582707,214.2708333,1980-08-01--06:30:00,73.09873,81.4462,383.83,1320.25,234.02,12,187.85,72,646.15,12,46.17,72,23.29,11,235.36,11,648.47,11,-
1980.582717,214.2743056,1980-08-01--06:35:00,72.23949,82.30504,402.73,1320.25,249.11,12,201.64,72,661.04,12,47.47,72,23.29,11,250.45,11,663.36,11,-
1980.582726,214.2777778,1980-08-01--06:40:00,71.37828,83.1661,421.58,1320.25,262.77,12,212.36,72,665.05,12,50.41,72,23.49,11,264.11,11,667.37,11,-
1980.582736,214.28125,1980-08-01--06:45:00,70.51531,84.02979,440.38,1320.25,279.25,12,226.66,72,679.54,12,52.59,72,23.58,11,280.59,11,681.86,11,-
1980.582745,214.2847222,1980-08-01--06:50:00,69.6508,84.89657,459.11,1320.25,297.15,12,241.9,72,695.63,12,55.25,72,23.68,11,298.49,11,697.95,11,-
1980.582755,214.2881944,1980-08-01--06:55:00,68.78496,85.76688,477.76,1320.26,316.46,12,259.74,72,717.77,12,56.72,72,23.88,11,317.8,11,720.09,11,-
1980.582764,214.2916667,1980-08-01--07:00:00,67.91801,86.64121,496.33,1320.26,334.36,12,275.58,72,733.06,12,58.78,72,24.07,11,335.7,11,735.38,11,-
1980.582774,214.2951389,1980-08-01--07:05:00,67.05016,87.52002,514.8,1320.26,NA,99,NA,99,NA,99,NA,99,25.15,99,355.49,99,753.47,99,-
1980.582783,214.2986111,1980-08-01--07:10:00,66.18162,88.40383,533.17,1320.26,363.57,12,294.57,72,729.43,12,69,72,23.78,11,364.91,11,731.75,11,-
1980.582793,214.3020833,1980-08-01--07:15:00,65.3126,89.29314,551.43,1320.26,380.53,12,307.52,72,736.28,12,73.01,72,23.78,11,381.87,11,738.6,11,-
1980.582802,214.3055556,1980-08-01--07:20:00,64.44333,90.18849,569.57,1320.26,394.66,12,317.63,72,736.28,12,77.03,72,23.88,11,396,11,738.6,11,-
1980.582812,214.3090278,1980-08-01--07:25:00,63.57403,91.09042,587.57,1320.26,406.44,12,326.06,72,732.65,12,80.38,72,23.88,11,407.78,11,734.97,11,-
1980.582821,214.3125,1980-08-01--07:30:00,62.70492,91.9995,605.44,1320.26,424.34,12,343.72,72,749.54,12,80.62,72,23.88,11,425.68,11,751.86,11,-
1980.582831,214.3159722,1980-08-01--07:35:00,61.83622,92.91632,623.16,1320.27,437.05,12,353.78,72,749.54,12,83.27,72,23.98,11,438.39,11,751.86,11,-
1980.58284,214.3194444,1980-08-01--07:40:00,60.96818,93.84149,640.72,1320.27,453.07,12,370.19,72,762.82,12,82.88,72,24.17,11,454.41,11,765.14,11,-
1980.582849,214.3229167,1980-08-01--07:45:00,60.10103,94.77565,658.12,1320.27,468.62,12,384.86,72,772.08,12,83.76,72,24.37,11,469.96,11,774.4,11,-
1980.582859,214.3263889,1980-08-01--07:50:00,59.23502,95.71944,675.34,1320.27,482.75,12,396.99,72,776.1,12,85.76,72,24.37,11,484.09,11,778.42,11,-
1980.582868,214.3298611,1980-08-01--07:55:00,58.3704,96.67356,692.38,1320.27,499.7,12,413.97,72,789.38,12,85.73,72,24.56,11,501.04,11,791.7,11,-
1980.582878,214.3333333,1980-08-01--08:00:00,57.50744,97.6387,709.24,1320.27,516.66,12,429.24,72,799.04,12,87.42,72,24.66,11,518,11,801.36,11,-
1980.582887,214.3368056,1980-08-01--08:05:00,56.6464,98.61562,725.89,1320.27,NA,99,NA,99,NA,99,NA,99,24.95,99,533.55,99,806.59,99,-
1980.582897,214.3402778,1980-08-01--08:10:00,55.78757,99.60507,742.34,1320.27,540.69,12,446.33,72,793.81,12,94.36,72,25.15,11,542.03,11,796.13,11,-
1980.582906,214.34375,1980-08-01--08:15:00,54.93123,100.60786,758.58,1320.28,557.17,12,463.95,72,807.49,12,93.22,72,25.25,11,558.51,11,809.81,11,-
1980.582916,214.3472222,1980-08-01--08:20:00,54.07768,101.62481,774.59,1320.28,568.95,12,475.16,72,809.9,12,93.79,72,25.44,11,570.29,11,812.22,11,-
1980.582925,214.3506944,1980-08-01--08:25:00,53.22725,102.65679,790.37,1320.28,584.97,12,491.83,72,821.57,12,93.14,72,25.64,11,586.31,11,823.89,11,-
1980.582935,214.3541667,1980-08-01--08:30:00,52.38026,103.70472,805.92,1320.28,596.75,12,504.44,72,826.39,12,92.31,72,25.84,11,598.09,11,828.71,11,-
1980.582944,214.3576389,1980-08-01--08:35:00,51.53705,104.76952,821.23,1320.28,608.99,12,518.03,72,832.83,12,90.96,72,25.93,11,610.33,11,835.15,11,-
1980.582954,214.3611111,1980-08-01--08:40:00,50.69799,105.85218,836.28,1320.28,617,12,528.79,72,834.84,12,88.21,72,26.03,11,618.34,11,837.16,11,-
1980.582963,214.3645833,1980-08-01--08:45:00,49.86344,106.95372,851.07,1320.28,628.3,12,542.56,72,841.68,12,85.74,72,26.33,11,629.64,11,844,11,-
1980.582973,214.3680556,1980-08-01--08:50:00,49.0338,108.0752,865.6,1320.28,639.61,12,558.67,72,852.14,12,80.94,72,26.33,11,640.95,11,854.46,11,-
1980.582982,214.3715278,1980-08-01--08:55:00,48.20948,109.21773,879.85,1320.28,651.86,12,577.53,72,866.63,12,74.33,72,26.42,11,653.2,11,868.95,11,-
1980.582992,214.375,1980-08-01--09:00:00,47.39093,110.38246,893.82,1320.29,662.69,12,593.51,72,876.69,12,69.18,72,26.52,11,664.03,11,879.01,11,-
