Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
Station Name:,HEO,-,-,-,-,Element:,1000,-,2000,-,2010,-,3000,-,9300,-,1000_original,-,2010_original,-,Contact Info: http://solardat.uoregon.edu
Station Location:,Hermiston_Oregon_USA,-,-,-,-,Instrument Serial Number:,PSP(17854F3),-,NIP(17668E6),-,NIP(17668E6),-,Computed from GHI and DNI,-,TEMP(HEO),-,PSP(17854F3),-,NIP(17668E6),-,File format description at: http://solardat.uoregon.edu/download/Papers/Structure_of_a_comprehensive_solar_radiation_dataset_ASES_2017_Final.pdf
Latitude:,45.818441,-,-,-,-,Instrument Shorthand Name:,PSP5,-,-,-,NIP4,-,-,-,TEMP(HEO),-,PSP5,-,NIP4,-,Flag description at: http://solardat.uoregon.edu/QualityControlFlags.html
Longitude (+ East):,-119.284721,-,-,-,-,Responsivity:,7.444000000000001,microV/(W/m^2),-,-,8.72,microV/(W/m^2),-,-,36.111110000000004,microV?/C,7.444000000000001,microV/(W/m^2),8.72,microV/(W/m^2),Data has been calibrated using the responsivity values listed 
Altitude (m):,188.,-,-,-,-,Estimated Uncertainty (U95%):,2.8000000000000003,-,2.5300000000000002,-,2.5300000000000002,-,3.774,-,2.2,-,2.8000000000000003,-,2.5300000000000002,-,The phrase (_original) means the data has not had the nighttime offset subtracted (or any other adjustments).
Time Zone (+ East):,-8.,-,-,-,-,Sample Method:,Avg,-,-,-,Avg,-,-,-,Avg,-,Avg,-,Avg,-,Data that has been (computed) was calculated from measured columns.
Time Interval (Minutes):,60,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,C,-,W/m^2,-,W/m^2,-,Date this file was created: 2019-6-26
Year//Month,1980//04,-,-,-,-,Column Notes:,AdjustedColumn,-,CalculatedColumn,-,AdjustedColumn,-,CalculatedColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,This file was created using code: AAA Check data (2019-06-26).nb
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SZA horizon boundaries (East/West): 88/89
Day of month,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Minimum daily value,Maximum daily value,-,-,-,-,Assorted Daily Values (Rows 12 - 42)
1,92,05::38:52,18::23:57,12::00:50,8.212,16.139,4.988,2.8000000000000003,2.735,2.5300000000000002,4.61,2.5300000000000002,2.2920000000000003,3.773,-,-,-,-,-,-,-
2,93,05::36:47,18::25:28,12::00:33,8.287,16.177,5.147,2.8000000000000003,3.176,2.5300000000000002,6.0440000000000005,2.5300000000000002,2.008,3.774,-,-,-,-,-,-,-
3,94,05::34:37,18::27:05,12::00:15,8.362,16.216,5.747,2.8000000000000003,4.453,2.5300000000000002,7.437,2.5300000000000002,1.302,3.773,-,-,-,-,-,-,-
4,95,05::32:16,18::28:53,11::59:58,8.437,16.26,5.005,2.8000000000000003,3.549,2.5300000000000002,5.343,2.5300000000000002,1.456,3.775,-,-,-,-,-,-,-
5,96,05::29:25,18::31:00,11::59:41,8.513,16.302,4.086,2.8000000000000003,2.031,2.5300000000000002,3.777,2.5300000000000002,2.084,3.774,-,-,-,-,-,-,-
6,97,05::27:25,18::32:19,11::59:24,8.582,17.708000000000002,4.597,2.8000000000000003,1.711,2.529,2.846,2.5300000000000002,2.886,3.775,-,-,-,-,-,-,-
7,98,05::25:51,18::33:24,11::59:08,8.652000000000001,17.733,5.561,2.8000000000000003,3.527,2.5300000000000002,6.126,2.5300000000000002,2.0340000000000003,3.775,-,-,-,-,-,-,-
8,99,05::24:15,18::34:31,11::58:51,8.722,17.759,2.261,2.8000000000000003,0.022,2.509,0.033,2.5300000000000002,2.239,3.774,-,-,-,-,-,-,-
9,100,05::22:37,18::35:38,11::58:35,8.791,17.786,5.157,2.8000000000000003,3.798,2.5300000000000002,5.694,2.5300000000000002,1.359,3.775,-,-,-,-,-,-,-
10,101,05::20:57,18::36:47,11::58:19,8.86,17.813,5.583,2.8000000000000003,4.097,2.5300000000000002,7.72,2.5300000000000002,1.486,3.775,-,-,-,-,-,-,-
11,102,05::19:17,18::37:57,11::58:04,8.928,17.84,6.502,2.8000000000000003,5.724,2.5300000000000002,9.82,2.5300000000000002,0.778,3.7720000000000002,-,-,-,-,-,-,-
12,103,05::17:35,18::39:08,11::57:48,8.996,17.868000000000002,6.378,2.8000000000000003,5.0440000000000005,2.5300000000000002,8.173,2.5300000000000002,1.334,3.775,-,-,-,-,-,-,-
13,104,05::15:54,18::40:20,11::57:33,9.063,17.896,6.252,2.8000000000000003,4.625,2.5300000000000002,7.964,2.5300000000000002,1.627,3.775,-,-,-,-,-,-,-
14,105,05::14:11,18::41:32,11::57:19,9.13,17.924,3.668,2.8000000000000003,1.7550000000000001,2.529,2.6590000000000003,2.5300000000000002,1.913,3.775,-,-,-,-,-,-,-
15,106,05::12:29,18::42:45,11::57:05,9.197000000000001,17.952,6.617,2.8000000000000003,4.992,2.5300000000000002,8.32,2.5300000000000002,1.625,3.773,-,-,-,-,-,-,-
16,107,05::10:46,18::43:59,11::56:51,9.263,17.981,6.487,2.8000000000000003,4.828,2.5300000000000002,7.904,2.5300000000000002,1.659,3.775,-,-,-,-,-,-,-
17,108,05::09:04,18::45:13,11::56:37,9.328,18.009,4.868,2.8000000000000003,2.204,2.5300000000000002,3.321,2.5300000000000002,2.664,3.774,-,-,-,-,-,-,-
18,109,05::07:22,18::46:28,11::56:24,9.393,18.037,6.12,2.8000000000000003,4.564,2.5300000000000002,7.24,2.5300000000000002,1.556,3.773,-,-,-,-,-,-,-
19,110,05::05:41,18::47:43,11::56:11,9.457,18.064,5.122,2.8000000000000003,1.986,2.5300000000000002,3.085,2.5300000000000002,3.136,3.774,-,-,-,-,-,-,-
20,111,05::04:00,18::48:58,11::55:59,9.521,18.092,2.099,2.8000000000000003,0.023,2.486,0.085,2.5300000000000002,2.077,3.773,-,-,-,-,-,-,-
21,112,05::02:20,18::50:13,11::55:47,9.584,18.12,2.031,2.8000000000000003,-,-,-,-,-,-,-,-,-,-,-,-,-
22,113,05::00:40,18::51:29,11::55:36,9.646,18.147000000000002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,114,04::59:01,18::52:45,11::55:25,9.708,18.174,5.947,2.8000000000000003,2.931,2.5300000000000002,4.588,2.5300000000000002,3.016,3.774,-,-,-,-,-,-,-
24,115,04::57:23,18::54:01,11::55:15,9.769,18.201,7.075,2.8000000000000003,5.2780000000000005,2.5300000000000002,9.044,2.5300000000000002,1.797,3.774,-,-,-,-,-,-,-
25,116,04::55:46,18::55:17,11::55:05,9.829,18.227,7.204,2.8000000000000003,5.767,2.5300000000000002,9.417,2.5300000000000002,1.437,3.773,-,-,-,-,-,-,-
26,117,04::54:09,18::56:33,11::54:55,9.889,18.253,7.113,2.8000000000000003,5.846,2.5300000000000002,9.559000000000001,2.5300000000000002,1.2670000000000001,3.773,-,-,-,-,-,-,-
27,118,04::52:34,18::57:49,11::54:46,9.948,18.279,7.136,2.8000000000000003,5.694,2.5300000000000002,9.156,2.5300000000000002,1.442,3.774,-,-,-,-,-,-,-
28,119,04::50:59,18::59:05,11::54:38,10.006,18.305,4.934,2.8000000000000003,3.086,2.5300000000000002,4.571,2.5300000000000002,1.848,3.774,-,-,-,-,-,-,-
