Station_ID_Number:,94040,-,-,-,-,Type_of_Measurement:,GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power,Wind_Speed,Temperature
Station_Name:,ASO,-,-,-,-,Element:,1000,1160,2000,2010,3000,5161,5162,9210,9300
Station_Location:,Ashland_Oregon_USA,-,-,-,-,Instrument_Serial_Number:,RSP(PY35563_GHI),LICOR(PY22981),RSP(PY35563_DNI),RSP(PY35563_DNI),RSP(PY35563_DHI),PV5kw(ASO),PV15kw(ASO),WindSpeed(ASO),Temperature(ASO)
Latitude_(+North):,42.19441,-,-,-,-,Instrument_Shorthand_Name:,RSP,GTI(15:180),-,RSP,RSP,PV5kw(ASO),PV15kw(ASO),WS(ASO),TEMP(ASO)
Longitude_(+East):,-122.698158,-,-,-,-,Responsivity:,9.8322,9.586300000000001,-,9.8322,9.8322,160.,2.7777800000000004,1308.9005200000001,1000.0000000000001
Altitude_(m):,594.,-,+-3_Degrees,+-7.5_Degrees,-,Estimated_Uncertainty_(U95%):,3.125,3.362,3.125,3.125,3.125,1.999,2.191,4.383,2.2
Time_Zone_(+East):,-8,-,DNI_WeightedSZA,Middle_of_hour,-,Sample_Method:,Avg,Avg,-,Avg,Avg,Avg,Avg,Avg,Avg
Time_Interval_(Minutes):,1,-,-,-,-,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,m/s,C
Year//Month,2020//12,-,-,-,-,Column_Notes:,AdjustedColumn,AdjustedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR_(W/m^2),ETRn_(W/m^2),GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power,Wind_Speed,Temperature
2020.9154143898,336.04166666666663,2020-12-01--01:00:00,158.77,19.26,0.0,0.0,-0.0,0.0,0.0,0.0,-0.04,-243.73,0.0,0.0223,2.11
2020.9155282331515,336.0833333333333,2020-12-01--02:00:00,152.38,49.68,0.0,0.0,-0.01,0.0,0.0,0.0,-0.06,-253.13,0.0,0.2262,1.27
2020.915642076503,336.125,2020-12-01--03:00:00,142.82,68.78,0.0,0.0,-0.01,0.0,0.0,0.0,-0.06,-230.12,0.0,0.0578,0.03
2020.9157559198545,336.16666666666663,2020-12-01--04:00:00,132.08,81.95,0.0,0.0,-0.0,0.0,0.0,0.0,-0.06,-241.17,0.0,0.0518,0.1
2020.915869763206,336.2083333333333,2020-12-01--05:00:00,121.0,92.46,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-250.28,0.0,0.051,-0.19
2020.9159836065576,336.25,2020-12-01--06:00:00,110.0,101.91,0.0,0.0,-0.0,0.0,0.0,0.0,-0.07,-245.35,0.0,0.0027,-0.19
2020.916097449909,336.29166666666663,2020-12-01--07:00:00,99.36,111.19,0.0,0.0,0.02,0.0,0.0,0.0,-0.01,-239.88,0.0,0.0523,0.28
2020.9162112932606,336.3333333333333,2020-12-01--08:00:00,86.25,120.92,41.28,887.52,8.52,7.95,0.0,0.0,8.52,-240.25,0.0,0.0272,0.43
2020.9163251366122,336.375,2020-12-01--09:00:00,79.97,131.61,234.92,1401.36,59.46,65.89,1.61,7.52,57.85,-27.92,237.73,0.008,0.74
2020.9164389799637,336.41666666666663,2020-12-01--10:00:00,72.85,143.67,411.04,1401.38,208.01,325.52,130.97,421.93,77.04,1196.5,2483.78,0.0588,1.81
2020.9165528233152,336.4583333333333,2020-12-01--11:00:00,67.49,157.26,535.95,1401.39,379.8,618.86,322.19,841.19,57.61,2692.48,5392.17,0.4948,3.36
2020.9166666666667,336.5,2020-12-01--12:00:00,64.62,172.14,600.66,1401.41,424.75,683.71,368.82,860.52,55.93,3072.53,6215.48,0.8375,4.06
