Station ID Number:,94040,-,-,-,-,Type of Measurement:,GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power,Wind_Speed,Temperature
Station Name:,ASO,-,-,-,-,Element:,1000,1160,2000,2010,3000,5161,5162,9210,9300
Station Location:,Ashland_Oregon_USA,-,-,-,-,Instrument Serial Number:,RSP(PY35563_GHI),LICOR(PY22981),RSP(PY35563_DNI),RSP(PY35563_DNI),RSP(PY35563_DHI),PV5kw(ASO),PV15kw(ASO),WindSpeed(ASO),Temperature(ASO)
Latitude:,42.19441,-,-,-,-,Instrument Shorthand Name:,RSP,GTI(15:180),-,RSP,RSP,PV5kw(ASO),PV15kw(ASO),WS(ASO),TEMP(ASO)
Longitude (+ East):,-122.698158,-,-,-,-,Responsivity:,9.8322,9.586300000000001,-,9.8322,9.8322,160.,2.7777800000000004,1308.9005200000001,1000.0000000000001
Altitude (m):,594.,-,+-3_Degrees,+-7.5_Degrees,-,Estimated Uncertainty (U95%):,3.125,3.362,3.125,3.125,3.125,1.999,2.191,4.383,2.2
Time Zone (+ East):,-8.,-,DNI_WeightedSZA,Middle_of_hour,-,Sample Method:,Avg,Avg,-,Avg,Avg,Avg,Avg,Avg,Avg
Time Interval (Minutes):,1,-,-,-,-,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,m/s,C
Year//Month,2020//02,-,-,-,-,Column Notes:,AdjustedColumn,AdjustedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR (W/m^2),ETRn (W/m^2),GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power,Wind_Speed,Temperature
2020.0848132969036,32.041666666666664,2020-02-01--01:00:00,154.99,2.96,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-249.08,0.0,0.0098,3.76
2020.084927140255,32.08333333333333,2020-02-01--02:00:00,151.38,34.06,0.0,0.0,0.02,0.0,0.0,0.0,0.01,-238.4,0.0,0.1022,3.24
2020.0850409836066,32.125,2020-02-01--03:00:00,143.43,56.44,0.0,0.0,0.03,0.0,0.0,0.0,0.03,-244.93,0.0,0.0097,4.97
2020.0851548269584,32.166666666666664,2020-02-01--04:00:00,133.41,71.99,0.0,0.0,0.02,0.0,0.0,0.0,0.02,-247.68,0.0,0.0275,4.97
2020.08526867031,32.20833333333333,2020-02-01--05:00:00,122.55,83.9,0.0,0.0,0.01,0.0,0.0,0.0,0.0,-263.4,0.0,0.1263,5.24
2020.0853825136614,32.25,2020-02-01--06:00:00,111.44,94.1,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-258.1,0.0,0.13,5.08
2020.085496357013,32.291666666666664,2020-02-01--07:00:00,100.45,103.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-240.15,0.0,0.0437,5.01
2020.0856102003645,32.33333333333333,2020-02-01--08:00:00,86.37,113.47,36.1,794.69,2.96,2.81,0.0,0.0,2.94,-257.47,0.0,0.0077,5.03
2020.085724043716,32.375,2020-02-01--09:00:00,79.65,124.03,241.26,1402.38,25.84,25.33,0.0,0.0,25.84,-244.33,0.0,0.1657,4.71
2020.0858378870676,32.416666666666664,2020-02-01--10:00:00,71.53,135.92,441.42,1402.37,80.52,81.11,0.0,0.0,80.52,-122.93,434.32,0.1287,5.3
2020.085951730419,32.45833333333333,2020-02-01--11:00:00,64.92,149.55,593.5,1402.35,137.55,136.17,0.0,0.0,137.55,133.02,1135.28,0.0517,5.82
2020.0860655737706,32.5,2020-02-01--12:00:00,60.68,164.93,686.56,1402.33,277.76,331.7,47.94,95.03,229.82,827.6,3418.9,0.0843,6.93
