Station ID Number:,94040,-,-,-,-,Type of Measurement:,GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power,Wind_Speed,Temperature
Station Name:,ASO,-,-,-,-,Element:,1000,1160,2000,2010,3000,5161,5162,9210,9300
Station Location:,Ashland_Oregon_USA,-,-,-,-,Instrument Serial Number:,RSP(PY35563_GHI),LICOR(PY22981),RSP(PY35563_DNI),RSP(PY35563_DNI),RSP(PY35563_DHI),PV5kw(ASO),PV15kw(ASO),WindSpeed(ASO),Temperature(ASO)
Latitude:,42.19441,-,-,-,-,Instrument Shorthand Name:,RSP,GTI(15:180),-,RSP,RSP,PV5kw(ASO),PV15kw(ASO),WS(ASO),TEMP(ASO)
Longitude (+ East):,-122.698158,-,-,-,-,Responsivity:,9.8322,9.586300000000001,-,9.8322,9.8322,160.,2.7777800000000004,1308.9005200000001,1000.0000000000001
Altitude (m):,594.,-,+-3_Degrees,+-7.5_Degrees,-,Estimated Uncertainty (U95%):,3.125,3.362,3.125,3.125,3.125,1.999,2.191,4.383,2.2
Time Zone (+ East):,-8.,-,DNI_WeightedSZA,Middle_of_hour,-,Sample Method:,Avg,Avg,-,Avg,Avg,Avg,Avg,Avg,Avg
Time Interval (Minutes):,1,-,-,-,-,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,m/s,C
Year//Month,2020//03,-,-,-,-,Column Notes:,AdjustedColumn,AdjustedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR (W/m^2),ETRn (W/m^2),GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power,Wind_Speed,Temperature
2020.1640482695811,61.041666666666664,2020-03-01--01:00:00,145.13,2.8,0.0,0.0,0.01,0.0,0.0,0.0,0.0,-238.5,0.0,0.512,2.43
2020.164162112933,61.08333333333333,2020-03-01--02:00:00,142.17,27.55,0.0,0.0,0.01,0.0,0.0,0.0,-0.01,-246.02,0.0,1.0392,2.08
2020.1642759562844,61.125,2020-03-01--03:00:00,135.34,47.72,0.0,0.0,0.01,0.0,0.0,0.0,-0.0,-257.63,0.0,0.8628,1.75
2020.164389799636,61.166666666666664,2020-03-01--04:00:00,126.16,63.25,0.0,0.0,0.01,0.0,0.0,0.0,0.0,-255.33,0.0,1.3078,1.64
2020.1645036429875,61.20833333333333,2020-03-01--05:00:00,115.74,75.69,0.0,0.0,0.01,0.0,0.0,0.0,-0.0,-229.97,0.0,1.11,1.21
2020.164617486339,61.25,2020-03-01--06:00:00,104.76,86.42,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-237.77,0.0,0.6713,0.49
2020.1647313296905,61.291666666666664,2020-03-01--07:00:00,88.4,96.47,5.88,321.59,2.29,2.2,0.0,0.0,2.29,-256.87,0.0,0.2263,0.04
2020.164845173042,61.33333333333333,2020-03-01--08:00:00,81.63,106.64,178.55,1385.83,55.97,57.02,0.01,0.04,55.96,-201.65,118.67,0.4758,0.6
2020.1649590163936,61.375,2020-03-01--09:00:00,72.21,117.66,418.55,1385.8,311.45,418.74,234.55,762.13,76.89,610.68,3063.77,0.9928,2.4
2020.1650728597451,61.416666666666664,2020-03-01--10:00:00,63.17,130.28,623.66,1385.77,489.4,655.59,399.59,886.32,89.81,1890.3,6547.97,1.8383,3.31
2020.1651867030967,61.45833333333333,2020-03-01--11:00:00,55.78,145.24,778.62,1385.74,608.97,821.02,527.49,938.42,81.48,2491.78,9065.33,1.8668,3.83
2020.1653005464482,61.5,2020-03-01--12:00:00,50.96,162.8,872.7,1385.71,600.24,806.79,480.97,763.41,119.26,2377.48,8789.25,1.8448,4.83
