Station_ID_Number:,94040,-,-,-,-,Type_of_Measurement:,GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power,Wind_Speed,Temperature
Station_Name:,ASO,-,-,-,-,Element:,1000,1160,2000,2010,3000,5161,5162,9210,9300
Station_Location:,Ashland_Oregon_USA,-,-,-,-,Instrument_Serial_Number:,RSP(PY35563_GHI),LICOR(PY22981),RSP(PY35563_DNI),RSP(PY35563_DNI),RSP(PY35563_DHI),PV5kw(ASO),PV15kw(ASO),WindSpeed(ASO),Temperature(ASO)
Latitude_(+North):,42.19441,-,-,-,-,Instrument_Shorthand_Name:,RSP,GTI(15:180),-,RSP,RSP,PV5kw(ASO),PV15kw(ASO),WS(ASO),TEMP(ASO)
Longitude_(+East):,-122.698158,-,-,-,-,Responsivity:,9.8322,9.586300000000001,-,9.8322,9.8322,160.,2.7777800000000004,1308.9005200000001,1000.0000000000001
Altitude_(m):,594.,-,+-3_Degrees,+-7.5_Degrees,-,Estimated_Uncertainty_(U95%):,3.125,3.362,3.125,3.125,3.125,1.999,2.191,4.383,2.2
Time_Zone_(+East):,-8,-,DNI_WeightedSZA,Middle_of_hour,-,Sample_Method:,Avg,Avg,-,Avg,Avg,Avg,Avg,Avg,Avg
Time_Interval_(Minutes):,1,-,-,-,-,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,m/s,C
Year//Month,2020//08,-,-,-,-,Column_Notes:,AdjustedColumn,AdjustedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR_(W/m^2),ETRn_(W/m^2),GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power,Wind_Speed,Temperature
2020.5820810564664,214.04166666666666,2020-08-01--01:00:00,119.88,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-248.75,0.0,0.3975,22.0
2020.582194899818,214.08333333333331,2020-08-01--02:00:00,117.68,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-252.27,0.0,0.0567,20.31
2020.5823087431695,214.125,2020-08-01--03:00:00,112.65,34.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-238.68,0.0,0.0085,18.39
2020.582422586521,214.16666666666666,2020-08-01--04:00:00,105.39,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257.88,0.0,0.0093,17.34
2020.5825364298728,214.20833333333331,2020-08-01--05:00:00,96.53,58.71,0.0,0.0,0.16,0.08,0.0,0.0,0.16,-239.77,0.0,0.034,16.61
2020.5826502732243,214.25,2020-08-01--06:00:00,84.16,68.96,88.53,1188.57,23.96,16.89,3.74,28.41,20.22,-248.55,0.0,0.0012,16.31
2020.5827641165758,214.29166666666666,2020-08-01--07:00:00,75.41,78.59,324.68,1320.64,176.99,136.23,105.2,408.28,71.79,79.97,576.1,0.0247,18.66
2020.5828779599274,214.33333333333331,2020-08-01--08:00:00,64.66,88.25,562.14,1320.66,361.85,352.3,273.34,636.77,88.51,979.63,2623.15,0.1462,21.66
2020.582991803279,214.375,2020-08-01--09:00:00,53.71,98.77,780.22,1320.67,546.76,576.24,454.9,767.77,91.86,2165.42,5351.6,0.4353,22.81
2020.5831056466304,214.41666666666666,2020-08-01--10:00:00,43.09,111.47,963.77,1320.69,712.01,779.09,621.57,850.93,90.43,3142.1,7563.23,0.819,24.41
2020.583219489982,214.45833333333331,2020-08-01--11:00:00,33.57,128.65,1100.19,1320.7,833.25,923.17,736.98,884.33,96.27,3763.35,8872.0,1.1122,25.97
2020.5833333333335,214.5,2020-08-01--12:00:00,26.67,153.87,1180.12,1320.72,912.12,1008.32,823.05,920.99,89.07,4108.28,9513.67,1.5422,27.56
