Station_ID_Number:,94040,-,-,-,-,Type_of_Measurement:,GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power,Wind_Speed,Temperature
Station_Name:,ASO,-,-,-,-,Element:,1000,1160,2000,2010,3000,5161,5162,9210,9300
Station_Location:,Ashland_Oregon_USA,-,-,-,-,Instrument_Serial_Number:,RSP(PY35563_GHI),LICOR(PY22981),RSP(PY35563_DNI),RSP(PY35563_DNI),RSP(PY35563_DHI),PV5kw(ASO),PV15kw(ASO),WindSpeed(ASO),Temperature(ASO)
Latitude_(+North):,42.19441,-,-,-,-,Instrument_Shorthand_Name:,RSP,GTI(15:180),-,RSP,RSP,PV5kw(ASO),PV15kw(ASO),WS(ASO),TEMP(ASO)
Longitude_(+East):,-122.698158,-,-,-,-,Responsivity:,9.8322,9.586300000000001,-,9.8322,9.8322,160.,2.7777800000000004,1308.9005200000001,1000.0000000000001
Altitude_(m):,594.,-,+-3_Degrees,+-7.5_Degrees,-,Estimated_Uncertainty_(U95%):,3.125,3.362,3.125,3.125,3.125,1.999,2.191,4.383,2.2
Time_Zone_(+East):,-8,-,DNI_WeightedSZA,Middle_of_hour,-,Sample_Method:,Avg,Avg,-,Avg,Avg,Avg,Avg,Avg,Avg
Time_Interval_(Minutes):,1,-,-,-,-,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,m/s,C
Year//Month,2020//05,-,-,-,-,Column_Notes:,AdjustedColumn,AdjustedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR_(W/m^2),ETRn_(W/m^2),GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power,Wind_Speed,Temperature
2020.330714936248,122.04166666666666,2020-05-01--01:00:00,122.33,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-247.27,0.0,0.0938,8.05
2020.3308287795994,122.08333333333333,2020-05-01--02:00:00,119.54,22.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-240.37,0.0,0.3303,7.08
2020.330942622951,122.125,2020-05-01--03:00:00,113.92,37.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-252.77,0.0,0.0948,5.97
2020.3310564663025,122.16666666666666,2020-05-01--04:00:00,106.16,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-243.55,0.0,0.0927,5.17
2020.331170309654,122.20833333333333,2020-05-01--05:00:00,96.89,62.06,0.0,0.0,0.29,0.2,0.0,0.0,0.29,-258.55,0.0,0.0007,4.17
2020.3312841530058,122.25,2020-05-01--06:00:00,84.14,72.29,88.41,1182.86,45.48,24.62,20.48,177.32,25.0,-219.18,1.82,0.0078,3.88
2020.3313979963573,122.29166666666666,2020-05-01--07:00:00,75.31,82.01,331.29,1339.06,207.86,173.51,150.01,592.51,57.85,247.35,826.62,0.0783,7.74
2020.3315118397088,122.33333333333333,2020-05-01--08:00:00,64.5,91.89,573.39,1339.03,392.66,395.35,312.38,726.79,80.28,1336.3,3447.75,0.1338,12.69
2020.3316256830603,122.375,2020-05-01--09:00:00,53.6,102.84,793.05,1339.0,566.36,614.94,470.88,793.39,95.47,2595.37,6310.77,0.8075,12.95
2020.3317395264119,122.41666666666666,2020-05-01--10:00:00,43.22,116.23,975.02,1338.97,728.26,815.97,614.57,844.36,113.69,3592.55,8442.1,1.1747,14.47
2020.3318533697634,122.45833333333333,2020-05-01--11:00:00,34.23,134.37,1106.84,1338.94,849.0,960.25,738.32,892.28,110.68,4238.65,9821.7,1.4555,16.55
2020.331967213115,122.5,2020-05-01--12:00:00,28.24,160.04,1179.51,1338.91,926.08,1049.27,806.72,915.79,119.36,4552.83,10229.92,1.4398,18.68
