Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Tilt,DrHI_Calc,DNI,DHI,PV_Power,PV_Power.1,Wind_Speed,TEMPERATURE
Station Name:,ASO,-,-,-,-,Element:,1000,1160,2000,2010,3000,5161,5162,9210,9300
Station Location:,Ashland_Oregon_USA,-,-,-,-,Instrument Serial Number:,RSP(PY35563_GHI),LICOR(PY35962),RSP(PY35563_DNI),RSP(PY35563_DNI),RSP(PY35563_DHI),PV5kw,PV15kw,WS,TEMP
Latitude:,42.19441,-,-,-,-,Instrument Shorthand Name:,RSP,GHI_TILT,,RSP,RSP,PV5kw,PV15kw,WS,TEMP(ASO)
Longitude (+ East):,-122.69814,-,-,-,-,Responsivity:,9.792900000000001,9.439430000000002,,9.792900000000001,9.792900000000001,160.,2.7777800000000004,1308.9005200000001,1000.0000000000001
Altitude (m):,594.,-,+-3_Degrees,+-7.5_Degrees,-,Estimated Uncertainty (U95%):,3.1590000000000003,9.332,3.1590000000000003,3.1590000000000003,3.1590000000000003,1.999,2.191,4.383,2.2
Time Zone (+ East):,-8.,-,DNI_WeightedSZA,Middle_of_hour,-,Sample Method:,Avg,Avg,-,Avg,Avg,Avg,Avg,Avg,Avg
Time Interval (Minutes):,5,-,-,-,-,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,m/s,C
Year//Month,2003//01,-,-,-,-,Column Notes:,AdjustedColumn,AdjustedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Year//Month,Start_Time(HHMM),End_Time(HHMM),Average_SZA,Average_AZM,Hourly_Average_ETR,Hourly_Average_ETRn,GHI,GHI_Tilt,DrHI_Calc,DNI,DHI,PV_Power,PV_Power.1,Wind_Speed,TEMPERATURE
2003//01,0,100,158.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.11,0.0,0.82,7.06
2003//01,100,200,154.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-248.49,0.0,0.97,7.25
2003//01,200,300,146.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-247.22,0.0,0.98,7.05
2003//01,300,400,135.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246.73,0.0,0.89,6.64
2003//01,400,500,124.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-244.42,0.0,0.85,6.41
2003//01,500,600,113.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-243.71,0.0,0.85,6.19
2003//01,600,700,102.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-244.36,0.0,0.89,6.03
2003//01,700,800,88.0,116.0,16.53,506.452,3.4,3.44,0.09,5.62,3.29,-245.31,0.01,1.03,6.0
2003//01,800,900,82.0,127.0,192.466,1413.084,62.43,83.29,23.56,167.3,38.87,48.46,616.47,1.05,6.49
2003//01,900,1000,74.0,138.0,386.263,1413.076,155.37,206.22,63.13,235.86,92.24,813.22,2447.79,1.05,7.42
2003//01,1000,1100,68.0,152.0,532.244,1413.068,224.22,292.74,99.38,269.1,124.85,1346.13,4132.51,1.1,8.3
2003//01,1100,1200,64.0,166.0,619.529,1413.06,281.14,367.0,128.06,297.63,153.08,1772.29,5274.47,1.16,8.89
2003//01,1200,1300,63.0,182.0,642.029,1413.052,302.61,395.19,135.1,304.6,167.5,1913.97,5650.3,1.04,9.67
2003//01,1300,1400,65.0,197.0,598.191,1413.043,279.06,367.42,132.42,317.49,146.64,1675.59,5181.41,1.05,10.35
2003//01,1400,1500,70.0,212.0,491.051,1413.036,203.67,276.55,103.64,300.94,100.02,891.74,3516.03,0.91,10.89
2003//01,1500,1600,76.0,225.0,328.175,1413.027,124.9,170.12,54.43,224.78,70.47,236.14,1492.41,0.87,11.06
2003//01,1600,1700,84.0,236.0,123.896,1352.165,25.75,25.85,0.18,2.08,25.56,-205.27,91.57,0.96,10.34
2003//01,1700,1800,92.0,246.0,2.935,151.713,1.1,1.01,0.01,1.65,1.09,-249.97,0.0,0.87,9.41
2003//01,1800,1900,105.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-252.71,0.0,1.0,8.79
2003//01,1900,2000,116.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.93,0.0,0.93,8.32
2003//01,2000,2100,127.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-254.01,0.0,0.73,8.05
2003//01,2100,2200,138.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.11,0.0,0.93,7.65
2003//01,2200,2300,148.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-251.45,0.0,0.94,7.53
2003//01,2300,2400,156.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.16,0.0,0.86,7.65
2003//02,0,100,151.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.31,0.0,0.65,3.86
2003//02,100,200,148.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-248.28,0.0,0.56,3.52
2003//02,200,300,140.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-247.45,0.0,0.61,3.35
2003//02,300,400,131.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246.62,0.0,0.67,3.09
2003//02,400,500,120.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-243.95,0.0,0.64,2.66
2003//02,500,600,109.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-243.84,0.0,0.57,2.25
