Station_ID_Number:,94040,-,-.1,-.2,-.3,Type_of_Measurement:,GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power.1,Wind_Speed,Temperature
Station_Name:,ASO,-,-,-,-,Element:,1000,1160,2000,2010,3000,5161,5162,9210,9300
Station_Location:,Ashland_Oregon_USA,-,-,-,-,Instrument_Serial_Number:,RSP(PY35965_GHI),LICOR(PY35962),RSP(PY35965_DNI),RSP(PY35965_DNI),RSP(PY35965_DHI),PV5kw,PV15kw,WS,TEMP
Latitude_(+North):,42.19441,-,-,-,-,Instrument_Shorthand_Name:,RSP,GHI_TILT,-,RSP,RSP,PV5kw,PV15kw,WS,TEMP(ASO)
Longitude_(+East):,-122.698158,-,-,-,-,Responsivity:,10.328600000000002,9.439430000000002,-,10.328600000000002,10.328600000000002,160.,2.7777800000000004,1308.9005200000001,1000.0000000000001
Altitude_(m):,594.,-,+-3_Degrees,+-7.5_Degrees,-,Estimated_Uncertainty_(U95%):,3.137,9.332,3.137,3.137,3.137,1.999,2.191,4.383,2.2
Time_Zone_(+East):,-8,-,DNI_WeightedSZA,Middle_of_hour,-,Sample_Method:,Avg,Avg,-,Avg,Avg,Avg,Avg,Avg,Avg
Time_Interval_(Minutes):,5,-,-,-,-,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,m/s,C
Year//Month,2004//01,-,-,-,-,Column_Notes:,AdjustedColumn,AdjustedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Year//Month,Start_Time(HHMM),End_Time(HHMM),Average_SZA,Average_AZM,Hourly_Average_ETR,Hourly_Average_ETRn,GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power.1,Wind_Speed,Temperature
2004//01,0,100,159.0,5.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-249.23,0.0,0.77,4.32
2004//01,100,200,154.0,39.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-248.67,0.0,0.66,4.07
2004//01,200,300,146.0,61.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-248.07,0.0,0.71,3.81
2004//01,300,400,135.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-247.2,0.0,0.72,3.74
2004//01,400,500,124.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-244.74,0.0,0.71,3.77
2004//01,500,600,113.0,97.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-244.1,0.0,0.73,3.53
2004//01,600,700,102.0,107.0,0.0,0.0,0.04,0.0,0.0,0.0,0.03,-243.58,0.0,0.81,3.47
2004//01,700,800,88.0,116.0,16.213,544.476,3.94,4.28,0.28,4.09,3.66,-244.42,1.79,0.66,3.63
2004//01,800,900,82.0,127.0,190.853,1406.877,54.41,60.82,12.23,76.62,42.17,-44.43,440.56,0.68,4.16
2004//01,900,1000,74.0,138.0,383.77,1406.869,149.21,186.68,47.29,169.94,101.93,666.07,2075.56,0.62,5.11
2004//01,1000,1100,68.0,152.0,529.0,1406.861,196.11,238.17,55.76,149.07,140.34,896.74,2775.33,1.04,6.17
2004//01,1100,1200,64.0,166.0,615.785,1406.853,238.61,291.23,72.71,164.98,165.9,1284.05,3670.78,1.12,6.74
2004//01,1200,1300,63.0,182.0,638.079,1406.845,259.74,318.02,77.47,172.03,182.27,1432.13,4063.09,1.21,7.34
2004//01,1300,1400,65.0,197.0,594.342,1406.836,260.66,330.63,96.95,229.78,163.7,1388.99,4127.64,1.24,7.73
2004//01,1400,1500,70.0,212.0,487.606,1406.828,203.69,262.28,78.98,222.03,124.7,842.41,3200.71,1.22,7.95
2004//01,1500,1600,76.0,225.0,325.388,1406.821,108.23,132.27,29.78,118.1,78.45,150.61,1115.04,1.03,7.87
2004//01,1600,1700,84.0,236.0,121.909,1338.653,27.43,26.64,0.18,1.05,27.24,-206.06,80.62,0.85,7.23
2004//01,1700,1800,92.0,246.0,2.726,151.046,0.98,0.88,0.0,0.0,0.97,-250.19,0.0,0.84,6.47
2004//01,1800,1900,105.0,256.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-253.9,0.0,0.77,5.91
2004//01,1900,2000,116.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-254.04,0.0,0.85,5.52
2004//01,2000,2100,127.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-252.75,0.0,0.86,5.26
2004//01,2100,2200,138.0,287.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-252.23,0.0,0.97,5.21
2004//01,2200,2300,148.0,304.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-250.79,0.0,0.99,4.86
2004//01,2300,2400,156.0,329.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-250.12,0.0,0.71,4.46
2004//02,0,100,151.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.35,0.0,1.4,0.0
2004//02,100,200,147.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.61,0.0,1.37,0.0
2004//02,200,300,140.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.26,0.0,1.32,0.0
2004//02,300,400,131.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-248.35,0.0,1.19,0.0
2004//02,400,500,120.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-245.83,0.0,1.13,0.0
2004//02,500,600,109.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-245.53,0.0,1.18,0.0
2004//02,600,700,97.0,100.0,0.398,28.474,0.53,0.0,0.23,1.42,0.3,-244.34,0.0,1.18,0.0
2004//02,700,800,84.0,110.0,91.836,1131.047,29.34,0.0,8.02,60.93,21.32,-188.73,99.64,1.05,0.0
2004//02,800,900,76.0,121.0,321.417,1401.441,126.99,0.0,51.43,215.57,75.56,515.58,1599.16,1.29,0.0
2004//02,900,1000,68.0,133.0,525.978,1401.417,270.61,0.0,139.14,359.18,131.47,1638.75,4656.96,1.36,0.0
2004//02,1000,1100,61.0,147.0,681.276,1401.393,375.74,0.0,201.12,414.3,174.62,2368.92,6919.39,1.46,0.0
2004//02,1100,1200,56.0,163.0,776.382,1401.369,398.5,0.0,211.33,384.74,187.17,2492.01,7219.01,1.66,0.0
2004//02,1200,1300,55.0,181.0,804.744,1401.346,403.04,0.0,206.29,360.31,196.76,2521.09,7317.0,1.9,0.0
2004//02,1300,1400,57.0,199.0,764.429,1401.322,374.57,0.0,200.84,368.75,173.73,2299.29,6725.27,1.96,0.0
2004//02,1400,1500,62.0,215.0,658.215,1401.298,293.88,0.0,144.61,312.56,149.27,1679.37,5120.28,2.01,0.0
2004//02,1500,1600,69.0,229.0,493.451,1401.274,215.64,0.0,98.21,286.34,117.43,1009.8,3075.53,1.66,0.0
2004//02,1600,1700,78.0,241.0,281.872,1401.249,89.66,0.0,26.62,111.84,63.04,119.18,715.81,1.4,0.0
2004//02,1700,1800,85.0,251.0,59.648,965.483,13.44,0.0,0.01,4.32,13.42,-238.46,17.76,1.15,0.0
2004//02,1800,1900,99.0,261.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-252.73,0.0,1.07,0.0
2004//02,1900,2000,110.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-254.15,0.0,0.96,0.0
2004//02,2000,2100,121.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.64,0.0,1.16,0.0
2004//02,2100,2200,131.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.11,0.0,1.26,0.0
2004//02,2200,2300,141.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-251.91,0.0,1.26,0.0
2004//02,2300,2400,148.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.88,0.0,1.32,0.0
2004//03,0,100,139.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249.32,0.0,0.1,0.0
2004//03,100,200,137.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-248.56,0.0,0.16,0.0
2004//03,200,300,130.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-248.35,0.0,0.29,0.0
2004//03,300,400,121.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-247.77,0.0,0.27,0.0
2004//03,400,500,111.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-245.54,0.0,0.28,0.0
2004//03,500,600,100.0,82.0,0.009,2.594,0.06,0.0,0.0,0.0,0.06,-243.66,0.0,0.29,0.0
2004//03,600,700,86.0,92.0,58.585,840.494,16.85,0.0,3.23,27.05,13.61,-228.19,62.01,0.24,0.0
2004//03,700,800,77.0,103.0,288.134,1380.752,114.97,0.0,48.55,222.11,66.42,194.52,1196.99,0.33,0.0
2004//03,800,900,67.0,114.0,527.737,1380.72,264.22,0.0,139.22,365.05,125.0,1294.88,3966.89,0.41,0.0
2004//03,900,1000,58.0,127.0,730.566,1380.687,404.69,0.0,251.08,477.21,153.61,2336.97,6791.38,0.75,0.0
