Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Tilt(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power.1,Wind_Speed,Temperature
Station Name:,ASO,-,-,-,-,Element:,1000,1160,2000,2010,3000,5161,5162,9210,9300
Station Location:,Ashland_Oregon_USA,-,-,-,-,Instrument Serial Number:,RSP(PY35563_GHI),LICOR(PY22981),RSP(PY35563_DNI),RSP(PY35563_DNI),RSP(PY35563_DHI),PV5kw(ASO),PV15kw(ASO),WindSpeed(ASO),Temperature(ASO)
Latitude:,42.19441,-,-,-,-,Instrument Shorthand Name:,RSP,GHI_TILT,-,RSP,RSP,PV5kw(ASO),PV15kw(ASO),WS(ASO),TEMP(ASO)
Longitude (+ East):,-122.698158,-,-,-,-,Responsivity:,9.8322,9.586300000000001,-,9.8322,9.8322,160.,2.7777800000000004,1308.9005200000001,1000.0000000000001
Altitude (m):,594.,-,+-3_Degrees,+-7.5_Degrees,-,Estimated Uncertainty (U95%):,5,3.362,10,10,30,1.999,2.191,4.383,2.2
Time Zone (+ East):,-8.,-,DNI_WeightedSZA,Middle_of_hour,-,Sample Method:,Avg,Avg,-,Avg,Avg,Avg,Avg,Avg,Avg
Time Interval (Minutes):,1,-,-,-,-,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,m/s,C
Year//Month,2019//01,-,-,-,-,Column Notes:,AdjustedColumn,AdjustedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Year//Month,Start_Time(HHMM),End_Time(HHMM),Average_SZA,Average_AZM,Hourly_Average_ETR,Hourly_Average_ETRn,GHI,GHI_Tilt(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power.1,Wind_Speed,Temperature
2019//07,1300,1400,26.0,222.0,1178.976,1316.733,856.16,916.74,695.17,776.65,160.99,1771.68,8644.13,1.74,27.81
2019//07,1400,1500,35.0,243.0,1075.661,1316.739,773.51,825.94,630.99,771.13,142.52,1520.91,7305.87,1.7,28.76
2019//07,1500,1600,46.0,258.0,920.731,1316.745,626.32,651.91,501.74,716.28,124.58,1106.14,3067.79,1.63,29.28
2019//07,1600,1700,57.0,269.0,724.77,1316.752,473.37,466.06,359.87,650.06,113.5,625.94,1016.99,1.55,29.26
2019//07,1700,1800,67.0,279.0,501.222,1316.757,283.06,248.48,190.56,494.94,92.5,113.93,380.34,1.4,28.6
2019//07,1800,1900,78.0,288.0,265.789,1316.764,127.71,83.67,71.92,338.11,55.79,-212.13,39.81,1.18,27.32
2019//07,1900,2000,86.0,298.0,50.83,915.933,19.71,10.85,5.25,57.72,14.43,-251.19,0.0,0.99,25.26
2019//07,2000,2100,98.0,308.0,0.0,0.0,0.08,0.04,0.0,0.0,0.08,-251.68,0.0,0.84,23.53
2019//07,2100,2200,106.0,320.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-253.65,0.0,0.53,21.96
2019//07,2200,2300,112.0,333.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-252.42,0.0,0.3,20.06
2019//07,2300,2400,116.0,348.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-250.34,0.0,0.24,18.45
2019//08,0,100,124.0,4.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-250.15,0.0,0.07,17.59
2019//08,100,200,122.0,21.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-249.24,0.0,0.05,16.72
2019//08,200,300,116.0,37.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-250.71,0.0,0.03,15.81
2019//08,300,400,108.0,50.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-252.03,0.0,0.06,15.14
2019//08,400,500,99.0,62.0,0.0,0.0,0.08,0.05,0.0,0.0,0.07,-249.46,0.0,0.02,14.59
2019//08,500,600,86.0,72.0,50.231,867.96,18.75,10.76,5.83,56.59,12.92,-250.52,0.0,0.01,14.37
2019//08,600,700,78.0,82.0,273.633,1326.863,141.13,106.62,87.16,398.0,53.97,-110.06,408.06,0.03,16.74
2019//08,700,800,67.0,92.0,516.125,1326.884,313.8,311.8,225.5,576.39,88.3,503.72,2376.78,0.18,19.51
2019//08,800,900,56.0,103.0,738.367,1326.905,486.34,522.59,377.05,675.07,109.29,1325.54,5089.39,0.45,21.0
2019//08,900,1000,46.0,116.0,924.695,1326.925,653.68,729.96,528.83,758.7,124.85,2036.93,7381.54,0.75,22.67
2019//08,1000,1100,37.0,134.0,1062.282,1326.945,777.31,879.49,645.2,805.66,132.11,2483.52,8771.42,0.99,24.45
2019//08,1100,1200,31.0,158.0,1141.695,1326.969,819.18,924.56,680.62,791.26,138.57,2604.98,9054.73,1.27,25.99
2019//08,1200,1300,29.0,187.0,1157.488,1326.989,837.22,943.09,703.71,806.31,133.52,2642.63,9093.67,1.45,27.7
2019//08,1300,1400,33.0,215.0,1108.559,1327.009,761.74,862.12,641.08,766.71,120.66,2364.69,8203.12,1.52,28.98
2019//08,1400,1500,41.0,236.0,998.227,1327.03,655.04,735.68,518.39,687.62,136.64,1968.47,6247.29,1.49,29.71
2019//08,1500,1600,51.0,251.0,834.015,1327.052,540.32,593.88,412.48,655.5,127.84,1493.53,2215.81,1.44,30.21
2019//08,1600,1700,62.0,262.0,627.156,1327.071,374.81,391.71,272.13,573.61,102.69,772.27,569.67,1.24,30.05
2019//08,1700,1800,73.0,273.0,391.952,1327.093,223.8,203.74,147.24,485.57,76.56,126.39,199.94,1.0,29.55
2019//08,1800,1900,82.0,282.0,147.408,1272.619,70.77,50.72,33.11,209.05,37.65,-222.75,51.4,0.7,27.75
2019//08,1900,2000,91.0,292.0,6.04,229.753,3.72,3.16,0.02,0.22,3.7,-248.38,2.96,0.59,25.45
2019//08,2000,2100,104.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-253.72,0.0,0.41,23.69
2019//08,2100,2200,113.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-249.33,0.0,0.19,21.72
2019//08,2200,2300,119.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-247.86,0.0,0.08,19.92
2019//08,2300,2400,124.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-253.05,0.0,0.07,18.59
2019//09,0,100,135.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-252.82,0.0,0.13,13.32
2019//09,100,200,131.0,28.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-251.27,0.0,0.1,12.76
2019//09,200,300,124.0,45.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02,-256.66,0.0,0.05,12.2
2019//09,300,400,116.0,59.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,-252.67,0.0,0.08,11.81
2019//09,400,500,106.0,71.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,-250.52,0.0,0.07,11.34
2019//09,500,600,91.0,82.0,4.047,188.206,1.76,0.0,0.0,0.0,1.75,-249.96,0.0,0.05,11.06
2019//09,600,700,82.0,92.0,151.769,1318.935,54.63,0.0,21.86,124.73,32.77,-231.75,103.14,0.04,11.64
2019//09,700,800,72.0,102.0,400.219,1346.07,195.13,0.0,111.53,351.63,83.61,87.85,1469.02,0.08,14.19
2019//09,800,900,62.0,114.0,626.875,1346.1,369.85,0.0,240.42,504.68,129.43,1048.77,4007.69,0.35,15.98
2019//09,900,1000,53.0,128.0,814.07,1346.13,501.34,0.0,334.3,544.03,167.04,1653.11,6138.49,0.6,17.36
2019//09,1000,1100,45.0,145.0,948.812,1346.161,616.06,0.0,447.68,627.42,168.38,2127.34,7605.34,0.83,18.79
2019//09,1100,1200,41.0,166.0,1021.837,1346.191,660.02,0.0,494.0,644.44,166.03,2289.12,8083.83,1.03,19.87
2019//09,1200,1300,40.0,189.0,1028.129,1346.221,664.18,0.0,502.8,651.72,161.38,2285.72,8012.4,1.19,21.1
2019//09,1300,1400,44.0,211.0,967.232,1346.253,615.16,0.0,464.8,639.48,150.36,2090.91,7400.29,1.32,22.07
2019//09,1400,1500,51.0,229.0,843.295,1346.284,511.02,0.0,376.16,594.48,134.86,1671.37,4968.58,1.34,22.65
2019//09,1500,1600,60.0,243.0,664.791,1346.314,365.4,0.0,254.89,509.31,110.51,1012.51,1620.49,1.22,22.64
2019//09,1600,1700,70.0,255.0,444.038,1346.345,217.57,0.0,137.59,403.37,79.98,331.66,379.97,0.98,22.19
2019//09,1700,1800,81.0,266.0,197.57,1332.056,79.29,0.0,37.64,187.68,41.65,-161.43,59.42,0.65,20.98
2019//09,1800,1900,89.0,276.0,18.015,419.612,5.75,0.0,0.74,6.68,5.0,-251.2,0.0,0.4,19.02
2019//09,1900,2000,104.0,286.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,-253.27,0.0,0.31,17.57
2019//09,2000,2100,114.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-251.68,0.0,0.22,16.26
2019//09,2100,2200,123.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-255.26,0.0,0.1,15.0
2019//09,2200,2300,130.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-254.23,0.0,0.07,14.1
2019//09,2300,2400,135.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-251.87,0.0,0.07,13.39
2019//10,0,100,146.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-248.66,0.0,0.38,6.49
2019//10,100,200,141.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-251.91,0.0,0.36,6.0
2019//10,200,300,133.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-250.38,0.0,0.36,5.48
2019//10,300,400,123.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-247.99,0.0,0.3,5.06
2019//10,400,500,112.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-246.39,0.0,0.28,4.69
2019//10,500,600,101.0,92.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,-246.68,0.0,0.28,4.47
2019//10,600,700,86.0,102.0,41.093,770.346,13.49,0.0,2.36,20.07,11.13,-242.79,10.92,0.31,4.52
2019//10,700,800,79.0,112.0,255.573,1369.833,130.19,0.0,77.88,377.02,52.31,-189.88,884.25,0.46,6.67
2019//10,800,900,69.0,124.0,478.004,1369.864,288.28,0.0,195.22,551.68,93.06,602.55,3034.79,0.73,9.21
2019//10,900,1000,61.0,137.0,659.04,1369.897,426.4,0.0,318.95,664.56,107.45,1320.65,5647.49,1.01,10.66
2019//10,1000,1100,55.0,153.0,785.706,1369.93,508.02,0.0,371.48,653.77,136.54,1620.29,6893.34,1.17,11.89
2019//10,1100,1200,52.0,171.0,849.237,1369.963,555.65,0.0,406.86,660.12,148.79,1864.64,7454.89,1.28,13.48
2019//10,1200,1300,52.0,190.0,845.263,1369.995,565.64,0.0,419.82,682.39,145.82,1907.8,7517.08,1.36,14.9
2019//10,1300,1400,56.0,208.0,774.037,1370.029,516.9,0.0,382.92,678.5,133.98,1705.51,6710.64,1.32,16.25
2019//10,1400,1500,62.0,224.0,640.439,1370.062,397.69,0.0,289.27,625.06,108.43,1203.71,3971.02,1.22,16.94
2019//10,1500,1600,70.0,237.0,453.697,1370.094,274.45,0.0,192.87,580.52,81.58,659.04,1277.36,1.07,17.09
2019//10,1600,1700,80.0,248.0,227.434,1370.127,63.25,0.0,22.98,90.51,40.27,-62.12,66.06,0.73,15.68
2019//10,1700,1800,87.0,259.0,29.84,604.605,7.7,0.0,0.0,0.0,7.7,-247.57,1.02,0.49,13.11
2019//10,1800,1900,102.0,269.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02,-248.98,0.0,0.48,11.1
2019//10,1900,2000,113.0,279.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.02,-251.66,0.0,0.4,9.82
2019//10,2000,2100,124.0,291.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-249.33,0.0,0.32,8.81
2019//10,2100,2200,134.0,305.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-252.72,0.0,0.32,7.91
2019//10,2200,2300,142.0,324.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-252.02,0.0,0.38,7.47
2019//10,2300,2400,146.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-251.56,0.0,0.36,6.93
2019//11,0,100,155.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-248.0,0.0,0.08,4.22
2019//11,100,200,149.0,47.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02,-249.51,0.0,0.16,3.82
2019//11,200,300,140.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-252.54,0.0,0.16,3.53
2019//11,300,400,129.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-249.43,0.0,0.16,3.28
2019//11,400,500,118.0,90.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-247.56,0.0,0.16,2.93
2019//11,500,600,107.0,100.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-245.66,0.0,0.16,2.52
2019//11,600,700,94.0,109.0,0.974,73.753,1.09,0.0,0.0,0.0,1.08,-248.17,0.0,0.15,2.35
2019//11,700,800,84.0,119.0,102.298,1245.901,42.01,0.0,18.31,141.16,23.7,-235.58,149.57,0.15,3.23
2019//11,800,900,77.0,130.0,312.898,1391.875,165.51,0.0,96.59,405.07,68.92,297.11,1393.73,0.24,5.78
2019//11,900,1000,69.0,143.0,488.678,1391.9,265.45,0.0,168.19,461.87,97.26,815.6,3244.01,0.51,7.5
2019//11,1000,1100,64.0,157.0,611.516,1391.926,351.48,0.0,227.02,505.37,124.46,1180.16,4645.73,0.71,8.94
2019//11,1100,1200,61.0,173.0,672.726,1391.952,392.26,0.0,249.45,505.36,142.81,1313.46,5196.74,0.85,10.23
2019//11,1200,1300,61.0,189.0,668.067,1391.978,410.5,0.0,270.89,553.09,139.61,1392.75,5480.58,0.99,11.59
2019//11,1300,1400,65.0,205.0,597.855,1392.004,345.5,0.0,240.6,546.35,104.89,1142.26,4505.77,0.88,12.72
2019//11,1400,1500,70.0,219.0,466.947,1392.029,250.14,0.0,171.24,494.89,78.91,693.94,2637.37,0.8,13.3
2019//11,1500,1600,78.0,231.0,284.64,1392.054,121.53,0.0,71.59,296.16,49.94,96.43,635.31,0.62,13.2
2019//11,1600,1700,85.0,242.0,73.931,1121.53,14.65,0.0,0.0,0.01,14.65,-250.18,1.29,0.55,10.8
2019//11,1700,1800,97.0,252.0,0.011,3.841,0.23,0.0,0.0,0.0,0.21,-247.59,0.0,0.42,8.95
2019//11,1800,1900,108.0,261.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.02,-251.91,0.0,0.45,7.63
2019//11,1900,2000,119.0,271.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-251.2,0.0,0.42,6.98
2019//11,2000,2100,130.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-251.91,0.0,0.41,6.4
2019//11,2100,2200,141.0,296.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-252.58,0.0,0.4,5.81
2019//11,2200,2300,150.0,315.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-249.88,0.0,0.32,5.28
2019//11,2300,2400,156.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-250.76,0.0,0.21,4.75
2019//12,0,100,160.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-245.99,0.0,0.78,4.35
2019//12,100,200,154.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-245.77,0.0,0.72,4.1
2019//12,200,300,145.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-246.51,0.0,0.55,4.09
2019//12,300,400,134.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-245.14,0.0,0.67,3.95
2019//12,400,500,123.0,92.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02,-242.25,0.0,0.61,3.65
2019//12,500,600,112.0,102.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02,-244.54,0.0,0.65,3.44
2019//12,600,700,101.0,111.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02,-244.86,0.0,0.66,3.53
2019//12,700,800,87.0,121.0,21.042,623.197,4.84,0.0,0.4,5.68,4.44,-245.08,0.02,0.51,3.2
2019//12,800,900,82.0,131.0,193.881,1405.6,61.66,0.0,17.65,111.13,44.01,-241.57,289.89,0.56,3.65
2019//12,900,1000,74.0,143.0,373.599,1405.611,134.08,0.0,45.07,163.22,89.01,-243.59,1244.77,0.76,4.56
2019//12,1000,1100,69.0,156.0,503.923,1405.621,207.41,0.0,81.99,225.01,125.43,-245.18,2503.83,1.16,5.53
2019//12,1100,1200,66.0,171.0,575.124,1405.632,252.3,0.0,119.5,290.18,132.8,-247.19,3301.08,1.48,6.53
2019//12,1200,1300,66.0,186.0,582.215,1405.644,256.93,0.0,111.42,267.75,145.51,-247.17,3298.21,1.58,7.56
2019//12,1300,1400,68.0,201.0,524.7,1405.654,231.03,0.0,106.86,285.33,124.17,-243.93,2867.86,1.62,8.21
2019//12,1400,1500,73.0,214.0,406.591,1405.665,165.04,0.0,75.44,255.86,89.59,-245.44,1705.85,1.64,8.22
2019//12,1500,1600,80.0,226.0,236.453,1405.675,62.65,0.0,12.41,59.91,50.24,-245.93,311.54,1.28,7.81
2019//12,1600,1700,86.0,237.0,45.069,928.898,8.59,0.0,0.0,0.01,8.59,-242.43,0.55,0.94,6.99
2019//12,1700,1800,99.0,247.0,0.0,0.0,0.01,0.0,0.0,0.0,-0.01,-246.06,0.0,0.85,6.33
2019//12,1800,1900,109.0,256.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02,-245.95,0.0,0.93,5.74
2019//12,1900,2000,120.0,265.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-245.5,0.0,0.84,5.38
2019//12,2000,2100,131.0,275.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-244.88,0.0,0.73,5.05
2019//12,2100,2200,142.0,288.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-245.88,0.0,0.72,4.74
2019//12,2200,2300,152.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-245.7,0.0,0.68,4.69
2019//12,2300,2400,159.0,335.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02,-246.72,0.0,0.66,4.45
