Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power.1,Wind_Speed,Temperature
Station Name:,ASO,-,-,-,-,Element:,1000,1160,2000,2010,3000,5161,5162,9210,9300
Station Location:,Ashland_Oregon_USA,-,-,-,-,Instrument Serial Number:,RSP(PY35563_GHI),LICOR(PY22981),RSP(PY35563_DNI),RSP(PY35563_DNI),RSP(PY35563_DHI),PV5kw(ASO),PV15kw(ASO),WindSpeed(ASO),Temperature(ASO)
Latitude:,42.19441,-,-,-,-,Instrument Shorthand Name:,RSP,GTI(15:180),-,RSP,RSP,PV5kw(ASO),PV15kw(ASO),WS(ASO),TEMP(ASO)
Longitude (+ East):,-122.698158,-,-,-,-,Responsivity:,9.8322,9.5863,-,9.8322,9.8322,160,2.77778,1308.90052,1000
Altitude (m):,594,-,+-3_Degrees,+-7.5_Degrees,-,Estimated Uncertainty (U95%):,3.125,3.362,3.125,3.125,3.125,1.999,2.191,4.383,2.2
Time Zone (+ East):,-8,-,DNI_WeightedSZA,Middle_of_hour,-,Sample Method:,Avg,Avg,-,Avg,Avg,Avg,Avg,Avg,Avg
Time Interval (Minutes):,1,-,-,-,-,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,m/s,C
Year//Month,2020//01,-,-,-,-,Column Notes:,AdjustedColumn,AdjustedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Year//Month,Start_Time(HHMM),End_Time(HHMM),Average_SZA,Average_AZM,Hourly_Average_ETR,Hourly_Average_ETRn,GHI,GTI(15:180),DrHI_Calc,DNI,DHI,PV_Power,PV_Power.1,Wind_Speed,Temperature
2020//02,500,600,109.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-246.12,0.0,0.23,1.19
2020//02,600,700,96.0,100.0,0.475,41.469,0.45,0.42,0.0,0.0,0.41,-244.13,0.0,0.22,0.96
2020//02,700,800,84.0,110.0,92.267,1160.266,32.13,41.05,13.85,104.1,18.27,-236.59,112.66,0.2,1.15
2020//02,800,900,76.0,121.0,320.796,1395.084,157.88,208.98,93.26,378.11,64.62,117.57,1281.44,0.26,3.23
2020//02,900,1000,68.0,133.0,524.44,1395.061,270.15,354.97,151.03,385.57,119.12,864.94,3186.69,0.39,4.6
2020//02,1000,1100,61.0,147.0,679.026,1395.037,384.33,516.72,251.64,502.69,132.69,1454.24,5385.02,0.61,6.0
2020//02,1100,1200,56.0,164.0,773.677,1395.013,491.63,669.39,345.28,611.03,146.35,1979.86,7022.44,0.81,7.4
2020//02,1200,1300,55.0,182.0,801.881,1394.99,500.74,679.13,348.8,595.21,151.94,1981.22,7016.45,0.86,8.74
2020//02,1300,1400,57.0,199.0,761.706,1394.966,459.24,624.86,318.1,572.14,141.13,1776.95,6355.28,1.01,9.7
2020//02,1400,1500,62.0,215.0,655.925,1394.943,382.22,520.84,256.13,534.09,126.09,1398.69,4923.71,0.99,10.33
2020//02,1500,1600,69.0,229.0,491.857,1394.919,271.78,374.59,174.44,479.16,97.34,837.36,2469.01,0.87,10.85
2020//02,1600,1700,78.0,241.0,281.186,1394.894,107.2,125.68,52.81,209.74,54.38,63.71,415.24,0.58,10.37
2020//02,1700,1800,85.0,252.0,59.814,959.524,13.96,13.56,0.0,0.0,13.96,-247.78,3.79,0.36,8.56
2020//02,1800,1900,99.0,262.0,0.0,0.0,0.11,0.11,0.0,0.0,0.09,-247.57,0.0,0.22,6.68
2020//02,1900,2000,110.0,271.0,0.0,0.0,-0.02,0.0,0.0,0.0,-0.05,-247.58,0.0,0.26,5.43
2020//02,2000,2100,121.0,282.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.03,-248.46,0.0,0.33,4.75
2020//02,2100,2200,132.0,295.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,-246.96,0.0,0.32,4.11
2020//02,2200,2300,141.0,311.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,-250.17,0.0,0.23,3.44
2020//02,2300,2400,148.0,334.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.04,-246.91,0.0,0.14,2.95
2020//03,0,100,139.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-248.09,0.0,0.19,3.49
2020//03,100,200,136.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-246.99,0.0,0.15,2.92
2020//03,200,300,130.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-248.21,0.0,0.18,2.58
2020//03,300,400,121.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-247.15,0.0,0.16,2.33
2020//03,400,500,111.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-243.53,0.0,0.09,1.92
2020//03,500,600,100.0,83.0,0.029,6.515,0.1,0.07,0.0,0.0,0.08,-244.11,0.0,0.07,1.71
2020//03,600,700,85.0,93.0,59.119,880.432,14.3,14.74,1.49,13.96,12.8,-245.31,7.88,0.13,1.79
2020//03,700,800,77.0,103.0,287.764,1374.49,111.9,123.31,42.79,201.92,69.1,-68.76,710.33,0.17,3.09
2020//03,800,900,67.0,114.0,526.263,1374.458,278.85,331.5,145.96,390.24,132.88,659.23,2940.53,0.37,5.22
2020//03,900,1000,58.0,127.0,728.142,1374.426,373.33,450.26,202.33,390.83,170.99,1193.6,4577.0,0.74,6.66
2020//03,1000,1100,50.0,143.0,879.093,1374.395,444.49,542.87,256.6,410.58,187.89,1512.07,5666.06,0.91,7.93
2020//03,1100,1200,45.0,162.0,968.739,1374.361,534.22,662.9,335.87,485.71,198.36,1898.44,6927.6,0.95,9.24
2020//03,1200,1300,44.0,184.0,990.96,1374.33,573.62,711.47,367.01,518.7,206.6,2028.63,7307.54,1.15,10.49
2020//03,1300,1400,46.0,205.0,944.251,1374.297,534.47,659.53,339.19,502.84,195.28,1855.05,6754.45,1.22,11.52
2020//03,1400,1500,53.0,223.0,831.834,1374.265,429.96,527.88,265.57,444.69,164.39,1406.84,5100.04,1.31,12.12
2020//03,1500,1600,61.0,238.0,661.438,1374.232,310.88,376.44,173.71,369.51,137.17,861.25,2612.59,1.21,12.26
2020//03,1600,1700,71.0,250.0,444.859,1374.201,199.22,210.04,104.17,322.01,95.05,336.34,883.86,1.01,12.26
2020//03,1700,1800,81.0,261.0,198.117,1374.169,59.63,45.18,21.98,114.97,37.66,-170.48,74.21,0.84,11.05
2020//03,1800,1900,88.0,271.0,13.746,402.186,3.29,2.99,0.0,0.0,3.29,-247.82,0.0,0.55,9.26
2020//03,1900,2000,104.0,281.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.03,-247.5,0.0,0.4,7.99
2020//03,2000,2100,114.0,292.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.03,-252.34,0.0,0.26,6.67
2020//03,2100,2200,124.0,305.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,-248.67,0.0,0.2,5.52
2020//03,2200,2300,132.0,322.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,-251.38,0.0,0.17,4.64
2020//03,2300,2400,137.0,341.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,-246.03,0.0,0.19,3.98
2020//04,0,100,128.0,6.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02,-250.24,0.0,0.36,8.57
2020//04,100,200,125.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-248.7,0.0,0.37,7.96
2020//04,200,300,119.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-247.8,0.0,0.3,7.48
