Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Tilt,DrHI_Calc,DNI,DHI,PV_Power,PV_Power.1,Wind_Speed,TEMPERATURE
Station Name:,ASO,-,-,-,-,Element:,1000,1160,2000,2010,3000,5161,5162,9210,9300
Station Location:,Ashland_Oregon_USA,-,-,-,-,Instrument Serial Number:,RSP(PY35563_GHI),LICOR(PY22981),RSP(PY35563_DNI),RSP(PY35563_DNI),RSP(PY35563_DHI),PV5kw,PV15kw,WS,TEMP
Latitude:,42.19441,-,-,-,-,Instrument Shorthand Name:,RSP,GHI_TILT,,RSP,RSP,PV5kw,PV15kw,WS,TEMP(ASO)
Longitude (+ East):,-122.69814,-,-,-,-,Responsivity:,9.792900000000001,9.58084,,9.792900000000001,9.792900000000001,160.,2.7777800000000004,1308.9005200000001,1000.0000000000001
Altitude (m):,594.,-,+-3_Degrees,+-7.5_Degrees,-,Estimated Uncertainty (U95%):,3.1590000000000003,3.177,3.1590000000000003,3.1590000000000003,3.1590000000000003,1.999,2.191,4.383,2.2
Time Zone (+ East):,-8.,-,DNI_WeightedSZA,Middle_of_hour,-,Sample Method:,Avg,Avg,-,Avg,Avg,Avg,Avg,Avg,Avg
Time Interval (Minutes):,5,-,-,-,-,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,m/s,C
Year//Month,2018//01,-,-,-,-,Column Notes:,AdjustedColumn,AdjustedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Year//Month,Start_Time(HHMM),End_Time(HHMM),Average_SZA,Average_AZM,Hourly_Average_ETR,Hourly_Average_ETRn,GHI,GHI_Tilt,DrHI_Calc,DNI,DHI,PV_Power,PV_Power.1,Wind_Speed,TEMPERATURE
2018//01,0,100,158.0,5.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-247.71,0.0,0.59,5.46
2018//01,100,200,154.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-250.68,0.0,0.62,5.13
2018//01,200,300,146.0,61.0,0.0,0.0,0.01,0.0,0.0,0.0,-0.0,-249.66,0.0,0.56,5.03
2018//01,300,400,135.0,76.0,0.0,0.0,0.01,0.0,0.0,0.0,-0.0,-249.44,0.0,0.43,4.97
2018//01,400,500,124.0,88.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,-248.3,0.0,0.56,4.91
2018//01,500,600,113.0,97.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,-247.05,0.0,0.54,4.75
2018//01,600,700,102.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-246.8,0.0,0.56,4.95
2018//01,700,800,88.0,116.0,16.89,512.32,3.45,3.51,0.11,1.39,3.34,-242.57,0.74,0.53,4.98
2018//01,800,900,82.0,127.0,193.465,1413.084,54.24,66.94,12.31,77.11,41.93,-75.46,246.68,0.64,5.27
2018//01,900,1000,74.0,138.0,387.424,1413.076,139.53,172.35,41.28,150.15,98.25,528.62,1369.2,0.75,6.46
2018//01,1000,1100,68.0,151.0,533.55,1413.068,213.51,268.77,66.86,173.28,146.65,1062.37,2687.71,1.0,7.48
2018//01,1100,1200,64.0,166.0,620.966,1413.06,251.77,319.97,89.85,204.65,161.92,1330.45,3292.89,1.02,8.52
2018//01,1200,1300,63.0,182.0,643.571,1413.052,278.69,360.18,112.36,244.61,166.33,1553.42,3764.81,1.35,9.01
2018//01,1300,1400,65.0,197.0,599.805,1413.043,265.18,343.7,104.65,242.79,160.52,1439.3,3496.82,1.15,9.54
2018//01,1400,1500,70.0,212.0,492.702,1413.036,199.82,253.21,66.51,186.44,133.31,915.33,2290.14,1.29,9.87
2018//01,1500,1600,76.0,225.0,329.819,1413.027,120.22,152.36,36.52,143.42,83.7,310.58,929.24,1.1,9.88
2018//01,1600,1700,84.0,236.0,125.401,1355.969,29.68,30.92,0.62,3.78,29.06,-198.94,46.87,0.91,9.02
2018//01,1700,1800,92.0,246.0,3.108,155.5,1.34,1.2,0.01,0.61,1.32,-246.58,0.0,0.82,8.15
2018//01,1800,1900,105.0,256.0,0.0,0.0,-0.02,0.0,0.0,0.0,-0.04,-251.26,0.0,0.72,7.41
2018//01,1900,2000,116.0,265.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.03,-252.72,0.0,0.83,6.97
2018//01,2000,2100,127.0,275.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.02,-250.74,0.0,0.85,6.96
2018//01,2100,2200,138.0,287.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.02,-250.91,0.0,0.89,6.62
2018//01,2200,2300,148.0,304.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-249.05,0.0,0.82,6.3
2018//01,2300,2400,156.0,329.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-248.15,0.0,0.63,5.96
2018//02,0,100,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-249.08,0.0,0.18,2.14
2018//02,100,200,147.0,30.0,0.0,0.0,0.01,0.0,0.0,0.0,-0.0,-252.9,0.0,0.2,1.79
2018//02,200,300,140.0,51.0,0.0,0.0,0.01,0.0,0.0,0.0,-0.0,-249.78,0.0,0.09,1.4
2018//02,300,400,131.0,67.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,-249.56,0.0,0.09,1.07
2018//02,400,500,120.0,80.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-250.92,0.0,0.12,0.78
2018//02,500,600,109.0,90.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,-248.02,0.0,0.13,0.89
2018//02,600,700,97.0,100.0,0.348,26.959,0.26,0.16,0.0,0.0,0.26,-246.06,0.0,0.26,0.9
2018//02,700,800,84.0,110.0,92.013,1137.146,26.52,31.55,7.79,60.89,18.73,-224.83,67.38,0.25,1.0
2018//02,800,900,76.0,121.0,322.009,1401.676,137.1,173.58,69.85,299.97,67.25,251.46,1052.68,0.25,2.54
2018//02,900,1000,68.0,133.0,526.652,1401.654,265.5,343.24,141.97,389.28,123.54,1388.07,3223.05,0.45,4.56
2018//02,1000,1100,61.0,147.0,682.007,1401.63,373.49,488.69,202.91,429.1,170.58,2110.15,5128.76,0.73,5.34
2018//02,1100,1200,56.0,163.0,777.147,1401.606,412.1,537.26,213.25,398.97,198.85,2312.17,5569.3,0.92,6.45
2018//02,1200,1300,55.0,181.0,805.522,1401.581,441.29,584.84,258.96,461.8,182.33,2417.89,5792.48,1.09,7.34
2018//02,1300,1400,57.0,199.0,765.192,1401.558,438.38,585.19,275.93,518.49,162.45,2499.54,5918.68,1.11,8.26
2018//02,1400,1500,62.0,215.0,658.94,1401.536,376.22,501.16,227.56,493.59,148.66,2144.36,4883.37,1.02,9.07
2018//02,1500,1600,69.0,229.0,494.114,1401.511,257.82,345.77,147.19,432.67,110.63,1295.7,2362.03,1.07,9.47
2018//02,1600,1700,78.0,241.0,282.452,1401.488,96.74,115.96,40.25,170.56,56.49,179.51,384.45,0.85,8.89
2018//02,1700,1800,85.0,251.0,59.719,962.725,12.73,12.22,0.04,0.69,12.69,-243.09,1.26,0.61,7.13
2018//02,1800,1900,99.0,261.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-251.2,0.0,0.45,5.7
2018//02,1900,2000,110.0,271.0,0.0,0.0,-0.04,0.0,0.0,0.0,-0.06,-251.42,0.0,0.35,4.6
2018//02,2000,2100,121.0,282.0,0.0,0.0,-0.02,0.0,0.0,0.0,-0.03,-249.35,0.0,0.38,4.03
2018//02,2100,2200,131.0,294.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.02,-251.1,0.0,0.31,3.47
2018//02,2200,2300,141.0,311.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-250.21,0.0,0.27,2.93
2018//02,2300,2400,148.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-250.31,0.0,0.22,2.49
2018//03,0,100,139.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-250.62,0.0,0.38,4.17
2018//03,100,200,137.0,26.0,0.0,0.0,0.01,0.0,0.0,0.0,-0.01,-250.12,0.0,0.39,3.71
2018//03,200,300,130.0,45.0,0.0,0.0,0.01,0.0,0.0,0.0,-0.01,-251.58,0.0,0.38,3.27
2018//03,300,400,121.0,60.0,0.0,0.0,0.02,0.0,0.0,0.0,-0.0,-249.51,0.0,0.35,3.06
2018//03,400,500,111.0,72.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,-247.61,0.0,0.35,2.66
2018//03,500,600,100.0,83.0,0.017,4.419,0.14,0.07,0.0,0.0,0.13,-246.88,0.0,0.39,2.59
2018//03,600,700,86.0,93.0,57.073,868.257,15.48,16.57,1.76,13.19,13.71,-228.5,21.05,0.5,2.68
2018//03,700,800,78.0,103.0,285.359,1381.367,115.01,126.6,49.39,207.14,65.62,130.67,870.47,0.58,4.04
2018//03,800,900,67.0,114.0,525.074,1381.335,246.12,281.64,119.72,300.4,126.4,1018.33,2698.41,0.77,5.86
2018//03,900,1000,58.0,127.0,728.048,1381.304,386.12,457.5,209.59,388.25,176.52,2027.77,4924.42,1.02,7.08
2018//03,1000,1100,50.0,143.0,879.874,1381.27,508.19,603.68,282.94,439.64,225.25,2799.47,6649.73,1.32,8.54
2018//03,1100,1200,45.0,162.0,970.115,1381.238,593.84,709.07,340.6,484.57,253.24,3328.77,7821.17,1.61,10.01
2018//03,1200,1300,44.0,184.0,992.608,1381.207,647.02,772.9,402.22,558.71,244.8,3598.99,8419.7,1.67,11.4
2018//03,1300,1400,47.0,205.0,945.834,1381.174,556.05,659.73,332.62,480.59,223.43,3012.17,7075.24,1.75,12.17
2018//03,1400,1500,53.0,223.0,833.013,1381.142,451.2,527.61,251.84,414.86,199.35,2341.49,5335.08,1.64,12.53
2018//03,1500,1600,61.0,237.0,661.904,1381.11,325.86,372.69,162.61,336.82,163.25,1514.66,2782.9,1.61,12.52
2018//03,1600,1700,71.0,250.0,444.359,1381.078,189.33,192.85,84.49,255.73,104.83,614.52,894.75,1.25,12.14
2018//03,1700,1800,81.0,261.0,196.504,1381.045,66.59,54.32,23.94,119.27,42.65,-75.95,99.34,0.98,10.97
2018//03,1800,1900,88.0,271.0,13.133,392.325,3.41,3.0,0.0,0.63,3.4,-247.87,0.0,0.56,9.38
2018//03,1900,2000,104.0,281.0,0.0,0.0,-0.04,0.0,0.0,0.0,-0.06,-251.32,0.0,0.47,8.22
2018//03,2000,2100,114.0,292.0,0.0,0.0,-0.02,0.0,0.0,0.0,-0.05,-251.61,0.0,0.36,7.3
2018//03,2100,2200,124.0,305.0,0.0,0.0,-0.02,0.0,0.0,0.0,-0.04,-248.24,0.0,0.34,6.21
2018//03,2200,2300,132.0,321.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.03,-251.34,0.0,0.26,5.39
2018//03,2300,2400,138.0,341.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,-248.83,0.0,0.25,4.67
2018//04,0,100,128.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-249.06,0.0,0.48,7.82
2018//04,100,200,125.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-252.14,0.0,0.43,7.37
