YYYY//MM//DD,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
1981//9//7,250,05::26:07,18::23:07,11::55:01,8.329,17.226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//8,251,05::27:26,18::20:43,11::54:41,8.258000000000001,17.204,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//9,252,05::29:02,18::19:07,11::54:20,8.186,17.179000000000002,-,-,-,-,-,-,-,-,17.91,33.28,-0.016800000000000002,0.4194,2.4634,0.3604,-
1981//9//10,253,05::30:10,18::17:04,11::53:59,8.114,17.051000000000002,5.785,2.8000000000000003,5.051,2.5300000000000002,9.251,2.5300000000000002,0.733,3.774,12.030000000000001,33.57,-0.4687,1.069,2.2614,0.6941,-
1981//9//11,254,05::31:05,18::14:59,11::53:38,8.042,17.039,5.789,2.8000000000000003,5.156,2.5300000000000002,9.584,2.5300000000000002,0.633,3.775,8.31,36.61,-0.377,0.6665,2.1576,0.5468000000000001,-
1981//9//12,255,05::32:22,18::13:34,11::53:17,7.969,16.905,5.617,2.8000000000000003,4.868,2.5300000000000002,9.029,2.5300000000000002,0.749,3.7720000000000002,12.33,37.68,-0.3421,0.775,2.0765000000000002,0.5883,-
1981//9//13,256,05::33:58,18::11:03,11::52:56,7.896,16.881,5.643,2.8000000000000003,4.881,2.5300000000000002,9.166,2.5300000000000002,0.761,3.775,10.56,35.04,-0.43260000000000004,0.8633000000000001,2.1524,0.7546,-
1981//9//14,257,05::35:08,18::09:20,11::52:34,7.823,16.864,5.558,2.8000000000000003,4.468,2.5300000000000002,8.314,2.5300000000000002,1.09,3.774,9.78,30.34,-0.3655,0.48140000000000005,2.9675000000000002,0.8324,-
1981//9//15,258,05::36:03,18::07:30,11::52:13,7.75,16.741,5.343,2.8000000000000003,3.8120000000000003,2.5300000000000002,7.164000000000001,2.5300000000000002,1.5310000000000001,3.773,7.04,36.7,-0.12810000000000002,0.5646,2.2878000000000003,0.7191000000000001,-
1981//9//16,259,05::37:18,18::05:13,11::51:52,7.676,16.718,5.2700000000000005,3.086,-,-,-,-,-,-,10.17,37.39,0.1022,1.0635000000000001,2.0927000000000002,0.7685000000000001,-
1981//9//17,260,05::38:56,18::03:44,11::51:30,7.602,16.695,5.154,2.8000000000000003,4.048,2.5300000000000002,7.472,2.5300000000000002,1.107,3.7720000000000002,12.23,40.52,0.0364,0.8317,2.1449000000000003,0.7934,-
1981//9//18,261,05::40:06,18::01:20,11::51:09,7.5280000000000005,16.565,4.93,2.8000000000000003,3.45,2.5300000000000002,6.163,2.5300000000000002,1.479,3.774,16.05,37.,0.561,0.7008,2.1441,0.5814,-
1981//9//19,262,05::41:02,17::59:31,11::50:48,7.454,16.554000000000002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//20,263,05::42:16,17::57:48,11::50:26,7.3790000000000004,16.418,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//21,264,05::43:55,17::55:26,11::50:05,7.304,16.395,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//22,265,05::45:05,17::53:54,11::49:44,7.23,16.378,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//23,266,05::46:02,17::51:38,11::49:23,7.155,16.253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//24,267,05::47:17,17::49:42,11::49:02,7.08,16.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//25,268,05::48:56,17::48:08,11::48:41,7.005,16.094,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//26,269,05::50:07,17::45:42,11::48:21,6.93,16.077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//27,270,05::51:04,17::44:05,11::48:01,6.855,16.065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//28,271,05::52:21,17::42:01,11::47:41,6.78,15.929,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//29,272,05::54:00,17::39:58,11::47:21,6.705,15.904,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//9//30,273,05::55:11,17::38:33,11::47:01,6.63,15.773,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//1,274,05::56:08,17::36:03,11::46:42,6.555,15.761000000000001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//2,275,05::57:30,17::34:22,11::46:23,6.48,15.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//3,276,05::59:08,17::32:36,11::46:04,6.406,15.598,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//4,277,06::00:18,17::30:20,11::45:46,6.331,15.581,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//5,278,06::01:14,17::28:52,11::45:28,6.257000000000001,15.569,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//6,279,06::02:46,17::26:39,11::45:10,6.183,15.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//7,280,06::04:20,17::24:47,11::44:53,6.109,15.404,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//8,281,06::05:28,17::23:21,11::44:36,6.035,15.273,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//9,282,06::06:23,17::20:57,11::44:20,5.962,15.236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//10,283,06::08:08,17::19:20,11::44:04,5.888,15.231,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//11,284,06::09:35,17::17:40,11::43:48,5.815,15.093,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//12,285,06::10:41,17::15:27,11::43:33,5.743,15.077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//13,286,06::11:45,17::14:00,11::43:19,5.671,15.044,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//14,287,06::13:33,17::12:02,11::43:05,5.599,14.915000000000001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1981//10//15,288,06::14:54,17::10:06,11::42:51,5.5280000000000005,14.893,-,-,-,-,-,-,-,-,3.61,23.19,-0.9085000000000001,1.0719,2.1284,0.9297000000000001,-
1981//10//16,289,06::15:57,17::08:46,11::42:39,5.457,14.878,3.584,3.029,2.81,3.007,6.699,2.975,0.774,7.034,0.58,24.95,-0.7419,0.4727,2.1988000000000003,0.47740000000000005,-
1981//10//17,290,06::17:15,17::06:37,11::42:26,5.386,14.737,3.498,2.854,2.652,2.955,6.316,2.583,0.846,6.2860000000000005,3.81,24.95,-0.8901,0.6508,2.0325,0.6857000000000001,-
1981//10//18,291,06::19:01,17::04:52,11::42:15,5.316,14.71,3.45,2.856,2.799,2.884,6.612,2.58,0.651,8.062,2.54,26.42,-0.6288,0.8073,2.3187,0.7323000000000001,-
1981//10//19,292,06::20:16,17::03:37,11::42:04,5.247,14.576,3.6310000000000002,2.918,3.09,2.899,7.5120000000000005,2.624,0.543,9.69,3.71,29.46,-0.3417,1.3436000000000001,2.4678,0.8333,-
1981//10//20,293,06::21:15,17::01:24,11::41:54,5.178,14.562000000000001,3.489,2.859,2.454,3.088,5.679,2.63,1.036,5.375,-1.3800000000000001,19.86,-1.558,1.2394,2.0134000000000003,1.0098,-
1981//10//21,294,06::22:56,16::59:46,11::41:44,5.109,14.532,3.476,2.852,2.832,2.895,6.97,2.57,0.645,8.014,-4.8100000000000005,19.080000000000002,-1.7089,0.6446000000000001,2.2419000000000002,0.5452,-
1981//10//22,295,06::24:30,16::58:34,11::41:35,5.041,14.389000000000001,3.423,2.856,2.719,2.906,6.689,2.567,0.704,7.399,-5.1000000000000005,20.06,-1.457,0.8172,2.3688000000000002,0.6496000000000001,-
1981//10//23,296,06::25:39,16::56:22,11::41:26,4.974,14.371,2.668,2.88,1.21,4.317,3.144,3.033,1.458,4.934,-3.14,17.71,-0.9166000000000001,1.1306,2.4018,0.7989,-
1981//10//24,297,06::26:47,16::54:47,11::41:19,4.908,14.337,3.206,2.867,2.493,3.0340000000000003,5.993,2.629,0.713,7.195,0.19,24.37,-0.3174,0.5842,2.3161,0.49760000000000004,-
1981//10//25,298,06::28:38,16::53:38,11::41:12,4.841,14.204,2.706,2.8850000000000002,1.066,4.583,3.011,2.892,1.641,4.551,3.12,24.37,-0.312,1.1318000000000001,2.3811,0.8052,-
1981//10//26,299,06::30:00,16::51:32,11::41:06,4.776,14.18,1.06,3.277,0.059000000000000004,29.899,0.152,16.79,1.0010000000000001,5.888,12.23,18.400000000000002,0.6465000000000001,1.0036,2.7017,0.6647000000000001,-
1981//10//27,300,06::31:04,16::49:58,11::41:00,4.712,14.164,2.234,2.932,0.888,4.703,1.979,3.422,1.346,4.639,11.05,25.84,1.0866,0.6698000000000001,2.6369000000000002,0.6117,-
1981//10//28,301,06::32:34,16::48:48,11::40:55,4.648,14.137,2.231,3.0020000000000002,1.4020000000000001,3.545,3.073,2.914,0.8300000000000001,6.599,4.4,20.75,0.22110000000000002,1.1841000000000002,2.3612,0.8509,-
1981//10//29,302,06::34:18,16::46:58,11::40:51,4.5840000000000005,13.99,2.332,2.936,1.124,4.5520000000000005,2.564,3.217,1.208,5.034,4.59,15.75,-0.5294,0.9122,2.351,0.46180000000000004,-
1981//10//30,303,06::35:30,16::45:18,11::40:48,4.522,13.97,1.108,3.015,0.023,107.056,0.193,13.244,1.085,5.1000000000000005,4.,13.6,-0.28190000000000004,1.5263,2.4343,0.7307,-
1981//10//31,304,06::36:35,16::44:08,11::40:46,4.46,13.932,2.439,2.883,1.293,4.172,3.677,2.799,1.1460000000000001,5.303,5.08,23.19,-0.29760000000000003,1.3899000000000001,2.2586,0.8815000000000001,-
1981//11//1,305,06::38:28,16::42:44,11::40:44,4.4,13.801,-,-,-,-,-,-,-,-,3.12,25.05,-1.1908,0.5506,2.0379,0.4909,-
1981//11//2,306,06::39:54,16::40:54,11::40:43,4.34,13.775,-,-,-,-,-,-,-,-,1.46,21.43,-1.1567,0.3966,2.1694,0.556,-
1981//11//3,307,06::40:59,16::39:38,11::40:43,4.28,13.758000000000001,2.0180000000000002,3.074,0.795,5.732,2.231,3.408,1.222,5.782,1.95,20.45,-0.4506,0.9574,2.1938,0.41600000000000004,-
1981//11//4,308,06::42:27,16::38:39,11::40:44,4.222,13.615,2.883,2.906,2.459,2.989,6.9110000000000005,2.585,0.425,13.217,-2.07,19.080000000000002,-2.0155000000000003,0.8964000000000001,1.8687,0.5046,-
1981//11//5,309,06::44:14,16::36:53,11::40:46,4.165,13.582,2.832,2.904,-,-,-,-,-,-,-4.32,15.16,-1.6857,0.8209000000000001,2.193,0.6812,-
1981//11//6,310,06::45:28,16::35:25,11::40:48,4.108,13.56,2.376,2.9250000000000003,-,-,-,-,-,-,-2.75,17.22,-1.1998,1.3708,2.3531,0.9675,-
1981//11//7,311,06::46:32,16::34:21,11::40:52,4.053,13.52,1.746,3.008,-,-,-,-,-,-,-1.28,18.,-1.0858,1.0299,2.3027,0.8025,-
1981//11//8,312,06::48:25,16::33:20,11::40:56,3.998,13.39,2.314,2.956,-,-,-,-,-,-,-1.87,15.56,-1.3849,0.5868,2.1489000000000003,0.5826,-
1981//11//9,313,06::49:52,16::31:40,11::41:01,3.9450000000000003,13.363,1.607,3.094,-,-,-,-,-,-,-2.16,12.030000000000001,-1.1042,0.6162000000000001,2.4605,0.5011,-
1981//11//10,314,06::50:57,16::30:22,11::41:07,3.892,13.344,0.751,3.879,0.001,2475.8540000000003,0.004,629.111,0.75,7.461,-2.75,5.47,-0.33130000000000004,0.7892,2.4564,0.44570000000000004,-
1981//11//11,315,06::52:23,16::29:24,11::41:13,3.841,13.315,0.737,3.898,0.023,132.351,0.08,38.696,0.713,7.844,2.34,12.030000000000001,0.5054000000000001,0.6762,2.5331,0.3226,-
1981//11//12,316,06::54:10,16::28:36,11::41:21,3.79,13.167,1.6480000000000001,3.024,0.807,5.939,2.736,3.3120000000000003,0.841,6.7490000000000006,6.16,18.69,0.0045000000000000005,1.0947,2.3944,0.46830000000000005,-
1981//11//13,317,06::55:24,16::27:07,11::41:29,3.74,13.144,2.089,3.057,1.354,3.473,3.9170000000000003,2.911,0.738,7.093,5.28,19.37,0.4217,1.2276,2.7571000000000003,0.8793000000000001,-
1981//11//14,318,06::56:25,16::25:49,11::41:39,3.692,13.102,1.226,3.285,0.312,12.821,1.032,5.804,0.914,6.306,5.18,18.69,-0.507,1.3257,2.2936,0.7854,-
1981//11//15,319,06::58:16,16::24:52,11::41:49,3.645,13.09,0.773,4.133,0.133,24.2,0.402,8.939,0.64,8.774000000000001,3.5100000000000002,15.950000000000001,-0.4143,0.8152,2.5665,0.6990000000000001,-
1981//11//16,320,06::59:44,16::24:06,11::42:00,3.598,13.062,0.447,5.284,0.004,395.731,0.012,135.293,0.443,12.267,6.0600000000000005,10.76,0.3458,0.5252,2.4089,0.3839,-
1981//11//17,321,07::00:49,16::23:16,11::42:11,3.553,12.926,1.901,3.14,1.202,3.65,3.0420000000000003,2.907,0.6980000000000001,7.857,5.18,18.3,0.2892,0.5087,2.4274,0.2869,-
1981//11//18,322,07::02:07,16::22:00,11::42:24,3.509,12.893,2.338,2.951,1.911,3.196,5.9190000000000005,2.607,0.427,12.513,2.05,15.75,-1.1962000000000002,1.0095,2.4237,0.6895,-
1981//11//19,323,07::03:53,16::20:55,11::42:37,3.466,12.866,1.0170000000000001,3.384,0.051000000000000004,66.85,0.199,17.32,0.965,5.972,1.36,11.35,-0.5518000000000001,0.9109,2.4221,0.449,-
1981//11//20,324,07::05:09,16::20:06,11::42:52,3.4250000000000003,12.842,0.928,3.5740000000000003,0.054,61.966,0.134,27.26,0.874,6.431,2.44,11.64,-0.1718,0.8559,2.5947,0.5168,-
1981//11//21,325,07::06:07,16::19:26,11::43:07,3.384,12.825000000000001,0.768,4.,0.032,77.37,0.079,33.975,0.736,7.572,6.0600000000000005,15.46,0.3099,0.9872000000000001,2.6372,0.9055000000000001,-
1981//11//22,326,07::07:39,16::18:53,11::43:23,3.345,12.794,2.185,2.967,1.73,3.236,5.313,2.646,0.455,11.442,4.79,16.05,-0.3861,0.8037000000000001,2.4464,0.43610000000000004,-
1981//11//23,327,07::09:15,16::18:08,11::43:39,3.307,12.646,1.715,3.076,1.087,4.388,3.248,2.852,0.628,8.33,2.93,13.99,-0.2932,0.8746,2.4037,0.38520000000000004,-
1981//11//24,328,07::10:23,16::17:11,11::43:57,3.27,12.624,0.551,4.468,0.002,1420.5720000000001,0.034,83.563,0.55,9.632,0.38,7.04,-0.863,0.8432000000000001,2.5929,0.4559,-
1981//11//25,329,07::11:17,16::16:18,11::44:15,3.235,12.58,1.782,3.001,0.874,5.3500000000000005,2.995,3.081,0.909,6.0840000000000005,-2.16,10.56,-1.4113,0.6524,2.4512,0.5303,-
1981//11//26,330,07::12:56,16::15:38,11::44:34,3.2,12.574,0.637,4.15,0.002,953.813,0.005,389.64300000000003,0.636,8.469,0.77,6.3500000000000005,-1.1386,0.7273000000000001,2.4276,0.2926,-
1981//11//27,331,07::14:23,16::15:06,11::44:53,3.1670000000000003,12.545,0.834,3.65,0.098,24.131,0.32,8.686,0.736,7.268,-3.24,6.84,-1.6031,1.0866,2.4650000000000003,0.6037,-
1981//11//28,332,07::15:26,16::14:40,11::45:14,3.1350000000000002,12.525,2.486,2.908,1.608,3.4250000000000003,5.48,2.608,0.878,6.405,-5.39,9.19,-1.2823,1.3464,2.9441,0.7208,-
1981//11//29,333,07::16:17,16::14:17,11::45:35,3.105,12.482000000000001,0.647,3.7,0.038,90.788,0.318,11.52,0.609,8.549,-1.3800000000000001,8.21,-0.7907000000000001,0.5271,2.6032,0.3713,-
1981//11//30,334,07::17:50,16::13:58,11::45:57,3.076,12.478,1.08,3.358,0.219,13.715,0.85,4.422,0.862,6.239,2.93,10.27,-0.092,1.1909,2.6704000000000003,0.5351,-
1981//12//1,335,07::19:14,16::13:41,11::46:19,3.047,12.333,0.718,3.8040000000000003,0.01,180.304,0.033,56.004,0.708,7.704,5.18,12.72,0.5958,0.6828000000000001,2.822,0.6955,-
1981//12//2,336,07::20:15,16::13:13,11::46:42,3.021,12.313,1.441,3.212,1.033,4.543,3.5100000000000002,2.9410000000000003,0.40900000000000003,13.405000000000001,-1.67,15.16,-0.9518000000000001,1.4578,2.382,0.5096,-
1981//12//3,337,07::21:04,16::12:48,11::47:06,2.996,12.298,1.185,3.212,0.298,12.092,1.368,4.034,0.886,6.5600000000000005,-2.56,8.700000000000001,-0.7281000000000001,0.7344,2.6217,0.44880000000000003,-
1981//12//4,338,07::22:15,16::12:26,11::47:30,2.972,12.268,1.774,3.037,1.28,4.011,4.104,2.815,0.493,10.916,-0.89,12.42,-0.7179,1.0954000000000002,2.7778,0.6990000000000001,-
1981//12//5,339,07::23:40,16::12:04,11::47:55,2.949,12.244,0.424,5.232,0.001,1938.268,0.003,886.494,0.423,12.837,1.6500000000000001,10.96,0.5675,1.0358,2.6876,0.6476000000000001,-
1981//12//6,340,07::24:44,16::11:48,11::48:20,2.928,12.223,1.097,3.158,0.28300000000000003,11.627,1.441,3.726,0.8140000000000001,6.689,5.08,15.46,0.2313,0.7795000000000001,2.5489,0.38280000000000003,-
1981//12//7,341,07::25:33,16::11:37,11::48:46,2.908,12.207,1.487,3.128,0.8290000000000001,5.489,2.638,3.255,0.659,8.35,3.12,14.19,-0.2837,1.1192,2.5951,0.6051000000000001,-
1981//12//8,342,07::26:14,16::11:29,11::49:12,2.8890000000000002,12.165000000000001,0.986,3.211,0.122,36.948,0.41400000000000003,11.14,0.864,6.268,2.34,9.78,-0.2321,0.4712,2.5329,0.264,-
1981//12//9,343,07::27:24,16::11:25,11::49:39,2.872,12.168000000000001,0.444,4.827,0.002,631.064,0.008,157.766,0.442,11.847,3.12,8.120000000000001,0.2126,0.6371,2.7514000000000003,0.5676,-
1981//12//10,344,07::28:39,16::11:24,11::50:06,2.856,12.144,1.2750000000000001,3.128,0.343,13.668000000000001,1.614,4.015,0.931,6.346,1.75,12.030000000000001,-1.4839,0.6347,2.4678,0.5718,-
1981//12//11,345,07::29:35,16::11:26,11::50:34,2.842,12.125,1.766,3.037,1.429,3.484,5.03,2.64,0.338,15.779,-3.63,13.6,-2.087,0.5915,2.4387000000000003,0.4676,-
1981//12//12,346,07::30:18,16::11:31,11::51:02,2.829,12.111,0.873,3.5,0.032,102.83,0.095,35.112,0.841,6.799,-4.8100000000000005,3.61,-1.2086000000000001,1.0642,2.9201,0.42260000000000003,-
1981//12//13,347,07::30:55,16::11:40,11::51:30,2.817,12.1,0.762,3.781,0.017,127.273,0.053,40.824,0.745,7.518,-0.7000000000000001,3.71,-0.3139,0.6941,2.7739000000000003,0.5289,-
1981//12//14,348,07::31:36,16::11:53,11::51:59,2.807,12.065,0.778,3.5340000000000003,0.017,148.486,0.05,50.485,0.761,7.0280000000000005,-0.3,5.57,-0.1511,0.5612,2.8248,0.37110000000000004,-
1981//12//15,349,07::32:34,16::12:11,11::52:28,2.798,12.066,0.968,3.346,0.122,37.317,0.49,9.992,0.846,6.5040000000000004,0.09,11.74,0.057800000000000004,0.7276,2.6169000000000002,0.47890000000000005,-
1981//12//16,350,07::33:33,16::12:34,11::52:57,2.79,12.045,1.575,3.085,1.1300000000000001,4.599,3.7030000000000003,2.999,0.445,11.878,-0.21,8.02,-0.6972,1.2466000000000002,2.6825,0.6461,-
1981//12//17,351,07::34:17,16::12:56,11::53:26,2.7840000000000003,12.030000000000001,0.47500000000000003,4.837,0.,100,0.001,766.292,0.47500000000000003,11.242,-0.89,1.75,-0.3436,0.5398000000000001,2.7560000000000002,0.3402,-
1981//12//18,352,07::34:53,16::13:22,11::53:56,2.779,12.018,0.324,6.7010000000000005,0.001,2569.331,0.003,1036.748,0.323,16.574,-1.48,1.6500000000000001,-0.25320000000000004,0.6395000000000001,2.6646,0.35400000000000004,-
1981//12//19,353,07::35:22,16::13:48,11::54:25,2.7760000000000002,12.126,0.47100000000000003,4.875,0.001,3290.547,0.003,1141.925,0.47000000000000003,11.353,0.58,6.94,-0.1341,0.44680000000000003,2.5733,0.4164,-
1981//12//20,354,07::35:47,16::14:05,11::54:55,2.774,12.118,0.631,3.845,0.076,32.028,0.424,6.722,0.554,9.631,-0.99,3.91,-0.8464,0.7781,2.5674,0.4338,-
1981//12//21,355,07::36:09,16::14:25,11::55:25,2.774,12.111,0.628,3.8040000000000003,0.004,878.982,0.039,97.087,0.624,8.551,0.28,5.57,-0.6257,0.808,2.6476,0.3582,-
1981//12//22,356,07::36:39,16::14:49,11::55:55,2.775,12.081,1.0190000000000001,3.1790000000000003,0.137,29.283,0.658,7.05,0.883,6.087,-2.36,7.53,-0.9444,1.1412,2.7203,0.8514,-
1981//12//23,357,07::37:12,16::15:18,11::56:25,2.777,12.083,1.35,3.085,0.316,11.554,1.188,3.668,1.035,5.611,-5.,5.86,-0.9186000000000001,0.9381,2.9049,0.6499,-
1981//12//24,358,07::37:45,16::15:52,11::56:55,2.781,12.078,0.925,3.653,0.215,9.717,0.664,4.561,0.709,7.890000000000001,-0.89,5.08,-0.5959,0.5766,2.8821000000000003,0.547,-
1981//12//25,359,07::38:15,16::16:36,11::57:24,2.786,12.067,1.305,3.1470000000000002,0.522,7.7010000000000005,1.621,3.626,0.783,6.812,2.73,9.49,-0.7269,0.4798,2.4944,0.2967,-
1981//12//26,360,07::38:38,16::17:33,11::57:54,2.7920000000000003,12.059000000000001,0.292,7.138,0.,100,0.,100,0.292,18.43,0.58,4.69,-0.6531,0.6241,2.7275,0.4207,-
1981//12//27,361,07::38:56,16::18:27,11::58:24,2.8000000000000003,12.053,1.566,3.08,0.871,4.985,3.302,2.828,0.6950000000000001,7.938,-0.5,7.63,-1.0701,0.7537,2.636,0.3869,-
1981//12//28,362,07::39:11,16::19:05,11::58:53,2.81,12.166,1.415,3.081,0.679,6.425,2.464,3.217,0.736,7.231,-3.63,7.23,-1.2256,1.0617,3.007,0.5083,-
1981//12//29,363,07::39:22,16::19:40,11::59:22,2.82,12.162,0.213,9.522,0.001,1757.964,0.002,901.52,0.212,24.699,-4.12,-1.28,-0.8459,0.8698,2.9177,0.5644,-
1981//12//30,364,07::39:30,16::20:21,11::59:51,2.833,12.159,1.885,2.939,1.452,3.47,5.402,2.5580000000000003,0.432,12.121,-3.5300000000000002,5.47,-0.9746,0.8485,2.7051000000000003,0.5729000000000001,-
1981//12//31,365,07::39:35,16::21:14,12::00:20,2.846,12.158,0.63,4.0280000000000005,0.002,833.9060000000001,0.007,238.25900000000001,0.628,8.57,-5.88,-1.18,-1.1988,0.681,2.7713,0.5455,-
END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY
Station Name:,HEO,-,-,-,-,Element:,1000,-,2000,-,2010,-,3000,-,9300,-,1000_original,-,2010_original,-,Contact Info: http://solardat.uoregon.edu
Station Location:,Hermiston_Oregon_USA,-,-,-,-,Instrument Serial Number:,PSP(17854F3),-,NIP(17668E6),-,NIP(17668E6),-,Computed from GHI and DNI,-,TEMP(HEO),-,PSP(17854F3),-,NIP(17668E6),-,File format description at: http://solardat.uoregon.edu/download/Papers/Structure_of_a_comprehensive_solar_radiation_dataset_ASES_2017_Final.pdf
Latitude:,45.818441,-,-,-,-,Instrument Shorthand Name:,PSP5,-,-,-,NIP4,-,-,-,TEMP(HEO),-,PSP5,-,NIP4,-,Flag description at: http://solardat.uoregon.edu/QualityControlFlags.html
Longitude (+ East):,-119.284721,-,-,-,-,Responsivity:,7.390000000000001,microV/(W/m^2),-,-,8.72,microV/(W/m^2),-,-,36.111110000000004,microV?/C,7.390000000000001,microV/(W/m^2),8.72,microV/(W/m^2),Data has been calibrated using the responsivity values listed 
Altitude (m):,188.,-,-,-,-,Estimated Uncertainty (U95%):,2.8000000000000003,-,2.5300000000000002,-,2.5300000000000002,-,3.774,-,2.2,-,2.8000000000000003,-,2.5300000000000002,-,The phrase (_original) means the data has not had the nighttime offset subtracted (or any other adjustments).
Time Zone (+ East):,-8.,-,-,-,-,Sample Method:,Avg,-,-,-,Avg,-,-,-,Avg,-,Avg,-,Avg,-,Data that has been (computed) was calculated from measured columns.
Time Interval (Minutes):,5,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,C,-,W/m^2,-,W/m^2,-,Date this file was created: 2019-7-16
Year//Month,1981//01,-,-,-,-,Column Notes:,AdjustedColumn,-,CalculatedColumn,-,AdjustedColumn,-,CalculatedColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,This file was created using code: AAA Check data (2019-07-10).nb
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SZA horizon boundaries (East/West): 88/89
Day of month,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Minimum daily value,Maximum daily value,Average Nighttime Value,Standard Deviation Nighttime,Average Nighttime Value,Standard Deviation Nighttime,Assorted Daily Values (Rows 12 - 42)
FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY
Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
Station Name:,HEO,-,-,-,-,Element:,1000,-,2000,-,2010,-,3000,-,9300,-,1000_original,-,2010_original,-,Contact Info: http://solardat.uoregon.edu
