Time_Zone_(+East):,-8.,Sample Method:,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,-,-,-,-,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
Time_Interval_(Minutes):,5,Units:,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,m/s,m/s,m/s,m/s,C,C,C,C
Years:,2007-2014,Column Notes:,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,CalculatedColumn,CalculatedColumn,CalculatedColumn,CalculatedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,AdjustedColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn,MeasuredColumn
-,-,-,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,-,-,-,-,-,-,-,-,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,After_Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MM/YY,Day Of Year,measurement:,Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Average daily value,Average daily value,Average daily value,Average daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value
10//18,291,-,1.895,4.344,3.5747500000000003,4.0115,2.065,5.994,4.7445,5.4885,0.092,3.793,2.51675,3.1825,0.178,8.232,5.30225,6.676,0.551,2.113,1.0578750000000001,0.8480000000000001,3.9570000000000003,22.929000000000002,16.6595,20.3185,26.310000000000002,68.636,56.073,66.962,0.1298611111111111,2.2856250000000005,0.49115017361111113,0.21468749999999998,2.49,10.26,5.99,6.5
10//19,292,-,1.407,4.252,3.4177500000000003,4.154,1.564,6.05,4.544875,5.6495,0.011,3.693,2.4045,3.3725,0.024,8.066,5.262875,7.2165,0.51,1.815,1.013125,0.8150000000000001,0.985,22.046,15.364,20.704,15.817,69.595,52.459625,65.256,0.155,1.0485069444444446,0.3451432291666667,0.22211805555555555,2.61,8.950000000000001,5.43625,5.885
10//20,293,-,1.473,4.216,3.26775,3.6109999999999998,1.698,5.979,4.350625,4.9350000000000005,0.255,3.661,2.122125,2.4065000000000003,0.583,8.040000000000001,4.517375,5.029,0.537,1.901,1.14575,1.085,2.116,22.253,14.89575,17.2155,19.238,68.315,51.578375,58.403999999999996,0.08895833333333332,0.25482638888888887,0.1916579861111111,0.1891145833333333,1.85,7.390000000000001,4.5725,4.29
10//21,294,-,1.112,4.184,2.9915,3.097,1.0210000000000001,5.757000000000001,3.922,4.15,0.008,3.696,1.762125,1.612,0.038,8.261000000000001,3.796625,3.314,0.488,1.893,1.22925,1.0910000000000002,-2.008,22.412,12.669625,13.316,9.014,67.208,46.887375,50.0615,0.10364583333333334,0.5079166666666667,0.2916710069444445,0.28616319444444444,-0.38,7.72,4.8225,4.815
10//22,295,-,1.865,4.0840000000000005,3.448,3.806,1.982,5.837,4.710500000000001,5.362500000000001,0.085,3.563,2.516125,3.133,0.169,7.996,5.511625,6.636,0.454,1.78,0.932,0.734,3.493,22.19,16.71475,19.756,22.354,71.46600000000001,56.8085,65.332,0.076875,1.6684027777777777,0.41854166666666665,0.30460069444444443,0.09,9.66,4.6825,4.595
10//23,296,-,0.5670000000000001,4.154,2.87425,3.1105,0.535,6.051,3.86525,4.1685,0.0,3.621,1.902875,1.9565000000000001,0.003,8.179,4.304,4.2835,0.47100000000000003,1.853,0.9712500000000001,0.6995,-4.24,22.2,12.149375,13.3155,3.462,71.305,45.405625,48.6865,0.06802083333333335,2.481076388888889,0.7796267361111111,0.2900694444444445,3.72,11.06,5.97625,5.285
10//24,297,-,1.141,3.998,3.06775,3.3205,1.212,5.743,4.102875,4.5295000000000005,0.004,3.39,1.9655,2.1990000000000003,0.008,7.628,4.344875,4.5705,0.604,1.8980000000000001,1.102125,1.0710000000000002,-0.8280000000000001,20.813,13.57375,15.832,13.151,67.625,48.3895,52.5315,0.16364583333333332,1.9892361111111114,0.5731510416666667,0.3872916666666667,2.68,9.290000000000001,4.47875,3.325
10//25,298,-,1.349,3.974,2.9865,3.145,1.405,5.807,3.99675,4.2295,0.001,3.403,1.833,1.8860000000000001,0.004,7.768,4.172375,4.38,0.553,1.8960000000000001,1.1536250000000001,1.259,0.234,20.915,12.995750000000001,14.991500000000002,16.458000000000002,67.229,47.748875,52.8965,0.10999999999999999,1.9014583333333337,0.45321614583333336,0.23050347222222223,-0.88,6.65,2.64625,2.385
10//26,299,-,0.98,3.906,3.0165,3.6185,1.061,5.506,4.13,5.072,0.021,3.338,2.05525,2.832,0.139,7.642,4.470375,5.9625,0.515,1.698,0.96125,0.871,-1.864,20.572,13.616125,18.168,10.424,69.575,49.97475,61.855000000000004,0.12069444444444444,2.0854513888888895,0.46409288194444454,0.2372395833333333,-1.47,6.69,2.67375,3.04
10//27,300,-,1.397,3.774,2.989125,3.1955,1.61,5.503,4.0912500000000005,4.242,0.167,3.204,1.9895,2.2075,0.318,7.349,4.471,4.8420000000000005,0.539,1.485,0.99975,1.0095,1.227,20.115000000000002,13.3375,14.489,18.829,67.971,49.006375000000006,51.2415,0.04552083333333334,2.5840625,0.7409852430555556,0.47015625,-0.72,6.03,2.93125,2.62
10//28,301,-,0.838,3.505,2.306,2.652,0.8150000000000001,4.9910000000000005,3.0082500000000003,3.4699999999999998,0.009000000000000001,2.771,1.06425,1.1545,0.02,6.369,2.458,2.6475,0.734,1.681,1.242,1.304,-2.811,18.089,7.8785,9.438,7.2940000000000005,63.229,35.648875000000004,39.3875,0.05677083333333334,2.743715277777778,0.46472656250000005,0.16194444444444445,-0.37,7.92,4.28,4.695
10//29,302,-,0.778,3.642,2.35525,2.6165000000000003,0.787,5.1290000000000004,3.047625,3.4530000000000003,0.0,2.975,1.1163750000000001,1.2109999999999999,0.001,6.82,2.473,2.6305,0.667,1.697,1.239,1.2705000000000002,-2.971,20.314,8.265375,10.0275,7.3740000000000006,62.247,35.930125,41.2335,0.003333333333333333,0.5503125,0.18562934027777778,0.14647569444444444,0.56,6.98,5.07875,5.83
10//30,303,-,0.932,3.335,2.4845,2.908,0.988,4.809,3.23975,3.7805,0.0,2.606,1.2415,1.2690000000000001,0.0,5.668,2.700625,2.5895,0.715,1.7750000000000001,1.24275,1.2255,-2.2920000000000003,17.748,9.441875,11.6845,9.278,58.821,38.97275,45.126999999999995,0.018958333333333337,0.6983333333333334,0.28270833333333334,0.23576388888888888,2.2800000000000002,10.66,6.5125,7.025
10//31,304,-,1.3780000000000001,3.628,2.461375,2.2705,1.362,5.182,3.1705,2.7085,0.011,2.982,1.1203750000000001,0.5365,0.025,6.867,2.5095,1.1364999999999998,0.646,1.811,1.340875,1.3965,0.355,19.975,8.969125,6.9595,14.907,60.977000000000004,38.129875,33.451499999999996,0.09687499999999999,2.4236458333333335,0.6428645833333333,0.3525694444444445,3.0700000000000003,15.99,7.30625,7.675000000000001
11//01,305,-,1.106,3.6,2.662,2.7880000000000003,1.173,5.279,3.62925,3.6660000000000004,0.116,3.12,1.586125,1.3315000000000001,0.298,7.511,3.723,3.0380000000000003,0.48,1.7710000000000001,1.076,1.0645,-0.979,19.96,10.7035,10.9745,12.009,60.971000000000004,42.94625,44.437,0.09517361111111111,2.7274652777777786,0.6729166666666668,0.28625,-1.59,12.09,5.6725,5.16
11//02,306,-,1.443,3.6590000000000003,2.916,3.412,1.546,5.589,4.09325,4.9605,0.025,3.107,2.086125,2.7215,0.106,7.406000000000001,4.918,6.273,0.428,1.418,0.829875,0.738,0.766,19.367,13.0535,17.0375,17.078,64.038,49.442,59.9615,0.10017361111111112,2.1396180555555557,0.6152256944444445,0.2079513888888889,0.06,10.200000000000001,4.30375,4.12
11//03,307,-,1.5090000000000001,3.457,2.563125,2.738,1.6400000000000001,4.982,3.443125,3.584,0.039,2.841,1.4508750000000001,1.4555,0.117,6.913,3.3211250000000003,3.043,0.616,1.617,1.11225,1.1150000000000002,-5.995,18.048000000000002,8.293875,9.450000000000001,18.541,62.464,42.487875,44.8995,0.07166666666666667,0.5018749999999998,0.2254383680555555,0.17227430555555556,-0.18,8.09,3.37875,3.355
11//04,308,-,0.798,3.411,2.2,2.104,0.838,4.9510000000000005,2.868625,2.5475000000000003,0.001,2.826,1.059375,0.4395,0.002,6.952,2.602,1.0795,0.559,1.862,1.141,1.1520000000000001,-6.01,17.651,5.9895,4.947,7.354,63.889,34.879875,30.5365,0.06159722222222223,1.669965277777778,0.4096137152777778,0.17020833333333332,0.15,6.05,3.33375,3.755
11//05,309,-,1.245,3.365,2.25125,2.1875,1.197,4.9110000000000005,2.9678750000000003,2.8155,0.001,2.838,1.17425,0.8300000000000001,0.005,7.063,2.807375,1.9205,0.527,1.737,1.077375,1.1560000000000001,-5.89,17.226,7.290375,7.8125,13.215,63.007,35.920375,36.0125,0.03895833333333333,1.6614583333333333,0.47859375,0.2031770833333333,0.35000000000000003,7.79,4.12875,3.74
11//06,310,-,0.64,3.368,1.875125,1.5995,0.643,4.882,2.39425,1.816,0.0,2.864,0.86875,0.2245,0.0,7.158,2.166875,0.454,0.505,1.463,1.0065,1.0665,-3.963,16.903,4.641875,2.732,4.82,62.501000000000005,28.102125,21.7685,0.052187500000000005,0.4868402777777777,0.24037760416666668,0.17583333333333334,1.01,8.03,4.76,5.1450000000000005
11//07,311,-,1.078,3.3120000000000003,2.021125,2.0785,1.104,4.86,2.611125,2.6205,0.009000000000000001,2.733,0.891625,0.688,0.019,6.958,2.102375,1.5879999999999999,0.578,1.416,1.12925,1.2189999999999999,-1.086,16.827,5.928625,5.9830000000000005,11.593,62.358000000000004,31.6975,32.7305,0.055763888888888884,0.3352777777777778,0.14551215277777776,0.11288194444444445,-0.68,7.41,4.06625,4.535
11//08,312,-,1.104,3.221,2.411875,2.433,1.051,4.799,3.328125,3.3385,0.006,2.719,1.385125,1.2475,0.024,6.938,3.29375,2.806,0.501,1.472,1.02675,1.1065,-1.328,16.954,10.016,10.761,10.934000000000001,62.877,41.65575,42.078,0.06322916666666667,0.8580902777777778,0.23545572916666668,0.15335069444444444,-2.82,6.61,2.21125,1.06
11//09,313,-,0.686,2.957,1.705375,1.661,0.72,4.377,2.180625,1.9865,0.015,2.23,0.6515,0.2955,0.094,5.346,1.553125,0.6699999999999999,0.617,1.745,1.0538750000000001,0.968,-3.5260000000000002,14.153,4.227625,3.5645,5.862,56.415,25.839125,23.9075,0.07624999999999998,1.6128472222222223,0.5385112847222222,0.20241319444444444,-0.77,5.86,2.01625,1.085
11//10,314,-,1.169,3.184,2.307375,2.4485,1.193,4.777,3.0675,3.2104999999999997,0.0,2.508,1.030125,0.9755,0.0,6.719,2.624,2.4605,0.676,1.691,1.27725,1.3335,-0.811,17.285,8.570500000000001,9.099,13.407,53.868,37.301500000000004,39.7875,0.03319444444444444,1.9831597222222221,0.41364149305555553,0.15234375,0.46,8.64,4.0225,3.34
11//11,315,-,0.486,3.245,2.10325,2.153,0.47500000000000003,4.8790000000000004,2.9086250000000002,2.938,0.0,2.6350000000000002,1.190125,1.0335,0.0,6.962,2.919125,2.355,0.486,1.466,0.913125,0.8825000000000001,-4.844,18.191,7.195125,6.936999999999999,2.733,62.148,34.964625,34.1455,0.051388888888888894,0.8154166666666667,0.28964843749999997,0.15984375,-0.97,4.83,1.96375,2.1
11//12,316,-,0.682,2.974,1.6027500000000001,1.1765,0.681,4.493,2.03775,1.182,0.0,2.262,0.61775,0.01,0.0,5.57,1.577125,0.037000000000000005,0.682,1.431,0.9850000000000001,0.9195,-3.435,14.237,3.12,-0.525,5.059,55.044000000000004,23.76725,13.329,0.03451388888888889,1.1284722222222223,0.4409244791666667,0.33505208333333336,-1.8,8.21,3.00875,2.785
11//13,317,-,0.976,2.44,1.6712500000000001,1.7205,0.997,3.407,2.056375,2.031,0.0,1.111,0.4205,0.3315,0.0,2.415,1.028875,0.942,0.882,1.567,1.25075,1.305,-1.96,9.368,3.365,2.978,9.825000000000001,41.263,24.226,23.959000000000003,0.019895833333333335,0.36336805555555557,0.15498697916666668,0.15123263888888888,-2.73,7.76,3.125,4.055
11//14,318,-,0.398,2.8080000000000003,1.810375,1.9295,0.373,4.292,2.4246250000000003,2.5445,0.0,2.023,0.8455,0.7070000000000001,0.008,4.8260000000000005,2.15575,1.934,0.398,1.588,0.964875,0.972,-6.024,13.370000000000001,4.25675,4.9505,1.845,50.685,28.846375000000002,31.491500000000002,0.009965277777777778,1.130138888888889,0.307421875,0.17796874999999995,-1.87,7.04,3.7575,4.84
11//15,319,-,1.0170000000000001,2.951,1.8467500000000001,1.7454999999999998,0.988,4.531,2.435125,2.22,0.0,2.5180000000000002,0.8788750000000001,0.5835,0.001,6.731,2.24225,1.4535,0.433,1.2730000000000001,0.967875,1.0750000000000002,-5.997,14.868,4.938875,5.0120000000000005,10.307,59.391,30.15975,26.0385,0.04694444444444444,0.7222916666666667,0.20024305555555555,0.10939236111111111,-3.34,7.79,3.66125,4.655
11//16,320,-,0.6960000000000001,2.956,1.909625,1.919,0.7000000000000001,4.487,2.526875,2.4595000000000002,0.001,2.448,0.8226249999999999,0.6415,0.003,6.612,2.12375,1.514,0.508,1.609,1.087,1.1295000000000002,-6.007000000000001,15.029,4.068125,3.678,7.007000000000001,58.273,31.047250000000002,30.5635,0.07107638888888888,3.009826388888889,0.6799001736111111,0.21822916666666664,-0.88,8.59,2.8325,2.63
11//17,321,-,0.517,3.06,1.977375,2.1950000000000003,0.515,4.777,2.734875,2.7745,0.0,2.581,1.088375,0.6375,0.0,7.065,2.889875,1.6204999999999998,0.466,1.641,0.889,0.7590000000000001,-6.03,17.686,6.238125,6.345,3.573,57.39,32.970375,34.234,0.07770833333333332,0.8794791666666668,0.31643663194444444,0.2156597222222222,-4.44,8.33,1.67375,1.5750000000000002
11//18,322,-,0.555,2.569,1.6155714285714287,1.8780000000000001,0.54,3.689,2.052714285714286,2.236,0.0,1.456,0.5404285714285714,0.337,0.0,4.474,1.5102857142857145,0.987,0.555,1.541,1.0751428571428572,1.113,-6.029,11.474,1.6797142857142857,-1.966,3.8200000000000003,48.11,24.988142857142858,27.366,0.08135416666666667,1.7001041666666667,0.40697916666666667,0.1871701388888889,-1.34,6.25,1.1775,1.205
11//19,323,-,1.05,2.561,1.68575,1.4705,1.186,3.847,2.223375,1.8605,0.077,1.718,0.652625,0.398,0.218,4.0040000000000004,1.6525,1.1095000000000002,0.6890000000000001,1.318,1.033,1.064,-5.981,11.449,3.4387499999999998,2.327,12.22,50.300000000000004,27.241125,22.4925,0.059027777777777776,1.9126736111111111,0.8070225694444445,0.5897743055555555,-1.2,5.4,1.4775,0.9149999999999999
11//20,324,-,0.736,2.601,1.4295714285714285,1.098,0.744,4.057,1.796857142857143,1.125,0.0,2.0260000000000002,0.4788571428571429,0.005,0.001,5.09,1.2192857142857143,0.02,0.5740000000000001,1.32,0.9504285714285714,0.855,-3.886,12.193,0.7434285714285714,-2.54,6.7010000000000005,50.232,21.079142857142855,12.137,0.06239583333333333,3.266423611111111,0.9032396018026004,0.5368125738770686,-1.6500000000000001,8.58,1.615,1.0450000000000002
11//21,325,-,0.5750000000000001,2.874,1.7965,1.665,0.549,4.373,2.46375,2.1205,0.0,2.353,0.9555,0.452,0.006,6.688,2.5721249999999998,1.053,0.521,1.323,0.841,0.8025,-4.045,15.244,5.815125,3.7815000000000003,3.872,57.505,30.866625,26.128,0.14958333333333332,1.996423611111111,0.9934244791666667,1.1281944444444445,-4.51,7.28,1.11,1.19
11//22,326,-,1.195,2.953,2.044375,2.0545,1.356,4.5760000000000005,2.876125,2.79,0.11900000000000001,2.563,1.114,0.8145,0.26,7.271,2.97825,2.0135,0.39,1.346,0.93075,1.083,-3.424,17.293,7.362875,7.7195,15.934000000000001,61.01,36.51675,35.914,0.1120486111111111,2.662395833333333,0.6775954861111111,0.43685763888888884,-5.7700000000000005,7.3100000000000005,0.76375,1.27
11//23,327,-,0.718,2.987,1.991875,1.987,0.6930000000000001,4.667,2.80625,2.6455,0.0,2.614,1.137,0.7150000000000001,0.0,7.44,3.1496250000000003,1.7790000000000001,0.373,1.313,0.855,0.8815,-6.118,16.787,5.9487499999999995,6.234,0.233,60.517,31.631375000000002,33.168,0.028819444444444446,1.8260416666666661,0.5485199652777778,0.2023090277777778,-2.93,4.38,-0.67,-1.445
11//24,328,-,1.322,2.821,2.02575,2.005,1.441,4.515,2.85825,2.6485000000000003,0.064,2.447,1.049625,0.6375,0.212,6.998,2.9021250000000003,1.888,0.375,1.432,0.976375,1.198,-3.1430000000000002,16.538,5.882875,4.7825,9.42,53.832,31.9895,26.280500000000004,0.02076388888888889,0.24965277777777775,0.10402777777777777,0.06333333333333332,-7.2700000000000005,2.12,-1.47625,-1.2
11//25,329,-,1.33,2.744,2.35425,2.5115,1.452,4.4,3.56625,3.8955,0.09,2.358,1.656625,1.979,0.201,6.768,4.63075,5.3415,0.387,1.241,0.697625,0.55,0.839,15.892,10.37775,12.095500000000001,17.077,55.008,44.728125000000006,48.55800000000001,0.03722222222222223,0.2178472222222222,0.12401475694444444,0.1246875,-6.08,3.49,-0.53625,-0.64
11//26,330,-,1.041,2.078,1.55125,1.54,0.963,2.915,1.887,1.7730000000000001,0.001,0.883,0.33037500000000003,0.22949999999999998,0.003,2.201,0.85825,0.6074999999999999,1.04,1.332,1.220875,1.2325,-1.281,7.406000000000001,2.974,2.409,11.275,36.965,22.927500000000002,20.8985,0.021736111111111112,1.4348958333333333,0.2810286458333333,0.1001909722222222,-2.0300000000000002,3.39,0.6699999999999999,1.35
11//27,331,-,0.679,2.504,1.537625,1.4645000000000001,0.678,3.6310000000000002,2.0205,1.9335,0.0,1.732,0.571125,0.3785,0.009000000000000001,4.5520000000000005,1.559125,1.088,0.675,1.365,0.96625,0.912,-3.462,11.338000000000001,3.012875,2.2060000000000004,6.3870000000000005,44.346000000000004,23.703,22.887999999999998,0.02829861111111111,1.2589583333333334,0.3275694444444444,0.20899305555555553,-0.9400000000000001,5.26,2.0775,2.0250000000000004
11//28,332,-,0.81,2.555,1.7688750000000002,1.838,0.833,4.09,2.52725,2.5375,0.0,2.124,0.989375,0.962,0.0,6.257000000000001,2.665125,2.455,0.431,1.065,0.779375,0.73,-2.765,14.195,5.272625,5.574,8.16,49.246,30.9905,31.8335,0.07006944444444445,1.8443055555555559,0.49945312500000005,0.10416666666666666,-2.81,7.16,0.635,-0.16999999999999998
11//29,333,-,0.9430000000000001,2.572,1.673125,1.7305000000000001,0.9470000000000001,4.038,2.2523750000000002,2.224,0.0,2.065,0.67975,0.47450000000000003,0.001,6.101,2.0295,1.4095,0.506,1.428,0.993125,1.048,-2.854,14.137,3.8737500000000002,4.422000000000001,9.404,48.311,27.176875,28.9075,0.044201388888888894,2.533402777777778,0.4571267361111111,0.11409722222222221,-4.7700000000000005,11.200000000000001,0.685,-0.30000000000000004
11//30,334,-,0.156,2.578,1.680375,1.955,0.14200000000000002,4.143,2.44575,2.7880000000000003,0.0,2.133,0.994625,1.056,0.001,6.347,2.829375,2.8745000000000003,0.156,1.0190000000000001,0.686,0.7265,-6.042,12.59,4.909875,6.598,0.077,53.472,29.991125,34.9025,0.03274305555555556,1.2878819444444445,0.54796875,0.17123263888888887,-2.3000000000000003,6.5200000000000005,0.40499999999999997,-0.185
12//01,335,-,0.767,2.629,1.7237500000000001,1.8115,0.811,4.167,2.44125,2.5745000000000005,0.0,2.158,0.89575,0.8705,0.001,6.362,2.513625,2.4755,0.47100000000000003,1.156,0.828125,0.789,-2.727,13.037,4.593875000000001,3.748,8.162,54.855000000000004,29.9905,31.03,0.035694444444444445,1.1145833333333333,0.31578559027777775,0.16267361111111112,-4.32,7.16,0.68,0.525
12//02,336,-,0.278,2.1670000000000003,1.15425,1.219,0.262,3.257,1.499125,1.361,0.0,1.389,0.371375,0.136,0.0,4.412,1.160375,0.41650000000000004,0.278,1.4020000000000001,0.782875,0.7705,-5.747,6.721,-0.11337500000000006,0.19599999999999995,0.522,38.648,16.978625,15.7845,0.0020833333333333333,3.547673611111111,0.7725694444444444,0.3183506944444444,-5.44,7.01,0.65875,1.055
12//03,337,-,0.789,2.364,1.5935714285714286,1.568,0.915,3.6830000000000003,2.230571428571429,1.953,0.017,1.6320000000000001,0.7247142857142858,0.47700000000000004,0.096,4.6290000000000004,1.9904285714285717,1.216,0.674,1.306,0.8691428571428572,0.77,-2.373,9.921,4.152428571428572,3.807,8.387,47.221000000000004,27.671857142857142,23.836000000000002,0.021701388888888888,3.7920833333333337,0.856342605568012,0.37230902777777775,-6.59,8.63,0.8000000000000003,0.335
12//04,338,-,1.105,2.914,1.9905714285714287,1.953,1.286,4.29,2.903,2.962,0.117,2.061,1.0902857142857143,1.1500000000000001,0.47000000000000003,6.104,3.2475714285714288,3.595,0.424,1.225,0.9001428571428571,0.9430000000000001,-1.112,14.537,6.997,7.132000000000001,13.73,53.994,35.14142857142857,37.143,0.0411111111111111,1.4082986111111113,0.5615755208333334,0.5362847222222222,-8.64,5.84,-1.2775,-0.1050000000000001
12//05,339,-,0.5760000000000001,2.516,1.5304285714285715,1.455,0.5700000000000001,3.837,2.0382857142857143,1.625,0.001,1.883,0.6021428571428572,0.185,0.002,5.515,1.682,0.465,0.5750000000000001,1.302,0.9282857142857143,0.87,-4.0200000000000005,14.237,3.4625714285714286,1.778,4.359,49.391,24.58142857142857,21.175,0.042666666666666665,2.8995138888888885,0.9424600694444444,0.19982638888888887,-10.91,10.21,-0.1974999999999998,0.1399999999999999
12//06,340,-,0.311,2.4290000000000003,1.4341428571428572,1.612,0.297,4.056,2.044142857142857,2.041,0.0,2.027,0.7365714285714287,0.47700000000000004,0.0,6.113,2.2422857142857144,1.9060000000000001,0.311,1.135,0.6974285714285715,0.623,-5.835,11.264,3.0144285714285717,3.224,0.879,49.818,24.380857142857142,21.217,0.03329861111111111,1.7026041666666667,0.4455753968253968,0.08104166666666666,-4.97,7.5200000000000005,1.455714285714286,3.0700000000000003
12//07,341,-,0.395,2.406,1.5142857142857142,1.307,0.094,3.942,2.0461428571428573,1.53,0.0,1.993,0.7395714285714287,0.372,0.001,6.062,2.1452857142857145,0.974,0.355,1.249,0.7747142857142858,0.811,-5.813,10.159,2.9834285714285715,1.224,0.0,51.618,25.386714285714287,17.925,0.058124999999999996,3.502673611111111,0.8984722222222222,0.2330208333333333,-11.47,9.84,-0.5042857142857144,-0.51
12//08,342,-,0.9,2.412,1.5931666666666666,1.6800000000000002,0.931,4.048,2.2235,2.2875,0.006,1.965,0.7185,0.602,0.059000000000000004,5.9830000000000005,2.2046666666666668,1.9265,0.447,1.141,0.8746666666666667,0.9119999999999999,-6.016,10.204,1.5015,0.3640000000000001,9.326,48.969,27.111666666666668,28.922000000000004,0.029027777777777777,2.029930555555555,0.4908928571428571,0.1169097222222222,-15.99,7.48,-2.3314285714285714,-2.29
12//09,343,-,0.706,2.4090000000000003,1.6086666666666667,1.5795,0.757,4.056,2.28,1.966,0.047,1.932,0.759,0.4165,0.113,5.886,2.210166666666667,1.225,0.47800000000000004,1.2630000000000001,0.8498333333333333,0.79,-6.078,10.084,1.5676666666666665,1.7730000000000001,6.985,47.353,28.633166666666668,25.813499999999998,0.06340277777777777,2.559236111111111,0.5889285714285714,0.1421875,-15.48,12.11,-1.6900000000000002,-1.54
12//10,344,-,0.722,2.345,1.5277142857142858,1.83,0.716,3.859,2.1935714285714285,2.497,0.002,1.915,0.7497142857142857,0.577,0.009000000000000001,5.9030000000000005,2.290714285714286,1.584,0.43,1.254,0.7778571428571429,0.766,-6.075,8.474,-0.6202857142857142,-2.77,0.0,51.428000000000004,22.274857142857144,8.790000000000001,0.021354166666666667,2.550381944444444,0.4494394841269841,0.06711805555555556,-11.22,8.51,-1.402857142857143,-2.67
12//11,345,-,0.388,2.437,1.568142857142857,2.008,0.362,3.938,2.301142857142857,2.886,0.0,1.93,0.8912857142857142,1.055,0.003,5.972,2.774714285714286,3.289,0.34500000000000003,0.9530000000000001,0.677,0.8230000000000001,-6.059,8.747,-0.7911428571428571,-2.5100000000000002,0.0,50.799,21.405285714285714,9.734,0.04288194444444445,2.983993055555556,0.7729166666666668,0.10260416666666666,-9.66,6.92,-1.4571428571428573,-3.0100000000000002
12//12,346,-,0.47000000000000003,2.326,1.7575,1.8900000000000001,0.446,3.6630000000000003,2.5183333333333335,2.6875,0.0,1.7770000000000001,0.9033333333333333,0.912,0.005,5.356,2.8718333333333335,2.958,0.47000000000000003,1.216,0.8543333333333334,0.9530000000000001,-6.086,10.13,0.9696666666666668,-0.5630000000000002,0.0,45.685,24.406000000000002,27.6545,0.043819444444444446,0.24763888888888885,0.13825708287190844,0.10720930232558139,-7.09,6.84,-0.8085714285714286,-2.23
12//13,347,-,0.626,2.358,1.6756666666666666,1.9220000000000002,0.663,4.0040000000000004,2.4718333333333335,2.802,0.002,1.95,0.9520000000000001,1.0635000000000001,0.012,6.0200000000000005,2.791333333333333,3.13,0.40700000000000003,0.963,0.7231666666666667,0.6990000000000001,-6.091,10.437,2.659,2.7305,6.238,48.865,24.801666666666666,22.847,0.10843750000000002,0.3075347222222222,0.20075923666568077,0.2344097222222222,-3.88,7.53,-0.7385714285714285,-1.11
12//14,348,-,0.9440000000000001,2.077,1.5441666666666667,1.671,0.992,3.254,2.088,2.183,0.02,1.5110000000000001,0.5860000000000001,0.504,0.061,4.402,1.7691666666666668,1.552,0.5660000000000001,1.264,0.9581666666666667,0.9625000000000001,-6.089,10.536,3.1361666666666665,4.96,10.211,42.359,25.266666666666666,26.967,0.09225694444444445,2.638043478260871,0.5291054175293308,0.13354166666666664,-6.13,1.54,-2.375714285714286,-3.2800000000000002
12//15,349,-,0.587,2.153,1.3105,1.1524999999999999,0.598,3.313,1.8263333333333334,1.5185,0.0,1.601,0.6201666666666666,0.34450000000000003,0.001,4.844,1.7923333333333333,0.9485,0.43,0.845,0.69,0.746,-6.054,10.957,2.1773333333333333,0.35199999999999987,2.915,44.085,21.5045,17.269,0.033124999999999995,3.8728813559322055,0.631344161958569,0.07291666666666667,-6.24,8.18,-0.9157142857142858,-1.94
