MM/DD,Day Of Year,measurement:,Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Average daily value,Average daily value,Average daily value,Average daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value
09//21,264,-,2.174,5.807,4.9329,5.3705,2.096,7.171,5.837176470588235,6.463,0.035,5.171,3.5626,4.151,0.055,9.567,6.4261,7.4510000000000005,0.593,2.8000000000000003,1.37005,1.046,-6.069,29.741,20.078500000000002,21.826,0.0,90.028,63.315650000000005,69.3725,0.12708333333333333,1.7054513888888887,0.43324169812233837,0.37209374999999995,5.75,14.18,8.452941176470588,8.35,5.75,33.56,16.712,14.54
09//22,265,-,1.7910000000000001,6.008,4.91575,5.2925,2.49,7.526,6.29235294117647,6.719,0.106,5.1530000000000005,3.52095,4.2365,0.218,9.623,6.19915,7.149,0.546,2.991,1.3949500000000001,1.0979999999999999,-6.156,29.827,19.0409,21.637999999999998,0.0,91.168,64.316,73.839,0.16791666666666666,1.3873611111111113,0.4361072916666667,0.40760416666666666,1.83,15.97,8.317058823529411,8.51,1.83,37.17,16.547,16.1
09//23,266,-,2.04,5.7090000000000005,5.00495,5.464,2.205,7.396,6.097647058823529,6.865,0.221,5.039,3.78545,4.6645,0.41500000000000004,9.433,6.7596,8.384500000000001,0.556,2.592,1.21945,0.8885000000000001,-6.140000000000001,30.441,17.54535,21.8135,0.0,90.035,66.5868,76.52600000000001,0.13975694444444445,1.4726041666666667,0.5039309027777777,0.38026041666666666,3.98,13.08,8.024117647058823,7.23,3.98,34.89,16.6345,13.81
09//24,267,-,0.9510000000000001,5.703,4.7473,5.3100000000000005,0.899,7.3100000000000005,5.785058823529412,6.78,0.0,5.047,3.6333,4.449,0.0,9.293000000000001,6.54265,7.942,0.586,2.6,1.11395,0.8665,-2.154,29.487000000000002,18.4726,21.4725,0.0,88.74,64.57385000000001,72.35900000000001,0.12524305555555557,1.494390243902439,0.40637888719512194,0.3327777777777778,1.86,11.77,7.832941176470588,8.25,1.86,34.22,16.671,12.9
09//25,268,-,2.581,5.7,4.85195,5.257,2.759,7.197,6.019529411764706,6.486,0.8320000000000001,5.122,3.68905,4.0385,1.798,9.771,6.75105,7.2265,0.578,2.365,1.1629,0.9105,8.556000000000001,29.848,21.3069,22.892,0.0,89.367,63.89505,70.3365,0.07895833333333334,0.7999305555555556,0.35963125,0.3447395833333333,2.29,11.66,7.837058823529412,8.16,2.29,33.33,16.71425,12.515
09//26,269,-,2.632,5.474,4.963684210526316,5.236,3.748,7.032,6.320875,6.646000000000001,0.47200000000000003,4.875,3.8504736842105265,4.468,1.328,9.161,7.096263157894737,7.971,0.537,2.448,1.113,0.84,5.112,27.806,21.855,24.634,0.0,85.044,65.19752631578947,73.509,0.08441860465116281,0.8003472222222222,0.315731694121447,0.2934895833333333,4.58,9.8,7.5064705882352944,7.49,4.58,34.61,16.74225,12.420000000000002
09//27,270,-,3.439,5.448,5.065842105263158,5.235,5.7090000000000005,7.016,6.5529375000000005,6.702500000000001,1.283,4.854,4.094894736842106,4.366,2.278,9.144,7.439105263157895,8.015,0.5640000000000001,2.156,0.9710526315789474,0.915,11.065,29.064,22.874526315789474,24.128,0.0,87.482,67.30147368421052,72.985,0.095625,0.7891319444444445,0.35400621345029243,0.2716666666666667,2.82,13.24,8.804375,9.02,2.82,38.17,18.036052631578947,15.975000000000001
09//28,271,-,2.494,5.352,4.652947368421053,5.149,2.957,6.758,5.9721875,6.6015,0.354,4.668,3.4740526315789473,4.238,0.787,8.817,6.415473684210527,7.789000000000001,0.5660000000000001,2.569,1.1790526315789474,0.9550000000000001,3.004,27.557000000000002,20.289684210526318,23.14,0.0,85.016,60.93578947368421,71.543,0.11215277777777777,0.7865277777777778,0.34461503623188405,0.3048784722222222,4.58,12.76,9.06764705882353,8.97,4.58,32.17,17.37225,12.615
09//29,272,-,1.462,5.434,4.30265,5.147,1.453,6.95,5.437823529411765,6.6160000000000005,0.011,4.847,3.1468000000000003,4.271,0.035,9.396,5.92375,7.909000000000001,0.549,2.3000000000000003,1.1556,0.9035,-2.718,28.826,18.08095,21.1655,0.0,87.516,56.2991,63.0115,0.09579861111111111,3.284284722222223,0.4491350694444445,0.26945138888888887,1.28,11.78,8.178235294117647,8.42,1.28,33.56,16.601,13.36
09//30,273,-,1.0090000000000001,5.3790000000000004,4.4549,4.783,1.084,6.707,5.554117647058824,5.933,0.002,4.804,3.07,3.2055,0.014,9.327,5.6621,6.057,0.56,2.301,1.38485,1.4125,-6.031,27.938,16.7554,20.305999999999997,0.0,85.087,58.78815,63.587,0.14503472222222222,1.770145833333333,0.43342708333333335,0.3035451388888889,4.53,11.42,8.231764705882354,8.63,3.0100000000000002,36.83,16.054,13.629999999999999
10//01,274,-,1.22,5.295,4.216,4.815,1.233,6.8500000000000005,5.449529411764706,6.1530000000000005,0.022,4.702,2.94105,3.6350000000000002,0.043000000000000003,8.892,5.40505,6.578,0.593,2.448,1.27495,1.1225,-6.0600000000000005,29.223,17.82865,21.098,0.0,87.76,57.6353,71.208,0.1046736111111111,1.0574999999999999,0.34335034722222224,0.27013888888888893,2.0300000000000002,12.71,7.53764705882353,7.6000000000000005,0.63,32.94,14.724,13.790000000000001
10//02,275,-,2.5220000000000002,5.224,4.34415,4.577500000000001,2.835,6.715,5.468764705882353,6.238,0.386,4.6530000000000005,2.9644500000000003,3.3045,0.897,8.921,5.5738,5.9115,0.529,2.604,1.3796000000000002,1.2735,4.651,29.357,18.8968,20.442,0.0,88.319,59.0298,60.92,0.06597222222222222,1.5789583333333335,0.4138215277777778,0.3279340277777778,1.04,16.19,6.33764705882353,6.03,0.8,32.28,14.53025,13.15
10//03,276,-,1.2550000000000001,5.167,3.64215,3.6515,1.37,6.5440000000000005,4.474058823529412,4.447,0.0,4.599,2.1667,1.496,0.028,8.89,4.17175,2.862,0.534,2.6630000000000003,1.4755,1.6075,-0.975,26.666,14.31295,14.332,0.0,80.991,48.53275,50.196,0.07107638888888888,0.7041666666666667,0.3325517361111111,0.34756944444444443,2.21,13.76,7.265294117647059,7.68,2.21,31.44,14.174,13.375
10//04,277,-,0.9420000000000001,5.23,3.75015,4.3835,0.984,6.611,4.4516470588235295,4.912,0.0,4.594,2.4383,2.846,0.0,8.896,4.6504,5.3245000000000005,0.53,2.2880000000000003,1.3117,1.3199999999999998,-2.461,26.718,15.177900000000001,14.6495,0.0,80.917,50.44415,50.7715,0.10256944444444444,1.4975347222222224,0.431490625,0.30171875000000004,0.54,11.42,6.478235294117647,6.17,0.54,30.11,13.5655,11.305
10//05,278,-,2.362,5.11,4.131421052631579,4.716,2.673,6.658,5.122411764705882,5.641,0.328,4.589,3.0256315789473684,3.753,0.578,8.984,5.8270526315789475,7.196,0.521,2.0340000000000003,1.1057368421052631,0.87,4.237,26.133,18.164,22.014,0.0,78.992,57.312526315789476,66.229,0.0441304347826087,1.625486111111111,0.31508916062801934,0.22847222222222222,1.76,10.51,6.65,7.5200000000000005,1.76,29.830000000000002,13.7955,10.85
10//06,279,-,2.192,5.006,4.1853,4.6545000000000005,2.267,6.684,5.359117647058824,5.973,0.088,4.457,2.8752,3.649,0.191,8.779,5.607600000000001,7.0135000000000005,0.521,2.572,1.3102,1.0145,4.651,26.349,18.3948,20.6235,0.0,81.377,58.2319,63.985,0.09409722222222222,0.49991666666666673,0.28364513888888887,0.25468749999999996,0.22,9.66,6.035882352941177,6.29,0.22,28.5,14.134500000000001,11.805
10//07,280,-,2.669,4.973,4.2373,4.691000000000001,3.02,6.640000000000001,5.335117647058824,6.144,0.213,4.402,2.99305,3.8015,0.487,9.040000000000001,5.857600000000001,7.216,0.518,2.456,1.24435,0.8995,7.33,26.939,18.54675,19.884999999999998,0.0,81.583,57.551,57.197,0.10895833333333332,0.9372569444444445,0.3052232638888889,0.25689236111111113,2.25,11.49,6.725294117647059,6.390000000000001,2.25,29.560000000000002,14.13075,13.315000000000001
10//08,281,-,2.567,4.899,4.25135,4.5665000000000004,2.946,6.5840000000000005,5.731352941176471,6.196,0.441,4.329,3.0987,3.4939999999999998,0.809,8.921,5.99175,6.638999999999999,0.531,2.255,1.15245,0.992,7.2780000000000005,26.863,19.34575,21.7155,0.0,81.411,60.01975,67.8125,0.11666666666666667,0.9134652777777776,0.3938434027777778,0.34396875000000005,2.59,12.22,6.426470588235294,6.59,2.59,28.330000000000002,14.11175,12.82
10//09,282,-,1.942,4.843,4.2688,4.6,2.066,6.538,5.595529411764706,5.947,0.125,4.304,3.22135,3.7505,0.405,8.69,6.31395,7.259,0.539,2.095,1.0474,0.8325,3.576,27.032,19.5584,20.8985,0.0,82.712,59.89295,65.516,0.14600694444444443,2.2817361111111114,0.5887104166666667,0.3738541666666667,1.59,12.040000000000001,6.354117647058824,6.21,0.44,28.67,13.59575,13.34
10//10,283,-,2.357,4.827,4.0398000000000005,4.358499999999999,2.782,6.566,5.136705882352941,5.531,0.364,4.257,2.8215,3.197,0.634,8.665000000000001,5.54985,6.178000000000001,0.526,2.109,1.21825,1.018,7.0,27.51,17.8105,19.3275,0.0,82.277,55.99895,60.00450000000001,0.12256944444444445,2.6066875,0.525721875,0.30300347222222224,2.29,10.53,5.591176470588235,5.1000000000000005,2.29,27.22,12.82375,10.879999999999999
10//11,284,-,0.967,4.764,3.8226,4.256,1.006,6.3260000000000005,4.934470588235294,5.247,0.0,4.182,2.7317,3.0465,0.004,8.739,5.4755,5.949,0.497,1.853,1.09075,0.9119999999999999,-2.336,27.398,16.6122,19.405,0.0,83.0,52.6848,60.7915,0.024097222222222225,1.2981319444444448,0.39048194444444445,0.3087152777777778,0.36,10.040000000000001,4.445294117647059,4.46,0.36,26.61,11.482,9.705000000000002
10//12,285,-,1.807,4.7940000000000005,4.09325,4.4455,1.958,6.416,5.254294117647059,5.829,0.185,4.266,2.9669,3.4459999999999997,0.423,8.967,6.07655,6.8955,0.493,2.343,1.1264,0.948,3.111,26.943,18.550250000000002,20.9195,0.0,81.135,57.34905,64.46000000000001,0.0425,0.8929513888888887,0.2975309027777778,0.26491319444444444,-0.96,8.8,3.5958823529411768,3.52,-0.96,26.11,11.6225,10.595
10//13,286,-,1.962,4.668,4.15875,4.390000000000001,2.3040000000000003,6.2700000000000005,5.508411764705882,5.872,0.232,4.097,3.1832000000000003,3.508,0.365,8.712,6.45805,7.041,0.499,1.961,0.9752500000000001,0.871,-6.226,25.965,18.0859,20.9975,0.0,79.32300000000001,59.86975,68.445,0.08284722222222222,1.9717708333333333,0.3546673611111111,0.26472222222222225,-1.98,9.17,4.376470588235295,4.8,-1.98,27.67,12.975,12.4
10//14,287,-,1.326,4.703,4.01175,4.301,1.369,6.195,5.285235294117647,5.655,0.011,4.2,3.05455,3.4705000000000004,0.023,8.891,6.2286,7.134,0.491,2.384,0.95725,0.7705,-1.27,25.871000000000002,17.494500000000002,20.887999999999998,0.0,79.126,60.317750000000004,65.60300000000001,0.07239583333333333,3.3120624999999992,0.6137881944444444,0.27,0.27,10.52,5.698823529411765,6.09,0.27,29.61,13.885250000000001,14.34
10//15,288,-,1.26,4.626,3.3405,3.8775,1.344,6.16,4.112,4.934,0.003,4.16,2.11345,2.398,0.007,8.744,4.3474,4.675,0.466,2.07,1.22695,1.3079999999999998,-2.5420000000000003,24.896,13.90365,18.6935,0.0,75.979,46.65105,55.3835,0.044861111111111115,2.2474583333333333,0.44786909722222223,0.19864583333333333,1.6500000000000001,9.58,6.28764705882353,6.79,1.6500000000000001,30.560000000000002,13.534,11.115
10//16,289,-,0.993,4.4670000000000005,3.3613500000000003,3.8790000000000004,1.008,6.117,4.321411764705882,4.934,0.053,3.969,2.2089,2.5309999999999997,0.121,8.497,4.55895,5.5745000000000005,0.47600000000000003,2.008,1.15235,1.0665,-1.612,24.588,14.60295,18.666,0.0,75.102,49.17475,53.015,0.11736111111111112,1.4405555555555556,0.3516701388888889,0.21461805555555558,1.61,12.97,6.920588235294118,6.82,1.61,27.61,13.6845,12.905000000000001
10//17,290,-,1.02,4.378,3.5027500000000003,3.9735,0.987,6.019,4.578823529411765,5.289,0.001,3.8890000000000002,2.5383,3.035,0.006,8.36,5.32175,6.0785,0.47400000000000003,1.79,0.96425,0.9285000000000001,-1.861,24.214000000000002,15.599200000000002,19.067,0.0,73.309,52.0752,61.85,0.10017361111111112,2.001875,0.35390625000000003,0.24298611111111112,2.17,11.65,5.723529411764706,5.08,2.17,28.11,13.014,11.615
10//18,291,-,0.88,4.433,3.455578947368421,3.931,0.934,6.03,4.5415625,5.3100000000000005,0.033,3.794,2.374789473684211,3.041,0.088,8.232,5.022842105263158,6.335,0.501,2.113,1.0807894736842105,0.9540000000000001,-2.59,24.528000000000002,15.429789473684211,18.694,0.0,73.187,50.17542105263158,57.635,0.111875,2.2856250000000005,0.4056621527777778,0.22487847222222224,-0.26,10.26,5.46,5.74,-0.26,28.28,13.16275,12.559999999999999
10//19,292,-,1.407,4.252,3.1755263157894738,3.4050000000000002,1.564,6.05,4.073875,4.2235,0.011,3.693,2.056263157894737,2.328,0.024,8.066,4.408421052631579,4.514,0.501,1.815,1.1193157894736843,1.076,-0.767,23.586000000000002,13.351315789473684,16.994,0.0,72.669,44.32973684210526,47.087,0.095,1.5241319444444443,0.3679177083333333,0.22211805555555555,2.61,9.59,5.71,5.66,2.61,25.28,12.672500000000001,11.51
10//20,293,-,1.473,4.216,3.3164000000000002,3.7475,1.698,5.979,4.317588235294118,4.922,0.23800000000000002,3.708,2.1421,2.497,0.583,8.116,4.5368,5.029,0.503,2.035,1.1745,1.085,-6.571,22.513,13.551350000000001,17.2155,0.0,68.315,46.6442,53.427,0.06538194444444444,2.0507986111111114,0.30686562500000003,0.22770833333333335,1.85,9.69,5.157058823529412,5.16,1.85,27.39,11.88875,10.115
10//21,294,-,1.112,4.1850000000000005,3.3716,3.803,1.0210000000000001,5.812,4.331,5.01,0.008,3.696,2.3703,2.9939999999999998,0.038,8.261000000000001,5.13285,6.2915,0.488,1.893,1.00125,0.8535,-6.549,22.412,13.6847,17.0075,0.0,68.53,47.51955,50.3475,0.10298611111111111,2.2160069444444446,0.3517263888888889,0.24965277777777778,-0.38,7.97,4.9941176470588236,4.83,-0.38,26.560000000000002,12.073500000000001,9.395
10//22,295,-,1.865,4.125,3.2830500000000002,3.523,1.941,5.837,4.257470588235294,4.683,0.076,3.628,2.15505,2.5215,0.169,8.181000000000001,4.7442,5.2935,0.454,1.93,1.1279,1.014,-6.567,22.224,13.19335,15.198,0.0,71.46600000000001,48.11085,51.581,0.076875,1.6684027777777777,0.33750277777777776,0.28809375000000004,0.09,9.66,5.379411764705883,5.07,0.09,23.5,12.13325,10.600000000000001
10//23,296,-,0.5670000000000001,4.154,2.99985,3.5845000000000002,0.535,6.051,3.945470588235294,4.747,0.0,3.621,1.94515,2.513,0.001,8.179,4.32275,5.502,0.466,2.195,1.05455,0.8455,-6.571,23.568,11.97055,12.333,0.0,71.305,43.2783,48.955,0.06802083333333335,2.481076388888889,0.44270208333333333,0.2022395833333333,2.44,11.06,4.971176470588236,3.95,0.48,25.060000000000002,11.1775,10.915
10//24,297,-,1.141,3.998,3.1854736842105265,3.6,1.212,5.743,4.19575,4.6995000000000005,0.004,3.39,2.0123157894736843,2.196,0.008,7.6770000000000005,4.435842105263158,5.362,0.512,1.925,1.1732105263157895,1.137,-6.531,21.032,12.660052631578948,14.272,0.0,67.625,45.22810526315789,47.955,0.05725694444444445,1.9892361111111114,0.460728125,0.32838541666666665,-1.56,9.290000000000001,4.210588235294118,3.5300000000000002,-1.56,28.44,11.15575,10.440000000000001
10//25,298,-,1.349,3.974,2.991421052631579,2.927,1.405,5.807,4.0486875,4.2405,0.001,3.5,1.8759473684210526,1.879,0.004,8.044,4.299578947368421,3.951,0.47000000000000003,2.0100000000000002,1.1155263157894737,1.218,-6.553,23.232,10.717210526315789,10.079,0.0,72.365,44.10342105263158,46.076,0.06854166666666667,1.926145833333334,0.5047756944444445,0.2378541666666667,-0.88,6.84,3.248823529411765,2.44,-0.88,27.72,10.48875,8.38
10//26,299,-,0.98,3.988,3.1309473684210527,3.6550000000000002,1.061,5.569,4.15825,5.072,0.021,3.489,2.1204736842105265,2.844,0.139,7.9750000000000005,4.710421052631579,6.002,0.43,2.0420000000000003,1.0105263157894737,0.811,-6.524,22.666,12.110736842105263,17.721,0.0,70.623,47.26789473684211,48.171,0.09225694444444445,2.336465277777778,0.5961895833333334,0.2859722222222222,-1.47,11.55,2.7576470588235296,2.07,-1.47,30.830000000000002,9.93575,11.0
10//27,300,-,1.124,3.88,2.9414736842105262,2.867,1.1,5.503,3.7528125,3.555,0.0,3.345,1.8936315789473686,1.857,0.002,7.66,4.329736842105263,4.263,0.502,1.728,1.0478947368421052,1.085,-5.957,20.562,11.406315789473684,11.977,0.0,67.971,42.642842105263156,43.816,0.04552083333333334,2.5840625,0.6299725694444445,0.3386111111111111,-1.5,8.22,3.1882352941176473,2.66,-1.5,28.94,10.0925,7.99
10//28,301,-,0.838,3.775,2.482263157894737,2.392,0.8150000000000001,5.37,3.0564375,2.8985000000000003,0.003,3.305,1.354578947368421,1.161,0.01,7.615,3.1169473684210525,2.279,0.425,1.868,1.1276842105263158,1.231,-4.13,20.544,8.062315789473685,7.11,0.0,63.229,35.26778947368421,35.106,0.04152777777777778,2.743715277777778,0.3399388888888889,0.1973784722222222,-0.37,7.92,4.402941176470589,5.01,-3.02,25.11,9.87575,8.66
10//29,302,-,0.778,3.848,2.6258421052631578,2.725,0.787,5.429,3.2731875,3.4775,0.0,3.2960000000000003,1.4742105263157894,1.258,0.001,7.614,3.313,2.936,0.467,1.697,1.1516842105263159,1.243,-2.971,20.314,9.893210526315789,11.311,0.0,62.247,36.46484210526316,40.359,0.003333333333333333,3.231701388888889,0.41181666666666666,0.18224305555555553,-0.36,6.98,4.392941176470589,5.04,-1.99,22.39,9.87175,7.61
10//30,303,-,0.932,3.806,2.734368421052632,3.029,0.988,5.605,3.38025,3.7805,0.0,3.287,1.569263157894737,1.445,0.0,7.694,3.5511578947368423,3.657,0.461,1.87,1.165,1.108,-2.2920000000000003,23.362000000000002,10.982684210526315,12.509,0.0,72.57000000000001,40.508947368421055,41.683,0.018958333333333337,2.3948194444444444,0.48196909722222225,0.19687499999999997,-2.84,10.66,4.818823529411765,5.32,-2.84,24.22,10.259500000000001,11.515
10//31,304,-,1.3780000000000001,3.853,2.7742105263157897,3.229,1.362,5.757000000000001,3.6332500000000003,4.269500000000001,0.011,3.406,1.6326842105263157,1.688,0.025,8.2,3.7790526315789474,3.996,0.447,1.811,1.1416315789473686,1.1420000000000001,0.355,23.628,11.157631578947369,13.799,0.0,74.547,41.39684210526316,46.208,0.07303135888501743,2.4236458333333335,0.593293929055362,0.37269791666666674,-4.82,15.99,4.985294117647059,4.98,-4.82,24.17,10.41825,10.955
11//01,305,-,1.106,3.7840000000000003,2.6872,2.7880000000000003,1.173,5.71,3.5964117647058824,3.623,0.006,3.338,1.6142,1.3315000000000001,0.024,8.088000000000001,3.8113,3.0380000000000003,0.446,1.945,1.0731,1.1015000000000001,-0.979,23.134,10.40745,10.3475,0.0,72.175,40.1524,42.9365,0.03390972222222222,2.7770833333333336,0.5971940972222223,0.26774652777777774,-4.97,12.09,3.952352941176471,3.43,-4.97,22.28,10.05425,11.65
11//02,306,-,1.414,3.6590000000000003,2.7186,3.0485,1.366,5.589,3.6735882352941176,4.127,0.002,3.119,1.7347000000000001,1.8405,0.004,7.581,4.04215,4.124499999999999,0.428,1.6420000000000001,0.98375,1.0775000000000001,-0.084,21.141000000000002,10.7691,13.0295,0.0,68.933,40.03775,45.228,0.10017361111111112,2.621354166666667,0.5041371527777778,0.23184375000000002,-3.0100000000000002,10.82,3.6682352941176473,3.77,-3.0100000000000002,22.72,9.510250000000001,10.510000000000002
11//03,307,-,0.993,3.571,2.4987500000000002,2.6875,0.9420000000000001,5.1530000000000005,3.1217058823529413,3.203,0.003,3.077,1.41295,1.3570000000000002,0.007,7.551,3.3198000000000003,3.216,0.495,1.848,1.0859,1.1070000000000002,-5.995,20.69,8.48555,9.0155,0.0,67.804,36.24485,34.9695,0.0563888888888889,1.8869791666666664,0.36316840277777773,0.19502777777777777,-1.29,9.48,3.0247058823529414,2.69,-1.29,25.330000000000002,8.734,7.945
11//04,308,-,0.798,3.461,2.2661,2.181,0.838,4.9510000000000005,2.875,2.7880000000000003,0.001,2.962,1.19615,0.7665,0.002,7.314,2.8813,1.806,0.497,1.862,1.0702,1.0945,-6.147,19.949,6.89755,7.2545,0.0,63.889,32.06235,30.5365,0.018277777777777778,1.669965277777778,0.29144375,0.20218402777777778,-1.46,8.76,2.79,2.21,-1.46,21.28,8.48775,6.375
11//05,309,-,0.674,3.431,2.2674,2.2915,0.58,4.996,2.8101764705882353,2.7640000000000002,0.0,2.952,1.20935,0.8300000000000001,0.001,7.381,2.9113,1.9205,0.47900000000000004,1.796,1.05815,1.1555,-6.128,19.36,7.2539,7.4190000000000005,0.0,64.741,31.24865,31.740000000000002,0.03885416666666667,1.6614583333333333,0.36466319444444445,0.22064236111111113,-2.2600000000000002,10.32,3.4288235294117646,2.95,-2.2600000000000002,21.56,8.925,7.63
11//06,310,-,0.501,3.438,2.2171,2.286,0.47000000000000003,4.999,2.676470588235294,2.68,0.0,2.971,1.31305,1.101,0.0,7.496,3.2403,2.5965,0.425,1.556,0.90405,0.7210000000000001,-4.62,18.779,7.13355,7.7585,0.0,63.393,30.18785,32.2355,0.052187500000000005,3.195173611111111,0.45046875,0.19465277777777776,-1.51,12.83,4.280588235294117,5.0200000000000005,-1.51,21.830000000000002,9.469,8.774999999999999
11//07,311,-,0.331,3.4330000000000003,2.2322105263157894,2.428,0.301,4.931,2.7286875,2.556,0.0,2.934,1.2006315789473685,1.041,0.004,7.476,2.889105263157895,2.191,0.331,1.717,1.0316315789473685,1.1460000000000001,-5.718,20.349,7.471368421052632,7.806,0.0,68.194,32.71563157894737,35.516,0.025416666666666667,2.4662152777777777,0.4883400462962963,0.21434375000000003,-3.63,9.870000000000001,3.667058823529412,4.29,-3.63,22.94,8.7925,9.755
11//08,312,-,0.891,3.438,2.436421052631579,2.609,0.889,4.914,3.2878125,3.455,0.006,2.923,1.4828947368421053,1.601,0.024,7.516,3.5780000000000003,3.451,0.46,1.573,0.9535263157894737,1.058,-2.319,18.978,9.578578947368422,8.842,0.0,64.805,38.074894736842104,39.943,0.06322916666666667,2.3531250000000004,0.5313815789473685,0.21385416666666668,-2.82,7.76,2.9831250000000002,2.2,-3.77,20.47,7.94,7.935
11//09,313,-,0.686,3.349,2.136263157894737,2.036,0.72,4.715,2.6873125,2.4355,0.015,2.799,1.1023684210526317,0.5640000000000001,0.094,7.151,2.736263157894737,1.347,0.458,1.745,1.034,0.99,-3.5260000000000002,17.885,6.934631578947369,5.597,0.0,60.598,30.192315789473685,29.845,0.06503472222222223,2.118854166666667,0.5506074561403509,0.22263888888888891,-0.77,7.45,2.560625,1.31,-1.62,24.11,7.762894736842106,7.03
11//10,314,-,1.104,3.262,2.2710526315789474,2.602,1.127,4.777,2.7883125,2.336,0.0,2.749,1.157842105263158,1.264,0.0,7.089,2.9537894736842105,3.305,0.492,1.691,1.1133157894736843,1.188,-2.2520000000000002,17.285,7.815263157894737,7.569,0.0,53.868,31.832684210526317,29.013,0.019913793103448277,1.9831597222222221,0.35816548132183906,0.17062499999999997,-1.21,8.64,3.6023529411764708,3.0500000000000003,-5.16,21.56,8.08025,7.345
11//11,315,-,0.486,3.297,1.9835500000000001,1.855,0.47500000000000003,4.8790000000000004,2.4373529411764707,2.09,0.0,2.902,0.89775,0.476,0.0,7.578,2.25735,1.1015000000000001,0.396,1.548,1.08595,1.161,-4.844,18.191,5.46615,3.689,0.0,62.148,28.55265,27.4535,0.051388888888888894,3.168055555555556,0.5785270833333334,0.19407986111111108,-2.35,14.040000000000001,3.2829411764705885,3.04,-2.35,19.22,8.317,7.525
11//12,316,-,0.431,3.243,1.7962500000000001,2.0620000000000003,0.41100000000000003,4.493,2.1192352941176473,1.422,0.0,2.857,0.8452000000000001,0.8175,0.0,7.501,2.10625,2.02,0.386,1.431,0.9508,0.958,-5.301,16.116,4.5552,4.62,0.0,55.044000000000004,25.4132,26.3405,0.03451388888888889,2.0333541666666664,0.6985416666666667,0.33505208333333336,-1.8,9.26,3.6494117647058824,3.23,-1.8,22.28,8.3925,7.78
11//13,317,-,0.444,3.052,1.7506,1.8495,0.443,4.554,2.042823529411765,1.849,0.0,2.531,0.6162,0.35350000000000004,0.0,6.721,1.57875,0.9475,0.444,1.567,1.1344,1.2275,-5.777,17.151,3.86005,4.189,0.0,59.988,22.4888,21.688000000000002,0.019895833333333335,2.705381944444445,0.37445798611111114,0.1661284722222222,-2.73,7.76,3.4952941176470587,4.39,-4.38,18.56,7.58025,7.365
11//14,318,-,0.398,3.123,1.9841,2.218,0.373,4.7090000000000005,2.784588235294118,3.074,0.0,2.628,1.05565,1.048,0.0,7.025,2.67305,2.6695,0.398,1.588,0.9285,0.9635,-6.024,16.442,5.7101500000000005,8.1555,0.0,55.36,29.08845,29.633000000000003,0.009965277777777778,2.6016319444444442,0.4689284722222222,0.17875000000000002,-1.87,12.38,3.528235294117647,2.7800000000000002,-1.87,17.05,8.0325,8.18
11//15,319,-,0.648,2.951,1.67165,1.4735,0.63,4.531,2.0804117647058824,1.617,0.0,2.5180000000000002,0.6335000000000001,0.1725,0.001,6.731,1.5732,0.377,0.433,1.41,1.0380500000000001,1.1345,-5.997,14.868,3.42935,0.7585,0.0,59.391,24.5238,19.41,0.04694444444444444,2.8296180555555557,0.5138819444444445,0.23109375000000001,-3.34,13.02,3.7058823529411766,2.64,-3.34,16.990000000000002,8.0205,8.44
11//16,320,-,0.406,3.0180000000000002,1.7448000000000001,1.8115,0.523,4.501,2.1738823529411766,2.019,0.0,2.562,0.7846,0.3145,0.0,7.072,2.06345,0.729,0.406,1.61,0.9601500000000001,1.0060000000000002,-6.007000000000001,15.644,3.6896315789473686,3.133,0.0,58.273,25.92384210526316,24.509,0.06939271255060729,3.009826388888889,0.4869165106275304,0.20497222222222222,-0.88,8.59,3.5094117647058822,3.86,-0.88,18.21,8.148,8.325
11//17,321,-,0.517,3.06,2.0573684210526317,2.15,0.515,4.777,2.6825625,2.4575,0.0,2.581,1.1053157894736843,0.7000000000000001,0.0,7.065,2.983842105263158,2.142,0.421,1.641,0.9520000000000001,1.0010000000000001,-6.03,17.686,6.603789473684211,5.142,0.0,61.816,31.434684210526317,31.858,0.05649305555555557,1.1665138888888889,0.3271637426900585,0.21187499999999998,-4.44,8.33,2.0675,1.8599999999999999,-4.44,19.56,7.766842105263158,7.94
